"plh0194","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"Rather disagree","2004","Employed","indirect migration background","","","",""
"Disagree fully","2004","Not Employed","no migration background","","","",""
"Disagree fully","2004","Not Employed","direct migration background","","","",""
"Disagree fully","2004","Not Employed","indirect migration background","","","",""
"Disagree fully","2004","Employed","no migration background","","","",""
"Disagree fully","2004","Employed","direct migration background","","","",""
"Disagree fully","2004","Employed","indirect migration background","","","",""
"Fully agree","2005","Not Employed","no migration background","","","",""
"Fully agree","2005","Not Employed","direct migration background","","","",""
"Fully agree","2005","Not Employed","indirect migration background","","","",""
"Fully agree","2005","Employed","no migration background","","","",""
"Fully agree","2005","Employed","direct migration background","","","",""
"Fully agree","2005","Employed","indirect migration background","","","",""
"Rather agree","2005","Not Employed","no migration background","","","",""
"Rather agree","2005","Not Employed","direct migration background","","","",""
"Rather agree","2005","Not Employed","indirect migration background","","","",""
"Rather agree","2005","Employed","no migration background","","","",""
"Rather agree","2005","Employed","direct migration background","","","",""
"Rather agree","2005","Employed","indirect migration background","","","",""
"Rather disagree","2005","Not Employed","no migration background","","","",""
"Rather disagree","2005","Not Employed","direct migration background","","","",""
"Rather disagree","2005","Not Employed","indirect migration background","","","",""
"Rather disagree","2005","Employed","no migration background","","","",""
"Rather disagree","2005","Employed","direct migration background","","","",""
"Rather disagree","2005","Employed","indirect migration background","","","",""
"Disagree fully","2005","Not Employed","no migration background","","","",""
"Disagree fully","2005","Not Employed","direct migration background","","","",""
"Disagree fully","2005","Not Employed","indirect migration background","","","",""
"Disagree fully","2005","Employed","no migration background","","","",""
"Disagree fully","2005","Employed","direct migration background","","","",""
"Disagree fully","2005","Employed","indirect migration background","","","",""
"Fully agree","2006","Not Employed","no migration background","","","",""
"Fully agree","2006","Not Employed","direct migration background","","","",""
"Fully agree","2006","Not Employed","indirect migration background","","","",""
"Fully agree","2006","Employed","no migration background","","","",""
"Fully agree","2006","Employed","direct migration background","","","",""
"Fully agree","2006","Employed","indirect migration background","","","",""
"Rather agree","2006","Not Employed","no migration background","","","",""
"Rather agree","2006","Not Employed","direct migration background","","","",""
"Rather agree","2006","Not Employed","indirect migration background","","","",""
"Rather agree","2006","Employed","no migration background","","","",""
"Rather agree","2006","Employed","direct migration background","","","",""
"Rather agree","2006","Employed","indirect migration background","","","",""
"Rather disagree","2006","Not Employed","no migration background","","","",""
"Rather disagree","2006","Not Employed","direct migration background","","","",""
"Rather disagree","2006","Not Employed","indirect migration background","","","",""
"Rather disagree","2006","Employed","no migration background","","","",""
"Rather disagree","2006","Employed","direct migration background","","","",""
"Rather disagree","2006","Employed","indirect migration background","","","",""
"Disagree fully","2006","Not Employed","no migration background","","","",""
"Disagree fully","2006","Not Employed","direct migration background","","","",""
"Disagree fully","2006","Not Employed","indirect migration background","","","",""
"Disagree fully","2006","Employed","no migration background","","","",""
"Disagree fully","2006","Employed","direct migration background","","","",""
"Disagree fully","2006","Employed","indirect migration background","","","",""
"Fully agree","2007","Not Employed","no migration background","","","",""
"Fully agree","2007","Not Employed","direct migration background","","","",""
"Fully agree","2007","Not Employed","indirect migration background","","","",""
"Fully agree","2007","Employed","no migration background","","","",""
"Fully agree","2007","Employed","direct migration background","","","",""
"Fully agree","2007","Employed","indirect migration background","","","",""
"Rather agree","2007","Not Employed","no migration background","","","",""
"Rather agree","2007","Not Employed","direct migration background","","","",""
"Rather agree","2007","Not Employed","indirect migration background","","","",""
"Rather agree","2007","Employed","no migration background","","","",""
"Rather agree","2007","Employed","direct migration background","","","",""
"Rather agree","2007","Employed","indirect migration background","","","",""
"Rather disagree","2007","Not Employed","no migration background","","","",""
"Rather disagree","2007","Not Employed","direct migration background","","","",""
"Rather disagree","2007","Not Employed","indirect migration background","","","",""
"Rather disagree","2007","Employed","no migration background","","","",""
"Rather disagree","2007","Employed","direct migration background","","","",""
"Rather disagree","2007","Employed","indirect migration background","","","",""
"Disagree fully","2007","Not Employed","no migration background","","","",""
"Disagree fully","2007","Not Employed","direct migration background","","","",""
"Disagree fully","2007","Not Employed","indirect migration background","","","",""
"Disagree fully","2007","Employed","no migration background","","","",""
"Disagree fully","2007","Employed","direct migration background","","","",""
"Disagree fully","2007","Employed","indirect migration background","","","",""
"Fully agree","2008","Not Employed","no migration background","3102","0.485818167933085","0.47363220497079","0.498004130895381"
"Fully agree","2008","Not Employed","direct migration background","401","0.496919214798143","0.46222888684707","0.531609542749215"
"Fully agree","2008","Not Employed","indirect migration background","110","0.482307134653875","0.41423633517364","0.550377934134109"
"Fully agree","2008","Employed","no migration background","3834","0.384374133316286","0.374945430677234","0.393802835955338"
"Fully agree","2008","Employed","direct migration background","529","0.484436029014267","0.454969671773767","0.513902386254767"
"Fully agree","2008","Employed","indirect migration background","246","0.465393439658146","0.424227710775204","0.506559168541088"
"Rather agree","2008","Not Employed","no migration background","2642","0.398082423465012","0.386147500280999","0.410017346649024"
"Rather agree","2008","Not Employed","direct migration background","310","0.39170126035604","0.35783380335083","0.42556871736125"
"Rather agree","2008","Not Employed","indirect migration background","79","0.433000603418807","0.365501428002867","0.500499778834746"
"Rather agree","2008","Employed","no migration background","4943","0.482804287507443","0.473118622378095","0.492489952636791"
"Rather agree","2008","Employed","direct migration background","457","0.418182561805361","0.389099288918035","0.447265834692687"
"Rather agree","2008","Employed","indirect migration background","253","0.424122372236699","0.383335609789929","0.464909134683468"
"Rather disagree","2008","Not Employed","no migration background","595","0.0955665838863465","0.0883984526961808","0.102734715076512"
"Rather disagree","2008","Not Employed","direct migration background","71","0.0901567948911469","0.0702853633286272","0.110028226453667"
"Rather disagree","2008","Not Employed","indirect migration background","13","","",""
"Rather disagree","2008","Employed","no migration background","1272","0.117446870969635","0.111206540524075","0.123687201415196"
"Rather disagree","2008","Employed","direct migration background","108","0.0919717882557794","0.074932794711769","0.10901078179979"
"Rather disagree","2008","Employed","indirect migration background","62","0.108469186861027","0.0828048580857307","0.134133515636324"
"Disagree fully","2008","Not Employed","no migration background","123","0.0205328247155563","0.0170751518076814","0.0239904976234312"
"Disagree fully","2008","Not Employed","direct migration background","16","","",""
"Disagree fully","2008","Not Employed","indirect migration background","5","","",""
"Disagree fully","2008","Employed","no migration background","176","0.0153747082066357","0.0129898895127605","0.017759526900511"
"Disagree fully","2008","Employed","direct migration background","11","","",""
"Disagree fully","2008","Employed","indirect migration background","3","","",""
"Fully agree","2009","Not Employed","no migration background","","","",""
"Fully agree","2009","Not Employed","direct migration background","","","",""
"Fully agree","2009","Not Employed","indirect migration background","","","",""
"Fully agree","2009","Employed","no migration background","","","",""
"Fully agree","2009","Employed","direct migration background","","","",""
"Fully agree","2009","Employed","indirect migration background","","","",""
"Rather agree","2009","Not Employed","no migration background","","","",""
"Rather agree","2009","Not Employed","direct migration background","","","",""
"Rather agree","2009","Not Employed","indirect migration background","","","",""
"Rather agree","2009","Employed","no migration background","","","",""
"Rather agree","2009","Employed","direct migration background","","","",""
"Rather agree","2009","Employed","indirect migration background","","","",""
"Rather disagree","2009","Not Employed","no migration background","","","",""
"Rather disagree","2009","Not Employed","direct migration background","","","",""
"Rather disagree","2009","Not Employed","indirect migration background","","","",""
"Rather disagree","2009","Employed","no migration background","","","",""
"Rather disagree","2009","Employed","direct migration background","","","",""
"Rather disagree","2009","Employed","indirect migration background","","","",""
"Disagree fully","2009","Not Employed","no migration background","","","",""
"Disagree fully","2009","Not Employed","direct migration background","","","",""
"Disagree fully","2009","Not Employed","indirect migration background","","","",""
"Disagree fully","2009","Employed","no migration background","","","",""
"Disagree fully","2009","Employed","direct migration background","","","",""
"Disagree fully","2009","Employed","indirect migration background","","","",""
"Fully agree","2010","Not Employed","no migration background","","","",""
"Fully agree","2010","Not Employed","direct migration background","","","",""
"Fully agree","2010","Not Employed","indirect migration background","","","",""
"Fully agree","2010","Employed","no migration background","","","",""
"Fully agree","2010","Employed","direct migration background","","","",""
"Fully agree","2010","Employed","indirect migration background","","","",""
"Rather agree","2010","Not Employed","no migration background","","","",""
"Rather agree","2010","Not Employed","direct migration background","","","",""
"Rather agree","2010","Not Employed","indirect migration background","","","",""
"Rather agree","2010","Employed","no migration background","","","",""
"Rather agree","2010","Employed","direct migration background","","","",""
"Rather agree","2010","Employed","indirect migration background","","","",""
"Rather disagree","2010","Not Employed","no migration background","","","",""
"Rather disagree","2010","Not Employed","direct migration background","","","",""
"Rather disagree","2010","Not Employed","indirect migration background","","","",""
"Rather disagree","2010","Employed","no migration background","","","",""
"Rather disagree","2010","Employed","direct migration background","","","",""
"Rather disagree","2010","Employed","indirect migration background","","","",""
"Disagree fully","2010","Not Employed","no migration background","","","",""
"Disagree fully","2010","Not Employed","direct migration background","","","",""
"Disagree fully","2010","Not Employed","indirect migration background","","","",""
"Disagree fully","2010","Employed","no migration background","","","",""
"Disagree fully","2010","Employed","direct migration background","","","",""
"Disagree fully","2010","Employed","indirect migration background","","","",""
"Fully agree","2011","Not Employed","no migration background","","","",""
"Fully agree","2011","Not Employed","direct migration background","","","",""
"Fully agree","2011","Not Employed","indirect migration background","","","",""
"Fully agree","2011","Employed","no migration background","","","",""
"Fully agree","2011","Employed","direct migration background","","","",""
"Fully agree","2011","Employed","indirect migration background","","","",""
"Rather agree","2011","Not Employed","no migration background","","","",""
"Rather agree","2011","Not Employed","direct migration background","","","",""
"Rather agree","2011","Not Employed","indirect migration background","","","",""
"Rather agree","2011","Employed","no migration background","","","",""
"Rather agree","2011","Employed","direct migration background","","","",""
"Rather agree","2011","Employed","indirect migration background","","","",""
"Rather disagree","2011","Not Employed","no migration background","","","",""
"Rather disagree","2011","Not Employed","direct migration background","","","",""
"Rather disagree","2011","Not Employed","indirect migration background","","","",""
"Rather disagree","2011","Employed","no migration background","","","",""
"Rather disagree","2011","Employed","direct migration background","","","",""
"Rather disagree","2011","Employed","indirect migration background","","","",""
"Disagree fully","2011","Not Employed","no migration background","","","",""
"Disagree fully","2011","Not Employed","direct migration background","","","",""
"Disagree fully","2011","Not Employed","indirect migration background","","","",""
"Disagree fully","2011","Employed","no migration background","","","",""
"Disagree fully","2011","Employed","direct migration background","","","",""
"Disagree fully","2011","Employed","indirect migration background","","","",""
"Fully agree","2012","Not Employed","no migration background","","","",""
"Fully agree","2012","Not Employed","direct migration background","","","",""
"Fully agree","2012","Not Employed","indirect migration background","","","",""
"Fully agree","2012","Employed","no migration background","","","",""
"Fully agree","2012","Employed","direct migration background","","","",""
"Fully agree","2012","Employed","indirect migration background","","","",""
"Rather agree","2012","Not Employed","no migration background","","","",""
"Rather agree","2012","Not Employed","direct migration background","","","",""
"Rather agree","2012","Not Employed","indirect migration background","","","",""
"Rather agree","2012","Employed","no migration background","","","",""
"Rather agree","2012","Employed","direct migration background","","","",""
"Rather agree","2012","Employed","indirect migration background","","","",""
"Rather disagree","2012","Not Employed","no migration background","","","",""
"Rather disagree","2012","Not Employed","direct migration background","","","",""
"Rather disagree","2012","Not Employed","indirect migration background","","","",""
"Rather disagree","2012","Employed","no migration background","","","",""
"Rather disagree","2012","Employed","direct migration background","","","",""
"Rather disagree","2012","Employed","indirect migration background","","","",""
"Disagree fully","2012","Not Employed","no migration background","","","",""
"Disagree fully","2012","Not Employed","direct migration background","","","",""
"Disagree fully","2012","Not Employed","indirect migration background","","","",""
"Disagree fully","2012","Employed","no migration background","","","",""
"Disagree fully","2012","Employed","direct migration background","","","",""
"Disagree fully","2012","Employed","indirect migration background","","","",""
"Fully agree","2013","Not Employed","no migration background","3668","0.501254919814784","0.489962411898667","0.512547427730902"
"Fully agree","2013","Not Employed","direct migration background","434","0.442809287221842","0.410987800843877","0.474630773599807"
"Fully agree","2013","Not Employed","indirect migration background","146","0.388738950003596","0.334649422934941","0.442828477072251"
"Fully agree","2013","Employed","no migration background","5243","0.382523063345814","0.37451618885937","0.390529937832259"
"Fully agree","2013","Employed","direct migration background","781","0.429037563167815","0.405537733030786","0.452537393304845"
"Fully agree","2013","Employed","indirect migration background","363","0.379226174625958","0.347022480014245","0.41142986923767"
"Rather agree","2013","Not Employed","no migration background","3154","0.405774101993856","0.394683893326239","0.416864310661472"
"Rather agree","2013","Not Employed","direct migration background","401","0.432854889260803","0.401113317610656","0.46459646091095"
"Rather agree","2013","Not Employed","indirect migration background","139","0.513051101382405","0.457589449560987","0.568512753203822"
"Rather agree","2013","Employed","no migration background","6893","0.47603509509257","0.467807092439974","0.484263097745166"
"Rather agree","2013","Employed","direct migration background","747","0.439812189817255","0.416244676890392","0.463379702744118"
"Rather agree","2013","Employed","indirect migration background","402","0.466335806588192","0.433224733010234","0.49944688016615"
"Rather disagree","2013","Not Employed","no migration background","614","0.0804196830911213","0.0742778532620322","0.0865615129202103"
"Rather disagree","2013","Not Employed","direct migration background","88","0.108204785689369","0.0883041948788724","0.128105376499866"
"Rather disagree","2013","Not Employed","indirect migration background","26","","",""
"Rather disagree","2013","Employed","no migration background","1811","0.125545425415667","0.120086679109711","0.131004171721623"
"Rather disagree","2013","Employed","direct migration background","154","0.117858605790123","0.10254903390555","0.133168177674697"
"Rather disagree","2013","Employed","indirect migration background","94","0.142471457541457","0.119271986956306","0.165670928126608"
"Disagree fully","2013","Not Employed","no migration background","95","0.0125512951002385","0.0100369591222246","0.0150656310782523"
"Disagree fully","2013","Not Employed","direct migration background","13","","",""
"Disagree fully","2013","Not Employed","indirect migration background","1","","",""
"Disagree fully","2013","Employed","no migration background","206","0.0158964161459489","0.013835815383798","0.0179570169080997"
"Disagree fully","2013","Employed","direct migration background","22","","",""
"Disagree fully","2013","Employed","indirect migration background","13","","",""
"Fully agree","2014","Not Employed","no migration background","","","",""
"Fully agree","2014","Not Employed","direct migration background","","","",""
"Fully agree","2014","Not Employed","indirect migration background","","","",""
"Fully agree","2014","Employed","no migration background","","","",""
"Fully agree","2014","Employed","direct migration background","","","",""
"Fully agree","2014","Employed","indirect migration background","","","",""
"Rather agree","2014","Not Employed","no migration background","","","",""
"Rather agree","2014","Not Employed","direct migration background","","","",""
"Rather agree","2014","Not Employed","indirect migration background","","","",""
"Rather agree","2014","Employed","no migration background","","","",""
"Rather agree","2014","Employed","direct migration background","","","",""
"Rather agree","2014","Employed","indirect migration background","","","",""
"Rather disagree","2014","Not Employed","no migration background","","","",""
"Rather disagree","2014","Not Employed","direct migration background","","","",""
"Rather disagree","2014","Not Employed","indirect migration background","","","",""
"Rather disagree","2014","Employed","no migration background","","","",""
"Rather disagree","2014","Employed","direct migration background","","","",""
"Rather disagree","2014","Employed","indirect migration background","","","",""
"Disagree fully","2014","Not Employed","no migration background","","","",""
"Disagree fully","2014","Not Employed","direct migration background","","","",""
"Disagree fully","2014","Not Employed","indirect migration background","","","",""
"Disagree fully","2014","Employed","no migration background","","","",""
"Disagree fully","2014","Employed","direct migration background","","","",""
"Disagree fully","2014","Employed","indirect migration background","","","",""
"Fully agree","2015","Not Employed","no migration background","","","",""
"Fully agree","2015","Not Employed","direct migration background","","","",""
"Fully agree","2015","Not Employed","indirect migration background","","","",""
"Fully agree","2015","Employed","no migration background","","","",""
"Fully agree","2015","Employed","direct migration background","","","",""
"Fully agree","2015","Employed","indirect migration background","","","",""
"Rather agree","2015","Not Employed","no migration background","","","",""
"Rather agree","2015","Not Employed","direct migration background","","","",""
"Rather agree","2015","Not Employed","indirect migration background","","","",""
"Rather agree","2015","Employed","no migration background","","","",""
"Rather agree","2015","Employed","direct migration background","","","",""
"Rather agree","2015","Employed","indirect migration background","","","",""
"Rather disagree","2015","Not Employed","no migration background","","","",""
"Rather disagree","2015","Not Employed","direct migration background","","","",""
"Rather disagree","2015","Not Employed","indirect migration background","","","",""
"Rather disagree","2015","Employed","no migration background","","","",""
"Rather disagree","2015","Employed","direct migration background","","","",""
"Rather disagree","2015","Employed","indirect migration background","","","",""
"Disagree fully","2015","Not Employed","no migration background","","","",""
"Disagree fully","2015","Not Employed","direct migration background","","","",""
"Disagree fully","2015","Not Employed","indirect migration background","","","",""
"Disagree fully","2015","Employed","no migration background","","","",""
"Disagree fully","2015","Employed","direct migration background","","","",""
"Disagree fully","2015","Employed","indirect migration background","","","",""
"Fully agree","2016","Not Employed","no migration background","","","",""
"Fully agree","2016","Not Employed","direct migration background","","","",""
"Fully agree","2016","Not Employed","indirect migration background","","","",""
"Fully agree","2016","Employed","no migration background","","","",""
"Fully agree","2016","Employed","direct migration background","","","",""
"Fully agree","2016","Employed","indirect migration background","","","",""
"Rather agree","2016","Not Employed","no migration background","","","",""
"Rather agree","2016","Not Employed","direct migration background","","","",""
"Rather agree","2016","Not Employed","indirect migration background","","","",""
"Rather agree","2016","Employed","no migration background","","","",""
"Rather agree","2016","Employed","direct migration background","","","",""
"Rather agree","2016","Employed","indirect migration background","","","",""
"Rather disagree","2016","Not Employed","no migration background","","","",""
"Rather disagree","2016","Not Employed","direct migration background","","","",""
"Rather disagree","2016","Not Employed","indirect migration background","","","",""
"Rather disagree","2016","Employed","no migration background","","","",""
"Rather disagree","2016","Employed","direct migration background","","","",""
"Rather disagree","2016","Employed","indirect migration background","","","",""
"Disagree fully","2016","Not Employed","no migration background","","","",""
"Disagree fully","2016","Not Employed","direct migration background","","","",""
"Disagree fully","2016","Not Employed","indirect migration background","","","",""
"Disagree fully","2016","Employed","no migration background","","","",""
"Disagree fully","2016","Employed","direct migration background","","","",""
"Disagree fully","2016","Employed","indirect migration background","","","",""
"Fully agree","2017","Not Employed","no migration background","","","",""
"Fully agree","2017","Not Employed","direct migration background","","","",""
"Fully agree","2017","Not Employed","indirect migration background","","","",""
"Fully agree","2017","Employed","no migration background","","","",""
"Fully agree","2017","Employed","direct migration background","","","",""
"Fully agree","2017","Employed","indirect migration background","","","",""
"Rather agree","2017","Not Employed","no migration background","","","",""
"Rather agree","2017","Not Employed","direct migration background","","","",""
"Rather agree","2017","Not Employed","indirect migration background","","","",""
"Rather agree","2017","Employed","no migration background","","","",""
"Rather agree","2017","Employed","direct migration background","","","",""
"Rather agree","2017","Employed","indirect migration background","","","",""
"Rather disagree","2017","Not Employed","no migration background","","","",""
"Rather disagree","2017","Not Employed","direct migration background","","","",""
"Rather disagree","2017","Not Employed","indirect migration background","","","",""
"Rather disagree","2017","Employed","no migration background","","","",""
"Rather disagree","2017","Employed","direct migration background","","","",""
"Rather disagree","2017","Employed","indirect migration background","","","",""
"Disagree fully","2017","Not Employed","no migration background","","","",""
"Disagree fully","2017","Not Employed","direct migration background","","","",""
"Disagree fully","2017","Not Employed","indirect migration background","","","",""
"Disagree fully","2017","Employed","no migration background","","","",""
"Disagree fully","2017","Employed","direct migration background","","","",""
"Disagree fully","2017","Employed","indirect migration background","","","",""
"Fully agree","2018","Not Employed","no migration background","2993","0.467295882622406","0.455171393602109","0.479420371642703"
"Fully agree","2018","Not Employed","direct migration background","2970","0.529617068658569","0.515266519573026","0.543967617744112"
"Fully agree","2018","Not Employed","indirect migration background","210","0.522460891017982","0.472823990371043","0.572097791664921"
"Fully agree","2018","Employed","no migration background","4469","0.342529954985854","0.334391403028721","0.350668506942986"
"Fully agree","2018","Employed","direct migration background","1812","0.450491992822533","0.434189332735767","0.4667946529093"
"Fully agree","2018","Employed","indirect migration background","575","0.402351147852136","0.37575601465575","0.428946281048522"
"Rather agree","2018","Not Employed","no migration background","2742","0.420770619809116","0.408773625975217","0.432767613643014"
"Rather agree","2018","Not Employed","direct migration background","1279","0.374267936562168","0.360354088041492","0.388181785082844"
"Rather agree","2018","Not Employed","indirect migration background","132","0.335226142383689","0.288314655725084","0.382137629042295"
"Rather agree","2018","Employed","no migration background","6224","0.483986654550014","0.475416137238934","0.492557171861093"
"Rather agree","2018","Employed","direct migration background","1333","0.394261578973393","0.378248947377255","0.410274210569531"
"Rather agree","2018","Employed","indirect migration background","540","0.434517278251644","0.407633537566477","0.461401018936812"
"Rather disagree","2018","Not Employed","no migration background","674","0.0996564072994783","0.0923772485164619","0.106935566082495"
"Rather disagree","2018","Not Employed","direct migration background","289","0.0777133431997228","0.0700159705246741","0.0854107158747716"
"Rather disagree","2018","Not Employed","indirect migration background","42","0.136567712572004","0.10244359336828","0.170691831775727"
"Rather disagree","2018","Employed","no migration background","2095","0.153312611463299","0.147133722904609","0.159491500021989"
"Rather disagree","2018","Employed","direct migration background","356","0.134651659819039","0.123466833078378","0.145836486559701"
"Rather disagree","2018","Employed","indirect migration background","174","0.151100436537187","0.131676488069686","0.170524385004689"
"Disagree fully","2018","Not Employed","no migration background","96","0.0122770902690002","0.00960106796613584","0.0149531125718645"
"Disagree fully","2018","Not Employed","direct migration background","109","0.0184016515795397","0.0145374740921024","0.022265829066977"
"Disagree fully","2018","Not Employed","indirect migration background","5","","",""
"Disagree fully","2018","Employed","no migration background","273","0.0201707790008338","0.0177597834697729","0.0225817745318947"
"Disagree fully","2018","Employed","direct migration background","77","0.0205947683850347","0.015941184051498","0.0252483527185714"
"Disagree fully","2018","Employed","indirect migration background","17","","",""
