"plh0194","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Rather disagree","2008","16-34 y.","West Germany","363","0.0978399472466258","0.0875798227640674","0.108100071729184","3"
"Rather disagree","2008","35-65 y.","East Germany","306","0.112541144357745","0.100182579227978","0.124899709487511","3"
"Rather disagree","2008","35-65 y.","West Germany","935","0.112904371641373","0.10603100031108","0.119777742971666","3"
"Rather disagree","2008","66 and older","West Germany","300","0.0992621141394183","0.0889117100022445","0.109612518276592","3"
"Rather disagree","2008","66 and older","East Germany","98","0.0835974959153789","0.067495121220839","0.0996998706099188","3"
"Disagree fully","2009","16-34 y.","West Germany","","","","","4"
"Disagree fully","2009","35-65 y.","East Germany","","","","","4"
"Disagree fully","2009","66 and older","West Germany","","","","","4"
"Disagree fully","2009","16-34 y.","East Germany","","","","","4"
"Disagree fully","2009","35-65 y.","West Germany","","","","","4"
"Disagree fully","2009","66 and older","East Germany","","","","","4"
"Fully agree","2009","16-34 y.","West Germany","","","","","1"
"Fully agree","2009","35-65 y.","East Germany","","","","","1"
"Fully agree","2009","66 and older","West Germany","","","","","1"
"Fully agree","2009","16-34 y.","East Germany","","","","","1"
"Fully agree","2009","35-65 y.","West Germany","","","","","1"
"Fully agree","2009","66 and older","East Germany","","","","","1"
"Rather agree","2009","16-34 y.","West Germany","","","","","2"
"Rather agree","2009","16-34 y.","East Germany","","","","","2"
"Rather agree","2009","35-65 y.","East Germany","","","","","2"
"Rather agree","2009","35-65 y.","West Germany","","","","","2"
"Rather agree","2009","66 and older","East Germany","","","","","2"
"Rather agree","2009","66 and older","West Germany","","","","","2"
"Rather disagree","2009","16-34 y.","East Germany","","","","","3"
"Rather disagree","2009","16-34 y.","West Germany","","","","","3"
"Rather disagree","2009","35-65 y.","East Germany","","","","","3"
"Rather disagree","2009","35-65 y.","West Germany","","","","","3"
"Rather disagree","2009","66 and older","West Germany","","","","","3"
"Rather disagree","2009","66 and older","East Germany","","","","","3"
"Disagree fully","2010","16-34 y.","West Germany","","","","","4"
"Disagree fully","2010","35-65 y.","East Germany","","","","","4"
"Disagree fully","2010","16-34 y.","East Germany","","","","","4"
"Disagree fully","2010","35-65 y.","West Germany","","","","","4"
"Disagree fully","2010","66 and older","West Germany","","","","","4"
"Disagree fully","2010","66 and older","East Germany","","","","","4"
"Fully agree","2010","16-34 y.","West Germany","","","","","1"
"Fully agree","2010","16-34 y.","East Germany","","","","","1"
"Fully agree","2010","35-65 y.","West Germany","","","","","1"
"Fully agree","2010","35-65 y.","East Germany","","","","","1"
"Fully agree","2010","66 and older","West Germany","","","","","1"
"Fully agree","2010","66 and older","East Germany","","","","","1"
"Rather agree","2010","16-34 y.","West Germany","","","","","2"
"Rather agree","2010","16-34 y.","East Germany","","","","","2"
"Rather agree","2010","35-65 y.","West Germany","","","","","2"
"Rather agree","2010","35-65 y.","East Germany","","","","","2"
"Rather agree","2010","66 and older","West Germany","","","","","2"
"Rather agree","2010","66 and older","East Germany","","","","","2"
"Rather disagree","2010","16-34 y.","East Germany","","","","","3"
"Rather disagree","2010","16-34 y.","West Germany","","","","","3"
"Rather disagree","2010","35-65 y.","East Germany","","","","","3"
"Rather disagree","2010","35-65 y.","West Germany","","","","","3"
"Rather disagree","2010","66 and older","West Germany","","","","","3"
"Rather disagree","2010","66 and older","East Germany","","","","","3"
"Disagree fully","2011","16-34 y.","West Germany","","","","","4"
"Disagree fully","2011","16-34 y.","East Germany","","","","","4"
"Disagree fully","2011","35-65 y.","West Germany","","","","","4"
"Disagree fully","2011","35-65 y.","East Germany","","","","","4"
"Disagree fully","2011","66 and older","West Germany","","","","","4"
"Disagree fully","2011","66 and older","East Germany","","","","","4"
"Fully agree","2011","16-34 y.","West Germany","","","","","1"
"Fully agree","2011","16-34 y.","East Germany","","","","","1"
"Fully agree","2011","35-65 y.","East Germany","","","","","1"
"Fully agree","2011","66 and older","West Germany","","","","","1"
"Fully agree","2011","35-65 y.","West Germany","","","","","1"
"Fully agree","2011","66 and older","East Germany","","","","","1"
"Rather agree","2011","16-34 y.","West Germany","","","","","2"
"Rather agree","2011","16-34 y.","East Germany","","","","","2"
"Rather agree","2011","35-65 y.","East Germany","","","","","2"
"Rather agree","2011","35-65 y.","West Germany","","","","","2"
"Rather agree","2011","66 and older","East Germany","","","","","2"
"Rather agree","2011","66 and older","West Germany","","","","","2"
"Rather disagree","2011","16-34 y.","West Germany","","","","","3"
"Rather disagree","2011","16-34 y.","East Germany","","","","","3"
"Rather disagree","2011","35-65 y.","West Germany","","","","","3"
"Rather disagree","2011","35-65 y.","East Germany","","","","","3"
"Rather disagree","2011","66 and older","West Germany","","","","","3"
"Rather disagree","2011","66 and older","East Germany","","","","","3"
"Disagree fully","2012","16-34 y.","West Germany","","","","","4"
"Disagree fully","2012","35-65 y.","East Germany","","","","","4"
"Disagree fully","2012","66 and older","West Germany","","","","","4"
"Disagree fully","2012","16-34 y.","East Germany","","","","","4"
"Disagree fully","2012","35-65 y.","West Germany","","","","","4"
"Disagree fully","2012","66 and older","East Germany","","","","","4"
"Fully agree","2012","16-34 y.","West Germany","","","","","1"
"Fully agree","2012","35-65 y.","East Germany","","","","","1"
"Fully agree","2012","66 and older","West Germany","","","","","1"
"Fully agree","2012","16-34 y.","East Germany","","","","","1"
"Fully agree","2012","35-65 y.","West Germany","","","","","1"
"Fully agree","2012","66 and older","East Germany","","","","","1"
"Rather agree","2012","16-34 y.","West Germany","","","","","2"
"Rather agree","2012","16-34 y.","East Germany","","","","","2"
"Rather agree","2012","35-65 y.","East Germany","","","","","2"
"Rather agree","2012","35-65 y.","West Germany","","","","","2"
"Rather agree","2012","66 and older","East Germany","","","","","2"
"Rather agree","2012","66 and older","West Germany","","","","","2"
"Rather disagree","2012","16-34 y.","East Germany","","","","","3"
"Rather disagree","2012","16-34 y.","West Germany","","","","","3"
"Rather disagree","2012","35-65 y.","East Germany","","","","","3"
"Rather disagree","2012","35-65 y.","West Germany","","","","","3"
"Rather disagree","2012","66 and older","West Germany","","","","","3"
"Rather disagree","2012","66 and older","East Germany","","","","","3"
"Disagree fully","2013","16-34 y.","West Germany","42","0.0102090130477954","0.00724788657558966","0.0131701395200012","4"
"Disagree fully","2013","16-34 y.","East Germany","13","","","","4"
"Disagree fully","2013","35-65 y.","West Germany","177","0.0178653107709182","0.0154560412283282","0.0202745803135082","4"
"Disagree fully","2013","35-65 y.","East Germany","50","0.0133145023348856","0.00939677661136351","0.0172322280584077","4"
"Disagree fully","2013","66 and older","West Germany","56","0.0147567477677288","0.0108882323228779","0.0186252632125798","4"
"Disagree fully","2013","66 and older","East Germany","12","","","","4"
"Fully agree","2013","16-34 y.","West Germany","1785","0.375958227784888","0.36169000250826","0.390226453061515","1"
"Fully agree","2013","16-34 y.","East Germany","522","0.413301429649797","0.385509710914832","0.441093148384761","1"
"Fully agree","2013","35-65 y.","East Germany","1417","0.457891078800951","0.440861396155085","0.474920761446817","1"
"Fully agree","2013","66 and older","West Germany","1801","0.49689529208296","0.480854016306145","0.512936567859774","1"
"Fully agree","2013","66 and older","East Germany","667","0.54312227804463","0.515429831491721","0.57081472459754","1"
"Fully agree","2013","35-65 y.","West Germany","4443","0.393636330804961","0.384750280836378","0.402522380773544","1"
"Rather agree","2013","16-34 y.","West Germany","2128","0.489600188895399","0.474874711924148","0.504325665866649","2"
"Rather agree","2013","16-34 y.","East Germany","537","0.456491909100823","0.428379763976146","0.4846040542255","2"
"Rather agree","2013","35-65 y.","East Germany","1473","0.41825364573941","0.401393206310253","0.435114085168568","2"
"Rather agree","2013","35-65 y.","West Germany","5551","0.464197460063778","0.455126602627001","0.473268317500555","2"
"Rather agree","2013","66 and older","East Germany","488","0.396109181873043","0.368919808747085","0.423298554999","2"
"Rather agree","2013","66 and older","West Germany","1559","0.410928789870107","0.395143794566827","0.426713785173387","2"
"Rather disagree","2013","16-34 y.","West Germany","472","0.124232570271918","0.11451616860024","0.133948971943597","3"
"Rather disagree","2013","16-34 y.","East Germany","134","0.123187253281618","0.104638669740157","0.141735836823079","3"
"Rather disagree","2013","35-65 y.","West Germany","1441","0.124300898360342","0.11830009821127","0.130301698509414","3"
"Rather disagree","2013","35-65 y.","East Germany","348","0.110540773124753","0.0998229531555598","0.121258593093946","3"
"Rather disagree","2013","66 and older","East Germany","76","0.0539607417955298","0.0414002668438448","0.0665212167472149","3"
"Rather disagree","2013","66 and older","West Germany","316","0.0774191702792047","0.0688447702169633","0.0859935703414462","3"
"Disagree fully","2014","16-34 y.","West Germany","","","","","4"
"Disagree fully","2014","16-34 y.","East Germany","","","","","4"
"Disagree fully","2014","35-65 y.","West Germany","","","","","4"
"Disagree fully","2014","35-65 y.","East Germany","","","","","4"
"Disagree fully","2014","66 and older","West Germany","","","","","4"
"Disagree fully","2014","66 and older","East Germany","","","","","4"
"Fully agree","2014","16-34 y.","West Germany","","","","","1"
"Fully agree","2014","16-34 y.","East Germany","","","","","1"
"Fully agree","2014","35-65 y.","East Germany","","","","","1"
"Fully agree","2014","66 and older","East Germany","","","","","1"
"Fully agree","2014","35-65 y.","West Germany","","","","","1"
"Fully agree","2014","66 and older","West Germany","","","","","1"
"Rather agree","2014","16-34 y.","West Germany","","","","","2"
"Rather agree","2014","16-34 y.","East Germany","","","","","2"
"Rather agree","2014","35-65 y.","East Germany","","","","","2"
"Rather agree","2014","35-65 y.","West Germany","","","","","2"
"Rather agree","2014","66 and older","East Germany","","","","","2"
"Rather agree","2014","66 and older","West Germany","","","","","2"
"Rather disagree","2014","16-34 y.","West Germany","","","","","3"
"Rather disagree","2014","16-34 y.","East Germany","","","","","3"
"Rather disagree","2014","35-65 y.","East Germany","","","","","3"
"Rather disagree","2014","35-65 y.","West Germany","","","","","3"
"Rather disagree","2014","66 and older","East Germany","","","","","3"
"Rather disagree","2014","66 and older","West Germany","","","","","3"
"Disagree fully","2015","16-34 y.","West Germany","","","","","4"
"Disagree fully","2015","16-34 y.","East Germany","","","","","4"
"Disagree fully","2015","35-65 y.","West Germany","","","","","4"
"Disagree fully","2015","35-65 y.","East Germany","","","","","4"
"Disagree fully","2015","66 and older","West Germany","","","","","4"
"Disagree fully","2015","66 and older","East Germany","","","","","4"
"Fully agree","2015","16-34 y.","West Germany","","","","","1"
"Fully agree","2015","16-34 y.","East Germany","","","","","1"
"Fully agree","2015","35-65 y.","East Germany","","","","","1"
"Fully agree","2015","66 and older","West Germany","","","","","1"
"Fully agree","2015","66 and older","East Germany","","","","","1"
"Fully agree","2015","35-65 y.","West Germany","","","","","1"
"Rather agree","2015","16-34 y.","West Germany","","","","","2"
"Rather agree","2015","16-34 y.","East Germany","","","","","2"
"Rather agree","2015","35-65 y.","East Germany","","","","","2"
"Rather agree","2015","35-65 y.","West Germany","","","","","2"
"Rather agree","2015","66 and older","East Germany","","","","","2"
"Rather agree","2015","66 and older","West Germany","","","","","2"
"Rather disagree","2015","16-34 y.","West Germany","","","","","3"
"Rather disagree","2015","16-34 y.","East Germany","","","","","3"
"Rather disagree","2015","35-65 y.","West Germany","","","","","3"
"Rather disagree","2015","35-65 y.","East Germany","","","","","3"
"Rather disagree","2015","66 and older","East Germany","","","","","3"
"Rather disagree","2015","66 and older","West Germany","","","","","3"
"Disagree fully","2016","16-34 y.","West Germany","","","","","4"
"Disagree fully","2016","16-34 y.","East Germany","","","","","4"
"Disagree fully","2016","35-65 y.","West Germany","","","","","4"
"Disagree fully","2016","35-65 y.","East Germany","","","","","4"
"Disagree fully","2016","66 and older","West Germany","","","","","4"
"Disagree fully","2016","66 and older","East Germany","","","","","4"
"Fully agree","2016","16-34 y.","West Germany","","","","","1"
"Fully agree","2016","16-34 y.","East Germany","","","","","1"
"Fully agree","2016","35-65 y.","East Germany","","","","","1"
"Fully agree","2016","35-65 y.","West Germany","","","","","1"
"Fully agree","2016","66 and older","East Germany","","","","","1"
"Fully agree","2016","66 and older","West Germany","","","","","1"
"Rather agree","2016","16-34 y.","West Germany","","","","","2"
"Rather agree","2016","16-34 y.","East Germany","","","","","2"
"Rather agree","2016","35-65 y.","East Germany","","","","","2"
"Rather agree","2016","35-65 y.","West Germany","","","","","2"
"Rather agree","2016","66 and older","East Germany","","","","","2"
"Rather agree","2016","66 and older","West Germany","","","","","2"
"Rather disagree","2016","16-34 y.","West Germany","","","","","3"
"Rather disagree","2016","16-34 y.","East Germany","","","","","3"
"Rather disagree","2016","35-65 y.","East Germany","","","","","3"
"Rather disagree","2016","35-65 y.","West Germany","","","","","3"
"Rather disagree","2016","66 and older","East Germany","","","","","3"
"Rather disagree","2016","66 and older","West Germany","","","","","3"
"Disagree fully","2017","16-34 y.","West Germany","","","","","4"
"Disagree fully","2017","16-34 y.","East Germany","","","","","4"
"Disagree fully","2017","35-65 y.","West Germany","","","","","4"
"Disagree fully","2017","35-65 y.","East Germany","","","","","4"
"Disagree fully","2017","66 and older","West Germany","","","","","4"
"Disagree fully","2017","66 and older","East Germany","","","","","4"
"Fully agree","2017","16-34 y.","West Germany","","","","","1"
"Fully agree","2017","16-34 y.","East Germany","","","","","1"
"Fully agree","2017","35-65 y.","East Germany","","","","","1"
"Fully agree","2017","66 and older","East Germany","","","","","1"
"Fully agree","2017","35-65 y.","West Germany","","","","","1"
"Fully agree","2017","66 and older","West Germany","","","","","1"
"Rather agree","2017","16-34 y.","West Germany","","","","","2"
"Rather agree","2017","16-34 y.","East Germany","","","","","2"
"Rather agree","2017","35-65 y.","East Germany","","","","","2"
"Rather agree","2017","35-65 y.","West Germany","","","","","2"
"Rather agree","2017","66 and older","East Germany","","","","","2"
"Rather agree","2017","66 and older","West Germany","","","","","2"
"Rather disagree","2017","16-34 y.","West Germany","","","","","3"
"Rather disagree","2017","16-34 y.","East Germany","","","","","3"
"Rather disagree","2017","35-65 y.","East Germany","","","","","3"
"Rather disagree","2017","35-65 y.","West Germany","","","","","3"
"Rather disagree","2017","66 and older","East Germany","","","","","3"
"Rather disagree","2017","66 and older","West Germany","","","","","3"
"Disagree fully","2018","16-34 y.","West Germany","130","0.0146203988484898","0.0117329728606901","0.0175078248362896","4"
"Disagree fully","2018","16-34 y.","East Germany","21","","","","4"
"Disagree fully","2018","35-65 y.","West Germany","268","0.0213667130229854","0.0188784860446559","0.0238549400013149","4"
"Disagree fully","2018","35-65 y.","East Germany","77","0.0186008997103445","0.0140753533694115","0.0231264460512775","4"
"Disagree fully","2018","66 and older","West Germany","58","0.0113221979692933","0.00796531135858422","0.0146790845800024","4"
"Disagree fully","2018","66 and older","East Germany","23","","","","4"
"Fully agree","2018","16-34 y.","West Germany","3166","0.389215354083715","0.377486151031919","0.400944557135511","1"
"Fully agree","2018","16-34 y.","East Germany","651","0.385430893558606","0.359696534976298","0.411165252140913","1"
"Fully agree","2018","35-65 y.","East Germany","1578","0.440726369986228","0.424096919339423","0.457355820633033","1"
"Fully agree","2018","66 and older","East Germany","622","0.51919047136764","0.491602948379353","0.546777994355927","1"
"Fully agree","2018","35-65 y.","West Germany","5330","0.37211341365372","0.3637959787692","0.380430848538239","1"
"Fully agree","2018","66 and older","West Germany","1682","0.448800240627354","0.4330195880652","0.464580893189509","1"
"Rather agree","2018","16-34 y.","West Germany","2528","0.446575495327722","0.43461618586953","0.458534804785913","2"
"Rather agree","2018","16-34 y.","East Germany","556","0.47184428645377","0.445448472047671","0.498240100859869","2"
"Rather agree","2018","35-65 y.","East Germany","1402","0.439879647303765","0.423253607193433","0.456505687414096","2"
"Rather agree","2018","35-65 y.","West Germany","5585","0.457201086287519","0.448629044965026","0.465773127610012","2"
"Rather agree","2018","66 and older","West Germany","1657","0.435289835136275","0.419559210305926","0.451020459966624","2"
"Rather agree","2018","66 and older","East Germany","522","0.38656308700091","0.359675120294237","0.413451053707582","2"
"Rather disagree","2018","16-34 y.","West Germany","814","0.149588751740073","0.141008630314319","0.158168873165827","3"
"Rather disagree","2018","16-34 y.","East Germany","146","0.131470051235191","0.113602684977409","0.149337417492972","3"
"Rather disagree","2018","35-65 y.","East Germany","367","0.100793082999662","0.0907092325265463","0.110876933472779","3"
"Rather disagree","2018","66 and older","East Germany","93","0.0725369799383563","0.0582154025340145","0.0868585573426981","3"
"Rather disagree","2018","66 and older","West Germany","419","0.104587726267078","0.0948782503171665","0.114297202216989","3"
"Rather disagree","2018","35-65 y.","West Germany","1791","0.149318787035776","0.143186086027855","0.155451488043696","3"
