"plh0162","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"5 on Scale 1 to 10","1990","Couple + C. GT 16 ","Male","116","0.253228810960612","0.212825363755405","0.29363225816582","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Male","26","","","","5"
"5 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Female","29","","","","5"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Female","25","","","","6"
"6 on Scale 1 to 10","1990","1-pers.-HH","Female","27","","","","6"
"6 on Scale 1 to 10","1990","Single parent ","Female","13","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","Male","121","0.171389156041818","0.144089352175618","0.198688959908019","6"
"6 on Scale 1 to 10","1990","Couple + C. LE 16 ","Female","110","0.147317696353031","0.121833275492836","0.172802117213225","6"
"6 on Scale 1 to 10","1990","1-pers.-HH","Male","11","","","","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","Male","62","0.12751119014428","0.0975157410462999","0.157506639242259","6"
"6 on Scale 1 to 10","1990","Single parent ","Male","2","","","","6"
"6 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Male","24","","","","6"
"6 on Scale 1 to 10","1990","(Married) couple without C. ","Female","68","0.147034988634602","0.115386606967035","0.178683370302168","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","Male","50","0.112335995306898","0.082996552690056","0.14167543792374","6"
"6 on Scale 1 to 10","1990","Couple + C. GT 16 ","Female","52","0.135634202027773","0.101298193757803","0.169970210297743","6"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","Male","77","0.165293700212096","0.131889868833085","0.198697531591107","7"
"7 on Scale 1 to 10","1990","Single parent ","Female","22","","","","7"
"7 on Scale 1 to 10","1990","(Married) couple without C. ","Female","71","0.148615626643967","0.116827083216288","0.180404170071646","7"
"7 on Scale 1 to 10","1990","1-pers.-HH","Male","15","","","","7"
"7 on Scale 1 to 10","1990","1-pers.-HH","Female","20","","","","7"
"7 on Scale 1 to 10","1990","Single parent ","Male","6","","","","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","Male","119","0.156080259583986","0.129788653748661","0.182371865419311","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","Male","68","0.148905644043182","0.115829679290943","0.18198160879542","7"
"7 on Scale 1 to 10","1990","Couple + C. GT 16 ","Female","53","0.135193424541051","0.100904514067281","0.169482335014822","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Male","34","0.207408655730251","0.145730390818863","0.269086920641638","7"
"7 on Scale 1 to 10","1990","Couple + C. LE 16 ","Female","143","0.197993798050981","0.169340914099867","0.226646682002095","7"
"7 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Female","29","","","","7"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","Female","102","0.217160888247522","0.180313847445158","0.254007929049886","8"
"8 on Scale 1 to 10","1990","Single parent ","Male","10","","","","8"
"8 on Scale 1 to 10","1990","1-pers.-HH","Female","35","0.13187631678695","0.0890691310664982","0.174683502507402","8"
"8 on Scale 1 to 10","1990","(Married) couple without C. ","Male","107","0.219482628373707","0.182261233089805","0.256704023657609","8"
"8 on Scale 1 to 10","1990","Single parent ","Female","34","0.240219496817245","0.169452254518002","0.310986739116489","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","Male","143","0.19189029605764","0.163363419824503","0.220417172290777","8"
"8 on Scale 1 to 10","1990","Couple + C. LE 16 ","Female","146","0.193630488445352","0.165218109124406","0.222042867766299","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","Male","88","0.206835104395609","0.169202701229793","0.244467507561426","8"
"8 on Scale 1 to 10","1990","Couple + C. GT 16 ","Female","75","0.203900593115251","0.16349799400602","0.244303192224482","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Male","34","0.211879901233499","0.149716448349071","0.274043354117926","8"
"8 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Female","30","0.184021168888924","0.122620130739944","0.245422207037903","8"
"8 on Scale 1 to 10","1990","1-pers.-HH","Male","12","","","","8"
"9 on Scale 1 to 10","1990","1-pers.-HH","Female","10","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","Male","35","0.0444407397491513","0.0295123830697045","0.059369096428598","9"
"9 on Scale 1 to 10","1990","Single parent ","Female","4","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE 16 ","Female","45","0.0564999746479857","0.0398984196418864","0.073101529654085","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","Male","26","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","Male","35","0.0789976442021289","0.0539362327769991","0.104059055627259","9"
"9 on Scale 1 to 10","1990","Couple + C. GT 16 ","Female","30","0.0728667797200432","0.0468021074116956","0.0989314520283908","9"
"9 on Scale 1 to 10","1990","1-pers.-HH","Male","4","","","","9"
"9 on Scale 1 to 10","1990","(Married) couple without C. ","Female","23","","","","9"
"9 on Scale 1 to 10","1990","Single parent ","Male","4","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Male","11","","","","9"
"9 on Scale 1 to 10","1990","Couple + C. LE and GT 16","Female","9","","","","9"
"0 Completely dissatisfied","1991","1-pers.-HH","Female","9","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","Male","12","","","","0"
"0 Completely dissatisfied","1991","(Married) couple without C. ","Female","8","","","","0"
"0 Completely dissatisfied","1991","Single parent ","Male","2","","","","0"
"0 Completely dissatisfied","1991","Single parent ","Female","10","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","Male","18","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE 16 ","Female","21","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","Male","11","","","","0"
"0 Completely dissatisfied","1991","Couple + C. GT 16 ","Female","10","","","","0"
"0 Completely dissatisfied","1991","1-pers.-HH","Male","6","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","Male","7","","","","0"
"0 Completely dissatisfied","1991","Couple + C. LE and GT 16","Female","4","","","","0"
"1 on Scale 1 to 10","1991","1-pers.-HH","Male","6","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","Female","5","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","Male","4","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","9","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","9","","","","1"
"1 on Scale 1 to 10","1991","1-pers.-HH","Female","10","","","","1"
"1 on Scale 1 to 10","1991","(Married) couple without C. ","Male","11","","","","1"
"1 on Scale 1 to 10","1991","Single parent ","Female","7","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","2","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","6","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","4","","","","1"
"1 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","4","","","","1"
"10 Completely satisfied","1991","1-pers.-HH","Male","49","0.0995845152662025","0.0730438963702704","0.126125134162135","10"
"10 Completely satisfied","1991","1-pers.-HH","Female","81","0.0965881156219333","0.0767530774774148","0.116423153766452","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","Female","56","0.109123147062345","0.0837702669037601","0.134476027220931","10"
"10 Completely satisfied","1991","(Married) couple without C. ","Male","158","0.112554947855267","0.0970978359077625","0.128012059802771","10"
"10 Completely satisfied","1991","(Married) couple without C. ","Female","169","0.109377068725804","0.0941456280293009","0.124608509422307","10"
"10 Completely satisfied","1991","Single parent ","Male","18","","","","10"
"10 Completely satisfied","1991","Single parent ","Female","27","","","","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","Male","108","0.0650640824318702","0.053370740841468","0.0767574240222725","10"
"10 Completely satisfied","1991","Couple + C. LE 16 ","Female","120","0.075746498395629","0.0633356118880957","0.0881573849031623","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","Male","89","0.0689943146477391","0.0563031485691283","0.08168548072635","10"
"10 Completely satisfied","1991","Couple + C. GT 16 ","Female","106","0.102734412222791","0.0860298247053605","0.119438999740222","10"
"10 Completely satisfied","1991","Couple + C. LE and GT 16","Male","32","0.0606819643957797","0.0420832732594881","0.0792806555320713","10"
"2 on Scale 1 to 10","1991","1-pers.-HH","Female","10","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","25","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","10","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","9","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","Male","3","","","","2"
"2 on Scale 1 to 10","1991","Single parent ","Female","10","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","14","","","","2"
"2 on Scale 1 to 10","1991","1-pers.-HH","Male","12","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","Male","21","","","","2"
"2 on Scale 1 to 10","1991","(Married) couple without C. ","Female","17","","","","2"
"2 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","31","0.0118794010652545","0.00679747642882148","0.0169613257016875","2"
"2 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","21","","","","2"
"3 on Scale 1 to 10","1991","Single parent ","Female","17","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","Male","22","","","","3"
"3 on Scale 1 to 10","1991","1-pers.-HH","Female","34","0.0361986726040572","0.0236566269772576","0.0487407182308567","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","Male","50","0.0221557644698115","0.0149570734991511","0.0293544554404718","3"
"3 on Scale 1 to 10","1991","Single parent ","Male","11","","","","3"
"3 on Scale 1 to 10","1991","(Married) couple without C. ","Female","46","0.0229387119074034","0.0156327681582568","0.03024465565655","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","10","","","","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","70","0.0351136693775575","0.0263869051163218","0.0438404336387933","3"
"3 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","65","0.0302470455433158","0.0222136711584555","0.0382804199281761","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","42","0.0275684250066168","0.0185599187670523","0.0365769312461812","3"
"3 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","59","0.0281015673674344","0.0198260639770054","0.0363770707578634","3"
"3 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","21","","","","3"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","Female","70","0.0404278823032885","0.0308159608372567","0.0500398037693204","4"
"4 on Scale 1 to 10","1991","Single parent ","Male","14","","","","4"
"4 on Scale 1 to 10","1991","Single parent ","Female","31","0.0751224651938157","0.0497317489893438","0.100513181398288","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","53","0.0322022063989493","0.0224892283232039","0.0419151844746946","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","21","","","","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","Male","13","","","","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","81","0.040976455010523","0.0315779476406213","0.0503749623804246","4"
"4 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","97","0.0440643248727856","0.0344374823773521","0.0536911673682192","4"
"4 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","68","0.0436049901253989","0.0333789979674998","0.053830982283298","4"
"4 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","33","0.0486617159896831","0.0319004262719524","0.0654230057074139","4"
"4 on Scale 1 to 10","1991","1-pers.-HH","Female","46","0.0453641176273428","0.031390675365512","0.0593375598891737","4"
"4 on Scale 1 to 10","1991","(Married) couple without C. ","Male","67","0.0380249593819624","0.0286710835202184","0.0473788352437063","4"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","87","0.146877717785194","0.118094216234958","0.17566121933543","5"
"5 on Scale 1 to 10","1991","1-pers.-HH","Female","134","0.150015972639899","0.126038553944244","0.173993391335554","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","Male","218","0.125802465150301","0.109583442325642","0.142021487974961","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","274","0.138054614198047","0.121874137616725","0.154235090779369","5"
"5 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","91","0.145122556552967","0.117683724257693","0.172561388848241","5"
"5 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","260","0.138168023788519","0.121807690966285","0.154528356610752","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","222","0.118426425933192","0.102246657510648","0.134606194355736","5"
"5 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","217","0.160413010152828","0.140221447807284","0.180604572498372","5"
"5 on Scale 1 to 10","1991","Single parent ","Male","42","0.148263527220426","0.10330498130173","0.193222073139122","5"
"5 on Scale 1 to 10","1991","(Married) couple without C. ","Female","248","0.143545799284747","0.126434687710036","0.160656910859459","5"
"5 on Scale 1 to 10","1991","Single parent ","Female","87","0.194760116665339","0.156613100613502","0.232907132717175","5"
"5 on Scale 1 to 10","1991","1-pers.-HH","Male","65","0.130568808030978","0.100705976125301","0.160431639936654","5"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","62","0.0990181293791263","0.0747310434308619","0.123305215327391","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","238","0.127439193909546","0.111629392372107","0.143248995446985","6"
"6 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","67","0.0868759867550218","0.0649347555808512","0.108817217929192","6"
"6 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","209","0.0991129494266781","0.0850968766577639","0.113129022195592","6"
"6 on Scale 1 to 10","1991","1-pers.-HH","Female","106","0.120415301618705","0.0985624576251058","0.142268145612303","6"
"6 on Scale 1 to 10","1991","Single parent ","Female","51","0.110873029183216","0.0806287826718298","0.141117275694603","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","201","0.124658362430381","0.108117116803348","0.141199608057414","6"
"6 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","164","0.114683581870588","0.0971521590784598","0.132215004662716","6"
"6 on Scale 1 to 10","1991","1-pers.-HH","Male","56","0.118894638390274","0.0902074015712041","0.147581875209344","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","Male","172","0.102150740653433","0.0873392832180172","0.116962198088848","6"
"6 on Scale 1 to 10","1991","(Married) couple without C. ","Female","166","0.0954559127728565","0.0811159773923909","0.109795848153322","6"
"6 on Scale 1 to 10","1991","Single parent ","Male","26","","","","6"
"7 on Scale 1 to 10","1991","Single parent ","Female","62","0.156783878680504","0.121759690860285","0.191808066500723","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","327","0.191719871421687","0.173056436568567","0.210383306274807","7"
"7 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","312","0.180399477289466","0.162363290594221","0.198435663984712","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","277","0.180384767490052","0.16113064858851","0.199638886391593","7"
"7 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","196","0.144229594620635","0.124899984110226","0.163559205131045","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","120","0.188943179790941","0.158447558457511","0.219438801124371","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","Female","249","0.147719310401437","0.130403577926861","0.165035042876013","7"
"7 on Scale 1 to 10","1991","Single parent ","Male","48","0.248905116631637","0.194202665849793","0.303607567413481","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","Male","104","0.218012095294514","0.181416065393413","0.254608125195616","7"
"7 on Scale 1 to 10","1991","(Married) couple without C. ","Male","273","0.163009858639596","0.144944673063406","0.181075044215785","7"
"7 on Scale 1 to 10","1991","1-pers.-HH","Female","134","0.164036907180786","0.139171668530707","0.188902145830865","7"
"7 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","112","0.187409846068953","0.155678243613008","0.219141448524897","7"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","433","0.270346065177471","0.249289111073737","0.291403019281204","8"
"8 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","430","0.286199623011845","0.264998987161065","0.307400258862625","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","155","0.260475326571416","0.224787536579794","0.296163116563039","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","404","0.287219157887236","0.264562104926428","0.309876210848044","8"
"8 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","328","0.262152838850666","0.237954933824825","0.286350743876506","8"
"8 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","168","0.270810968204397","0.236193171377124","0.305428765031669","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","Male","437","0.290607552628453","0.268401465000508","0.312813640256398","8"
"8 on Scale 1 to 10","1991","(Married) couple without C. ","Female","434","0.283628497087709","0.261630912829563","0.305626081345856","8"
"8 on Scale 1 to 10","1991","Single parent ","Male","51","0.205715463925608","0.154575078882075","0.256855848969142","8"
"8 on Scale 1 to 10","1991","1-pers.-HH","Female","213","0.26130510505863","0.231804237372842","0.290805972744419","8"
"8 on Scale 1 to 10","1991","Single parent ","Female","82","0.227042427848152","0.186689108942661","0.267395746753643","8"
"8 on Scale 1 to 10","1991","1-pers.-HH","Male","111","0.219097863285181","0.182436295072779","0.255759431497584","8"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","Female","135","0.13979522621698","0.120715841080468","0.158874611353491","9"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","Male","147","0.110058294622648","0.0952205043224253","0.124896084922872","9"
"9 on Scale 1 to 10","1991","Couple + C. LE 16 ","Female","178","0.119761262806228","0.104531806713585","0.134990718898871","9"
"9 on Scale 1 to 10","1991","Couple + C. GT 16 ","Male","171","0.127561507835655","0.110856528617195","0.144266487054114","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Female","60","0.115197581309105","0.0892375712887891","0.14115759132942","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","Female","75","0.0967529015648897","0.0769027612840578","0.116603041845722","9"
"9 on Scale 1 to 10","1991","Single parent ","Female","30","0.0776803079153566","0.0518966737648724","0.103463942065841","9"
"9 on Scale 1 to 10","1991","Couple + C. LE and GT 16","Male","79","0.140410510903096","0.113346535255617","0.167474486550575","9"
"9 on Scale 1 to 10","1991","1-pers.-HH","Male","45","0.0944554138974544","0.0685338017385752","0.120377026056334","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","Male","187","0.120961484354453","0.105013609224933","0.136909359483973","9"
"9 on Scale 1 to 10","1991","(Married) couple without C. ","Female","201","0.139016175272691","0.122132730117567","0.155899620427815","9"
"9 on Scale 1 to 10","1991","Single parent ","Male","21","","","","9"
"0 Completely dissatisfied","1992","1-pers.-HH","Female","11","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","Male","8","","","","0"
"0 Completely dissatisfied","1992","(Married) couple without C. ","Female","11","","","","0"
"0 Completely dissatisfied","1992","Single parent ","Male","3","","","","0"
"0 Completely dissatisfied","1992","Single parent ","Female","7","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","Male","6","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE 16 ","Female","11","","","","0"
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","Male","9","","","","0"
"0 Completely dissatisfied","1992","Couple + C. GT 16 ","Female","3","","","","0"
"0 Completely dissatisfied","1992","1-pers.-HH","Male","6","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","Male","8","","","","0"
"0 Completely dissatisfied","1992","Couple + C. LE and GT 16","Female","4","","","","0"
"1 on Scale 1 to 10","1992","(Married) couple without C. ","Male","7","","","","1"
"1 on Scale 1 to 10","1992","(Married) couple without C. ","Female","3","","","","1"
"1 on Scale 1 to 10","1992","Single parent ","Male","4","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","Male","8","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE 16 ","Female","10","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","Male","8","","","","1"
"1 on Scale 1 to 10","1992","1-pers.-HH","Female","5","","","","1"
"1 on Scale 1 to 10","1992","1-pers.-HH","Male","6","","","","1"
"1 on Scale 1 to 10","1992","Single parent ","Female","3","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Male","2","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. LE and GT 16","Female","2","","","","1"
"1 on Scale 1 to 10","1992","Couple + C. GT 16 ","Female","6","","","","1"
