"plh0162","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"2 on Scale 1 to 10","1990","general elemantary","Female","12","","","","2"
"2 on Scale 1 to 10","1990","in school","Male","","","","","2"
"2 on Scale 1 to 10","1990","in school","Female","","","","","2"
"2 on Scale 1 to 10","1990","general elemantary","Male","4","","","","2"
"2 on Scale 1 to 10","1990","higher education","Female","9","","","","2"
"2 on Scale 1 to 10","1990","inadequately","Male","","","","","2"
"2 on Scale 1 to 10","1990","inadequately","Female","1","","","","2"
"2 on Scale 1 to 10","1990","middle vocational","Male","35","0.0286974627515077","0.0193366943548636","0.0380582311481518","2"
"2 on Scale 1 to 10","1990","middle vocational","Female","30","0.0237374280787406","0.0154970545956294","0.0319778015618518","2"
"2 on Scale 1 to 10","1990","vocational + Abi","Male","","","","","2"
"2 on Scale 1 to 10","1990","higher vocational","Male","5","","","","2"
"2 on Scale 1 to 10","1990","higher vocational","Female","1","","","","2"
"2 on Scale 1 to 10","1990","higher education","Male","15","","","","2"
"2 on Scale 1 to 10","1990","vocational + Abi","Female","","","","","2"
"3 on Scale 1 to 10","1990","in school","Female","","","","","3"
"3 on Scale 1 to 10","1990","vocational + Abi","Female","1","","","","3"
"3 on Scale 1 to 10","1990","inadequately","Male","","","","","3"
"3 on Scale 1 to 10","1990","inadequately","Female","","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","Female","66","0.0526026930112895","0.0405185235369011","0.0646868624856779","3"
"3 on Scale 1 to 10","1990","vocational + Abi","Male","4","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","Male","9","","","","3"
"3 on Scale 1 to 10","1990","in school","Male","","","","","3"
"3 on Scale 1 to 10","1990","general elemantary","Male","12","","","","3"
"3 on Scale 1 to 10","1990","middle vocational","Male","64","0.0529996818829036","0.0404386828565835","0.0655606809092236","3"
"3 on Scale 1 to 10","1990","general elemantary","Female","14","","","","3"
"3 on Scale 1 to 10","1990","higher vocational","Female","1","","","","3"
"3 on Scale 1 to 10","1990","higher education","Male","10","","","","3"
"3 on Scale 1 to 10","1990","higher education","Female","19","","","","3"
"4 on Scale 1 to 10","1990","general elemantary","Male","5","","","","4"
"4 on Scale 1 to 10","1990","general elemantary","Female","29","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","Female","1","","","","4"
"4 on Scale 1 to 10","1990","in school","Female","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","Male","","","","","4"
"4 on Scale 1 to 10","1990","inadequately","Female","","","","","4"
"4 on Scale 1 to 10","1990","higher vocational","Male","10","","","","4"
"4 on Scale 1 to 10","1990","higher education","Male","18","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","Male","75","0.057662372043294","0.0445927807557785","0.0707319633308095","4"
"4 on Scale 1 to 10","1990","in school","Male","","","","","4"
"4 on Scale 1 to 10","1990","middle vocational","Female","55","0.0411150691943067","0.0303669987370312","0.0518631396515822","4"
"4 on Scale 1 to 10","1990","vocational + Abi","Male","3","","","","4"
"4 on Scale 1 to 10","1990","vocational + Abi","Female","1","","","","4"
"4 on Scale 1 to 10","1990","higher education","Female","29","","","","4"
"5 on Scale 1 to 10","1990","general elemantary","Female","96","0.241828463123142","0.198889272343294","0.284767653902991","5"
"5 on Scale 1 to 10","1990","middle vocational","Male","297","0.238160338111731","0.214277881552905","0.262042794670556","5"
"5 on Scale 1 to 10","1990","middle vocational","Female","325","0.247606165708459","0.224242010283345","0.270970321133573","5"
"5 on Scale 1 to 10","1990","in school","Female","1","","","","5"
"5 on Scale 1 to 10","1990","inadequately","Male","2","","","","5"
"5 on Scale 1 to 10","1990","inadequately","Female","3","","","","5"
"5 on Scale 1 to 10","1990","general elemantary","Male","21","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","Male","6","","","","5"
"5 on Scale 1 to 10","1990","vocational + Abi","Female","4","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","Female","7","","","","5"
"5 on Scale 1 to 10","1990","higher education","Male","96","0.214896482280011","0.177196270962181","0.252596693597841","5"
"5 on Scale 1 to 10","1990","higher education","Female","97","0.184386858193383","0.151678533470094","0.217095182916672","5"
"5 on Scale 1 to 10","1990","in school","Male","2","","","","5"
"5 on Scale 1 to 10","1990","higher vocational","Male","40","0.214739851959368","0.160477345058672","0.269002358860063","5"
"6 on Scale 1 to 10","1990","higher vocational","Male","35","0.155832377999236","0.107905411113023","0.203759344885449","6"
"6 on Scale 1 to 10","1990","in school","Male","1","","","","6"
"6 on Scale 1 to 10","1990","inadequately","Male","1","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","Female","176","0.136031581454348","0.117474248816486","0.154588914092209","6"
"6 on Scale 1 to 10","1990","vocational + Abi","Male","7","","","","6"
"6 on Scale 1 to 10","1990","vocational + Abi","Female","7","","","","6"
"6 on Scale 1 to 10","1990","higher vocational","Female","7","","","","6"
"6 on Scale 1 to 10","1990","higher education","Male","60","0.130687824895359","0.0997513293521081","0.16162432043861","6"
"6 on Scale 1 to 10","1990","higher education","Female","81","0.143147379743915","0.113608366937481","0.172686392550349","6"
"6 on Scale 1 to 10","1990","in school","Female","1","","","","6"
"6 on Scale 1 to 10","1990","middle vocational","Male","163","0.136122901555998","0.116896231770655","0.155349571341341","6"
"6 on Scale 1 to 10","1990","inadequately","Female","","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","Male","21","","","","6"
"6 on Scale 1 to 10","1990","general elemantary","Female","49","0.147415665208096","0.111864249290221","0.182967081125971","6"
"7 on Scale 1 to 10","1990","higher vocational","Male","31","0.13789071045886","0.0923305318859735","0.183450889031746","7"
"7 on Scale 1 to 10","1990","inadequately","Male","","","","","7"
"7 on Scale 1 to 10","1990","in school","Female","5","","","","7"
"7 on Scale 1 to 10","1990","in school","Male","3","","","","7"
"7 on Scale 1 to 10","1990","inadequately","Female","","","","","7"
"7 on Scale 1 to 10","1990","general elemantary","Male","18","","","","7"
"7 on Scale 1 to 10","1990","middle vocational","Male","188","0.156439501430562","0.136071715722151","0.176807287138973","7"
"7 on Scale 1 to 10","1990","vocational + Abi","Male","12","","","","7"
"7 on Scale 1 to 10","1990","middle vocational","Female","199","0.146948827375277","0.12778345112071","0.166114203629845","7"
"7 on Scale 1 to 10","1990","vocational + Abi","Female","7","","","","7"
"7 on Scale 1 to 10","1990","higher education","Female","105","0.193189069348418","0.15989028544893","0.226487853247907","7"
"7 on Scale 1 to 10","1990","general elemantary","Female","41","0.100835185964514","0.0706396937599217","0.131030678169107","7"
"7 on Scale 1 to 10","1990","higher vocational","Female","4","","","","7"
"7 on Scale 1 to 10","1990","higher education","Male","82","0.170023766711389","0.135544873642569","0.204502659780209","7"
"8 on Scale 1 to 10","1990","general elemantary","Male","24","","","","8"
"8 on Scale 1 to 10","1990","in school","Female","1","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","Female","252","0.191223119392176","0.169935293551952","0.212510945232399","8"
"8 on Scale 1 to 10","1990","higher education","Female","124","0.232724446649719","0.197083609629587","0.26836528366985","8"
"8 on Scale 1 to 10","1990","inadequately","Male","1","","","","8"
"8 on Scale 1 to 10","1990","inadequately","Female","1","","","","8"
"8 on Scale 1 to 10","1990","middle vocational","Male","214","0.170720901473865","0.149624606199611","0.191817196748119","8"
"8 on Scale 1 to 10","1990","higher vocational","Female","10","","","","8"
"8 on Scale 1 to 10","1990","higher education","Male","116","0.270476732560425","0.229705841865209","0.311247623255641","8"
"8 on Scale 1 to 10","1990","in school","Male","7","","","","8"
"8 on Scale 1 to 10","1990","general elemantary","Female","70","0.174147508912921","0.136117512506875","0.212177505318967","8"
"8 on Scale 1 to 10","1990","vocational + Abi","Male","7","","","","8"
"8 on Scale 1 to 10","1990","vocational + Abi","Female","10","","","","8"
"8 on Scale 1 to 10","1990","higher vocational","Male","56","0.24157910107861","0.185017515298769","0.298140686858451","8"
"9 on Scale 1 to 10","1990","general elemantary","Female","19","","","","9"
"9 on Scale 1 to 10","1990","general elemantary","Male","15","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","Female","67","0.0498188467102082","0.0380415182879779","0.0615961751324385","9"
"9 on Scale 1 to 10","1990","vocational + Abi","Male","4","","","","9"
"9 on Scale 1 to 10","1990","higher education","Male","32","0.0714184386740872","0.0477820635807452","0.0950548137674293","9"
"9 on Scale 1 to 10","1990","in school","Male","2","","","","9"
"9 on Scale 1 to 10","1990","in school","Female","2","","","","9"
"9 on Scale 1 to 10","1990","inadequately","Female","","","","","9"
"9 on Scale 1 to 10","1990","middle vocational","Male","61","0.0469129969749502","0.0350573474910825","0.0587686464588179","9"
"9 on Scale 1 to 10","1990","higher vocational","Female","5","","","","9"
"9 on Scale 1 to 10","1990","inadequately","Male","","","","","9"
"9 on Scale 1 to 10","1990","vocational + Abi","Female","2","","","","9"
"9 on Scale 1 to 10","1990","higher vocational","Male","7","","","","9"
"9 on Scale 1 to 10","1990","higher education","Female","33","0.0591406281558597","0.0392450513196635","0.0790362049920558","9"
"0 Completely dissatisfied","1991","vocational + Abi","Male","2","","","","0"
"0 Completely dissatisfied","1991","in school","Male","1","","","","0"
"0 Completely dissatisfied","1991","in school","Female","","","","","0"
"0 Completely dissatisfied","1991","inadequately","Male","2","","","","0"
"0 Completely dissatisfied","1991","inadequately","Female","","","","","0"
"0 Completely dissatisfied","1991","general elemantary","Male","13","","","","0"
"0 Completely dissatisfied","1991","general elemantary","Female","19","","","","0"
"0 Completely dissatisfied","1991","middle vocational","Male","41","0.00976038126818587","0.00654087821922898","0.0129798843171428","0"
"0 Completely dissatisfied","1991","middle vocational","Female","38","0.0092121056511192","0.00597453070326283","0.0124496805989756","0"
"0 Completely dissatisfied","1991","vocational + Abi","Female","","","","","0"
"0 Completely dissatisfied","1991","higher vocational","Male","1","","","","0"
"0 Completely dissatisfied","1991","higher vocational","Female","1","","","","0"
"0 Completely dissatisfied","1991","higher education","Male","4","","","","0"
"0 Completely dissatisfied","1991","higher education","Female","11","","","","0"
"1 on Scale 1 to 10","1991","higher education","Male","4","","","","1"
"1 on Scale 1 to 10","1991","in school","Male","1","","","","1"
"1 on Scale 1 to 10","1991","in school","Female","","","","","1"
"1 on Scale 1 to 10","1991","inadequately","Male","1","","","","1"
"1 on Scale 1 to 10","1991","inadequately","Female","4","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","Male","8","","","","1"
"1 on Scale 1 to 10","1991","general elemantary","Female","11","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","Male","18","","","","1"
"1 on Scale 1 to 10","1991","middle vocational","Female","19","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","Male","1","","","","1"
"1 on Scale 1 to 10","1991","vocational + Abi","Female","1","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","Male","4","","","","1"
"1 on Scale 1 to 10","1991","higher vocational","Female","2","","","","1"
"1 on Scale 1 to 10","1991","higher education","Female","5","","","","1"
"10 Completely satisfied","1991","vocational + Abi","Male","13","","","","10"
"10 Completely satisfied","1991","general elemantary","Male","81","0.0968723687955314","0.0783537079579216","0.115391029633141","10"
"10 Completely satisfied","1991","general elemantary","Female","180","0.100664856228478","0.0870927635288578","0.114236948928099","10"
"10 Completely satisfied","1991","middle vocational","Female","270","0.0898181690722182","0.0801287841346129","0.0995075540098236","10"
"10 Completely satisfied","1991","higher education","Male","64","0.0939247161680513","0.075125085721873","0.11272434661423","10"
"10 Completely satisfied","1991","in school","Male","13","","","","10"
"10 Completely satisfied","1991","in school","Female","13","","","","10"
"10 Completely satisfied","1991","higher education","Female","54","0.0847539439226243","0.0649136070114126","0.104594280833836","10"
"10 Completely satisfied","1991","middle vocational","Male","248","0.0797780692719995","0.0709050106528298","0.0886511278911691","10"
"10 Completely satisfied","1991","higher vocational","Male","35","0.0885199481859988","0.0634716181869745","0.113568278185023","10"
"10 Completely satisfied","1991","inadequately","Male","22","","","","10"
"10 Completely satisfied","1991","inadequately","Female","24","","","","10"
"10 Completely satisfied","1991","vocational + Abi","Female","12","","","","10"
"10 Completely satisfied","1991","higher vocational","Female","31","0.113304934834094","0.0749976143409579","0.15161225532723","10"
"2 on Scale 1 to 10","1991","higher education","Female","9","","","","2"
"2 on Scale 1 to 10","1991","in school","Male","","","","","2"
"2 on Scale 1 to 10","1991","in school","Female","2","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","Male","13","","","","2"
"2 on Scale 1 to 10","1991","general elemantary","Female","24","","","","2"
"2 on Scale 1 to 10","1991","inadequately","Male","4","","","","2"
"2 on Scale 1 to 10","1991","inadequately","Female","4","","","","2"
"2 on Scale 1 to 10","1991","middle vocational","Male","64","0.0137670772219711","0.00995118655670152","0.0175829678872408","2"
"2 on Scale 1 to 10","1991","middle vocational","Female","61","0.0117554304219131","0.00810283545860732","0.0154080253852189","2"
"2 on Scale 1 to 10","1991","vocational + Abi","Male","4","","","","2"
"2 on Scale 1 to 10","1991","vocational + Abi","Female","","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","Male","5","","","","2"
"2 on Scale 1 to 10","1991","higher vocational","Female","3","","","","2"
"2 on Scale 1 to 10","1991","higher education","Male","12","","","","2"
"3 on Scale 1 to 10","1991","in school","Female","","","","","3"
"3 on Scale 1 to 10","1991","in school","Male","2","","","","3"
"3 on Scale 1 to 10","1991","vocational + Abi","Female","4","","","","3"
"3 on Scale 1 to 10","1991","inadequately","Male","14","","","","3"
"3 on Scale 1 to 10","1991","inadequately","Female","16","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","Male","28","","","","3"
"3 on Scale 1 to 10","1991","middle vocational","Male","151","0.0322278732702409","0.026444414036648","0.0380113325038337","3"
"3 on Scale 1 to 10","1991","middle vocational","Female","117","0.0290024097605018","0.0233155024727808","0.0346893170482227","3"
"3 on Scale 1 to 10","1991","vocational + Abi","Male","4","","","","3"
"3 on Scale 1 to 10","1991","higher vocational","Male","16","","","","3"
"3 on Scale 1 to 10","1991","general elemantary","Female","60","0.0309234287056523","0.0231148864695978","0.0387319709417067","3"
"3 on Scale 1 to 10","1991","higher vocational","Female","4","","","","3"
"3 on Scale 1 to 10","1991","higher education","Male","36","0.0350366149114352","0.0231872871683339","0.0468859426545364","3"
"3 on Scale 1 to 10","1991","higher education","Female","29","","","","3"
"4 on Scale 1 to 10","1991","higher vocational","Male","18","","","","4"
"4 on Scale 1 to 10","1991","higher vocational","Female","5","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","Female","74","0.0319111221614913","0.0239829011255649","0.0398393431974176","4"
"4 on Scale 1 to 10","1991","vocational + Abi","Female","9","","","","4"
"4 on Scale 1 to 10","1991","in school","Female","","","","","4"
"4 on Scale 1 to 10","1991","inadequately","Male","13","","","","4"
"4 on Scale 1 to 10","1991","inadequately","Female","26","","","","4"
"4 on Scale 1 to 10","1991","general elemantary","Male","52","0.056834982144841","0.0423393633546205","0.0713306009350615","4"
"4 on Scale 1 to 10","1991","middle vocational","Male","169","0.0414528186787351","0.0349249849960246","0.0479806523614457","4"
"4 on Scale 1 to 10","1991","middle vocational","Female","178","0.0499774877728669","0.0425932752228283","0.0573617003229055","4"
"4 on Scale 1 to 10","1991","vocational + Abi","Male","5","","","","4"
"4 on Scale 1 to 10","1991","higher education","Male","36","0.0320282521586162","0.0206814055206173","0.0433750987966151","4"
"4 on Scale 1 to 10","1991","in school","Male","3","","","","4"
"4 on Scale 1 to 10","1991","higher education","Female","46","0.0507175621411214","0.0350869113887245","0.0663482128935184","4"
"5 on Scale 1 to 10","1991","general elemantary","Female","314","0.171275958969815","0.154281776821552","0.188270141118077","5"
"5 on Scale 1 to 10","1991","middle vocational","Male","531","0.135405062362866","0.124200133718313","0.146609991007419","5"
"5 on Scale 1 to 10","1991","middle vocational","Female","546","0.146486693534842","0.134504005127647","0.158469381942037","5"
"5 on Scale 1 to 10","1991","in school","Female","6","","","","5"
"5 on Scale 1 to 10","1991","inadequately","Male","50","0.211959044287845","0.162936840482286","0.260981248093404","5"
"5 on Scale 1 to 10","1991","inadequately","Female","69","0.171785065105795","0.134540388224585","0.209029741987006","5"
"5 on Scale 1 to 10","1991","general elemantary","Male","143","0.140198933779511","0.118461593784652","0.16193627377437","5"
"5 on Scale 1 to 10","1991","vocational + Abi","Male","35","0.145675931622613","0.0985202437969562","0.192831619448271","5"
"5 on Scale 1 to 10","1991","vocational + Abi","Female","21","","","","5"
"5 on Scale 1 to 10","1991","higher vocational","Male","63","0.106002589706472","0.07885626842961","0.133148910983334","5"
"5 on Scale 1 to 10","1991","higher vocational","Female","34","0.147801637667601","0.104909253462892","0.19069402187231","5"
"5 on Scale 1 to 10","1991","higher education","Male","129","0.119589816197449","0.0986791989548811","0.140500433440017","5"
"5 on Scale 1 to 10","1991","higher education","Female","132","0.142581491324795","0.117674105120977","0.167488877528612","5"
"5 on Scale 1 to 10","1991","in school","Male","7","","","","5"
"6 on Scale 1 to 10","1991","in school","Male","11","","","","6"
"6 on Scale 1 to 10","1991","in school","Female","6","","","","6"
"6 on Scale 1 to 10","1991","inadequately","Male","29","","","","6"
"6 on Scale 1 to 10","1991","middle vocational","Male","433","0.11131895985894","0.101018826979644","0.121619092738236","6"
"6 on Scale 1 to 10","1991","middle vocational","Female","375","0.0997307362360234","0.0895764183738757","0.109885054098171","6"
"6 on Scale 1 to 10","1991","vocational + Abi","Male","28","","","","6"
"6 on Scale 1 to 10","1991","vocational + Abi","Female","22","","","","6"
"6 on Scale 1 to 10","1991","higher vocational","Male","59","0.103407158648479","0.0765563386865208","0.130257978610437","6"
"6 on Scale 1 to 10","1991","higher vocational","Female","29","","","","6"
"6 on Scale 1 to 10","1991","higher education","Male","126","0.120218571047066","0.0992605438028804","0.141176598291251","6"
"6 on Scale 1 to 10","1991","higher education","Female","108","0.11106839687659","0.0886848154344163","0.133451978318763","6"
"6 on Scale 1 to 10","1991","inadequately","Female","63","0.130787517122772","0.0974950403802541","0.164079993865289","6"
"6 on Scale 1 to 10","1991","general elemantary","Male","127","0.12883406443394","0.107859118510643","0.149809010357237","6"
"6 on Scale 1 to 10","1991","general elemantary","Female","217","0.117783676082214","0.103243247986556","0.132324104177872","6"
"7 on Scale 1 to 10","1991","vocational + Abi","Female","30","0.186510448242689","0.127255909798451","0.245764986686926","7"
"7 on Scale 1 to 10","1991","inadequately","Male","45","0.147101139352266","0.104614806644081","0.189587472060451","7"
"7 on Scale 1 to 10","1991","in school","Female","16","","","","7"
"7 on Scale 1 to 10","1991","in school","Male","11","","","","7"
"7 on Scale 1 to 10","1991","inadequately","Female","73","0.158652964756023","0.122577522778239","0.194728406733808","7"
"7 on Scale 1 to 10","1991","middle vocational","Male","665","0.193343395696347","0.180410543385092","0.206276248007603","7"
"7 on Scale 1 to 10","1991","vocational + Abi","Male","36","0.150815161462055","0.102979423461301","0.198650899462808","7"
"7 on Scale 1 to 10","1991","higher vocational","Male","102","0.202906557347198","0.167442593468466","0.238370521225929","7"
"7 on Scale 1 to 10","1991","higher education","Female","130","0.169425618328604","0.142703003207074","0.196148233450135","7"
"7 on Scale 1 to 10","1991","general elemantary","Male","166","0.159875087203774","0.136929594796957","0.182820579610591","7"
"7 on Scale 1 to 10","1991","middle vocational","Female","554","0.164932677694153","0.152356052176502","0.177509303211803","7"
"7 on Scale 1 to 10","1991","general elemantary","Female","298","0.151394679005327","0.135226717105578","0.167562640905077","7"
"7 on Scale 1 to 10","1991","higher vocational","Female","34","0.144559789893581","0.102059802504124","0.187059777283038","7"
"7 on Scale 1 to 10","1991","higher education","Male","166","0.168502233589985","0.144380384331672","0.192624082848297","7"
"8 on Scale 1 to 10","1991","general elemantary","Male","244","0.242288483187679","0.215462639917361","0.269114326457997","8"
"8 on Scale 1 to 10","1991","in school","Male","24","","","","8"
"8 on Scale 1 to 10","1991","in school","Female","14","","","","8"
"8 on Scale 1 to 10","1991","inadequately","Female","90","0.219133877341616","0.178288488716117","0.259979265967114","8"
"8 on Scale 1 to 10","1991","vocational + Abi","Male","55","0.262747201586948","0.203916215809878","0.321578187364019","8"
"8 on Scale 1 to 10","1991","vocational + Abi","Female","46","0.30042420277056","0.230684692436433","0.370163713104686","8"
"8 on Scale 1 to 10","1991","higher vocational","Male","135","0.288304916985762","0.248360358620957","0.328249475350568","8"
"8 on Scale 1 to 10","1991","higher vocational","Female","87","0.33868340072053","0.281486580611732","0.395880220829327","8"
"8 on Scale 1 to 10","1991","higher education","Male","249","0.291843005193389","0.262546444173661","0.321139566213117","8"
"8 on Scale 1 to 10","1991","higher education","Female","169","0.25607484132743","0.224982872003017","0.287166810651844","8"
"8 on Scale 1 to 10","1991","inadequately","Male","62","0.196257527288355","0.148618368838264","0.243896685738446","8"
"8 on Scale 1 to 10","1991","general elemantary","Female","494","0.259456725886066","0.239684535498202","0.279228916273929","8"
"8 on Scale 1 to 10","1991","middle vocational","Male","928","0.27315455241241","0.258562695609662","0.287746409215157","8"
"8 on Scale 1 to 10","1991","middle vocational","Female","833","0.271657397634403","0.256583392642895","0.286731402625912","8"
"9 on Scale 1 to 10","1991","higher education","Male","99","0.117969067576968","0.0971815224034306","0.138756612750505","9"
"9 on Scale 1 to 10","1991","general elemantary","Female","197","0.111899716636747","0.0976799459211777","0.126119487352316","9"
"9 on Scale 1 to 10","1991","general elemantary","Male","105","0.116994490940797","0.0968711787062093","0.137117803175385","9"
"9 on Scale 1 to 10","1991","in school","Male","18","","","","9"
"9 on Scale 1 to 10","1991","middle vocational","Male","334","0.104279110328067","0.0942705799822264","0.114287640673909","9"
"9 on Scale 1 to 10","1991","higher vocational","Female","33","0.110443767354466","0.0725622360445173","0.148325298664415","9"
"9 on Scale 1 to 10","1991","middle vocational","Female","354","0.121596038978404","0.110520703588166","0.132671374368641","9"
"9 on Scale 1 to 10","1991","in school","Female","14","","","","9"
"9 on Scale 1 to 10","1991","inadequately","Female","25","","","","9"
"9 on Scale 1 to 10","1991","higher vocational","Male","56","0.137767714446178","0.107374930441493","0.168160498450864","9"
"9 on Scale 1 to 10","1991","inadequately","Male","25","","","","9"
"9 on Scale 1 to 10","1991","vocational + Abi","Male","32","0.168525965639729","0.118489500748214","0.218562430531244","9"
"9 on Scale 1 to 10","1991","vocational + Abi","Female","21","","","","9"
"9 on Scale 1 to 10","1991","higher education","Female","64","0.115596841774619","0.092819749663385","0.138373933885853","9"
"0 Completely dissatisfied","1992","in school","Female","","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","Male","","","","","0"
"0 Completely dissatisfied","1992","in school","Male","","","","","0"
"0 Completely dissatisfied","1992","inadequately","Male","3","","","","0"
"0 Completely dissatisfied","1992","inadequately","Female","6","","","","0"
"0 Completely dissatisfied","1992","general elemantary","Male","9","","","","0"
"0 Completely dissatisfied","1992","general elemantary","Female","14","","","","0"
"0 Completely dissatisfied","1992","middle vocational","Male","27","","","","0"
"0 Completely dissatisfied","1992","middle vocational","Female","23","","","","0"
"0 Completely dissatisfied","1992","vocational + Abi","Female","1","","","","0"
"0 Completely dissatisfied","1992","higher vocational","Male","1","","","","0"
"0 Completely dissatisfied","1992","higher vocational","Female","3","","","","0"
"0 Completely dissatisfied","1992","higher education","Male","3","","","","0"
"0 Completely dissatisfied","1992","higher education","Female","2","","","","0"
"1 on Scale 1 to 10","1992","higher education","Male","5","","","","1"
"1 on Scale 1 to 10","1992","inadequately","Male","3","","","","1"
"1 on Scale 1 to 10","1992","inadequately","Female","2","","","","1"
"1 on Scale 1 to 10","1992","in school","Male","1","","","","1"
"1 on Scale 1 to 10","1992","in school","Female","","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","Male","7","","","","1"
"1 on Scale 1 to 10","1992","general elemantary","Female","8","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","Male","21","","","","1"
"1 on Scale 1 to 10","1992","middle vocational","Female","16","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","Male","","","","","1"
"1 on Scale 1 to 10","1992","vocational + Abi","Female","","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","Male","2","","","","1"
"1 on Scale 1 to 10","1992","higher vocational","Female","1","","","","1"
"1 on Scale 1 to 10","1992","higher education","Female","3","","","","1"
"10 Completely satisfied","1992","in school","Female","12","","","","10"
"10 Completely satisfied","1992","inadequately","Female","16","","","","10"
"10 Completely satisfied","1992","general elemantary","Male","50","0.0559144004435534","0.041418274378175","0.0704105265089317","10"
"10 Completely satisfied","1992","general elemantary","Female","130","0.0761642273696404","0.0639641361803607","0.08836431855892","10"
"10 Completely satisfied","1992","vocational + Abi","Male","10","","","","10"
"10 Completely satisfied","1992","higher vocational","Female","23","","","","10"
"10 Completely satisfied","1992","higher education","Female","40","0.0807490900045426","0.0611851732022011","0.100313006806884","10"
"10 Completely satisfied","1992","middle vocational","Male","185","0.0662550163450983","0.0579335861390044","0.0745764465511922","10"
"10 Completely satisfied","1992","middle vocational","Female","203","0.0721585480053391","0.063316946842026","0.0810001491686521","10"
