"plh0162","year","e11102","e11103","n","percent","lower_confidence","upper_confidence","value"
"3 on Scale 1 to 10","1991","Employed","Part Time","42","0.0274729623017263","0.0198321022932471","0.0351138223102056","3"
"3 on Scale 1 to 10","1991","Employed","Not Working","","","","","3"
"4 on Scale 1 to 10","1991","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","1991","Not Employed","Not Working","106","0.0320775267093532","0.0260214196090432","0.0381336338096632","4"
"4 on Scale 1 to 10","1991","Employed","Full Time","152","0.0342428008152904","0.0288834987192915","0.0396021029112893","4"
"4 on Scale 1 to 10","1991","Employed","Part Time","82","0.0415226290377057","0.0321971315523749","0.0508481265230365","4"
"4 on Scale 1 to 10","1991","Employed","Not Working","","","","","4"
"5 on Scale 1 to 10","1991","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","1991","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","1991","Not Employed","Not Working","437","0.133456778439027","0.121768830841719","0.145144726036336","5"
"5 on Scale 1 to 10","1991","Employed","Full Time","488","0.103680688318181","0.09469668437185","0.112664692264511","5"
"5 on Scale 1 to 10","1991","Employed","Part Time","199","0.111906006380115","0.0971694903556681","0.126642522404561","5"
"5 on Scale 1 to 10","1991","Employed","Not Working","","","","","5"
"6 on Scale 1 to 10","1991","Employed","Not Working","","","","","6"
"6 on Scale 1 to 10","1991","Employed","Part Time","177","0.0959920885705364","0.0822218174280635","0.109762359713009","6"
"6 on Scale 1 to 10","1991","Not Employed","Full Time","","","","","6"
"6 on Scale 1 to 10","1991","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","1991","Not Employed","Not Working","332","0.0936618901179323","0.0836480788424107","0.103675701393454","6"
"6 on Scale 1 to 10","1991","Employed","Full Time","494","0.106119712938783","0.0970430264618397","0.115196399415726","6"
"7 on Scale 1 to 10","1991","Not Employed","Not Working","574","0.170176800650856","0.157261164974204","0.183092436327507","7"
"7 on Scale 1 to 10","1991","Not Employed","Full Time","","","","","7"
"7 on Scale 1 to 10","1991","Not Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","1991","Employed","Full Time","819","0.180819612364632","0.16947728543078","0.192161939298484","7"
"7 on Scale 1 to 10","1991","Employed","Part Time","306","0.183376345748921","0.165287065363356","0.201465626134487","7"
"7 on Scale 1 to 10","1991","Employed","Not Working","","","","","7"
"8 on Scale 1 to 10","1991","Not Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","1991","Not Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","1991","Not Employed","Not Working","897","0.286445092795102","0.270906659976141","0.301983525614064","8"
"8 on Scale 1 to 10","1991","Employed","Full Time","1329","0.305153099956398","0.291582686598125","0.318723513314672","8"
"8 on Scale 1 to 10","1991","Employed","Not Working","","","","","8"
"8 on Scale 1 to 10","1991","Employed","Part Time","519","0.290537135754617","0.269314255924618","0.311760015584616","8"
"9 on Scale 1 to 10","1991","Not Employed","Full Time","","","","","9"
"9 on Scale 1 to 10","1991","Not Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","1991","Employed","Part Time","225","0.135657784373659","0.119651007983706","0.151664560763612","9"
"9 on Scale 1 to 10","1991","Not Employed","Not Working","387","0.121525952385498","0.110296157932764","0.132755746838231","9"
"9 on Scale 1 to 10","1991","Employed","Full Time","629","0.151709500699518","0.141137229080272","0.162281772318764","9"
"9 on Scale 1 to 10","1991","Employed","Not Working","","","","","9"
"0 Completely dissatisfied","1992","Not Employed","Not Working","40","0.00979288684781084","0.00682640055530325","0.0127593731403184","0"
"0 Completely dissatisfied","1992","Employed","Full Time","27","","","","0"
"0 Completely dissatisfied","1992","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","1992","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","1992","Employed","Part Time","27","","","","0"
"0 Completely dissatisfied","1992","Employed","Not Working","","","","","0"
"1 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","1992","Employed","Full Time","30","0.00422852667223459","0.00265922695535313","0.00579782638911604","1"
"1 on Scale 1 to 10","1992","Not Employed","Not Working","25","","","","1"
"1 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","1992","Employed","Part Time","14","","","","1"
"1 on Scale 1 to 10","1992","Employed","Not Working","","","","","1"
"10 Completely satisfied","1992","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","1992","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","1992","Not Employed","Not Working","305","0.0820784367222469","0.0738096596967375","0.0903472137477563","10"
"10 Completely satisfied","1992","Employed","Full Time","378","0.0722152565423372","0.0659553246014783","0.0784751884831961","10"
"10 Completely satisfied","1992","Employed","Part Time","139","0.061736005321212","0.0523054726038752","0.0711665380385487","10"
"10 Completely satisfied","1992","Employed","Not Working","","","","","10"
"2 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","1992","Not Employed","Not Working","88","0.0198870390150956","0.0156812538401155","0.0240928241900757","2"
"2 on Scale 1 to 10","1992","Employed","Full Time","95","0.0114906558116646","0.0089131816726809","0.0140681299506483","2"
"2 on Scale 1 to 10","1992","Employed","Part Time","50","0.0186724635843907","0.0133683570103601","0.0239765701584214","2"
"2 on Scale 1 to 10","1992","Employed","Not Working","","","","","2"
"3 on Scale 1 to 10","1992","Not Employed","Not Working","175","0.0393481299213854","0.0334912135710539","0.0452050462717169","3"
"3 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","3"
"3 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","1992","Employed","Full Time","231","0.0295289505907059","0.0254349602121971","0.0336229409692147","3"
"3 on Scale 1 to 10","1992","Employed","Part Time","102","0.0367579818327356","0.0293849182825287","0.0441310453829425","3"
"3 on Scale 1 to 10","1992","Employed","Not Working","","","","","3"
"4 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","1992","Not Employed","Not Working","265","0.0563458537559166","0.0493994285344594","0.0632922789773737","4"
"4 on Scale 1 to 10","1992","Employed","Full Time","352","0.0470162868043817","0.0418971301285832","0.0521354434801802","4"
"4 on Scale 1 to 10","1992","Employed","Part Time","143","0.0529059001983859","0.0441348204838483","0.0616769799129235","4"
"4 on Scale 1 to 10","1992","Employed","Not Working","","","","","4"
"5 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","1992","Not Employed","Not Working","713","0.161397563219462","0.150314737509219","0.172480388929705","5"
"5 on Scale 1 to 10","1992","Employed","Full Time","981","0.132761746111941","0.124555638459454","0.140967853764429","5"
"5 on Scale 1 to 10","1992","Employed","Part Time","437","0.154344426283868","0.140188226877288","0.168500625690448","5"
"5 on Scale 1 to 10","1992","Employed","Not Working","","","","","5"
"6 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","1992","Employed","Part Time","317","0.118915120790938","0.106231832820857","0.131598408761019","6"
"6 on Scale 1 to 10","1992","Employed","Not Working","","","","","6"
"6 on Scale 1 to 10","1992","Not Employed","Not Working","523","0.118536442753619","0.108798839345311","0.128274046161927","6"
"6 on Scale 1 to 10","1992","Employed","Full Time","871","0.118760236999011","0.110936502767196","0.126583971230826","6"
"6 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","6"
"7 on Scale 1 to 10","1992","Not Employed","Not Working","773","0.174949738547363","0.163504606470326","0.186394870624399","7"
"7 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","7"
"7 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","1992","Employed","Full Time","1393","0.212250120647372","0.202361182408606","0.222139058886138","7"
"7 on Scale 1 to 10","1992","Employed","Part Time","454","0.177580730958575","0.162606345900718","0.192555116016433","7"
"7 on Scale 1 to 10","1992","Employed","Not Working","","","","","7"
"8 on Scale 1 to 10","1992","Employed","Part Time","595","0.26528298249067","0.247984054787419","0.28258191019392","8"
"8 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","1992","Not Employed","Not Working","953","0.239720906165762","0.226860240850474","0.252581571481049","8"
"8 on Scale 1 to 10","1992","Employed","Full Time","1610","0.270245288478078","0.259505418136606","0.280985158819549","8"
"8 on Scale 1 to 10","1992","Employed","Not Working","","","","","8"
"9 on Scale 1 to 10","1992","Not Employed","Full Time","","","","","9"
"9 on Scale 1 to 10","1992","Not Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","1992","Not Employed","Not Working","373","0.0931094441043753","0.0843556109803778","0.101863277228373","9"
"9 on Scale 1 to 10","1992","Employed","Full Time","600","0.0987893023498215","0.0915732504628305","0.106005354236812","9"
"9 on Scale 1 to 10","1992","Employed","Part Time","224","0.10221900136139","0.090348871782052","0.114089130940727","9"
"9 on Scale 1 to 10","1992","Employed","Not Working","","","","","9"
"0 Completely dissatisfied","1993","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","1993","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","1993","Not Employed","Not Working","31","0.00746491144266239","0.00492242285133947","0.0100074000339853","0"
"0 Completely dissatisfied","1993","Employed","Full Time","23","","","","0"
"0 Completely dissatisfied","1993","Employed","Part Time","21","","","","0"
"0 Completely dissatisfied","1993","Employed","Not Working","","","","","0"
"1 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","1993","Not Employed","Not Working","32","0.00624805341990323","0.00392057795535416","0.0085755288844523","1"
"1 on Scale 1 to 10","1993","Employed","Full Time","18","","","","1"
"1 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","1993","Employed","Part Time","16","","","","1"
"1 on Scale 1 to 10","1993","Employed","Not Working","","","","","1"
"10 Completely satisfied","1993","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","1993","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","1993","Employed","Full Time","389","0.0761714849418527","0.0695970104425792","0.0827459594411263","10"
"10 Completely satisfied","1993","Not Employed","Not Working","448","0.124136074909569","0.114396475999101","0.133875673820038","10"
"10 Completely satisfied","1993","Employed","Part Time","194","0.0917640525021782","0.0803558775345233","0.103172227469833","10"
"10 Completely satisfied","1993","Employed","Not Working","","","","","10"
"2 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","1993","Not Employed","Not Working","105","0.020740915434856","0.0165313572837069","0.0249504735860052","2"
"2 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","1993","Employed","Full Time","93","0.0141458198389875","0.0112190433679173","0.0170725963100577","2"
"2 on Scale 1 to 10","1993","Employed","Part Time","47","0.0205622635094758","0.0149543098778369","0.0261702171411147","2"
"2 on Scale 1 to 10","1993","Employed","Not Working","","","","","2"
"3 on Scale 1 to 10","1993","Employed","Full Time","164","0.0227898374394389","0.0190912681976455","0.0264884066812323","3"
"3 on Scale 1 to 10","1993","Not Employed","Not Working","184","0.0355156506292959","0.0300488752698303","0.0409824259887616","3"
"3 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","3"
"3 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","1993","Employed","Part Time","84","0.0284722298440059","0.0218999070179846","0.0350445526700273","3"
"3 on Scale 1 to 10","1993","Employed","Not Working","","","","","3"
"4 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","1993","Employed","Full Time","249","0.0338808742693638","0.0293969135787533","0.0383648349599743","4"
"4 on Scale 1 to 10","1993","Employed","Part Time","127","0.0454105479040054","0.0371830605381968","0.053638035269814","4"
"4 on Scale 1 to 10","1993","Employed","Not Working","","","","","4"
"4 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","1993","Not Employed","Not Working","225","0.0413043010785815","0.0354265420583598","0.0471820600988031","4"
"5 on Scale 1 to 10","1993","Not Employed","Not Working","650","0.139476971960006","0.129243894729638","0.149710049190374","5"
"5 on Scale 1 to 10","1993","Employed","Full Time","830","0.117066941037642","0.109098925417491","0.125034956657793","5"
"5 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","1993","Employed","Part Time","362","0.122616654527841","0.109655312771246","0.135577996284436","5"
"5 on Scale 1 to 10","1993","Employed","Not Working","","","","","5"
"6 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","6"
"6 on Scale 1 to 10","1993","Employed","Full Time","847","0.125708441301255","0.117492080235821","0.133924802366688","6"
"6 on Scale 1 to 10","1993","Not Employed","Not Working","509","0.108903012437639","0.0997015642997097","0.118104460575568","6"
"6 on Scale 1 to 10","1993","Employed","Part Time","250","0.0963454324668469","0.0846854653199413","0.108005399613752","6"
"6 on Scale 1 to 10","1993","Employed","Not Working","","","","","6"
"7 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","7"
"7 on Scale 1 to 10","1993","Not Employed","Not Working","718","0.155098413166066","0.144405882895202","0.165790943436929","7"
"7 on Scale 1 to 10","1993","Employed","Part Time","466","0.184804990147794","0.169467011081201","0.200142969214388","7"
"7 on Scale 1 to 10","1993","Employed","Not Working","","","","","7"
"7 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","1993","Employed","Full Time","1349","0.213709645500099","0.20355013722028","0.223869153779918","7"
"8 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","1993","Not Employed","Not Working","1046","0.248048792959775","0.235292128343159","0.260805457576391","8"
"8 on Scale 1 to 10","1993","Employed","Not Working","","","","","8"
"8 on Scale 1 to 10","1993","Employed","Full Time","1658","0.273518417916143","0.262470644852343","0.284566190979943","8"
"8 on Scale 1 to 10","1993","Employed","Part Time","598","0.255550369139288","0.238314370416533","0.272786367862044","8"
"9 on Scale 1 to 10","1993","Not Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","1993","Not Employed","Not Working","455","0.113062902561646","0.103709271762804","0.122416533360488","9"
"9 on Scale 1 to 10","1993","Employed","Part Time","295","0.13930434756731","0.125621147487542","0.152987547647077","9"
"9 on Scale 1 to 10","1993","Employed","Not Working","","","","","9"
"9 on Scale 1 to 10","1993","Not Employed","Full Time","","","","","9"
"9 on Scale 1 to 10","1993","Employed","Full Time","634","0.117481613893555","0.109501373287817","0.125461854499292","9"
"0 Completely dissatisfied","1994","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","1994","Not Employed","Not Working","","","","","0"
"0 Completely dissatisfied","1994","Employed","Full Time","","","","","0"
"0 Completely dissatisfied","1994","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","1994","Employed","Part Time","","","","","0"
"0 Completely dissatisfied","1994","Employed","Not Working","","","","","0"
"1 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","1"
"1 on Scale 1 to 10","1994","Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","1994","Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","1994","Employed","Not Working","","","","","1"
"10 Completely satisfied","1994","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","1994","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","1994","Not Employed","Not Working","","","","","10"
"10 Completely satisfied","1994","Employed","Full Time","","","","","10"
"10 Completely satisfied","1994","Employed","Part Time","","","","","10"
"10 Completely satisfied","1994","Employed","Not Working","","","","","10"
"2 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","2"
"2 on Scale 1 to 10","1994","Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","1994","Employed","Part Time","","","","","2"
"2 on Scale 1 to 10","1994","Employed","Not Working","","","","","2"
"3 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","3"
"3 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","3"
"3 on Scale 1 to 10","1994","Employed","Full Time","","","","","3"
"3 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","1994","Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","1994","Employed","Not Working","","","","","3"
"4 on Scale 1 to 10","1994","Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","1994","Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","1994","Employed","Not Working","","","","","4"
"4 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","4"
"5 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","5"
"5 on Scale 1 to 10","1994","Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","1994","Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","1994","Employed","Not Working","","","","","5"
"6 on Scale 1 to 10","1994","Employed","Not Working","","","","","6"
"6 on Scale 1 to 10","1994","Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","6"
"6 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","6"
"6 on Scale 1 to 10","1994","Employed","Full Time","","","","","6"
"7 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","7"
"7 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","7"
"7 on Scale 1 to 10","1994","Employed","Full Time","","","","","7"
"7 on Scale 1 to 10","1994","Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","1994","Employed","Not Working","","","","","7"
"8 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","8"
"8 on Scale 1 to 10","1994","Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","1994","Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","1994","Employed","Not Working","","","","","8"
"9 on Scale 1 to 10","1994","Not Employed","Not Working","","","","","9"
"9 on Scale 1 to 10","1994","Not Employed","Full Time","","","","","9"
"9 on Scale 1 to 10","1994","Not Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","1994","Employed","Full Time","","","","","9"
"9 on Scale 1 to 10","1994","Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","1994","Employed","Not Working","","","","","9"
"0 Completely dissatisfied","1995","Not Employed","Full Time","","","","","0"
"0 Completely dissatisfied","1995","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","1995","Not Employed","Not Working","35","0.00798123846221493","0.0054647967000482","0.0104976802243817","0"
"0 Completely dissatisfied","1995","Employed","Full Time","26","","","","0"
"0 Completely dissatisfied","1995","Employed","Part Time","20","","","","0"
"0 Completely dissatisfied","1995","Employed","Not Working","","","","","0"
"1 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","1"
"1 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","1"
"1 on Scale 1 to 10","1995","Employed","Part Time","17","","","","1"
"1 on Scale 1 to 10","1995","Employed","Full Time","17","","","","1"
"1 on Scale 1 to 10","1995","Not Employed","Not Working","43","0.00930175017677765","0.00658690647738418","0.0120165938761711","1"
"1 on Scale 1 to 10","1995","Employed","Not Working","","","","","1"
"10 Completely satisfied","1995","Not Employed","Part Time","","","","","10"
"10 Completely satisfied","1995","Not Employed","Full Time","","","","","10"
"10 Completely satisfied","1995","Not Employed","Not Working","532","0.140392643814658","0.130568062858405","0.150217224770912","10"
"10 Completely satisfied","1995","Employed","Full Time","308","0.0570681279175176","0.0511459698339776","0.0629902860010577","10"
"10 Completely satisfied","1995","Employed","Part Time","154","0.0629843536715609","0.053650001011917","0.0723187063312047","10"
"10 Completely satisfied","1995","Employed","Not Working","","","","","10"
"2 on Scale 1 to 10","1995","Employed","Part Time","44","0.0202241898849143","0.014815483969279","0.0256328958005497","2"
"2 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","2"
"2 on Scale 1 to 10","1995","Not Employed","Not Working","81","0.0155249182914754","0.0120286172198495","0.0190212193631012","2"
"2 on Scale 1 to 10","1995","Employed","Full Time","77","0.0119072372215293","0.00913808144438255","0.014676392998676","2"
"2 on Scale 1 to 10","1995","Employed","Not Working","","","","","2"
"2 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","2"
"3 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","3"
"3 on Scale 1 to 10","1995","Employed","Part Time","110","0.0360032991369868","0.0288451067233078","0.0431614915506658","3"
"3 on Scale 1 to 10","1995","Employed","Not Working","","","","","3"
"3 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","3"
"3 on Scale 1 to 10","1995","Not Employed","Not Working","187","0.0305445832009791","0.0256780149315296","0.0354111514704287","3"
"3 on Scale 1 to 10","1995","Employed","Full Time","159","0.023798770089861","0.0199075127108255","0.0276900274688966","3"
"4 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","4"
"4 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","4"
"4 on Scale 1 to 10","1995","Employed","Not Working","","","","","4"
"4 on Scale 1 to 10","1995","Employed","Full Time","268","0.0431117376592948","0.0379264673299284","0.0482970079886611","4"
"4 on Scale 1 to 10","1995","Not Employed","Not Working","222","0.0359335990701835","0.0306698445145386","0.0411973536258283","4"
"4 on Scale 1 to 10","1995","Employed","Part Time","129","0.0456731706561876","0.0376513381006716","0.0536950032117036","4"
"5 on Scale 1 to 10","1995","Employed","Not Working","","","","","5"
"5 on Scale 1 to 10","1995","Employed","Part Time","366","0.133014734266402","0.119966547064702","0.146062921468101","5"
"5 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","5"
"5 on Scale 1 to 10","1995","Employed","Full Time","750","0.123224622795076","0.114833193369142","0.131616052221011","5"
"5 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","5"
"5 on Scale 1 to 10","1995","Not Employed","Not Working","646","0.125621180460747","0.116248300667478","0.134994060254016","5"
"6 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","6"
"6 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","6"
"6 on Scale 1 to 10","1995","Not Employed","Not Working","553","0.107459016377663","0.0987005652337705","0.116217467521555","6"
"6 on Scale 1 to 10","1995","Employed","Full Time","800","0.127329081347681","0.118819031971546","0.135839130723815","6"
"6 on Scale 1 to 10","1995","Employed","Not Working","","","","","6"
"6 on Scale 1 to 10","1995","Employed","Part Time","307","0.114798986271562","0.102550443509458","0.127047529033666","6"
"7 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","7"
"7 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","7"
"7 on Scale 1 to 10","1995","Employed","Part Time","523","0.190355657244736","0.175271380838103","0.20543993365137","7"
"7 on Scale 1 to 10","1995","Employed","Not Working","","","","","7"
"7 on Scale 1 to 10","1995","Not Employed","Not Working","848","0.169139767541957","0.158537990936446","0.179741544147468","7"
"7 on Scale 1 to 10","1995","Employed","Full Time","1290","0.206553123863944","0.19621794882484","0.216888298903049","7"
"8 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","8"
"8 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","8"
"8 on Scale 1 to 10","1995","Not Employed","Not Working","1111","0.230434560948587","0.218525202048813","0.24234391984836","8"
"8 on Scale 1 to 10","1995","Employed","Not Working","","","","","8"
"8 on Scale 1 to 10","1995","Employed","Part Time","656","0.261525819364553","0.244640106949091","0.278411531780014","8"
"8 on Scale 1 to 10","1995","Employed","Full Time","1553","0.275173871979048","0.263772331256897","0.2865754127012","8"
"9 on Scale 1 to 10","1995","Not Employed","Part Time","","","","","9"
"9 on Scale 1 to 10","1995","Not Employed","Not Working","545","0.127666741654757","0.118228917090491","0.137104566219024","9"
"9 on Scale 1 to 10","1995","Employed","Full Time","646","0.124596921474686","0.116165501622609","0.133028341326762","9"
"9 on Scale 1 to 10","1995","Employed","Part Time","276","0.121644379303016","0.109084783568736","0.134203975037296","9"
"9 on Scale 1 to 10","1995","Employed","Not Working","","","","","9"
"9 on Scale 1 to 10","1995","Not Employed","Full Time","","","","","9"
"0 Completely dissatisfied","1996","Not Employed","Part Time","","","","","0"
"0 Completely dissatisfied","1996","Not Employed","Not Working","22","","","","0"
"0 Completely dissatisfied","1996","Employed","Full Time","18","","","","0"
"0 Completely dissatisfied","1996","Not Employed","Full Time","","","","","0"
