"year","education","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2009","no degree/no degree yet","Male","5.53","6","246","4","5","7","7","5.36","5.7","5","6"
"2009","Other degree","Female","6.26","7","430","5","6","7","7","6.16","6.36","6","7"
"2009","Other degree","Male","6.05","6","368","4","5","7","7","5.93","6.17","6","7"
"2009","secondary school degree","Female","6.25","7","3117","5","6","7","7","6.22","6.28","6","7"
"2009","secondary school degree","Male","6.15","6","2289","5","6","7","7","6.11","6.19","6","6"
"2010","college entrance qualification","Female","","","","","","","","","","",""
"2010","college entrance qualification","Male","","","","","","","","","","",""
"2010","lower secondary degree","Female","","","","","","","","","","",""
"2010","lower secondary degree","Male","","","","","","","","","","",""
"2010","no degree/no degree yet","Female","","","","","","","","","","",""
"2010","no degree/no degree yet","Male","","","","","","","","","","",""
"2010","Other degree","Female","","","","","","","","","","",""
"2010","Other degree","Male","","","","","","","","","","",""
"2010","secondary school degree","Female","","","","","","","","","","",""
"2010","secondary school degree","Male","","","","","","","","","","",""
"2011","college entrance qualification","Female","","","","","","","","","","",""
"2011","college entrance qualification","Male","","","","","","","","","","",""
"2011","lower secondary degree","Female","","","","","","","","","","",""
"2011","lower secondary degree","Male","","","","","","","","","","",""
"2011","no degree/no degree yet","Female","","","","","","","","","","",""
"2011","no degree/no degree yet","Male","","","","","","","","","","",""
"2011","Other degree","Female","","","","","","","","","","",""
"2011","Other degree","Male","","","","","","","","","","",""
"2011","secondary school degree","Female","","","","","","","","","","",""
"2011","secondary school degree","Male","","","","","","","","","","",""
"2012","college entrance qualification","Female","6.17","6","1292","5","6","7","7","6.12","6.22","6","6"
"2012","college entrance qualification","Male","5.98","6","855","5","5","7","7","5.92","6.04","6","6"
"2012","lower secondary degree","Female","6.16","6","724","5","6","7","7","6.09","6.23","6","6"
"2012","lower secondary degree","Male","6.2","6","684","5","6","7","7","6.12","6.28","6","6"
"2012","no degree/no degree yet","Female","5.6","6","192","4","5","7","7","5.43","5.77","5","6"
"2012","no degree/no degree yet","Male","5.71","6","160","4","5","6","7","5.54","5.88","6","6"
"2012","Other degree","Female","6.14","7","369","5","5","7","7","6.03","6.25","6","7"
"2012","Other degree","Male","6.24","7","309","5","6","7","7","6.12","6.36","6","7"
"2012","secondary school degree","Female","6.28","6","1578","5","6","7","7","6.24","6.32","6","6"
"2012","secondary school degree","Male","6.28","6","810","5","6","7","7","6.22","6.34","6","7"
"2013","college entrance qualification","Female","6.17","6","2667","5","6","7","7","6.13","6.21","6","6"
"2013","college entrance qualification","Male","6.02","6","2721","5","6","7","7","5.98","6.06","6","6"
"2013","lower secondary degree","Female","6.19","7","2981","5","6","7","7","6.15","6.23","6","7"
"2013","lower secondary degree","Male","6.19","7","2832","5","6","7","7","6.15","6.23","6","7"
"2013","no degree/no degree yet","Female","5.86","6","254","5","5","7","7","5.71","6.01","6","6"
"2013","no degree/no degree yet","Male","5.53","6","232","4","5","7","7","5.37","5.69","5","6"
"2013","Other degree","Female","6.3","7","579","5","6","7","7","6.22","6.38","6","7"
"2013","Other degree","Male","6.1","6","432","5","6","7","7","6","6.2","6","7"
"2013","secondary school degree","Female","6.28","7","3272","5","6","7","7","6.25","6.31","6","7"
"2013","secondary school degree","Male","6.2","6","2358","5","6","7","7","6.16","6.24","6","6"
"2014","college entrance qualification","Female","","","","","","","","","","",""
"2014","college entrance qualification","Male","","","","","","","","","","",""
"2014","lower secondary degree","Female","","","","","","","","","","",""
"2014","lower secondary degree","Male","","","","","","","","","","",""
"2014","no degree/no degree yet","Female","","","","","","","","","","",""
"2014","no degree/no degree yet","Male","","","","","","","","","","",""
"2014","Other degree","Female","","","","","","","","","","",""
"2014","Other degree","Male","","","","","","","","","","",""
"2014","secondary school degree","Female","","","","","","","","","","",""
"2014","secondary school degree","Male","","","","","","","","","","",""
"2015","college entrance qualification","Female","","","","","","","","","","",""
"2015","college entrance qualification","Male","","","","","","","","","","",""
"2015","lower secondary degree","Female","","","","","","","","","","",""
"2015","lower secondary degree","Male","","","","","","","","","","",""
"2015","no degree/no degree yet","Female","","","","","","","","","","",""
"2015","no degree/no degree yet","Male","","","","","","","","","","",""
"2015","Other degree","Female","","","","","","","","","","",""
"2015","Other degree","Male","","","","","","","","","","",""
"2015","secondary school degree","Female","","","","","","","","","","",""
"2015","secondary school degree","Male","","","","","","","","","","",""
"2016","college entrance qualification","Female","","","","","","","","","","",""
"2016","college entrance qualification","Male","","","","","","","","","","",""
"2016","lower secondary degree","Female","","","","","","","","","","",""
"2016","lower secondary degree","Male","","","","","","","","","","",""
"2016","no degree/no degree yet","Female","","","","","","","","","","",""
"2016","no degree/no degree yet","Male","","","","","","","","","","",""
"2016","Other degree","Female","","","","","","","","","","",""
"2016","Other degree","Male","","","","","","","","","","",""
"2016","secondary school degree","Female","","","","","","","","","","",""
"2016","secondary school degree","Male","","","","","","","","","","",""
"2017","college entrance qualification","Female","6.1","6","4130","5","6","7","7","6.07","6.13","6","6"
"2017","college entrance qualification","Male","5.89","6","3820","5","5","7","7","5.86","5.92","6","6"
"2017","lower secondary degree","Female","6.11","6","3026","5","6","7","7","6.07","6.15","6","6"
"2017","lower secondary degree","Male","6.05","6","3059","5","6","7","7","6.01","6.09","6","6"
"2017","no degree/no degree yet","Female","5.94","6","870","4","5","7","7","5.86","6.02","6","7"
"2017","no degree/no degree yet","Male","5.75","6","969","4","5","7","7","5.67","5.83","7","7"
"2017","Other degree","Female","6.18","7","2201","5","6","7","7","6.14","6.22","7","7"
"2017","Other degree","Male","6.21","7","2333","5","6","7","7","6.17","6.25","7","7"
"2017","secondary school degree","Female","6.2","6","4470","5","6","7","7","6.17","6.23","6","6"
"2017","secondary school degree","Male","6.09","6","3133","5","6","7","7","6.06","6.12","6","6"
"2018","college entrance qualification","Female","","","","","","","","","","",""
"2018","college entrance qualification","Male","","","","","","","","","","",""
"2018","lower secondary degree","Female","","","","","","","","","","",""
"2018","lower secondary degree","Male","","","","","","","","","","",""
"2018","no degree/no degree yet","Female","","","","","","","","","","",""
"2018","no degree/no degree yet","Male","","","","","","","","","","",""
"2018","Other degree","Female","","","","","","","","","","",""
"2018","Other degree","Male","","","","","","","","","","",""
"2018","secondary school degree","Female","","","","","","","","","","",""
"2018","secondary school degree","Male","","","","","","","","","","",""
"2019","college entrance qualification","Female","6.15","6","4262","5","6","7","7","6.12","6.18","6","6"
"2019","college entrance qualification","Male","5.92","6","4271","5","5","7","7","5.89","5.95","6","6"
"2019","lower secondary degree","Female","6.13","6","2554","5","6","7","7","6.09","6.17","6","6"
"2019","lower secondary degree","Male","6.04","6","2730","4","6","7","7","6","6.08","6","6"
"2019","no degree/no degree yet","Female","6.04","6","404","4","5","7","7","5.92","6.16","6","7"
"2019","no degree/no degree yet","Male","5.92","6","374","4","5","7","7","5.78","6.06","6","6"
"2019","Other degree","Female","6.18","7","1393","5","6","7","7","6.13","6.23","7","7"
"2019","Other degree","Male","6.07","6","1152","5","6","7","7","6","6.14","6","7"
"2019","secondary school degree","Female","6.23","6","4237","5","6","7","7","6.2","6.26","6","6"
"2019","secondary school degree","Male","6.11","6","3187","5","6","7","7","6.08","6.14","6","6"
