"year","education","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2012","college entrance qualification","Westdeutschland, alte Bundeslaender","5.79","6","1781","5","5","6","7","5.74","5.84","6","6"
"2012","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.52","6","153","3","5","7","7","5.31","5.73","6","6"
"2012","lower secondary degree","Westdeutschland, alte Bundeslaender","5.83","6","1252","4","5","7","7","5.77","5.89","6","6"
"2012","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.17","5","39","3","5","6","7","4.78","5.56","5","6"
"2012","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.36","5","311","4","5","6","7","5.23","5.49","5","6"
"2012","Other degree","Ostdeutschland, neue Bundeslaender","5.59","6","56","4","5","6","7","5.29","5.89","5","6"
"2012","Other degree","Westdeutschland, alte Bundeslaender","5.73","6","618","4","5","7","7","5.64","5.82","6","6"
"2012","secondary school degree","Ostdeutschland, neue Bundeslaender","6.01","6","696","5","6","7","7","5.94","6.08","6","6"
"2012","secondary school degree","Westdeutschland, alte Bundeslaender","5.91","6","1689","5","5","7","7","5.86","5.96","6","6"
"2013","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.78","6","1081","4","5","6","7","5.72","5.84","6","6"
"2013","college entrance qualification","Westdeutschland, alte Bundeslaender","5.78","6","4303","5","5","6","7","5.75","5.81","6","6"
"2013","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.72","6","1123","4","5","7","7","5.65","5.79","6","6"
"2013","lower secondary degree","Westdeutschland, alte Bundeslaender","5.77","6","4681","4","5","7","7","5.74","5.8","6","6"
"2013","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.54","6","67","4","5","6","7","5.29","5.79","5","6"
"2013","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.29","5","418","3","5","6","7","5.16","5.42","5","6"
"2013","Other degree","Ostdeutschland, neue Bundeslaender","5.73","6","74","4","5","6","7","5.48","5.98","6","6"
"2013","Other degree","Westdeutschland, alte Bundeslaender","5.71","6","935","4","5","7","7","5.64","5.78","6","6"
"2013","secondary school degree","Ostdeutschland, neue Bundeslaender","5.85","6","2012","4","5","7","7","5.81","5.89","6","6"
"2013","secondary school degree","Westdeutschland, alte Bundeslaender","5.86","6","3616","5","5","7","7","5.83","5.89","6","6"
"2014","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2015","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.7","6","1464","4","5","6","7","5.65","5.75","6","6"
"2017","college entrance qualification","Westdeutschland, alte Bundeslaender","5.69","6","6481","4","5","6","7","5.67","5.71","6","6"
"2017","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.64","6","1022","4","5","7","7","5.57","5.71","6","6"
"2017","lower secondary degree","Westdeutschland, alte Bundeslaender","5.74","6","5055","4","5","7","7","5.71","5.77","6","6"
"2017","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.51","6","311","4","5","6","7","5.36","5.66","6","7"
"2017","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.51","6","1533","4","5","6","7","5.45","5.57","6","6"
"2017","Other degree","Ostdeutschland, neue Bundeslaender","5.84","6","563","4","5","7","7","5.75","5.93","6","6"
"2017","Other degree","Westdeutschland, alte Bundeslaender","5.74","6","3973","4","5","7","7","5.71","5.77","6","6"
"2017","secondary school degree","Ostdeutschland, neue Bundeslaender","5.81","6","2538","4","5","6","7","5.77","5.85","6","6"
"2017","secondary school degree","Westdeutschland, alte Bundeslaender","5.84","6","5072","5","5","7","7","5.81","5.87","6","6"
"2018","college entrance qualification","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","college entrance qualification","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","lower secondary degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","lower secondary degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","no degree/no degree yet","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","Other degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","Other degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","secondary school degree","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","secondary school degree","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","college entrance qualification","Ostdeutschland, neue Bundeslaender","5.73","6","1623","4","5","6","7","5.68","5.78","6","6"
"2019","college entrance qualification","Westdeutschland, alte Bundeslaender","5.69","6","6877","4","5","6","7","5.67","5.71","6","6"
"2019","lower secondary degree","Ostdeutschland, neue Bundeslaender","5.62","6","851","4","5","7","7","5.54","5.7","6","6"
"2019","lower secondary degree","Westdeutschland, alte Bundeslaender","5.73","6","4431","4","5","7","7","5.7","5.76","6","6"
"2019","no degree/no degree yet","Ostdeutschland, neue Bundeslaender","5.06","5","104","3","4","6","7","4.79","5.33","5","6"
"2019","no degree/no degree yet","Westdeutschland, alte Bundeslaender","5.71","6","672","4","5","7","7","5.61","5.81","6","6"
"2019","Other degree","Ostdeutschland, neue Bundeslaender","5.74","6","264","4","5","6","7","5.6","5.88","6","6"
"2019","Other degree","Westdeutschland, alte Bundeslaender","5.74","6","2274","4","5","7","7","5.69","5.79","6","6"
"2019","secondary school degree","Ostdeutschland, neue Bundeslaender","5.84","6","2491","5","5","7","7","5.8","5.88","6","6"
"2019","secondary school degree","Westdeutschland, alte Bundeslaender","5.82","6","4904","4","5","7","7","5.79","5.85","6","6"
