"year","age_gr","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2006","16-34 y.","higher education","","","","","","","","","","",""
"2006","16-34 y.","higher vocational","","","","","","","","","","",""
"2006","16-34 y.","in school","","","","","","","","","","",""
"2006","16-34 y.","inadequately","","","","","","","","","","",""
"2006","16-34 y.","middle vocational","","","","","","","","","","",""
"2006","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2006","35-65 y.","general elemantary","","","","","","","","","","",""
"2006","35-65 y.","higher education","","","","","","","","","","",""
"2006","35-65 y.","higher vocational","","","","","","","","","","",""
"2006","35-65 y.","in school","","","","","","","","","","",""
"2006","35-65 y.","inadequately","","","","","","","","","","",""
"2006","35-65 y.","middle vocational","","","","","","","","","","",""
"2006","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2006","66 and older","general elemantary","","","","","","","","","","",""
"2006","66 and older","higher education","","","","","","","","","","",""
"2006","66 and older","higher vocational","","","","","","","","","","",""
"2006","66 and older","in school","","","","","","","","","","",""
"2006","66 and older","inadequately","","","","","","","","","","",""
"2006","66 and older","middle vocational","","","","","","","","","","",""
"2006","66 and older","vocational + Abi","","","","","","","","","","",""
"2007","16-34 y.","general elemantary","","","","","","","","","","",""
"2007","16-34 y.","higher education","","","","","","","","","","",""
"2007","16-34 y.","higher vocational","","","","","","","","","","",""
"2007","16-34 y.","in school","","","","","","","","","","",""
"2007","16-34 y.","inadequately","","","","","","","","","","",""
"2007","16-34 y.","middle vocational","","","","","","","","","","",""
"2007","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2007","35-65 y.","general elemantary","","","","","","","","","","",""
"2007","35-65 y.","higher education","","","","","","","","","","",""
"2007","35-65 y.","higher vocational","","","","","","","","","","",""
"2007","35-65 y.","in school","","","","","","","","","","",""
"2007","35-65 y.","inadequately","","","","","","","","","","",""
"2007","35-65 y.","middle vocational","","","","","","","","","","",""
"2007","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2007","66 and older","general elemantary","","","","","","","","","","",""
"2007","66 and older","higher education","","","","","","","","","","",""
"2007","66 and older","higher vocational","","","","","","","","","","",""
"2007","66 and older","in school","","","","","","","","","","",""
"2007","66 and older","inadequately","","","","","","","","","","",""
"2007","66 and older","middle vocational","","","","","","","","","","",""
"2007","66 and older","vocational + Abi","","","","","","","","","","",""
"2008","16-34 y.","general elemantary","","","","","","","","","","",""
"2008","16-34 y.","higher education","","","","","","","","","","",""
"2008","16-34 y.","higher vocational","","","","","","","","","","",""
"2008","16-34 y.","in school","","","","","","","","","","",""
"2008","16-34 y.","inadequately","","","","","","","","","","",""
"2008","16-34 y.","middle vocational","","","","","","","","","","",""
"2008","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2008","35-65 y.","general elemantary","","","","","","","","","","",""
"2008","35-65 y.","higher education","","","","","","","","","","",""
"2008","35-65 y.","higher vocational","","","","","","","","","","",""
"2008","35-65 y.","in school","","","","","","","","","","",""
"2008","35-65 y.","inadequately","","","","","","","","","","",""
"2008","35-65 y.","middle vocational","","","","","","","","","","",""
"2008","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2008","66 and older","general elemantary","","","","","","","","","","",""
"2008","66 and older","higher education","","","","","","","","","","",""
"2008","66 and older","higher vocational","","","","","","","","","","",""
"2008","66 and older","in school","","","","","","","","","","",""
"2008","66 and older","inadequately","","","","","","","","","","",""
"2008","66 and older","middle vocational","","","","","","","","","","",""
"2008","66 and older","vocational + Abi","","","","","","","","","","",""
"2009","16-34 y.","general elemantary","5.47","6","549","4","5","6","7","5.37","5.57","6","6"
"2009","16-34 y.","higher education","5.71","6","539","4","5","6","7","5.63","5.79","6","6"
"2009","16-34 y.","higher vocational","5.92","6","109","4","6","7","7","5.71","6.13","6","6"
"2009","16-34 y.","in school","5.3","5","310","4","4","6","7","5.16","5.44","5","6"
"2009","16-34 y.","inadequately","5.15","5","41","4","4","6","7","4.58","5.72","4","6"
"2009","16-34 y.","middle vocational","5.74","6","1793","4","5","7","7","5.69","5.79","6","6"
"2009","16-34 y.","vocational + Abi","5.73","6","338","4","5","6","7","5.62","5.84","6","6"
"2009","35-65 y.","general elemantary","5.66","6","584","4","5","7","7","5.55","5.77","6","6"
"2009","35-65 y.","higher education","5.8","6","2615","4","5","6","7","5.76","5.84","6","6"
"2009","35-65 y.","higher vocational","5.9","6","903","5","5","7","7","5.83","5.97","6","6"
"2009","35-65 y.","in school","","","","","","","","","","",""
"2009","35-65 y.","inadequately","5.71","6","83","4","5","7","7","5.39","6.03","6","6"
"2009","35-65 y.","middle vocational","5.83","6","5085","4","5","7","7","5.8","5.86","6","6"
"2009","35-65 y.","vocational + Abi","5.61","6","567","4","5","6","7","5.52","5.7","6","6"
"2009","66 and older","general elemantary","5.36","5","638","4","5","6","7","5.26","5.46","5","6"
"2009","66 and older","higher education","5.69","6","875","4","5","7","7","5.62","5.76","6","6"
"2009","66 and older","higher vocational","5.75","6","313","4","5","7","7","5.62","5.88","6","6"
"2009","66 and older","in school","","","","","","","","","","",""
"2009","66 and older","inadequately","5.21","5","40","3","5","6","7","4.74","5.68","5","6"
"2009","66 and older","middle vocational","5.57","6","2152","4","5","7","7","5.51","5.63","6","6"
"2009","66 and older","vocational + Abi","5.61","6","94","4","5","7","7","5.33","5.89","6","6"
"2010","16-34 y.","general elemantary","","","","","","","","","","",""
"2010","16-34 y.","higher education","","","","","","","","","","",""
"2010","16-34 y.","higher vocational","","","","","","","","","","",""
"2010","16-34 y.","in school","","","","","","","","","","",""
"2010","16-34 y.","inadequately","","","","","","","","","","",""
"2010","16-34 y.","middle vocational","","","","","","","","","","",""
"2010","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2010","35-65 y.","general elemantary","","","","","","","","","","",""
"2010","35-65 y.","higher education","","","","","","","","","","",""
"2010","35-65 y.","higher vocational","","","","","","","","","","",""
"2010","35-65 y.","in school","","","","","","","","","","",""
"2010","35-65 y.","inadequately","","","","","","","","","","",""
"2010","35-65 y.","middle vocational","","","","","","","","","","",""
"2010","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2010","66 and older","general elemantary","","","","","","","","","","",""
"2010","66 and older","higher education","","","","","","","","","","",""
"2010","66 and older","higher vocational","","","","","","","","","","",""
"2010","66 and older","in school","","","","","","","","","","",""
"2010","66 and older","inadequately","","","","","","","","","","",""
"2010","66 and older","middle vocational","","","","","","","","","","",""
"2010","66 and older","vocational + Abi","","","","","","","","","","",""
"2011","16-34 y.","general elemantary","","","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","","","",""
"2012","16-34 y.","general elemantary","5.64","6","416","4","5","6","7","5.53","5.75","6","6"
"2012","16-34 y.","higher education","5.73","6","202","5","5","6","7","5.58","5.88","6","6"
"2012","16-34 y.","higher vocational","6.28","6","45","5","6","7","7","6.1","6.46","6","6"
"2012","16-34 y.","in school","5.3","5","190","4","5","6","7","5.15","5.45","5","5"
"2012","16-34 y.","inadequately","5.09","5","87","3","4","6","7","4.81","5.37","5","6"
"2012","16-34 y.","middle vocational","5.89","6","952","5","5","7","7","5.83","5.95","6","6"
"2012","16-34 y.","vocational + Abi","5.84","6","182","5","5","6","7","5.7","5.98","6","6"
"2012","35-65 y.","general elemantary","5.68","6","354","4","5","7","7","5.55","5.81","6","6"
"2012","35-65 y.","higher education","5.78","6","1289","5","5","6","7","5.73","5.83","6","6"
"2012","35-65 y.","higher vocational","5.89","6","317","5","5","7","7","5.79","5.99","6","6"
"2012","35-65 y.","in school","","","","","","","","","","",""
"2012","35-65 y.","inadequately","5.47","6","68","4","5","7","7","5.12","5.82","5","6"
"2012","35-65 y.","middle vocational","5.92","6","2284","5","5","7","7","5.88","5.96","6","6"
"2012","35-65 y.","vocational + Abi","5.86","6","573","5","5","7","7","5.78","5.94","6","6"
"2012","66 and older","general elemantary","","","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","","","",""
"2012","66 and older","middle vocational","","","","","","","","","","",""
"2012","66 and older","vocational + Abi","","","","","","","","","","",""
"2013","16-34 y.","general elemantary","5.56","6","463","4","5","6","7","5.45","5.67","6","6"
"2013","16-34 y.","higher education","5.75","6","674","5","5","6","7","5.68","5.82","6","6"
"2013","16-34 y.","higher vocational","5.87","6","103","5","5","6","7","5.71","6.03","6","6"
"2013","16-34 y.","in school","5.37","5","259","4","5","6","6","5.24","5.5","5","6"
"2013","16-34 y.","inadequately","5.36","5","47","4","4","7","7","4.97","5.75","5","6"
"2013","16-34 y.","middle vocational","5.82","6","1615","5","5","6","7","5.77","5.87","6","6"
"2013","16-34 y.","vocational + Abi","5.75","6","290","4","5","6","7","5.64","5.86","6","6"
"2013","35-65 y.","general elemantary","5.76","6","652","4","5","7","7","5.67","5.85","6","6"
"2013","35-65 y.","higher education","5.81","6","2636","5","5","6","7","5.77","5.85","6","6"
"2013","35-65 y.","higher vocational","5.86","6","875","5","5","7","7","5.79","5.93","6","6"
"2013","35-65 y.","in school","","","","","","","","","","",""
"2013","35-65 y.","inadequately","5.51","6","97","4","5","7","7","5.22","5.8","6","6"
"2013","35-65 y.","middle vocational","5.88","6","5249","4","5","7","7","5.85","5.91","6","6"
"2013","35-65 y.","vocational + Abi","5.78","6","690","5","5","6","7","5.7","5.86","6","6"
"2013","66 and older","general elemantary","5.56","6","713","4","5","7","7","5.47","5.65","6","6"
"2013","66 and older","higher education","5.77","6","1150","4","5","7","7","5.71","5.83","6","6"
"2013","66 and older","higher vocational","5.74","6","349","4","5","7","7","5.62","5.86","6","6"
"2013","66 and older","in school","","","","","","","","","","",""
"2013","66 and older","inadequately","4.86","5","47","2","4","6","7","4.37","5.35","5","6"
"2013","66 and older","middle vocational","5.75","6","2528","4","5","7","7","5.71","5.79","6","6"
"2013","66 and older","vocational + Abi","5.55","6","117","4","5","7","7","5.33","5.77","6","6"
"2014","16-34 y.","general elemantary","","","","","","","","","","",""
"2014","16-34 y.","higher education","","","","","","","","","","",""
"2014","16-34 y.","higher vocational","","","","","","","","","","",""
"2014","16-34 y.","in school","","","","","","","","","","",""
"2014","16-34 y.","inadequately","","","","","","","","","","",""
"2014","16-34 y.","middle vocational","","","","","","","","","","",""
"2014","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2014","35-65 y.","general elemantary","","","","","","","","","","",""
"2014","35-65 y.","higher education","","","","","","","","","","",""
"2014","35-65 y.","higher vocational","","","","","","","","","","",""
"2014","35-65 y.","in school","","","","","","","","","","",""
"2014","35-65 y.","inadequately","","","","","","","","","","",""
"2014","35-65 y.","middle vocational","","","","","","","","","","",""
"2014","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2014","66 and older","general elemantary","","","","","","","","","","",""
"2014","66 and older","higher education","","","","","","","","","","",""
"2014","66 and older","higher vocational","","","","","","","","","","",""
"2014","66 and older","in school","","","","","","","","","","",""
"2014","66 and older","inadequately","","","","","","","","","","",""
"2014","66 and older","middle vocational","","","","","","","","","","",""
"2014","66 and older","vocational + Abi","","","","","","","","","","",""
"2015","16-34 y.","general elemantary","","","","","","","","","","",""
"2015","16-34 y.","higher education","","","","","","","","","","",""
"2015","16-34 y.","higher vocational","","","","","","","","","","",""
"2015","16-34 y.","in school","","","","","","","","","","",""
"2015","16-34 y.","inadequately","","","","","","","","","","",""
"2015","16-34 y.","middle vocational","","","","","","","","","","",""
"2015","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2015","35-65 y.","general elemantary","","","","","","","","","","",""
"2015","35-65 y.","higher education","","","","","","","","","","",""
"2015","35-65 y.","higher vocational","","","","","","","","","","",""
"2015","35-65 y.","in school","","","","","","","","","","",""
"2015","35-65 y.","inadequately","","","","","","","","","","",""
"2015","35-65 y.","middle vocational","","","","","","","","","","",""
"2015","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2015","66 and older","general elemantary","","","","","","","","","","",""
"2015","66 and older","higher education","","","","","","","","","","",""
"2015","66 and older","higher vocational","","","","","","","","","","",""
"2015","66 and older","in school","","","","","","","","","","",""
"2015","66 and older","inadequately","","","","","","","","","","",""
"2015","66 and older","middle vocational","","","","","","","","","","",""
"2015","66 and older","vocational + Abi","","","","","","","","","","",""
"2016","16-34 y.","general elemantary","","","","","","","","","","",""
"2016","16-34 y.","higher education","","","","","","","","","","",""
"2016","16-34 y.","higher vocational","","","","","","","","","","",""
"2016","16-34 y.","in school","","","","","","","","","","",""
"2016","16-34 y.","inadequately","","","","","","","","","","",""
"2016","16-34 y.","middle vocational","","","","","","","","","","",""
"2016","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2016","35-65 y.","general elemantary","","","","","","","","","","",""
"2016","35-65 y.","higher education","","","","","","","","","","",""
"2016","35-65 y.","higher vocational","","","","","","","","","","",""
"2016","35-65 y.","in school","","","","","","","","","","",""
"2016","35-65 y.","inadequately","","","","","","","","","","",""
"2016","35-65 y.","middle vocational","","","","","","","","","","",""
"2016","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2016","66 and older","general elemantary","","","","","","","","","","",""
"2016","66 and older","higher education","","","","","","","","","","",""
"2016","66 and older","higher vocational","","","","","","","","","","",""
"2016","66 and older","in school","","","","","","","","","","",""
"2016","66 and older","inadequately","","","","","","","","","","",""
"2016","66 and older","middle vocational","","","","","","","","","","",""
"2016","66 and older","vocational + Abi","","","","","","","","","","",""
"2017","16-34 y.","general elemantary","5.59","6","1274","4","5","6","7","5.53","5.65","6","6"
"2017","16-34 y.","higher education","5.77","6","1278","5","5","6","7","5.72","5.82","6","6"
"2017","16-34 y.","higher vocational","5.72","6","128","4","5","6","7","5.56","5.88","6","6"
"2017","16-34 y.","in school","5.32","5","412","4","5","6","7","5.21","5.43","5","6"
"2017","16-34 y.","inadequately","5.7","6","607","4","5","7","7","5.61","5.79","6","7"
"2017","16-34 y.","middle vocational","5.74","6","2710","4","5","6","7","5.7","5.78","6","6"
"2017","16-34 y.","vocational + Abi","5.68","6","563","4","5","6","7","5.6","5.76","6","6"
"2017","35-65 y.","general elemantary","5.75","6","1378","4","5","7","7","5.69","5.81","6","6"
"2017","35-65 y.","higher education","5.75","6","4460","4","5","6","7","5.72","5.78","6","6"
"2017","35-65 y.","higher vocational","5.87","6","1068","5","5","7","7","5.81","5.93","6","6"
"2017","35-65 y.","in school","","","","","","","","","","",""
"2017","35-65 y.","inadequately","5.67","6","699","4","5","7","7","5.58","5.76","6","7"
"2017","35-65 y.","middle vocational","5.85","6","7280","4","5","7","7","5.83","5.87","6","6"
"2017","35-65 y.","vocational + Abi","5.77","6","1582","4","5","6","7","5.72","5.82","6","6"
"2017","66 and older","general elemantary","5.41","6","612","4","5","6","7","5.31","5.51","5","6"
"2017","66 and older","higher education","5.64","6","1268","4","5","6","7","5.58","5.7","6","6"
"2017","66 and older","higher vocational","5.7","6","345","4","5","6","7","5.58","5.82","6","6"
"2017","66 and older","in school","","","","","","","","","","",""
"2017","66 and older","inadequately","5.29","6","49","3","4","6","7","4.82","5.76","5","6"
"2017","66 and older","middle vocational","5.71","6","2555","4","5","7","7","5.67","5.75","6","6"
"2017","66 and older","vocational + Abi","5.6","6","139","4","5","7","7","5.39","5.81","6","6"
"2018","16-34 y.","general elemantary","","","","","","","","","","",""
"2018","16-34 y.","higher education","","","","","","","","","","",""
"2018","16-34 y.","higher vocational","","","","","","","","","","",""
"2018","16-34 y.","in school","","","","","","","","","","",""
"2018","16-34 y.","inadequately","","","","","","","","","","",""
"2018","16-34 y.","middle vocational","","","","","","","","","","",""
"2018","16-34 y.","vocational + Abi","","","","","","","","","","",""
"2018","35-65 y.","general elemantary","","","","","","","","","","",""
"2018","35-65 y.","higher education","","","","","","","","","","",""
"2018","35-65 y.","higher vocational","","","","","","","","","","",""
"2018","35-65 y.","in school","","","","","","","","","","",""
"2018","35-65 y.","inadequately","","","","","","","","","","",""
"2018","35-65 y.","middle vocational","","","","","","","","","","",""
"2018","35-65 y.","vocational + Abi","","","","","","","","","","",""
"2018","66 and older","general elemantary","","","","","","","","","","",""
"2018","66 and older","higher education","","","","","","","","","","",""
"2018","66 and older","higher vocational","","","","","","","","","","",""
"2018","66 and older","in school","","","","","","","","","","",""
"2018","66 and older","inadequately","","","","","","","","","","",""
"2018","66 and older","middle vocational","","","","","","","","","","",""
"2018","66 and older","vocational + Abi","","","","","","","","","","",""
"2019","16-34 y.","general elemantary","5.56","6","838","4","5","6","7","5.48","5.64","6","6"
"2019","16-34 y.","higher education","5.77","6","1007","5","5","6","7","5.71","5.83","6","6"
"2019","16-34 y.","higher vocational","5.83","6","135","4","5","7","7","5.66","6","6","6"
"2019","16-34 y.","in school","5.48","5","328","4","5","6","7","5.35","5.61","5","6"
"2019","16-34 y.","inadequately","5.45","6","104","4","5","6","7","5.2","5.7","5","6"
"2019","16-34 y.","middle vocational","5.69","6","2072","4","5","6","7","5.64","5.74","6","6"
"2019","16-34 y.","vocational + Abi","5.79","6","461","5","5","6","7","5.71","5.87","6","6"
"2019","35-65 y.","general elemantary","5.56","6","1011","4","5","6","7","5.49","5.63","6","6"
"2019","35-65 y.","higher education","5.8","6","4543","5","5","6","7","5.77","5.83","6","6"
"2019","35-65 y.","higher vocational","5.87","6","1138","5","5","7","7","5.81","5.93","6","6"
"2019","35-65 y.","in school","","","","","","","","","","",""
"2019","35-65 y.","inadequately","5.86","6","248","4","5","7","7","5.68","6.04","6","6"
"2019","35-65 y.","middle vocational","5.88","6","6448","5","5","7","7","5.85","5.91","6","6"
"2019","35-65 y.","vocational + Abi","5.81","6","1539","5","5","6","7","5.76","5.86","6","6"
"2019","66 and older","general elemantary","5.55","6","541","4","5","7","7","5.44","5.66","6","6"
"2019","66 and older","higher education","5.6","6","1451","4","5","6","7","5.54","5.66","6","6"
"2019","66 and older","higher vocational","5.53","6","388","4","5","6","7","5.41","5.65","6","6"
"2019","66 and older","in school","","","","","","","","","","",""
"2019","66 and older","inadequately","4.94","5","35","1","4","6","7","4.36","5.52","5","6"
"2019","66 and older","middle vocational","5.63","6","2569","4","5","7","7","5.58","5.68","6","6"
"2019","66 and older","vocational + Abi","5.44","6","165","4","5","7","7","5.22","5.66","6","6"
