"plb0219","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2005","(2c_voc) vocational maturity certificate","East Germany","15","","",""
"Yes, every 2 weeks","2005","(3a) lower tertiary education","West Germany","36","0.0669808838280025","0.0484485458884929","0.0855132217675121"
"Yes, every 2 weeks","2005","(3a) lower tertiary education","East Germany","31","0.103938741832938","0.072587483453568","0.135290000212309"
"Yes, every 2 weeks","2005","(3b) higher tertiary education","West Germany","95","0.0787218258808231","0.0644458171701508","0.0929978345914954"
"Yes, every 2 weeks","2005","(3b) higher tertiary education","East Germany","36","0.104260259852778","0.0744238962775585","0.134096623427998"
"Yes, every 3-4 weeks","2005","(0) in school","West Germany","2","","",""
"Yes, every 3-4 weeks","2005","(0) in school","East Germany","1","","",""
"Yes, every 3-4 weeks","2005","(1a) inadequately completed","West Germany","3","","",""
"Yes, every 3-4 weeks","2005","(1a) inadequately completed","East Germany","","","",""
"Yes, every 3-4 weeks","2005","(1b) general elementary school","West Germany","25","","",""
"Yes, every 3-4 weeks","2005","(1b) general elementary school","East Germany","1","","",""
"Yes, every 3-4 weeks","2005","(1c) basic vocational qualification","West Germany","100","0.0534959582300869","0.0441292505582525","0.0628626659019212"
"Yes, every 3-4 weeks","2005","(1c) basic vocational qualification","East Germany","10","","",""
"Yes, every 3-4 weeks","2005","(2b) intermediate general qualification","West Germany","8","","",""
"Yes, every 3-4 weeks","2005","(2b) intermediate general qualification","East Germany","4","","",""
"Yes, every 3-4 weeks","2005","(2a) intermediate vocational","West Germany","107","0.059024263032039","0.0487799249871456","0.0692686010769324"
"Yes, every 3-4 weeks","2005","(2a) intermediate vocational","East Germany","56","0.0715160334936333","0.0562113953787331","0.0868206716085335"
"Yes, every 3-4 weeks","2005","(2c_gen) general maturity certificate","West Germany","18","","",""
"Yes, every 3-4 weeks","2005","(2c_gen) general maturity certificate","East Germany","6","","",""
"Yes, every 3-4 weeks","2005","(2c_voc) vocational maturity certificate","West Germany","45","0.047393917350157","0.0333152339372688","0.0614726007630452"
"Yes, every 3-4 weeks","2005","(2c_voc) vocational maturity certificate","East Germany","5","","",""
"Yes, every 3-4 weeks","2005","(3a) lower tertiary education","West Germany","28","","",""
"Yes, every 3-4 weeks","2005","(3a) lower tertiary education","East Germany","18","","",""
"Yes, every 3-4 weeks","2005","(3b) higher tertiary education","West Germany","91","0.0686368901886547","0.0552338861374406","0.0820398942398688"
"Yes, every 3-4 weeks","2005","(3b) higher tertiary education","East Germany","30","0.0789958241805842","0.0526611205700223","0.105330527791146"
"Rarely","2005","(0) in school","West Germany","4","","",""
"Rarely","2005","(0) in school","East Germany","1","","",""
"Rarely","2005","(1a) inadequately completed","West Germany","6","","",""
"Rarely","2005","(1a) inadequately completed","East Germany","2","","",""
"Rarely","2005","(1b) general elementary school","West Germany","48","0.0874261793809238","0.0634016115954725","0.111450747166375"
"Rarely","2005","(1b) general elementary school","East Germany","4","","",""
"Rarely","2005","(1c) basic vocational qualification","West Germany","345","0.150561115705226","0.13567478285248","0.165447448557972"
"Rarely","2005","(1c) basic vocational qualification","East Germany","27","","",""
"Rarely","2005","(2b) intermediate general qualification","West Germany","16","","",""
"Rarely","2005","(2b) intermediate general qualification","East Germany","9","","",""
"Rarely","2005","(2a) intermediate vocational","West Germany","351","0.175894609000674","0.159344645369139","0.192444572632209"
"Rarely","2005","(2a) intermediate vocational","East Germany","219","0.197588997471144","0.173939932876398","0.22123806206589"
"Rarely","2005","(2c_gen) general maturity certificate","West Germany","34","0.127724766397452","0.0896999991040158","0.165749533690888"
"Rarely","2005","(2c_gen) general maturity certificate","East Germany","11","","",""
"Rarely","2005","(2c_voc) vocational maturity certificate","West Germany","173","0.186217752229092","0.160424345264442","0.212011159193742"
"Rarely","2005","(2c_voc) vocational maturity certificate","East Germany","22","","",""
"Rarely","2005","(3a) lower tertiary education","West Germany","193","0.28547107700892","0.251989919312254","0.318952234705585"
"Rarely","2005","(3a) lower tertiary education","East Germany","66","0.142475516167543","0.106567552003036","0.178383480332049"
"Rarely","2005","(3b) higher tertiary education","West Germany","325","0.257345255461184","0.23417048738428","0.280520023538088"
"Rarely","2005","(3b) higher tertiary education","East Germany","102","0.298952318440172","0.254256148504391","0.343648488375953"
"No, never","2006","(0) in school","West Germany","","","",""
"No, never","2006","(0) in school","East Germany","","","",""
"No, never","2006","(1a) inadequately completed","West Germany","","","",""
"No, never","2006","(1a) inadequately completed","East Germany","","","",""
"No, never","2006","(1b) general elementary school","West Germany","","","",""
"No, never","2006","(1b) general elementary school","East Germany","","","",""
"No, never","2006","(1c) basic vocational qualification","West Germany","","","",""
"No, never","2006","(1c) basic vocational qualification","East Germany","","","",""
"No, never","2006","(2b) intermediate general qualification","West Germany","","","",""
"No, never","2006","(2b) intermediate general qualification","East Germany","","","",""
"No, never","2006","(2a) intermediate vocational","West Germany","","","",""
"No, never","2006","(2a) intermediate vocational","East Germany","","","",""
"No, never","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"No, never","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"No, never","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"No, never","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"No, never","2006","(3a) lower tertiary education","West Germany","","","",""
"No, never","2006","(3a) lower tertiary education","East Germany","","","",""
"No, never","2006","(3b) higher tertiary education","West Germany","","","",""
"No, never","2006","(3b) higher tertiary education","East Germany","","","",""
"Yes, every week","2006","(0) in school","West Germany","","","",""
"Yes, every week","2006","(0) in school","East Germany","","","",""
"Yes, every week","2006","(1a) inadequately completed","West Germany","","","",""
"Yes, every week","2006","(1a) inadequately completed","East Germany","","","",""
"Yes, every week","2006","(1b) general elementary school","West Germany","","","",""
"Yes, every week","2006","(1b) general elementary school","East Germany","","","",""
"Yes, every week","2006","(1c) basic vocational qualification","West Germany","","","",""
"Yes, every week","2006","(1c) basic vocational qualification","East Germany","","","",""
"Yes, every week","2006","(2b) intermediate general qualification","West Germany","","","",""
"Yes, every week","2006","(2b) intermediate general qualification","East Germany","","","",""
"Yes, every week","2006","(2a) intermediate vocational","West Germany","","","",""
"Yes, every week","2006","(2a) intermediate vocational","East Germany","","","",""
"Yes, every week","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes, every week","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes, every week","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes, every week","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes, every week","2006","(3a) lower tertiary education","West Germany","","","",""
"Yes, every week","2006","(3a) lower tertiary education","East Germany","","","",""
"Yes, every week","2006","(3b) higher tertiary education","West Germany","","","",""
"Yes, every week","2006","(3b) higher tertiary education","East Germany","","","",""
"Yes, every 2 weeks","2006","(0) in school","West Germany","","","",""
"Yes, every 2 weeks","2006","(0) in school","East Germany","","","",""
"Yes, every 2 weeks","2006","(1a) inadequately completed","West Germany","","","",""
"Yes, every 2 weeks","2006","(1a) inadequately completed","East Germany","","","",""
"Yes, every 2 weeks","2006","(1b) general elementary school","West Germany","","","",""
"Yes, every 2 weeks","2006","(1b) general elementary school","East Germany","","","",""
"Yes, every 2 weeks","2006","(1c) basic vocational qualification","West Germany","","","",""
"Yes, every 2 weeks","2006","(1c) basic vocational qualification","East Germany","","","",""
"Yes, every 2 weeks","2006","(2b) intermediate general qualification","West Germany","","","",""
"Yes, every 2 weeks","2006","(2b) intermediate general qualification","East Germany","","","",""
"Yes, every 2 weeks","2006","(2a) intermediate vocational","West Germany","","","",""
"Yes, every 2 weeks","2006","(2a) intermediate vocational","East Germany","","","",""
"Yes, every 2 weeks","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes, every 2 weeks","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes, every 2 weeks","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes, every 2 weeks","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes, every 2 weeks","2006","(3a) lower tertiary education","West Germany","","","",""
"Yes, every 2 weeks","2006","(3a) lower tertiary education","East Germany","","","",""
"Yes, every 2 weeks","2006","(3b) higher tertiary education","West Germany","","","",""
"Yes, every 2 weeks","2006","(3b) higher tertiary education","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(0) in school","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(0) in school","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(1a) inadequately completed","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(1a) inadequately completed","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(1b) general elementary school","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(1b) general elementary school","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(1c) basic vocational qualification","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(1c) basic vocational qualification","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(2b) intermediate general qualification","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(2b) intermediate general qualification","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(2a) intermediate vocational","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(2a) intermediate vocational","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(3a) lower tertiary education","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(3a) lower tertiary education","East Germany","","","",""
"Yes, every 3-4 weeks","2006","(3b) higher tertiary education","West Germany","","","",""
"Yes, every 3-4 weeks","2006","(3b) higher tertiary education","East Germany","","","",""
"Rarely","2006","(0) in school","West Germany","","","",""
"Rarely","2006","(0) in school","East Germany","","","",""
"Rarely","2006","(1a) inadequately completed","West Germany","","","",""
"Rarely","2006","(1a) inadequately completed","East Germany","","","",""
"Rarely","2006","(1b) general elementary school","West Germany","","","",""
"Rarely","2006","(1b) general elementary school","East Germany","","","",""
"Rarely","2006","(1c) basic vocational qualification","West Germany","","","",""
"Rarely","2006","(1c) basic vocational qualification","East Germany","","","",""
"Rarely","2006","(2b) intermediate general qualification","West Germany","","","",""
"Rarely","2006","(2b) intermediate general qualification","East Germany","","","",""
"Rarely","2006","(2a) intermediate vocational","West Germany","","","",""
"Rarely","2006","(2a) intermediate vocational","East Germany","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Rarely","2006","(3a) lower tertiary education","West Germany","","","",""
"Rarely","2006","(3a) lower tertiary education","East Germany","","","",""
"Rarely","2006","(3b) higher tertiary education","West Germany","","","",""
"Rarely","2006","(3b) higher tertiary education","East Germany","","","",""
"No, never","2007","(0) in school","West Germany","14","","",""
"No, never","2007","(0) in school","East Germany","2","","",""
"No, never","2007","(1a) inadequately completed","West Germany","39","0.750813071659524","0.64044317749786","0.861182965821189"
"No, never","2007","(1a) inadequately completed","East Germany","2","","",""
"No, never","2007","(1b) general elementary school","West Germany","333","0.715913859872228","0.674656906293064","0.757170813451393"
"No, never","2007","(1b) general elementary school","East Germany","27","","",""
"No, never","2007","(1c) basic vocational qualification","West Germany","1503","0.669781401010783","0.650249015402738","0.689313786618828"
"No, never","2007","(1c) basic vocational qualification","East Germany","105","0.599472613351268","0.526873745381553","0.672071481320984"
"No, never","2007","(2b) intermediate general qualification","West Germany","124","0.612048035202429","0.544683426072584","0.679412644332274"
"No, never","2007","(2b) intermediate general qualification","East Germany","44","0.574583277856649","0.456198882747907","0.69296767296539"
"No, never","2007","(2a) intermediate vocational","West Germany","1327","0.625381207316115","0.604519972237169","0.646242442395061"
"No, never","2007","(2a) intermediate vocational","East Germany","677","0.539366115534219","0.51059523140685","0.568136999661588"
"No, never","2007","(2c_gen) general maturity certificate","West Germany","199","0.646005672391158","0.592160955980081","0.699850388802235"
"No, never","2007","(2c_gen) general maturity certificate","East Germany","42","0.542482093150238","0.424932725416773","0.660031460883703"
"No, never","2007","(2c_voc) vocational maturity certificate","West Germany","575","0.625337335103302","0.593801728476158","0.656872941730445"
"No, never","2007","(2c_voc) vocational maturity certificate","East Germany","87","0.549931208045154","0.472357744860659","0.627504671229648"
"No, never","2007","(3a) lower tertiary education","West Germany","436","0.563051584587279","0.527144075373968","0.59895909380059"
"No, never","2007","(3a) lower tertiary education","East Germany","213","0.573172280217124","0.521792529876934","0.624552030557315"
"No, never","2007","(3b) higher tertiary education","West Germany","654","0.422219809723567","0.396718250955252","0.447721368491882"
"No, never","2007","(3b) higher tertiary education","East Germany","201","0.463820485108477","0.416184284587884","0.511456685629069"
"Yes, every week","2007","(0) in school","West Germany","1","","",""
"Yes, every week","2007","(0) in school","East Germany","1","","",""
"Yes, every week","2007","(1a) inadequately completed","West Germany","3","","",""
"Yes, every week","2007","(1a) inadequately completed","East Germany","","","",""
"Yes, every week","2007","(1b) general elementary school","West Germany","24","","",""
"Yes, every week","2007","(1b) general elementary school","East Germany","4","","",""
"Yes, every week","2007","(1c) basic vocational qualification","West Germany","117","0.0525850454486931","0.0433148428194568","0.0618552480779293"
"Yes, every week","2007","(1c) basic vocational qualification","East Germany","13","","",""
"Yes, every week","2007","(2b) intermediate general qualification","West Germany","12","","",""
"Yes, every week","2007","(2b) intermediate general qualification","East Germany","4","","",""
"Yes, every week","2007","(2a) intermediate vocational","West Germany","98","0.0508796576922368","0.0414084457526036","0.06035086963187"
"Yes, every week","2007","(2a) intermediate vocational","East Germany","61","0.0568693713930568","0.0435016133635495","0.070237129422564"
"Yes, every week","2007","(2c_gen) general maturity certificate","West Germany","24","","",""
"Yes, every week","2007","(2c_gen) general maturity certificate","East Germany","2","","",""
"Yes, every week","2007","(2c_voc) vocational maturity certificate","West Germany","46","0.0437717302794749","0.0304426111927474","0.0571008493662024"
"Yes, every week","2007","(2c_voc) vocational maturity certificate","East Germany","7","","",""
"Yes, every week","2007","(3a) lower tertiary education","West Germany","33","0.0446851723445256","0.0297279454543903","0.0596423992346609"
"Yes, every week","2007","(3a) lower tertiary education","East Germany","17","","",""
"Yes, every week","2007","(3b) higher tertiary education","West Germany","206","0.129227215898045","0.111907310405144","0.146547121390945"
"Yes, every week","2007","(3b) higher tertiary education","East Germany","42","0.105029459576843","0.0757429929016154","0.134315926252071"
"Yes, every 2 weeks","2007","(0) in school","West Germany","5","","",""
"Yes, every 2 weeks","2007","(0) in school","East Germany","","","",""
"Yes, every 2 weeks","2007","(1a) inadequately completed","West Germany","7","","",""
"Yes, every 2 weeks","2007","(1a) inadequately completed","East Germany","","","",""
"Yes, every 2 weeks","2007","(1b) general elementary school","West Germany","30","0.0882597607136617","0.062308486754872","0.114211034672451"
"Yes, every 2 weeks","2007","(1b) general elementary school","East Germany","5","","",""
"Yes, every 2 weeks","2007","(1c) basic vocational qualification","West Germany","162","0.0753116587785893","0.0643515016571581","0.0862718159000204"
"Yes, every 2 weeks","2007","(1c) basic vocational qualification","East Germany","23","","",""
"Yes, every 2 weeks","2007","(2b) intermediate general qualification","West Germany","21","","",""
"Yes, every 2 weeks","2007","(2b) intermediate general qualification","East Germany","9","","",""
"Yes, every 2 weeks","2007","(2a) intermediate vocational","West Germany","169","0.089175402174932","0.0768921678328222","0.101458636517042"
"Yes, every 2 weeks","2007","(2a) intermediate vocational","East Germany","150","0.15184651248852","0.131132078335912","0.172560946641128"
"Yes, every 2 weeks","2007","(2c_gen) general maturity certificate","West Germany","25","","",""
"Yes, every 2 weeks","2007","(2c_gen) general maturity certificate","East Germany","5","","",""
"Yes, every 2 weeks","2007","(2c_voc) vocational maturity certificate","West Germany","85","0.11208432759613","0.0915310017408528","0.132637653451408"
"Yes, every 2 weeks","2007","(2c_voc) vocational maturity certificate","East Germany","18","","",""
"Yes, every 2 weeks","2007","(3a) lower tertiary education","West Germany","38","0.0593011202648474","0.0422028228939935","0.0763994176357013"
"Yes, every 2 weeks","2007","(3a) lower tertiary education","East Germany","36","0.110547970987367","0.077974822049759","0.143121119924974"
"Yes, every 2 weeks","2007","(3b) higher tertiary education","West Germany","111","0.0817287622085152","0.0675842149142446","0.0958733095027858"
"Yes, every 2 weeks","2007","(3b) higher tertiary education","East Germany","31","0.0858555581252451","0.0590947846073927","0.112616331643097"
"Yes, every 3-4 weeks","2007","(0) in school","West Germany","1","","",""
"Yes, every 3-4 weeks","2007","(0) in school","East Germany","1","","",""
"Yes, every 3-4 weeks","2007","(1a) inadequately completed","West Germany","3","","",""
"Yes, every 3-4 weeks","2007","(1a) inadequately completed","East Germany","","","",""
"Yes, every 3-4 weeks","2007","(1b) general elementary school","West Germany","22","","",""
"Yes, every 3-4 weeks","2007","(1b) general elementary school","East Germany","1","","",""
"Yes, every 3-4 weeks","2007","(1c) basic vocational qualification","West Germany","94","0.0426746001183327","0.034279951861314","0.0510692483753515"
"Yes, every 3-4 weeks","2007","(1c) basic vocational qualification","East Germany","11","","",""
"Yes, every 3-4 weeks","2007","(2b) intermediate general qualification","West Germany","15","","",""
"Yes, every 3-4 weeks","2007","(2b) intermediate general qualification","East Germany","5","","",""
"Yes, every 3-4 weeks","2007","(2a) intermediate vocational","West Germany","116","0.0597842915979978","0.0495659570126124","0.0700026261833831"
"Yes, every 3-4 weeks","2007","(2a) intermediate vocational","East Germany","52","0.0580775984259889","0.0445772391882226","0.0715779576637552"
"Yes, every 3-4 weeks","2007","(2c_gen) general maturity certificate","West Germany","15","","",""
"Yes, every 3-4 weeks","2007","(2c_gen) general maturity certificate","East Germany","4","","",""
"Yes, every 3-4 weeks","2007","(2c_voc) vocational maturity certificate","West Germany","46","0.0625370800175686","0.0467620697538037","0.0783120902813335"
"Yes, every 3-4 weeks","2007","(2c_voc) vocational maturity certificate","East Germany","12","","",""
"Yes, every 3-4 weeks","2007","(3a) lower tertiary education","West Germany","36","0.0527989495889202","0.0366095839988765","0.068988315178964"
"Yes, every 3-4 weeks","2007","(3a) lower tertiary education","East Germany","15","","",""
"Yes, every 3-4 weeks","2007","(3b) higher tertiary education","West Germany","100","0.0814742962469692","0.0673498293045509","0.0955987631893875"
"Yes, every 3-4 weeks","2007","(3b) higher tertiary education","East Germany","36","0.080067198426052","0.0541425776828802","0.105991819169224"
"Rarely","2007","(0) in school","West Germany","2","","",""
"Rarely","2007","(0) in school","East Germany","","","",""
"Rarely","2007","(1a) inadequately completed","West Germany","7","","",""
"Rarely","2007","(1a) inadequately completed","East Germany","3","","",""
"Rarely","2007","(1b) general elementary school","West Germany","50","0.108479112098928","0.0800292234691644","0.136929000728692"
"Rarely","2007","(1b) general elementary school","East Germany","2","","",""
"Rarely","2007","(1c) basic vocational qualification","West Germany","351","0.159647294643602","0.14443483057318","0.174859758714024"
"Rarely","2007","(1c) basic vocational qualification","East Germany","23","","",""
"Rarely","2007","(2b) intermediate general qualification","West Germany","29","","",""
"Rarely","2007","(2b) intermediate general qualification","East Germany","5","","",""
"Rarely","2007","(2a) intermediate vocational","West Germany","358","0.174779441218718","0.158411162310924","0.191147720126513"
"Rarely","2007","(2a) intermediate vocational","East Germany","213","0.193840402158215","0.171023004940506","0.216657799375924"
"Rarely","2007","(2c_gen) general maturity certificate","West Germany","40","0.130155984671713","0.092269916384666","0.16804205295876"
"Rarely","2007","(2c_gen) general maturity certificate","East Germany","16","","",""
"Rarely","2007","(2c_voc) vocational maturity certificate","West Germany","153","0.156269527003524","0.132612355537539","0.17992669846951"
"Rarely","2007","(2c_voc) vocational maturity certificate","East Germany","34","0.241011042381459","0.174321805660437","0.307700279102481"
"Rarely","2007","(3a) lower tertiary education","West Germany","190","0.280163173214428","0.247653046800174","0.312673299628682"
"Rarely","2007","(3a) lower tertiary education","East Germany","75","0.217052689155264","0.174230196271911","0.259875182038618"
"Rarely","2007","(3b) higher tertiary education","West Germany","370","0.285349915922904","0.262034041926285","0.308665789919522"
"Rarely","2007","(3b) higher tertiary education","East Germany","111","0.265227298763383","0.22305836106769","0.307396236459076"
"No, never","2008","(0) in school","West Germany","","","",""
"No, never","2008","(0) in school","East Germany","","","",""
"No, never","2008","(1a) inadequately completed","West Germany","","","",""
"No, never","2008","(1a) inadequately completed","East Germany","","","",""
"No, never","2008","(1b) general elementary school","West Germany","","","",""
"No, never","2008","(1b) general elementary school","East Germany","","","",""
"No, never","2008","(1c) basic vocational qualification","West Germany","","","",""
"No, never","2008","(1c) basic vocational qualification","East Germany","","","",""
"No, never","2008","(2b) intermediate general qualification","West Germany","","","",""
"No, never","2008","(2b) intermediate general qualification","East Germany","","","",""
"No, never","2008","(2a) intermediate vocational","West Germany","","","",""
"No, never","2008","(2a) intermediate vocational","East Germany","","","",""
"No, never","2008","(2c_gen) general maturity certificate","West Germany","","","",""
"No, never","2008","(2c_gen) general maturity certificate","East Germany","","","",""
"No, never","2008","(2c_voc) vocational maturity certificate","West Germany","","","",""
"No, never","2008","(2c_voc) vocational maturity certificate","East Germany","","","",""
"No, never","2008","(3a) lower tertiary education","West Germany","","","",""
"No, never","2008","(3a) lower tertiary education","East Germany","","","",""
"No, never","2008","(3b) higher tertiary education","West Germany","","","",""
"No, never","2008","(3b) higher tertiary education","East Germany","","","",""
"Yes, every week","2008","(0) in school","West Germany","","","",""
"Yes, every week","2008","(0) in school","East Germany","","","",""
"Yes, every week","2008","(1a) inadequately completed","West Germany","","","",""
"Yes, every week","2008","(1a) inadequately completed","East Germany","","","",""
"Yes, every week","2008","(1b) general elementary school","West Germany","","","",""
"Yes, every week","2008","(1b) general elementary school","East Germany","","","",""
"Yes, every week","2008","(1c) basic vocational qualification","West Germany","","","",""
"Yes, every week","2008","(1c) basic vocational qualification","East Germany","","","",""
"Yes, every week","2008","(2b) intermediate general qualification","West Germany","","","",""
"Yes, every week","2008","(2b) intermediate general qualification","East Germany","","","",""
"Yes, every week","2008","(2a) intermediate vocational","West Germany","","","",""
"Yes, every week","2008","(2a) intermediate vocational","East Germany","","","",""
"Yes, every week","2008","(2c_gen) general maturity certificate","West Germany","","","",""
"Yes, every week","2008","(2c_gen) general maturity certificate","East Germany","","","",""
"Yes, every week","2008","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Yes, every week","2008","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Yes, every week","2008","(3a) lower tertiary education","West Germany","","","",""
"Yes, every week","2008","(3a) lower tertiary education","East Germany","","","",""
"Yes, every week","2008","(3b) higher tertiary education","West Germany","","","",""
