"plb0219","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2005","(2c_gen) general maturity certificate","Female","22","","",""
"Yes, every 2 weeks","2005","(2c_voc) vocational maturity certificate","Male","38","0.075622208050919","0.051795340582995","0.099449075518843"
"Yes, every 2 weeks","2005","(2c_voc) vocational maturity certificate","Female","38","0.0904301824739169","0.0661052195826795","0.114755145365154"
"Yes, every 2 weeks","2005","(3a) lower tertiary education","Male","33","0.0855457742865824","0.0625241040962034","0.108567444476961"
"Yes, every 2 weeks","2005","(3a) lower tertiary education","Female","34","0.0624987645041726","0.0411963469464708","0.0838011820618745"
"Yes, every 2 weeks","2005","(3b) higher tertiary education","Male","79","0.0779649637471285","0.0616777731389541","0.0942521543553029"
"Yes, every 2 weeks","2005","(3b) higher tertiary education","Female","52","0.0901734308807035","0.0693811117962462","0.110965749965161"
"Yes, every 3-4 weeks","2005","(0) in school","Male","1","","",""
"Yes, every 3-4 weeks","2005","(0) in school","Female","2","","",""
"Yes, every 3-4 weeks","2005","(1a) inadequately completed","Male","3","","",""
"Yes, every 3-4 weeks","2005","(1a) inadequately completed","Female","","","",""
"Yes, every 3-4 weeks","2005","(1b) general elementary school","Male","13","","",""
"Yes, every 3-4 weeks","2005","(1b) general elementary school","Female","13","","",""
"Yes, every 3-4 weeks","2005","(1c) basic vocational qualification","Male","77","0.0520785187307522","0.0407010729963214","0.063455964465183"
"Yes, every 3-4 weeks","2005","(1c) basic vocational qualification","Female","33","0.0552345834497984","0.0405608445939133","0.0699083223056835"
"Yes, every 3-4 weeks","2005","(2b) intermediate general qualification","Male","6","","",""
"Yes, every 3-4 weeks","2005","(2b) intermediate general qualification","Female","6","","",""
"Yes, every 3-4 weeks","2005","(2a) intermediate vocational","Male","84","0.0644427429871405","0.0519878390571624","0.0768976469171186"
"Yes, every 3-4 weeks","2005","(2a) intermediate vocational","Female","79","0.0606881088169873","0.0490938160892312","0.0722824015447435"
"Yes, every 3-4 weeks","2005","(2c_gen) general maturity certificate","Male","17","","",""
"Yes, every 3-4 weeks","2005","(2c_gen) general maturity certificate","Female","7","","",""
"Yes, every 3-4 weeks","2005","(2c_voc) vocational maturity certificate","Male","28","","",""
"Yes, every 3-4 weeks","2005","(2c_voc) vocational maturity certificate","Female","22","","",""
"Yes, every 3-4 weeks","2005","(3a) lower tertiary education","Male","30","0.0661374300409092","0.0456813834783916","0.0865934766034268"
"Yes, every 3-4 weeks","2005","(3a) lower tertiary education","Female","16","","",""
"Yes, every 3-4 weeks","2005","(3b) higher tertiary education","Male","85","0.0919308217629193","0.0743793813115418","0.109482262214297"
"Yes, every 3-4 weeks","2005","(3b) higher tertiary education","Female","36","0.0382378496157683","0.0243170270465953","0.0521586721849413"
"Rarely","2005","(0) in school","Male","2","","",""
"Rarely","2005","(0) in school","Female","3","","",""
"Rarely","2005","(1a) inadequately completed","Male","6","","",""
"Rarely","2005","(1a) inadequately completed","Female","2","","",""
"Rarely","2005","(1b) general elementary school","Male","30","0.112803411591526","0.0747147069607848","0.150892116222266"
"Rarely","2005","(1b) general elementary school","Female","22","","",""
"Rarely","2005","(1c) basic vocational qualification","Male","282","0.18973609070576","0.169658227069475","0.209813954342046"
"Rarely","2005","(1c) basic vocational qualification","Female","90","0.086711356423588","0.0686348179774839","0.104787894869692"
"Rarely","2005","(2b) intermediate general qualification","Male","12","","",""
"Rarely","2005","(2b) intermediate general qualification","Female","13","","",""
"Rarely","2005","(2a) intermediate vocational","Male","398","0.264075027782197","0.241713646628405","0.286436408935988"
"Rarely","2005","(2a) intermediate vocational","Female","172","0.0958419911339843","0.0815468769238354","0.110137105344133"
"Rarely","2005","(2c_gen) general maturity certificate","Male","30","0.157839554356125","0.105998164847682","0.209680943864567"
"Rarely","2005","(2c_gen) general maturity certificate","Female","15","","",""
"Rarely","2005","(2c_voc) vocational maturity certificate","Male","124","0.258458753567259","0.219005683866017","0.297911823268501"
"Rarely","2005","(2c_voc) vocational maturity certificate","Female","71","0.113419759290154","0.0865241834480997","0.140315335132209"
"Rarely","2005","(3a) lower tertiary education","Male","168","0.307871570997365","0.269875849163744","0.345867292830985"
"Rarely","2005","(3a) lower tertiary education","Female","91","0.166238219599382","0.133474463531942","0.199001975666822"
"Rarely","2005","(3b) higher tertiary education","Male","284","0.315476656445791","0.287247332829633","0.343705980061948"
"Rarely","2005","(3b) higher tertiary education","Female","143","0.187854261623118","0.159500424669966","0.216208098576269"
"No, never","2006","(0) in school","Male","","","",""
"No, never","2006","(0) in school","Female","","","",""
"No, never","2006","(1a) inadequately completed","Male","","","",""
"No, never","2006","(1a) inadequately completed","Female","","","",""
"No, never","2006","(1b) general elementary school","Male","","","",""
"No, never","2006","(1b) general elementary school","Female","","","",""
"No, never","2006","(1c) basic vocational qualification","Male","","","",""
"No, never","2006","(1c) basic vocational qualification","Female","","","",""
"No, never","2006","(2b) intermediate general qualification","Male","","","",""
"No, never","2006","(2b) intermediate general qualification","Female","","","",""
"No, never","2006","(2a) intermediate vocational","Male","","","",""
"No, never","2006","(2a) intermediate vocational","Female","","","",""
"No, never","2006","(2c_gen) general maturity certificate","Male","","","",""
"No, never","2006","(2c_gen) general maturity certificate","Female","","","",""
"No, never","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"No, never","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"No, never","2006","(3a) lower tertiary education","Male","","","",""
"No, never","2006","(3a) lower tertiary education","Female","","","",""
"No, never","2006","(3b) higher tertiary education","Male","","","",""
"No, never","2006","(3b) higher tertiary education","Female","","","",""
"Yes, every week","2006","(0) in school","Male","","","",""
"Yes, every week","2006","(0) in school","Female","","","",""
"Yes, every week","2006","(1a) inadequately completed","Male","","","",""
"Yes, every week","2006","(1a) inadequately completed","Female","","","",""
"Yes, every week","2006","(1b) general elementary school","Male","","","",""
"Yes, every week","2006","(1b) general elementary school","Female","","","",""
"Yes, every week","2006","(1c) basic vocational qualification","Male","","","",""
"Yes, every week","2006","(1c) basic vocational qualification","Female","","","",""
"Yes, every week","2006","(2b) intermediate general qualification","Male","","","",""
"Yes, every week","2006","(2b) intermediate general qualification","Female","","","",""
"Yes, every week","2006","(2a) intermediate vocational","Male","","","",""
"Yes, every week","2006","(2a) intermediate vocational","Female","","","",""
"Yes, every week","2006","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every week","2006","(2c_gen) general maturity certificate","Female","","","",""
"Yes, every week","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every week","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every week","2006","(3a) lower tertiary education","Male","","","",""
"Yes, every week","2006","(3a) lower tertiary education","Female","","","",""
"Yes, every week","2006","(3b) higher tertiary education","Male","","","",""
"Yes, every week","2006","(3b) higher tertiary education","Female","","","",""
"Yes, every 2 weeks","2006","(0) in school","Male","","","",""
"Yes, every 2 weeks","2006","(0) in school","Female","","","",""
"Yes, every 2 weeks","2006","(1a) inadequately completed","Male","","","",""
"Yes, every 2 weeks","2006","(1a) inadequately completed","Female","","","",""
"Yes, every 2 weeks","2006","(1b) general elementary school","Male","","","",""
"Yes, every 2 weeks","2006","(1b) general elementary school","Female","","","",""
"Yes, every 2 weeks","2006","(1c) basic vocational qualification","Male","","","",""
"Yes, every 2 weeks","2006","(1c) basic vocational qualification","Female","","","",""
"Yes, every 2 weeks","2006","(2b) intermediate general qualification","Male","","","",""
"Yes, every 2 weeks","2006","(2b) intermediate general qualification","Female","","","",""
"Yes, every 2 weeks","2006","(2a) intermediate vocational","Male","","","",""
"Yes, every 2 weeks","2006","(2a) intermediate vocational","Female","","","",""
"Yes, every 2 weeks","2006","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every 2 weeks","2006","(2c_gen) general maturity certificate","Female","","","",""
"Yes, every 2 weeks","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every 2 weeks","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every 2 weeks","2006","(3a) lower tertiary education","Male","","","",""
"Yes, every 2 weeks","2006","(3a) lower tertiary education","Female","","","",""
"Yes, every 2 weeks","2006","(3b) higher tertiary education","Male","","","",""
"Yes, every 2 weeks","2006","(3b) higher tertiary education","Female","","","",""
"Yes, every 3-4 weeks","2006","(0) in school","Male","","","",""
"Yes, every 3-4 weeks","2006","(0) in school","Female","","","",""
"Yes, every 3-4 weeks","2006","(1a) inadequately completed","Male","","","",""
"Yes, every 3-4 weeks","2006","(1a) inadequately completed","Female","","","",""
"Yes, every 3-4 weeks","2006","(1b) general elementary school","Male","","","",""
"Yes, every 3-4 weeks","2006","(1b) general elementary school","Female","","","",""
"Yes, every 3-4 weeks","2006","(1c) basic vocational qualification","Male","","","",""
"Yes, every 3-4 weeks","2006","(1c) basic vocational qualification","Female","","","",""
"Yes, every 3-4 weeks","2006","(2b) intermediate general qualification","Male","","","",""
"Yes, every 3-4 weeks","2006","(2b) intermediate general qualification","Female","","","",""
"Yes, every 3-4 weeks","2006","(2a) intermediate vocational","Male","","","",""
"Yes, every 3-4 weeks","2006","(2a) intermediate vocational","Female","","","",""
"Yes, every 3-4 weeks","2006","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every 3-4 weeks","2006","(2c_gen) general maturity certificate","Female","","","",""
"Yes, every 3-4 weeks","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every 3-4 weeks","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every 3-4 weeks","2006","(3a) lower tertiary education","Male","","","",""
"Yes, every 3-4 weeks","2006","(3a) lower tertiary education","Female","","","",""
"Yes, every 3-4 weeks","2006","(3b) higher tertiary education","Male","","","",""
"Yes, every 3-4 weeks","2006","(3b) higher tertiary education","Female","","","",""
"Rarely","2006","(0) in school","Male","","","",""
"Rarely","2006","(0) in school","Female","","","",""
"Rarely","2006","(1a) inadequately completed","Male","","","",""
"Rarely","2006","(1a) inadequately completed","Female","","","",""
"Rarely","2006","(1b) general elementary school","Male","","","",""
"Rarely","2006","(1b) general elementary school","Female","","","",""
"Rarely","2006","(1c) basic vocational qualification","Male","","","",""
"Rarely","2006","(1c) basic vocational qualification","Female","","","",""
"Rarely","2006","(2b) intermediate general qualification","Male","","","",""
"Rarely","2006","(2b) intermediate general qualification","Female","","","",""
"Rarely","2006","(2a) intermediate vocational","Male","","","",""
"Rarely","2006","(2a) intermediate vocational","Female","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","Male","","","",""
"Rarely","2006","(2c_gen) general maturity certificate","Female","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","Male","","","",""
"Rarely","2006","(2c_voc) vocational maturity certificate","Female","","","",""
"Rarely","2006","(3a) lower tertiary education","Male","","","",""
"Rarely","2006","(3a) lower tertiary education","Female","","","",""
"Rarely","2006","(3b) higher tertiary education","Male","","","",""
"Rarely","2006","(3b) higher tertiary education","Female","","","",""
"No, never","2007","(0) in school","Male","8","","",""
"No, never","2007","(0) in school","Female","8","","",""
"No, never","2007","(1a) inadequately completed","Male","21","","",""
"No, never","2007","(1a) inadequately completed","Female","20","","",""
"No, never","2007","(1b) general elementary school","Male","166","0.676088946810457","0.617129254280797","0.735048639340118"
"No, never","2007","(1b) general elementary school","Female","194","0.761822865830474","0.709642737494448","0.814002994166501"
"No, never","2007","(1c) basic vocational qualification","Male","938","0.647750687258145","0.623431278764605","0.672070095751685"
"No, never","2007","(1c) basic vocational qualification","Female","670","0.696274161974595","0.666558515257014","0.725989808692176"
"No, never","2007","(2b) intermediate general qualification","Male","91","0.602873592756526","0.518762373421815","0.686984812091236"
"No, never","2007","(2b) intermediate general qualification","Female","77","0.608723526347477","0.527298021634931","0.690149031060023"
"No, never","2007","(2a) intermediate vocational","Male","821","0.524229857321528","0.499148120440411","0.549311594202646"
"No, never","2007","(2a) intermediate vocational","Female","1183","0.677074815241424","0.654834110922111","0.699315519560737"
"No, never","2007","(2c_gen) general maturity certificate","Male","115","0.658333204920691","0.589991392192455","0.726675017648928"
"No, never","2007","(2c_gen) general maturity certificate","Female","126","0.608270488121428","0.538307426456681","0.678233549786174"
"No, never","2007","(2c_voc) vocational maturity certificate","Male","278","0.567140240420818","0.523225279573772","0.611055201267864"
"No, never","2007","(2c_voc) vocational maturity certificate","Female","384","0.661045461207913","0.62232161064218","0.699769311773646"
"No, never","2007","(3a) lower tertiary education","Male","310","0.508078484218235","0.467108727245061","0.549048241191409"
"No, never","2007","(3a) lower tertiary education","Female","339","0.645915532343516","0.60469210260487","0.687138962082163"
"No, never","2007","(3b) higher tertiary education","Male","455","0.391545955030079","0.362120996493555","0.420970913566604"
"No, never","2007","(3b) higher tertiary education","Female","400","0.480607070100598","0.446093232973977","0.515120907227219"
"Yes, every week","2007","(0) in school","Male","1","","",""
"Yes, every week","2007","(0) in school","Female","1","","",""
"Yes, every week","2007","(1a) inadequately completed","Male","2","","",""
"Yes, every week","2007","(1a) inadequately completed","Female","1","","",""
"Yes, every week","2007","(1b) general elementary school","Male","17","","",""
"Yes, every week","2007","(1b) general elementary school","Female","11","","",""
"Yes, every week","2007","(1c) basic vocational qualification","Male","88","0.0545196438219907","0.0429604712056018","0.0660788164383797"
"Yes, every week","2007","(1c) basic vocational qualification","Female","42","0.0517598893932674","0.0374442744561501","0.0660755043303846"
"Yes, every week","2007","(2b) intermediate general qualification","Male","8","","",""
"Yes, every week","2007","(2b) intermediate general qualification","Female","8","","",""
"Yes, every week","2007","(2a) intermediate vocational","Male","94","0.0567588342453446","0.0451382959552494","0.0683793725354398"
"Yes, every week","2007","(2a) intermediate vocational","Female","65","0.048492670523577","0.0382756711229671","0.0587096699241869"
"Yes, every week","2007","(2c_gen) general maturity certificate","Male","16","","",""
"Yes, every week","2007","(2c_gen) general maturity certificate","Female","10","","",""
"Yes, every week","2007","(2c_voc) vocational maturity certificate","Male","29","","",""
"Yes, every week","2007","(2c_voc) vocational maturity certificate","Female","24","","",""
"Yes, every week","2007","(3a) lower tertiary education","Male","30","0.0484278299496166","0.0308356990840099","0.0660199608152233"
"Yes, every week","2007","(3a) lower tertiary education","Female","20","","",""
"Yes, every week","2007","(3b) higher tertiary education","Male","136","0.116497229965052","0.0971565225683273","0.135837937361777"
"Yes, every week","2007","(3b) higher tertiary education","Female","112","0.13815009305954","0.114313643852834","0.161986542266246"
"Yes, every 2 weeks","2007","(0) in school","Male","2","","",""
"Yes, every 2 weeks","2007","(0) in school","Female","3","","",""
"Yes, every 2 weeks","2007","(1a) inadequately completed","Male","3","","",""
"Yes, every 2 weeks","2007","(1a) inadequately completed","Female","4","","",""
"Yes, every 2 weeks","2007","(1b) general elementary school","Male","17","","",""
"Yes, every 2 weeks","2007","(1b) general elementary school","Female","18","","",""
"Yes, every 2 weeks","2007","(1c) basic vocational qualification","Male","90","0.0538229148954377","0.0423336085539412","0.0653122212369342"
"Yes, every 2 weeks","2007","(1c) basic vocational qualification","Female","95","0.11759819697395","0.0967826559945257","0.138413737953375"
"Yes, every 2 weeks","2007","(2b) intermediate general qualification","Male","10","","",""
"Yes, every 2 weeks","2007","(2b) intermediate general qualification","Female","20","","",""
"Yes, every 2 weeks","2007","(2a) intermediate vocational","Male","149","0.107206444386234","0.091668838226613","0.122744050545855"
"Yes, every 2 weeks","2007","(2a) intermediate vocational","Female","170","0.109482155253978","0.0946305899063718","0.124333720601583"
"Yes, every 2 weeks","2007","(2c_gen) general maturity certificate","Male","9","","",""
"Yes, every 2 weeks","2007","(2c_gen) general maturity certificate","Female","21","","",""
"Yes, every 2 weeks","2007","(2c_voc) vocational maturity certificate","Male","44","0.10211027423134","0.0752729085533243","0.128947639909355"
"Yes, every 2 weeks","2007","(2c_voc) vocational maturity certificate","Female","59","0.112438127372763","0.0865948097233504","0.138281445022176"
"Yes, every 2 weeks","2007","(3a) lower tertiary education","Male","37","0.0771306976600687","0.0552664868272837","0.0989949084928537"
"Yes, every 2 weeks","2007","(3a) lower tertiary education","Female","37","0.0646972672322868","0.0434930673491298","0.0859014671154437"
"Yes, every 2 weeks","2007","(3b) higher tertiary education","Male","93","0.0954179188863394","0.0777066548408979","0.113129182931781"
"Yes, every 2 weeks","2007","(3b) higher tertiary education","Female","49","0.0640499557229941","0.0471363616866988","0.0809635497592893"
"Yes, every 3-4 weeks","2007","(0) in school","Male","","","",""
"Yes, every 3-4 weeks","2007","(0) in school","Female","2","","",""
"Yes, every 3-4 weeks","2007","(1a) inadequately completed","Male","3","","",""
"Yes, every 3-4 weeks","2007","(1a) inadequately completed","Female","","","",""
"Yes, every 3-4 weeks","2007","(1b) general elementary school","Male","13","","",""
"Yes, every 3-4 weeks","2007","(1b) general elementary school","Female","10","","",""
"Yes, every 3-4 weeks","2007","(1c) basic vocational qualification","Male","80","0.0541613803903967","0.0426380670099398","0.0656846937708536"
"Yes, every 3-4 weeks","2007","(1c) basic vocational qualification","Female","25","","",""
"Yes, every 3-4 weeks","2007","(2b) intermediate general qualification","Male","9","","",""
"Yes, every 3-4 weeks","2007","(2b) intermediate general qualification","Female","11","","",""
"Yes, every 3-4 weeks","2007","(2a) intermediate vocational","Male","93","0.071012611045452","0.0581131730505037","0.0839120490404003"
"Yes, every 3-4 weeks","2007","(2a) intermediate vocational","Female","75","0.047027194571701","0.0369580161236558","0.0570963730197462"
"Yes, every 3-4 weeks","2007","(2c_gen) general maturity certificate","Male","12","","",""
"Yes, every 3-4 weeks","2007","(2c_gen) general maturity certificate","Female","7","","",""
"Yes, every 3-4 weeks","2007","(2c_voc) vocational maturity certificate","Male","34","0.0957502117444387","0.0696702025089753","0.121830220979902"
"Yes, every 3-4 weeks","2007","(2c_voc) vocational maturity certificate","Female","24","","",""
"Yes, every 3-4 weeks","2007","(3a) lower tertiary education","Male","30","0.0613904285972883","0.0417186830305989","0.0810621741639777"
"Yes, every 3-4 weeks","2007","(3a) lower tertiary education","Female","21","","",""
"Yes, every 3-4 weeks","2007","(3b) higher tertiary education","Male","82","0.0817895642776527","0.0652687801356902","0.0983103484196152"
"Yes, every 3-4 weeks","2007","(3b) higher tertiary education","Female","54","0.0805125355667381","0.0617169954961156","0.0993080756373607"
"Rarely","2007","(0) in school","Male","","","",""
"Rarely","2007","(0) in school","Female","2","","",""
"Rarely","2007","(1a) inadequately completed","Male","6","","",""
"Rarely","2007","(1a) inadequately completed","Female","4","","",""
"Rarely","2007","(1b) general elementary school","Male","29","","",""
"Rarely","2007","(1b) general elementary school","Female","23","","",""
"Rarely","2007","(1c) basic vocational qualification","Male","286","0.18974537363403","0.169782624608786","0.209708122659274"
"Rarely","2007","(1c) basic vocational qualification","Female","88","0.106024623767572","0.0861307056666937","0.125918541868451"
"Rarely","2007","(2b) intermediate general qualification","Male","12","","",""
"Rarely","2007","(2b) intermediate general qualification","Female","22","","",""
"Rarely","2007","(2a) intermediate vocational","Male","366","0.240792253001441","0.219318907592435","0.262265598410447"
"Rarely","2007","(2a) intermediate vocational","Female","205","0.11792316440932","0.10258292918683","0.133263399631811"
"Rarely","2007","(2c_gen) general maturity certificate","Male","33","0.158096968674729","0.105524903831404","0.210669033518054"
"Rarely","2007","(2c_gen) general maturity certificate","Female","23","","",""
"Rarely","2007","(2c_voc) vocational maturity certificate","Male","104","0.180892480317949","0.146775202282119","0.21500975835378"
"Rarely","2007","(2c_voc) vocational maturity certificate","Female","83","0.152659698777725","0.123236947752828","0.182082449802621"
"Rarely","2007","(3a) lower tertiary education","Male","165","0.304972559574791","0.267243026146558","0.342702093003024"
"Rarely","2007","(3a) lower tertiary education","Female","100","0.208119607929982","0.17312596840874","0.243113247451224"
"Rarely","2007","(3b) higher tertiary education","Male","291","0.314749331840876","0.286751929423236","0.342746734258516"
"Rarely","2007","(3b) higher tertiary education","Female","190","0.23668034555013","0.207318424222482","0.266042266877779"
"No, never","2008","(0) in school","Male","","","",""
"No, never","2008","(0) in school","Female","","","",""
"No, never","2008","(1a) inadequately completed","Male","","","",""
"No, never","2008","(1a) inadequately completed","Female","","","",""
"No, never","2008","(1b) general elementary school","Male","","","",""
"No, never","2008","(1b) general elementary school","Female","","","",""
"No, never","2008","(1c) basic vocational qualification","Male","","","",""
"No, never","2008","(1c) basic vocational qualification","Female","","","",""
"No, never","2008","(2b) intermediate general qualification","Male","","","",""
"No, never","2008","(2b) intermediate general qualification","Female","","","",""
"No, never","2008","(2a) intermediate vocational","Male","","","",""
"No, never","2008","(2a) intermediate vocational","Female","","","",""
"No, never","2008","(2c_gen) general maturity certificate","Male","","","",""
"No, never","2008","(2c_gen) general maturity certificate","Female","","","",""
"No, never","2008","(2c_voc) vocational maturity certificate","Male","","","",""
"No, never","2008","(2c_voc) vocational maturity certificate","Female","","","",""
"No, never","2008","(3a) lower tertiary education","Male","","","",""
"No, never","2008","(3a) lower tertiary education","Female","","","",""
"No, never","2008","(3b) higher tertiary education","Male","","","",""
"No, never","2008","(3b) higher tertiary education","Female","","","",""
"Yes, every week","2008","(0) in school","Male","","","",""
"Yes, every week","2008","(0) in school","Female","","","",""
"Yes, every week","2008","(1a) inadequately completed","Male","","","",""
"Yes, every week","2008","(1a) inadequately completed","Female","","","",""
"Yes, every week","2008","(1b) general elementary school","Male","","","",""
"Yes, every week","2008","(1b) general elementary school","Female","","","",""
"Yes, every week","2008","(1c) basic vocational qualification","Male","","","",""
"Yes, every week","2008","(1c) basic vocational qualification","Female","","","",""
"Yes, every week","2008","(2b) intermediate general qualification","Male","","","",""
"Yes, every week","2008","(2b) intermediate general qualification","Female","","","",""
"Yes, every week","2008","(2a) intermediate vocational","Male","","","",""
"Yes, every week","2008","(2a) intermediate vocational","Female","","","",""
"Yes, every week","2008","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every week","2008","(2c_gen) general maturity certificate","Female","","","",""
"Yes, every week","2008","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes, every week","2008","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes, every week","2008","(3a) lower tertiary education","Male","","","",""
"Yes, every week","2008","(3a) lower tertiary education","Female","","","",""
"Yes, every week","2008","(3b) higher tertiary education","Male","","","",""
"Yes, every week","2008","(3b) higher tertiary education","Female","","","",""
"Yes, every 2 weeks","2008","(0) in school","Male","","","",""
"Yes, every 2 weeks","2008","(0) in school","Female","","","",""
"Yes, every 2 weeks","2008","(1a) inadequately completed","Male","","","",""
"Yes, every 2 weeks","2008","(1a) inadequately completed","Female","","","",""
"Yes, every 2 weeks","2008","(1b) general elementary school","Male","","","",""
"Yes, every 2 weeks","2008","(1b) general elementary school","Female","","","",""
"Yes, every 2 weeks","2008","(1c) basic vocational qualification","Male","","","",""
"Yes, every 2 weeks","2008","(1c) basic vocational qualification","Female","","","",""
"Yes, every 2 weeks","2008","(2b) intermediate general qualification","Male","","","",""
"Yes, every 2 weeks","2008","(2b) intermediate general qualification","Female","","","",""
"Yes, every 2 weeks","2008","(2a) intermediate vocational","Male","","","",""
"Yes, every 2 weeks","2008","(2a) intermediate vocational","Female","","","",""
"Yes, every 2 weeks","2008","(2c_gen) general maturity certificate","Male","","","",""
"Yes, every 2 weeks","2008","(2c_gen) general maturity certificate","Female","","","",""
