"plb0219","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2008","indirect migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2008","no migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2008","no migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2008","direct migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2008","indirect migration background","East Germany","","","",""
"Rarely","2008","no migration background","West Germany","","","",""
"Rarely","2008","no migration background","East Germany","","","",""
"Rarely","2008","direct migration background","West Germany","","","",""
"Rarely","2008","direct migration background","East Germany","","","",""
"Rarely","2008","indirect migration background","West Germany","","","",""
"Rarely","2008","indirect migration background","East Germany","","","",""
"No, never","2009","no migration background","West Germany","3751","0.585592440430183","0.573416475461845","0.597768405398521"
"No, never","2009","no migration background","East Germany","1266","0.539805619345831","0.519197616243333","0.560413622448329"
"No, never","2009","direct migration background","West Germany","550","0.64239350509968","0.609825609475454","0.674961400723905"
"No, never","2009","direct migration background","East Germany","15","","",""
"No, never","2009","indirect migration background","West Germany","278","0.646892437856439","0.601346730251474","0.692438145461404"
"No, never","2009","indirect migration background","East Germany","15","","",""
"Yes, every week","2009","no migration background","West Germany","435","0.0709389774015934","0.0645936153567134","0.0772843394464734"
"Yes, every week","2009","no migration background","East Germany","168","0.0712774892609513","0.0606393483743405","0.081915630147562"
"Yes, every week","2009","direct migration background","West Germany","54","0.079221973632668","0.060869832938633","0.097574114326703"
"Yes, every week","2009","direct migration background","East Germany","4","","",""
"Yes, every week","2009","indirect migration background","West Germany","30","0.0583945401664949","0.0360486061101331","0.0807404742228567"
"Yes, every week","2009","indirect migration background","East Germany","","","",""
"Yes, every 2 weeks","2009","no migration background","West Germany","524","0.0820306744059042","0.0752481080673754","0.088813240744433"
"Yes, every 2 weeks","2009","no migration background","East Germany","221","0.104849847609855","0.0921827125367183","0.117516982682992"
"Yes, every 2 weeks","2009","direct migration background","West Germany","66","0.0813187416181482","0.0627465061640352","0.0998909770722611"
"Yes, every 2 weeks","2009","direct migration background","East Germany","3","","",""
"Yes, every 2 weeks","2009","indirect migration background","West Germany","35","0.0662814015857429","0.0425741202367677","0.0899886829347182"
"Yes, every 2 weeks","2009","indirect migration background","East Germany","1","","",""
"Yes, every 3-4 weeks","2009","no migration background","West Germany","330","0.0519545374634177","0.0464690131049682","0.0574400618218671"
"Yes, every 3-4 weeks","2009","no migration background","East Germany","147","0.084230726301539","0.0727472107872746","0.0957142418158035"
"Yes, every 3-4 weeks","2009","direct migration background","West Germany","48","0.0636804964837638","0.0470883840056252","0.0802726089619024"
"Yes, every 3-4 weeks","2009","direct migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","West Germany","25","","",""
"Yes, every 3-4 weeks","2009","indirect migration background","East Germany","1","","",""
"Rarely","2009","no migration background","West Germany","1248","0.209483370298902","0.199425127709081","0.219541612888723"
"Rarely","2009","no migration background","East Germany","445","0.199836317481824","0.183302498374421","0.216370136589226"
"Rarely","2009","direct migration background","West Germany","114","0.13338528316574","0.110283079118116","0.156487487213365"
"Rarely","2009","direct migration background","East Germany","1","","",""
"Rarely","2009","indirect migration background","West Germany","55","0.141489213302097","0.108275880946524","0.174702545657669"
"Rarely","2009","indirect migration background","East Germany","4","","",""
"No, never","2010","no migration background","West Germany","1595","0.591450438026815","0.573167680284574","0.609733195769056"
"No, never","2010","no migration background","East Germany","419","0.56169561227282","0.52667212980625","0.596719094739389"
"No, never","2010","direct migration background","West Germany","381","0.558912595280193","0.521865187783341","0.595960002777046"
"No, never","2010","direct migration background","East Germany","11","","",""
"No, never","2010","indirect migration background","West Germany","134","0.56818641295217","0.505124449023293","0.631248376881046"
"No, never","2010","indirect migration background","East Germany","7","","",""
"Yes, every week","2010","no migration background","West Germany","185","0.0602309162030341","0.0513821960038572","0.0690796364022111"
"Yes, every week","2010","no migration background","East Germany","48","0.0626408025563072","0.0455366098399823","0.0797449952726322"
"Yes, every week","2010","direct migration background","West Germany","62","0.0747502174546522","0.0551274945255831","0.0943729403837213"
"Yes, every week","2010","direct migration background","East Germany","2","","",""
"Yes, every week","2010","indirect migration background","West Germany","19","","",""
"Yes, every week","2010","indirect migration background","East Germany","3","","",""
"Yes, every 2 weeks","2010","no migration background","West Germany","299","0.109032634013662","0.0974403422921142","0.12062492573521"
"Yes, every 2 weeks","2010","no migration background","East Germany","87","0.111810554870998","0.0895664411195316","0.134054668622465"
"Yes, every 2 weeks","2010","direct migration background","West Germany","83","0.11734564006161","0.0933323116660261","0.141358968457195"
"Yes, every 2 weeks","2010","direct migration background","East Germany","3","","",""
"Yes, every 2 weeks","2010","indirect migration background","West Germany","34","0.134217491350842","0.0908181757942053","0.177616806907479"
"Yes, every 2 weeks","2010","indirect migration background","East Germany","5","","",""
"Yes, every 3-4 weeks","2010","no migration background","West Germany","161","0.050258603145786","0.0421327673457772","0.0583844389457948"
"Yes, every 3-4 weeks","2010","no migration background","East Germany","65","0.0867115996862026","0.0668477476289281","0.106575451743477"
"Yes, every 3-4 weeks","2010","direct migration background","West Germany","52","0.0868746562901908","0.0658593708247686","0.107889941755613"
"Yes, every 3-4 weeks","2010","direct migration background","East Germany","1","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","West Germany","16","","",""
"Yes, every 3-4 weeks","2010","indirect migration background","East Germany","","","",""
"Rarely","2010","no migration background","West Germany","537","0.189027408610703","0.174465254270506","0.203589562950901"
"Rarely","2010","no migration background","East Germany","152","0.177141430613672","0.150192373548154","0.20409048767919"
"Rarely","2010","direct migration background","West Germany","112","0.162116890913353","0.134617099700538","0.189616682126169"
"Rarely","2010","direct migration background","East Germany","8","","",""
"Rarely","2010","indirect migration background","West Germany","34","0.143283151184356","0.0986774742893788","0.187888828079333"
"Rarely","2010","indirect migration background","East Germany","6","","",""
"No, never","2011","no migration background","West Germany","6375","0.602701598364042","0.59335920887476","0.612043987853324"
"No, never","2011","no migration background","East Germany","1917","0.562452237177872","0.54570821208645","0.579196262269294"
"No, never","2011","direct migration background","West Germany","1125","0.674174573011627","0.651882116967596","0.696467029055657"
"No, never","2011","direct migration background","East Germany","24","","",""
"No, never","2011","indirect migration background","West Germany","449","0.594829320735822","0.559880809752767","0.629777831718876"
"No, never","2011","indirect migration background","East Germany","30","0.692318611153756","0.56687457003578","0.817762652271732"
"Yes, every week","2011","no migration background","West Germany","762","0.0719687587618465","0.0670347298123984","0.0769027877112946"
"Yes, every week","2011","no migration background","East Germany","241","0.0691746938149189","0.060609996449345","0.0777393911804928"
"Yes, every week","2011","direct migration background","West Germany","128","0.0733018113784787","0.060905120881426","0.0856985018755313"
"Yes, every week","2011","direct migration background","East Germany","3","","",""
"Yes, every week","2011","indirect migration background","West Germany","55","0.0591728440353576","0.042375924875087","0.0759697631956281"
"Yes, every week","2011","indirect migration background","East Germany","2","","",""
"Yes, every 2 weeks","2011","no migration background","West Germany","962","0.0874645708632469","0.0820708391449365","0.0928583025815573"
"Yes, every 2 weeks","2011","no migration background","East Germany","389","0.116517616539128","0.105688349796798","0.127346883281459"
"Yes, every 2 weeks","2011","direct migration background","West Germany","167","0.0995960697415828","0.0853524936694865","0.113839645813679"
"Yes, every 2 weeks","2011","direct migration background","East Germany","4","","",""
"Yes, every 2 weeks","2011","indirect migration background","West Germany","84","0.129921589351009","0.105986594033168","0.15385658466885"
"Yes, every 2 weeks","2011","indirect migration background","East Germany","5","","",""
"Yes, every 3-4 weeks","2011","no migration background","West Germany","577","0.0496307343571075","0.04548434643383","0.053777122280385"
"Yes, every 3-4 weeks","2011","no migration background","East Germany","235","0.0606930235361616","0.0526340919563824","0.0687519551159408"
"Yes, every 3-4 weeks","2011","direct migration background","West Germany","81","0.0467659047750984","0.0367233617173696","0.0568084478328272"
"Yes, every 3-4 weeks","2011","direct migration background","East Germany","10","","",""
"Yes, every 3-4 weeks","2011","indirect migration background","West Germany","55","0.0868832478428986","0.06683184939659","0.106934646289207"
"Yes, every 3-4 weeks","2011","indirect migration background","East Germany","4","","",""
"Rarely","2011","no migration background","West Germany","1863","0.188234337653758","0.180771342626761","0.195697332680755"
"Rarely","2011","no migration background","East Germany","590","0.191162428931919","0.177890433111489","0.204434424752349"
"Rarely","2011","direct migration background","West Germany","197","0.106161641093213","0.0915097880535778","0.120813494132849"
"Rarely","2011","direct migration background","East Germany","8","","",""
"Rarely","2011","indirect migration background","West Germany","115","0.129192998034913","0.105315218792417","0.153070777277409"
"Rarely","2011","indirect migration background","East Germany","11","","",""
"No, never","2012","no migration background","West Germany","1997","0.625962478102261","0.609324330549439","0.642600625655082"
"No, never","2012","no migration background","East Germany","542","0.614931182636649","0.582743977580603","0.647118387692694"
"No, never","2012","direct migration background","West Germany","435","0.656720547763029","0.621293272447251","0.692147823078806"
"No, never","2012","direct migration background","East Germany","15","","",""
"No, never","2012","indirect migration background","West Germany","175","0.663499748246793","0.609116872396871","0.717882624096716"
"No, never","2012","indirect migration background","East Germany","7","","",""
"Yes, every week","2012","no migration background","West Germany","263","0.0750364013551188","0.0659775829239722","0.0840952197862654"
"Yes, every week","2012","no migration background","East Germany","62","0.0678030384404313","0.0511735360954264","0.0844325407854362"
"Yes, every week","2012","direct migration background","West Germany","50","0.073084605418849","0.0536642780514869","0.092504932786211"
"Yes, every week","2012","direct migration background","East Germany","2","","",""
"Yes, every week","2012","indirect migration background","West Germany","17","","",""
"Yes, every week","2012","indirect migration background","East Germany","1","","",""
"Yes, every 2 weeks","2012","no migration background","West Germany","308","0.0853301494613476","0.0757238378437999","0.0949364610788954"
"Yes, every 2 weeks","2012","no migration background","East Germany","94","0.106906853307794","0.0864682137498205","0.127345492865768"
"Yes, every 2 weeks","2012","direct migration background","West Germany","75","0.119015405106611","0.0948547173677526","0.14317609284547"
"Yes, every 2 weeks","2012","direct migration background","East Germany","1","","",""
"Yes, every 2 weeks","2012","indirect migration background","West Germany","43","0.1380175181081","0.0983198114106173","0.177715224805582"
"Yes, every 2 weeks","2012","indirect migration background","East Germany","5","","",""
"Yes, every 3-4 weeks","2012","no migration background","West Germany","177","0.0553938178782134","0.0475282646110298","0.0632593711453969"
"Yes, every 3-4 weeks","2012","no migration background","East Germany","56","0.0613947629838318","0.045516317468863","0.0772732084988006"
"Yes, every 3-4 weeks","2012","direct migration background","West Germany","48","0.0617698083263629","0.0438073251414268","0.079732291511299"
"Yes, every 3-4 weeks","2012","direct migration background","East Germany","3","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","West Germany","15","","",""
"Yes, every 3-4 weeks","2012","indirect migration background","East Germany","2","","",""
"Rarely","2012","no migration background","West Germany","504","0.158277153203059","0.145726483273311","0.170827823132808"
"Rarely","2012","no migration background","East Germany","124","0.148964162631294","0.125412820730146","0.172515504532442"
"Rarely","2012","direct migration background","West Germany","82","0.0894096333851479","0.0681195565672993","0.110699710202996"
"Rarely","2012","direct migration background","East Germany","7","","",""
"Rarely","2012","indirect migration background","West Germany","40","0.10329342614453","0.0682658077008942","0.138321044588167"
"Rarely","2012","indirect migration background","East Germany","5","","",""
"No, never","2013","no migration background","West Germany","6014","0.600976280436426","0.591287857564862","0.61066470330799"
"No, never","2013","no migration background","East Germany","1815","0.554460848638386","0.537087433324098","0.571834263952673"
"No, never","2013","direct migration background","West Germany","965","0.639296015434877","0.615035148838596","0.663556882031157"
"No, never","2013","direct migration background","East Germany","26","","",""
"No, never","2013","indirect migration background","West Germany","464","0.656744463229321","0.622535554777406","0.690953371681236"
"No, never","2013","indirect migration background","East Germany","28","","",""
"Yes, every week","2013","no migration background","West Germany","626","0.0592728991512102","0.0546010912489449","0.0639447070534754"
"Yes, every week","2013","no migration background","East Germany","207","0.0599734622975247","0.051673876090652","0.0682730485043974"
"Yes, every week","2013","direct migration background","West Germany","107","0.0768845890115258","0.0634251335302237","0.090344044492828"
"Yes, every week","2013","direct migration background","East Germany","3","","",""
"Yes, every week","2013","indirect migration background","West Germany","62","0.0636771881555991","0.0460843068697117","0.0812700694414865"
"Yes, every week","2013","indirect migration background","East Germany","3","","",""
"Yes, every 2 weeks","2013","no migration background","West Germany","873","0.0893481891905474","0.0837047464947796","0.0949916318863153"
"Yes, every 2 weeks","2013","no migration background","East Germany","354","0.118393864944392","0.107100880671121","0.129686849217663"
"Yes, every 2 weeks","2013","direct migration background","West Germany","171","0.107953465688017","0.0922754212588159","0.123631510117219"
"Yes, every 2 weeks","2013","direct migration background","East Germany","9","","",""
"Yes, every 2 weeks","2013","indirect migration background","West Germany","85","0.107065924270612","0.0847883672103981","0.129343481330826"
"Yes, every 2 weeks","2013","indirect migration background","East Germany","8","","",""
"Yes, every 3-4 weeks","2013","no migration background","West Germany","500","0.0528267311118169","0.0484011872496444","0.0572522749739894"
"Yes, every 3-4 weeks","2013","no migration background","East Germany","185","0.0612806382528426","0.0528969262677998","0.0696643502378855"
"Yes, every 3-4 weeks","2013","direct migration background","West Germany","75","0.0490650298863446","0.0381521020282194","0.0599779577444698"
"Yes, every 3-4 weeks","2013","direct migration background","East Germany","2","","",""
"Yes, every 3-4 weeks","2013","indirect migration background","West Germany","33","0.0486414628669403","0.0331423209512875","0.064140604782593"
"Yes, every 3-4 weeks","2013","indirect migration background","East Germany","7","","",""
"Rarely","2013","no migration background","West Germany","1801","0.197575900109999","0.189698298192002","0.205453502027997"
"Rarely","2013","no migration background","East Germany","583","0.205891185866855","0.191757165653529","0.220025206080181"
"Rarely","2013","direct migration background","West Germany","187","0.126800899979236","0.109989741248971","0.1436120587095"
"Rarely","2013","direct migration background","East Germany","9","","",""
"Rarely","2013","indirect migration background","West Germany","96","0.123870961477528","0.100135317296907","0.147606605658148"
"Rarely","2013","indirect migration background","East Germany","11","","",""
"No, never","2014","no migration background","West Germany","","","",""
"No, never","2014","no migration background","East Germany","","","",""
"No, never","2014","direct migration background","West Germany","","","",""
"No, never","2014","direct migration background","East Germany","","","",""
"No, never","2014","indirect migration background","West Germany","","","",""
"No, never","2014","indirect migration background","East Germany","","","",""
"Yes, every week","2014","no migration background","West Germany","","","",""
"Yes, every week","2014","no migration background","East Germany","","","",""
"Yes, every week","2014","direct migration background","West Germany","","","",""
"Yes, every week","2014","direct migration background","East Germany","","","",""
"Yes, every week","2014","indirect migration background","West Germany","","","",""
"Yes, every week","2014","indirect migration background","East Germany","","","",""
"Yes, every 2 weeks","2014","no migration background","West Germany","","","",""
"Yes, every 2 weeks","2014","no migration background","East Germany","","","",""
"Yes, every 2 weeks","2014","direct migration background","West Germany","","","",""
"Yes, every 2 weeks","2014","direct migration background","East Germany","","","",""
"Yes, every 2 weeks","2014","indirect migration background","West Germany","","","",""
"Yes, every 2 weeks","2014","indirect migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2014","no migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2014","no migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2014","direct migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2014","indirect migration background","East Germany","","","",""
"Rarely","2014","no migration background","West Germany","","","",""
"Rarely","2014","no migration background","East Germany","","","",""
"Rarely","2014","direct migration background","West Germany","","","",""
"Rarely","2014","direct migration background","East Germany","","","",""
"Rarely","2014","indirect migration background","West Germany","","","",""
"Rarely","2014","indirect migration background","East Germany","","","",""
"No, never","2015","no migration background","West Germany","5186","0.594680054633234","0.584308648624149","0.60505146064232"
"No, never","2015","no migration background","East Germany","1591","0.586716048631066","0.568114512176003","0.605317585086129"
"No, never","2015","direct migration background","West Germany","1663","0.612272105659151","0.593453162321625","0.631091048996677"
"No, never","2015","direct migration background","East Germany","84","0.410232413390433","0.330171687025138","0.490293139755728"
"No, never","2015","indirect migration background","West Germany","641","0.609533422994273","0.579401694142563","0.639665151845983"
"No, never","2015","indirect migration background","East Germany","33","0.403349468476325","0.287598587243962","0.519100349708687"
"Yes, every week","2015","no migration background","West Germany","562","0.0614068752349795","0.0563352851355632","0.0664784653343959"
"Yes, every week","2015","no migration background","East Germany","173","0.0563291822265334","0.0476197960256748","0.0650385684273919"
"Yes, every week","2015","direct migration background","West Germany","198","0.0877168610611641","0.0767907442442245","0.0986429778781037"
"Yes, every week","2015","direct migration background","East Germany","9","","",""
"Yes, every week","2015","indirect migration background","West Germany","70","0.0713927590662258","0.0554898538047229","0.0872956643277287"
"Yes, every week","2015","indirect migration background","East Germany","8","","",""
"Yes, every 2 weeks","2015","no migration background","West Germany","781","0.0901837370272366","0.084132586960336","0.0962348870941372"
"Yes, every 2 weeks","2015","no migration background","East Germany","306","0.118621200518956","0.106406775700893","0.130835625337019"
"Yes, every 2 weeks","2015","direct migration background","West Germany","279","0.108738248250447","0.0967141289893373","0.120762367511556"
"Yes, every 2 weeks","2015","direct migration background","East Germany","17","","",""
"Yes, every 2 weeks","2015","indirect migration background","West Germany","118","0.132674247264557","0.111722618384433","0.153625876144681"
"Yes, every 2 weeks","2015","indirect migration background","East Germany","12","","",""
"Yes, every 3-4 weeks","2015","no migration background","West Germany","439","0.0541168260847456","0.0493373326361137","0.0588963195333775"
"Yes, every 3-4 weeks","2015","no migration background","East Germany","170","0.0672201025775832","0.0577610043012871","0.0766792008538793"
"Yes, every 3-4 weeks","2015","direct migration background","West Germany","140","0.0657867052749757","0.056211423469142","0.0753619870808094"
"Yes, every 3-4 weeks","2015","direct migration background","East Germany","12","","",""
"Yes, every 3-4 weeks","2015","indirect migration background","West Germany","43","0.0476522529563068","0.0344947688413435","0.06080973707127"
"Yes, every 3-4 weeks","2015","indirect migration background","East Germany","5","","",""
"Rarely","2015","no migration background","West Germany","1640","0.199612507019804","0.191168647812771","0.208056366226836"
"Rarely","2015","no migration background","East Germany","452","0.171113466045862","0.15688689622869","0.185340035863034"
"Rarely","2015","direct migration background","West Germany","295","0.125486079754263","0.112691070223494","0.138281089285031"
"Rarely","2015","direct migration background","East Germany","23","","",""
"Rarely","2015","indirect migration background","West Germany","135","0.138747317718637","0.11739667527658","0.160097960160694"
"Rarely","2015","indirect migration background","East Germany","11","","",""
"No, never","2016","no migration background","West Germany","","","",""
"No, never","2016","no migration background","East Germany","","","",""
"No, never","2016","direct migration background","West Germany","","","",""
"No, never","2016","direct migration background","East Germany","","","",""
"No, never","2016","indirect migration background","West Germany","","","",""
"No, never","2016","indirect migration background","East Germany","","","",""
"Yes, every week","2016","no migration background","West Germany","","","",""
"Yes, every week","2016","no migration background","East Germany","","","",""
"Yes, every week","2016","direct migration background","West Germany","","","",""
"Yes, every week","2016","direct migration background","East Germany","","","",""
"Yes, every week","2016","indirect migration background","West Germany","","","",""
"Yes, every week","2016","indirect migration background","East Germany","","","",""
"Yes, every 2 weeks","2016","no migration background","West Germany","","","",""
"Yes, every 2 weeks","2016","no migration background","East Germany","","","",""
"Yes, every 2 weeks","2016","direct migration background","West Germany","","","",""
"Yes, every 2 weeks","2016","direct migration background","East Germany","","","",""
"Yes, every 2 weeks","2016","indirect migration background","West Germany","","","",""
"Yes, every 2 weeks","2016","indirect migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2016","no migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2016","no migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2016","direct migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2016","direct migration background","East Germany","","","",""
"Yes, every 3-4 weeks","2016","indirect migration background","West Germany","","","",""
"Yes, every 3-4 weeks","2016","indirect migration background","East Germany","","","",""
"Rarely","2016","no migration background","West Germany","","","",""
"Rarely","2016","no migration background","East Germany","","","",""
"Rarely","2016","direct migration background","West Germany","","","",""
"Rarely","2016","direct migration background","East Germany","","","",""
"Rarely","2016","indirect migration background","West Germany","","","",""
"Rarely","2016","indirect migration background","East Germany","","","",""
"No, never","2017","no migration background","West Germany","5892","0.618886601522629","0.609119009288489","0.628654193756768"
