"plb0219","year","e11102","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes, every 3-4 weeks","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2006","Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2006","Employed","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2006","Employed","(1c) basic vocational qualification","","","",""
"Yes, every 3-4 weeks","2006","Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2006","Employed","(2a) intermediate vocational","","","",""
"Yes, every 3-4 weeks","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2006","Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2006","Employed","(3b) higher tertiary education","","","",""
"Rarely","2006","Not Employed","(0) in school","","","",""
"Rarely","2006","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2006","Not Employed","(1b) general elementary school","","","",""
"Rarely","2006","Not Employed","(1c) basic vocational qualification","","","",""
"Rarely","2006","Not Employed","(2b) intermediate general qualification","","","",""
"Rarely","2006","Not Employed","(2a) intermediate vocational","","","",""
"Rarely","2006","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2006","Not Employed","(3b) higher tertiary education","","","",""
"Rarely","2006","Employed","(0) in school","","","",""
"Rarely","2006","Employed","(1a) inadequately completed","","","",""
"Rarely","2006","Employed","(1b) general elementary school","","","",""
"Rarely","2006","Employed","(1c) basic vocational qualification","","","",""
"Rarely","2006","Employed","(2b) intermediate general qualification","","","",""
"Rarely","2006","Employed","(2a) intermediate vocational","","","",""
"Rarely","2006","Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2006","Employed","(2c_voc) vocational maturity certificate","","","",""
"Rarely","2006","Employed","(3a) lower tertiary education","","","",""
"Rarely","2006","Employed","(3b) higher tertiary education","","","",""
"No, never","2007","Not Employed","(0) in school","1","","",""
"No, never","2007","Not Employed","(1a) inadequately completed","1","","",""
"No, never","2007","Not Employed","(1b) general elementary school","13","","",""
"No, never","2007","Not Employed","(1c) basic vocational qualification","34","0.869943082193264","0.765704080464121","0.974182083922406"
"No, never","2007","Not Employed","(2b) intermediate general qualification","7","","",""
"No, never","2007","Not Employed","(2a) intermediate vocational","43","0.799757447151089","0.694945350028653","0.904569544273524"
"No, never","2007","Not Employed","(2c_gen) general maturity certificate","13","","",""
"No, never","2007","Not Employed","(2c_voc) vocational maturity certificate","11","","",""
"No, never","2007","Not Employed","(3a) lower tertiary education","7","","",""
"No, never","2007","Not Employed","(3b) higher tertiary education","12","","",""
"No, never","2007","Employed","(0) in school","15","","",""
"No, never","2007","Employed","(1a) inadequately completed","40","0.729311651279741","0.61959585142461","0.839027451134873"
"No, never","2007","Employed","(1b) general elementary school","347","0.726278474410024","0.686391275898055","0.766165672921993"
"No, never","2007","Employed","(1c) basic vocational qualification","1574","0.663167351367629","0.644107179907355","0.682227522827903"
"No, never","2007","Employed","(2b) intermediate general qualification","161","0.599820503396906","0.539921499586882","0.65971950720693"
"No, never","2007","Employed","(2a) intermediate vocational","1961","0.595260723832358","0.578160471330026","0.612360976334691"
"No, never","2007","Employed","(2c_gen) general maturity certificate","228","0.623838430951646","0.573375818009364","0.674301043893928"
"No, never","2007","Employed","(2c_voc) vocational maturity certificate","651","0.619239577769169","0.589813152874985","0.648666002663352"
"No, never","2007","Employed","(3a) lower tertiary education","642","0.56555097965013","0.536002132965888","0.595099826334372"
"No, never","2007","Employed","(3b) higher tertiary education","843","0.424928458164934","0.402347620751281","0.447509295578587"
"Yes, every week","2007","Not Employed","(0) in school","","","",""
"Yes, every week","2007","Not Employed","(1a) inadequately completed","","","",""
"Yes, every week","2007","Not Employed","(1b) general elementary school","2","","",""
"Yes, every week","2007","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every week","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2007","Not Employed","(2a) intermediate vocational","4","","",""
"Yes, every week","2007","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes, every week","2007","Not Employed","(2c_voc) vocational maturity certificate","2","","",""
"Yes, every week","2007","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2007","Not Employed","(3b) higher tertiary education","4","","",""
"Yes, every week","2007","Employed","(0) in school","2","","",""
"Yes, every week","2007","Employed","(1a) inadequately completed","3","","",""
"Yes, every week","2007","Employed","(1b) general elementary school","26","","",""
"Yes, every week","2007","Employed","(1c) basic vocational qualification","130","0.0542254264405819","0.0450926369045614","0.0633582159766025"
"Yes, every week","2007","Employed","(2b) intermediate general qualification","16","","",""
"Yes, every week","2007","Employed","(2a) intermediate vocational","155","0.0528429668366286","0.04504886951215","0.0606370641611071"
"Yes, every week","2007","Employed","(2c_gen) general maturity certificate","24","","",""
"Yes, every week","2007","Employed","(2c_voc) vocational maturity certificate","51","0.0420209499460121","0.0298620807159933","0.0541798191760308"
"Yes, every week","2007","Employed","(3a) lower tertiary education","50","0.0466195460135413","0.0340519449604237","0.0591871470666589"
"Yes, every week","2007","Employed","(3b) higher tertiary education","244","0.125693179235901","0.110550281633036","0.140836076838766"
"Yes, every 2 weeks","2007","Not Employed","(0) in school","1","","",""
"Yes, every 2 weeks","2007","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2007","Not Employed","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2007","Not Employed","(1c) basic vocational qualification","2","","",""
"Yes, every 2 weeks","2007","Not Employed","(2b) intermediate general qualification","2","","",""
"Yes, every 2 weeks","2007","Not Employed","(2a) intermediate vocational","2","","",""
"Yes, every 2 weeks","2007","Not Employed","(2c_gen) general maturity certificate","2","","",""
"Yes, every 2 weeks","2007","Not Employed","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 2 weeks","2007","Not Employed","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2007","Not Employed","(3b) higher tertiary education","1","","",""
"Yes, every 2 weeks","2007","Employed","(0) in school","4","","",""
"Yes, every 2 weeks","2007","Employed","(1a) inadequately completed","7","","",""
"Yes, every 2 weeks","2007","Employed","(1b) general elementary school","35","0.0941369731311867","0.0680130224996444","0.120260923762729"
"Yes, every 2 weeks","2007","Employed","(1c) basic vocational qualification","183","0.0781249145026555","0.0673021312513232","0.0889476977539879"
"Yes, every 2 weeks","2007","Employed","(2b) intermediate general qualification","28","","",""
"Yes, every 2 weeks","2007","Employed","(2a) intermediate vocational","317","0.109997294322899","0.0990967571911124","0.120897831454686"
"Yes, every 2 weeks","2007","Employed","(2c_gen) general maturity certificate","28","","",""
"Yes, every 2 weeks","2007","Employed","(2c_voc) vocational maturity certificate","102","0.108580017115136","0.0897262393187111","0.127433794911562"
"Yes, every 2 weeks","2007","Employed","(3a) lower tertiary education","73","0.0685152734216443","0.0534555564213274","0.0835749904219613"
"Yes, every 2 weeks","2007","Employed","(3b) higher tertiary education","141","0.083255064700409","0.070635313647762","0.095874815753056"
"Yes, every 3-4 weeks","2007","Not Employed","(0) in school","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(1b) general elementary school","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(1c) basic vocational qualification","1","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(2a) intermediate vocational","1","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(2c_gen) general maturity certificate","1","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 3-4 weeks","2007","Not Employed","(3b) higher tertiary education","1","","",""
"Yes, every 3-4 weeks","2007","Employed","(0) in school","2","","",""
"Yes, every 3-4 weeks","2007","Employed","(1a) inadequately completed","3","","",""
"Yes, every 3-4 weeks","2007","Employed","(1b) general elementary school","23","","",""
"Yes, every 3-4 weeks","2007","Employed","(1c) basic vocational qualification","104","0.0448728350225691","0.0365239112227947","0.0532217588223436"
"Yes, every 3-4 weeks","2007","Employed","(2b) intermediate general qualification","20","","",""
"Yes, every 3-4 weeks","2007","Employed","(2a) intermediate vocational","167","0.0594064111762548","0.0511711211341054","0.0676417012184042"
"Yes, every 3-4 weeks","2007","Employed","(2c_gen) general maturity certificate","18","","",""
"Yes, every 3-4 weeks","2007","Employed","(2c_voc) vocational maturity certificate","58","0.0683845272282685","0.0530884693018403","0.0836805851546967"
"Yes, every 3-4 weeks","2007","Employed","(3a) lower tertiary education","51","0.0522209359495742","0.0389588717696183","0.0654830001295301"
"Yes, every 3-4 weeks","2007","Employed","(3b) higher tertiary education","135","0.0821139522388236","0.0695731863976439","0.0946547180800033"
"Rarely","2007","Not Employed","(0) in school","","","",""
"Rarely","2007","Not Employed","(1a) inadequately completed","","","",""
"Rarely","2007","Not Employed","(1b) general elementary school","3","","",""
"Rarely","2007","Not Employed","(1c) basic vocational qualification","3","","",""
"Rarely","2007","Not Employed","(2b) intermediate general qualification","2","","",""
"Rarely","2007","Not Employed","(2a) intermediate vocational","6","","",""
"Rarely","2007","Not Employed","(2c_gen) general maturity certificate","","","",""
"Rarely","2007","Not Employed","(2c_voc) vocational maturity certificate","3","","",""
"Rarely","2007","Not Employed","(3a) lower tertiary education","","","",""
"Rarely","2007","Not Employed","(3b) higher tertiary education","3","","",""
"Rarely","2007","Employed","(0) in school","2","","",""
"Rarely","2007","Employed","(1a) inadequately completed","10","","",""
"Rarely","2007","Employed","(1b) general elementary school","49","0.094971969966379","0.0687445113370749","0.121199428595683"
"Rarely","2007","Employed","(1c) basic vocational qualification","371","0.159609472666565","0.144839555829358","0.174379389503771"
"Rarely","2007","Employed","(2b) intermediate general qualification","32","0.13116324647013","0.089891133825833","0.172435359114427"
"Rarely","2007","Employed","(2a) intermediate vocational","565","0.182492603831859","0.169036178279655","0.195949029384063"
"Rarely","2007","Employed","(2c_gen) general maturity certificate","56","0.159122850673571","0.12101810997076","0.197227591376381"
"Rarely","2007","Employed","(2c_voc) vocational maturity certificate","184","0.161774927941414","0.13945883406412","0.184091021818709"
"Rarely","2007","Employed","(3a) lower tertiary education","265","0.26709326496511","0.240718349954499","0.293468179975722"
"Rarely","2007","Employed","(3b) higher tertiary education","478","0.284009345659932","0.263410580366281","0.304608110953583"
"No, never","2008","Not Employed","(0) in school","","","",""
"No, never","2008","Not Employed","(1a) inadequately completed","","","",""
"No, never","2008","Not Employed","(1b) general elementary school","","","",""
"No, never","2008","Not Employed","(1c) basic vocational qualification","","","",""
"No, never","2008","Not Employed","(2b) intermediate general qualification","","","",""
"No, never","2008","Not Employed","(2a) intermediate vocational","","","",""
"No, never","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"No, never","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"No, never","2008","Not Employed","(3a) lower tertiary education","","","",""
"No, never","2008","Not Employed","(3b) higher tertiary education","","","",""
"No, never","2008","Employed","(0) in school","","","",""
"No, never","2008","Employed","(1a) inadequately completed","","","",""
"No, never","2008","Employed","(1b) general elementary school","","","",""
"No, never","2008","Employed","(1c) basic vocational qualification","","","",""
"No, never","2008","Employed","(2b) intermediate general qualification","","","",""
"No, never","2008","Employed","(2a) intermediate vocational","","","",""
"No, never","2008","Employed","(2c_gen) general maturity certificate","","","",""
"No, never","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"No, never","2008","Employed","(3a) lower tertiary education","","","",""
"No, never","2008","Employed","(3b) higher tertiary education","","","",""
"Yes, every week","2008","Not Employed","(0) in school","","","",""
"Yes, every week","2008","Not Employed","(1a) inadequately completed","","","",""
"Yes, every week","2008","Not Employed","(1b) general elementary school","","","",""
"Yes, every week","2008","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every week","2008","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2008","Not Employed","(2a) intermediate vocational","","","",""
"Yes, every week","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2008","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2008","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every week","2008","Employed","(0) in school","","","",""
"Yes, every week","2008","Employed","(1a) inadequately completed","","","",""
"Yes, every week","2008","Employed","(1b) general elementary school","","","",""
"Yes, every week","2008","Employed","(1c) basic vocational qualification","","","",""
"Yes, every week","2008","Employed","(2b) intermediate general qualification","","","",""
"Yes, every week","2008","Employed","(2a) intermediate vocational","","","",""
"Yes, every week","2008","Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2008","Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2008","Employed","(3a) lower tertiary education","","","",""
"Yes, every week","2008","Employed","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","Not Employed","(0) in school","","","",""
"Yes, every 2 weeks","2008","Not Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","Not Employed","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","Not Employed","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","Not Employed","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","Not Employed","(2a) intermediate vocational","","","",""
"Yes, every 2 weeks","2008","Not Employed","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2008","Not Employed","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2008","Not Employed","(3a) lower tertiary education","","","",""
"Yes, every 2 weeks","2008","Not Employed","(3b) higher tertiary education","","","",""
"Yes, every 2 weeks","2008","Employed","(0) in school","","","",""
"Yes, every 2 weeks","2008","Employed","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2008","Employed","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2008","Employed","(1c) basic vocational qualification","","","",""
"Yes, every 2 weeks","2008","Employed","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2008","Employed","(2a) intermediate vocational","","","",""
