"plb0219","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"Rarely","2005","35-65 y.","Employed","1523","0.190148853341458","0.181387829389619","0.198909877293297"
"Rarely","2005","66 and older","Not Employed","","","",""
"Rarely","2005","66 and older","Employed","17","","",""
"No, never","2006","16-34 y.","Not Employed","","","",""
"No, never","2006","16-34 y.","Employed","","","",""
"No, never","2006","35-65 y.","Not Employed","","","",""
"No, never","2006","35-65 y.","Employed","","","",""
"No, never","2006","66 and older","Not Employed","","","",""
"No, never","2006","66 and older","Employed","","","",""
"Yes, every week","2006","16-34 y.","Not Employed","","","",""
"Yes, every week","2006","16-34 y.","Employed","","","",""
"Yes, every week","2006","35-65 y.","Not Employed","","","",""
"Yes, every week","2006","35-65 y.","Employed","","","",""
"Yes, every week","2006","66 and older","Not Employed","","","",""
"Yes, every week","2006","66 and older","Employed","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Not Employed","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Employed","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Not Employed","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Employed","","","",""
"Yes, every 2 weeks","2006","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2006","66 and older","Employed","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Employed","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Employed","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Employed","","","",""
"Rarely","2006","16-34 y.","Not Employed","","","",""
"Rarely","2006","16-34 y.","Employed","","","",""
"Rarely","2006","35-65 y.","Not Employed","","","",""
"Rarely","2006","35-65 y.","Employed","","","",""
"Rarely","2006","66 and older","Not Employed","","","",""
"Rarely","2006","66 and older","Employed","","","",""
"No, never","2007","16-34 y.","Not Employed","80","0.686641896826392","0.599958212302683","0.773325581350101"
"No, never","2007","16-34 y.","Employed","1804","0.627456128173095","0.609515965200893","0.645396291145298"
"No, never","2007","35-65 y.","Not Employed","73","0.795727161217751","0.712433061269702","0.8790212611658"
"No, never","2007","35-65 y.","Employed","4723","0.591694242126729","0.580887671199589","0.602500813053869"
"No, never","2007","66 and older","Not Employed","2","","",""
"No, never","2007","66 and older","Employed","101","0.633938759849432","0.559528010292533","0.708349509406332"
"Yes, every week","2007","16-34 y.","Not Employed","6","","",""
"Yes, every week","2007","16-34 y.","Employed","151","0.048561710809473","0.04058574486372","0.056537676755226"
"Yes, every week","2007","35-65 y.","Not Employed","6","","",""
"Yes, every week","2007","35-65 y.","Employed","548","0.0665381647841319","0.0610588004711178","0.0720175290971461"
"Yes, every week","2007","66 and older","Not Employed","2","","",""
"Yes, every week","2007","66 and older","Employed","14","","",""
"Yes, every 2 weeks","2007","16-34 y.","Not Employed","8","","",""
"Yes, every 2 weeks","2007","16-34 y.","Employed","270","0.109516934257544","0.0979291750821984","0.121104693432889"
"Yes, every 2 weeks","2007","35-65 y.","Not Employed","4","","",""
"Yes, every 2 weeks","2007","35-65 y.","Employed","659","0.0866229640145886","0.0804386996177352","0.092807228411442"
"Yes, every 2 weeks","2007","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2007","66 and older","Employed","6","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","Not Employed","4","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","Employed","149","0.0572468828527769","0.0486266122363402","0.0658671534692136"
"Yes, every 3-4 weeks","2007","35-65 y.","Not Employed","1","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","Employed","431","0.0566516584148372","0.0515690243414276","0.0617342924882469"
"Yes, every 3-4 weeks","2007","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2007","66 and older","Employed","9","","",""
"Rarely","2007","16-34 y.","Not Employed","12","","",""
"Rarely","2007","16-34 y.","Employed","416","0.157218343907111","0.143711460994239","0.170725226819984"
"Rarely","2007","35-65 y.","Not Employed","6","","",""
"Rarely","2007","35-65 y.","Employed","1586","0.198492970659713","0.189723513354997","0.20726242796443"
"Rarely","2007","66 and older","Not Employed","2","","",""
"Rarely","2007","66 and older","Employed","31","0.166009028094437","0.108533670609443","0.22348438557943"
"No, never","2008","16-34 y.","Not Employed","","","",""
"No, never","2008","16-34 y.","Employed","","","",""
"No, never","2008","35-65 y.","Not Employed","","","",""
"No, never","2008","35-65 y.","Employed","","","",""
"No, never","2008","66 and older","Not Employed","","","",""
"No, never","2008","66 and older","Employed","","","",""
"Yes, every week","2008","16-34 y.","Not Employed","","","",""
"Yes, every week","2008","16-34 y.","Employed","","","",""
"Yes, every week","2008","35-65 y.","Not Employed","","","",""
"Yes, every week","2008","35-65 y.","Employed","","","",""
"Yes, every week","2008","66 and older","Not Employed","","","",""
"Yes, every week","2008","66 and older","Employed","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Not Employed","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Employed","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Not Employed","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Employed","","","",""
"Yes, every 2 weeks","2008","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2008","66 and older","Employed","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Employed","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","Employed","","","",""
"Yes, every 3-4 weeks","2008","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2008","66 and older","Employed","","","",""
"Rarely","2008","16-34 y.","Not Employed","","","",""
"Rarely","2008","16-34 y.","Employed","","","",""
"Rarely","2008","35-65 y.","Not Employed","","","",""
"Rarely","2008","35-65 y.","Employed","","","",""
"Rarely","2008","66 and older","Not Employed","","","",""
"Rarely","2008","66 and older","Employed","","","",""
"No, never","2009","16-34 y.","Not Employed","53","0.657258622860659","0.549842647996862","0.764674597724456"
"No, never","2009","16-34 y.","Employed","1509","0.605909865211372","0.586552592091039","0.625267138331705"
"No, never","2009","35-65 y.","Not Employed","39","0.634011029670491","0.507846729552753","0.760175329788228"
"No, never","2009","35-65 y.","Employed","4154","0.58009122394657","0.568572150098462","0.591610297794678"
"No, never","2009","66 and older","Not Employed","1","","",""
"No, never","2009","66 and older","Employed","119","0.588464494254638","0.520091383367103","0.656837605142172"
"Yes, every week","2009","16-34 y.","Not Employed","5","","",""
"Yes, every week","2009","16-34 y.","Employed","150","0.0625825224635431","0.052987733223144","0.0721773117039422"
"Yes, every week","2009","35-65 y.","Not Employed","2","","",""
"Yes, every week","2009","35-65 y.","Employed","518","0.0758785323334677","0.0696981416410649","0.0820589230258704"
"Yes, every week","2009","66 and older","Not Employed","1","","",""
"Yes, every week","2009","66 and older","Employed","15","","",""
"Yes, every 2 weeks","2009","16-34 y.","Not Employed","7","","",""
"Yes, every 2 weeks","2009","16-34 y.","Employed","242","0.0942428371949391","0.0826691311178979","0.10581654327198"
"Yes, every 2 weeks","2009","35-65 y.","Not Employed","5","","",""
"Yes, every 2 weeks","2009","35-65 y.","Employed","584","0.0808079439735586","0.0744469922591099","0.0871688956880074"
"Yes, every 2 weeks","2009","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2009","66 and older","Employed","12","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","Not Employed","3","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","Employed","134","0.0578863914244871","0.0486355281696207","0.0671372546793534"
"Yes, every 3-4 weeks","2009","35-65 y.","Not Employed","6","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","Employed","400","0.0592432239279971","0.0537332447350702","0.0647532031209239"
"Yes, every 3-4 weeks","2009","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2009","66 and older","Employed","8","","",""
"Rarely","2009","16-34 y.","Not Employed","7","","",""
"Rarely","2009","16-34 y.","Employed","413","0.179378383705659","0.164179947186448","0.194576820224869"
"Rarely","2009","35-65 y.","Not Employed","4","","",""
"Rarely","2009","35-65 y.","Employed","1396","0.203979075818407","0.194574331546853","0.213383820089961"
"Rarely","2009","66 and older","Not Employed","2","","",""
"Rarely","2009","66 and older","Employed","45","0.210495983936455","0.153856324711031","0.267135643161879"
"No, never","2010","16-34 y.","Not Employed","86","0.662047102773278","0.578792207261381","0.745301998285174"
"No, never","2010","16-34 y.","Employed","719","0.564426010822035","0.537420792960883","0.591431228683187"
"No, never","2010","35-65 y.","Not Employed","68","0.786836025631413","0.70404501449593","0.869627036766895"
"No, never","2010","35-65 y.","Employed","1673","0.572361096606973","0.554675192740264","0.590047000473682"
"No, never","2010","66 and older","Not Employed","","","",""
"No, never","2010","66 and older","Employed","1","","",""
"Yes, every week","2010","16-34 y.","Not Employed","8","","",""
"Yes, every week","2010","16-34 y.","Employed","100","0.0701163960737716","0.0562092731076913","0.0840235190398518"
"Yes, every week","2010","35-65 y.","Not Employed","3","","",""
"Yes, every week","2010","35-65 y.","Employed","208","0.0630824016206116","0.0543916285359775","0.0717731747052456"
"Yes, every week","2010","66 and older","Not Employed","","","",""
"Yes, every week","2010","66 and older","Employed","","","",""
"Yes, every 2 weeks","2010","16-34 y.","Not Employed","14","","",""
"Yes, every 2 weeks","2010","16-34 y.","Employed","173","0.139818461163924","0.120930263256263","0.158706659071585"
"Yes, every 2 weeks","2010","35-65 y.","Not Employed","6","","",""
"Yes, every 2 weeks","2010","35-65 y.","Employed","318","0.0991139445145071","0.088431862318194","0.10979602671082"
"Yes, every 2 weeks","2010","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2010","66 and older","Employed","","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","Not Employed","6","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","Employed","70","0.0530532994208221","0.0408456464932973","0.0652609523483469"
"Yes, every 3-4 weeks","2010","35-65 y.","Not Employed","1","","",""
"Yes, every 3-4 weeks","2010","35-65 y.","Employed","218","0.0742633140394185","0.064890187002063","0.083636441076774"
"Yes, every 3-4 weeks","2010","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2010","66 and older","Employed","","","",""
"Rarely","2010","16-34 y.","Not Employed","10","","",""
"Rarely","2010","16-34 y.","Employed","233","0.172585832519448","0.152004321582799","0.193167343456096"
"Rarely","2010","35-65 y.","Not Employed","16","","",""
"Rarely","2010","35-65 y.","Employed","589","0.19117924321849","0.177122001394749","0.205236485042231"
"Rarely","2010","66 and older","Not Employed","","","",""
"Rarely","2010","66 and older","Employed","1","","",""
"No, never","2011","16-34 y.","Not Employed","157","0.749869584431654","0.691844293596921","0.807894875266388"
"No, never","2011","16-34 y.","Employed","2430","0.629703318015808","0.614467927069411","0.644938708962205"
"No, never","2011","35-65 y.","Not Employed","144","0.738923761140269","0.678798821926746","0.799048700353792"
"No, never","2011","35-65 y.","Employed","7066","0.591965481166278","0.583162962111231","0.600768000221324"
"No, never","2011","66 and older","Not Employed","4","","",""
"No, never","2011","66 and older","Employed","119","0.558372984971572","0.491369579181993","0.62537639076115"
"Yes, every week","2011","16-34 y.","Not Employed","10","","",""
"Yes, every week","2011","16-34 y.","Employed","243","0.0644382189482459","0.0566914839141221","0.0721849539823698"
"Yes, every week","2011","35-65 y.","Not Employed","16","","",""
"Yes, every week","2011","35-65 y.","Employed","900","0.072464144461886","0.0678207319415677","0.0771075569822044"
"Yes, every week","2011","66 and older","Not Employed","","","",""
"Yes, every week","2011","66 and older","Employed","22","","",""
"Yes, every 2 weeks","2011","16-34 y.","Not Employed","17","","",""
"Yes, every 2 weeks","2011","16-34 y.","Employed","415","0.100966991639126","0.091461201356862","0.110472781921391"
"Yes, every 2 weeks","2011","35-65 y.","Not Employed","15","","",""
"Yes, every 2 weeks","2011","35-65 y.","Employed","1147","0.095197978417383","0.0899414263071333","0.100454530527633"
"Yes, every 2 weeks","2011","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2011","66 and older","Employed","17","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","Not Employed","7","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","Employed","215","0.049350428467869","0.042516563488377","0.056184293447361"
"Yes, every 3-4 weeks","2011","35-65 y.","Not Employed","14","","",""
"Yes, every 3-4 weeks","2011","35-65 y.","Employed","719","0.0553176579288292","0.0512233064580505","0.0594120093996078"
"Yes, every 3-4 weeks","2011","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2011","66 and older","Employed","7","","",""
"Rarely","2011","16-34 y.","Not Employed","23","","",""
"Rarely","2011","16-34 y.","Employed","556","0.155541042928951","0.144106403397667","0.166975682460234"
"Rarely","2011","35-65 y.","Not Employed","16","","",""
"Rarely","2011","35-65 y.","Employed","2143","0.185054738025624","0.178099297297843","0.192010178753405"
"Rarely","2011","66 and older","Not Employed","","","",""
"Rarely","2011","66 and older","Employed","46","0.194956571344707","0.141501925413911","0.248411217275503"
"No, never","2012","16-34 y.","Not Employed","64","0.711183057581135","0.616492038852852","0.805874076309418"
"No, never","2012","16-34 y.","Employed","727","0.65765549847391","0.63000215201642","0.685308844931401"
"No, never","2012","35-65 y.","Not Employed","101","0.766214022756321","0.695854162552119","0.836573882960523"
"No, never","2012","35-65 y.","Employed","2277","0.613172994190942","0.597675933624735","0.628670054757149"
"No, never","2012","66 and older","Not Employed","","","",""
"No, never","2012","66 and older","Employed","2","","",""
"Yes, every week","2012","16-34 y.","Not Employed","8","","",""
"Yes, every week","2012","16-34 y.","Employed","73","0.0599370499883663","0.0461032039258639","0.0737708960508687"
"Yes, every week","2012","35-65 y.","Not Employed","7","","",""
"Yes, every week","2012","35-65 y.","Employed","307","0.0756855321968046","0.067269338197445","0.0841017261961643"
"Yes, every week","2012","66 and older","Not Employed","","","",""
"Yes, every week","2012","66 and older","Employed","","","",""
"Yes, every 2 weeks","2012","16-34 y.","Not Employed","6","","",""
"Yes, every 2 weeks","2012","16-34 y.","Employed","116","0.106805580117729","0.0888049892594935","0.124806170975964"
"Yes, every 2 weeks","2012","35-65 y.","Not Employed","13","","",""
"Yes, every 2 weeks","2012","35-65 y.","Employed","391","0.0981427751651859","0.0886760996932215","0.10760945063715"
"Yes, every 2 weeks","2012","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2012","66 and older","Employed","","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","Not Employed","2","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","Employed","67","0.0600322515114061","0.0461881243151279","0.0738763787076843"
"Yes, every 3-4 weeks","2012","35-65 y.","Not Employed","5","","",""
"Yes, every 3-4 weeks","2012","35-65 y.","Employed","226","0.0593974994689744","0.0518763092362425","0.0669186897017062"
"Yes, every 3-4 weeks","2012","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2012","66 and older","Employed","1","","",""
"Rarely","2012","16-34 y.","Not Employed","8","","",""
"Rarely","2012","16-34 y.","Employed","148","0.115569619908588","0.0969371487738128","0.134202091043364"
"Rarely","2012","35-65 y.","Not Employed","13","","",""
"Rarely","2012","35-65 y.","Employed","593","0.153601198978093","0.142128007270578","0.165074390685609"
"Rarely","2012","66 and older","Not Employed","","","",""
"Rarely","2012","66 and older","Employed","","","",""
"No, never","2013","16-34 y.","Not Employed","118","0.657544515262953","0.588603600778463","0.726485429747443"
"No, never","2013","16-34 y.","Employed","2189","0.628344413283285","0.612124814267432","0.644564012299138"
"No, never","2013","35-65 y.","Not Employed","126","0.535467710747478","0.464737328590422","0.606198092904533"
"No, never","2013","35-65 y.","Employed","6705","0.583880440999627","0.574772024984009","0.592988857015245"
"No, never","2013","66 and older","Not Employed","6","","",""
"No, never","2013","66 and older","Employed","168","0.654893091430307","0.598081888891854","0.71170429396876"
"Yes, every week","2013","16-34 y.","Not Employed","11","","",""
"Yes, every week","2013","16-34 y.","Employed","206","0.0510171559207565","0.0436320249069339","0.0584022869345791"
"Yes, every week","2013","35-65 y.","Not Employed","16","","",""
"Yes, every week","2013","35-65 y.","Employed","755","0.0638824112539383","0.0593635637811073","0.0684012587267693"
"Yes, every week","2013","66 and older","Not Employed","","","",""
"Yes, every week","2013","66 and older","Employed","20","","",""
"Yes, every 2 weeks","2013","16-34 y.","Not Employed","18","","",""
"Yes, every 2 weeks","2013","16-34 y.","Employed","377","0.107404117255537","0.0970118859101746","0.117796348600899"
"Yes, every 2 weeks","2013","35-65 y.","Not Employed","17","","",""
"Yes, every 2 weeks","2013","35-65 y.","Employed","1076","0.0957384590345728","0.090301424688898","0.101175493380248"
"Yes, every 2 weeks","2013","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2013","66 and older","Employed","12","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","Not Employed","15","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","Employed","186","0.0508256987100923","0.0434536946455485","0.058197702774636"
"Yes, every 3-4 weeks","2013","35-65 y.","Not Employed","9","","",""
"Yes, every 3-4 weeks","2013","35-65 y.","Employed","583","0.0557743709025241","0.051533773312824","0.0600149684922242"
"Yes, every 3-4 weeks","2013","66 and older","Not Employed","1","","",""
"Yes, every 3-4 weeks","2013","66 and older","Employed","8","","",""
"Rarely","2013","16-34 y.","Not Employed","20","","",""
"Rarely","2013","16-34 y.","Employed","452","0.16240861483033","0.150029444642833","0.174787785017826"
"Rarely","2013","35-65 y.","Not Employed","23","","",""
"Rarely","2013","35-65 y.","Employed","2131","0.200724317809338","0.193322811307041","0.208125824311636"
"Rarely","2013","66 and older","Not Employed","","","",""
"Rarely","2013","66 and older","Employed","61","0.189331220427128","0.142514089866275","0.236148350987981"
"No, never","2014","16-34 y.","Not Employed","","","",""
"No, never","2014","16-34 y.","Employed","","","",""
"No, never","2014","35-65 y.","Not Employed","","","",""
"No, never","2014","35-65 y.","Employed","","","",""
"No, never","2014","66 and older","Not Employed","","","",""
"No, never","2014","66 and older","Employed","","","",""
"Yes, every week","2014","16-34 y.","Not Employed","","","",""
"Yes, every week","2014","16-34 y.","Employed","","","",""
"Yes, every week","2014","35-65 y.","Not Employed","","","",""
"Yes, every week","2014","35-65 y.","Employed","","","",""
"Yes, every week","2014","66 and older","Not Employed","","","",""
"Yes, every week","2014","66 and older","Employed","","","",""
"Yes, every 2 weeks","2014","16-34 y.","Not Employed","","","",""
"Yes, every 2 weeks","2014","16-34 y.","Employed","","","",""
"Yes, every 2 weeks","2014","35-65 y.","Not Employed","","","",""
"Yes, every 2 weeks","2014","35-65 y.","Employed","","","",""
"Yes, every 2 weeks","2014","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2014","66 and older","Employed","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","Employed","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","Employed","","","",""
"Yes, every 3-4 weeks","2014","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2014","66 and older","Employed","","","",""
"Rarely","2014","16-34 y.","Not Employed","","","",""
"Rarely","2014","16-34 y.","Employed","","","",""
"Rarely","2014","35-65 y.","Not Employed","","","",""
"Rarely","2014","35-65 y.","Employed","","","",""
"Rarely","2014","66 and older","Not Employed","","","",""
"Rarely","2014","66 and older","Employed","","","",""
"No, never","2015","16-34 y.","Not Employed","132","0.627293772626043","0.560614443908368","0.693973101343717"
"No, never","2015","16-34 y.","Employed","2180","0.605859339504918","0.589522432063914","0.622196246945922"
"No, never","2015","35-65 y.","Not Employed","107","0.711824962716439","0.640059223661908","0.783590701770971"
"No, never","2015","35-65 y.","Employed","6581","0.586091625525236","0.576882807966171","0.595300443084301"
"No, never","2015","66 and older","Not Employed","7","","",""
"No, never","2015","66 and older","Employed","191","0.663013988471384","0.609966423454594","0.716061553488175"
"Yes, every week","2015","16-34 y.","Not Employed","19","","",""
"Yes, every week","2015","16-34 y.","Employed","221","0.0612934203151796","0.0532742362079252","0.069312604422434"
"Yes, every week","2015","35-65 y.","Not Employed","12","","",""
"Yes, every week","2015","35-65 y.","Employed","742","0.0641359468796195","0.0595553070730333","0.0687165866862057"
"Yes, every week","2015","66 and older","Not Employed","","","",""
"Yes, every week","2015","66 and older","Employed","26","","",""
"Yes, every 2 weeks","2015","16-34 y.","Not Employed","26","","",""
"Yes, every 2 weeks","2015","16-34 y.","Employed","402","0.117969692828773","0.107185558142139","0.128753827515406"
"Yes, every 2 weeks","2015","35-65 y.","Not Employed","10","","",""
"Yes, every 2 weeks","2015","35-65 y.","Employed","1065","0.0978597845098661","0.0923044763671118","0.10341509265262"
"Yes, every 2 weeks","2015","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2015","66 and older","Employed","10","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","Not Employed","7","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","Employed","188","0.0606291910259937","0.0526507554629804","0.068607626589007"
"Yes, every 3-4 weeks","2015","35-65 y.","Not Employed","9","","",""
"Yes, every 3-4 weeks","2015","35-65 y.","Employed","591","0.0581442433426451","0.0537688755640906","0.0625196111211996"
"Yes, every 3-4 weeks","2015","66 and older","Not Employed","2","","",""
"Yes, every 3-4 weeks","2015","66 and older","Employed","12","","",""
"Rarely","2015","16-34 y.","Not Employed","18","","",""
"Rarely","2015","16-34 y.","Employed","446","0.154248356325136","0.142173276160901","0.166323436489371"
"Rarely","2015","35-65 y.","Not Employed","15","","",""
"Rarely","2015","35-65 y.","Employed","2010","0.193768399742634","0.186378468650692","0.201158330834575"
"Rarely","2015","66 and older","Not Employed","1","","",""
"Rarely","2015","66 and older","Employed","66","0.198722889923449","0.15393985865257","0.243505921194328"
"No, never","2016","16-34 y.","Not Employed","","","",""
"No, never","2016","16-34 y.","Employed","","","",""
"No, never","2016","35-65 y.","Not Employed","","","",""
"No, never","2016","35-65 y.","Employed","","","",""
"No, never","2016","66 and older","Not Employed","","","",""
"No, never","2016","66 and older","Employed","","","",""
"Yes, every week","2016","16-34 y.","Not Employed","","","",""
"Yes, every week","2016","16-34 y.","Employed","","","",""
"Yes, every week","2016","35-65 y.","Not Employed","","","",""
"Yes, every week","2016","35-65 y.","Employed","","","",""
"Yes, every week","2016","66 and older","Not Employed","","","",""
"Yes, every week","2016","66 and older","Employed","","","",""
"Yes, every 2 weeks","2016","16-34 y.","Not Employed","","","",""
"Yes, every 2 weeks","2016","16-34 y.","Employed","","","",""
"Yes, every 2 weeks","2016","35-65 y.","Not Employed","","","",""
"Yes, every 2 weeks","2016","35-65 y.","Employed","","","",""
"Yes, every 2 weeks","2016","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2016","66 and older","Employed","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","Employed","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","Not Employed","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","Employed","","","",""
"Yes, every 3-4 weeks","2016","66 and older","Not Employed","","","",""
"Yes, every 3-4 weeks","2016","66 and older","Employed","","","",""
"Rarely","2016","16-34 y.","Not Employed","","","",""
"Rarely","2016","16-34 y.","Employed","","","",""
"Rarely","2016","35-65 y.","Not Employed","","","",""
"Rarely","2016","35-65 y.","Employed","","","",""
"Rarely","2016","66 and older","Not Employed","","","",""
"Rarely","2016","66 and older","Employed","","","",""
"No, never","2017","16-34 y.","Not Employed","148","0.711663913901081","0.649805119333846","0.773522708468315"
"No, never","2017","16-34 y.","Employed","2511","0.653360899596754","0.638298965201541","0.668422833991968"
"No, never","2017","35-65 y.","Not Employed","137","0.835369300191699","0.78104223518445","0.889696365198947"
"No, never","2017","35-65 y.","Employed","7409","0.609222538151972","0.60048241661841","0.617962659685534"
"No, never","2017","66 and older","Not Employed","8","","",""
"No, never","2017","66 and older","Employed","255","0.642172928279344","0.593784667807066","0.690561188751622"
"Yes, every week","2017","16-34 y.","Not Employed","18","","",""
"Yes, every week","2017","16-34 y.","Employed","261","0.062416045201731","0.0547597509906971","0.0700723394127649"
"Yes, every week","2017","35-65 y.","Not Employed","7","","",""
"Yes, every week","2017","35-65 y.","Employed","809","0.0653235947419422","0.0608974010524487","0.0697497884314356"
"Yes, every week","2017","66 and older","Not Employed","","","",""
"Yes, every week","2017","66 and older","Employed","29","","",""
"Yes, every 2 weeks","2017","16-34 y.","Not Employed","17","","",""
"Yes, every 2 weeks","2017","16-34 y.","Employed","423","0.101512789192264","0.0919544654277453","0.111071112956782"
"Yes, every 2 weeks","2017","35-65 y.","Not Employed","13","","",""
"Yes, every 2 weeks","2017","35-65 y.","Employed","1152","0.0968062012052378","0.091509483838084","0.102102918572392"
"Yes, every 2 weeks","2017","66 and older","Not Employed","","","",""
"Yes, every 2 weeks","2017","66 and older","Employed","21","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","Not Employed","8","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","Employed","206","0.0563774643601203","0.0490775573395981","0.0636773713806424"
"Yes, every 3-4 weeks","2017","35-65 y.","Not Employed","10","","",""
"Yes, every 3-4 weeks","2017","35-65 y.","Employed","801","0.0620239432232897","0.0577033806436779","0.0663445058029016"
"Yes, every 3-4 weeks","2017","66 and older","Not Employed","1","","",""
"Yes, every 3-4 weeks","2017","66 and older","Employed","11","","",""
