"plb0219","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2005","lower secondary degree","no migration background","200","0.0887862511997651","0.0770621164458219","0.100510385953708"
"Yes, every 2 weeks","2005","lower secondary degree","direct migration background","22","","",""
"Yes, every 2 weeks","2005","lower secondary degree","indirect migration background","9","","",""
"Yes, every 2 weeks","2005","secondary school degree","no migration background","342","0.102053722552348","0.0921388865951586","0.111968558509537"
"Yes, every 2 weeks","2005","secondary school degree","direct migration background","10","","",""
"Yes, every 2 weeks","2005","secondary school degree","indirect migration background","18","","",""
"Yes, every 2 weeks","2005","college entrance qualification","no migration background","226","0.0824362636651978","0.0729161178036869","0.0919564095267088"
"Yes, every 2 weeks","2005","college entrance qualification","direct migration background","10","","",""
"Yes, every 2 weeks","2005","college entrance qualification","indirect migration background","10","","",""
"Yes, every 2 weeks","2005","Other degree","no migration background","2","","",""
"Yes, every 2 weeks","2005","Other degree","direct migration background","42","0.0900619954627654","0.0650197702406942","0.115104220684837"
"Yes, every 2 weeks","2005","Other degree","indirect migration background","1","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","no migration background","6","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","direct migration background","3","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","no migration background","106","0.0467862520853005","0.0380815865863706","0.0554909175842303"
"Yes, every 3-4 weeks","2005","lower secondary degree","direct migration background","11","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","indirect migration background","11","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","no migration background","186","0.0644426846718823","0.0564006129424091","0.0724847564013555"
"Yes, every 3-4 weeks","2005","secondary school degree","direct migration background","6","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","indirect migration background","4","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","no migration background","181","0.0547169996140132","0.046844577123562","0.0625894221044643"
"Yes, every 3-4 weeks","2005","college entrance qualification","direct migration background","10","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","indirect migration background","5","","",""
"Yes, every 3-4 weeks","2005","Other degree","no migration background","","","",""
"Yes, every 3-4 weeks","2005","Other degree","direct migration background","29","","",""
"Yes, every 3-4 weeks","2005","Other degree","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","no migration background","5","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","direct migration background","2","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2005","lower secondary degree","no migration background","365","0.153041898462823","0.138201896945304","0.167881899980342"
"Rarely","2005","lower secondary degree","direct migration background","34","0.0988437875353913","0.0649582258598978","0.132729349210885"
"Rarely","2005","lower secondary degree","indirect migration background","15","","",""
"Rarely","2005","secondary school degree","no migration background","646","0.182200178407523","0.169557361888959","0.194842994926087"
"Rarely","2005","secondary school degree","direct migration background","17","","",""
"Rarely","2005","secondary school degree","indirect migration background","14","","",""
"Rarely","2005","college entrance qualification","no migration background","744","0.232249023065079","0.217632183882105","0.246865862248052"
"Rarely","2005","college entrance qualification","direct migration background","32","0.212967092190326","0.149530361023645","0.276403823357008"
"Rarely","2005","college entrance qualification","indirect migration background","22","","",""
"Rarely","2005","Other degree","no migration background","3","","",""
"Rarely","2005","Other degree","direct migration background","48","0.124243042097748","0.0953878434162506","0.153098240779245"
"Rarely","2005","Other degree","indirect migration background","1","","",""
"Rarely","2005","no degree/no degree yet","no migration background","8","","",""
"Rarely","2005","no degree/no degree yet","direct migration background","5","","",""
"Rarely","2005","no degree/no degree yet","indirect migration background","","","",""
"No, never","2006","lower secondary degree","no migration background","","","",""
"No, never","2006","lower secondary degree","direct migration background","","","",""
"No, never","2006","lower secondary degree","indirect migration background","","","",""
"No, never","2006","secondary school degree","no migration background","","","",""
"No, never","2006","secondary school degree","direct migration background","","","",""
"No, never","2006","secondary school degree","indirect migration background","","","",""
"No, never","2006","college entrance qualification","no migration background","","","",""
"No, never","2006","college entrance qualification","direct migration background","","","",""
"No, never","2006","college entrance qualification","indirect migration background","","","",""
"No, never","2006","Other degree","no migration background","","","",""
"No, never","2006","Other degree","direct migration background","","","",""
"No, never","2006","Other degree","indirect migration background","","","",""
"No, never","2006","no degree/no degree yet","no migration background","","","",""
"No, never","2006","no degree/no degree yet","direct migration background","","","",""
"No, never","2006","no degree/no degree yet","indirect migration background","","","",""
"Yes, every week","2006","lower secondary degree","no migration background","","","",""
"Yes, every week","2006","lower secondary degree","direct migration background","","","",""
"Yes, every week","2006","lower secondary degree","indirect migration background","","","",""
"Yes, every week","2006","secondary school degree","no migration background","","","",""
"Yes, every week","2006","secondary school degree","direct migration background","","","",""
"Yes, every week","2006","secondary school degree","indirect migration background","","","",""
"Yes, every week","2006","college entrance qualification","no migration background","","","",""
"Yes, every week","2006","college entrance qualification","direct migration background","","","",""
"Yes, every week","2006","college entrance qualification","indirect migration background","","","",""
"Yes, every week","2006","Other degree","no migration background","","","",""
"Yes, every week","2006","Other degree","direct migration background","","","",""
"Yes, every week","2006","Other degree","indirect migration background","","","",""
"Yes, every week","2006","no degree/no degree yet","no migration background","","","",""
"Yes, every week","2006","no degree/no degree yet","direct migration background","","","",""
"Yes, every week","2006","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","no migration background","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","direct migration background","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","indirect migration background","","","",""
"Yes, every 2 weeks","2006","secondary school degree","no migration background","","","",""
"Yes, every 2 weeks","2006","secondary school degree","direct migration background","","","",""
"Yes, every 2 weeks","2006","secondary school degree","indirect migration background","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","no migration background","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","direct migration background","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","indirect migration background","","","",""
"Yes, every 2 weeks","2006","Other degree","no migration background","","","",""
"Yes, every 2 weeks","2006","Other degree","direct migration background","","","",""
"Yes, every 2 weeks","2006","Other degree","indirect migration background","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","no migration background","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","direct migration background","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","no migration background","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","no migration background","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","no migration background","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","direct migration background","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","indirect migration background","","","",""
"Yes, every 3-4 weeks","2006","Other degree","no migration background","","","",""
"Yes, every 3-4 weeks","2006","Other degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2006","Other degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","no migration background","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","direct migration background","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2006","lower secondary degree","no migration background","","","",""
"Rarely","2006","lower secondary degree","direct migration background","","","",""
"Rarely","2006","lower secondary degree","indirect migration background","","","",""
"Rarely","2006","secondary school degree","no migration background","","","",""
"Rarely","2006","secondary school degree","direct migration background","","","",""
"Rarely","2006","secondary school degree","indirect migration background","","","",""
"Rarely","2006","college entrance qualification","no migration background","","","",""
"Rarely","2006","college entrance qualification","direct migration background","","","",""
"Rarely","2006","college entrance qualification","indirect migration background","","","",""
"Rarely","2006","Other degree","no migration background","","","",""
"Rarely","2006","Other degree","direct migration background","","","",""
"Rarely","2006","Other degree","indirect migration background","","","",""
"Rarely","2006","no degree/no degree yet","no migration background","","","",""
"Rarely","2006","no degree/no degree yet","direct migration background","","","",""
"Rarely","2006","no degree/no degree yet","indirect migration background","","","",""
"No, never","2007","lower secondary degree","no migration background","1497","0.657207432104597","0.63767332801229","0.676741536196904"
"No, never","2007","lower secondary degree","direct migration background","188","0.680352289819915","0.624310758088361","0.73639382155147"
"No, never","2007","lower secondary degree","indirect migration background","118","0.7577304706033","0.690710375680552","0.824750565526049"
"No, never","2007","secondary school degree","no migration background","2227","0.584782441193863","0.568772413595258","0.600792468792469"
"No, never","2007","secondary school degree","direct migration background","83","0.748373507161332","0.669061935605105","0.827685078717559"
"No, never","2007","secondary school degree","indirect migration background","95","0.690891135262256","0.613223661915655","0.768558608608857"
"No, never","2007","college entrance qualification","no migration background","1790","0.51584719636181","0.498964461580106","0.532729931143514"
"No, never","2007","college entrance qualification","direct migration background","98","0.613836543311909","0.538631475107252","0.689041611516567"
"No, never","2007","college entrance qualification","indirect migration background","89","0.639086702818479","0.5586657638001","0.719507641836858"
"No, never","2007","Other degree","no migration background","33","0.782821942491701","0.660989985549594","0.904653899433807"
"No, never","2007","Other degree","direct migration background","313","0.669587253772507","0.626510066600695","0.71266444094432"
"No, never","2007","Other degree","indirect migration background","5","","",""
"No, never","2007","no degree/no degree yet","no migration background","34","0.62472789273686","0.500117953126598","0.749337832347122"
"No, never","2007","no degree/no degree yet","direct migration background","21","","",""
"No, never","2007","no degree/no degree yet","indirect migration background","2","","",""
"Yes, every week","2007","lower secondary degree","no migration background","133","0.0591598424266936","0.0494503172278669","0.0688693676255204"
"Yes, every week","2007","lower secondary degree","direct migration background","10","","",""
"Yes, every week","2007","lower secondary degree","indirect migration background","9","","",""
"Yes, every week","2007","secondary school degree","no migration background","190","0.0569397923643176","0.049410837165092","0.0644687475635432"
"Yes, every week","2007","secondary school degree","direct migration background","2","","",""
"Yes, every week","2007","secondary school degree","indirect migration background","5","","",""
"Yes, every week","2007","college entrance qualification","no migration background","318","0.0878581005922283","0.0782946824917842","0.0974215186926723"
"Yes, every week","2007","college entrance qualification","direct migration background","10","","",""
"Yes, every week","2007","college entrance qualification","indirect migration background","7","","",""
"Yes, every week","2007","Other degree","no migration background","2","","",""
"Yes, every week","2007","Other degree","direct migration background","23","","",""
"Yes, every week","2007","Other degree","indirect migration background","","","",""
"Yes, every week","2007","no degree/no degree yet","no migration background","4","","",""
"Yes, every week","2007","no degree/no degree yet","direct migration background","1","","",""
"Yes, every week","2007","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 2 weeks","2007","lower secondary degree","no migration background","177","0.0817670224455708","0.0704900608737289","0.0930439840174127"
"Yes, every 2 weeks","2007","lower secondary degree","direct migration background","24","","",""
"Yes, every 2 weeks","2007","lower secondary degree","indirect migration background","8","","",""
"Yes, every 2 weeks","2007","secondary school degree","no migration background","369","0.11230596995561","0.102047321813667","0.122564618097553"
"Yes, every 2 weeks","2007","secondary school degree","direct migration background","8","","",""
"Yes, every 2 weeks","2007","secondary school degree","indirect migration background","8","","",""
"Yes, every 2 weeks","2007","college entrance qualification","no migration background","255","0.0855043823485401","0.0760577712486338","0.0949509934484464"
"Yes, every 2 weeks","2007","college entrance qualification","direct migration background","13","","",""
"Yes, every 2 weeks","2007","college entrance qualification","indirect migration background","9","","",""
"Yes, every 2 weeks","2007","Other degree","no migration background","1","","",""
"Yes, every 2 weeks","2007","Other degree","direct migration background","41","0.0888474643960788","0.0627899242772139","0.114905004514944"
"Yes, every 2 weeks","2007","Other degree","indirect migration background","2","","",""
"Yes, every 2 weeks","2007","no degree/no degree yet","no migration background","8","","",""
"Yes, every 2 weeks","2007","no degree/no degree yet","direct migration background","3","","",""
"Yes, every 2 weeks","2007","no degree/no degree yet","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2007","lower secondary degree","no migration background","95","0.040695151739374","0.0325635477234249","0.0488267557553232"
"Yes, every 3-4 weeks","2007","lower secondary degree","direct migration background","17","","",""
"Yes, every 3-4 weeks","2007","lower secondary degree","indirect migration background","7","","",""
"Yes, every 3-4 weeks","2007","secondary school degree","no migration background","195","0.0617050141213534","0.0538871703213704","0.0695228579213364"
"Yes, every 3-4 weeks","2007","secondary school degree","direct migration background","9","","",""
"Yes, every 3-4 weeks","2007","secondary school degree","indirect migration background","8","","",""
"Yes, every 3-4 weeks","2007","college entrance qualification","no migration background","200","0.0663273466258166","0.0579204701433148","0.0747342231083184"
"Yes, every 3-4 weeks","2007","college entrance qualification","direct migration background","13","","",""
"Yes, every 3-4 weeks","2007","college entrance qualification","indirect migration background","9","","",""
"Yes, every 3-4 weeks","2007","Other degree","no migration background","1","","",""
"Yes, every 3-4 weeks","2007","Other degree","direct migration background","25","","",""
"Yes, every 3-4 weeks","2007","Other degree","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2007","no degree/no degree yet","no migration background","3","","",""
"Yes, every 3-4 weeks","2007","no degree/no degree yet","direct migration background","2","","",""
"Yes, every 3-4 weeks","2007","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2007","lower secondary degree","no migration background","366","0.161170551283765","0.146038205870057","0.176302896697473"
"Rarely","2007","lower secondary degree","direct migration background","27","","",""
"Rarely","2007","lower secondary degree","indirect migration background","15","","",""
"Rarely","2007","secondary school degree","no migration background","658","0.184266782364855","0.171670143948172","0.196863420781539"
"Rarely","2007","secondary school degree","direct migration background","13","","",""
"Rarely","2007","secondary school degree","indirect migration background","20","","",""
"Rarely","2007","college entrance qualification","no migration background","803","0.244462974071605","0.229944350115353","0.258981598027858"
"Rarely","2007","college entrance qualification","direct migration background","27","","",""
"Rarely","2007","college entrance qualification","indirect migration background","23","","",""
"Rarely","2007","Other degree","no migration background","7","","",""
"Rarely","2007","Other degree","direct migration background","56","0.141453437555362","0.109537762710205","0.173369112400518"
"Rarely","2007","Other degree","indirect migration background","2","","",""
"Rarely","2007","no degree/no degree yet","no migration background","9","","",""
"Rarely","2007","no degree/no degree yet","direct migration background","3","","",""
"Rarely","2007","no degree/no degree yet","indirect migration background","","","",""
"No, never","2008","lower secondary degree","no migration background","","","",""
"No, never","2008","lower secondary degree","direct migration background","","","",""
"No, never","2008","lower secondary degree","indirect migration background","","","",""
"No, never","2008","secondary school degree","no migration background","","","",""
"No, never","2008","secondary school degree","direct migration background","","","",""
"No, never","2008","secondary school degree","indirect migration background","","","",""
"No, never","2008","college entrance qualification","no migration background","","","",""
"No, never","2008","college entrance qualification","direct migration background","","","",""
"No, never","2008","college entrance qualification","indirect migration background","","","",""
"No, never","2008","Other degree","no migration background","","","",""
"No, never","2008","Other degree","direct migration background","","","",""
"No, never","2008","Other degree","indirect migration background","","","",""
"No, never","2008","no degree/no degree yet","no migration background","","","",""
"No, never","2008","no degree/no degree yet","direct migration background","","","",""
"No, never","2008","no degree/no degree yet","indirect migration background","","","",""
"Yes, every week","2008","lower secondary degree","no migration background","","","",""
"Yes, every week","2008","lower secondary degree","direct migration background","","","",""
"Yes, every week","2008","lower secondary degree","indirect migration background","","","",""
"Yes, every week","2008","secondary school degree","no migration background","","","",""
"Yes, every week","2008","secondary school degree","direct migration background","","","",""
"Yes, every week","2008","secondary school degree","indirect migration background","","","",""
"Yes, every week","2008","college entrance qualification","no migration background","","","",""
"Yes, every week","2008","college entrance qualification","direct migration background","","","",""
"Yes, every week","2008","college entrance qualification","indirect migration background","","","",""
"Yes, every week","2008","Other degree","no migration background","","","",""
"Yes, every week","2008","Other degree","direct migration background","","","",""
"Yes, every week","2008","Other degree","indirect migration background","","","",""
"Yes, every week","2008","no degree/no degree yet","no migration background","","","",""
"Yes, every week","2008","no degree/no degree yet","direct migration background","","","",""
"Yes, every week","2008","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 2 weeks","2008","lower secondary degree","no migration background","","","",""
"Yes, every 2 weeks","2008","lower secondary degree","direct migration background","","","",""
"Yes, every 2 weeks","2008","lower secondary degree","indirect migration background","","","",""
"Yes, every 2 weeks","2008","secondary school degree","no migration background","","","",""
"Yes, every 2 weeks","2008","secondary school degree","direct migration background","","","",""
"Yes, every 2 weeks","2008","secondary school degree","indirect migration background","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","no migration background","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","direct migration background","","","",""
"Yes, every 2 weeks","2008","college entrance qualification","indirect migration background","","","",""
"Yes, every 2 weeks","2008","Other degree","no migration background","","","",""
"Yes, every 2 weeks","2008","Other degree","direct migration background","","","",""
"Yes, every 2 weeks","2008","Other degree","indirect migration background","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","no migration background","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","direct migration background","","","",""
"Yes, every 2 weeks","2008","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","no migration background","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2008","lower secondary degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","no migration background","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2008","secondary school degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","no migration background","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","direct migration background","","","",""
"Yes, every 3-4 weeks","2008","college entrance qualification","indirect migration background","","","",""
"Yes, every 3-4 weeks","2008","Other degree","no migration background","","","",""
"Yes, every 3-4 weeks","2008","Other degree","direct migration background","","","",""
"Yes, every 3-4 weeks","2008","Other degree","indirect migration background","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","no migration background","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","direct migration background","","","",""
"Yes, every 3-4 weeks","2008","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2008","lower secondary degree","no migration background","","","",""
"Rarely","2008","lower secondary degree","direct migration background","","","",""
"Rarely","2008","lower secondary degree","indirect migration background","","","",""
"Rarely","2008","secondary school degree","no migration background","","","",""
"Rarely","2008","secondary school degree","direct migration background","","","",""
"Rarely","2008","secondary school degree","indirect migration background","","","",""
"Rarely","2008","college entrance qualification","no migration background","","","",""
"Rarely","2008","college entrance qualification","direct migration background","","","",""
"Rarely","2008","college entrance qualification","indirect migration background","","","",""
"Rarely","2008","Other degree","no migration background","","","",""
"Rarely","2008","Other degree","direct migration background","","","",""
"Rarely","2008","Other degree","indirect migration background","","","",""
"Rarely","2008","no degree/no degree yet","no migration background","","","",""
"Rarely","2008","no degree/no degree yet","direct migration background","","","",""
"Rarely","2008","no degree/no degree yet","indirect migration background","","","",""
"No, never","2009","lower secondary degree","no migration background","1231","0.641685713797872","0.620170178624538","0.663201248971206"
"No, never","2009","lower secondary degree","direct migration background","143","0.629176531969481","0.563375488373593","0.69497757556537"
"No, never","2009","lower secondary degree","indirect migration background","107","0.678028231803733","0.602239533466283","0.753816930141182"
"No, never","2009","secondary school degree","no migration background","1985","0.577859518894459","0.560964748814125","0.594754288974793"
"No, never","2009","secondary school degree","direct migration background","71","0.68907397253249","0.598352612301398","0.779795332763582"
"No, never","2009","secondary school degree","indirect migration background","80","0.66769617329004","0.583064734314285","0.752327612265795"
"No, never","2009","college entrance qualification","no migration background","1593","0.516009279193754","0.498188774407446","0.533829783980063"
"No, never","2009","college entrance qualification","direct migration background","88","0.619707596655922","0.540417475765","0.698997717546844"
"No, never","2009","college entrance qualification","indirect migration background","67","0.574617363614628","0.488631811854281","0.660602915374975"
"No, never","2009","Other degree","no migration background","30","0.768214233970283","0.635779975670499","0.900648492270067"
"No, never","2009","Other degree","direct migration background","239","0.634482202759826","0.585077800971938","0.683886604547714"
"No, never","2009","Other degree","indirect migration background","5","","",""
"No, never","2009","no degree/no degree yet","no migration background","38","0.609428551787602","0.482773560969283","0.736083542605921"
"No, never","2009","no degree/no degree yet","direct migration background","16","","",""
"No, never","2009","no degree/no degree yet","indirect migration background","6","","",""
"Yes, every week","2009","lower secondary degree","no migration background","100","0.0550039195095081","0.0447740350561881","0.065233803962828"
"Yes, every week","2009","lower secondary degree","direct migration background","14","","",""
"Yes, every week","2009","lower secondary degree","indirect migration background","9","","",""
"Yes, every week","2009","secondary school degree","no migration background","184","0.0571675886581488","0.0492260466326162","0.0651091306836814"
"Yes, every week","2009","secondary school degree","direct migration background","3","","",""
"Yes, every week","2009","secondary school degree","indirect migration background","8","","",""
"Yes, every week","2009","college entrance qualification","no migration background","298","0.0977089570506921","0.0871209739301943","0.10829694017119"
"Yes, every week","2009","college entrance qualification","direct migration background","12","","",""
"Yes, every week","2009","college entrance qualification","indirect migration background","10","","",""
"Yes, every week","2009","Other degree","no migration background","2","","",""
"Yes, every week","2009","Other degree","direct migration background","26","","",""
"Yes, every week","2009","Other degree","indirect migration background","","","",""
"Yes, every week","2009","no degree/no degree yet","no migration background","6","","",""
"Yes, every week","2009","no degree/no degree yet","direct migration background","3","","",""
"Yes, every week","2009","no degree/no degree yet","indirect migration background","1","","",""
"Yes, every 2 weeks","2009","lower secondary degree","no migration background","152","0.0759121370006811","0.0640279042810658","0.0877963697202964"
"Yes, every 2 weeks","2009","lower secondary degree","direct migration background","15","","",""
"Yes, every 2 weeks","2009","lower secondary degree","indirect migration background","10","","",""
"Yes, every 2 weeks","2009","secondary school degree","no migration background","333","0.103174540207077","0.0927692814386311","0.113579798975522"
"Yes, every 2 weeks","2009","secondary school degree","direct migration background","6","","",""
"Yes, every 2 weeks","2009","secondary school degree","indirect migration background","13","","",""
"Yes, every 2 weeks","2009","college entrance qualification","no migration background","232","0.0798322799144779","0.0701674216037451","0.0894971382252107"
"Yes, every 2 weeks","2009","college entrance qualification","direct migration background","11","","",""
"Yes, every 2 weeks","2009","college entrance qualification","indirect migration background","9","","",""
"Yes, every 2 weeks","2009","Other degree","no migration background","","","",""
"Yes, every 2 weeks","2009","Other degree","direct migration background","35","0.0922707977732226","0.0625806779610931","0.121960917585352"
"Yes, every 2 weeks","2009","Other degree","indirect migration background","","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","no migration background","4","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","direct migration background","2","","",""
"Yes, every 2 weeks","2009","no degree/no degree yet","indirect migration background","","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","no migration background","102","0.0462997668960754","0.0368710140356695","0.0557285197564813"
"Yes, every 3-4 weeks","2009","lower secondary degree","direct migration background","10","","",""
"Yes, every 3-4 weeks","2009","lower secondary degree","indirect migration background","7","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","no migration background","173","0.0612978479454993","0.0530924590339543","0.0695032368570443"
"Yes, every 3-4 weeks","2009","secondary school degree","direct migration background","4","","",""
"Yes, every 3-4 weeks","2009","secondary school degree","indirect migration background","6","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","no migration background","189","0.0660992836669151","0.0572395338348136","0.0749590334990166"
"Yes, every 3-4 weeks","2009","college entrance qualification","direct migration background","7","","",""
"Yes, every 3-4 weeks","2009","college entrance qualification","indirect migration background","10","","",""
"Yes, every 3-4 weeks","2009","Other degree","no migration background","","","",""
"Yes, every 3-4 weeks","2009","Other degree","direct migration background","25","","",""
"Yes, every 3-4 weeks","2009","Other degree","indirect migration background","1","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","no migration background","1","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","direct migration background","1","","",""
"Yes, every 3-4 weeks","2009","no degree/no degree yet","indirect migration background","","","",""
"Rarely","2009","lower secondary degree","no migration background","323","0.181098462795864","0.163818924623163","0.198378000968564"
"Rarely","2009","lower secondary degree","direct migration background","25","","",""
"Rarely","2009","lower secondary degree","indirect migration background","13","","",""
"Rarely","2009","secondary school degree","no migration background","608","0.200500504294816","0.186804954181728","0.214196054407904"
"Rarely","2009","secondary school degree","direct migration background","16","","",""
"Rarely","2009","secondary school degree","indirect migration background","12","","",""
"Rarely","2009","college entrance qualification","no migration background","709","0.240350200174161","0.225113122329026","0.255587278019295"
"Rarely","2009","college entrance qualification","direct migration background","26","","",""
"Rarely","2009","college entrance qualification","indirect migration background","31","0.269583682884262","0.192408393816017","0.346758971952507"
"Rarely","2009","Other degree","no migration background","7","","",""
"Rarely","2009","Other degree","direct migration background","40","0.101643756532928","0.0706434271968803","0.132644085868976"
"Rarely","2009","Other degree","indirect migration background","1","","",""
"Rarely","2009","no degree/no degree yet","no migration background","8","","",""
"Rarely","2009","no degree/no degree yet","direct migration background","3","","",""
"Rarely","2009","no degree/no degree yet","indirect migration background","2","","",""
"No, never","2010","lower secondary degree","no migration background","449","0.653220472186916","0.618261012381941","0.688179931991891"
"No, never","2010","lower secondary degree","direct migration background","60","0.552945938476462","0.459608430667175","0.64628344628575"
"No, never","2010","lower secondary degree","indirect migration background","39","0.583195325641252","0.462405205939738","0.703985445342765"
"No, never","2010","secondary school degree","no migration background","840","0.594420287722494","0.568927015585028","0.619913559859961"
"No, never","2010","secondary school degree","direct migration background","37","0.580595741024619","0.465814145416115","0.695377336633124"
