"plb0219","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every week","2005","secondary school degree","in school","","","",""
"Yes, every week","2005","secondary school degree","inadequately","","","",""
"Yes, every week","2005","secondary school degree","general elemantary","19","","",""
"Yes, every week","2005","secondary school degree","middle vocational","104","0.0443508315660165","0.0364961510950607","0.0522055120369724"
"Yes, every week","2005","secondary school degree","vocational + Abi","","","",""
"Yes, every week","2005","secondary school degree","higher vocational","26","","",""
"Yes, every week","2005","secondary school degree","higher education","23","","",""
"Yes, every week","2005","college entrance qualification","in school","","","",""
"Yes, every week","2005","college entrance qualification","inadequately","","","",""
"Yes, every week","2005","college entrance qualification","general elemantary","","","",""
"Yes, every week","2005","college entrance qualification","middle vocational","26","","",""
"Yes, every week","2005","college entrance qualification","vocational + Abi","19","","",""
"Yes, every week","2005","college entrance qualification","higher vocational","9","","",""
"Yes, every week","2005","college entrance qualification","higher education","217","0.0954645351680902","0.0833627951539639","0.107566275182216"
"Yes, every week","2005","Other degree","in school","","","",""
"Yes, every week","2005","Other degree","inadequately","","","",""
"Yes, every week","2005","Other degree","general elemantary","7","","",""
"Yes, every week","2005","Other degree","middle vocational","12","","",""
"Yes, every week","2005","Other degree","vocational + Abi","4","","",""
"Yes, every week","2005","Other degree","higher vocational","","","",""
"Yes, every week","2005","Other degree","higher education","9","","",""
"Yes, every week","2005","no degree/no degree yet","in school","8","","",""
"Yes, every week","2005","no degree/no degree yet","inadequately","3","","",""
"Yes, every week","2005","no degree/no degree yet","general elemantary","","","",""
"Yes, every week","2005","no degree/no degree yet","middle vocational","2","","",""
"Yes, every week","2005","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2005","no degree/no degree yet","higher vocational","","","",""
"Yes, every week","2005","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","general elemantary","34","0.0843821640365775","0.0580486596261112","0.110715668447044"
"Yes, every 2 weeks","2005","lower secondary degree","middle vocational","168","0.0807540081567711","0.0688637014280856","0.0926443148854566"
"Yes, every 2 weeks","2005","lower secondary degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2005","lower secondary degree","higher vocational","23","","",""
"Yes, every 2 weeks","2005","lower secondary degree","higher education","6","","",""
"Yes, every 2 weeks","2005","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2005","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2005","secondary school degree","general elemantary","30","0.0975900234032222","0.0651261579393676","0.130053888867077"
"Yes, every 2 weeks","2005","secondary school degree","middle vocational","254","0.104240748087057","0.09258224460149","0.115899251572625"
"Yes, every 2 weeks","2005","secondary school degree","vocational + Abi","2","","",""
"Yes, every 2 weeks","2005","secondary school degree","higher vocational","58","0.130659535450328","0.100509142640629","0.160809928260027"
"Yes, every 2 weeks","2005","secondary school degree","higher education","26","","",""
"Yes, every 2 weeks","2005","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2005","college entrance qualification","middle vocational","27","","",""
"Yes, every 2 weeks","2005","college entrance qualification","vocational + Abi","44","0.0735826309649764","0.0534800607105647","0.093685201219388"
"Yes, every 2 weeks","2005","college entrance qualification","higher vocational","18","","",""
"Yes, every 2 weeks","2005","college entrance qualification","higher education","157","0.0806673470279492","0.0694523485805222","0.0918823454753763"
"Yes, every 2 weeks","2005","Other degree","in school","","","",""
"Yes, every 2 weeks","2005","Other degree","inadequately","","","",""
"Yes, every 2 weeks","2005","Other degree","general elemantary","9","","",""
"Yes, every 2 weeks","2005","Other degree","middle vocational","10","","",""
"Yes, every 2 weeks","2005","Other degree","vocational + Abi","7","","",""
"Yes, every 2 weeks","2005","Other degree","higher vocational","10","","",""
"Yes, every 2 weeks","2005","Other degree","higher education","9","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","in school","4","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","inadequately","4","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","middle vocational","1","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2005","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","general elemantary","20","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","middle vocational","86","0.0533962505875539","0.0435847680926073","0.0632077330825005"
"Yes, every 3-4 weeks","2005","lower secondary degree","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","higher vocational","15","","",""
"Yes, every 3-4 weeks","2005","lower secondary degree","higher education","5","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","general elemantary","12","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","middle vocational","123","0.0564862311054223","0.0476783018789016","0.065294160331943"
"Yes, every 3-4 weeks","2005","secondary school degree","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2005","secondary school degree","higher vocational","39","0.0963500601053761","0.0699531204678021","0.12274699974295"
"Yes, every 3-4 weeks","2005","secondary school degree","higher education","20","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","middle vocational","20","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","vocational + Abi","30","0.0448833174467024","0.0289417405604911","0.0608248943329137"
"Yes, every 3-4 weeks","2005","college entrance qualification","higher vocational","12","","",""
"Yes, every 3-4 weeks","2005","college entrance qualification","higher education","134","0.0607855472932066","0.0509455146999936","0.0706255798864196"
"Yes, every 3-4 weeks","2005","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2005","Other degree","inadequately","","","",""
"Yes, every 3-4 weeks","2005","Other degree","general elemantary","6","","",""
"Yes, every 3-4 weeks","2005","Other degree","middle vocational","13","","",""
"Yes, every 3-4 weeks","2005","Other degree","vocational + Abi","2","","",""
"Yes, every 3-4 weeks","2005","Other degree","higher vocational","3","","",""
"Yes, every 3-4 weeks","2005","Other degree","higher education","6","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","in school","3","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","inadequately","3","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","middle vocational","","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2005","no degree/no degree yet","higher education","1","","",""
"Rarely","2005","lower secondary degree","in school","","","",""
"Rarely","2005","lower secondary degree","inadequately","","","",""
"Rarely","2005","lower secondary degree","general elemantary","43","0.0937624224746823","0.066146366810717","0.121378478138648"
"Rarely","2005","lower secondary degree","middle vocational","302","0.148146165561753","0.132642910547759","0.163649420575747"
"Rarely","2005","lower secondary degree","vocational + Abi","3","","",""
"Rarely","2005","lower secondary degree","higher vocational","55","0.206932763812727","0.15187912150704","0.261986406118414"
"Rarely","2005","lower secondary degree","higher education","11","","",""
"Rarely","2005","secondary school degree","in school","","","",""
"Rarely","2005","secondary school degree","inadequately","","","",""
"Rarely","2005","secondary school degree","general elemantary","25","","",""
"Rarely","2005","secondary school degree","middle vocational","476","0.181947444443525","0.167227981017928","0.196666907869121"
"Rarely","2005","secondary school degree","vocational + Abi","1","","",""
"Rarely","2005","secondary school degree","higher vocational","94","0.187529528785072","0.152610183177629","0.222448874392515"
"Rarely","2005","secondary school degree","higher education","81","0.234115615657936","0.19256681980932","0.275664411506553"
"Rarely","2005","college entrance qualification","in school","","","",""
"Rarely","2005","college entrance qualification","inadequately","","","",""
"Rarely","2005","college entrance qualification","general elemantary","","","",""
"Rarely","2005","college entrance qualification","middle vocational","39","0.118929896152542","0.0841098131859896","0.153749979119095"
"Rarely","2005","college entrance qualification","vocational + Abi","120","0.170816296994294","0.141839483974342","0.199793110014245"
"Rarely","2005","college entrance qualification","higher vocational","63","0.262408315392706","0.206864415143793","0.31795221564162"
"Rarely","2005","college entrance qualification","higher education","576","0.269283950987066","0.251015844006551","0.287552057967581"
"Rarely","2005","Other degree","in school","","","",""
"Rarely","2005","Other degree","inadequately","","","",""
"Rarely","2005","Other degree","general elemantary","9","","",""
"Rarely","2005","Other degree","middle vocational","20","","",""
"Rarely","2005","Other degree","vocational + Abi","6","","",""
"Rarely","2005","Other degree","higher vocational","3","","",""
"Rarely","2005","Other degree","higher education","14","","",""
"Rarely","2005","no degree/no degree yet","in school","5","","",""
"Rarely","2005","no degree/no degree yet","inadequately","5","","",""
"Rarely","2005","no degree/no degree yet","general elemantary","","","",""
"Rarely","2005","no degree/no degree yet","middle vocational","3","","",""
"Rarely","2005","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2005","no degree/no degree yet","higher vocational","","","",""
"Rarely","2005","no degree/no degree yet","higher education","","","",""
"No, never","2006","lower secondary degree","in school","","","",""
"No, never","2006","lower secondary degree","inadequately","","","",""
"No, never","2006","lower secondary degree","general elemantary","","","",""
"No, never","2006","lower secondary degree","middle vocational","","","",""
"No, never","2006","lower secondary degree","vocational + Abi","","","",""
"No, never","2006","lower secondary degree","higher vocational","","","",""
"No, never","2006","lower secondary degree","higher education","","","",""
"No, never","2006","secondary school degree","in school","","","",""
"No, never","2006","secondary school degree","inadequately","","","",""
"No, never","2006","secondary school degree","general elemantary","","","",""
"No, never","2006","secondary school degree","middle vocational","","","",""
"No, never","2006","secondary school degree","vocational + Abi","","","",""
"No, never","2006","secondary school degree","higher vocational","","","",""
"No, never","2006","secondary school degree","higher education","","","",""
"No, never","2006","college entrance qualification","in school","","","",""
"No, never","2006","college entrance qualification","inadequately","","","",""
"No, never","2006","college entrance qualification","general elemantary","","","",""
"No, never","2006","college entrance qualification","middle vocational","","","",""
"No, never","2006","college entrance qualification","vocational + Abi","","","",""
"No, never","2006","college entrance qualification","higher vocational","","","",""
"No, never","2006","college entrance qualification","higher education","","","",""
"No, never","2006","Other degree","in school","","","",""
"No, never","2006","Other degree","inadequately","","","",""
"No, never","2006","Other degree","general elemantary","","","",""
"No, never","2006","Other degree","middle vocational","","","",""
"No, never","2006","Other degree","vocational + Abi","","","",""
"No, never","2006","Other degree","higher vocational","","","",""
"No, never","2006","Other degree","higher education","","","",""
"No, never","2006","no degree/no degree yet","in school","","","",""
"No, never","2006","no degree/no degree yet","inadequately","","","",""
"No, never","2006","no degree/no degree yet","general elemantary","","","",""
"No, never","2006","no degree/no degree yet","middle vocational","","","",""
"No, never","2006","no degree/no degree yet","vocational + Abi","","","",""
"No, never","2006","no degree/no degree yet","higher vocational","","","",""
"No, never","2006","no degree/no degree yet","higher education","","","",""
"Yes, every week","2006","lower secondary degree","in school","","","",""
"Yes, every week","2006","lower secondary degree","inadequately","","","",""
"Yes, every week","2006","lower secondary degree","general elemantary","","","",""
"Yes, every week","2006","lower secondary degree","middle vocational","","","",""
"Yes, every week","2006","lower secondary degree","vocational + Abi","","","",""
"Yes, every week","2006","lower secondary degree","higher vocational","","","",""
"Yes, every week","2006","lower secondary degree","higher education","","","",""
"Yes, every week","2006","secondary school degree","in school","","","",""
"Yes, every week","2006","secondary school degree","inadequately","","","",""
"Yes, every week","2006","secondary school degree","general elemantary","","","",""
"Yes, every week","2006","secondary school degree","middle vocational","","","",""
"Yes, every week","2006","secondary school degree","vocational + Abi","","","",""
"Yes, every week","2006","secondary school degree","higher vocational","","","",""
"Yes, every week","2006","secondary school degree","higher education","","","",""
"Yes, every week","2006","college entrance qualification","in school","","","",""
"Yes, every week","2006","college entrance qualification","inadequately","","","",""
"Yes, every week","2006","college entrance qualification","general elemantary","","","",""
"Yes, every week","2006","college entrance qualification","middle vocational","","","",""
"Yes, every week","2006","college entrance qualification","vocational + Abi","","","",""
"Yes, every week","2006","college entrance qualification","higher vocational","","","",""
"Yes, every week","2006","college entrance qualification","higher education","","","",""
"Yes, every week","2006","Other degree","in school","","","",""
"Yes, every week","2006","Other degree","inadequately","","","",""
"Yes, every week","2006","Other degree","general elemantary","","","",""
"Yes, every week","2006","Other degree","middle vocational","","","",""
"Yes, every week","2006","Other degree","vocational + Abi","","","",""
"Yes, every week","2006","Other degree","higher vocational","","","",""
"Yes, every week","2006","Other degree","higher education","","","",""
"Yes, every week","2006","no degree/no degree yet","in school","","","",""
"Yes, every week","2006","no degree/no degree yet","inadequately","","","",""
"Yes, every week","2006","no degree/no degree yet","general elemantary","","","",""
"Yes, every week","2006","no degree/no degree yet","middle vocational","","","",""
"Yes, every week","2006","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every week","2006","no degree/no degree yet","higher vocational","","","",""
"Yes, every week","2006","no degree/no degree yet","higher education","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","in school","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","inadequately","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","general elemantary","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","middle vocational","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","higher vocational","","","",""
"Yes, every 2 weeks","2006","lower secondary degree","higher education","","","",""
"Yes, every 2 weeks","2006","secondary school degree","in school","","","",""
"Yes, every 2 weeks","2006","secondary school degree","inadequately","","","",""
"Yes, every 2 weeks","2006","secondary school degree","general elemantary","","","",""
"Yes, every 2 weeks","2006","secondary school degree","middle vocational","","","",""
"Yes, every 2 weeks","2006","secondary school degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","secondary school degree","higher vocational","","","",""
"Yes, every 2 weeks","2006","secondary school degree","higher education","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","in school","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","inadequately","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","general elemantary","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","middle vocational","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","higher vocational","","","",""
"Yes, every 2 weeks","2006","college entrance qualification","higher education","","","",""
"Yes, every 2 weeks","2006","Other degree","in school","","","",""
"Yes, every 2 weeks","2006","Other degree","inadequately","","","",""
"Yes, every 2 weeks","2006","Other degree","general elemantary","","","",""
"Yes, every 2 weeks","2006","Other degree","middle vocational","","","",""
"Yes, every 2 weeks","2006","Other degree","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","Other degree","higher vocational","","","",""
"Yes, every 2 weeks","2006","Other degree","higher education","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","in school","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","inadequately","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","general elemantary","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","middle vocational","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","higher vocational","","","",""
"Yes, every 2 weeks","2006","no degree/no degree yet","higher education","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","in school","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","inadequately","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","lower secondary degree","higher education","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","in school","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","inadequately","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","secondary school degree","higher education","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","in school","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","inadequately","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","college entrance qualification","higher education","","","",""
"Yes, every 3-4 weeks","2006","Other degree","in school","","","",""
"Yes, every 3-4 weeks","2006","Other degree","inadequately","","","",""
"Yes, every 3-4 weeks","2006","Other degree","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","Other degree","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","Other degree","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","Other degree","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","Other degree","higher education","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","in school","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","inadequately","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","no degree/no degree yet","higher education","","","",""
"Rarely","2006","lower secondary degree","in school","","","",""
"Rarely","2006","lower secondary degree","inadequately","","","",""
"Rarely","2006","lower secondary degree","general elemantary","","","",""
"Rarely","2006","lower secondary degree","middle vocational","","","",""
"Rarely","2006","lower secondary degree","vocational + Abi","","","",""
"Rarely","2006","lower secondary degree","higher vocational","","","",""
"Rarely","2006","lower secondary degree","higher education","","","",""
"Rarely","2006","secondary school degree","in school","","","",""
"Rarely","2006","secondary school degree","inadequately","","","",""
"Rarely","2006","secondary school degree","general elemantary","","","",""
"Rarely","2006","secondary school degree","middle vocational","","","",""
"Rarely","2006","secondary school degree","vocational + Abi","","","",""
"Rarely","2006","secondary school degree","higher vocational","","","",""
"Rarely","2006","secondary school degree","higher education","","","",""
"Rarely","2006","college entrance qualification","in school","","","",""
"Rarely","2006","college entrance qualification","inadequately","","","",""
"Rarely","2006","college entrance qualification","general elemantary","","","",""
"Rarely","2006","college entrance qualification","middle vocational","","","",""
"Rarely","2006","college entrance qualification","vocational + Abi","","","",""
"Rarely","2006","college entrance qualification","higher vocational","","","",""
"Rarely","2006","college entrance qualification","higher education","","","",""
"Rarely","2006","Other degree","in school","","","",""
"Rarely","2006","Other degree","inadequately","","","",""
"Rarely","2006","Other degree","general elemantary","","","",""
"Rarely","2006","Other degree","middle vocational","","","",""
"Rarely","2006","Other degree","vocational + Abi","","","",""
"Rarely","2006","Other degree","higher vocational","","","",""
"Rarely","2006","Other degree","higher education","","","",""
"Rarely","2006","no degree/no degree yet","in school","","","",""
"Rarely","2006","no degree/no degree yet","inadequately","","","",""
"Rarely","2006","no degree/no degree yet","general elemantary","","","",""
"Rarely","2006","no degree/no degree yet","middle vocational","","","",""
"Rarely","2006","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","2006","no degree/no degree yet","higher vocational","","","",""
"Rarely","2006","no degree/no degree yet","higher education","","","",""
"No, never","2007","lower secondary degree","in school","","","",""
"No, never","2007","lower secondary degree","inadequately","","","",""
"No, never","2007","lower secondary degree","general elemantary","276","0.702927141331871","0.657340134019759","0.748514148643983"
"No, never","2007","lower secondary degree","middle vocational","1389","0.669966665799417","0.649601468787301","0.690331862811532"
"No, never","2007","lower secondary degree","vocational + Abi","12","","",""
"No, never","2007","lower secondary degree","higher vocational","100","0.552387955388889","0.482596256902934","0.622179653874843"
"No, never","2007","lower secondary degree","higher education","26","","",""
"No, never","2007","secondary school degree","in school","","","",""
"No, never","2007","secondary school degree","inadequately","","","",""
"No, never","2007","secondary school degree","general elemantary","168","0.605978188372407","0.547476375822604","0.664480000922211"
"No, never","2007","secondary school degree","middle vocational","1746","0.618521772525257","0.600376756368785","0.636666788681729"
"No, never","2007","secondary school degree","vocational + Abi","5","","",""
"No, never","2007","secondary school degree","higher vocational","256","0.475007509878858","0.4297160380429","0.520298981714815"
"No, never","2007","secondary school degree","higher education","230","0.543875415880599","0.494569785931026","0.593181045830171"
"No, never","2007","college entrance qualification","in school","","","",""
"No, never","2007","college entrance qualification","inadequately","","","",""
"No, never","2007","college entrance qualification","general elemantary","","","",""
"No, never","2007","college entrance qualification","middle vocational","224","0.645785581897437","0.59524431087301","0.696326852921863"
"No, never","2007","college entrance qualification","vocational + Abi","450","0.63966446442879","0.604149679082271","0.67517924977531"
"No, never","2007","college entrance qualification","higher vocational","136","0.545578093512165","0.483230005403139","0.607926181621191"
"No, never","2007","college entrance qualification","higher education","1167","0.461066922912241","0.44101072414676","0.481123121677722"
"No, never","2007","Other degree","in school","","","",""
"No, never","2007","Other degree","inadequately","16","","",""
"No, never","2007","Other degree","general elemantary","68","0.733052806498012","0.644563093902267","0.821542519093757"
"No, never","2007","Other degree","middle vocational","130","0.686835363444613","0.619270409560029","0.754400317329197"
"No, never","2007","Other degree","vocational + Abi","52","0.669752922135809","0.561120705066138","0.77838513920548"
"No, never","2007","Other degree","higher vocational","15","","",""
"No, never","2007","Other degree","higher education","70","0.588222572323657","0.500891199571768","0.675553945075546"
"No, never","2007","no degree/no degree yet","in school","16","","",""
"No, never","2007","no degree/no degree yet","inadequately","31","0.768966307943898","0.647162605331489","0.890770010556307"
"No, never","2007","no degree/no degree yet","general elemantary","","","",""
"No, never","2007","no degree/no degree yet","middle vocational","9","","",""
"No, never","2007","no degree/no degree yet","vocational + Abi","","","",""
"No, never","2007","no degree/no degree yet","higher vocational","1","","",""
"No, never","2007","no degree/no degree yet","higher education","","","",""
"Yes, every week","2007","lower secondary degree","in school","","","",""
"Yes, every week","2007","lower secondary degree","inadequately","","","",""
"Yes, every week","2007","lower secondary degree","general elemantary","23","","",""
"Yes, every week","2007","lower secondary degree","middle vocational","111","0.0545910011066301","0.0447519433468817","0.0644300588663786"
"Yes, every week","2007","lower secondary degree","vocational + Abi","","","",""
"Yes, every week","2007","lower secondary degree","higher vocational","13","","",""
"Yes, every week","2007","lower secondary degree","higher education","5","","",""
"Yes, every week","2007","secondary school degree","in school","","","",""
"Yes, every week","2007","secondary school degree","inadequately","","","",""
"Yes, every week","2007","secondary school degree","general elemantary","16","","",""
"Yes, every week","2007","secondary school degree","middle vocational","132","0.0510440735720228","0.0428227702903581","0.0592653768536874"
"Yes, every week","2007","secondary school degree","vocational + Abi","1","","",""
"Yes, every week","2007","secondary school degree","higher vocational","28","","",""
"Yes, every week","2007","secondary school degree","higher education","20","","",""
"Yes, every week","2007","college entrance qualification","in school","","","",""
"Yes, every week","2007","college entrance qualification","inadequately","","","",""
"Yes, every week","2007","college entrance qualification","general elemantary","","","",""
"Yes, every week","2007","college entrance qualification","middle vocational","24","","",""
"Yes, every week","2007","college entrance qualification","vocational + Abi","36","0.0407604482329823","0.0261332027752193","0.0553876936907453"
"Yes, every week","2007","college entrance qualification","higher vocational","10","","",""
"Yes, every week","2007","college entrance qualification","higher education","265","0.103701701149091","0.0914352637059728","0.115968138592209"
"Yes, every week","2007","Other degree","in school","","","",""
"Yes, every week","2007","Other degree","inadequately","","","",""
"Yes, every week","2007","Other degree","general elemantary","5","","",""
"Yes, every week","2007","Other degree","middle vocational","8","","",""
"Yes, every week","2007","Other degree","vocational + Abi","3","","",""
"Yes, every week","2007","Other degree","higher vocational","2","","",""
"Yes, every week","2007","Other degree","higher education","7","","",""
"Yes, every week","2007","no degree/no degree yet","in school","2","","",""
"Yes, every week","2007","no degree/no degree yet","inadequately","2","","",""
