"plb0219","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2005","35-65 y.","Other degree","37","0.100479296470839","0.0730950074314429","0.127863585510234"
"Yes, every 2 weeks","2005","35-65 y.","no degree/no degree yet","4","","",""
"Yes, every 2 weeks","2005","66 and older","lower secondary degree","1","","",""
"Yes, every 2 weeks","2005","66 and older","secondary school degree","1","","",""
"Yes, every 2 weeks","2005","66 and older","college entrance qualification","3","","",""
"Yes, every 2 weeks","2005","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2005","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","lower secondary degree","41","0.0980721457064044","0.0739301842613906","0.122214107151418"
"Yes, every 3-4 weeks","2005","16-34 y.","secondary school degree","55","0.0488878737727369","0.036253623319347","0.0615221242261269"
"Yes, every 3-4 weeks","2005","16-34 y.","college entrance qualification","46","0.040327200927569","0.0281281518325215","0.0525262500226166"
"Yes, every 3-4 weeks","2005","16-34 y.","Other degree","3","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","no degree/no degree yet","3","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","lower secondary degree","87","0.0437653611626195","0.0349632563708733","0.0525674659543657"
"Yes, every 3-4 weeks","2005","35-65 y.","secondary school degree","141","0.0668077979392529","0.057420891397694","0.0761947044808118"
"Yes, every 3-4 weeks","2005","35-65 y.","college entrance qualification","150","0.0640110620571169","0.0542889307414118","0.0737331933728221"
"Yes, every 3-4 weeks","2005","35-65 y.","Other degree","27","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","no degree/no degree yet","4","","",""
"Yes, every 3-4 weeks","2005","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2005","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2005","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2005","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2005","66 and older","no degree/no degree yet","","","",""
"Rarely","2005","16-34 y.","lower secondary degree","76","0.132682316767638","0.105145772486428","0.160218861048847"
"Rarely","2005","16-34 y.","secondary school degree","150","0.140627396651222","0.120258909733871","0.160995883568574"
"Rarely","2005","16-34 y.","college entrance qualification","172","0.179327969888099","0.155539079840713","0.203116859935484"
"Rarely","2005","16-34 y.","Other degree","12","","",""
"Rarely","2005","16-34 y.","no degree/no degree yet","6","","",""
"Rarely","2005","35-65 y.","lower secondary degree","333","0.150944381367728","0.135541017080158","0.166347745655299"
"Rarely","2005","35-65 y.","secondary school degree","526","0.194237698942246","0.179364869443464","0.209110528441028"
"Rarely","2005","35-65 y.","college entrance qualification","615","0.260429437735454","0.242997990203928","0.27786088526698"
"Rarely","2005","35-65 y.","Other degree","40","0.111149118474676","0.0825188737311362","0.139779363218215"
"Rarely","2005","35-65 y.","no degree/no degree yet","7","","",""
"Rarely","2005","66 and older","lower secondary degree","5","","",""
"Rarely","2005","66 and older","secondary school degree","1","","",""
"Rarely","2005","66 and older","college entrance qualification","11","","",""
"Rarely","2005","66 and older","Other degree","","","",""
"Rarely","2005","66 and older","no degree/no degree yet","","","",""
"No, never","2006","16-34 y.","lower secondary degree","","","",""
"No, never","2006","16-34 y.","secondary school degree","","","",""
"No, never","2006","16-34 y.","college entrance qualification","","","",""
"No, never","2006","16-34 y.","Other degree","","","",""
"No, never","2006","16-34 y.","no degree/no degree yet","","","",""
"No, never","2006","35-65 y.","lower secondary degree","","","",""
"No, never","2006","35-65 y.","secondary school degree","","","",""
"No, never","2006","35-65 y.","college entrance qualification","","","",""
"No, never","2006","35-65 y.","Other degree","","","",""
"No, never","2006","35-65 y.","no degree/no degree yet","","","",""
"No, never","2006","66 and older","lower secondary degree","","","",""
"No, never","2006","66 and older","secondary school degree","","","",""
"No, never","2006","66 and older","college entrance qualification","","","",""
"No, never","2006","66 and older","Other degree","","","",""
"No, never","2006","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2006","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2006","16-34 y.","secondary school degree","","","",""
"Yes, every week","2006","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2006","16-34 y.","Other degree","","","",""
"Yes, every week","2006","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2006","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2006","35-65 y.","secondary school degree","","","",""
"Yes, every week","2006","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2006","35-65 y.","Other degree","","","",""
"Yes, every week","2006","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2006","66 and older","lower secondary degree","","","",""
"Yes, every week","2006","66 and older","secondary school degree","","","",""
"Yes, every week","2006","66 and older","college entrance qualification","","","",""
"Yes, every week","2006","66 and older","Other degree","","","",""
"Yes, every week","2006","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2006","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2006","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2006","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2006","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2006","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2006","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2006","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2006","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2006","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2006","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2006","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2006","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2006","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2006","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2006","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2006","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2006","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2006","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2006","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2006","66 and older","no degree/no degree yet","","","",""
"Rarely","2006","16-34 y.","lower secondary degree","","","",""
"Rarely","2006","16-34 y.","secondary school degree","","","",""
"Rarely","2006","16-34 y.","college entrance qualification","","","",""
"Rarely","2006","16-34 y.","Other degree","","","",""
"Rarely","2006","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2006","35-65 y.","lower secondary degree","","","",""
"Rarely","2006","35-65 y.","secondary school degree","","","",""
"Rarely","2006","35-65 y.","college entrance qualification","","","",""
"Rarely","2006","35-65 y.","Other degree","","","",""
"Rarely","2006","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2006","66 and older","lower secondary degree","","","",""
"Rarely","2006","66 and older","secondary school degree","","","",""
"Rarely","2006","66 and older","college entrance qualification","","","",""
"Rarely","2006","66 and older","Other degree","","","",""
"Rarely","2006","66 and older","no degree/no degree yet","","","",""
"No, never","2007","16-34 y.","lower secondary degree","370","0.676958450041731","0.637369325716424","0.716547574367038"
"No, never","2007","16-34 y.","secondary school degree","643","0.610753598056278","0.580381428606054","0.641125767506503"
"No, never","2007","16-34 y.","college entrance qualification","621","0.585525807720061","0.555323202153237","0.615728413286886"
"No, never","2007","16-34 y.","Other degree","56","0.698656208291258","0.599343677228707","0.797968739353809"
"No, never","2007","16-34 y.","no degree/no degree yet","26","","",""
"No, never","2007","35-65 y.","lower secondary degree","1389","0.662362378646531","0.642092818749776","0.682631938543287"
"No, never","2007","35-65 y.","secondary school degree","1743","0.588254613730675","0.570252291272092","0.606256936189258"
"No, never","2007","35-65 y.","college entrance qualification","1321","0.497646243308911","0.478334358313592","0.516958128304229"
"No, never","2007","35-65 y.","Other degree","291","0.6730970302611","0.628447855854003","0.717746204668197"
"No, never","2007","35-65 y.","no degree/no degree yet","30","0.815494072158876","0.70088016469374","0.930107979624012"
"No, never","2007","66 and older","lower secondary degree","44","0.680227333172736","0.56596428303682","0.794490383308653"
"No, never","2007","66 and older","secondary school degree","19","","",""
"No, never","2007","66 and older","college entrance qualification","35","0.490947702856995","0.371243470313532","0.610651935400459"
"No, never","2007","66 and older","Other degree","4","","",""
"No, never","2007","66 and older","no degree/no degree yet","1","","",""
"Yes, every week","2007","16-34 y.","lower secondary degree","27","","",""
"Yes, every week","2007","16-34 y.","secondary school degree","51","0.0497840098276746","0.0362356538889936","0.0633323657663556"
"Yes, every week","2007","16-34 y.","college entrance qualification","60","0.0442821407246849","0.0316696227605546","0.0568946586888153"
"Yes, every week","2007","16-34 y.","Other degree","4","","",""
"Yes, every week","2007","16-34 y.","no degree/no degree yet","4","","",""
"Yes, every week","2007","35-65 y.","lower secondary degree","119","0.0530975005203522","0.04348667384761","0.0627083271930944"
"Yes, every week","2007","35-65 y.","secondary school degree","143","0.0553051962818297","0.046944157708472","0.0636662348551874"
"Yes, every week","2007","35-65 y.","college entrance qualification","268","0.100981079011864","0.0893434664702676","0.11261869155346"
"Yes, every week","2007","35-65 y.","Other degree","21","","",""
"Yes, every week","2007","35-65 y.","no degree/no degree yet","1","","",""
"Yes, every week","2007","66 and older","lower secondary degree","6","","",""
"Yes, every week","2007","66 and older","secondary school degree","3","","",""
"Yes, every week","2007","66 and older","college entrance qualification","7","","",""
"Yes, every week","2007","66 and older","Other degree","","","",""
"Yes, every week","2007","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2007","16-34 y.","lower secondary degree","48","0.0972424771089584","0.0721594896546802","0.122325464563237"
"Yes, every 2 weeks","2007","16-34 y.","secondary school degree","100","0.132585933901681","0.11146114148889","0.153710726314472"
"Yes, every 2 weeks","2007","16-34 y.","college entrance qualification","95","0.105711877934126","0.0868613608229757","0.124562395045277"
"Yes, every 2 weeks","2007","16-34 y.","Other degree","8","","",""
"Yes, every 2 weeks","2007","16-34 y.","no degree/no degree yet","8","","",""
"Yes, every 2 weeks","2007","35-65 y.","lower secondary degree","160","0.0820547145539838","0.0702913585141338","0.0938180705938338"
"Yes, every 2 weeks","2007","35-65 y.","secondary school degree","285","0.100288104119652","0.0893003751879714","0.111275833051333"
"Yes, every 2 weeks","2007","35-65 y.","college entrance qualification","177","0.0757609561469273","0.0655404041180626","0.085981508175792"
"Yes, every 2 weeks","2007","35-65 y.","Other degree","36","0.085206429063816","0.058632063989289","0.111780794138343"
"Yes, every 2 weeks","2007","35-65 y.","no degree/no degree yet","4","","",""
"Yes, every 2 weeks","2007","66 and older","lower secondary degree","1","","",""
"Yes, every 2 weeks","2007","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2007","66 and older","college entrance qualification","5","","",""
"Yes, every 2 weeks","2007","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2007","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","lower secondary degree","26","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","secondary school degree","51","0.0618481089312481","0.0468433063602734","0.0768529115022229"
"Yes, every 3-4 weeks","2007","16-34 y.","college entrance qualification","62","0.0710494636967728","0.0552987825417261","0.0868001448518194"
"Yes, every 3-4 weeks","2007","16-34 y.","Other degree","5","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","no degree/no degree yet","3","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","lower secondary degree","92","0.0451747115748951","0.0362728522850752","0.0540765708647151"
"Yes, every 3-4 weeks","2007","35-65 y.","secondary school degree","158","0.0607355499470336","0.051998860039916","0.0694722398541512"
"Yes, every 3-4 weeks","2007","35-65 y.","college entrance qualification","155","0.0652915809917997","0.0557498725071957","0.0748332894764036"
"Yes, every 3-4 weeks","2007","35-65 y.","Other degree","22","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","no degree/no degree yet","2","","",""
"Yes, every 3-4 weeks","2007","66 and older","lower secondary degree","1","","",""
"Yes, every 3-4 weeks","2007","66 and older","secondary school degree","3","","",""
"Yes, every 3-4 weeks","2007","66 and older","college entrance qualification","5","","",""
"Yes, every 3-4 weeks","2007","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2007","66 and older","no degree/no degree yet","","","",""
"Rarely","2007","16-34 y.","lower secondary degree","65","0.129739210880002","0.101292894870233","0.158185526889771"
"Rarely","2007","16-34 y.","secondary school degree","145","0.145028349283118","0.123093593525224","0.166963105041011"
"Rarely","2007","16-34 y.","college entrance qualification","184","0.193430709924354","0.169214498639029","0.21764692120968"
"Rarely","2007","16-34 y.","Other degree","9","","",""
"Rarely","2007","16-34 y.","no degree/no degree yet","5","","",""
"Rarely","2007","35-65 y.","lower secondary degree","331","0.157310694704238","0.141704970042117","0.172916419366359"
"Rarely","2007","35-65 y.","secondary school degree","542","0.19541653592081","0.180912204948388","0.209920866893232"
"Rarely","2007","35-65 y.","college entrance qualification","654","0.260320140540499","0.243371484889047","0.27726879619195"
"Rarely","2007","35-65 y.","Other degree","54","0.143918002115922","0.110507699773733","0.177328304458112"
"Rarely","2007","35-65 y.","no degree/no degree yet","7","","",""
"Rarely","2007","66 and older","lower secondary degree","12","","",""
"Rarely","2007","66 and older","secondary school degree","4","","",""
"Rarely","2007","66 and older","college entrance qualification","15","","",""
"Rarely","2007","66 and older","Other degree","2","","",""
"Rarely","2007","66 and older","no degree/no degree yet","","","",""
"No, never","2008","16-34 y.","lower secondary degree","","","",""
"No, never","2008","16-34 y.","secondary school degree","","","",""
"No, never","2008","16-34 y.","college entrance qualification","","","",""
"No, never","2008","16-34 y.","Other degree","","","",""
"No, never","2008","16-34 y.","no degree/no degree yet","","","",""
"No, never","2008","35-65 y.","lower secondary degree","","","",""
"No, never","2008","35-65 y.","secondary school degree","","","",""
"No, never","2008","35-65 y.","college entrance qualification","","","",""
"No, never","2008","35-65 y.","Other degree","","","",""
"No, never","2008","35-65 y.","no degree/no degree yet","","","",""
"No, never","2008","66 and older","lower secondary degree","","","",""
"No, never","2008","66 and older","secondary school degree","","","",""
"No, never","2008","66 and older","college entrance qualification","","","",""
"No, never","2008","66 and older","Other degree","","","",""
"No, never","2008","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2008","16-34 y.","lower secondary degree","","","",""
"Yes, every week","2008","16-34 y.","secondary school degree","","","",""
"Yes, every week","2008","16-34 y.","college entrance qualification","","","",""
"Yes, every week","2008","16-34 y.","Other degree","","","",""
"Yes, every week","2008","16-34 y.","no degree/no degree yet","","","",""
"Yes, every week","2008","35-65 y.","lower secondary degree","","","",""
"Yes, every week","2008","35-65 y.","secondary school degree","","","",""
"Yes, every week","2008","35-65 y.","college entrance qualification","","","",""
"Yes, every week","2008","35-65 y.","Other degree","","","",""
"Yes, every week","2008","35-65 y.","no degree/no degree yet","","","",""
"Yes, every week","2008","66 and older","lower secondary degree","","","",""
"Yes, every week","2008","66 and older","secondary school degree","","","",""
"Yes, every week","2008","66 and older","college entrance qualification","","","",""
"Yes, every week","2008","66 and older","Other degree","","","",""
"Yes, every week","2008","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","16-34 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","16-34 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2008","16-34 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","16-34 y.","Other degree","","","",""
"Yes, every 2 weeks","2008","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","35-65 y.","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","35-65 y.","secondary school degree","","","",""
"Yes, every 2 weeks","2008","35-65 y.","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","35-65 y.","Other degree","","","",""
"Yes, every 2 weeks","2008","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2008","66 and older","lower secondary degree","","","",""
"Yes, every 2 weeks","2008","66 and older","secondary school degree","","","",""
"Yes, every 2 weeks","2008","66 and older","college entrance qualification","","","",""
"Yes, every 2 weeks","2008","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2008","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","Other degree","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2008","66 and older","lower secondary degree","","","",""
"Yes, every 3-4 weeks","2008","66 and older","secondary school degree","","","",""
"Yes, every 3-4 weeks","2008","66 and older","college entrance qualification","","","",""
"Yes, every 3-4 weeks","2008","66 and older","Other degree","","","",""
"Yes, every 3-4 weeks","2008","66 and older","no degree/no degree yet","","","",""
"Rarely","2008","16-34 y.","lower secondary degree","","","",""
"Rarely","2008","16-34 y.","secondary school degree","","","",""
"Rarely","2008","16-34 y.","college entrance qualification","","","",""
"Rarely","2008","16-34 y.","Other degree","","","",""
"Rarely","2008","16-34 y.","no degree/no degree yet","","","",""
"Rarely","2008","35-65 y.","lower secondary degree","","","",""
"Rarely","2008","35-65 y.","secondary school degree","","","",""
"Rarely","2008","35-65 y.","college entrance qualification","","","",""
"Rarely","2008","35-65 y.","Other degree","","","",""
"Rarely","2008","35-65 y.","no degree/no degree yet","","","",""
"Rarely","2008","66 and older","lower secondary degree","","","",""
"Rarely","2008","66 and older","secondary school degree","","","",""
"Rarely","2008","66 and older","college entrance qualification","","","",""
"Rarely","2008","66 and older","Other degree","","","",""
"Rarely","2008","66 and older","no degree/no degree yet","","","",""
"No, never","2009","16-34 y.","lower secondary degree","247","0.615570578610033","0.56691532786642","0.664225829353647"
"No, never","2009","16-34 y.","secondary school degree","528","0.589602410600005","0.556455356637767","0.622749464562244"
"No, never","2009","16-34 y.","college entrance qualification","543","0.597454800361916","0.565834065484353","0.629075535239478"
"No, never","2009","16-34 y.","Other degree","41","0.610043961895129","0.491472601174721","0.728615322615536"
"No, never","2009","16-34 y.","no degree/no degree yet","36","0.641978402492892","0.512908501141571","0.771048303844213"
"No, never","2009","35-65 y.","lower secondary degree","1179","0.647952788061287","0.625882670556013","0.670022905566561"
"No, never","2009","35-65 y.","secondary school degree","1584","0.587979983226741","0.56910433247376","0.606855633979722"
"No, never","2009","35-65 y.","college entrance qualification","1169","0.4863141234688","0.465865503680819","0.506762743256781"
"No, never","2009","35-65 y.","Other degree","228","0.64176255233546","0.590721347330685","0.692803757340234"
"No, never","2009","35-65 y.","no degree/no degree yet","24","","",""
"No, never","2009","66 and older","lower secondary degree","55","0.692227972550155","0.589794962505547","0.794660982594763"
"No, never","2009","66 and older","secondary school degree","24","","",""
"No, never","2009","66 and older","college entrance qualification","36","0.476360041025852","0.36179009380215","0.590929988249553"
"No, never","2009","66 and older","Other degree","5","","",""
"No, never","2009","66 and older","no degree/no degree yet","","","",""
"Yes, every week","2009","16-34 y.","lower secondary degree","18","","",""
"Yes, every week","2009","16-34 y.","secondary school degree","41","0.0505852999101207","0.0358179335280439","0.0653526662921975"
"Yes, every week","2009","16-34 y.","college entrance qualification","69","0.0646201918762283","0.0487679670791918","0.0804724166732649"
"Yes, every week","2009","16-34 y.","Other degree","8","","",""
"Yes, every week","2009","16-34 y.","no degree/no degree yet","5","","",""
"Yes, every week","2009","35-65 y.","lower secondary degree","102","0.0626666074337897","0.0514671329168573","0.0738660819507222"
"Yes, every week","2009","35-65 y.","secondary school degree","147","0.0579845473550226","0.0490216865081464","0.0669474082018988"
"Yes, every week","2009","35-65 y.","college entrance qualification","245","0.110343247224037","0.0975246392455759","0.123161855202499"
"Yes, every week","2009","35-65 y.","Other degree","20","","",""
"Yes, every week","2009","35-65 y.","no degree/no degree yet","5","","",""
"Yes, every week","2009","66 and older","lower secondary degree","3","","",""
"Yes, every week","2009","66 and older","secondary school degree","7","","",""
"Yes, every week","2009","66 and older","college entrance qualification","6","","",""
"Yes, every week","2009","66 and older","Other degree","","","",""
"Yes, every week","2009","66 and older","no degree/no degree yet","","","",""
"Yes, every 2 weeks","2009","16-34 y.","lower secondary degree","33","0.0863037468568673","0.058217207838676","0.114390285875059"
"Yes, every 2 weeks","2009","16-34 y.","secondary school degree","106","0.131969532282547","0.109162581108771","0.154776483456323"
"Yes, every 2 weeks","2009","16-34 y.","college entrance qualification","77","0.0791693438044543","0.0617600757312106","0.096578611877698"
"Yes, every 2 weeks","2009","16-34 y.","Other degree","5","","",""
"Yes, every 2 weeks","2009","16-34 y.","no degree/no degree yet","3","","",""
"Yes, every 2 weeks","2009","35-65 y.","lower secondary degree","141","0.0757950038031851","0.0635647081741611","0.0880252994322092"
"Yes, every 2 weeks","2009","35-65 y.","secondary school degree","243","0.0889625171876106","0.0780447668494368","0.0998802675257845"
"Yes, every 2 weeks","2009","35-65 y.","college entrance qualification","169","0.0777536544101344","0.0667979420212399","0.088709366799029"
"Yes, every 2 weeks","2009","35-65 y.","Other degree","30","0.0810794747694332","0.0520230161736585","0.110135933365208"
"Yes, every 2 weeks","2009","35-65 y.","no degree/no degree yet","3","","",""
"Yes, every 2 weeks","2009","66 and older","lower secondary degree","3","","",""
"Yes, every 2 weeks","2009","66 and older","secondary school degree","3","","",""
"Yes, every 2 weeks","2009","66 and older","college entrance qualification","6","","",""
"Yes, every 2 weeks","2009","66 and older","Other degree","","","",""
"Yes, every 2 weeks","2009","66 and older","no degree/no degree yet","","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","lower secondary degree","26","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","secondary school degree","34","0.0478337968245671","0.0334528752498356","0.0622147183992986"
"Yes, every 3-4 weeks","2009","16-34 y.","college entrance qualification","61","0.0654296992383171","0.0494853956403983","0.0813740028362358"
"Yes, every 3-4 weeks","2009","16-34 y.","Other degree","3","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","no degree/no degree yet","1","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","lower secondary degree","89","0.0415990700055155","0.0323723374294539","0.0508258025815772"
"Yes, every 3-4 weeks","2009","35-65 y.","secondary school degree","148","0.0677494590565035","0.0581115961874885","0.0773873219255186"
"Yes, every 3-4 weeks","2009","35-65 y.","college entrance qualification","143","0.0647338072683328","0.054667042062899","0.0748005724737665"
"Yes, every 3-4 weeks","2009","35-65 y.","Other degree","22","","",""
"Yes, every 3-4 weeks","2009","35-65 y.","no degree/no degree yet","1","","",""
"Yes, every 3-4 weeks","2009","66 and older","lower secondary degree","4","","",""
"Yes, every 3-4 weeks","2009","66 and older","secondary school degree","1","","",""
"Yes, every 3-4 weeks","2009","66 and older","college entrance qualification","2","","",""
"Yes, every 3-4 weeks","2009","66 and older","Other degree","1","","",""
"Yes, every 3-4 weeks","2009","66 and older","no degree/no degree yet","","","",""
"Rarely","2009","16-34 y.","lower secondary degree","60","0.172094612756782","0.134341177866046","0.209848047647518"
"Rarely","2009","16-34 y.","secondary school degree","137","0.18000896038276","0.154120005139649","0.205897915625871"
"Rarely","2009","16-34 y.","college entrance qualification","174","0.193325964719084","0.167863160101214","0.218788769336955"
