"plb0219","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes, every 3-4 weeks","2006","Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","higher education","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2006","Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2006","Not Employed","higher vocational","","","","","4"
"Yes, every week","2006","Not Employed","general elemantary","","","","","2"
"Yes, every week","2006","Not Employed","higher education","","","","","2"
"Yes, every week","2006","Not Employed","vocational + Abi","","","","","2"
"Yes, every week","2006","Not Employed","in school","","","","","2"
"Yes, every week","2006","Not Employed","inadequately","","","","","2"
"Yes, every week","2006","Employed","in school","","","","","2"
"Yes, every week","2006","Employed","inadequately","","","","","2"
"Yes, every week","2006","Not Employed","middle vocational","","","","","2"
"Yes, every week","2006","Employed","general elemantary","","","","","2"
"Yes, every week","2006","Employed","middle vocational","","","","","2"
"Yes, every week","2006","Employed","vocational + Abi","","","","","2"
"Yes, every week","2006","Employed","higher vocational","","","","","2"
"Yes, every week","2006","Not Employed","higher vocational","","","","","2"
"Yes, every week","2006","Employed","higher education","","","","","2"
"No, never","2007","Not Employed","in school","1","","","","1"
"No, never","2007","Not Employed","inadequately","2","","","","1"
"No, never","2007","Not Employed","general elemantary","19","","","","1"
"No, never","2007","Not Employed","middle vocational","83","0.80992281747588","0.735229462237119","0.884616172714642","1"
"No, never","2007","Not Employed","vocational + Abi","8","","","","1"
"No, never","2007","Not Employed","higher vocational","11","","","","1"
"No, never","2007","Not Employed","higher education","19","","","","1"
"No, never","2007","Employed","in school","15","","","","1"
"No, never","2007","Employed","inadequately","45","0.819037022059107","0.721623532805381","0.916450511312833","1"
"No, never","2007","Employed","general elemantary","493","0.679830471817063","0.645799856348658","0.713861087285468","1"
"No, never","2007","Employed","middle vocational","3468","0.641096626250654","0.628199652019526","0.653993600481782","1"
"No, never","2007","Employed","vocational + Abi","511","0.64372092758234","0.610262564052455","0.677179291112226","1"
"No, never","2007","Employed","higher vocational","499","0.515302765813923","0.483078827840781","0.547526703787065","1"
"No, never","2007","Employed","higher education","1485","0.478988094487804","0.460874936783752","0.497101252191856","1"
"Rarely","2007","Employed","general elemantary","81","0.108620206453354","0.085923324616009","0.131317088290699","5"
"Rarely","2007","Not Employed","in school","","","","","5"
"Rarely","2007","Employed","in school","2","","","","5"
"Rarely","2007","Employed","inadequately","4","","","","5"
"Rarely","2007","Not Employed","higher education","3","","","","5"
"Rarely","2007","Employed","vocational + Abi","127","0.149873068871567","0.124934908575519","0.174811229167615","5"
"Rarely","2007","Employed","higher vocational","209","0.251710241541117","0.223727036851114","0.27969344623112","5"
"Rarely","2007","Employed","higher education","743","0.2775062822764","0.261270940617147","0.293741623935652","5"
"Rarely","2007","Employed","middle vocational","855","0.160755899806805","0.150880267204115","0.170631532409496","5"
"Rarely","2007","Not Employed","inadequately","","","","","5"
"Rarely","2007","Not Employed","general elemantary","5","","","","5"
"Rarely","2007","Not Employed","middle vocational","9","","","","5"
"Rarely","2007","Not Employed","vocational + Abi","2","","","","5"
"Rarely","2007","Not Employed","higher vocational","1","","","","5"
"Yes, every 2 weeks","2007","Not Employed","higher education","2","","","","3"
"Yes, every 2 weeks","2007","Not Employed","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2007","Not Employed","in school","1","","","","3"
"Yes, every 2 weeks","2007","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2007","Employed","higher vocational","109","0.128188410727536","0.106633421706443","0.149743399748628","3"
"Yes, every 2 weeks","2007","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2007","Employed","inadequately","6","","","","3"
"Yes, every 2 weeks","2007","Employed","in school","4","","","","3"
"Yes, every 2 weeks","2007","Employed","vocational + Abi","65","0.0870950723473975","0.0673948878882294","0.106795256806566","3"
"Yes, every 2 weeks","2007","Not Employed","general elemantary","2","","","","3"
"Yes, every 2 weeks","2007","Not Employed","middle vocational","6","","","","3"
"Yes, every 2 weeks","2007","Employed","general elemantary","63","0.111188713336585","0.0882581552370981","0.134119271436071","3"
"Yes, every 2 weeks","2007","Employed","middle vocational","464","0.0911619271143292","0.0834228830269915","0.098900971201667","3"
"Yes, every 2 weeks","2007","Employed","higher education","214","0.077588634120234","0.0678886871197297","0.0872885811207383","3"
"Yes, every 3-4 weeks","2007","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","higher education","1","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","middle vocational","3","","","","4"
"Yes, every 3-4 weeks","2007","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2007","Employed","in school","2","","","","4"
"Yes, every 3-4 weeks","2007","Employed","inadequately","3","","","","4"
"Yes, every 3-4 weeks","2007","Employed","general elemantary","43","0.0460168758490025","0.0307338832237432","0.0612998684742619","4"
"Yes, every 3-4 weeks","2007","Employed","middle vocational","251","0.0521714747091788","0.046192609537176","0.0581503398811816","4"
"Yes, every 3-4 weeks","2007","Employed","vocational + Abi","46","0.0809164726171603","0.0618637656853444","0.0999691795489762","4"
"Yes, every 3-4 weeks","2007","Employed","higher vocational","55","0.0465925672405561","0.0330028727835352","0.0601822616975771","4"
"Yes, every 3-4 weeks","2007","Employed","higher education","186","0.0706221543950437","0.0613330333097363","0.0799112754803511","4"
"Yes, every 3-4 weeks","2007","Not Employed","higher vocational","","","","","4"
"Yes, every week","2007","Employed","middle vocational","276","0.0548140721190329","0.0486942052734432","0.0609339389646226","2"
"Yes, every week","2007","Not Employed","in school","","","","","2"
"Yes, every week","2007","Employed","general elemantary","42","0.0543437325439957","0.0378080975577113","0.0708793675302802","2"
"Yes, every week","2007","Not Employed","inadequately","","","","","2"
"Yes, every week","2007","Not Employed","general elemantary","2","","","","2"
"Yes, every week","2007","Not Employed","middle vocational","5","","","","2"
"Yes, every week","2007","Not Employed","higher education","4","","","","2"
"Yes, every week","2007","Employed","in school","2","","","","2"
"Yes, every week","2007","Employed","inadequately","2","","","","2"
"Yes, every week","2007","Not Employed","vocational + Abi","2","","","","2"
"Yes, every week","2007","Not Employed","higher vocational","1","","","","2"
"Yes, every week","2007","Employed","vocational + Abi","38","0.0383944585815343","0.0249701020642939","0.0518188150987748","2"
"Yes, every week","2007","Employed","higher vocational","52","0.0582060146768684","0.0431095938421462","0.0733024355115907","2"
"Yes, every week","2007","Employed","higher education","294","0.0952948347205183","0.0846485959852727","0.105941073455764","2"
"No, never","2008","Not Employed","in school","","","","","1"
"No, never","2008","Not Employed","inadequately","","","","","1"
"No, never","2008","Not Employed","general elemantary","","","","","1"
"No, never","2008","Not Employed","middle vocational","","","","","1"
"No, never","2008","Not Employed","vocational + Abi","","","","","1"
"No, never","2008","Not Employed","higher vocational","","","","","1"
"No, never","2008","Not Employed","higher education","","","","","1"
"No, never","2008","Employed","in school","","","","","1"
"No, never","2008","Employed","inadequately","","","","","1"
"No, never","2008","Employed","general elemantary","","","","","1"
"No, never","2008","Employed","middle vocational","","","","","1"
"No, never","2008","Employed","vocational + Abi","","","","","1"
"No, never","2008","Employed","higher vocational","","","","","1"
"No, never","2008","Employed","higher education","","","","","1"
"Rarely","2008","Not Employed","in school","","","","","5"
"Rarely","2008","Not Employed","higher education","","","","","5"
"Rarely","2008","Employed","in school","","","","","5"
"Rarely","2008","Employed","inadequately","","","","","5"
"Rarely","2008","Employed","general elemantary","","","","","5"
"Rarely","2008","Employed","middle vocational","","","","","5"
"Rarely","2008","Employed","vocational + Abi","","","","","5"
"Rarely","2008","Employed","higher vocational","","","","","5"
"Rarely","2008","Employed","higher education","","","","","5"
"Rarely","2008","Not Employed","inadequately","","","","","5"
"Rarely","2008","Not Employed","general elemantary","","","","","5"
"Rarely","2008","Not Employed","middle vocational","","","","","5"
"Rarely","2008","Not Employed","vocational + Abi","","","","","5"
"Rarely","2008","Not Employed","higher vocational","","","","","5"
"Yes, every 2 weeks","2008","Employed","in school","","","","","3"
"Yes, every 2 weeks","2008","Employed","general elemantary","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","higher education","","","","","3"
"Yes, every 2 weeks","2008","Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","in school","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","general elemantary","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","middle vocational","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2008","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2008","Employed","middle vocational","","","","","3"
"Yes, every 2 weeks","2008","Employed","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2008","Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2008","Employed","higher education","","","","","3"
"Yes, every 3-4 weeks","2008","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","higher education","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2008","Not Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","middle vocational","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2008","Employed","higher education","","","","","4"
"Yes, every week","2008","Not Employed","in school","","","","","2"
"Yes, every week","2008","Not Employed","vocational + Abi","","","","","2"
"Yes, every week","2008","Not Employed","higher education","","","","","2"
"Yes, every week","2008","Employed","in school","","","","","2"
"Yes, every week","2008","Employed","general elemantary","","","","","2"
"Yes, every week","2008","Employed","middle vocational","","","","","2"
"Yes, every week","2008","Not Employed","inadequately","","","","","2"
"Yes, every week","2008","Not Employed","general elemantary","","","","","2"
"Yes, every week","2008","Not Employed","middle vocational","","","","","2"
"Yes, every week","2008","Employed","inadequately","","","","","2"
"Yes, every week","2008","Not Employed","higher vocational","","","","","2"
"Yes, every week","2008","Employed","vocational + Abi","","","","","2"
"Yes, every week","2008","Employed","higher vocational","","","","","2"
"Yes, every week","2008","Employed","higher education","","","","","2"
"No, never","2009","Not Employed","in school","4","","","","1"
"No, never","2009","Not Employed","inadequately","2","","","","1"
"No, never","2009","Not Employed","general elemantary","8","","","","1"
"No, never","2009","Not Employed","middle vocational","46","0.646549259615333","0.528505488997598","0.764593030233067","1"
"No, never","2009","Not Employed","vocational + Abi","8","","","","1"
"No, never","2009","Not Employed","higher vocational","5","","","","1"
"No, never","2009","Not Employed","higher education","13","","","","1"
"No, never","2009","Employed","in school","19","","","","1"
"No, never","2009","Employed","inadequately","34","0.743400344404277","0.622339833501826","0.864460855306729","1"
"No, never","2009","Employed","general elemantary","445","0.684012482280081","0.647476576734704","0.720548387825458","1"
"No, never","2009","Employed","middle vocational","3007","0.622512696906884","0.608697954166434","0.636327439647334","1"
"No, never","2009","Employed","vocational + Abi","452","0.630644791697012","0.59447595334768","0.666813630046345","1"
"No, never","2009","Employed","higher vocational","425","0.517946812626347","0.483321543366304","0.552572081886389","1"
"No, never","2009","Employed","higher education","1304","0.478924450212769","0.459854074890028","0.497994825535511","1"
"Rarely","2009","Employed","vocational + Abi","119","0.179217986354039","0.150475472305792","0.207960500402286","5"
"Rarely","2009","Not Employed","in school","1","","","","5"
"Rarely","2009","Not Employed","higher education","3","","","","5"
"Rarely","2009","Employed","in school","6","","","","5"
"Rarely","2009","Employed","inadequately","6","","","","5"
"Rarely","2009","Employed","general elemantary","60","0.0843939928316067","0.0625484428638571","0.106239542799356","5"
"Rarely","2009","Employed","middle vocational","793","0.176225262673398","0.165367112631384","0.187083412715412","5"
"Rarely","2009","Employed","higher vocational","186","0.275187573230645","0.244239734717719","0.306135411743571","5"
"Rarely","2009","Employed","higher education","667","0.263631996728761","0.246812155104416","0.280451838353105","5"
"Rarely","2009","Not Employed","inadequately","","","","","5"
"Rarely","2009","Not Employed","general elemantary","1","","","","5"
"Rarely","2009","Not Employed","middle vocational","6","","","","5"
"Rarely","2009","Not Employed","vocational + Abi","1","","","","5"
"Rarely","2009","Not Employed","higher vocational","1","","","","5"
"Yes, every 2 weeks","2009","Not Employed","middle vocational","5","","","","3"
"Yes, every 2 weeks","2009","Not Employed","higher education","2","","","","3"
"Yes, every 2 weeks","2009","Employed","in school","2","","","","3"
"Yes, every 2 weeks","2009","Not Employed","in school","1","","","","3"
"Yes, every 2 weeks","2009","Not Employed","inadequately","","","","","3"
"Yes, every 2 weeks","2009","Not Employed","general elemantary","2","","","","3"
"Yes, every 2 weeks","2009","Employed","inadequately","2","","","","3"
"Yes, every 2 weeks","2009","Employed","general elemantary","56","0.0956438775782635","0.0725311485517994","0.118756606604728","3"
"Yes, every 2 weeks","2009","Not Employed","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2009","Not Employed","higher vocational","1","","","","3"
"Yes, every 2 weeks","2009","Employed","middle vocational","429","0.0882414649002643","0.0801580700373365","0.0963248597631921","3"
"Yes, every 2 weeks","2009","Employed","vocational + Abi","48","0.069587652550839","0.0505188304989694","0.0886564746027086","3"
"Yes, every 2 weeks","2009","Employed","higher vocational","96","0.109631713876473","0.087981806606224","0.131281621146722","3"
"Yes, every 2 weeks","2009","Employed","higher education","188","0.0704352495153804","0.0606671462963753","0.0802033527343856","3"
"Yes, every 3-4 weeks","2009","Not Employed","higher education","3","","","","4"
"Yes, every 3-4 weeks","2009","Employed","in school","1","","","","4"
"Yes, every 3-4 weeks","2009","Employed","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","in school","","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","inadequately","","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","general elemantary","1","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","middle vocational","4","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","vocational + Abi","1","","","","4"
"Yes, every 3-4 weeks","2009","Not Employed","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2009","Employed","general elemantary","24","","","","4"
"Yes, every 3-4 weeks","2009","Employed","middle vocational","254","0.0611630778671809","0.0543340754389808","0.0679920802953811","4"
"Yes, every 3-4 weeks","2009","Employed","vocational + Abi","33","0.0747364511356064","0.0550295198375197","0.0944433824336931","4"
"Yes, every 3-4 weeks","2009","Employed","higher vocational","43","0.032030914927464","0.0198292663380172","0.0442325635169109","4"
"Yes, every 3-4 weeks","2009","Employed","higher education","179","0.0677773675352933","0.0581816477375221","0.0773730873330645","4"
"Yes, every week","2009","Not Employed","in school","","","","","2"
"Yes, every week","2009","Not Employed","general elemantary","2","","","","2"
"Yes, every week","2009","Employed","in school","3","","","","2"
"Yes, every week","2009","Not Employed","vocational + Abi","","","","","2"
"Yes, every week","2009","Employed","general elemantary","37","0.0873497626463308","0.0651608536581599","0.109538671634502","2"
"Yes, every week","2009","Employed","middle vocational","247","0.0518574976522732","0.0455383266721476","0.0581766686323987","2"
"Yes, every week","2009","Not Employed","inadequately","","","","","2"
"Yes, every week","2009","Not Employed","middle vocational","2","","","","2"
"Yes, every week","2009","Not Employed","higher education","2","","","","2"
"Yes, every week","2009","Employed","inadequately","7","","","","2"
"Yes, every week","2009","Not Employed","higher vocational","2","","","","2"
"Yes, every week","2009","Employed","vocational + Abi","32","0.0458131182625034","0.030144464371731","0.0614817721532758","2"
"Yes, every week","2009","Employed","higher vocational","50","0.0652029853390714","0.0480951328806111","0.0823108377975318","2"
"Yes, every week","2009","Employed","higher education","298","0.119230936007796","0.106860047558537","0.131601824457056","2"
"No, never","2010","Not Employed","in school","5","","","","1"
"No, never","2010","Not Employed","inadequately","3","","","","1"
"No, never","2010","Not Employed","general elemantary","20","","","","1"
"No, never","2010","Not Employed","middle vocational","80","0.754641610324182","0.673861271124568","0.835421949523796","1"
"No, never","2010","Not Employed","vocational + Abi","19","","","","1"
"No, never","2010","Not Employed","higher vocational","7","","","","1"
"No, never","2010","Not Employed","higher education","19","","","","1"
"No, never","2010","Employed","in school","9","","","","1"
"No, never","2010","Employed","inadequately","33","0.590157981455583","0.463589235341741","0.716726727569425","1"
"No, never","2010","Employed","general elemantary","227","0.672395779551336","0.623155261777886","0.721636297324787","1"
"No, never","2010","Employed","middle vocational","1212","0.598990927084546","0.57785237265804","0.620129481511052","1"
"No, never","2010","Employed","vocational + Abi","272","0.592435044253684","0.547084906827483","0.637785181679885","1"
"No, never","2010","Employed","higher vocational","145","0.501094515356997","0.441891779943378","0.560297250770616","1"
"No, never","2010","Employed","higher education","488","0.460342588441749","0.430644116027729","0.490041060855769","1"
"Rarely","2010","Not Employed","in school","","","","","5"
"Rarely","2010","Not Employed","higher education","10","","","","5"
"Rarely","2010","Employed","in school","1","","","","5"
"Rarely","2010","Employed","inadequately","6","","","","5"
"Rarely","2010","Employed","general elemantary","36","0.0960839386764388","0.0651649822049709","0.127002895147907","5"
"Rarely","2010","Employed","middle vocational","358","0.170170492192553","0.15396267135141","0.186378313033696","5"
"Rarely","2010","Employed","vocational + Abi","80","0.190677466062723","0.154422264635238","0.226932667490208","5"
"Rarely","2010","Employed","higher vocational","72","0.270043461318157","0.217473441083056","0.322613481553257","5"
"Rarely","2010","Employed","higher education","270","0.247108958566796","0.221408269313524","0.272809647820068","5"
"Rarely","2010","Not Employed","inadequately","","","","","5"
"Rarely","2010","Not Employed","general elemantary","2","","","","5"
"Rarely","2010","Not Employed","middle vocational","9","","","","5"
"Rarely","2010","Not Employed","vocational + Abi","4","","","","5"
"Rarely","2010","Not Employed","higher vocational","1","","","","5"
"Yes, every 2 weeks","2010","Not Employed","in school","","","","","3"
"Yes, every 2 weeks","2010","Not Employed","inadequately","1","","","","3"
"Yes, every 2 weeks","2010","Not Employed","general elemantary","4","","","","3"
"Yes, every 2 weeks","2010","Not Employed","middle vocational","9","","","","3"
"Yes, every 2 weeks","2010","Not Employed","higher education","3","","","","3"
"Yes, every 2 weeks","2010","Employed","in school","","","","","3"
"Yes, every 2 weeks","2010","Employed","inadequately","7","","","","3"
"Yes, every 2 weeks","2010","Employed","general elemantary","40","0.11223705716129","0.0791199785174974","0.145354135805082","3"
"Yes, every 2 weeks","2010","Employed","vocational + Abi","46","0.0920983903033325","0.0654110537241959","0.118785726882469","3"
"Yes, every 2 weeks","2010","Not Employed","higher vocational","","","","","3"
"Yes, every 2 weeks","2010","Employed","middle vocational","238","0.108890088559706","0.095454772866681","0.12232540425273","3"
"Yes, every 2 weeks","2010","Employed","higher vocational","26","","","","3"
