"plb0219","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"Yes, every 2 weeks","2005","16-34 y.","general elemantary","38","0.0784185679178745","0.0539580633004933","0.102879072535256"
"Yes, every 2 weeks","2005","16-34 y.","middle vocational","133","0.0892733540905311","0.0746322690639186","0.103914439117144"
"Yes, every 2 weeks","2005","16-34 y.","vocational + Abi","28","","",""
"Yes, every 2 weeks","2005","16-34 y.","higher vocational","24","","",""
"Yes, every 2 weeks","2005","16-34 y.","higher education","42","0.106081619802682","0.0768048855379744","0.135358354067391"
"Yes, every 2 weeks","2005","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2005","35-65 y.","inadequately","3","","",""
"Yes, every 2 weeks","2005","35-65 y.","general elemantary","35","0.103309567597405","0.0734077150992575","0.133211420095553"
"Yes, every 2 weeks","2005","35-65 y.","middle vocational","328","0.0919905822286872","0.0827342477329445","0.10124691672443"
"Yes, every 2 weeks","2005","35-65 y.","vocational + Abi","25","","",""
"Yes, every 2 weeks","2005","35-65 y.","higher vocational","85","0.123349354015602","0.100505294895477","0.146193413135728"
"Yes, every 2 weeks","2005","35-65 y.","higher education","153","0.0750485884438668","0.0643962517798785","0.0857009251078552"
"Yes, every 2 weeks","2005","66 and older","in school","","","",""
"Yes, every 2 weeks","2005","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2005","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2005","66 and older","middle vocational","1","","",""
"Yes, every 2 weeks","2005","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2005","66 and older","higher vocational","1","","",""
"Yes, every 2 weeks","2005","66 and older","higher education","3","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","in school","3","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","general elemantary","23","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","middle vocational","80","0.0683367586512333","0.0553806380105699","0.0812928792918968"
"Yes, every 3-4 weeks","2005","16-34 y.","vocational + Abi","10","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","higher vocational","11","","",""
"Yes, every 3-4 weeks","2005","16-34 y.","higher education","25","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","inadequately","3","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","general elemantary","15","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","middle vocational","165","0.0514353245429287","0.0443609769299336","0.0585096721559238"
"Yes, every 3-4 weeks","2005","35-65 y.","vocational + Abi","26","","",""
"Yes, every 3-4 weeks","2005","35-65 y.","higher vocational","58","0.0751781720108843","0.056860660477209","0.0934956835445595"
"Yes, every 3-4 weeks","2005","35-65 y.","higher education","142","0.0646144510287799","0.0546747272115907","0.0745541748459691"
"Yes, every 3-4 weeks","2005","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2005","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2005","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2005","66 and older","middle vocational","","","",""
"Yes, every 3-4 weeks","2005","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2005","66 and older","higher vocational","","","",""
"Yes, every 3-4 weeks","2005","66 and older","higher education","","","",""
"Rarely","2005","16-34 y.","in school","5","","",""
"Rarely","2005","16-34 y.","inadequately","1","","",""
"Rarely","2005","16-34 y.","general elemantary","36","0.0664133575616441","0.0437567890468063","0.0890699260764819"
"Rarely","2005","16-34 y.","middle vocational","205","0.154029323584734","0.135494106621925","0.172564540547542"
"Rarely","2005","16-34 y.","vocational + Abi","55","0.155638310478087","0.11554187363047","0.195734747325703"
"Rarely","2005","16-34 y.","higher vocational","37","0.233776620789223","0.168803679612066","0.29874956196638"
"Rarely","2005","16-34 y.","higher education","84","0.228113277177521","0.188219450797398","0.268007103557643"
"Rarely","2005","35-65 y.","in school","","","",""
"Rarely","2005","35-65 y.","inadequately","4","","",""
"Rarely","2005","35-65 y.","general elemantary","41","0.11164868588892","0.0807082991804776","0.142589072597363"
"Rarely","2005","35-65 y.","middle vocational","637","0.165011650083395","0.153123351843569","0.17689994832322"
"Rarely","2005","35-65 y.","vocational + Abi","75","0.162766378811004","0.127834244141219","0.19769851348079"
"Rarely","2005","35-65 y.","higher vocational","178","0.209741943995831","0.181459387226439","0.238024500765223"
"Rarely","2005","35-65 y.","higher education","591","0.268522077344474","0.250603448639321","0.286440706049628"
"Rarely","2005","66 and older","in school","","","",""
"Rarely","2005","66 and older","inadequately","","","",""
"Rarely","2005","66 and older","general elemantary","","","",""
"Rarely","2005","66 and older","middle vocational","5","","",""
"Rarely","2005","66 and older","vocational + Abi","","","",""
"Rarely","2005","66 and older","higher vocational","1","","",""
"Rarely","2005","66 and older","higher education","11","","",""
"No, never","2006","16-34 y.","in school","","","",""
"No, never","2006","16-34 y.","inadequately","","","",""
"No, never","2006","16-34 y.","general elemantary","","","",""
"No, never","2006","16-34 y.","middle vocational","","","",""
"No, never","2006","16-34 y.","vocational + Abi","","","",""
"No, never","2006","16-34 y.","higher vocational","","","",""
"No, never","2006","16-34 y.","higher education","","","",""
"No, never","2006","35-65 y.","in school","","","",""
"No, never","2006","35-65 y.","inadequately","","","",""
"No, never","2006","35-65 y.","general elemantary","","","",""
"No, never","2006","35-65 y.","middle vocational","","","",""
"No, never","2006","35-65 y.","vocational + Abi","","","",""
"No, never","2006","35-65 y.","higher vocational","","","",""
"No, never","2006","35-65 y.","higher education","","","",""
"No, never","2006","66 and older","in school","","","",""
"No, never","2006","66 and older","inadequately","","","",""
"No, never","2006","66 and older","general elemantary","","","",""
"No, never","2006","66 and older","middle vocational","","","",""
"No, never","2006","66 and older","vocational + Abi","","","",""
"No, never","2006","66 and older","higher vocational","","","",""
"No, never","2006","66 and older","higher education","","","",""
"Yes, every week","2006","16-34 y.","in school","","","",""
"Yes, every week","2006","16-34 y.","inadequately","","","",""
"Yes, every week","2006","16-34 y.","general elemantary","","","",""
"Yes, every week","2006","16-34 y.","middle vocational","","","",""
"Yes, every week","2006","16-34 y.","vocational + Abi","","","",""
"Yes, every week","2006","16-34 y.","higher vocational","","","",""
"Yes, every week","2006","16-34 y.","higher education","","","",""
"Yes, every week","2006","35-65 y.","in school","","","",""
"Yes, every week","2006","35-65 y.","inadequately","","","",""
"Yes, every week","2006","35-65 y.","general elemantary","","","",""
"Yes, every week","2006","35-65 y.","middle vocational","","","",""
"Yes, every week","2006","35-65 y.","vocational + Abi","","","",""
"Yes, every week","2006","35-65 y.","higher vocational","","","",""
"Yes, every week","2006","35-65 y.","higher education","","","",""
"Yes, every week","2006","66 and older","in school","","","",""
"Yes, every week","2006","66 and older","inadequately","","","",""
"Yes, every week","2006","66 and older","general elemantary","","","",""
"Yes, every week","2006","66 and older","middle vocational","","","",""
"Yes, every week","2006","66 and older","vocational + Abi","","","",""
"Yes, every week","2006","66 and older","higher vocational","","","",""
"Yes, every week","2006","66 and older","higher education","","","",""
"Yes, every 2 weeks","2006","16-34 y.","in school","","","",""
"Yes, every 2 weeks","2006","16-34 y.","inadequately","","","",""
"Yes, every 2 weeks","2006","16-34 y.","general elemantary","","","",""
"Yes, every 2 weeks","2006","16-34 y.","middle vocational","","","",""
"Yes, every 2 weeks","2006","16-34 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","16-34 y.","higher vocational","","","",""
"Yes, every 2 weeks","2006","16-34 y.","higher education","","","",""
"Yes, every 2 weeks","2006","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2006","35-65 y.","inadequately","","","",""
"Yes, every 2 weeks","2006","35-65 y.","general elemantary","","","",""
"Yes, every 2 weeks","2006","35-65 y.","middle vocational","","","",""
"Yes, every 2 weeks","2006","35-65 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","35-65 y.","higher vocational","","","",""
"Yes, every 2 weeks","2006","35-65 y.","higher education","","","",""
"Yes, every 2 weeks","2006","66 and older","in school","","","",""
"Yes, every 2 weeks","2006","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2006","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2006","66 and older","middle vocational","","","",""
"Yes, every 2 weeks","2006","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2006","66 and older","higher vocational","","","",""
"Yes, every 2 weeks","2006","66 and older","higher education","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","in school","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","16-34 y.","higher education","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","35-65 y.","higher education","","","",""
"Yes, every 3-4 weeks","2006","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2006","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2006","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2006","66 and older","middle vocational","","","",""
"Yes, every 3-4 weeks","2006","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2006","66 and older","higher vocational","","","",""
"Yes, every 3-4 weeks","2006","66 and older","higher education","","","",""
"Rarely","2006","16-34 y.","in school","","","",""
"Rarely","2006","16-34 y.","inadequately","","","",""
"Rarely","2006","16-34 y.","general elemantary","","","",""
"Rarely","2006","16-34 y.","middle vocational","","","",""
"Rarely","2006","16-34 y.","vocational + Abi","","","",""
"Rarely","2006","16-34 y.","higher vocational","","","",""
"Rarely","2006","16-34 y.","higher education","","","",""
"Rarely","2006","35-65 y.","in school","","","",""
"Rarely","2006","35-65 y.","inadequately","","","",""
"Rarely","2006","35-65 y.","general elemantary","","","",""
"Rarely","2006","35-65 y.","middle vocational","","","",""
"Rarely","2006","35-65 y.","vocational + Abi","","","",""
"Rarely","2006","35-65 y.","higher vocational","","","",""
"Rarely","2006","35-65 y.","higher education","","","",""
"Rarely","2006","66 and older","in school","","","",""
"Rarely","2006","66 and older","inadequately","","","",""
"Rarely","2006","66 and older","general elemantary","","","",""
"Rarely","2006","66 and older","middle vocational","","","",""
"Rarely","2006","66 and older","vocational + Abi","","","",""
"Rarely","2006","66 and older","higher vocational","","","",""
"Rarely","2006","66 and older","higher education","","","",""
"No, never","2007","16-34 y.","in school","16","","",""
"No, never","2007","16-34 y.","inadequately","19","","",""
"No, never","2007","16-34 y.","general elemantary","259","0.677259609196421","0.630314554295351","0.724204664097492"
"No, never","2007","16-34 y.","middle vocational","940","0.631668868312429","0.606598411743224","0.656739324881633"
"No, never","2007","16-34 y.","vocational + Abi","209","0.67289957913501","0.621172229194935","0.724626929075084"
"No, never","2007","16-34 y.","higher vocational","68","0.475267037330802","0.386652250692979","0.563881823968624"
"No, never","2007","16-34 y.","higher education","257","0.514299664847331","0.468725425852973","0.559873903841688"
"No, never","2007","35-65 y.","in school","","","",""
"No, never","2007","35-65 y.","inadequately","27","","",""
"No, never","2007","35-65 y.","general elemantary","246","0.672146384755167","0.623587043255271","0.720705726255062"
"No, never","2007","35-65 y.","middle vocational","2565","0.649638367698601","0.634724486720035","0.664552248677166"
"No, never","2007","35-65 y.","vocational + Abi","309","0.622027894632383","0.578740706341249","0.665315082923518"
"No, never","2007","35-65 y.","higher vocational","434","0.517603469465713","0.483042095794122","0.552164843137304"
"No, never","2007","35-65 y.","higher education","1207","0.47228496629266","0.452369923122583","0.492200009462737"
"No, never","2007","66 and older","in school","","","",""
"No, never","2007","66 and older","inadequately","1","","",""
"No, never","2007","66 and older","general elemantary","7","","",""
"No, never","2007","66 and older","middle vocational","46","0.652592060204508","0.538579827027061","0.766604293381955"
"No, never","2007","66 and older","vocational + Abi","1","","",""
"No, never","2007","66 and older","higher vocational","8","","",""
"No, never","2007","66 and older","higher education","40","0.48421313790001","0.371110982450967","0.597315293349053"
"Yes, every week","2007","16-34 y.","in school","2","","",""
"Yes, every week","2007","16-34 y.","inadequately","1","","",""
"Yes, every week","2007","16-34 y.","general elemantary","20","","",""
"Yes, every week","2007","16-34 y.","middle vocational","79","0.0543478151560727","0.042564837536458","0.0661307927756874"
"Yes, every week","2007","16-34 y.","vocational + Abi","15","","",""
"Yes, every week","2007","16-34 y.","higher vocational","5","","",""
"Yes, every week","2007","16-34 y.","higher education","29","","",""
"Yes, every week","2007","35-65 y.","in school","","","",""
"Yes, every week","2007","35-65 y.","inadequately","1","","",""
"Yes, every week","2007","35-65 y.","general elemantary","23","","",""
"Yes, every week","2007","35-65 y.","middle vocational","195","0.0516729518066152","0.0447529330187007","0.0585929705945297"
"Yes, every week","2007","35-65 y.","vocational + Abi","24","","",""
"Yes, every week","2007","35-65 y.","higher vocational","48","0.0626490821284601","0.0458881263929018","0.0794100378640185"
"Yes, every week","2007","35-65 y.","higher education","262","0.10736906250835","0.0950194023668053","0.119718722649894"
"Yes, every week","2007","66 and older","in school","","","",""
"Yes, every week","2007","66 and older","inadequately","","","",""
"Yes, every week","2007","66 and older","general elemantary","1","","",""
"Yes, every week","2007","66 and older","middle vocational","7","","",""
"Yes, every week","2007","66 and older","vocational + Abi","1","","",""
"Yes, every week","2007","66 and older","higher vocational","","","",""
"Yes, every week","2007","66 and older","higher education","7","","",""
"Yes, every 2 weeks","2007","16-34 y.","in school","5","","",""
"Yes, every 2 weeks","2007","16-34 y.","inadequately","3","","",""
"Yes, every 2 weeks","2007","16-34 y.","general elemantary","37","0.116032251860063","0.0838739451096621","0.148190558610464"
"Yes, every 2 weeks","2007","16-34 y.","middle vocational","133","0.108648298664991","0.0924736704562355","0.124822926873746"
"Yes, every 2 weeks","2007","16-34 y.","vocational + Abi","30","0.0829497375627851","0.0525402832027521","0.113359191922818"
"Yes, every 2 weeks","2007","16-34 y.","higher vocational","21","","",""
"Yes, every 2 weeks","2007","16-34 y.","higher education","40","0.107154457779158","0.0789498287386127","0.135359086819704"
"Yes, every 2 weeks","2007","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2007","35-65 y.","inadequately","3","","",""
"Yes, every 2 weeks","2007","35-65 y.","general elemantary","28","","",""
"Yes, every 2 weeks","2007","35-65 y.","middle vocational","336","0.0853444162415233","0.076610421619221","0.0940784108638256"
"Yes, every 2 weeks","2007","35-65 y.","vocational + Abi","36","0.0903227605732855","0.0647329637613124","0.115912557385259"
"Yes, every 2 weeks","2007","35-65 y.","higher vocational","88","0.112307324142198","0.0904686797485403","0.134145968535855"
"Yes, every 2 weeks","2007","35-65 y.","higher education","171","0.0715818702106984","0.0612980900289917","0.0818656503924052"
"Yes, every 2 weeks","2007","66 and older","in school","","","",""
"Yes, every 2 weeks","2007","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2007","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2007","66 and older","middle vocational","1","","",""
"Yes, every 2 weeks","2007","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2007","66 and older","higher vocational","","","",""
"Yes, every 2 weeks","2007","66 and older","higher education","5","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","in school","2","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","inadequately","1","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","general elemantary","23","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","middle vocational","71","0.0593281963334297","0.0470496224261611","0.0716067702406984"
"Yes, every 3-4 weeks","2007","16-34 y.","vocational + Abi","12","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","higher vocational","7","","",""
"Yes, every 3-4 weeks","2007","16-34 y.","higher education","34","0.0761938478086672","0.0520015298723201","0.100386165745014"
"Yes, every 3-4 weeks","2007","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","inadequately","2","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","general elemantary","20","","",""
"Yes, every 3-4 weeks","2007","35-65 y.","middle vocational","180","0.0496056059316854","0.0428180428076749","0.0563931690556958"
"Yes, every 3-4 weeks","2007","35-65 y.","vocational + Abi","34","0.0993058472950709","0.0726064994065396","0.126005195183602"
"Yes, every 3-4 weeks","2007","35-65 y.","higher vocational","47","0.0448077258070306","0.0304986307095738","0.0591168209044874"
"Yes, every 3-4 weeks","2007","35-65 y.","higher education","148","0.0679984507769039","0.0579560561287916","0.0780408454250161"
"Yes, every 3-4 weeks","2007","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2007","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2007","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2007","66 and older","middle vocational","3","","",""
"Yes, every 3-4 weeks","2007","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2007","66 and older","higher vocational","1","","",""
"Yes, every 3-4 weeks","2007","66 and older","higher education","5","","",""
"Rarely","2007","16-34 y.","in school","2","","",""
"Rarely","2007","16-34 y.","inadequately","1","","",""
"Rarely","2007","16-34 y.","general elemantary","42","0.107461548735039","0.0763640385798401","0.138559058890238"
"Rarely","2007","16-34 y.","middle vocational","199","0.146006821533078","0.127653610132636","0.16436003293352"
"Rarely","2007","16-34 y.","vocational + Abi","50","0.165232590486968","0.124284359147529","0.206180821826407"
"Rarely","2007","16-34 y.","higher vocational","21","","",""
"Rarely","2007","16-34 y.","higher education","102","0.256266129900993","0.216457109725275","0.296075150076711"
"Rarely","2007","35-65 y.","in school","","","",""
"Rarely","2007","35-65 y.","inadequately","3","","",""
"Rarely","2007","35-65 y.","general elemantary","42","0.117200088046352","0.0839267803421015","0.150473395750602"
"Rarely","2007","35-65 y.","middle vocational","655","0.163738658321575","0.152171060167961","0.17530625647519"
"Rarely","2007","35-65 y.","vocational + Abi","79","0.143802190369967","0.112476952412554","0.17512742832738"
"Rarely","2007","35-65 y.","higher vocational","186","0.262632398456598","0.232195072577436","0.293069724335761"
"Rarely","2007","35-65 y.","higher education","626","0.280765650211388","0.262839515518176","0.2986917849046"
"Rarely","2007","66 and older","in school","","","",""
"Rarely","2007","66 and older","inadequately","","","",""
"Rarely","2007","66 and older","general elemantary","2","","",""
"Rarely","2007","66 and older","middle vocational","10","","",""
"Rarely","2007","66 and older","vocational + Abi","","","",""
"Rarely","2007","66 and older","higher vocational","3","","",""
"Rarely","2007","66 and older","higher education","18","","",""
"No, never","2008","16-34 y.","in school","","","",""
"No, never","2008","16-34 y.","inadequately","","","",""
"No, never","2008","16-34 y.","general elemantary","","","",""
"No, never","2008","16-34 y.","middle vocational","","","",""
"No, never","2008","16-34 y.","vocational + Abi","","","",""
"No, never","2008","16-34 y.","higher vocational","","","",""
"No, never","2008","16-34 y.","higher education","","","",""
"No, never","2008","35-65 y.","in school","","","",""
"No, never","2008","35-65 y.","inadequately","","","",""
"No, never","2008","35-65 y.","general elemantary","","","",""
"No, never","2008","35-65 y.","middle vocational","","","",""
"No, never","2008","35-65 y.","vocational + Abi","","","",""
"No, never","2008","35-65 y.","higher vocational","","","",""
"No, never","2008","35-65 y.","higher education","","","",""
"No, never","2008","66 and older","in school","","","",""
"No, never","2008","66 and older","inadequately","","","",""
"No, never","2008","66 and older","general elemantary","","","",""
"No, never","2008","66 and older","middle vocational","","","",""
"No, never","2008","66 and older","vocational + Abi","","","",""
"No, never","2008","66 and older","higher vocational","","","",""
"No, never","2008","66 and older","higher education","","","",""
"Yes, every week","2008","16-34 y.","in school","","","",""
"Yes, every week","2008","16-34 y.","inadequately","","","",""
"Yes, every week","2008","16-34 y.","general elemantary","","","",""
"Yes, every week","2008","16-34 y.","middle vocational","","","",""
"Yes, every week","2008","16-34 y.","vocational + Abi","","","",""
"Yes, every week","2008","16-34 y.","higher vocational","","","",""
"Yes, every week","2008","16-34 y.","higher education","","","",""
"Yes, every week","2008","35-65 y.","in school","","","",""
"Yes, every week","2008","35-65 y.","inadequately","","","",""
"Yes, every week","2008","35-65 y.","general elemantary","","","",""
"Yes, every week","2008","35-65 y.","middle vocational","","","",""
"Yes, every week","2008","35-65 y.","vocational + Abi","","","",""
"Yes, every week","2008","35-65 y.","higher vocational","","","",""
"Yes, every week","2008","35-65 y.","higher education","","","",""
"Yes, every week","2008","66 and older","in school","","","",""
"Yes, every week","2008","66 and older","inadequately","","","",""
"Yes, every week","2008","66 and older","general elemantary","","","",""
"Yes, every week","2008","66 and older","middle vocational","","","",""
"Yes, every week","2008","66 and older","vocational + Abi","","","",""
"Yes, every week","2008","66 and older","higher vocational","","","",""
"Yes, every week","2008","66 and older","higher education","","","",""
"Yes, every 2 weeks","2008","16-34 y.","in school","","","",""
"Yes, every 2 weeks","2008","16-34 y.","inadequately","","","",""
"Yes, every 2 weeks","2008","16-34 y.","general elemantary","","","",""
"Yes, every 2 weeks","2008","16-34 y.","middle vocational","","","",""
"Yes, every 2 weeks","2008","16-34 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","16-34 y.","higher vocational","","","",""
"Yes, every 2 weeks","2008","16-34 y.","higher education","","","",""
"Yes, every 2 weeks","2008","35-65 y.","in school","","","",""
"Yes, every 2 weeks","2008","35-65 y.","inadequately","","","",""
"Yes, every 2 weeks","2008","35-65 y.","general elemantary","","","",""
"Yes, every 2 weeks","2008","35-65 y.","middle vocational","","","",""
"Yes, every 2 weeks","2008","35-65 y.","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","35-65 y.","higher vocational","","","",""
"Yes, every 2 weeks","2008","35-65 y.","higher education","","","",""
"Yes, every 2 weeks","2008","66 and older","in school","","","",""
"Yes, every 2 weeks","2008","66 and older","inadequately","","","",""
"Yes, every 2 weeks","2008","66 and older","general elemantary","","","",""
"Yes, every 2 weeks","2008","66 and older","middle vocational","","","",""
"Yes, every 2 weeks","2008","66 and older","vocational + Abi","","","",""
"Yes, every 2 weeks","2008","66 and older","higher vocational","","","",""
"Yes, every 2 weeks","2008","66 and older","higher education","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","in school","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","higher education","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","in school","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","inadequately","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","higher education","","","",""
"Yes, every 3-4 weeks","2008","66 and older","in school","","","",""
"Yes, every 3-4 weeks","2008","66 and older","inadequately","","","",""
"Yes, every 3-4 weeks","2008","66 and older","general elemantary","","","",""
"Yes, every 3-4 weeks","2008","66 and older","middle vocational","","","",""
"Yes, every 3-4 weeks","2008","66 and older","vocational + Abi","","","",""
"Yes, every 3-4 weeks","2008","66 and older","higher vocational","","","",""
"Yes, every 3-4 weeks","2008","66 and older","higher education","","","",""
"Rarely","2008","16-34 y.","in school","","","",""
"Rarely","2008","16-34 y.","inadequately","","","",""
"Rarely","2008","16-34 y.","general elemantary","","","",""
"Rarely","2008","16-34 y.","middle vocational","","","",""
"Rarely","2008","16-34 y.","vocational + Abi","","","",""
"Rarely","2008","16-34 y.","higher vocational","","","",""
"Rarely","2008","16-34 y.","higher education","","","",""
"Rarely","2008","35-65 y.","in school","","","",""
"Rarely","2008","35-65 y.","inadequately","","","",""
"Rarely","2008","35-65 y.","general elemantary","","","",""
"Rarely","2008","35-65 y.","middle vocational","","","",""
"Rarely","2008","35-65 y.","vocational + Abi","","","",""
