"plb0219","year","age_gr","n","percent","lower_confidence","upper_confidence"
"Yes, every 3-4 weeks","2007","35-65 y.","432","0.0564122902506911","0.0513682434147471","0.0614563370866352"
"Yes, every 3-4 weeks","2007","66 and older","9","","",""
"Rarely","2007","16-34 y.","428","0.154857882266449","0.14169107062856","0.168024693904337"
"Rarely","2007","35-65 y.","1592","0.197386100125981","0.188684227370627","0.206087972881335"
"Rarely","2007","66 and older","33","0.177831357347226","0.119838503431416","0.235824211263036"
"No, never","2008","16-34 y.","","","",""
"No, never","2008","35-65 y.","","","",""
"No, never","2008","66 and older","","","",""
"Yes, every week","2008","16-34 y.","","","",""
"Yes, every week","2008","35-65 y.","","","",""
"Yes, every week","2008","66 and older","","","",""
"Yes, every 2 weeks","2008","16-34 y.","","","",""
"Yes, every 2 weeks","2008","35-65 y.","","","",""
"Yes, every 2 weeks","2008","66 and older","","","",""
"Yes, every 3-4 weeks","2008","16-34 y.","","","",""
"Yes, every 3-4 weeks","2008","35-65 y.","","","",""
"Yes, every 3-4 weeks","2008","66 and older","","","",""
"Rarely","2008","16-34 y.","","","",""
"Rarely","2008","35-65 y.","","","",""
"Rarely","2008","66 and older","","","",""
"No, never","2009","16-34 y.","1562","0.60746748960353","0.588413373735591","0.62652160547147"
"No, never","2009","35-65 y.","4193","0.580529792939454","0.569057844192391","0.592001741686517"
"No, never","2009","66 and older","120","0.583941541641279","0.5161365079851","0.651746575297457"
"Yes, every week","2009","16-34 y.","155","0.0627367818066743","0.0532748160655541","0.0721987475477945"
"Yes, every week","2009","35-65 y.","520","0.0753243974045192","0.0691890817162054","0.081459713092833"
"Yes, every week","2009","66 and older","16","","",""
"Yes, every 2 weeks","2009","16-34 y.","249","0.0959593541923076","0.0844665210246176","0.107452187359998"
"Yes, every 2 weeks","2009","35-65 y.","589","0.0808754662547165","0.0745372075797072","0.0872137249297258"
"Yes, every 2 weeks","2009","66 and older","12","","",""
"Yes, every 3-4 weeks","2009","16-34 y.","137","0.0589970567687698","0.0498031492737116","0.068190964263828"
"Yes, every 3-4 weeks","2009","35-65 y.","406","0.0606608426621523","0.0551115220833895","0.066210163240915"
"Yes, every 3-4 weeks","2009","66 and older","8","","",""
"Rarely","2009","16-34 y.","420","0.174839317628718","0.160018291246405","0.189660344011031"
"Rarely","2009","35-65 y.","1400","0.202609500739158","0.193265350489937","0.211953650988378"
"Rarely","2009","66 and older","47","0.215881367837172","0.159283699553911","0.272479036120433"
"No, never","2010","16-34 y.","805","0.572661713788407","0.546922701951633","0.598400725625182"
"No, never","2010","35-65 y.","1741","0.579111651999038","0.561732369323788","0.596490934674288"
"No, never","2010","66 and older","1","","",""
"Yes, every week","2010","16-34 y.","108","0.0682878592869025","0.0551637596196113","0.0814119589541938"
"Yes, every week","2010","35-65 y.","211","0.0618218470318516","0.0533440914800604","0.0702996025836427"
"Yes, every week","2010","66 and older","","","",""
"Yes, every 2 weeks","2010","16-34 y.","187","0.141841656573008","0.123688903282626","0.15999440986339"
"Yes, every 2 weeks","2010","35-65 y.","324","0.097335321529673","0.0869009642693899","0.107769678789956"
"Yes, every 2 weeks","2010","66 and older","","","",""
"Yes, every 3-4 weeks","2010","16-34 y.","76","0.0522360760316488","0.0406591768097932","0.0638129752535045"
"Yes, every 3-4 weeks","2010","35-65 y.","219","0.0721541549941529","0.0630458863755438","0.081262423612762"
"Yes, every 3-4 weeks","2010","66 and older","","","",""
"Rarely","2010","16-34 y.","243","0.164972694320033","0.145661316284137","0.184284072355929"
"Rarely","2010","35-65 y.","605","0.189577024445284","0.17577902993852","0.203375018952049"
"Rarely","2010","66 and older","1","","",""
"No, never","2011","16-34 y.","2587","0.634477306873565","0.619687717875373","0.649266895871756"
"No, never","2011","35-65 y.","7210","0.593566137556345","0.584843377071034","0.602288898041656"
"No, never","2011","66 and older","123","0.56517563626665","0.498911657058004","0.631439615475297"
"Yes, every week","2011","16-34 y.","253","0.0627236539374854","0.0552773563350631","0.0701699515399078"
"Yes, every week","2011","35-65 y.","916","0.0723766152651857","0.0677750093179686","0.0769782212124027"
"Yes, every week","2011","66 and older","22","","",""
"Yes, every 2 weeks","2011","16-34 y.","432","0.100942612114745","0.0916909052808017","0.110194318948688"
"Yes, every 2 weeks","2011","35-65 y.","1162","0.0947981752800411","0.0895958542783528","0.100000496281729"
"Yes, every 2 weeks","2011","66 and older","17","","",""
"Yes, every 3-4 weeks","2011","16-34 y.","222","0.0485042512209139","0.0419066780667959","0.0551018243750319"
"Yes, every 3-4 weeks","2011","35-65 y.","733","0.0552866250058463","0.0512279477441652","0.0593453022675274"
"Yes, every 3-4 weeks","2011","66 and older","7","","",""
"Rarely","2011","16-34 y.","579","0.153352175853291","0.142286262751511","0.16441808895507"
"Rarely","2011","35-65 y.","2159","0.183972446892582","0.177091420071502","0.190853473713662"
"Rarely","2011","66 and older","46","0.191953535915688","0.139309995816126","0.244597076015251"
"No, never","2012","16-34 y.","791","0.661203754507499","0.63463426634914","0.687773242665858"
"No, never","2012","35-65 y.","2378","0.618407327666362","0.603225521421108","0.633589133911616"
"No, never","2012","66 and older","2","","",""
"Yes, every week","2012","16-34 y.","81","0.0647348452271052","0.0509220150535986","0.0785476754006118"
"Yes, every week","2012","35-65 y.","314","0.0744148526936573","0.0662127704542771","0.0826169349330376"
"Yes, every week","2012","66 and older","","","",""
"Yes, every 2 weeks","2012","16-34 y.","122","0.10318821377877","0.0861111995916746","0.120265227965866"
"Yes, every 2 weeks","2012","35-65 y.","404","0.0973580119172357","0.0880933466664008","0.106622677168071"
"Yes, every 2 weeks","2012","66 and older","","","",""
"Yes, every 3-4 weeks","2012","16-34 y.","69","0.0579051445481734","0.0447936520936359","0.0710166370027109"
"Yes, every 3-4 weeks","2012","35-65 y.","231","0.0581524042297855","0.050838314703064","0.0654664937565071"
"Yes, every 3-4 weeks","2012","66 and older","1","","",""
"Rarely","2012","16-34 y.","156","0.112968041938452","0.0951977864314301","0.130738297445474"
"Rarely","2012","35-65 y.","606","0.151667403492959","0.140457152894515","0.162877654091403"
"Rarely","2012","66 and older","","","",""
"No, never","2013","16-34 y.","2307","0.629443167527895","0.613649405079339","0.645236929976451"
"No, never","2013","35-65 y.","6831","0.583320186844908","0.574286379351195","0.592353994338621"
"No, never","2013","66 and older","174","0.661993437948447","0.606187172811962","0.717799703084932"
"Yes, every week","2013","16-34 y.","217","0.0513349053817139","0.0441181369407197","0.0585516738227081"
"Yes, every week","2013","35-65 y.","771","0.0640916038218129","0.0596038054190942","0.0685794022245315"
"Yes, every week","2013","66 and older","20","","",""
"Yes, every 2 weeks","2013","16-34 y.","395","0.105788818663311","0.0957306281182471","0.115847009208375"
"Yes, every 2 weeks","2013","35-65 y.","1093","0.0954189148375697","0.0900355094351182","0.100802320240021"
"Yes, every 2 weeks","2013","66 and older","12","","",""
"Yes, every 3-4 weeks","2013","16-34 y.","201","0.0536540198977156","0.0462850627526149","0.0610229770428162"
"Yes, every 3-4 weeks","2013","35-65 y.","592","0.0555136347514706","0.0513178444338257","0.0597094250691155"
"Yes, every 3-4 weeks","2013","66 and older","9","","",""
"Rarely","2013","16-34 y.","472","0.159779088529364","0.147796886447981","0.171761290610747"
"Rarely","2013","35-65 y.","2154","0.201655659744239","0.194303474661113","0.209007844827365"
"Rarely","2013","66 and older","61","0.183946094069724","0.138237458334753","0.229654729804696"
"No, never","2014","16-34 y.","","","",""
"No, never","2014","35-65 y.","","","",""
"No, never","2014","66 and older","","","",""
"Yes, every week","2014","16-34 y.","","","",""
"Yes, every week","2014","35-65 y.","","","",""
"Yes, every week","2014","66 and older","","","",""
"Yes, every 2 weeks","2014","16-34 y.","","","",""
"Yes, every 2 weeks","2014","35-65 y.","","","",""
"Yes, every 2 weeks","2014","66 and older","","","",""
"Yes, every 3-4 weeks","2014","16-34 y.","","","",""
"Yes, every 3-4 weeks","2014","35-65 y.","","","",""
"Yes, every 3-4 weeks","2014","66 and older","","","",""
"Rarely","2014","16-34 y.","","","",""
"Rarely","2014","35-65 y.","","","",""
"Rarely","2014","66 and older","","","",""
"No, never","2015","16-34 y.","2312","0.606652763301392","0.590781364472231","0.622524162130553"
"No, never","2015","35-65 y.","6688","0.587767371532437","0.578627492822427","0.596907250242448"
"No, never","2015","66 and older","198","0.66747970473046","0.615453646171059","0.719505763289862"
"Yes, every week","2015","16-34 y.","240","0.0635287569618249","0.0556039358982544","0.0714535780253955"
"Yes, every week","2015","35-65 y.","754","0.064127602773648","0.0595787976052249","0.0686764079420711"
"Yes, every week","2015","66 and older","26","","",""
"Yes, every 2 weeks","2015","16-34 y.","428","0.119332489037584","0.108799723899406","0.129865254175763"
"Yes, every 2 weeks","2015","35-65 y.","1075","0.0971698563558484","0.0916702029614149","0.102669509750282"
"Yes, every 2 weeks","2015","66 and older","10","","",""
"Yes, every 3-4 weeks","2015","16-34 y.","195","0.0596247427176826","0.0519312965539042","0.067318188881461"
"Yes, every 3-4 weeks","2015","35-65 y.","600","0.0580730438634168","0.0537303179339913","0.0624157697928424"
"Yes, every 3-4 weeks","2015","66 and older","14","","",""
"Rarely","2015","16-34 y.","464","0.150861247981516","0.139232438863119","0.162490057099913"
"Rarely","2015","35-65 y.","2025","0.19286212547465","0.185536177136931","0.200188073812369"
"Rarely","2015","66 and older","67","0.196441253040448","0.152566167275574","0.240316338805321"
"No, never","2016","16-34 y.","","","",""
"No, never","2016","35-65 y.","","","",""
"No, never","2016","66 and older","","","",""
"Yes, every week","2016","16-34 y.","","","",""
"Yes, every week","2016","35-65 y.","","","",""
"Yes, every week","2016","66 and older","","","",""
"Yes, every 2 weeks","2016","16-34 y.","","","",""
"Yes, every 2 weeks","2016","35-65 y.","","","",""
"Yes, every 2 weeks","2016","66 and older","","","",""
"Yes, every 3-4 weeks","2016","16-34 y.","","","",""
"Yes, every 3-4 weeks","2016","35-65 y.","","","",""
"Yes, every 3-4 weeks","2016","66 and older","","","",""
"Rarely","2016","16-34 y.","","","",""
"Rarely","2016","35-65 y.","","","",""
"Rarely","2016","66 and older","","","",""
"No, never","2017","16-34 y.","2659","0.655907949440822","0.641260485662124","0.670555413219521"
"No, never","2017","35-65 y.","7546","0.612733389090431","0.604072093081671","0.62139468509919"
"No, never","2017","66 and older","263","0.649177335049247","0.601569335330854","0.696785334767641"
"Yes, every week","2017","16-34 y.","279","0.0647542616269621","0.0571667265368899","0.0723417967170343"
"Yes, every week","2017","35-65 y.","816","0.0647732843621183","0.0603970709568339","0.0691494977674027"
"Yes, every week","2017","66 and older","29","","",""
"Yes, every 2 weeks","2017","16-34 y.","440","0.100665566810795","0.0913886267991595","0.10994250682243"
"Yes, every 2 weeks","2017","35-65 y.","1165","0.0960468855097381","0.090807785647074","0.101285985372402"
"Yes, every 2 weeks","2017","66 and older","21","","",""
"Yes, every 3-4 weeks","2017","16-34 y.","214","0.0560856487215873","0.0489915727652418","0.0631797246779328"
"Yes, every 3-4 weeks","2017","35-65 y.","811","0.0613622944889772","0.0570951055372642","0.0656294834406901"
"Yes, every 3-4 weeks","2017","66 and older","12","","",""
"Rarely","2017","16-34 y.","449","0.122586573399834","0.112474801680086","0.132698345119582"
"Rarely","2017","35-65 y.","1813","0.165084146548736","0.158483049484253","0.171685243613219"
"Rarely","2017","66 and older","61","0.179918470034293","0.141598882237691","0.218238057830895"
"No, never","2018","16-34 y.","","","",""
"No, never","2018","35-65 y.","","","",""
"No, never","2018","66 and older","","","",""
"Yes, every week","2018","16-34 y.","","","",""
"Yes, every week","2018","35-65 y.","","","",""
"Yes, every week","2018","66 and older","","","",""
"Yes, every 2 weeks","2018","16-34 y.","","","",""
"Yes, every 2 weeks","2018","35-65 y.","","","",""
"Yes, every 2 weeks","2018","66 and older","","","",""
"Yes, every 3-4 weeks","2018","16-34 y.","","","",""
"Yes, every 3-4 weeks","2018","35-65 y.","","","",""
"Yes, every 3-4 weeks","2018","66 and older","","","",""
"Rarely","2018","16-34 y.","","","",""
"Rarely","2018","35-65 y.","","","",""
"Rarely","2018","66 and older","","","",""
"No, never","2019","16-34 y.","2385","0.648948388751525","0.633474660520811","0.664422116982239"
"No, never","2019","35-65 y.","7438","0.619459525822939","0.610918026654494","0.628001024991383"
"No, never","2019","66 and older","391","0.646188103497947","0.60902728868495","0.683348918310944"
"Yes, every week","2019","16-34 y.","259","0.0643844115800563","0.0564275190852066","0.0723413040749059"
"Yes, every week","2019","35-65 y.","901","0.0663472279534243","0.0619686680647491","0.0707257878420996"
"Yes, every week","2019","66 and older","43","0.0544349395021189","0.0368028365242204","0.0720670424800174"
"Yes, every 2 weeks","2019","16-34 y.","394","0.114393638352029","0.104074921374498","0.12471235532956"
"Yes, every 2 weeks","2019","35-65 y.","1198","0.0925422329412186","0.0874441088078936","0.0976403570745437"
"Yes, every 2 weeks","2019","66 and older","33","0.0468655561913813","0.0304398706987775","0.0632912416839851"
"Yes, every 3-4 weeks","2019","16-34 y.","203","0.0508253397007126","0.043704722924554","0.0579459564768711"
"Yes, every 3-4 weeks","2019","35-65 y.","795","0.0589986687853189","0.054853488416091","0.0631438491545468"
"Yes, every 3-4 weeks","2019","66 and older","32","0.0424368973138899","0.0267702867948169","0.0581035078329629"
"Rarely","2019","16-34 y.","414","0.121448221615677","0.110858521509096","0.132037921722258"
"Rarely","2019","35-65 y.","2080","0.1626523444971","0.156159869650749","0.16914481934345"
"Rarely","2019","66 and older","137","0.210074503494663","0.178415351930624","0.241733655058701"
