"plb0219","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Rarely","2005","Hamburg","higher education","10","","","","5"
"Rarely","2005","Lower Saxony","in school","","","","","5"
"Rarely","2005","Lower Saxony","inadequately","","","","","5"
"Rarely","2005","Lower Saxony","general elemantary","8","","","","5"
"Rarely","2005","Lower Saxony","middle vocational","90","0.212487743538187","0.176560076038508","0.248415411037865","5"
"Rarely","2005","Lower Saxony","vocational + Abi","14","","","","5"
"Rarely","2005","Lower Saxony","higher vocational","27","","","","5"
"Rarely","2005","Lower Saxony","higher education","48","0.242224429902577","0.183142907516368","0.301305952288785","5"
"Rarely","2005","Bremen","in school","","","","","5"
"Rarely","2005","Bremen","inadequately","","","","","5"
"Rarely","2005","Bremen","general elemantary","1","","","","5"
"Rarely","2005","Bremen","middle vocational","6","","","","5"
"Rarely","2005","Bremen","higher vocational","","","","","5"
"Rarely","2005","Bremen","higher education","10","","","","5"
"Rarely","2005","North Rhine-Westphalia","in school","2","","","","5"
"Rarely","2005","North Rhine-Westphalia","inadequately","2","","","","5"
"Rarely","2005","North Rhine-Westphalia","general elemantary","15","","","","5"
"Rarely","2005","North Rhine-Westphalia","middle vocational","151","0.136156452729617","0.115402682329441","0.156910223129793","5"
"Rarely","2005","North Rhine-Westphalia","vocational + Abi","38","0.167861311657059","0.119348792116194","0.216373831197924","5"
"Rarely","2005","North Rhine-Westphalia","higher vocational","42","0.164052444234437","0.113482165236303","0.21462272323257","5"
"Rarely","2005","North Rhine-Westphalia","higher education","140","0.267600754603763","0.231446912225737","0.303754596981788","5"
"Rarely","2005","Hesse","in school","","","","","5"
"Rarely","2005","Hesse","inadequately","","","","","5"
"Rarely","2005","Hesse","general elemantary","3","","","","5"
"Rarely","2005","Hesse","middle vocational","57","0.156156647636816","0.119017988986398","0.193295306287234","5"
"Rarely","2005","Hesse","vocational + Abi","12","","","","5"
"Rarely","2005","Hesse","higher vocational","15","","","","5"
"Rarely","2005","Hesse","higher education","70","0.323646383567164","0.263442239529965","0.383850527604362","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","in school","1","","","","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","inadequately","","","","","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","general elemantary","5","","","","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","middle vocational","44","0.11657257774616","0.0826606476967196","0.1504845077956","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","vocational + Abi","8","","","","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","higher vocational","19","","","","5"
"Rarely","2005","Rhineland-Palatinate,Saarland","higher education","32","0.331573382349295","0.244385570701489","0.418761193997101","5"
"Rarely","2005","Baden-Württemberg","in school","1","","","","5"
"Rarely","2005","Baden-Württemberg","inadequately","3","","","","5"
"Rarely","2005","Baden-Württemberg","general elemantary","10","","","","5"
"Rarely","2005","Baden-Württemberg","middle vocational","84","0.116572220978006","0.0919019185288476","0.141242523427165","5"
"Rarely","2005","Baden-Württemberg","vocational + Abi","11","","","","5"
"Rarely","2005","Baden-Württemberg","higher vocational","20","","","","5"
"Rarely","2005","Baden-Württemberg","higher education","67","0.235283051315591","0.187522156316562","0.283043946314619","5"
"Rarely","2005","Bavaria","in school","","","","","5"
"Rarely","2005","Bavaria","inadequately","","","","","5"
"Rarely","2005","Bavaria","general elemantary","15","","","","5"
"Rarely","2005","Bavaria","middle vocational","131","0.146337457783508","0.122673981455778","0.170000934111239","5"
"Rarely","2005","Bavaria","vocational + Abi","18","","","","5"
"Rarely","2005","Bavaria","higher vocational","24","","","","5"
"Rarely","2005","Bremen","vocational + Abi","2","","","","5"
"Rarely","2005","Berlin","inadequately","","","","","5"
"Rarely","2005","Berlin","general elemantary","1","","","","5"
"Rarely","2005","Berlin","middle vocational","33","0.229726805427909","0.163072132047912","0.296381478807905","5"
"Rarely","2005","Berlin","vocational + Abi","2","","","","5"
"Rarely","2005","Berlin","higher vocational","10","","","","5"
"Rarely","2005","Berlin","higher education","39","0.250833163535791","0.182808321542823","0.318858005528758","5"
"Rarely","2005","Brandenburg","in school","","","","","5"
"Rarely","2005","Brandenburg","inadequately","","","","","5"
"Rarely","2005","Brandenburg","general elemantary","1","","","","5"
"Rarely","2005","Brandenburg","middle vocational","33","0.183347390999341","0.129036512281644","0.237658269717037","5"
"Rarely","2005","Brandenburg","vocational + Abi","4","","","","5"
"Rarely","2005","Brandenburg","higher vocational","11","","","","5"
"Rarely","2005","Brandenburg","higher education","26","","","","5"
"Rarely","2005","Mecklenburg-Western Pomerania","in school","","","","","5"
"Rarely","2005","Mecklenburg-Western Pomerania","inadequately","","","","","5"
"Rarely","2005","Mecklenburg-Western Pomerania","general elemantary","2","","","","5"
"Rarely","2005","Mecklenburg-Western Pomerania","middle vocational","17","","","","5"
"Rarely","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","","","5"
"Rarely","2005","Mecklenburg-Western Pomerania","higher vocational","3","","","","5"
"Rarely","2005","Mecklenburg-Western Pomerania","higher education","21","","","","5"
"Rarely","2005","Saxony","in school","","","","","5"
"Rarely","2005","Saxony","inadequately","","","","","5"
"Rarely","2005","Saxony","general elemantary","6","","","","5"
"Rarely","2005","Saxony","middle vocational","72","0.186165297910094","0.145502783867858","0.22682781195233","5"
"Rarely","2005","Saxony","vocational + Abi","8","","","","5"
"Rarely","2005","Saxony","higher vocational","18","","","","5"
"Rarely","2005","Saxony","higher education","55","0.270422554282968","0.213143049282649","0.327702059283288","5"
"Rarely","2005","Saxony-Anhalt","in school","","","","","5"
"Rarely","2005","Saxony-Anhalt","inadequately","","","","","5"
"Rarely","2005","Saxony-Anhalt","general elemantary","3","","","","5"
"Rarely","2005","Saxony-Anhalt","middle vocational","33","0.185536323307703","0.130407116912157","0.240665529703249","5"
"Rarely","2005","Saxony-Anhalt","vocational + Abi","5","","","","5"
"Rarely","2005","Saxony-Anhalt","higher vocational","9","","","","5"
"Rarely","2005","Saxony-Anhalt","higher education","28","","","","5"
"Rarely","2005","Thuringia","in school","","","","","5"
"Rarely","2005","Thuringia","inadequately","","","","","5"
"Rarely","2005","Thuringia","general elemantary","1","","","","5"
"Rarely","2005","Thuringia","middle vocational","41","0.156920636344077","0.109604483909196","0.204236788778958","5"
"Rarely","2005","Thuringia","vocational + Abi","2","","","","5"
"Rarely","2005","Thuringia","higher vocational","3","","","","5"
"Rarely","2005","Thuringia","higher education","24","","","","5"
"Rarely","2005","Bavaria","higher education","93","0.244483647570088","0.202153738009643","0.286813557130532","5"
"Rarely","2005","Berlin","in school","1","","","","5"
"Yes, every 2 weeks","2005","Schleswig-Holstein","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","in school","","","","","3"
"Yes, every 2 weeks","2005","Lower Saxony","in school","1","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","general elemantary","3","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","middle vocational","12","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","vocational + Abi","2","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","higher vocational","5","","","","3"
"Yes, every 2 weeks","2005","Hamburg","higher vocational","","","","","3"
"Yes, every 2 weeks","2005","Hamburg","higher education","3","","","","3"
"Yes, every 2 weeks","2005","Hesse","higher vocational","5","","","","3"
"Yes, every 2 weeks","2005","Lower Saxony","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Lower Saxony","general elemantary","7","","","","3"
"Yes, every 2 weeks","2005","Lower Saxony","middle vocational","41","0.0792961269591941","0.0555649437310858","0.103027310187302","3"
"Yes, every 2 weeks","2005","Lower Saxony","vocational + Abi","5","","","","3"
"Yes, every 2 weeks","2005","Schleswig-Holstein","higher education","3","","","","3"
"Yes, every 2 weeks","2005","Hamburg","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Hesse","vocational + Abi","2","","","","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","vocational + Abi","3","","","","3"
"Yes, every 2 weeks","2005","Hesse","higher education","17","","","","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","in school","","","","","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","inadequately","1","","","","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","general elemantary","4","","","","3"
"Yes, every 2 weeks","2005","Lower Saxony","higher vocational","8","","","","3"
"Yes, every 2 weeks","2005","Hamburg","in school","","","","","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","higher vocational","4","","","","3"
"Yes, every 2 weeks","2005","Hamburg","general elemantary","","","","","3"
"Yes, every 2 weeks","2005","Hamburg","middle vocational","3","","","","3"
"Yes, every 2 weeks","2005","Hamburg","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","general elemantary","12","","","","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","middle vocational","40","0.0789925847819577","0.0582570071235111","0.0997281624404042","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","higher vocational","16","","","","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","higher education","19","","","","3"
"Yes, every 2 weeks","2005","Bavaria","in school","","","","","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","middle vocational","36","0.116693789125838","0.0827665607051325","0.150621017546543","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","vocational + Abi","1","","","","3"
"Yes, every 2 weeks","2005","Rhineland-Palatinate,Saarland","higher education","2","","","","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","in school","","","","","3"
"Yes, every 2 weeks","2005","Baden-Württemberg","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Saxony","higher vocational","9","","","","3"
"Yes, every 2 weeks","2005","Hesse","middle vocational","32","0.0813560434470027","0.053386615763555","0.10932547113045","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","in school","","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","general elemantary","5","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","middle vocational","10","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","higher vocational","2","","","","3"
"Yes, every 2 weeks","2005","Saxony","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Saxony","general elemantary","3","","","","3"
"Yes, every 2 weeks","2005","Saxony","middle vocational","29","","","","3"
"Yes, every 2 weeks","2005","Saxony","vocational + Abi","3","","","","3"
"Yes, every 2 weeks","2005","Saxony","higher education","17","","","","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","general elemantary","2","","","","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","middle vocational","29","","","","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","vocational + Abi","3","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","higher education","7","","","","3"
"Yes, every 2 weeks","2005","Saxony","in school","","","","","3"
"Yes, every 2 weeks","2005","Thuringia","in school","","","","","3"
"Yes, every 2 weeks","2005","Thuringia","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","higher vocational","6","","","","3"
"Yes, every 2 weeks","2005","Saxony-Anhalt","higher education","17","","","","3"
"Yes, every 2 weeks","2005","Bremen","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Bremen","general elemantary","2","","","","3"
"Yes, every 2 weeks","2005","Lower Saxony","higher education","18","","","","3"
"Yes, every 2 weeks","2005","Bremen","in school","","","","","3"
"Yes, every 2 weeks","2005","Hesse","in school","","","","","3"
"Yes, every 2 weeks","2005","Hesse","general elemantary","3","","","","3"
"Yes, every 2 weeks","2005","Brandenburg","inadequately","","","","","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","inadequately","2","","","","3"
"Yes, every 2 weeks","2005","Brandenburg","in school","","","","","3"
"Yes, every 2 weeks","2005","Hesse","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Brandenburg","higher education","8","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","in school","1","","","","3"
"Yes, every 2 weeks","2005","Mecklenburg-Western Pomerania","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Berlin","vocational + Abi","3","","","","3"
"Yes, every 2 weeks","2005","Berlin","higher vocational","3","","","","3"
"Yes, every 2 weeks","2005","Berlin","higher education","13","","","","3"
"Yes, every 2 weeks","2005","Bremen","middle vocational","3","","","","3"
"Yes, every 2 weeks","2005","Bremen","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2005","Bremen","higher vocational","1","","","","3"
"Yes, every 2 weeks","2005","Bremen","higher education","4","","","","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","in school","1","","","","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","general elemantary","18","","","","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","middle vocational","90","0.0898891277705062","0.072580562053606","0.107197693487406","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","vocational + Abi","16","","","","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","higher vocational","25","","","","3"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","higher education","45","0.0745478271491046","0.0530976277448696","0.0959980265533397","3"
"Yes, every 2 weeks","2005","Bavaria","inadequately","1","","","","3"
"Yes, every 2 weeks","2005","Bavaria","general elemantary","8","","","","3"
"Yes, every 2 weeks","2005","Bavaria","middle vocational","62","0.0718203138991908","0.0545342004408453","0.0891064273575364","3"
"Yes, every 2 weeks","2005","Bavaria","vocational + Abi","9","","","","3"
"Yes, every 2 weeks","2005","Bavaria","higher vocational","17","","","","3"
"Yes, every 2 weeks","2005","Bavaria","higher education","17","","","","3"
"Yes, every 2 weeks","2005","Berlin","in school","1","","","","3"
"Yes, every 2 weeks","2005","Berlin","inadequately","","","","","3"
"Yes, every 2 weeks","2005","Berlin","general elemantary","4","","","","3"
"Yes, every 2 weeks","2005","Berlin","middle vocational","18","","","","3"
"Yes, every 2 weeks","2005","Brandenburg","general elemantary","","","","","3"
"Yes, every 2 weeks","2005","Brandenburg","middle vocational","31","0.148481855381597","0.0985745144200471","0.198389196343146","3"
"Yes, every 2 weeks","2005","Brandenburg","vocational + Abi","","","","","3"
"Yes, every 2 weeks","2005","Brandenburg","higher vocational","7","","","","3"
"Yes, every 2 weeks","2005","Thuringia","general elemantary","2","","","","3"
"Yes, every 2 weeks","2005","Thuringia","middle vocational","26","","","","3"
"Yes, every 2 weeks","2005","Thuringia","vocational + Abi","5","","","","3"
"Yes, every 2 weeks","2005","Thuringia","higher vocational","2","","","","3"
"Yes, every 2 weeks","2005","Thuringia","higher education","8","","","","3"
"Yes, every 3-4 weeks","2005","North Rhine-Westphalia","higher vocational","18","","","","4"
"Yes, every 3-4 weeks","2005","North Rhine-Westphalia","higher education","41","0.0850245176955641","0.0622466185190352","0.107802416872093","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Hesse","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Hesse","inadequately","1","","","","4"
"Yes, every 3-4 weeks","2005","Hesse","general elemantary","4","","","","4"
"Yes, every 3-4 weeks","2005","Berlin","higher education","10","","","","4"
"Yes, every 3-4 weeks","2005","Brandenburg","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Brandenburg","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Brandenburg","general elemantary","1","","","","4"
"Yes, every 3-4 weeks","2005","Brandenburg","middle vocational","11","","","","4"
"Yes, every 3-4 weeks","2005","Brandenburg","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2005","Brandenburg","higher vocational","4","","","","4"
"Yes, every 3-4 weeks","2005","Brandenburg","higher education","11","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","general elemantary","1","","","","4"
"Yes, every 3-4 weeks","2005","Berlin","higher vocational","3","","","","4"
"Yes, every 3-4 weeks","2005","Mecklenburg-Western Pomerania","middle vocational","9","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","general elemantary","4","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","middle vocational","5","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","vocational + Abi","1","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","higher vocational","1","","","","4"
"Yes, every 3-4 weeks","2005","Schleswig-Holstein","higher education","6","","","","4"
"Yes, every 3-4 weeks","2005","Hamburg","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Hamburg","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Hamburg","general elemantary","","","","","4"
"Yes, every 3-4 weeks","2005","Hamburg","middle vocational","3","","","","4"
"Yes, every 3-4 weeks","2005","Berlin","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2005","Hamburg","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2005","Hamburg","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2005","Hamburg","higher education","4","","","","4"
"Yes, every 3-4 weeks","2005","Lower Saxony","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Lower Saxony","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Lower Saxony","general elemantary","3","","","","4"
"Yes, every 3-4 weeks","2005","Lower Saxony","middle vocational","29","","","","4"
"Yes, every 3-4 weeks","2005","Lower Saxony","vocational + Abi","2","","","","4"
"Yes, every 3-4 weeks","2005","Lower Saxony","higher vocational","3","","","","4"
"Yes, every 3-4 weeks","2005","Lower Saxony","higher education","13","","","","4"
"Yes, every 3-4 weeks","2005","Bremen","in school","","","","","4"
"Yes, every 3-4 weeks","2005","Bremen","inadequately","","","","","4"
"Yes, every 3-4 weeks","2005","Bremen","general elemantary","1","","","","4"
"Yes, every 3-4 weeks","2005","Bremen","middle vocational","2","","","","4"
"Yes, every 3-4 weeks","2005","Bremen","vocational + Abi","","","","","4"
"Yes, every 3-4 weeks","2005","Bremen","higher vocational","","","","","4"
"Yes, every 3-4 weeks","2005","Bremen","higher education","1","","","","4"
"Yes, every 3-4 weeks","2005","North Rhine-Westphalia","in school","1","","","","4"
"Yes, every 3-4 weeks","2005","North Rhine-Westphalia","inadequately","1","","","","4"
