"plb0219","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"No, never","2005","Bremen","(2c_voc) vocational maturity certificate","5","","",""
"No, never","2005","Bremen","(3a) lower tertiary education","","","",""
"No, never","2005","Bremen","(3b) higher tertiary education","6","","",""
"No, never","2005","North Rhine-Westphalia","(0) in school","9","","",""
"No, never","2005","North Rhine-Westphalia","(1a) inadequately completed","16","","",""
"No, never","2005","North Rhine-Westphalia","(1b) general elementary school","109","0.75361780119085","0.683481262784082","0.823754339597618"
"No, never","2005","North Rhine-Westphalia","(1c) basic vocational qualification","376","0.672011064758439","0.632916982984136","0.711105146532741"
"No, never","2005","North Rhine-Westphalia","(2b) intermediate general qualification","53","0.773724101856828","0.672004740649858","0.875443463063797"
"No, never","2005","North Rhine-Westphalia","(2a) intermediate vocational","319","0.625403664215752","0.583020712320502","0.667786616111002"
"No, never","2005","North Rhine-Westphalia","(2c_gen) general maturity certificate","70","0.745324026175817","0.657249419451786","0.833398632899849"
"No, never","2005","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","208","0.655318563743914","0.603082587779432","0.707554539708396"
"No, never","2005","North Rhine-Westphalia","(3a) lower tertiary education","106","0.476019389394308","0.405005839958507","0.547032938830109"
"No, never","2005","North Rhine-Westphalia","(3b) higher tertiary education","198","0.48396875890706","0.434114633680773","0.533822884133348"
"No, never","2005","Hesse","(0) in school","1","","",""
"No, never","2005","Hesse","(1a) inadequately completed","2","","",""
"No, never","2005","Hesse","(1b) general elementary school","34","0.863938557533103","0.763765530373656","0.964111584692551"
"No, never","2005","Hesse","(1c) basic vocational qualification","118","0.633405475586213","0.56261546398392","0.704195487188507"
"No, never","2005","Hesse","(2b) intermediate general qualification","19","","",""
"No, never","2005","Hesse","(2a) intermediate vocational","126","0.641507208017912","0.573674608461008","0.709339807574815"
"No, never","2005","Hesse","(2c_gen) general maturity certificate","19","","",""
"No, never","2005","Hesse","(2c_voc) vocational maturity certificate","51","0.640355068576206","0.535846240122085","0.744863897030328"
"No, never","2005","Hesse","(3a) lower tertiary education","38","0.457482539225205","0.343199762826289","0.57176531562412"
"No, never","2005","Hesse","(3b) higher tertiary education","65","0.395613215490444","0.319608173370764","0.471618257610124"
"No, never","2005","Rhineland-Palatinate,Saarland","(0) in school","1","","",""
"No, never","2005","Rhineland-Palatinate,Saarland","(1a) inadequately completed","3","","",""
"No, never","2005","Rhineland-Palatinate,Saarland","(1b) general elementary school","39","0.833433761290223","0.725762894521451","0.941104628058996"
"No, never","2005","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","136","0.600331902870741","0.536611191518058","0.664052614223423"
"No, never","2005","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","19","","",""
"No, never","2005","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","92","0.631079745088421","0.550575845394208","0.711583644782634"
"No, never","2005","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","15","","",""
"No, never","2005","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","35","0.731976781999367","0.614918645071323","0.849034918927411"
"No, never","2005","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","20","","",""
"No, never","2005","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","44","0.610717930959514","0.501096913059565","0.720338948859463"
"No, never","2005","Baden-Württemberg","(0) in school","5","","",""
"No, never","2005","Baden-Württemberg","(1a) inadequately completed","13","","",""
"No, never","2005","Baden-Württemberg","(1b) general elementary school","79","0.706839165711608","0.620987348831716","0.792690982591501"
"No, never","2005","Baden-Württemberg","(1c) basic vocational qualification","271","0.717033791195318","0.670949579983966","0.763118002406669"
"No, never","2005","Baden-Württemberg","(2b) intermediate general qualification","26","","",""
"No, never","2005","Baden-Württemberg","(2a) intermediate vocational","227","0.65015982137141","0.598149236612154","0.702170406130667"
"No, never","2005","Baden-Württemberg","(2c_gen) general maturity certificate","28","","",""
"No, never","2005","Baden-Württemberg","(2c_voc) vocational maturity certificate","98","0.689968711113024","0.613355875929754","0.766581546296293"
"No, never","2005","Baden-Württemberg","(3a) lower tertiary education","61","0.636299520340351","0.540068473702974","0.732530566977729"
"No, never","2005","Baden-Württemberg","(3b) higher tertiary education","119","0.530892698229172","0.462909374928553","0.59887602152979"
"No, never","2005","Bavaria","(0) in school","4","","",""
"No, never","2005","Bavaria","(1a) inadequately completed","5","","",""
"No, never","2005","Bavaria","(1b) general elementary school","87","0.740584278649486","0.660474679042342","0.820693878256631"
"No, never","2005","Bavaria","(1c) basic vocational qualification","344","0.652414181020066","0.611165902183899","0.693662459856233"
"No, never","2005","Bavaria","(2b) intermediate general qualification","24","","",""
"No, never","2005","Bavaria","(2a) intermediate vocational","263","0.649619216956531","0.602689016537149","0.696549417375913"
"No, never","2005","Bavaria","(2c_gen) general maturity certificate","28","","",""
"No, never","2005","Bavaria","(2c_voc) vocational maturity certificate","68","0.573002246307596","0.480565913857518","0.665438578757674"
"No, never","2005","Bavaria","(3a) lower tertiary education","91","0.605856272953254","0.52548218963322","0.686230356273289"
"No, never","2005","Bavaria","(3b) higher tertiary education","141","0.559859659442754","0.498812366840381","0.620906952045128"
"No, never","2005","Berlin","(0) in school","","","",""
"No, never","2005","Berlin","(1a) inadequately completed","2","","",""
"No, never","2005","Berlin","(1b) general elementary school","3","","",""
"No, never","2005","Berlin","(1c) basic vocational qualification","23","","",""
"No, never","2005","Berlin","(2b) intermediate general qualification","7","","",""
"No, never","2005","Berlin","(2a) intermediate vocational","54","0.526362779332955","0.431310911360102","0.621414647305807"
"No, never","2005","Berlin","(2c_gen) general maturity certificate","14","","",""
"No, never","2005","Berlin","(2c_voc) vocational maturity certificate","21","","",""
"No, never","2005","Berlin","(3a) lower tertiary education","35","0.640467906511248","0.519047974934523","0.761887838087973"
"No, never","2005","Berlin","(3b) higher tertiary education","42","0.325452461971116","0.231725932560761","0.41917899138147"
"No, never","2005","Brandenburg","(0) in school","1","","",""
"No, never","2005","Brandenburg","(1a) inadequately completed","2","","",""
"No, never","2005","Brandenburg","(1b) general elementary school","8","","",""
"No, never","2005","Brandenburg","(1c) basic vocational qualification","13","","",""
"No, never","2005","Brandenburg","(2b) intermediate general qualification","11","","",""
"No, never","2005","Brandenburg","(2a) intermediate vocational","101","0.497639395259494","0.425590489240899","0.569688301278089"
"No, never","2005","Brandenburg","(2c_gen) general maturity certificate","11","","",""
"No, never","2005","Brandenburg","(2c_voc) vocational maturity certificate","15","","",""
"No, never","2005","Brandenburg","(3a) lower tertiary education","39","0.553878162289196","0.43303411135772","0.674722213220673"
"No, never","2005","Brandenburg","(3b) higher tertiary education","36","0.558680740930425","0.438886921017238","0.678474560843611"
"No, never","2005","Mecklenburg-Western Pomerania","(0) in school","","","",""
"No, never","2005","Mecklenburg-Western Pomerania","(1a) inadequately completed","1","","",""
"No, never","2005","Mecklenburg-Western Pomerania","(1b) general elementary school","4","","",""
"No, never","2005","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","9","","",""
"No, never","2005","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","4","","",""
"No, never","2005","Mecklenburg-Western Pomerania","(2a) intermediate vocational","68","0.556135997593953","0.462864208335177","0.649407786852729"
"No, never","2005","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"No, never","2005","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","6","","",""
"No, never","2005","Mecklenburg-Western Pomerania","(3a) lower tertiary education","24","","",""
"No, never","2005","Mecklenburg-Western Pomerania","(3b) higher tertiary education","20","","",""
"No, never","2005","Saxony","(0) in school","","","",""
"No, never","2005","Saxony","(1a) inadequately completed","","","",""
"No, never","2005","Saxony","(1b) general elementary school","4","","",""
"No, never","2005","Saxony","(1c) basic vocational qualification","22","","",""
"No, never","2005","Saxony","(2b) intermediate general qualification","21","","",""
"No, never","2005","Saxony","(2a) intermediate vocational","212","0.595827985550802","0.544120477291026","0.647535493810578"
"No, never","2005","Saxony","(2c_gen) general maturity certificate","12","","",""
"No, never","2005","Saxony","(2c_voc) vocational maturity certificate","26","","",""
"No, never","2005","Saxony","(3a) lower tertiary education","66","0.634484972228461","0.540566570586816","0.728403373870107"
"No, never","2005","Saxony","(3b) higher tertiary education","69","0.471355544214894","0.385546598581598","0.55716448984819"
"No, never","2005","Saxony-Anhalt","(0) in school","","","",""
"No, never","2005","Saxony-Anhalt","(1a) inadequately completed","","","",""
"No, never","2005","Saxony-Anhalt","(1b) general elementary school","7","","",""
"No, never","2005","Saxony-Anhalt","(1c) basic vocational qualification","26","","",""
"No, never","2005","Saxony-Anhalt","(2b) intermediate general qualification","7","","",""
"No, never","2005","Saxony-Anhalt","(2a) intermediate vocational","105","0.545304222761847","0.472762361492211","0.617846084031483"
"No, never","2005","Saxony-Anhalt","(2c_gen) general maturity certificate","3","","",""
"No, never","2005","Saxony-Anhalt","(2c_voc) vocational maturity certificate","17","","",""
"No, never","2005","Saxony-Anhalt","(3a) lower tertiary education","43","0.544033002524535","0.431314090756495","0.656751914292576"
"No, never","2005","Saxony-Anhalt","(3b) higher tertiary education","32","0.455551305203913","0.337181546362244","0.573921064045582"
"No, never","2005","Thuringia","(0) in school","","","",""
"No, never","2005","Thuringia","(1a) inadequately completed","","","",""
"No, never","2005","Thuringia","(1b) general elementary school","4","","",""
"No, never","2005","Thuringia","(1c) basic vocational qualification","23","","",""
"No, never","2005","Thuringia","(2b) intermediate general qualification","7","","",""
"No, never","2005","Thuringia","(2a) intermediate vocational","121","0.524595766415855","0.457052453750108","0.592139079081601"
"No, never","2005","Thuringia","(2c_gen) general maturity certificate","9","","",""
"No, never","2005","Thuringia","(2c_voc) vocational maturity certificate","15","","",""
"No, never","2005","Thuringia","(3a) lower tertiary education","36","0.800256494665218","0.693620911488746","0.90689207784169"
"No, never","2005","Thuringia","(3b) higher tertiary education","28","","",""
"Yes, every week","2005","Schleswig-Holstein","(0) in school","","","",""
"Yes, every week","2005","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes, every week","2005","Schleswig-Holstein","(1b) general elementary school","2","","",""
"Yes, every week","2005","Schleswig-Holstein","(1c) basic vocational qualification","5","","",""
"Yes, every week","2005","Schleswig-Holstein","(2b) intermediate general qualification","2","","",""
"Yes, every week","2005","Schleswig-Holstein","(2a) intermediate vocational","2","","",""
"Yes, every week","2005","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2005","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2005","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Yes, every week","2005","Schleswig-Holstein","(3b) higher tertiary education","3","","",""
"Yes, every week","2005","Hamburg","(0) in school","","","",""
"Yes, every week","2005","Hamburg","(1a) inadequately completed","","","",""
"Yes, every week","2005","Hamburg","(1b) general elementary school","1","","",""
"Yes, every week","2005","Hamburg","(1c) basic vocational qualification","","","",""
"Yes, every week","2005","Hamburg","(2b) intermediate general qualification","1","","",""
"Yes, every week","2005","Hamburg","(2a) intermediate vocational","1","","",""
"Yes, every week","2005","Hamburg","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2005","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2005","Hamburg","(3a) lower tertiary education","1","","",""
"Yes, every week","2005","Hamburg","(3b) higher tertiary education","4","","",""
"Yes, every week","2005","Lower Saxony","(0) in school","3","","",""
"Yes, every week","2005","Lower Saxony","(1a) inadequately completed","1","","",""
"Yes, every week","2005","Lower Saxony","(1b) general elementary school","3","","",""
"Yes, every week","2005","Lower Saxony","(1c) basic vocational qualification","18","","",""
"Yes, every week","2005","Lower Saxony","(2b) intermediate general qualification","4","","",""
"Yes, every week","2005","Lower Saxony","(2a) intermediate vocational","15","","",""
"Yes, every week","2005","Lower Saxony","(2c_gen) general maturity certificate","2","","",""
"Yes, every week","2005","Lower Saxony","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every week","2005","Lower Saxony","(3a) lower tertiary education","7","","",""
"Yes, every week","2005","Lower Saxony","(3b) higher tertiary education","23","","",""
"Yes, every week","2005","Bremen","(0) in school","","","",""
"Yes, every week","2005","Bremen","(1a) inadequately completed","","","",""
"Yes, every week","2005","Bremen","(1b) general elementary school","","","",""
"Yes, every week","2005","Bremen","(1c) basic vocational qualification","","","",""
"Yes, every week","2005","Bremen","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","Bremen","(2a) intermediate vocational","1","","",""
"Yes, every week","2005","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2005","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2005","Bremen","(3a) lower tertiary education","1","","",""
"Yes, every week","2005","Bremen","(3b) higher tertiary education","4","","",""
"Yes, every week","2005","North Rhine-Westphalia","(0) in school","","","",""
"Yes, every week","2005","North Rhine-Westphalia","(1a) inadequately completed","3","","",""
"Yes, every week","2005","North Rhine-Westphalia","(1b) general elementary school","6","","",""
"Yes, every week","2005","North Rhine-Westphalia","(1c) basic vocational qualification","21","","",""
"Yes, every week","2005","North Rhine-Westphalia","(2b) intermediate general qualification","2","","",""
"Yes, every week","2005","North Rhine-Westphalia","(2a) intermediate vocational","19","","",""
"Yes, every week","2005","North Rhine-Westphalia","(2c_gen) general maturity certificate","7","","",""
"Yes, every week","2005","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","10","","",""
"Yes, every week","2005","North Rhine-Westphalia","(3a) lower tertiary education","12","","",""
"Yes, every week","2005","North Rhine-Westphalia","(3b) higher tertiary education","34","0.0996792754793682","0.069794121442277","0.129564429516459"
"Yes, every week","2005","Hesse","(0) in school","1","","",""
"Yes, every week","2005","Hesse","(1a) inadequately completed","","","",""
"Yes, every week","2005","Hesse","(1b) general elementary school","3","","",""
"Yes, every week","2005","Hesse","(1c) basic vocational qualification","10","","",""
"Yes, every week","2005","Hesse","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","Hesse","(2a) intermediate vocational","10","","",""
"Yes, every week","2005","Hesse","(2c_gen) general maturity certificate","3","","",""
"Yes, every week","2005","Hesse","(2c_voc) vocational maturity certificate","4","","",""
"Yes, every week","2005","Hesse","(3a) lower tertiary education","2","","",""
"Yes, every week","2005","Hesse","(3b) higher tertiary education","24","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(0) in school","","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(1a) inadequately completed","","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(1b) general elementary school","1","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","14","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","1","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","7","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","1","","",""
"Yes, every week","2005","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","12","","",""
"Yes, every week","2005","Baden-Württemberg","(0) in school","1","","",""
"Yes, every week","2005","Baden-Württemberg","(1a) inadequately completed","1","","",""
"Yes, every week","2005","Baden-Württemberg","(1b) general elementary school","8","","",""
"Yes, every week","2005","Baden-Württemberg","(1c) basic vocational qualification","15","","",""
"Yes, every week","2005","Baden-Württemberg","(2b) intermediate general qualification","2","","",""
"Yes, every week","2005","Baden-Württemberg","(2a) intermediate vocational","8","","",""
"Yes, every week","2005","Baden-Württemberg","(2c_gen) general maturity certificate","6","","",""
"Yes, every week","2005","Baden-Württemberg","(2c_voc) vocational maturity certificate","7","","",""
"Yes, every week","2005","Baden-Württemberg","(3a) lower tertiary education","4","","",""
"Yes, every week","2005","Baden-Württemberg","(3b) higher tertiary education","19","","",""
"Yes, every week","2005","Bavaria","(0) in school","2","","",""
"Yes, every week","2005","Bavaria","(1a) inadequately completed","","","",""
"Yes, every week","2005","Bavaria","(1b) general elementary school","3","","",""
"Yes, every week","2005","Bavaria","(1c) basic vocational qualification","35","0.0788888374384205","0.0555393736700507","0.10223830120679"
"Yes, every week","2005","Bavaria","(2b) intermediate general qualification","4","","",""
"Yes, every week","2005","Bavaria","(2a) intermediate vocational","10","","",""
"Yes, every week","2005","Bavaria","(2c_gen) general maturity certificate","6","","",""
"Yes, every week","2005","Bavaria","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every week","2005","Bavaria","(3a) lower tertiary education","8","","",""
"Yes, every week","2005","Bavaria","(3b) higher tertiary education","26","","",""
"Yes, every week","2005","Berlin","(0) in school","","","",""
"Yes, every week","2005","Berlin","(1a) inadequately completed","","","",""
"Yes, every week","2005","Berlin","(1b) general elementary school","1","","",""
"Yes, every week","2005","Berlin","(1c) basic vocational qualification","3","","",""
"Yes, every week","2005","Berlin","(2b) intermediate general qualification","1","","",""
"Yes, every week","2005","Berlin","(2a) intermediate vocational","2","","",""
"Yes, every week","2005","Berlin","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2005","Berlin","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2005","Berlin","(3a) lower tertiary education","2","","",""
"Yes, every week","2005","Berlin","(3b) higher tertiary education","15","","",""
"Yes, every week","2005","Brandenburg","(0) in school","1","","",""
"Yes, every week","2005","Brandenburg","(1a) inadequately completed","","","",""
"Yes, every week","2005","Brandenburg","(1b) general elementary school","","","",""
"Yes, every week","2005","Brandenburg","(1c) basic vocational qualification","2","","",""
"Yes, every week","2005","Brandenburg","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","Brandenburg","(2a) intermediate vocational","8","","",""
"Yes, every week","2005","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2005","Brandenburg","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every week","2005","Brandenburg","(3a) lower tertiary education","6","","",""
"Yes, every week","2005","Brandenburg","(3b) higher tertiary education","5","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","1","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(2a) intermediate vocational","7","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","1","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(3a) lower tertiary education","2","","",""
"Yes, every week","2005","Mecklenburg-Western Pomerania","(3b) higher tertiary education","1","","",""
"Yes, every week","2005","Saxony","(0) in school","","","",""
"Yes, every week","2005","Saxony","(1a) inadequately completed","","","",""
"Yes, every week","2005","Saxony","(1b) general elementary school","","","",""
"Yes, every week","2005","Saxony","(1c) basic vocational qualification","8","","",""
"Yes, every week","2005","Saxony","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","Saxony","(2a) intermediate vocational","12","","",""
"Yes, every week","2005","Saxony","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2005","Saxony","(2c_voc) vocational maturity certificate","3","","",""
"Yes, every week","2005","Saxony","(3a) lower tertiary education","10","","",""
"Yes, every week","2005","Saxony","(3b) higher tertiary education","7","","",""
"Yes, every week","2005","Saxony-Anhalt","(0) in school","","","",""
"Yes, every week","2005","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Yes, every week","2005","Saxony-Anhalt","(1b) general elementary school","","","",""
"Yes, every week","2005","Saxony-Anhalt","(1c) basic vocational qualification","2","","",""
"Yes, every week","2005","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Yes, every week","2005","Saxony-Anhalt","(2a) intermediate vocational","11","","",""
"Yes, every week","2005","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2005","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2005","Saxony-Anhalt","(3a) lower tertiary education","4","","",""
"Yes, every week","2005","Saxony-Anhalt","(3b) higher tertiary education","7","","",""
"Yes, every week","2005","Thuringia","(0) in school","","","",""
"Yes, every week","2005","Thuringia","(1a) inadequately completed","","","",""
"Yes, every week","2005","Thuringia","(1b) general elementary school","1","","",""
"Yes, every week","2005","Thuringia","(1c) basic vocational qualification","3","","",""
"Yes, every week","2005","Thuringia","(2b) intermediate general qualification","1","","",""
"Yes, every week","2005","Thuringia","(2a) intermediate vocational","15","","",""
"Yes, every week","2005","Thuringia","(2c_gen) general maturity certificate","","","",""
"Yes, every week","2005","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Yes, every week","2005","Thuringia","(3a) lower tertiary education","1","","",""
"Yes, every week","2005","Thuringia","(3b) higher tertiary education","8","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(0) in school","","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(1b) general elementary school","2","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(1c) basic vocational qualification","5","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(2b) intermediate general qualification","1","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(2a) intermediate vocational","11","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(2c_gen) general maturity certificate","1","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(2c_voc) vocational maturity certificate","2","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2005","Schleswig-Holstein","(3b) higher tertiary education","2","","",""
"Yes, every 2 weeks","2005","Hamburg","(0) in school","","","",""
"Yes, every 2 weeks","2005","Hamburg","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","Hamburg","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2005","Hamburg","(1c) basic vocational qualification","1","","",""
"Yes, every 2 weeks","2005","Hamburg","(2b) intermediate general qualification","","","",""
"Yes, every 2 weeks","2005","Hamburg","(2a) intermediate vocational","1","","",""
"Yes, every 2 weeks","2005","Hamburg","(2c_gen) general maturity certificate","1","","",""
"Yes, every 2 weeks","2005","Hamburg","(2c_voc) vocational maturity certificate","1","","",""
"Yes, every 2 weeks","2005","Hamburg","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2005","Hamburg","(3b) higher tertiary education","2","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(0) in school","1","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(1b) general elementary school","5","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(1c) basic vocational qualification","20","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(2b) intermediate general qualification","2","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(2a) intermediate vocational","26","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(2c_gen) general maturity certificate","1","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(2c_voc) vocational maturity certificate","7","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(3a) lower tertiary education","4","","",""
"Yes, every 2 weeks","2005","Lower Saxony","(3b) higher tertiary education","14","","",""
"Yes, every 2 weeks","2005","Bremen","(0) in school","","","",""
"Yes, every 2 weeks","2005","Bremen","(1a) inadequately completed","","","",""
"Yes, every 2 weeks","2005","Bremen","(1b) general elementary school","","","",""
"Yes, every 2 weeks","2005","Bremen","(1c) basic vocational qualification","2","","",""
"Yes, every 2 weeks","2005","Bremen","(2b) intermediate general qualification","2","","",""
"Yes, every 2 weeks","2005","Bremen","(2a) intermediate vocational","2","","",""
"Yes, every 2 weeks","2005","Bremen","(2c_gen) general maturity certificate","","","",""
"Yes, every 2 weeks","2005","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Yes, every 2 weeks","2005","Bremen","(3a) lower tertiary education","1","","",""
"Yes, every 2 weeks","2005","Bremen","(3b) higher tertiary education","3","","",""
"Yes, every 2 weeks","2005","North Rhine-Westphalia","(0) in school","1","","",""
"Yes, every 2 weeks","2005","North Rhine-Westphalia","(1a) inadequately completed","2","","",""
"Yes, every 2 weeks","2005","North Rhine-Westphalia","(1b) general elementary school","11","","",""
"Yes, every 2 weeks","2005","North Rhine-Westphalia","(1c) basic vocational qualification","49","0.0861103920369342","0.062750659745907","0.109470124327961"
"Yes, every 2 weeks","2005","North Rhine-Westphalia","(2b) intermediate general qualification","7","","",""
