"plh0106","year","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Important","1997","Rural Area","","","","","2"
"Important","1997","Urban Area","","","","","2"
"Less important","1997","Rural Area","","","","","3"
"Less important","1997","Urban Area","","","","","3"
"Quite unimportant","1997","Rural Area","","","","","4"
"Quite unimportant","1997","Urban Area","","","","","4"
"Very important","1997","Rural Area","","","","","1"
"Very important","1997","Urban Area","","","","","1"
"Important","1998","Rural Area","","","","","2"
"Important","1998","Urban Area","","","","","2"
"Less important","1998","Rural Area","","","","","3"
"Less important","1998","Urban Area","","","","","3"
"Quite unimportant","1998","Rural Area","","","","","4"
"Quite unimportant","1998","Urban Area","","","","","4"
"Very important","1998","Rural Area","","","","","1"
"Very important","1998","Urban Area","","","","","1"
"Important","1999","Urban Area","","","","","2"
"Important","1999","Rural Area","","","","","2"
"Less important","1999","Urban Area","","","","","3"
"Less important","1999","Rural Area","","","","","3"
"Quite unimportant","1999","Urban Area","","","","","4"
"Quite unimportant","1999","Rural Area","","","","","4"
"Very important","1999","Urban Area","","","","","1"
"Very important","1999","Rural Area","","","","","1"
"Important","2000","Urban Area","","","","","2"
"Important","2000","Rural Area","","","","","2"
"Less important","2000","Urban Area","","","","","3"
"Less important","2000","Rural Area","","","","","3"
"Quite unimportant","2000","Urban Area","","","","","4"
"Quite unimportant","2000","Rural Area","","","","","4"
"Very important","2000","Urban Area","","","","","1"
"Very important","2000","Rural Area","","","","","1"
"Important","2001","Urban Area","","","","","2"
"Important","2001","Rural Area","","","","","2"
"Less important","2001","Urban Area","","","","","3"
"Less important","2001","Rural Area","","","","","3"
"Quite unimportant","2001","Urban Area","","","","","4"
"Quite unimportant","2001","Rural Area","","","","","4"
"Very important","2001","Urban Area","","","","","1"
"Very important","2001","Rural Area","","","","","1"
"Important","2002","Urban Area","","","","","2"
"Important","2002","Rural Area","","","","","2"
"Less important","2002","Urban Area","","","","","3"
"Less important","2002","Rural Area","","","","","3"
"Quite unimportant","2002","Urban Area","","","","","4"
"Quite unimportant","2002","Rural Area","","","","","4"
"Very important","2002","Urban Area","","","","","1"
"Very important","2002","Rural Area","","","","","1"
"Important","2003","Urban Area","","","","","2"
"Important","2003","Rural Area","","","","","2"
"Less important","2003","Urban Area","","","","","3"
"Less important","2003","Rural Area","","","","","3"
"Quite unimportant","2003","Urban Area","","","","","4"
"Quite unimportant","2003","Rural Area","","","","","4"
"Very important","2003","Urban Area","","","","","1"
"Very important","2003","Rural Area","","","","","1"
"Important","2004","Urban Area","7494","0.515283073250279","0.507119522069889","0.523446624430668","2"
"Important","2004","Rural Area","3882","0.525968889091642","0.514375547479855","0.537562230703429","2"
"Less important","2004","Urban Area","3770","0.267248087491416","0.260019592707227","0.274476582275605","3"
"Less important","2004","Rural Area","1728","0.249066652367174","0.2390254974088","0.259107807325548","3"
"Quite unimportant","2004","Urban Area","591","0.0489455362494393","0.0454212487591212","0.0524698237397574","4"
"Quite unimportant","2004","Rural Area","240","0.0439466540322076","0.0391875066723739","0.0487058013920412","4"
"Very important","2004","Urban Area","2542","0.168523303008867","0.162408716256184","0.174637889761549","1"
"Very important","2004","Rural Area","1276","0.181017804508977","0.172078102164398","0.189957506853556","1"
"Important","2005","Urban Area","","","","","2"
"Important","2005","Rural Area","","","","","2"
"Less important","2005","Urban Area","","","","","3"
"Less important","2005","Rural Area","","","","","3"
"Quite unimportant","2005","Urban Area","","","","","4"
"Quite unimportant","2005","Rural Area","","","","","4"
"Very important","2005","Urban Area","","","","","1"
"Very important","2005","Rural Area","","","","","1"
"Important","2006","Urban Area","","","","","2"
"Important","2006","Rural Area","","","","","2"
"Less important","2006","Urban Area","","","","","3"
"Less important","2006","Rural Area","","","","","3"
"Quite unimportant","2006","Urban Area","","","","","4"
"Quite unimportant","2006","Rural Area","","","","","4"
"Very important","2006","Urban Area","","","","","1"
"Very important","2006","Rural Area","","","","","1"
"Important","2007","Urban Area","","","","","2"
"Important","2007","Rural Area","","","","","2"
"Less important","2007","Urban Area","","","","","3"
"Less important","2007","Rural Area","","","","","3"
"Quite unimportant","2007","Urban Area","","","","","4"
"Quite unimportant","2007","Rural Area","","","","","4"
"Very important","2007","Urban Area","","","","","1"
"Very important","2007","Rural Area","","","","","1"
"Important","2008","Rural Area","3497","0.527650307814004","0.515537928229065","0.539762687398943","2"
"Important","2008","Urban Area","6406","0.493776950772025","0.485104875906012","0.502449025638037","2"
"Less important","2008","Rural Area","1766","0.269329873622912","0.258567018466813","0.280092728779011","3"
"Less important","2008","Urban Area","3659","0.282859596524011","0.275047381139078","0.290671811908943","3"
"Quite unimportant","2008","Rural Area","260","0.0487293574354006","0.0435057329895604","0.0539529818812408","4"
"Quite unimportant","2008","Urban Area","761","0.0686197025609959","0.0642346521248778","0.0730047529971141","4"
"Very important","2008","Rural Area","1003","0.154290461127683","0.14552641389747","0.163054508357897","1"
"Very important","2008","Urban Area","1942","0.154743750142969","0.148470575069365","0.161016925216572","1"
"Important","2009","Rural Area","","","","","2"
"Important","2009","Urban Area","","","","","2"
"Less important","2009","Rural Area","","","","","3"
"Less important","2009","Urban Area","","","","","3"
"Quite unimportant","2009","Rural Area","","","","","4"
"Quite unimportant","2009","Urban Area","","","","","4"
"Very important","2009","Rural Area","","","","","1"
"Very important","2009","Urban Area","","","","","1"
"Important","2010","Rural Area","1428","0.558749161741707","0.539518487295836","0.577979836187577","2"
"Important","2010","Urban Area","2593","0.551436264899953","0.537262759866794","0.565609769933113","2"
"Less important","2010","Rural Area","580","0.217646648766225","0.201665029961243","0.233628267571207","3"
"Less important","2010","Urban Area","1025","0.206326618764917","0.194794315389976","0.217858922139857","3"
"Quite unimportant","2010","Rural Area","48","0.0161084510352329","0.0112326743361787","0.0209842277342872","4"
"Quite unimportant","2010","Urban Area","92","0.0193354937517407","0.0154112553582004","0.023259732145281","4"
"Very important","2010","Rural Area","505","0.207495738456835","0.191790349529646","0.223201127384025","1"
"Very important","2010","Urban Area","1020","0.222901622583389","0.211040873001441","0.234762372165338","1"
"Important","2011","Rural Area","","","","","2"
"Important","2011","Urban Area","","","","","2"
"Less important","2011","Rural Area","","","","","3"
"Less important","2011","Urban Area","","","","","3"
"Quite unimportant","2011","Rural Area","","","","","4"
"Quite unimportant","2011","Urban Area","","","","","4"
"Very important","2011","Rural Area","","","","","1"
"Very important","2011","Urban Area","","","","","1"
"Important","2012","Urban Area","9190","0.506706579129465","0.499328939728238","0.514084218530693","2"
"Important","2012","Rural Area","5610","0.550875468304144","0.541091223466143","0.560659713142145","2"
"Less important","2012","Urban Area","4476","0.261552610515881","0.255067374284777","0.268037846746985","3"
"Less important","2012","Rural Area","2359","0.247688769578852","0.23919756827186","0.256179970885845","3"
"Quite unimportant","2012","Urban Area","630","0.0427446435587188","0.0397596648098283","0.0457296223076094","4"
"Quite unimportant","2012","Rural Area","291","0.0392188071807114","0.0354004491863042","0.0430371651751187","4"
"Very important","2012","Urban Area","3345","0.188996166795935","0.183218873147162","0.194773460444709","1"
"Very important","2012","Rural Area","1668","0.162216954936292","0.154965400481374","0.16946850939121","1"
"Important","2013","Urban Area","","","","","2"
"Important","2013","Rural Area","","","","","2"
"Less important","2013","Urban Area","","","","","3"
"Less important","2013","Rural Area","","","","","3"
"Quite unimportant","2013","Urban Area","","","","","4"
"Quite unimportant","2013","Rural Area","","","","","4"
"Very important","2013","Urban Area","","","","","1"
"Very important","2013","Rural Area","","","","","1"
"Important","2014","Urban Area","","","","","2"
"Important","2014","Rural Area","","","","","2"
"Less important","2014","Urban Area","","","","","3"
"Less important","2014","Rural Area","","","","","3"
"Quite unimportant","2014","Urban Area","","","","","4"
"Quite unimportant","2014","Rural Area","","","","","4"
"Very important","2014","Urban Area","","","","","1"
"Very important","2014","Rural Area","","","","","1"
"Important","2015","Urban Area","","","","","2"
"Important","2015","Rural Area","","","","","2"
"Less important","2015","Urban Area","","","","","3"
"Less important","2015","Rural Area","","","","","3"
"Quite unimportant","2015","Urban Area","","","","","4"
"Quite unimportant","2015","Rural Area","","","","","4"
"Very important","2015","Urban Area","","","","","1"
"Very important","2015","Rural Area","","","","","1"
"Important","2016","Urban Area","8292","0.512253283220421","0.504487760790886","0.520018805649956","2"
"Important","2016","Rural Area","4556","0.542276287083337","0.531590245342309","0.552962328824364","2"
"Less important","2016","Urban Area","4181","0.268284021813943","0.261400672664059","0.275167370963827","3"
"Less important","2016","Rural Area","2110","0.261491678510964","0.25206602466647","0.270917332355459","3"
"Quite unimportant","2016","Urban Area","523","0.0386358971593327","0.0356417676794962","0.0416300266391691","4"
"Quite unimportant","2016","Rural Area","224","0.0297197170623937","0.0260774164098782","0.0333620177149092","4"
"Very important","2016","Urban Area","2920","0.180826797806304","0.174847497172091","0.186806098440516","1"
"Very important","2016","Rural Area","1460","0.166512317343305","0.158521749764587","0.174502884922023","1"
