"plh0106","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"Quite unimportant","1993","direct migration background","Urban Area","","","",""
"Quite unimportant","1993","direct migration background","Rural Area","","","",""
"Quite unimportant","1993","indirect migration background","Urban Area","","","",""
"Quite unimportant","1993","indirect migration background","Rural Area","","","",""
"Very important","1994","no migration background","Urban Area","","","",""
"Very important","1994","no migration background","Rural Area","","","",""
"Very important","1994","direct migration background","Urban Area","","","",""
"Very important","1994","direct migration background","Rural Area","","","",""
"Very important","1994","indirect migration background","Urban Area","","","",""
"Very important","1994","indirect migration background","Rural Area","","","",""
"Important","1994","no migration background","Urban Area","","","",""
"Important","1994","no migration background","Rural Area","","","",""
"Important","1994","direct migration background","Urban Area","","","",""
"Important","1994","direct migration background","Rural Area","","","",""
"Important","1994","indirect migration background","Urban Area","","","",""
"Important","1994","indirect migration background","Rural Area","","","",""
"Less important","1994","no migration background","Urban Area","","","",""
"Less important","1994","no migration background","Rural Area","","","",""
"Less important","1994","direct migration background","Urban Area","","","",""
"Less important","1994","direct migration background","Rural Area","","","",""
"Less important","1994","indirect migration background","Urban Area","","","",""
"Less important","1994","indirect migration background","Rural Area","","","",""
"Quite unimportant","1994","no migration background","Urban Area","","","",""
"Quite unimportant","1994","no migration background","Rural Area","","","",""
"Quite unimportant","1994","direct migration background","Urban Area","","","",""
"Quite unimportant","1994","direct migration background","Rural Area","","","",""
"Quite unimportant","1994","indirect migration background","Urban Area","","","",""
"Quite unimportant","1994","indirect migration background","Rural Area","","","",""
"Very important","1995","no migration background","Urban Area","1224","0.187862986690095","0.177995167513344","0.197730805866846"
"Very important","1995","no migration background","Rural Area","784","0.173248417779919","0.16136294351833","0.185133892041508"
"Very important","1995","direct migration background","Urban Area","190","0.215644293678134","0.188252866529165","0.243035720827103"
"Very important","1995","direct migration background","Rural Area","44","0.144295230797189","0.102303873192997","0.18628658840138"
"Very important","1995","indirect migration background","Urban Area","43","0.391864921442576","0.304156189506886","0.479573653378265"
"Very important","1995","indirect migration background","Rural Area","10","","",""
"Important","1995","no migration background","Urban Area","3196","0.50612630278164","0.493495721973717","0.518756883589564"
"Important","1995","no migration background","Rural Area","2182","0.527819172221587","0.512141155791408","0.543497188651766"
"Important","1995","direct migration background","Urban Area","427","0.498763875264748","0.465462833325565","0.532064917203931"
"Important","1995","direct migration background","Rural Area","167","0.601364239938158","0.542854404298042","0.659874075578274"
"Important","1995","indirect migration background","Urban Area","63","0.446710034297453","0.357386919017362","0.536033149577544"
"Important","1995","indirect migration background","Rural Area","12","","",""
"Less important","1995","no migration background","Urban Area","1357","0.248768359580427","0.237847157926593","0.259689561234261"
"Less important","1995","no migration background","Rural Area","783","0.237091331629517","0.223734960667728","0.250447702591307"
"Less important","1995","direct migration background","Urban Area","192","0.217390716840169","0.189919231613835","0.244862202066504"
"Less important","1995","direct migration background","Rural Area","44","0.186556802669966","0.140004506011356","0.233109099328577"
"Less important","1995","indirect migration background","Urban Area","11","","",""
"Less important","1995","indirect migration background","Rural Area","1","","",""
"Quite unimportant","1995","no migration background","Urban Area","242","0.0572423509478379","0.0513736134733514","0.0631110884223244"
"Quite unimportant","1995","no migration background","Rural Area","146","0.0618410783689767","0.0542767374568889","0.0694054192810646"
"Quite unimportant","1995","direct migration background","Urban Area","57","0.0682011142169485","0.051411296800842","0.084990931633055"
"Quite unimportant","1995","direct migration background","Rural Area","14","","",""
"Quite unimportant","1995","indirect migration background","Urban Area","2","","",""
"Quite unimportant","1995","indirect migration background","Rural Area","","","",""
"Very important","1996","no migration background","Urban Area","","","",""
"Very important","1996","no migration background","Rural Area","","","",""
"Very important","1996","direct migration background","Urban Area","","","",""
"Very important","1996","direct migration background","Rural Area","","","",""
"Very important","1996","indirect migration background","Urban Area","","","",""
"Very important","1996","indirect migration background","Rural Area","","","",""
"Important","1996","no migration background","Urban Area","","","",""
"Important","1996","no migration background","Rural Area","","","",""
"Important","1996","direct migration background","Urban Area","","","",""
"Important","1996","direct migration background","Rural Area","","","",""
"Important","1996","indirect migration background","Urban Area","","","",""
"Important","1996","indirect migration background","Rural Area","","","",""
"Less important","1996","no migration background","Urban Area","","","",""
"Less important","1996","no migration background","Rural Area","","","",""
"Less important","1996","direct migration background","Urban Area","","","",""
"Less important","1996","direct migration background","Rural Area","","","",""
"Less important","1996","indirect migration background","Urban Area","","","",""
"Less important","1996","indirect migration background","Rural Area","","","",""
"Quite unimportant","1996","no migration background","Urban Area","","","",""
"Quite unimportant","1996","no migration background","Rural Area","","","",""
"Quite unimportant","1996","direct migration background","Urban Area","","","",""
"Quite unimportant","1996","direct migration background","Rural Area","","","",""
"Quite unimportant","1996","indirect migration background","Urban Area","","","",""
"Quite unimportant","1996","indirect migration background","Rural Area","","","",""
"Very important","1997","no migration background","Urban Area","","","",""
"Very important","1997","no migration background","Rural Area","","","",""
"Very important","1997","direct migration background","Urban Area","","","",""
"Very important","1997","direct migration background","Rural Area","","","",""
"Very important","1997","indirect migration background","Urban Area","","","",""
"Very important","1997","indirect migration background","Rural Area","","","",""
"Important","1997","no migration background","Urban Area","","","",""
"Important","1997","no migration background","Rural Area","","","",""
"Important","1997","direct migration background","Urban Area","","","",""
"Important","1997","direct migration background","Rural Area","","","",""
"Important","1997","indirect migration background","Urban Area","","","",""
"Important","1997","indirect migration background","Rural Area","","","",""
"Less important","1997","no migration background","Urban Area","","","",""
"Less important","1997","no migration background","Rural Area","","","",""
"Less important","1997","direct migration background","Urban Area","","","",""
"Less important","1997","direct migration background","Rural Area","","","",""
"Less important","1997","indirect migration background","Urban Area","","","",""
"Less important","1997","indirect migration background","Rural Area","","","",""
"Quite unimportant","1997","no migration background","Urban Area","","","",""
"Quite unimportant","1997","no migration background","Rural Area","","","",""
"Quite unimportant","1997","direct migration background","Urban Area","","","",""
"Quite unimportant","1997","direct migration background","Rural Area","","","",""
"Quite unimportant","1997","indirect migration background","Urban Area","","","",""
"Quite unimportant","1997","indirect migration background","Rural Area","","","",""
"Very important","1998","no migration background","Urban Area","","","",""
"Very important","1998","no migration background","Rural Area","","","",""
"Very important","1998","direct migration background","Urban Area","","","",""
"Very important","1998","direct migration background","Rural Area","","","",""
"Very important","1998","indirect migration background","Urban Area","","","",""
"Very important","1998","indirect migration background","Rural Area","","","",""
"Important","1998","no migration background","Urban Area","","","",""
"Important","1998","no migration background","Rural Area","","","",""
"Important","1998","direct migration background","Urban Area","","","",""
"Important","1998","direct migration background","Rural Area","","","",""
"Important","1998","indirect migration background","Urban Area","","","",""
"Important","1998","indirect migration background","Rural Area","","","",""
"Less important","1998","no migration background","Urban Area","","","",""
"Less important","1998","no migration background","Rural Area","","","",""
"Less important","1998","direct migration background","Urban Area","","","",""
"Less important","1998","direct migration background","Rural Area","","","",""
"Less important","1998","indirect migration background","Urban Area","","","",""
"Less important","1998","indirect migration background","Rural Area","","","",""
"Quite unimportant","1998","no migration background","Urban Area","","","",""
"Quite unimportant","1998","no migration background","Rural Area","","","",""
"Quite unimportant","1998","direct migration background","Urban Area","","","",""
"Quite unimportant","1998","direct migration background","Rural Area","","","",""
"Quite unimportant","1998","indirect migration background","Urban Area","","","",""
"Quite unimportant","1998","indirect migration background","Rural Area","","","",""
"Very important","1999","no migration background","Urban Area","","","",""
"Very important","1999","no migration background","Rural Area","","","",""
"Very important","1999","direct migration background","Urban Area","","","",""
"Very important","1999","direct migration background","Rural Area","","","",""
"Very important","1999","indirect migration background","Urban Area","","","",""
"Very important","1999","indirect migration background","Rural Area","","","",""
"Important","1999","no migration background","Urban Area","","","",""
"Important","1999","no migration background","Rural Area","","","",""
"Important","1999","direct migration background","Urban Area","","","",""
"Important","1999","direct migration background","Rural Area","","","",""
"Important","1999","indirect migration background","Urban Area","","","",""
"Important","1999","indirect migration background","Rural Area","","","",""
"Less important","1999","no migration background","Urban Area","","","",""
"Less important","1999","no migration background","Rural Area","","","",""
"Less important","1999","direct migration background","Urban Area","","","",""
"Less important","1999","direct migration background","Rural Area","","","",""
"Less important","1999","indirect migration background","Urban Area","","","",""
"Less important","1999","indirect migration background","Rural Area","","","",""
"Quite unimportant","1999","no migration background","Urban Area","","","",""
"Quite unimportant","1999","no migration background","Rural Area","","","",""
"Quite unimportant","1999","direct migration background","Urban Area","","","",""
"Quite unimportant","1999","direct migration background","Rural Area","","","",""
"Quite unimportant","1999","indirect migration background","Urban Area","","","",""
"Quite unimportant","1999","indirect migration background","Rural Area","","","",""
"Very important","2000","no migration background","Urban Area","","","",""
"Very important","2000","no migration background","Rural Area","","","",""
"Very important","2000","direct migration background","Urban Area","","","",""
"Very important","2000","direct migration background","Rural Area","","","",""
"Very important","2000","indirect migration background","Urban Area","","","",""
"Very important","2000","indirect migration background","Rural Area","","","",""
"Important","2000","no migration background","Urban Area","","","",""
"Important","2000","no migration background","Rural Area","","","",""
"Important","2000","direct migration background","Urban Area","","","",""
"Important","2000","direct migration background","Rural Area","","","",""
"Important","2000","indirect migration background","Urban Area","","","",""
"Important","2000","indirect migration background","Rural Area","","","",""
"Less important","2000","no migration background","Urban Area","","","",""
"Less important","2000","no migration background","Rural Area","","","",""
"Less important","2000","direct migration background","Urban Area","","","",""
"Less important","2000","direct migration background","Rural Area","","","",""
"Less important","2000","indirect migration background","Urban Area","","","",""
"Less important","2000","indirect migration background","Rural Area","","","",""
"Quite unimportant","2000","no migration background","Urban Area","","","",""
"Quite unimportant","2000","no migration background","Rural Area","","","",""
"Quite unimportant","2000","direct migration background","Urban Area","","","",""
"Quite unimportant","2000","direct migration background","Rural Area","","","",""
"Quite unimportant","2000","indirect migration background","Urban Area","","","",""
"Quite unimportant","2000","indirect migration background","Rural Area","","","",""
"Very important","2001","no migration background","Urban Area","","","",""
"Very important","2001","no migration background","Rural Area","","","",""
"Very important","2001","direct migration background","Urban Area","","","",""
"Very important","2001","direct migration background","Rural Area","","","",""
"Very important","2001","indirect migration background","Urban Area","","","",""
"Very important","2001","indirect migration background","Rural Area","","","",""
"Important","2001","no migration background","Urban Area","","","",""
"Important","2001","no migration background","Rural Area","","","",""
"Important","2001","direct migration background","Urban Area","","","",""
"Important","2001","direct migration background","Rural Area","","","",""
"Important","2001","indirect migration background","Urban Area","","","",""
"Important","2001","indirect migration background","Rural Area","","","",""
"Less important","2001","no migration background","Urban Area","","","",""
"Less important","2001","no migration background","Rural Area","","","",""
"Less important","2001","direct migration background","Urban Area","","","",""
"Less important","2001","direct migration background","Rural Area","","","",""
"Less important","2001","indirect migration background","Urban Area","","","",""
"Less important","2001","indirect migration background","Rural Area","","","",""
"Quite unimportant","2001","no migration background","Urban Area","","","",""
"Quite unimportant","2001","no migration background","Rural Area","","","",""
"Quite unimportant","2001","direct migration background","Urban Area","","","",""
"Quite unimportant","2001","direct migration background","Rural Area","","","",""
"Quite unimportant","2001","indirect migration background","Urban Area","","","",""
"Quite unimportant","2001","indirect migration background","Rural Area","","","",""
"Very important","2002","no migration background","Urban Area","","","",""
"Very important","2002","no migration background","Rural Area","","","",""
"Very important","2002","direct migration background","Urban Area","","","",""
"Very important","2002","direct migration background","Rural Area","","","",""
"Very important","2002","indirect migration background","Urban Area","","","",""
"Very important","2002","indirect migration background","Rural Area","","","",""
"Important","2002","no migration background","Urban Area","","","",""
"Important","2002","no migration background","Rural Area","","","",""
"Important","2002","direct migration background","Urban Area","","","",""
"Important","2002","direct migration background","Rural Area","","","",""
"Important","2002","indirect migration background","Urban Area","","","",""
"Important","2002","indirect migration background","Rural Area","","","",""
"Less important","2002","no migration background","Urban Area","","","",""
"Less important","2002","no migration background","Rural Area","","","",""
"Less important","2002","direct migration background","Urban Area","","","",""
"Less important","2002","direct migration background","Rural Area","","","",""
"Less important","2002","indirect migration background","Urban Area","","","",""
"Less important","2002","indirect migration background","Rural Area","","","",""
"Quite unimportant","2002","no migration background","Urban Area","","","",""
"Quite unimportant","2002","no migration background","Rural Area","","","",""
"Quite unimportant","2002","direct migration background","Urban Area","","","",""
"Quite unimportant","2002","direct migration background","Rural Area","","","",""
"Quite unimportant","2002","indirect migration background","Urban Area","","","",""
"Quite unimportant","2002","indirect migration background","Rural Area","","","",""
"Very important","2003","no migration background","Urban Area","","","",""
"Very important","2003","no migration background","Rural Area","","","",""
"Very important","2003","direct migration background","Urban Area","","","",""
"Very important","2003","direct migration background","Rural Area","","","",""
"Very important","2003","indirect migration background","Urban Area","","","",""
"Very important","2003","indirect migration background","Rural Area","","","",""
"Important","2003","no migration background","Urban Area","","","",""
"Important","2003","no migration background","Rural Area","","","",""
"Important","2003","direct migration background","Urban Area","","","",""
"Important","2003","direct migration background","Rural Area","","","",""
"Important","2003","indirect migration background","Urban Area","","","",""
"Important","2003","indirect migration background","Rural Area","","","",""
"Less important","2003","no migration background","Urban Area","","","",""
"Less important","2003","no migration background","Rural Area","","","",""
"Less important","2003","direct migration background","Urban Area","","","",""
"Less important","2003","direct migration background","Rural Area","","","",""
"Less important","2003","indirect migration background","Urban Area","","","",""
"Less important","2003","indirect migration background","Rural Area","","","",""
"Quite unimportant","2003","no migration background","Urban Area","","","",""
"Quite unimportant","2003","no migration background","Rural Area","","","",""
"Quite unimportant","2003","direct migration background","Urban Area","","","",""
"Quite unimportant","2003","direct migration background","Rural Area","","","",""
"Quite unimportant","2003","indirect migration background","Urban Area","","","",""
"Quite unimportant","2003","indirect migration background","Rural Area","","","",""
"Very important","2004","no migration background","Urban Area","1986","0.157982136413327","0.151355798815512","0.164608474011141"
"Very important","2004","no migration background","Rural Area","1163","0.175854598668815","0.16665406635889","0.18505513097874"
"Very important","2004","direct migration background","Urban Area","314","0.164874488433154","0.148897098978701","0.180851877887606"
"Very important","2004","direct migration background","Rural Area","77","0.211126821999863","0.172863499971504","0.249390144028221"
"Very important","2004","indirect migration background","Urban Area","242","0.386800624691365","0.350382786851338","0.423218462531393"
"Very important","2004","indirect migration background","Rural Area","36","0.31877615591485","0.232472952817139","0.405079359012561"
"Important","2004","no migration background","Urban Area","6069","0.516445963103557","0.507366840835553","0.525525085371562"
"Important","2004","no migration background","Rural Area","3614","0.528916941891996","0.516853349573702","0.54098053421029"
"Important","2004","direct migration background","Urban Area","1075","0.51684691177399","0.495330167504774","0.538363656043206"
"Important","2004","direct migration background","Rural Area","210","0.491106750246054","0.444235269975735","0.537978230516373"
"Important","2004","indirect migration background","Urban Area","350","0.48685406981655","0.449478349669515","0.524229789963586"
"Important","2004","indirect migration background","Rural Area","58","0.517510874260404","0.424968085127309","0.610053663393498"
"Less important","2004","no migration background","Urban Area","3107","0.275030827434788","0.266918240342989","0.283143414526588"
"Less important","2004","no migration background","Rural Area","1590","0.251845808215198","0.241355286423746","0.262336330006649"
"Less important","2004","direct migration background","Urban Area","579","0.268392884251749","0.249312914817632","0.287472853685866"
"Less important","2004","direct migration background","Rural Area","122","0.240997488156101","0.200898331658605","0.281096644653596"
"Less important","2004","indirect migration background","Urban Area","84","0.111891325476618","0.0883190782259585","0.135463572727277"
"Less important","2004","indirect migration background","Rural Area","16","","",""
"Quite unimportant","2004","no migration background","Urban Area","476","0.0505410730483278","0.0465611998550186","0.0545209462416369"
"Quite unimportant","2004","no migration background","Rural Area","210","0.0433826512239913","0.0384592940779471","0.0483060083700356"
"Quite unimportant","2004","direct migration background","Urban Area","104","0.0498857155411081","0.040511622877898","0.0592598082043182"
"Quite unimportant","2004","direct migration background","Rural Area","28","","",""
"Quite unimportant","2004","indirect migration background","Urban Area","11","","",""
"Quite unimportant","2004","indirect migration background","Rural Area","2","","",""
"Very important","2005","no migration background","Urban Area","","","",""
"Very important","2005","no migration background","Rural Area","","","",""
"Very important","2005","direct migration background","Urban Area","","","",""
"Very important","2005","direct migration background","Rural Area","","","",""
"Very important","2005","indirect migration background","Urban Area","","","",""
"Very important","2005","indirect migration background","Rural Area","","","",""
"Important","2005","no migration background","Urban Area","","","",""
"Important","2005","no migration background","Rural Area","","","",""
"Important","2005","direct migration background","Urban Area","","","",""
"Important","2005","direct migration background","Rural Area","","","",""
"Important","2005","indirect migration background","Urban Area","","","",""
"Important","2005","indirect migration background","Rural Area","","","",""
"Less important","2005","no migration background","Urban Area","","","",""
"Less important","2005","no migration background","Rural Area","","","",""
"Less important","2005","direct migration background","Urban Area","","","",""
"Less important","2005","direct migration background","Rural Area","","","",""
"Less important","2005","indirect migration background","Urban Area","","","",""
"Less important","2005","indirect migration background","Rural Area","","","",""
"Quite unimportant","2005","no migration background","Urban Area","","","",""
"Quite unimportant","2005","no migration background","Rural Area","","","",""
"Quite unimportant","2005","direct migration background","Urban Area","","","",""
"Quite unimportant","2005","direct migration background","Rural Area","","","",""
"Quite unimportant","2005","indirect migration background","Urban Area","","","",""
"Quite unimportant","2005","indirect migration background","Rural Area","","","",""
"Very important","2006","no migration background","Urban Area","","","",""
"Very important","2006","no migration background","Rural Area","","","",""
"Very important","2006","direct migration background","Urban Area","","","",""
"Very important","2006","direct migration background","Rural Area","","","",""
"Very important","2006","indirect migration background","Urban Area","","","",""
"Very important","2006","indirect migration background","Rural Area","","","",""
"Important","2006","no migration background","Urban Area","","","",""
"Important","2006","no migration background","Rural Area","","","",""
"Important","2006","direct migration background","Urban Area","","","",""
"Important","2006","direct migration background","Rural Area","","","",""
"Important","2006","indirect migration background","Urban Area","","","",""
"Important","2006","indirect migration background","Rural Area","","","",""
"Less important","2006","no migration background","Urban Area","","","",""
"Less important","2006","no migration background","Rural Area","","","",""
"Less important","2006","direct migration background","Urban Area","","","",""
"Less important","2006","direct migration background","Rural Area","","","",""
"Less important","2006","indirect migration background","Urban Area","","","",""
"Less important","2006","indirect migration background","Rural Area","","","",""
"Quite unimportant","2006","no migration background","Urban Area","","","",""
"Quite unimportant","2006","no migration background","Rural Area","","","",""
"Quite unimportant","2006","direct migration background","Urban Area","","","",""
"Quite unimportant","2006","direct migration background","Rural Area","","","",""
"Quite unimportant","2006","indirect migration background","Urban Area","","","",""
"Quite unimportant","2006","indirect migration background","Rural Area","","","",""
"Very important","2007","no migration background","Urban Area","","","",""
"Very important","2007","no migration background","Rural Area","","","",""
"Very important","2007","direct migration background","Urban Area","","","",""
"Very important","2007","direct migration background","Rural Area","","","",""
"Very important","2007","indirect migration background","Urban Area","","","",""
"Very important","2007","indirect migration background","Rural Area","","","",""
"Important","2007","no migration background","Urban Area","","","",""
"Important","2007","no migration background","Rural Area","","","",""
"Important","2007","direct migration background","Urban Area","","","",""
"Important","2007","direct migration background","Rural Area","","","",""
"Important","2007","indirect migration background","Urban Area","","","",""
"Important","2007","indirect migration background","Rural Area","","","",""
"Less important","2007","no migration background","Urban Area","","","",""
"Less important","2007","no migration background","Rural Area","","","",""
"Less important","2007","direct migration background","Urban Area","","","",""
"Less important","2007","direct migration background","Rural Area","","","",""
"Less important","2007","indirect migration background","Urban Area","","","",""
"Less important","2007","indirect migration background","Rural Area","","","",""
"Quite unimportant","2007","no migration background","Urban Area","","","",""
"Quite unimportant","2007","no migration background","Rural Area","","","",""
"Quite unimportant","2007","direct migration background","Urban Area","","","",""
"Quite unimportant","2007","direct migration background","Rural Area","","","",""
"Quite unimportant","2007","indirect migration background","Urban Area","","","",""
"Quite unimportant","2007","indirect migration background","Rural Area","","","",""
"Very important","2008","no migration background","Urban Area","1490","0.138965608225726","0.132367785968314","0.145563430483138"
"Very important","2008","no migration background","Rural Area","910","0.145071246857365","0.136212473144893","0.153930020569837"
"Very important","2008","direct migration background","Urban Area","241","0.17200619881976","0.15321874898908","0.19079364865044"
"Very important","2008","direct migration background","Rural Area","61","0.191063095587693","0.149397195576965","0.23272899559842"
"Very important","2008","indirect migration background","Urban Area","211","0.331653104197761","0.295707285075032","0.367598923320489"
"Very important","2008","indirect migration background","Rural Area","32","0.357402870323428","0.269042550741717","0.445763189905138"
"Important","2008","no migration background","Urban Area","5298","0.492943970473691","0.483408031761242","0.50247990918614"
"Important","2008","no migration background","Rural Area","3258","0.526372387381154","0.513812578498554","0.538932196263754"
"Important","2008","direct migration background","Urban Area","756","0.49540839362196","0.470517875719175","0.520298911524746"
"Important","2008","direct migration background","Rural Area","184","0.56649200477664","0.513971307143116","0.619012702410163"
"Important","2008","indirect migration background","Urban Area","352","0.501194700708687","0.463020131195142","0.539369270222231"
"Important","2008","indirect migration background","Rural Area","55","0.459102262170738","0.367222223737153","0.550982300604323"
"Less important","2008","no migration background","Urban Area","3140","0.297877519109842","0.28915459689991","0.306600441319774"
"Less important","2008","no migration background","Rural Area","1667","0.279457011660599","0.268169312447753","0.290744710873446"
"Less important","2008","direct migration background","Urban Area","430","0.252156077522936","0.230537732375533","0.273774422670339"
"Less important","2008","direct migration background","Rural Area","74","0.182862987697596","0.141894929028722","0.22383104636647"
"Less important","2008","indirect migration background","Urban Area","89","0.15256679034564","0.125113896655794","0.180019684035486"
"Less important","2008","indirect migration background","Rural Area","25","","",""
"Quite unimportant","2008","no migration background","Urban Area","631","0.0702129021907407","0.0653394476866764","0.0750863566948051"
"Quite unimportant","2008","no migration background","Rural Area","236","0.0490993541008815","0.0436640551591212","0.0545346530426418"
"Quite unimportant","2008","direct migration background","Urban Area","123","0.0804293300353437","0.066890472357414","0.0939681877132735"
"Quite unimportant","2008","direct migration background","Rural Area","23","","",""
"Quite unimportant","2008","indirect migration background","Urban Area","7","","",""
"Quite unimportant","2008","indirect migration background","Rural Area","1","","",""
"Very important","2009","no migration background","Urban Area","","","",""
"Very important","2009","no migration background","Rural Area","","","",""
"Very important","2009","direct migration background","Urban Area","","","",""
"Very important","2009","direct migration background","Rural Area","","","",""
"Very important","2009","indirect migration background","Urban Area","","","",""
"Very important","2009","indirect migration background","Rural Area","","","",""
"Important","2009","no migration background","Urban Area","","","",""
"Important","2009","no migration background","Rural Area","","","",""
"Important","2009","direct migration background","Urban Area","","","",""
"Important","2009","direct migration background","Rural Area","","","",""
"Important","2009","indirect migration background","Urban Area","","","",""
