"pli0096_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1986","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","inadequately","2","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","general elemantary","19","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","middle vocational","93","0.0873237016964269","0.0712024076048989","0.103444995787955"
"Min 1x per week","1986","Couple + C. LE 16 ","vocational + Abi","10","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","higher vocational","16","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","higher education","24","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","in school","5","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","inadequately","3","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","general elemantary","39","0.0699110652869372","0.0502927847144479","0.0895293458594265"
"Min 1x per week","1986","Couple + C. GT 16 ","middle vocational","90","0.0970769755503658","0.0784070317649613","0.11574691933577"
"Min 1x per week","1986","Couple + C. GT 16 ","vocational + Abi","2","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","higher vocational","12","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","higher education","17","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","in school","11","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","inadequately","5","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","general elemantary","27","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","middle vocational","79","0.183284657380076","0.15040777045299","0.216161544307162"
"Min 1x per week","1986","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","higher vocational","6","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","higher education","12","","",""
"Min 1x per month","1986","1-pers.-HH","in school","","","",""
"Min 1x per month","1986","1-pers.-HH","inadequately","1","","",""
"Min 1x per month","1986","1-pers.-HH","general elemantary","12","","",""
"Min 1x per month","1986","1-pers.-HH","middle vocational","28","","",""
"Min 1x per month","1986","1-pers.-HH","vocational + Abi","","","",""
"Min 1x per month","1986","1-pers.-HH","higher vocational","5","","",""
"Min 1x per month","1986","1-pers.-HH","higher education","6","","",""
"Min 1x per month","1986","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1986","(Married) couple without C. ","inadequately","1","","",""
"Min 1x per month","1986","(Married) couple without C. ","general elemantary","21","","",""
"Min 1x per month","1986","(Married) couple without C. ","middle vocational","59","0.0488328268254068","0.0368805338176305","0.0607851198331831"
"Min 1x per month","1986","(Married) couple without C. ","vocational + Abi","2","","",""
"Min 1x per month","1986","(Married) couple without C. ","higher vocational","12","","",""
"Min 1x per month","1986","(Married) couple without C. ","higher education","18","","",""
"Min 1x per month","1986","Single parent ","in school","1","","",""
"Min 1x per month","1986","Single parent ","inadequately","","","",""
"Min 1x per month","1986","Single parent ","general elemantary","6","","",""
"Min 1x per month","1986","Single parent ","middle vocational","19","","",""
"Min 1x per month","1986","Single parent ","vocational + Abi","1","","",""
"Min 1x per month","1986","Single parent ","higher vocational","1","","",""
"Min 1x per month","1986","Single parent ","higher education","1","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","inadequately","2","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","general elemantary","20","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","middle vocational","96","0.0925378689051421","0.0759897189380136","0.109086018872271"
"Min 1x per month","1986","Couple + C. LE 16 ","vocational + Abi","2","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","higher vocational","16","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","higher education","31","0.119809098241069","0.078894928247154","0.160723268234983"
"Min 1x per month","1986","Couple + C. GT 16 ","in school","4","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","inadequately","1","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","general elemantary","31","0.0628953914945051","0.0442174422108272","0.0815733407781831"
"Min 1x per month","1986","Couple + C. GT 16 ","middle vocational","72","0.0834609884033156","0.066019772141922","0.100902204664709"
"Min 1x per month","1986","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","higher vocational","12","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","higher education","10","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","in school","3","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","inadequately","3","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","general elemantary","17","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","middle vocational","55","0.121110057456622","0.0933864572553394","0.148833657657904"
"Min 1x per month","1986","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","higher vocational","7","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","higher education","4","","",""
"Rarely","1986","1-pers.-HH","in school","","","",""
"Rarely","1986","1-pers.-HH","inadequately","1","","",""
"Rarely","1986","1-pers.-HH","general elemantary","14","","",""
"Rarely","1986","1-pers.-HH","middle vocational","29","","",""
"Rarely","1986","1-pers.-HH","vocational + Abi","6","","",""
"Rarely","1986","1-pers.-HH","higher vocational","4","","",""
"Rarely","1986","1-pers.-HH","higher education","12","","",""
"Rarely","1986","(Married) couple without C. ","in school","","","",""
"Rarely","1986","(Married) couple without C. ","inadequately","2","","",""
"Rarely","1986","(Married) couple without C. ","general elemantary","25","","",""
"Rarely","1986","(Married) couple without C. ","middle vocational","90","0.0705503353599213","0.056348994527864","0.0847516761919786"
"Rarely","1986","(Married) couple without C. ","vocational + Abi","8","","",""
"Rarely","1986","(Married) couple without C. ","higher vocational","16","","",""
"Rarely","1986","(Married) couple without C. ","higher education","16","","",""
"Rarely","1986","Single parent ","in school","1","","",""
"Rarely","1986","Single parent ","inadequately","","","",""
"Rarely","1986","Single parent ","general elemantary","9","","",""
"Rarely","1986","Single parent ","middle vocational","15","","",""
"Rarely","1986","Single parent ","vocational + Abi","2","","",""
"Rarely","1986","Single parent ","higher vocational","4","","",""
"Rarely","1986","Single parent ","higher education","2","","",""
"Rarely","1986","Couple + C. LE 16 ","in school","","","",""
"Rarely","1986","Couple + C. LE 16 ","inadequately","6","","",""
"Rarely","1986","Couple + C. LE 16 ","general elemantary","24","","",""
"Rarely","1986","Couple + C. LE 16 ","middle vocational","79","0.0808077213440445","0.0652443005490728","0.0963711421390163"
"Rarely","1986","Couple + C. LE 16 ","vocational + Abi","5","","",""
"Rarely","1986","Couple + C. LE 16 ","higher vocational","19","","",""
"Rarely","1986","Couple + C. LE 16 ","higher education","30","0.122324523910288","0.0810421981205825","0.163606849699994"
"Rarely","1986","Couple + C. GT 16 ","in school","6","","",""
"Rarely","1986","Couple + C. GT 16 ","inadequately","5","","",""
"Rarely","1986","Couple + C. GT 16 ","general elemantary","57","0.0904581700804139","0.0683902714598319","0.112526068700996"
"Rarely","1986","Couple + C. GT 16 ","middle vocational","94","0.0978044794686104","0.0790722601431089","0.116536698794112"
"Rarely","1986","Couple + C. GT 16 ","vocational + Abi","5","","",""
"Rarely","1986","Couple + C. GT 16 ","higher vocational","8","","",""
"Rarely","1986","Couple + C. GT 16 ","higher education","14","","",""
"Rarely","1986","Couple + C. LE and GT 16","in school","2","","",""
"Rarely","1986","Couple + C. LE and GT 16","inadequately","8","","",""
"Rarely","1986","Couple + C. LE and GT 16","general elemantary","39","0.108507131897401","0.0800849605145656","0.136929303280236"
"Rarely","1986","Couple + C. LE and GT 16","middle vocational","48","0.10171811914018","0.076032043611274","0.127404194669086"
"Rarely","1986","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Rarely","1986","Couple + C. LE and GT 16","higher vocational","5","","",""
"Rarely","1986","Couple + C. LE and GT 16","higher education","2","","",""
"Never","1986","1-pers.-HH","in school","1","","",""
"Never","1986","1-pers.-HH","inadequately","40","0.890999811747459","0.799946810732617","0.982052812762302"
"Never","1986","1-pers.-HH","general elemantary","263","0.866071834978285","0.827660664928275","0.904483005028295"
"Never","1986","1-pers.-HH","middle vocational","446","0.838625415934918","0.807626176643316","0.869624655226519"
"Never","1986","1-pers.-HH","vocational + Abi","21","","",""
"Never","1986","1-pers.-HH","higher vocational","55","0.822171412220141","0.731950851616727","0.912391972823555"
