"pli0096_h","year","education","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","secondary school degree","middle vocational","122","0.101622171202617","0.0840517297647729","0.11919261264046"
"Min 1x per week","1985","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1985","secondary school degree","higher vocational","","","",""
"Min 1x per week","1985","secondary school degree","higher education","","","",""
"Min 1x per week","1985","college entrance qualification","in school","","","",""
"Min 1x per week","1985","college entrance qualification","inadequately","","","",""
"Min 1x per week","1985","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1985","college entrance qualification","middle vocational","30","0.1060632348552","0.0709255683289548","0.141200901381446"
"Min 1x per week","1985","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1985","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1985","college entrance qualification","higher education","72","0.123784760626064","0.0974985231758291","0.1500709980763"
"Min 1x per week","1985","Other degree","in school","","","",""
"Min 1x per week","1985","Other degree","inadequately","","","",""
"Min 1x per week","1985","Other degree","general elemantary","","","",""
"Min 1x per week","1985","Other degree","middle vocational","","","",""
"Min 1x per week","1985","Other degree","vocational + Abi","","","",""
"Min 1x per week","1985","Other degree","higher vocational","","","",""
"Min 1x per week","1985","Other degree","higher education","","","",""
"Min 1x per week","1985","no degree/no degree yet","in school","","","",""
"Min 1x per week","1985","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1985","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1985","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1985","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1985","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1985","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1985","lower secondary degree","in school","","","",""
"Min 1x per month","1985","lower secondary degree","inadequately","","","",""
"Min 1x per month","1985","lower secondary degree","general elemantary","74","0.0364887001437828","0.0281856344234514","0.0447917658641143"
"Min 1x per month","1985","lower secondary degree","middle vocational","212","0.0649753545798566","0.0563500053162698","0.0736007038434434"
"Min 1x per month","1985","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1985","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1985","lower secondary degree","higher education","","","",""
"Min 1x per month","1985","secondary school degree","in school","","","",""
"Min 1x per month","1985","secondary school degree","inadequately","","","",""
"Min 1x per month","1985","secondary school degree","general elemantary","","","",""
"Min 1x per month","1985","secondary school degree","middle vocational","86","0.0759350830969986","0.0605311578404687","0.0913390083535285"
"Min 1x per month","1985","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1985","secondary school degree","higher vocational","","","",""
"Min 1x per month","1985","secondary school degree","higher education","","","",""
"Min 1x per month","1985","college entrance qualification","in school","","","",""
"Min 1x per month","1985","college entrance qualification","inadequately","","","",""
"Min 1x per month","1985","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1985","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1985","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1985","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1985","college entrance qualification","higher education","74","0.119742533152306","0.0938294842577703","0.145655582046842"
"Min 1x per month","1985","Other degree","in school","","","",""
"Min 1x per month","1985","Other degree","inadequately","","","",""
"Min 1x per month","1985","Other degree","general elemantary","","","",""
"Min 1x per month","1985","Other degree","middle vocational","","","",""
"Min 1x per month","1985","Other degree","vocational + Abi","","","",""
"Min 1x per month","1985","Other degree","higher vocational","","","",""
"Min 1x per month","1985","Other degree","higher education","","","",""
"Min 1x per month","1985","no degree/no degree yet","in school","","","",""
"Min 1x per month","1985","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1985","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1985","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1985","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1985","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1985","no degree/no degree yet","higher education","","","",""
"Rarely","1985","lower secondary degree","in school","","","",""
"Rarely","1985","lower secondary degree","inadequately","","","",""
"Rarely","1985","lower secondary degree","general elemantary","126","0.057705590380305","0.0473795665109827","0.0680316142496273"
"Rarely","1985","lower secondary degree","middle vocational","268","0.0813104938580453","0.0717462969477563","0.0908746907683342"
"Rarely","1985","lower secondary degree","vocational + Abi","","","",""
"Rarely","1985","lower secondary degree","higher vocational","36","0.130415791593552","0.0905414318522426","0.170290151334862"
"Rarely","1985","lower secondary degree","higher education","","","",""
"Rarely","1985","secondary school degree","in school","","","",""
"Rarely","1985","secondary school degree","inadequately","","","",""
"Rarely","1985","secondary school degree","general elemantary","47","0.0989997046835401","0.0719700133756764","0.126029395991404"
"Rarely","1985","secondary school degree","middle vocational","110","0.0946551132648759","0.0776320390851278","0.111678187444624"
"Rarely","1985","secondary school degree","vocational + Abi","","","",""
"Rarely","1985","secondary school degree","higher vocational","","","",""
"Rarely","1985","secondary school degree","higher education","","","",""
"Rarely","1985","college entrance qualification","in school","","","",""
"Rarely","1985","college entrance qualification","inadequately","","","",""
"Rarely","1985","college entrance qualification","general elemantary","","","",""
"Rarely","1985","college entrance qualification","middle vocational","36","0.135848095455102","0.0967497026186546","0.174946488291549"
"Rarely","1985","college entrance qualification","vocational + Abi","","","",""
"Rarely","1985","college entrance qualification","higher vocational","","","",""
"Rarely","1985","college entrance qualification","higher education","81","0.128697241877879","0.101969725819468","0.15542475793629"
"Rarely","1985","Other degree","in school","","","",""
"Rarely","1985","Other degree","inadequately","","","",""
"Rarely","1985","Other degree","general elemantary","","","",""
"Rarely","1985","Other degree","middle vocational","","","",""
"Rarely","1985","Other degree","vocational + Abi","","","",""
"Rarely","1985","Other degree","higher vocational","","","",""
"Rarely","1985","Other degree","higher education","","","",""
"Rarely","1985","no degree/no degree yet","in school","","","",""
"Rarely","1985","no degree/no degree yet","inadequately","","","",""
"Rarely","1985","no degree/no degree yet","general elemantary","","","",""
"Rarely","1985","no degree/no degree yet","middle vocational","","","",""
"Rarely","1985","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1985","no degree/no degree yet","higher vocational","","","",""
"Rarely","1985","no degree/no degree yet","higher education","","","",""
"Never","1985","lower secondary degree","in school","","","",""
"Never","1985","lower secondary degree","inadequately","","","",""
"Never","1985","lower secondary degree","general elemantary","1682","0.865187861552971","0.850064421794052","0.880311301311891"
"Never","1985","lower secondary degree","middle vocational","2392","0.770475048304695","0.755759207758741","0.78519088885065"
"Never","1985","lower secondary degree","vocational + Abi","","","",""
"Never","1985","lower secondary degree","higher vocational","178","0.649017140727551","0.59250472833096","0.705529553124141"
"Never","1985","lower secondary degree","higher education","","","",""
"Never","1985","secondary school degree","in school","","","",""
"Never","1985","secondary school degree","inadequately","","","",""
"Never","1985","secondary school degree","general elemantary","336","0.714696336092594","0.673829019524012","0.755563652661177"
"Never","1985","secondary school degree","middle vocational","818","0.727787632435509","0.70190459816606","0.753670666704958"
"Never","1985","secondary school degree","vocational + Abi","","","",""
"Never","1985","secondary school degree","higher vocational","137","0.723113398382143","0.660148080416856","0.786078716347431"
"Never","1985","secondary school degree","higher education","43","0.711202012555517","0.598392475768832","0.824011549342201"
"Never","1985","college entrance qualification","in school","","","",""
"Never","1985","college entrance qualification","inadequately","","","",""
"Never","1985","college entrance qualification","general elemantary","","","",""
"Never","1985","college entrance qualification","middle vocational","213","0.695332948715539","0.642810346825349","0.74785555060573"
"Never","1985","college entrance qualification","vocational + Abi","134","0.741575354211164","0.67832196679553","0.804828741626798"
"Never","1985","college entrance qualification","higher vocational","91","0.698241805108245","0.619336014604675","0.777147595611816"
"Never","1985","college entrance qualification","higher education","376","0.62777546434375","0.589192632307002","0.666358296380498"
"Never","1985","Other degree","in school","","","",""
"Never","1985","Other degree","inadequately","","","",""
"Never","1985","Other degree","general elemantary","558","0.938601466265057","0.919360932625444","0.957841999904669"
"Never","1985","Other degree","middle vocational","403","0.880722810704812","0.850709949163775","0.910735672245848"
"Never","1985","Other degree","vocational + Abi","67","0.831929141482191","0.751484258780811","0.91237402418357"
"Never","1985","Other degree","higher vocational","","","",""
"Never","1985","Other degree","higher education","40","0.721745533452474","0.602218996803771","0.841272070101177"
"Never","1985","no degree/no degree yet","in school","131","0.715036647177074","0.649636126999813","0.780437167354335"
"Never","1985","no degree/no degree yet","inadequately","775","0.931088689086476","0.913644677645692","0.948532700527259"
"Never","1985","no degree/no degree yet","general elemantary","","","",""
"Never","1985","no degree/no degree yet","middle vocational","83","0.879429230394054","0.812890326537221","0.945968134250886"
"Never","1985","no degree/no degree yet","vocational + Abi","","","",""
"Never","1985","no degree/no degree yet","higher vocational","","","",""
"Never","1985","no degree/no degree yet","higher education","","","",""
"Daily","1986","lower secondary degree","in school","","","",""
"Daily","1986","lower secondary degree","inadequately","","","",""
"Daily","1986","lower secondary degree","general elemantary","","","",""
"Daily","1986","lower secondary degree","middle vocational","","","",""
"Daily","1986","lower secondary degree","vocational + Abi","","","",""
"Daily","1986","lower secondary degree","higher vocational","","","",""
"Daily","1986","lower secondary degree","higher education","","","",""
"Daily","1986","secondary school degree","in school","","","",""
"Daily","1986","secondary school degree","inadequately","","","",""
"Daily","1986","secondary school degree","general elemantary","","","",""
"Daily","1986","secondary school degree","middle vocational","","","",""
"Daily","1986","secondary school degree","vocational + Abi","","","",""
"Daily","1986","secondary school degree","higher vocational","","","",""
"Daily","1986","secondary school degree","higher education","","","",""
"Daily","1986","college entrance qualification","in school","","","",""
"Daily","1986","college entrance qualification","inadequately","","","",""
"Daily","1986","college entrance qualification","general elemantary","","","",""
"Daily","1986","college entrance qualification","middle vocational","","","",""
"Daily","1986","college entrance qualification","vocational + Abi","","","",""
"Daily","1986","college entrance qualification","higher vocational","","","",""
"Daily","1986","college entrance qualification","higher education","","","",""
"Daily","1986","Other degree","in school","","","",""
"Daily","1986","Other degree","inadequately","","","",""
"Daily","1986","Other degree","general elemantary","","","",""
"Daily","1986","Other degree","middle vocational","","","",""
"Daily","1986","Other degree","vocational + Abi","","","",""
"Daily","1986","Other degree","higher vocational","","","",""
"Daily","1986","Other degree","higher education","","","",""
"Daily","1986","no degree/no degree yet","in school","","","",""
"Daily","1986","no degree/no degree yet","inadequately","","","",""
"Daily","1986","no degree/no degree yet","general elemantary","","","",""
"Daily","1986","no degree/no degree yet","middle vocational","","","",""
"Daily","1986","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1986","no degree/no degree yet","higher vocational","","","",""
"Daily","1986","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1986","lower secondary degree","in school","","","",""
"Min 1x per week","1986","lower secondary degree","inadequately","","","",""
"Min 1x per week","1986","lower secondary degree","general elemantary","72","0.0417027635337033","0.0325858637917465","0.05081966327566"
"Min 1x per week","1986","lower secondary degree","middle vocational","254","0.084075174744561","0.0741051684602382","0.0940451810288838"
"Min 1x per week","1986","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1986","lower secondary degree","higher vocational","30","0.113750730538247","0.0747804938827295","0.152720967193765"
"Min 1x per week","1986","lower secondary degree","higher education","","","",""
"Min 1x per week","1986","secondary school degree","in school","","","",""
"Min 1x per week","1986","secondary school degree","inadequately","","","",""
"Min 1x per week","1986","secondary school degree","general elemantary","47","0.110268118561531","0.0816133894695332","0.138922847653529"
"Min 1x per week","1986","secondary school degree","middle vocational","109","0.0948756209206658","0.0777744838472726","0.111976757994059"
"Min 1x per week","1986","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1986","secondary school degree","higher vocational","","","",""
"Min 1x per week","1986","secondary school degree","higher education","","","",""
"Min 1x per week","1986","college entrance qualification","in school","","","",""
"Min 1x per week","1986","college entrance qualification","inadequately","","","",""
"Min 1x per week","1986","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1986","college entrance qualification","middle vocational","40","0.118770059905729","0.08348873061492","0.154051389196538"
"Min 1x per week","1986","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1986","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1986","college entrance qualification","higher education","80","0.130364181661296","0.103512130088756","0.157216233233835"
"Min 1x per week","1986","Other degree","in school","","","",""
"Min 1x per week","1986","Other degree","inadequately","","","",""
"Min 1x per week","1986","Other degree","general elemantary","","","",""
"Min 1x per week","1986","Other degree","middle vocational","","","",""
"Min 1x per week","1986","Other degree","vocational + Abi","","","",""
"Min 1x per week","1986","Other degree","higher vocational","","","",""
"Min 1x per week","1986","Other degree","higher education","","","",""
"Min 1x per week","1986","no degree/no degree yet","in school","","","",""
"Min 1x per week","1986","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1986","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1986","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1986","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1986","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1986","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1986","lower secondary degree","in school","","","",""
"Min 1x per month","1986","lower secondary degree","inadequately","","","",""
"Min 1x per month","1986","lower secondary degree","general elemantary","82","0.048087024351272","0.0383297791624972","0.0578442695400467"
"Min 1x per month","1986","lower secondary degree","middle vocational","220","0.0721213983917945","0.062827256967012","0.081415539816577"
"Min 1x per month","1986","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1986","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1986","lower secondary degree","higher education","","","",""
"Min 1x per month","1986","secondary school degree","in school","","","",""
"Min 1x per month","1986","secondary school degree","inadequately","","","",""
"Min 1x per month","1986","secondary school degree","general elemantary","","","",""
"Min 1x per month","1986","secondary school degree","middle vocational","86","0.0735673767740811","0.058332354400589","0.0888023991475733"
"Min 1x per month","1986","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1986","secondary school degree","higher vocational","","","",""
"Min 1x per month","1986","secondary school degree","higher education","","","",""
"Min 1x per month","1986","college entrance qualification","in school","","","",""
"Min 1x per month","1986","college entrance qualification","inadequately","","","",""
"Min 1x per month","1986","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1986","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1986","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1986","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1986","college entrance qualification","higher education","62","0.0998520306881256","0.0759428317553235","0.123761229620928"
"Min 1x per month","1986","Other degree","in school","","","",""
"Min 1x per month","1986","Other degree","inadequately","","","",""
"Min 1x per month","1986","Other degree","general elemantary","","","",""
"Min 1x per month","1986","Other degree","middle vocational","","","",""
"Min 1x per month","1986","Other degree","vocational + Abi","","","",""
"Min 1x per month","1986","Other degree","higher vocational","","","",""
"Min 1x per month","1986","Other degree","higher education","","","",""
"Min 1x per month","1986","no degree/no degree yet","in school","","","",""
"Min 1x per month","1986","no degree/no degree yet","inadequately","","","",""
"Min 1x per month","1986","no degree/no degree yet","general elemantary","","","",""
"Min 1x per month","1986","no degree/no degree yet","middle vocational","","","",""
"Min 1x per month","1986","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per month","1986","no degree/no degree yet","higher vocational","","","",""
"Min 1x per month","1986","no degree/no degree yet","higher education","","","",""
"Rarely","1986","lower secondary degree","in school","","","",""
"Rarely","1986","lower secondary degree","inadequately","","","",""
"Rarely","1986","lower secondary degree","general elemantary","110","0.0559627423401141","0.0454803911772481","0.0664450935029801"
"Rarely","1986","lower secondary degree","middle vocational","235","0.0756445113368024","0.0661441559713631","0.0851448667022417"
"Rarely","1986","lower secondary degree","vocational + Abi","","","",""
"Rarely","1986","lower secondary degree","higher vocational","31","0.115551210707567","0.0763136864855397","0.154788734929595"
"Rarely","1986","lower secondary degree","higher education","","","",""
"Rarely","1986","secondary school degree","in school","","","",""
"Rarely","1986","secondary school degree","inadequately","","","",""
"Rarely","1986","secondary school degree","general elemantary","51","0.100898758455576","0.0733444853828008","0.128453031528351"
"Rarely","1986","secondary school degree","middle vocational","103","0.081602551372528","0.0656268201888862","0.0975782825561698"
"Rarely","1986","secondary school degree","vocational + Abi","","","",""
"Rarely","1986","secondary school degree","higher vocational","","","",""
"Rarely","1986","secondary school degree","higher education","","","",""
"Rarely","1986","college entrance qualification","in school","","","",""
"Rarely","1986","college entrance qualification","inadequately","","","",""
"Rarely","1986","college entrance qualification","general elemantary","","","",""
"Rarely","1986","college entrance qualification","middle vocational","33","0.104090509438908","0.0707874244658149","0.137393594412001"
"Rarely","1986","college entrance qualification","vocational + Abi","","","",""
"Rarely","1986","college entrance qualification","higher vocational","","","",""
"Rarely","1986","college entrance qualification","higher education","66","0.112521750044137","0.0873202309505524","0.137723269137721"
"Rarely","1986","Other degree","in school","","","",""
"Rarely","1986","Other degree","inadequately","","","",""
"Rarely","1986","Other degree","general elemantary","","","",""
"Rarely","1986","Other degree","middle vocational","","","",""
"Rarely","1986","Other degree","vocational + Abi","","","",""
"Rarely","1986","Other degree","higher vocational","","","",""
"Rarely","1986","Other degree","higher education","","","",""
"Rarely","1986","no degree/no degree yet","in school","","","",""
"Rarely","1986","no degree/no degree yet","inadequately","","","",""
"Rarely","1986","no degree/no degree yet","general elemantary","","","",""
"Rarely","1986","no degree/no degree yet","middle vocational","","","",""
"Rarely","1986","no degree/no degree yet","vocational + Abi","","","",""
"Rarely","1986","no degree/no degree yet","higher vocational","","","",""
"Rarely","1986","no degree/no degree yet","higher education","","","",""
"Never","1986","lower secondary degree","in school","","","",""
"Never","1986","lower secondary degree","inadequately","","","",""
"Never","1986","lower secondary degree","general elemantary","1583","0.854247469774911","0.838155302244381","0.87033963730544"
"Never","1986","lower secondary degree","middle vocational","2267","0.768158915526842","0.752997059612928","0.783320771440757"
"Never","1986","lower secondary degree","vocational + Abi","","","",""
"Never","1986","lower secondary degree","higher vocational","169","0.681121888975737","0.623921000600612","0.738322777350862"
"Never","1986","lower secondary degree","higher education","","","",""
"Never","1986","secondary school degree","in school","","","",""
"Never","1986","secondary school degree","inadequately","","","",""
"Never","1986","secondary school degree","general elemantary","343","0.747188878640766","0.707428085841883","0.78694967143965"
"Never","1986","secondary school degree","middle vocational","830","0.749954450932725","0.724683560263855","0.775225341601595"
"Never","1986","secondary school degree","vocational + Abi","","","",""
"Never","1986","secondary school degree","higher vocational","133","0.773616725615109","0.712138236785578","0.835095214444639"
"Never","1986","secondary school degree","higher education","42","0.682258631393136","0.565417817428096","0.799099445358176"
"Never","1986","college entrance qualification","in school","","","",""
"Never","1986","college entrance qualification","inadequately","","","",""
"Never","1986","college entrance qualification","general elemantary","","","",""
"Never","1986","college entrance qualification","middle vocational","225","0.693354524463916","0.6430690227723","0.743640026155533"
"Never","1986","college entrance qualification","vocational + Abi","138","0.728515526608773","0.665112630882246","0.791918422335299"
"Never","1986","college entrance qualification","higher vocational","92","0.715817216704568","0.638286041593262","0.793348391815874"
"Never","1986","college entrance qualification","higher education","396","0.657262037606442","0.619410807202285","0.6951132680106"
"Never","1986","Other degree","in school","","","",""
"Never","1986","Other degree","inadequately","","","",""
"Never","1986","Other degree","general elemantary","530","0.932276905770277","0.91168526581738","0.952868545723174"
"Never","1986","Other degree","middle vocational","386","0.881937332359967","0.851150356948762","0.912724307771172"
"Never","1986","Other degree","vocational + Abi","64","0.823785707106972","0.73976966136155","0.907801752852394"
"Never","1986","Other degree","higher vocational","","","",""
"Never","1986","Other degree","higher education","38","0.773903223433917","0.661287075173041","0.886519371694793"
"Never","1986","no degree/no degree yet","in school","149","0.831614941859556","0.777691805503255","0.885538078215857"
"Never","1986","no degree/no degree yet","inadequately","701","0.935622136504171","0.918034162453469","0.953210110554874"
"Never","1986","no degree/no degree yet","general elemantary","","","",""
"Never","1986","no degree/no degree yet","middle vocational","78","0.91469747878691","0.856001528337964","0.973393429235855"
"Never","1986","no degree/no degree yet","vocational + Abi","","","",""
"Never","1986","no degree/no degree yet","higher vocational","","","",""
"Never","1986","no degree/no degree yet","higher education","","","",""
"Daily","1987","lower secondary degree","in school","","","",""
"Daily","1987","lower secondary degree","inadequately","","","",""
"Daily","1987","lower secondary degree","general elemantary","","","",""
"Daily","1987","lower secondary degree","middle vocational","","","",""
"Daily","1987","lower secondary degree","vocational + Abi","","","",""
"Daily","1987","lower secondary degree","higher vocational","","","",""
"Daily","1987","lower secondary degree","higher education","","","",""
"Daily","1987","secondary school degree","in school","","","",""
"Daily","1987","secondary school degree","inadequately","","","",""
"Daily","1987","secondary school degree","general elemantary","","","",""
"Daily","1987","secondary school degree","middle vocational","","","",""
"Daily","1987","secondary school degree","vocational + Abi","","","",""
"Daily","1987","secondary school degree","higher vocational","","","",""
"Daily","1987","secondary school degree","higher education","","","",""
"Daily","1987","college entrance qualification","in school","","","",""
"Daily","1987","college entrance qualification","inadequately","","","",""
"Daily","1987","college entrance qualification","general elemantary","","","",""
"Daily","1987","college entrance qualification","middle vocational","","","",""
"Daily","1987","college entrance qualification","vocational + Abi","","","",""
"Daily","1987","college entrance qualification","higher vocational","","","",""
"Daily","1987","college entrance qualification","higher education","","","",""
"Daily","1987","Other degree","in school","","","",""
"Daily","1987","Other degree","inadequately","","","",""
"Daily","1987","Other degree","general elemantary","","","",""
"Daily","1987","Other degree","middle vocational","","","",""
"Daily","1987","Other degree","vocational + Abi","","","",""
"Daily","1987","Other degree","higher vocational","","","",""
"Daily","1987","Other degree","higher education","","","",""
"Daily","1987","no degree/no degree yet","in school","","","",""
"Daily","1987","no degree/no degree yet","inadequately","","","",""
"Daily","1987","no degree/no degree yet","general elemantary","","","",""
"Daily","1987","no degree/no degree yet","middle vocational","","","",""
"Daily","1987","no degree/no degree yet","vocational + Abi","","","",""
"Daily","1987","no degree/no degree yet","higher vocational","","","",""
"Daily","1987","no degree/no degree yet","higher education","","","",""
"Min 1x per week","1987","lower secondary degree","in school","","","",""
"Min 1x per week","1987","lower secondary degree","inadequately","","","",""
"Min 1x per week","1987","lower secondary degree","general elemantary","","","",""
"Min 1x per week","1987","lower secondary degree","middle vocational","","","",""
"Min 1x per week","1987","lower secondary degree","vocational + Abi","","","",""
"Min 1x per week","1987","lower secondary degree","higher vocational","","","",""
"Min 1x per week","1987","lower secondary degree","higher education","","","",""
"Min 1x per week","1987","secondary school degree","in school","","","",""
"Min 1x per week","1987","secondary school degree","inadequately","","","",""
"Min 1x per week","1987","secondary school degree","general elemantary","","","",""
"Min 1x per week","1987","secondary school degree","middle vocational","","","",""
"Min 1x per week","1987","secondary school degree","vocational + Abi","","","",""
"Min 1x per week","1987","secondary school degree","higher vocational","","","",""
"Min 1x per week","1987","secondary school degree","higher education","","","",""
"Min 1x per week","1987","college entrance qualification","in school","","","",""
"Min 1x per week","1987","college entrance qualification","inadequately","","","",""
"Min 1x per week","1987","college entrance qualification","general elemantary","","","",""
"Min 1x per week","1987","college entrance qualification","middle vocational","","","",""
"Min 1x per week","1987","college entrance qualification","vocational + Abi","","","",""
"Min 1x per week","1987","college entrance qualification","higher vocational","","","",""
"Min 1x per week","1987","college entrance qualification","higher education","","","",""
"Min 1x per week","1987","Other degree","in school","","","",""
"Min 1x per week","1987","Other degree","inadequately","","","",""
"Min 1x per week","1987","Other degree","general elemantary","","","",""
"Min 1x per week","1987","Other degree","middle vocational","","","",""
"Min 1x per week","1987","Other degree","vocational + Abi","","","",""
"Min 1x per week","1987","Other degree","higher vocational","","","",""
"Min 1x per week","1987","Other degree","higher education","","","",""
"Min 1x per week","1987","no degree/no degree yet","in school","","","",""
"Min 1x per week","1987","no degree/no degree yet","inadequately","","","",""
"Min 1x per week","1987","no degree/no degree yet","general elemantary","","","",""
"Min 1x per week","1987","no degree/no degree yet","middle vocational","","","",""
"Min 1x per week","1987","no degree/no degree yet","vocational + Abi","","","",""
"Min 1x per week","1987","no degree/no degree yet","higher vocational","","","",""
"Min 1x per week","1987","no degree/no degree yet","higher education","","","",""
"Min 1x per month","1987","lower secondary degree","in school","","","",""
"Min 1x per month","1987","lower secondary degree","inadequately","","","",""
"Min 1x per month","1987","lower secondary degree","general elemantary","","","",""
"Min 1x per month","1987","lower secondary degree","middle vocational","","","",""
"Min 1x per month","1987","lower secondary degree","vocational + Abi","","","",""
"Min 1x per month","1987","lower secondary degree","higher vocational","","","",""
"Min 1x per month","1987","lower secondary degree","higher education","","","",""
"Min 1x per month","1987","secondary school degree","in school","","","",""
"Min 1x per month","1987","secondary school degree","inadequately","","","",""
"Min 1x per month","1987","secondary school degree","general elemantary","","","",""
"Min 1x per month","1987","secondary school degree","middle vocational","","","",""
"Min 1x per month","1987","secondary school degree","vocational + Abi","","","",""
"Min 1x per month","1987","secondary school degree","higher vocational","","","",""
"Min 1x per month","1987","secondary school degree","higher education","","","",""
"Min 1x per month","1987","college entrance qualification","in school","","","",""
"Min 1x per month","1987","college entrance qualification","inadequately","","","",""
"Min 1x per month","1987","college entrance qualification","general elemantary","","","",""
"Min 1x per month","1987","college entrance qualification","middle vocational","","","",""
"Min 1x per month","1987","college entrance qualification","vocational + Abi","","","",""
"Min 1x per month","1987","college entrance qualification","higher vocational","","","",""
"Min 1x per month","1987","college entrance qualification","higher education","","","",""
