"pli0096_h","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1998","higher vocational","77","0.0743785053081892","0.0564195279154402","0.0923374827009383"
"Min 1x per week","1998","higher education","161","0.0866625736647565","0.0742358497040644","0.0990892976254486"
"Min 1x per month","1998","in school","","","",""
"Min 1x per month","1998","inadequately","","","",""
"Min 1x per month","1998","general elemantary","114","0.0484381960935929","0.0400758387637715","0.0568005534234143"
"Min 1x per month","1998","middle vocational","453","0.0681246583651206","0.062227290540434","0.0740220261898071"
"Min 1x per month","1998","vocational + Abi","42","0.0832939681537823","0.0592411519826173","0.107346784324947"
"Min 1x per month","1998","higher vocational","91","0.0999258566124196","0.0793991512904087","0.12045256193443"
"Min 1x per month","1998","higher education","200","0.10128811516228","0.0879616576128244","0.114614572711735"
"Rarely","1998","in school","","","",""
"Rarely","1998","inadequately","","","",""
"Rarely","1998","general elemantary","182","0.0752422436586913","0.0649677341043794","0.0855167532130032"
"Rarely","1998","middle vocational","660","0.101102877405687","0.0940467909995705","0.108158963811803"
"Rarely","1998","vocational + Abi","56","0.141184492622275","0.110874380077613","0.171494605166937"
"Rarely","1998","higher vocational","103","0.119837313068849","0.0976083771946387","0.142066248943059"
"Rarely","1998","higher education","290","0.15583705240764","0.139816638276632","0.171857466538647"
"Never","1998","in school","261","0.746986914959694","0.700152825374362","0.793821004545026"
"Never","1998","inadequately","417","0.944703018874434","0.923491145577054","0.965914892171814"
"Never","1998","general elemantary","2119","0.827296132025789","0.812573082619835","0.842019181431744"
"Never","1998","middle vocational","5370","0.751956850085467","0.741848338429292","0.762065361741643"
"Never","1998","vocational + Abi","373","0.702449790788232","0.662654481435774","0.74224510014069"
"Never","1998","higher vocational","537","0.695731601742396","0.664240311533387","0.727222891951405"
"Never","1998","higher education","1300","0.646793213522444","0.625681548813146","0.667904878231743"
"Daily","1999","in school","","","",""
"Daily","1999","inadequately","","","",""
"Daily","1999","general elemantary","","","",""
"Daily","1999","middle vocational","","","",""
"Daily","1999","vocational + Abi","","","",""
"Daily","1999","higher vocational","","","",""
"Daily","1999","higher education","","","",""
"Min 1x per week","1999","in school","35","0.134854282609719","0.0971941753691146","0.172514389850324"
"Min 1x per week","1999","inadequately","","","",""
"Min 1x per week","1999","general elemantary","98","0.0455365859390804","0.037261145511109","0.0538120263670517"
"Min 1x per week","1999","middle vocational","535","0.0786542171263838","0.07231253271272","0.0849959015400476"
"Min 1x per week","1999","vocational + Abi","46","0.102746641843456","0.0763173530962456","0.129175930590666"
"Min 1x per week","1999","higher vocational","108","0.113853793025868","0.0920601689723749","0.135647417079361"
"Min 1x per week","1999","higher education","180","0.103600865574392","0.0901096071409511","0.117092124007834"
"Min 1x per month","1999","in school","","","",""
"Min 1x per month","1999","inadequately","","","",""
"Min 1x per month","1999","general elemantary","116","0.0510168897566085","0.0422828036121589","0.0597509759010582"
"Min 1x per month","1999","middle vocational","454","0.0683787046139302","0.0624328753832237","0.0743245338446368"
"Min 1x per month","1999","vocational + Abi","39","0.0665450273147812","0.0448505794294993","0.0882394752000631"
"Min 1x per month","1999","higher vocational","81","0.087565662525107","0.0681715129417511","0.106959812108463"
"Min 1x per month","1999","higher education","223","0.108334908459398","0.0945753294003381","0.122094487518458"
"Rarely","1999","in school","40","0.12623733319654","0.0896192845125942","0.162855381880485"
"Rarely","1999","inadequately","35","0.0699216268228745","0.0457336419349091","0.09410961171084"
"Rarely","1999","general elemantary","276","0.115665894728183","0.102970620442549","0.128361169013818"
"Rarely","1999","middle vocational","915","0.133047282447469","0.125046490008667","0.141048074886271"
"Rarely","1999","vocational + Abi","72","0.17550884862915","0.142396756673775","0.208620940584525"
"Rarely","1999","higher vocational","128","0.144405050121228","0.12028777105662","0.168522329185836"
"Rarely","1999","higher education","348","0.194659831047756","0.177131203742558","0.212188458352954"
"Never","1999","in school","220","0.682897095132712","0.631589425152847","0.734204765112577"
"Never","1999","inadequately","378","0.890731909033205","0.861141270522482","0.920322547543928"
"Never","1999","general elemantary","1948","0.787780629576128","0.771550335074894","0.804010924077362"
"Never","1999","middle vocational","5018","0.719919795812217","0.709341503628087","0.730498087996346"
"Never","1999","vocational + Abi","350","0.655199482212613","0.613826689355891","0.696572275069335"
"Never","1999","higher vocational","499","0.654175494327797","0.621540914185883","0.68681007446971"
"Never","1999","higher education","1209","0.593404394918453","0.571658525560933","0.615150264275973"
"Daily","2000","in school","","","",""
"Daily","2000","inadequately","","","",""
"Daily","2000","general elemantary","","","",""
"Daily","2000","middle vocational","","","",""
"Daily","2000","vocational + Abi","","","",""
"Daily","2000","higher vocational","","","",""
"Daily","2000","higher education","","","",""
"Min 1x per week","2000","in school","","","",""
"Min 1x per week","2000","inadequately","","","",""
"Min 1x per week","2000","general elemantary","","","",""
"Min 1x per week","2000","middle vocational","","","",""
"Min 1x per week","2000","vocational + Abi","","","",""
"Min 1x per week","2000","higher vocational","","","",""
"Min 1x per week","2000","higher education","","","",""
"Min 1x per month","2000","in school","","","",""
"Min 1x per month","2000","inadequately","","","",""
"Min 1x per month","2000","general elemantary","","","",""
"Min 1x per month","2000","middle vocational","","","",""
"Min 1x per month","2000","vocational + Abi","","","",""
"Min 1x per month","2000","higher vocational","","","",""
"Min 1x per month","2000","higher education","","","",""
"Rarely","2000","in school","","","",""
"Rarely","2000","inadequately","","","",""
"Rarely","2000","general elemantary","","","",""
"Rarely","2000","middle vocational","","","",""
"Rarely","2000","vocational + Abi","","","",""
"Rarely","2000","higher vocational","","","",""
"Rarely","2000","higher education","","","",""
"Never","2000","in school","","","",""
"Never","2000","inadequately","","","",""
"Never","2000","general elemantary","","","",""
"Never","2000","middle vocational","","","",""
"Never","2000","vocational + Abi","","","",""
"Never","2000","higher vocational","","","",""
"Never","2000","higher education","","","",""
"Daily","2001","in school","","","",""
"Daily","2001","inadequately","","","",""
"Daily","2001","general elemantary","","","",""
"Daily","2001","middle vocational","","","",""
"Daily","2001","vocational + Abi","","","",""
"Daily","2001","higher vocational","","","",""
"Daily","2001","higher education","","","",""
"Min 1x per week","2001","in school","47","0.0907892770981533","0.0667121879165503","0.114866366279756"
"Min 1x per week","2001","inadequately","","","",""
"Min 1x per week","2001","general elemantary","125","0.039448404734165","0.0325749146048825","0.0463218948634476"
"Min 1x per week","2001","middle vocational","912","0.0806565429600685","0.0756841928615321","0.0856288930586048"
"Min 1x per week","2001","vocational + Abi","84","0.079805406453907","0.0635757490916561","0.0960350638161578"
"Min 1x per week","2001","higher vocational","184","0.105733640527465","0.0909502986302539","0.120516982424675"
"Min 1x per week","2001","higher education","388","0.11186172183762","0.101472739523162","0.122250704152078"
"Min 1x per month","2001","in school","","","",""
"Min 1x per month","2001","inadequately","","","",""
"Min 1x per month","2001","general elemantary","143","0.0525979439961185","0.0447156289792685","0.0604802590129685"
"Min 1x per month","2001","middle vocational","841","0.0721201258241537","0.0673964822732832","0.0768437693750243"
"Min 1x per month","2001","vocational + Abi","76","0.0694240340234643","0.0542015967090558","0.0846464713378727"
"Min 1x per month","2001","higher vocational","180","0.112983272824134","0.0977635914109863","0.128202954237281"
"Min 1x per month","2001","higher education","379","0.100802585867159","0.0908793040787259","0.110725867655592"
"Rarely","2001","in school","78","0.134645405916087","0.106040056989142","0.163250754843032"
"Rarely","2001","inadequately","","","",""
"Rarely","2001","general elemantary","245","0.0779910419043085","0.068522302301825","0.0874597815067921"
"Rarely","2001","middle vocational","1354","0.113859984838762","0.108059827993979","0.119660141683546"
"Rarely","2001","vocational + Abi","139","0.139486642516448","0.11873758024537","0.160235704787526"
"Rarely","2001","higher vocational","242","0.140110218271326","0.123422810432513","0.156797626110139"
"Rarely","2001","higher education","575","0.168109465283376","0.155783494394637","0.180435436172115"
"Never","2001","in school","397","0.738037792203502","0.701189866127119","0.774885718279886"
"Never","2001","inadequately","288","0.92727452208211","0.898366744826873","0.956182299337348"
"Never","2001","general elemantary","2568","0.829962609365408","0.816697717272457","0.843227501458359"
"Never","2001","middle vocational","8414","0.733363346377015","0.725288718295308","0.741437974458723"
"Never","2001","vocational + Abi","772","0.711283917006181","0.684143886057878","0.738423947954483"
"Never","2001","higher vocational","1056","0.641172868377075","0.618112683416659","0.664233053337492"
"Never","2001","higher education","2194","0.619226227011845","0.60322143083558","0.63523102318811"
"Daily","2002","in school","","","",""
"Daily","2002","inadequately","","","",""
"Daily","2002","general elemantary","","","",""
"Daily","2002","middle vocational","","","",""
"Daily","2002","vocational + Abi","","","",""
"Daily","2002","higher vocational","","","",""
"Daily","2002","higher education","","","",""
"Min 1x per week","2002","in school","","","",""
"Min 1x per week","2002","inadequately","","","",""
"Min 1x per week","2002","general elemantary","","","",""
"Min 1x per week","2002","middle vocational","","","",""
"Min 1x per week","2002","vocational + Abi","","","",""
"Min 1x per week","2002","higher vocational","","","",""
"Min 1x per week","2002","higher education","","","",""
"Min 1x per month","2002","in school","","","",""
"Min 1x per month","2002","inadequately","","","",""
"Min 1x per month","2002","general elemantary","","","",""
"Min 1x per month","2002","middle vocational","","","",""
"Min 1x per month","2002","vocational + Abi","","","",""
"Min 1x per month","2002","higher vocational","","","",""
"Min 1x per month","2002","higher education","","","",""
"Rarely","2002","in school","","","",""
"Rarely","2002","inadequately","","","",""
"Rarely","2002","general elemantary","","","",""
"Rarely","2002","middle vocational","","","",""
"Rarely","2002","vocational + Abi","","","",""
"Rarely","2002","higher vocational","","","",""
"Rarely","2002","higher education","","","",""
"Never","2002","in school","","","",""
"Never","2002","inadequately","","","",""
"Never","2002","general elemantary","","","",""
"Never","2002","middle vocational","","","",""
"Never","2002","vocational + Abi","","","",""
"Never","2002","higher vocational","","","",""
"Never","2002","higher education","","","",""
"Daily","2003","in school","","","",""
"Daily","2003","inadequately","","","",""
"Daily","2003","general elemantary","","","",""
"Daily","2003","middle vocational","126","0.0107956759404195","0.0088758209292099","0.012715530951629"
"Daily","2003","vocational + Abi","","","",""
"Daily","2003","higher vocational","","","",""
"Daily","2003","higher education","73","0.0140771593670582","0.0105758348502516","0.0175784838838647"
"Min 1x per week","2003","in school","79","0.139559298739805","0.112104880717378","0.167013716762233"
"Min 1x per week","2003","inadequately","","","",""
"Min 1x per week","2003","general elemantary","132","0.0449356656258869","0.0371844835125859","0.0526868477391879"
"Min 1x per week","2003","middle vocational","812","0.0704473047039171","0.0656931894405911","0.0752014199672432"
"Min 1x per week","2003","vocational + Abi","83","0.0611310731444673","0.0473148101441033","0.0749473361448312"
"Min 1x per week","2003","higher vocational","178","0.111346333280407","0.0962956456820437","0.126397020878771"
"Min 1x per week","2003","higher education","451","0.0945413953374246","0.0858458126103733","0.103236978064476"
"Min 1x per month","2003","in school","38","0.0480161937733105","0.0310774567439398","0.0649549308026811"
"Min 1x per month","2003","inadequately","","","",""
"Min 1x per month","2003","general elemantary","97","0.0384802289359726","0.0312831880403915","0.0456772698315538"
"Min 1x per month","2003","middle vocational","778","0.0679935096040843","0.0633167644324942","0.0726702547756744"
"Min 1x per month","2003","vocational + Abi","80","0.0659904194916199","0.051672721120553","0.0803081178626868"
"Min 1x per month","2003","higher vocational","162","0.092069608783848","0.0782359665923478","0.105903250975348"
"Min 1x per month","2003","higher education","466","0.102841131564598","0.0938135486129365","0.11186871451626"
"Rarely","2003","in school","65","0.12835689939412","0.101856566029751","0.154857232758489"
"Rarely","2003","inadequately","","","",""
"Rarely","2003","general elemantary","162","0.057155347106688","0.0484696527656334","0.0658410414477426"
"Rarely","2003","middle vocational","1114","0.0992765794502223","0.0937211243853571","0.104832034515087"
"Rarely","2003","vocational + Abi","123","0.0954478378136567","0.0785022376723549","0.112393437954959"
"Rarely","2003","higher vocational","215","0.128471853147079","0.112461650981312","0.144482055312847"
"Rarely","2003","higher education","656","0.142869698201639","0.132469374052468","0.15327002235081"
"Never","2003","in school","422","0.667606698406727","0.630285218683409","0.704928178130046"
"Never","2003","inadequately","246","0.918705922653761","0.88592583039088","0.951486014916642"
"Never","2003","general elemantary","2335","0.853034316260408","0.839786409632716","0.8662822228881"
"Never","2003","middle vocational","8300","0.751486930301357","0.743458403865601","0.759515456737113"
"Never","2003","vocational + Abi","853","0.763185574560226","0.738668070707939","0.787703078412512"
"Never","2003","higher vocational","1096","0.650447997596783","0.627633321865162","0.673262673328404"
"Never","2003","higher education","2703","0.64567061552928","0.631455104287085","0.659886126771475"
"Daily","2004","in school","","","",""
"Daily","2004","inadequately","","","",""
"Daily","2004","general elemantary","","","",""
"Daily","2004","middle vocational","","","",""
"Daily","2004","vocational + Abi","","","",""
"Daily","2004","higher vocational","","","",""
"Daily","2004","higher education","","","",""
"Min 1x per week","2004","in school","","","",""
"Min 1x per week","2004","inadequately","","","",""
"Min 1x per week","2004","general elemantary","","","",""
"Min 1x per week","2004","middle vocational","","","",""
"Min 1x per week","2004","vocational + Abi","","","",""
"Min 1x per week","2004","higher vocational","","","",""
"Min 1x per week","2004","higher education","","","",""
"Min 1x per month","2004","in school","","","",""
"Min 1x per month","2004","inadequately","","","",""
"Min 1x per month","2004","general elemantary","","","",""
"Min 1x per month","2004","middle vocational","","","",""
"Min 1x per month","2004","vocational + Abi","","","",""
"Min 1x per month","2004","higher vocational","","","",""
"Min 1x per month","2004","higher education","","","",""
"Rarely","2004","in school","","","",""
"Rarely","2004","inadequately","","","",""
"Rarely","2004","general elemantary","","","",""
"Rarely","2004","middle vocational","","","",""
"Rarely","2004","vocational + Abi","","","",""
"Rarely","2004","higher vocational","","","",""
"Rarely","2004","higher education","","","",""
"Never","2004","in school","","","",""
"Never","2004","inadequately","","","",""
"Never","2004","general elemantary","","","",""
"Never","2004","middle vocational","","","",""
"Never","2004","vocational + Abi","","","",""
"Never","2004","higher vocational","","","",""
"Never","2004","higher education","","","",""
"Daily","2005","in school","","","",""
"Daily","2005","inadequately","","","",""
"Daily","2005","general elemantary","","","",""
"Daily","2005","middle vocational","","","",""
"Daily","2005","vocational + Abi","","","",""
"Daily","2005","higher vocational","","","",""
"Daily","2005","higher education","","","",""
"Min 1x per week","2005","in school","80","0.114981261402447","0.0903438585514169","0.139618664253478"
"Min 1x per week","2005","inadequately","","","",""
"Min 1x per week","2005","general elemantary","129","0.0522256405343887","0.0433228258733094","0.0611284551954681"
"Min 1x per week","2005","middle vocational","886","0.0873198343003603","0.081853352992707","0.0927863156080135"
"Min 1x per week","2005","vocational + Abi","91","0.0806617585224866","0.0647632040645829","0.0965603129803903"
"Min 1x per week","2005","higher vocational","179","0.106844167596368","0.0914852145394189","0.122203120653317"
"Min 1x per week","2005","higher education","519","0.1200996184408","0.110221164197713","0.129978072683887"
"Min 1x per month","2005","in school","47","0.0899888651056065","0.0678873066720649","0.112090423539148"
"Min 1x per month","2005","inadequately","","","",""
"Min 1x per month","2005","general elemantary","111","0.046099026285003","0.0377077023023866","0.0544903502676195"
"Min 1x per month","2005","middle vocational","880","0.0860389147198551","0.0806088697809044","0.0914689596588059"
"Min 1x per month","2005","vocational + Abi","99","0.0803604857834914","0.0644890498131177","0.0962319217538651"
"Min 1x per month","2005","higher vocational","186","0.109549431788356","0.0940208227425922","0.125078040834121"
"Min 1x per month","2005","higher education","515","0.104363177358042","0.0950726355418331","0.113653719174251"
"Rarely","2005","in school","114","0.16347054461407","0.13491006271806","0.19203102651008"
"Rarely","2005","inadequately","","","",""
"Rarely","2005","general elemantary","220","0.091908966192987","0.0803484666359091","0.103469465750065"
"Rarely","2005","middle vocational","1391","0.132206022383947","0.125647197358121","0.138764847409773"
"Rarely","2005","vocational + Abi","160","0.15588170049936","0.134703680304858","0.177059720693863"
"Rarely","2005","higher vocational","261","0.170795586603923","0.152084814532327","0.18950635867552"
"Rarely","2005","higher education","762","0.183740394638467","0.171971981652872","0.195508807624063"
"Never","2005","in school","403","0.631559328877876","0.594303346716669","0.668815311039083"
"Never","2005","inadequately","223","0.914485666390274","0.879397466607761","0.949573866172787"
"Never","2005","general elemantary","1939","0.809766366987621","0.794060696359619","0.825472037615623"
"Never","2005","middle vocational","7088","0.694435228595838","0.685515336035993","0.703355121155682"
"Never","2005","vocational + Abi","777","0.683096055194662","0.655932235172876","0.710259875216448"
"Never","2005","higher vocational","928","0.612810814011353","0.588592304949624","0.637029323073081"
"Never","2005","higher education","2364","0.591796809562691","0.576861097488394","0.606732521636987"
"Daily","2006","in school","","","",""
"Daily","2006","inadequately","","","",""
"Daily","2006","general elemantary","","","",""
"Daily","2006","middle vocational","","","",""
"Daily","2006","vocational + Abi","","","",""
"Daily","2006","higher vocational","","","",""
"Daily","2006","higher education","","","",""
"Min 1x per week","2006","in school","","","",""
"Min 1x per week","2006","inadequately","","","",""
"Min 1x per week","2006","general elemantary","","","",""
"Min 1x per week","2006","middle vocational","","","",""
"Min 1x per week","2006","vocational + Abi","","","",""
"Min 1x per week","2006","higher vocational","","","",""
"Min 1x per week","2006","higher education","","","",""
"Min 1x per month","2006","in school","","","",""
"Min 1x per month","2006","inadequately","","","",""
"Min 1x per month","2006","general elemantary","","","",""
"Min 1x per month","2006","middle vocational","","","",""
"Min 1x per month","2006","vocational + Abi","","","",""
"Min 1x per month","2006","higher vocational","","","",""
"Min 1x per month","2006","higher education","","","",""
"Rarely","2006","in school","","","",""
"Rarely","2006","inadequately","","","",""
"Rarely","2006","general elemantary","","","",""
"Rarely","2006","middle vocational","","","",""
"Rarely","2006","vocational + Abi","","","",""
"Rarely","2006","higher vocational","","","",""
"Rarely","2006","higher education","","","",""
"Never","2006","in school","","","",""
"Never","2006","inadequately","","","",""
"Never","2006","general elemantary","","","",""
"Never","2006","middle vocational","","","",""
"Never","2006","vocational + Abi","","","",""
"Never","2006","higher vocational","","","",""
"Never","2006","higher education","","","",""
"Daily","2007","in school","","","",""
"Daily","2007","inadequately","","","",""
"Daily","2007","general elemantary","","","",""
"Daily","2007","middle vocational","","","",""
"Daily","2007","vocational + Abi","","","",""
"Daily","2007","higher vocational","","","",""
"Daily","2007","higher education","","","",""
"Min 1x per week","2007","in school","44","0.132190940587453","0.0961893599553213","0.168192521219584"
"Min 1x per week","2007","inadequately","","","",""
"Min 1x per week","2007","general elemantary","136","0.0531672503604075","0.0437810555315604","0.0625534451892546"
"Min 1x per week","2007","middle vocational","918","0.0891618767182851","0.0836599700061183","0.0946637834304519"
"Min 1x per week","2007","vocational + Abi","129","0.108413289059776","0.0905986013474656","0.126227976772086"
"Min 1x per week","2007","higher vocational","176","0.109915196934537","0.0941649872909536","0.12566540657812"
"Min 1x per week","2007","higher education","596","0.117694602472325","0.108145846304884","0.127243358639767"
"Min 1x per month","2007","in school","","","",""
"Min 1x per month","2007","inadequately","","","",""
"Min 1x per month","2007","general elemantary","98","0.044924423430225","0.036258976748846","0.0535898701116041"
"Min 1x per month","2007","middle vocational","839","0.0774808161753271","0.072319174901561","0.0826424574490932"
"Min 1x per month","2007","vocational + Abi","88","0.0698393074793145","0.0552348942179313","0.0844437207406978"
"Min 1x per month","2007","higher vocational","187","0.114430637089383","0.0984009802849738","0.130460293893792"
"Min 1x per month","2007","higher education","502","0.0956957918032255","0.0869788778622657","0.104412705744185"
"Rarely","2007","in school","64","0.170175172530966","0.130231320480812","0.21011902458112"
"Rarely","2007","inadequately","","","",""
"Rarely","2007","general elemantary","177","0.083463059857481","0.0718925374778645","0.0950335822370975"
"Rarely","2007","middle vocational","1195","0.12028250553165","0.114002270901832","0.126562740161468"
"Rarely","2007","vocational + Abi","138","0.120330565445916","0.101688119612283","0.138973011279548"
"Rarely","2007","higher vocational","241","0.156305572548743","0.138019451273751","0.174591693823734"
"Rarely","2007","higher education","722","0.164457491608626","0.153473247697294","0.175441735519959"
"Never","2007","in school","203","0.615573917417242","0.563866224550717","0.667281610283767"
"Never","2007","inadequately","203","0.911663448835269","0.874078537947228","0.949248359723311"
"Never","2007","general elemantary","1784","0.818445266351886","0.802319163043675","0.834571369660098"
"Never","2007","middle vocational","7354","0.713074801574737","0.704341973460288","0.721807629689187"
"Never","2007","vocational + Abi","815","0.701416838014994","0.67519422835834","0.727639447671648"
"Never","2007","higher vocational","911","0.619348593427338","0.594898919480884","0.643798267373792"
"Never","2007","higher education","2555","0.622152114115823","0.607785122071854","0.636519106159791"
"Daily","2008","in school","","","",""
"Daily","2008","inadequately","","","",""
"Daily","2008","general elemantary","","","",""
"Daily","2008","middle vocational","120","0.011490137127748","0.00937405478810954","0.0136062194673865"
"Daily","2008","vocational + Abi","","","",""
"Daily","2008","higher vocational","","","",""
"Daily","2008","higher education","86","0.0166042799428556","0.0127378999787652","0.0204706599069459"
"Min 1x per week","2008","in school","60","0.187533980433623","0.146698551504236","0.22836940936301"
"Min 1x per week","2008","inadequately","","","",""
"Min 1x per week","2008","general elemantary","113","0.0553543537177746","0.0454069343383902","0.0653017730971589"
"Min 1x per week","2008","middle vocational","785","0.0825533177086922","0.0770889849755518","0.0880176504418326"
"Min 1x per week","2008","vocational + Abi","89","0.0766133495291695","0.0608595595183233","0.0923671395400157"
"Min 1x per week","2008","higher vocational","154","0.0990928887650383","0.0835523822079764","0.1146333953221"
"Min 1x per week","2008","higher education","474","0.096448612892239","0.0875164882906519","0.105380737493826"
"Min 1x per month","2008","in school","","","",""
"Min 1x per month","2008","inadequately","","","",""
"Min 1x per month","2008","general elemantary","83","0.0454627917035738","0.0364007813629977","0.05452480204415"
"Min 1x per month","2008","middle vocational","706","0.0663025447157559","0.0613623093594206","0.0712427800720911"
"Min 1x per month","2008","vocational + Abi","89","0.0872462434693813","0.07053182718717","0.103960659751593"
"Min 1x per month","2008","higher vocational","164","0.112821430964146","0.0963661522787482","0.129276709649543"
"Min 1x per month","2008","higher education","448","0.0953904871786109","0.0865022945162273","0.104278679840994"
"Rarely","2008","in school","46","0.127547962658326","0.0926498390690893","0.162446086247562"
"Rarely","2008","inadequately","","","",""
"Rarely","2008","general elemantary","124","0.0565962528452347","0.0465444789827384","0.066648026707731"
"Rarely","2008","middle vocational","981","0.0972922866582678","0.0914080214912973","0.103176551825238"
"Rarely","2008","vocational + Abi","128","0.128751393642991","0.108913842976937","0.148588944309045"
"Rarely","2008","higher vocational","170","0.11953658117077","0.102662894029775","0.136410268311764"
"Rarely","2008","higher education","619","0.146961360149391","0.136248232380379","0.157674487918403"
"Never","2008","in school","219","0.614456873237105","0.563538242240478","0.665375504233732"
"Never","2008","inadequately","172","0.90925057468939","0.868079612048736","0.950421537330045"
"Never","2008","general elemantary","1699","0.840641529273774","0.824719696092259","0.856563362455289"
"Never","2008","middle vocational","7152","0.742361713789536","0.733678261208373","0.751045166370699"
"Never","2008","vocational + Abi","769","0.685329115446903","0.657823656029189","0.712834574864616"
"Never","2008","higher vocational","918","0.662258794759645","0.637660227610932","0.686857361908358"
"Never","2008","higher education","2569","0.644595259836904","0.630113027419882","0.659077492253926"
"Daily","2009","in school","","","",""
"Daily","2009","inadequately","","","",""
"Daily","2009","general elemantary","","","",""
"Daily","2009","middle vocational","","","",""
"Daily","2009","vocational + Abi","","","",""
"Daily","2009","higher vocational","","","",""
"Daily","2009","higher education","","","",""
"Min 1x per week","2009","in school","48","0.114577806075641","0.0790642383368874","0.150091373814395"
"Min 1x per week","2009","inadequately","","","",""
"Min 1x per week","2009","general elemantary","101","0.0481462715461852","0.0382456750034877","0.0580468680888827"
"Min 1x per week","2009","middle vocational","822","0.0887763530739412","0.0829126352426307","0.0946400709052518"
"Min 1x per week","2009","vocational + Abi","99","0.0995126688673701","0.0809591589146493","0.118066178820091"
"Min 1x per week","2009","higher vocational","160","0.111025094126281","0.0941091797653421","0.127941008487221"
"Min 1x per week","2009","higher education","544","0.128256070195969","0.117923544234935","0.138588596157004"
"Min 1x per month","2009","in school","32","0.0935574466381044","0.0610877542412117","0.126027139034997"
"Min 1x per month","2009","inadequately","","","",""
"Min 1x per month","2009","general elemantary","71","0.0367438862625454","0.0280431028897769","0.0454446696353139"
"Min 1x per month","2009","middle vocational","708","0.0740572527276492","0.0686585702131442","0.0794559352421541"
"Min 1x per month","2009","vocational + Abi","100","0.110306649109063","0.0908902312710357","0.12972306694709"
"Min 1x per month","2009","higher vocational","171","0.113673864965815","0.096582874068596","0.130764855863034"
"Min 1x per month","2009","higher education","453","0.0918496132409409","0.0829249748819687","0.100774251599913"
"Rarely","2009","in school","50","0.139190495682649","0.100595840179864","0.177785151185435"
"Rarely","2009","inadequately","","","",""
"Rarely","2009","general elemantary","147","0.0788289503238482","0.0663663709609633","0.0912915296867332"
"Rarely","2009","middle vocational","1045","0.121661277888965","0.114921910623985","0.128400645153944"
"Rarely","2009","vocational + Abi","117","0.133537607937553","0.112454979930327","0.15462023594478"
"Rarely","2009","higher vocational","185","0.15053285072767","0.131278490656423","0.169787210798917"
"Rarely","2009","higher education","642","0.164951551712499","0.153483038636728","0.17642006478827"
"Never","2009","in school","179","0.652674251603605","0.599587569699869","0.70576093350734"
"Never","2009","inadequately","159","0.934051582281226","0.896521365719214","0.971581798843239"
"Never","2009","general elemantary","1477","0.836280891867421","0.819168106758928","0.853393676975914"
"Never","2009","middle vocational","6463","0.715505116309445","0.706203562033664","0.724806670585226"
"Never","2009","vocational + Abi","684","0.656643074086014","0.627213384522542","0.686072763649486"
"Never","2009","higher vocational","809","0.624768190180233","0.598697685967212","0.650838694393255"
"Never","2009","higher education","2384","0.614942764850591","0.599906046439807","0.629979483261374"
"Daily","2010","in school","","","",""
"Daily","2010","inadequately","","","",""
"Daily","2010","general elemantary","","","",""
"Daily","2010","middle vocational","","","",""
"Daily","2010","vocational + Abi","","","",""
"Daily","2010","higher vocational","","","",""
"Daily","2010","higher education","","","",""
"Min 1x per week","2010","in school","","","",""
"Min 1x per week","2010","inadequately","","","",""
"Min 1x per week","2010","general elemantary","","","",""
"Min 1x per week","2010","middle vocational","","","",""
"Min 1x per week","2010","vocational + Abi","","","",""
"Min 1x per week","2010","higher vocational","","","",""
"Min 1x per week","2010","higher education","","","",""
"Min 1x per month","2010","in school","","","",""
"Min 1x per month","2010","inadequately","","","",""
"Min 1x per month","2010","general elemantary","","","",""
"Min 1x per month","2010","middle vocational","","","",""
"Min 1x per month","2010","vocational + Abi","","","",""
"Min 1x per month","2010","higher vocational","","","",""
"Min 1x per month","2010","higher education","","","",""
"Rarely","2010","in school","","","",""
"Rarely","2010","inadequately","","","",""
"Rarely","2010","general elemantary","","","",""
"Rarely","2010","middle vocational","","","",""
"Rarely","2010","vocational + Abi","","","",""
"Rarely","2010","higher vocational","","","",""
"Rarely","2010","higher education","","","",""
"Never","2010","in school","","","",""
"Never","2010","inadequately","","","",""
"Never","2010","general elemantary","","","",""
"Never","2010","middle vocational","","","",""
"Never","2010","vocational + Abi","","","",""
"Never","2010","higher vocational","","","",""
"Never","2010","higher education","","","",""
"Daily","2011","in school","","","",""
"Daily","2011","inadequately","","","",""
"Daily","2011","general elemantary","","","",""
"Daily","2011","middle vocational","","","",""
"Daily","2011","vocational + Abi","","","",""
"Daily","2011","higher vocational","","","",""
"Daily","2011","higher education","","","",""
"Min 1x per week","2011","in school","65","0.11339532871756","0.0847904782757437","0.142000179159377"
"Min 1x per week","2011","inadequately","","","",""
"Min 1x per week","2011","general elemantary","199","0.0659247405128384","0.056980621325521","0.0748688597001558"
"Min 1x per week","2011","middle vocational","1392","0.0958645242385884","0.0909720309147742","0.100757017562403"
"Min 1x per week","2011","vocational + Abi","207","0.110203689301263","0.0964935268857096","0.123913851716816"
"Min 1x per week","2011","higher vocational","282","0.133595744152106","0.11810518902888","0.149086299275332"
"Min 1x per week","2011","higher education","935","0.137419896662208","0.128854810320758","0.145984983003658"
"Min 1x per month","2011","in school","50","0.112798883200827","0.0842597662271226","0.141338000174532"
"Min 1x per month","2011","inadequately","","","",""
"Min 1x per month","2011","general elemantary","128","0.0419000690281707","0.034678439546619","0.0491216985097224"
