"pli0096_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Daily","1986","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1986","no migration background","Urban Area","393","0.065403867135224","0.0590090195113187","0.0717987147591293","3"
"Min 1x per month","1986","direct migration background","Urban Area","64","0.035258201049815","0.0279892514858597","0.0425271506137703","3"
"Min 1x per month","1986","no migration background","Rural Area","142","0.0758266477138109","0.0635357985127228","0.088117496914899","3"
"Min 1x per month","1986","indirect migration background","Urban Area","7","","","","3"
"Min 1x per month","1986","direct migration background","Rural Area","13","","","","3"
"Min 1x per month","1986","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1986","no migration background","Rural Area","160","0.0866656975547409","0.073603003835083","0.0997283912743989","2"
"Min 1x per week","1986","no migration background","Urban Area","492","0.0838109894879451","0.076643624513226","0.0909783544626642","2"
"Min 1x per week","1986","direct migration background","Urban Area","93","0.0441424546714647","0.0360466343837587","0.0522382749591707","2"
"Min 1x per week","1986","direct migration background","Rural Area","19","","","","2"
"Min 1x per week","1986","indirect migration background","Urban Area","10","","","","2"
"Min 1x per week","1986","indirect migration background","Rural Area","1","","","","2"
"Never","1986","no migration background","Urban Area","4391","0.774248773603462","0.763435135797326","0.785062411409599","5"
"Never","1986","no migration background","Rural Area","1306","0.746706645469916","0.72651456133159","0.766898729608242","5"
"Never","1986","direct migration background","Urban Area","2222","0.876397130321536","0.863425314219048","0.889368946424024","5"
"Never","1986","indirect migration background","Urban Area","110","0.826955950319263","0.763379224202062","0.890532676436464","5"
"Never","1986","direct migration background","Rural Area","302","0.804641191122644","0.763456034494595","0.845826347750693","5"
"Never","1986","indirect migration background","Rural Area","16","","","","5"
"Rarely","1986","no migration background","Urban Area","466","0.0765363697733686","0.0696599825542389","0.0834127569924983","4"
"Rarely","1986","no migration background","Rural Area","174","0.0908010092615322","0.0774606031233451","0.104141415399719","4"
"Rarely","1986","direct migration background","Urban Area","94","0.0442022139571837","0.03610116877932","0.0523032591350475","4"
"Rarely","1986","indirect migration background","Urban Area","9","","","","4"
"Rarely","1986","direct migration background","Rural Area","22","","","","4"
"Rarely","1986","indirect migration background","Rural Area","2","","","","4"
"Daily","1987","no migration background","Urban Area","","","","","1"
"Daily","1987","no migration background","Rural Area","","","","","1"
"Daily","1987","direct migration background","Urban Area","","","","","1"
"Daily","1987","direct migration background","Rural Area","","","","","1"
"Daily","1987","indirect migration background","Urban Area","","","","","1"
"Daily","1987","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1987","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1987","no migration background","Urban Area","","","","","3"
"Min 1x per month","1987","no migration background","Rural Area","","","","","3"
"Min 1x per month","1987","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1987","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1987","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1987","no migration background","Urban Area","","","","","2"
"Min 1x per week","1987","no migration background","Rural Area","","","","","2"
"Min 1x per week","1987","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1987","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1987","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1987","indirect migration background","Rural Area","","","","","2"
"Never","1987","no migration background","Urban Area","","","","","5"
"Never","1987","no migration background","Rural Area","","","","","5"
"Never","1987","direct migration background","Urban Area","","","","","5"
"Never","1987","direct migration background","Rural Area","","","","","5"
"Never","1987","indirect migration background","Urban Area","","","","","5"
"Never","1987","indirect migration background","Rural Area","","","","","5"
"Rarely","1987","no migration background","Urban Area","","","","","4"
"Rarely","1987","direct migration background","Urban Area","","","","","4"
"Rarely","1987","no migration background","Rural Area","","","","","4"
"Rarely","1987","indirect migration background","Urban Area","","","","","4"
"Rarely","1987","direct migration background","Rural Area","","","","","4"
"Rarely","1987","indirect migration background","Rural Area","","","","","4"
"Daily","1988","no migration background","Urban Area","","","","","1"
"Daily","1988","no migration background","Rural Area","","","","","1"
"Daily","1988","direct migration background","Urban Area","","","","","1"
"Daily","1988","direct migration background","Rural Area","","","","","1"
"Daily","1988","indirect migration background","Urban Area","","","","","1"
"Daily","1988","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1988","direct migration background","Urban Area","56","0.024450212375792","0.0181765283700265","0.0307238963815575","3"
"Min 1x per month","1988","no migration background","Urban Area","381","0.065331442269789","0.0587301974350483","0.0719326871045298","3"
"Min 1x per month","1988","no migration background","Rural Area","150","0.0861661676059661","0.0725769908585474","0.0997553443533848","3"
"Min 1x per month","1988","indirect migration background","Urban Area","6","","","","3"
"Min 1x per month","1988","direct migration background","Rural Area","5","","","","3"
"Min 1x per month","1988","indirect migration background","Rural Area","2","","","","3"
"Min 1x per week","1988","no migration background","Urban Area","526","0.094990302205099","0.0871577706666726","0.102822833743525","2"
"Min 1x per week","1988","direct migration background","Urban Area","95","0.0559549803829457","0.0466187334526455","0.065291227313246","2"
"Min 1x per week","1988","no migration background","Rural Area","154","0.0879891470881849","0.0742706764047891","0.101707617771581","2"
"Min 1x per week","1988","indirect migration background","Urban Area","12","","","","2"
"Min 1x per week","1988","direct migration background","Rural Area","20","","","","2"
"Min 1x per week","1988","indirect migration background","Rural Area","2","","","","2"
"Never","1988","no migration background","Urban Area","3971","0.749894641970273","0.738325596599363","0.761463687341183","5"
"Never","1988","no migration background","Rural Area","1138","0.710607126747158","0.688646241755937","0.732568011738378","5"
"Never","1988","direct migration background","Urban Area","2070","0.85753923801157","0.84334110517784","0.8717373708453","5"
"Never","1988","direct migration background","Rural Area","287","0.827762018972309","0.787023209639964","0.868500828304654","5"
"Never","1988","indirect migration background","Urban Area","161","0.776432478804135","0.717804701591366","0.835060256016903","5"
"Never","1988","indirect migration background","Rural Area","23","","","","5"
"Rarely","1988","no migration background","Urban Area","505","0.0897836135548388","0.0821468953343573","0.0974203317753203","4"
"Rarely","1988","direct migration background","Urban Area","107","0.0620555692296926","0.0522553556755568","0.0718557827838284","4"
"Rarely","1988","no migration background","Rural Area","196","0.115237558558691","0.0997742826206627","0.13070083449672","4"
"Rarely","1988","direct migration background","Rural Area","18","","","","4"
"Rarely","1988","indirect migration background","Urban Area","15","","","","4"
"Rarely","1988","indirect migration background","Rural Area","1","","","","4"
"Daily","1989","no migration background","Urban Area","","","","","1"
"Daily","1989","no migration background","Rural Area","","","","","1"
"Daily","1989","direct migration background","Urban Area","","","","","1"
"Daily","1989","direct migration background","Rural Area","","","","","1"
"Daily","1989","indirect migration background","Urban Area","","","","","1"
"Daily","1989","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1989","no migration background","Urban Area","","","","","3"
"Min 1x per month","1989","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1989","no migration background","Rural Area","","","","","3"
"Min 1x per month","1989","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1989","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1989","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1989","no migration background","Rural Area","","","","","2"
"Min 1x per week","1989","no migration background","Urban Area","","","","","2"
"Min 1x per week","1989","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1989","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1989","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1989","indirect migration background","Rural Area","","","","","2"
"Never","1989","no migration background","Urban Area","","","","","5"
"Never","1989","no migration background","Rural Area","","","","","5"
"Never","1989","direct migration background","Urban Area","","","","","5"
"Never","1989","direct migration background","Rural Area","","","","","5"
"Never","1989","indirect migration background","Urban Area","","","","","5"
"Never","1989","indirect migration background","Rural Area","","","","","5"
"Rarely","1989","no migration background","Urban Area","","","","","4"
"Rarely","1989","direct migration background","Urban Area","","","","","4"
"Rarely","1989","no migration background","Rural Area","","","","","4"
"Rarely","1989","indirect migration background","Urban Area","","","","","4"
"Rarely","1989","direct migration background","Rural Area","","","","","4"
"Rarely","1989","indirect migration background","Rural Area","","","","","4"
"Daily","1990","no migration background","Urban Area","65","0.011896241462609","0.0092673982386544","0.0145250846865636","1"
"Daily","1990","no migration background","Rural Area","15","","","","1"
"Daily","1990","direct migration background","Urban Area","10","","","","1"
"Daily","1990","direct migration background","Rural Area","1","","","","1"
"Daily","1990","indirect migration background","Urban Area","4","","","","1"
"Daily","1990","indirect migration background","Rural Area","1","","","","1"
"Min 1x per month","1990","no migration background","Urban Area","532","0.0766490385247401","0.0701985102300022","0.083099566819478","3"
"Min 1x per month","1990","no migration background","Rural Area","454","0.0918857850612476","0.0831683402749401","0.100603229847555","3"
"Min 1x per month","1990","direct migration background","Urban Area","63","0.0384408534096401","0.0305231633007017","0.0463585435185785","3"
"Min 1x per month","1990","direct migration background","Rural Area","25","","","","3"
"Min 1x per month","1990","indirect migration background","Urban Area","3","","","","3"
"Min 1x per month","1990","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1990","no migration background","Urban Area","493","0.0737369163981833","0.0674001428170425","0.0800736899793241","2"
"Min 1x per week","1990","no migration background","Rural Area","308","0.0710445204326693","0.063291738879112","0.0787973019862267","2"
"Min 1x per week","1990","direct migration background","Urban Area","66","0.0432809206500384","0.0349007193583554","0.0516611219417214","2"
"Min 1x per week","1990","direct migration background","Rural Area","23","","","","2"
"Min 1x per week","1990","indirect migration background","Urban Area","6","","","","2"
"Min 1x per week","1990","indirect migration background","Rural Area","","","","","2"
"Never","1990","no migration background","Urban Area","4659","0.720520922765735","0.709640231826451","0.731401613705019","5"
"Never","1990","no migration background","Rural Area","2919","0.70768539186003","0.693959512468341","0.72141127125172","5"
"Never","1990","direct migration background","Urban Area","1971","0.82776120965248","0.812211151890885","0.843311267414075","5"
"Never","1990","direct migration background","Rural Area","325","0.735087053358014","0.692056355729831","0.778117750986197","5"
"Never","1990","indirect migration background","Urban Area","225","0.82658760405573","0.780478920556694","0.872696287554767","5"
"Never","1990","indirect migration background","Rural Area","34","0.938224145403123","0.861678766625728","1.01476952418052","5"
"Rarely","1990","no migration background","Urban Area","785","0.117196880848733","0.109397709138933","0.124996052558533","4"
"Rarely","1990","no migration background","Rural Area","522","0.123046345915922","0.113133063361605","0.132959628470238","4"
"Rarely","1990","direct migration background","Urban Area","155","0.0836898918738082","0.0722855105570804","0.0950942731905359","4"
"Rarely","1990","indirect migration background","Urban Area","21","","","","4"
"Rarely","1990","direct migration background","Rural Area","30","0.102738341744902","0.0731321028442676","0.132344580645536","4"
"Rarely","1990","indirect migration background","Rural Area","3","","","","4"
"Daily","1991","no migration background","Urban Area","","","","","1"
"Daily","1991","no migration background","Rural Area","","","","","1"
"Daily","1991","direct migration background","Urban Area","","","","","1"
"Daily","1991","direct migration background","Rural Area","","","","","1"
"Daily","1991","indirect migration background","Urban Area","","","","","1"
"Daily","1991","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1991","no migration background","Urban Area","","","","","3"
"Min 1x per month","1991","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1991","no migration background","Rural Area","","","","","3"
"Min 1x per month","1991","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1991","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1991","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1991","no migration background","Rural Area","","","","","2"
"Min 1x per week","1991","no migration background","Urban Area","","","","","2"
"Min 1x per week","1991","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1991","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1991","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1991","indirect migration background","Rural Area","","","","","2"
"Never","1991","no migration background","Urban Area","","","","","5"
"Never","1991","no migration background","Rural Area","","","","","5"
"Never","1991","direct migration background","Urban Area","","","","","5"
"Never","1991","direct migration background","Rural Area","","","","","5"
"Never","1991","indirect migration background","Urban Area","","","","","5"
"Never","1991","indirect migration background","Rural Area","","","","","5"
"Rarely","1991","no migration background","Urban Area","","","","","4"
"Rarely","1991","no migration background","Rural Area","","","","","4"
"Rarely","1991","direct migration background","Urban Area","","","","","4"
"Rarely","1991","indirect migration background","Urban Area","","","","","4"
"Rarely","1991","direct migration background","Rural Area","","","","","4"
"Rarely","1991","indirect migration background","Rural Area","","","","","4"
"Daily","1992","no migration background","Urban Area","","","","","1"
"Daily","1992","no migration background","Rural Area","","","","","1"
"Daily","1992","direct migration background","Urban Area","","","","","1"
"Daily","1992","direct migration background","Rural Area","","","","","1"
"Daily","1992","indirect migration background","Urban Area","","","","","1"
"Daily","1992","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1992","no migration background","Urban Area","378","0.0631132716149946","0.0570755497125268","0.0691509935174623","3"
"Min 1x per month","1992","direct migration background","Urban Area","79","0.0495565861272038","0.0403464407251446","0.0587667315292631","3"
"Min 1x per month","1992","no migration background","Rural Area","304","0.0745096971640553","0.0663038533101062","0.0827155410180043","3"
"Min 1x per month","1992","indirect migration background","Urban Area","6","","","","3"
"Min 1x per month","1992","direct migration background","Rural Area","12","","","","3"
"Min 1x per month","1992","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1992","no migration background","Rural Area","227","0.0636287653498499","0.0560012745370014","0.0712562561626984","2"
"Min 1x per week","1992","no migration background","Urban Area","442","0.0707995317454202","0.0644310029317773","0.0771680605590631","2"
"Min 1x per week","1992","direct migration background","Urban Area","64","0.0362101116022678","0.0282822003883595","0.0441380228161761","2"
"Min 1x per week","1992","direct migration background","Rural Area","24","","","","2"
"Min 1x per week","1992","indirect migration background","Urban Area","14","","","","2"
"Min 1x per week","1992","indirect migration background","Rural Area","4","","","","2"
"Never","1992","no migration background","Urban Area","4711","0.753795527063221","0.743098971220531","0.76449208290591","5"
"Never","1992","no migration background","Rural Area","2956","0.751908673241542","0.738412232528583","0.765405113954501","5"
"Never","1992","direct migration background","Urban Area","1849","0.832759068138776","0.816921677173348","0.848596459104205","5"
"Never","1992","direct migration background","Rural Area","334","0.824885229777857","0.787451883561668","0.862318575994046","5"
"Never","1992","indirect migration background","Urban Area","296","0.866286184212219","0.830630160970873","0.901942207453564","5"
"Never","1992","indirect migration background","Rural Area","46","0.812532435877051","0.709386963804853","0.91567790794925","5"
"Rarely","1992","no migration background","Urban Area","700","0.112291669576365","0.104452354270017","0.120130984882712","4"
"Rarely","1992","direct migration background","Urban Area","141","0.081474234131752","0.0698648687936078","0.0930835994698962","4"
"Rarely","1992","no migration background","Rural Area","447","0.109952864244553","0.100177325749789","0.119728402739317","4"
"Rarely","1992","indirect migration background","Urban Area","34","0.0724357873633102","0.0452799841048622","0.0995915906217583","4"
"Rarely","1992","direct migration background","Rural Area","26","","","","4"
"Rarely","1992","indirect migration background","Rural Area","5","","","","4"
"Daily","1993","no migration background","Urban Area","","","","","1"
"Daily","1993","no migration background","Rural Area","","","","","1"
"Daily","1993","direct migration background","Urban Area","","","","","1"
"Daily","1993","direct migration background","Rural Area","","","","","1"
"Daily","1993","indirect migration background","Urban Area","","","","","1"
"Daily","1993","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1993","no migration background","Urban Area","","","","","3"
"Min 1x per month","1993","no migration background","Rural Area","","","","","3"
"Min 1x per month","1993","direct migration background","Urban Area","","","","","3"
"Min 1x per month","1993","direct migration background","Rural Area","","","","","3"
"Min 1x per month","1993","indirect migration background","Urban Area","","","","","3"
"Min 1x per month","1993","indirect migration background","Rural Area","","","","","3"
"Min 1x per week","1993","no migration background","Urban Area","","","","","2"
"Min 1x per week","1993","no migration background","Rural Area","","","","","2"
"Min 1x per week","1993","direct migration background","Urban Area","","","","","2"
"Min 1x per week","1993","direct migration background","Rural Area","","","","","2"
"Min 1x per week","1993","indirect migration background","Urban Area","","","","","2"
"Min 1x per week","1993","indirect migration background","Rural Area","","","","","2"
"Never","1993","no migration background","Urban Area","","","","","5"
"Never","1993","no migration background","Rural Area","","","","","5"
"Never","1993","direct migration background","Urban Area","","","","","5"
"Never","1993","direct migration background","Rural Area","","","","","5"
"Never","1993","indirect migration background","Urban Area","","","","","5"
"Never","1993","indirect migration background","Rural Area","","","","","5"
"Rarely","1993","no migration background","Urban Area","","","","","4"
"Rarely","1993","no migration background","Rural Area","","","","","4"
"Rarely","1993","direct migration background","Urban Area","","","","","4"
"Rarely","1993","indirect migration background","Urban Area","","","","","4"
"Rarely","1993","direct migration background","Rural Area","","","","","4"
"Rarely","1993","indirect migration background","Rural Area","","","","","4"
"Daily","1994","no migration background","Urban Area","","","","","1"
"Daily","1994","no migration background","Rural Area","","","","","1"
"Daily","1994","direct migration background","Urban Area","","","","","1"
"Daily","1994","direct migration background","Rural Area","","","","","1"
"Daily","1994","indirect migration background","Urban Area","","","","","1"
"Daily","1994","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1994","no migration background","Urban Area","409","0.0688101067260696","0.0624862895626649","0.0751339238894744","3"
"Min 1x per month","1994","no migration background","Rural Area","288","0.0736367182838237","0.0653662539328539","0.0819071826347934","3"
"Min 1x per month","1994","direct migration background","Urban Area","61","0.0409327876544202","0.0321945324503441","0.0496710428584963","3"
"Min 1x per month","1994","indirect migration background","Urban Area","15","","","","3"
"Min 1x per month","1994","direct migration background","Rural Area","19","","","","3"
"Min 1x per month","1994","indirect migration background","Rural Area","3","","","","3"
"Min 1x per week","1994","no migration background","Urban Area","454","0.076879806451688","0.0702244805249313","0.0835351323784448","2"
"Min 1x per week","1994","direct migration background","Urban Area","67","0.0428173111182211","0.0338889519198563","0.0517456703165859","2"
"Min 1x per week","1994","no migration background","Rural Area","211","0.0588134217535256","0.0513632188401017","0.0662636246669494","2"
"Min 1x per week","1994","indirect migration background","Urban Area","18","","","","2"
"Min 1x per week","1994","direct migration background","Rural Area","19","","","","2"
"Min 1x per week","1994","indirect migration background","Rural Area","4","","","","2"
"Never","1994","no migration background","Urban Area","4610","0.744345730385315","0.733447701911989","0.75524375885864","5"
"Never","1994","no migration background","Rural Area","2846","0.732815834355935","0.718804006414923","0.746827662296946","5"
"Never","1994","direct migration background","Urban Area","1680","0.837962128600392","0.821710944828999","0.854213312371785","5"
"Never","1994","direct migration background","Rural Area","303","0.795721557423282","0.754861015622456","0.836582099224109","5"
"Never","1994","indirect migration background","Urban Area","339","0.815966268740197","0.778950066291009","0.852982471189385","5"
"Never","1994","indirect migration background","Rural Area","56","0.759991396632055","0.659941460932655","0.860041332331455","5"
"Rarely","1994","no migration background","Urban Area","682","0.109964356436928","0.102148731129562","0.117779981744293","4"
"Rarely","1994","no migration background","Rural Area","486","0.134734025606716","0.123922039699862","0.145546011513571","4"
"Rarely","1994","direct migration background","Urban Area","167","0.0782877726269669","0.0664407509253416","0.0901347943285921","4"
"Rarely","1994","direct migration background","Rural Area","33","0.0950107394787136","0.065292686554582","0.124728792402845","4"
"Rarely","1994","indirect migration background","Urban Area","49","0.104472689606996","0.0752548669779276","0.133690512236064","4"
"Rarely","1994","indirect migration background","Rural Area","7","","","","4"
"Daily","1995","no migration background","Urban Area","86","0.0160530954138322","0.0128888001271863","0.0192173907004781","1"
"Daily","1995","no migration background","Rural Area","31","0.00745997921360162","0.00476111898023128","0.010158839446972","1"
"Daily","1995","direct migration background","Urban Area","17","","","","1"
"Daily","1995","direct migration background","Rural Area","1","","","","1"
"Daily","1995","indirect migration background","Urban Area","1","","","","1"
"Daily","1995","indirect migration background","Rural Area","2","","","","1"
"Min 1x per month","1995","no migration background","Urban Area","359","0.0581275042625262","0.0522363733360324","0.0640186351890199","3"
"Min 1x per month","1995","no migration background","Rural Area","263","0.0679158980412731","0.0600245563957986","0.0758072396867476","3"
"Min 1x per month","1995","direct migration background","Urban Area","61","0.0330120605263641","0.0257480431524097","0.0402760779003184","3"
"Min 1x per month","1995","direct migration background","Rural Area","24","","","","3"
"Min 1x per month","1995","indirect migration background","Urban Area","12","","","","3"
"Min 1x per month","1995","indirect migration background","Rural Area","1","","","","3"
"Min 1x per week","1995","no migration background","Urban Area","443","0.0703060231660192","0.0638691040191054","0.076742942312933","2"
"Min 1x per week","1995","direct migration background","Urban Area","69","0.0406660998937591","0.0326358106869137","0.0486963891006046","2"
"Min 1x per week","1995","no migration background","Rural Area","225","0.0608769153744473","0.0533775390168661","0.0683762917320286","2"
"Min 1x per week","1995","direct migration background","Rural Area","19","","","","2"
"Min 1x per week","1995","indirect migration background","Urban Area","14","","","","2"
"Min 1x per week","1995","indirect migration background","Rural Area","1","","","","2"
"Never","1995","no migration background","Urban Area","4660","0.771838633175415","0.76127298633399","0.78240428001684","5"
"Never","1995","no migration background","Rural Area","3008","0.758546308853097","0.745123433846558","0.771969183859637","5"
"Never","1995","direct migration background","Urban Area","2047","0.854474106387544","0.840137392448149","0.868810820326938","5"
"Never","1995","direct migration background","Rural Area","385","0.814323954126784","0.778866818566813","0.849781089686756","5"
"Never","1995","indirect migration background","Urban Area","385","0.829269982392441","0.793951034210719","0.864588930574163","5"
"Never","1995","indirect migration background","Rural Area","66","0.728606244443729","0.627967819944916","0.829244668942542","5"
"Rarely","1995","no migration background","Urban Area","512","0.0836747439822076","0.0767031224352471","0.0906463655291681","4"
"Rarely","1995","no migration background","Rural Area","378","0.10520089851758","0.0955779078161598","0.114823889219001","4"
"Rarely","1995","direct migration background","Urban Area","130","0.065236854000383","0.0551970016814899","0.0752767063192761","4"
"Rarely","1995","direct migration background","Rural Area","33","0.076665919458377","0.0524049746180166","0.100926864298737","4"
"Rarely","1995","indirect migration background","Urban Area","24","","","","4"
"Rarely","1995","indirect migration background","Rural Area","5","","","","4"
"Daily","1996","no migration background","Urban Area","","","","","1"
"Daily","1996","no migration background","Rural Area","","","","","1"
"Daily","1996","direct migration background","Urban Area","","","","","1"
"Daily","1996","direct migration background","Rural Area","","","","","1"
"Daily","1996","indirect migration background","Urban Area","","","","","1"
"Daily","1996","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1996","no migration background","Urban Area","423","0.0743670452449713","0.0677410468443265","0.0809930436456161","3"
"Min 1x per month","1996","no migration background","Rural Area","311","0.0798370650631672","0.071310875681919","0.0883632544444155","3"
"Min 1x per month","1996","direct migration background","Urban Area","89","0.0552471191627223","0.0456236186997398","0.0648706196257048","3"
"Min 1x per month","1996","direct migration background","Rural Area","24","","","","3"
"Min 1x per month","1996","indirect migration background","Urban Area","13","","","","3"
"Min 1x per month","1996","indirect migration background","Rural Area","4","","","","3"
"Min 1x per week","1996","no migration background","Urban Area","493","0.0832209061870405","0.076245167069781","0.0901966453043","2"
"Min 1x per week","1996","no migration background","Rural Area","265","0.0712881934064152","0.0631940738809841","0.0793823129318463","2"
"Min 1x per week","1996","direct migration background","Urban Area","66","0.0385594485016202","0.0304489832967102","0.0466699137065302","2"
"Min 1x per week","1996","direct migration background","Rural Area","27","","","","2"
"Min 1x per week","1996","indirect migration background","Urban Area","20","","","","2"
"Min 1x per week","1996","indirect migration background","Rural Area","3","","","","2"
"Never","1996","no migration background","Urban Area","4277","0.701186559004964","0.68962654087919","0.712746577130739","5"
"Never","1996","no migration background","Rural Area","2690","0.675281629188168","0.660551172119543","0.690012086256794","5"
"Never","1996","direct migration background","Urban Area","1800","0.813787119727878","0.797389553056839","0.830184686398916","5"
"Never","1996","direct migration background","Rural Area","342","0.714374817619295","0.672405742244958","0.756343892993633","5"
"Never","1996","indirect migration background","Urban Area","361","0.748471010425662","0.708777156845546","0.788164864005779","5"
"Never","1996","indirect migration background","Rural Area","63","0.646729547529567","0.546290294627215","0.747168800431919","5"
"Rarely","1996","no migration background","Rural Area","616","0.173593112342249","0.161678400746445","0.185507823938054","4"
"Rarely","1996","no migration background","Urban Area","830","0.141225489563024","0.132430450420219","0.150020528705829","4"
"Rarely","1996","direct migration background","Urban Area","210","0.0924063126077798","0.0802075524066894","0.10460507280887","4"
"Rarely","1996","direct migration background","Rural Area","52","0.126777818372036","0.0958640390690861","0.157691597674985","4"
"Rarely","1996","indirect migration background","Urban Area","65","0.149043777472237","0.116463687299431","0.181623867645043","4"
"Rarely","1996","indirect migration background","Rural Area","17","","","","4"
"Daily","1997","no migration background","Urban Area","","","","","1"
"Daily","1997","no migration background","Rural Area","","","","","1"
"Daily","1997","direct migration background","Urban Area","","","","","1"
"Daily","1997","indirect migration background","Urban Area","","","","","1"
"Daily","1997","direct migration background","Rural Area","","","","","1"
"Daily","1997","indirect migration background","Rural Area","","","","","1"
"Min 1x per month","1997","no migration background","Urban Area","440","0.0791111162848291","0.0722448045552475","0.0859774280144106","3"
"Min 1x per month","1997","no migration background","Rural Area","300","0.0821438355158116","0.0734477558994815","0.0908399151321416","3"
"Min 1x per month","1997","direct migration background","Urban Area","57","0.0439642635584515","0.0350981184289571","0.0528304086879459","3"
"Min 1x per month","1997","indirect migration background","Urban Area","16","","","","3"
"Min 1x per month","1997","direct migration background","Rural Area","29","","","","3"
"Min 1x per month","1997","indirect migration background","Rural Area","4","","","","3"
"Min 1x per week","1997","no migration background","Urban Area","509","0.0872849320154331","0.0801047013856975","0.0944651626451686","2"
"Min 1x per week","1997","direct migration background","Urban Area","76","0.0420835082297789","0.0334005509357267","0.0507664655238311","2"
