"pli0096_h","year","age_gr","e11103","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1986","16-34 y.","Full Time","103","0.0568146340902273","0.0465322517379229","0.0670970164425317","3"
"Min 1x per month","1986","16-34 y.","Part Time","48","0.0623625375881826","0.046413036446899","0.0783120387294662","3"
"Min 1x per month","1986","16-34 y.","Not Working","45","0.0370388366360788","0.026510205507522","0.0475674677646356","3"
"Min 1x per month","1986","35-65 y.","Not Working","86","0.0623156170417869","0.0506731580707368","0.073958076012837","3"
"Min 1x per month","1986","66 and older","Full Time","2","","","","3"
"Min 1x per month","1986","66 and older","Part Time","5","","","","3"
"Min 1x per month","1986","66 and older","Not Working","34","0.0332223059947104","0.0220302938290603","0.0444143181603604","3"
"Min 1x per month","1986","35-65 y.","Full Time","237","0.0999759159731514","0.0889688399360326","0.11098299201027","3"
"Min 1x per month","1986","35-65 y.","Part Time","59","0.0750534173081668","0.0578969623719781","0.0922098722443556","3"
"Min 1x per week","1986","16-34 y.","Not Working","91","0.077751305142194","0.0628227861756778","0.0926798241087102","2"
"Min 1x per week","1986","66 and older","Full Time","2","","","","2"
"Min 1x per week","1986","35-65 y.","Not Working","91","0.064098572704305","0.0523019644041985","0.0758951810044115","2"
"Min 1x per week","1986","16-34 y.","Part Time","61","0.0784139465432307","0.0606829827773671","0.0961449103090944","2"
"Min 1x per week","1986","16-34 y.","Full Time","162","0.097648242686452","0.0844630869001131","0.110833398472791","2"
"Min 1x per week","1986","35-65 y.","Part Time","62","0.0766734011015395","0.0593479708020138","0.0939988314010652","2"
"Min 1x per week","1986","35-65 y.","Full Time","257","0.10908617346441","0.0976468613765015","0.120525485552318","2"
"Min 1x per week","1986","66 and older","Not Working","46","0.0449492921299657","0.0320101757366283","0.057888408523303","2"
"Min 1x per week","1986","66 and older","Part Time","3","","","","2"
"Never","1986","35-65 y.","Part Time","723","0.774408206472706","0.747191810556104","0.801624602389308","5"
"Never","1986","16-34 y.","Full Time","1511","0.750568319526133","0.731349087214265","0.769787551838001","5"
"Never","1986","35-65 y.","Full Time","2122","0.691215354882692","0.67426293339015","0.708167776375234","5"
"Never","1986","16-34 y.","Part Time","686","0.746464167521563","0.717770114567459","0.775158220475667","5"
"Never","1986","16-34 y.","Not Working","1005","0.800322449880315","0.778036252366479","0.82260864739415","5"
"Never","1986","35-65 y.","Not Working","1402","0.825563221805448","0.807285918376617","0.84384052523428","5"
"Never","1986","66 and older","Full Time","10","","","","5"
"Never","1986","66 and older","Part Time","17","","","","5"
"Never","1986","66 and older","Not Working","871","0.888381825169654","0.868716675024806","0.908046975314503","5"
"Rarely","1986","16-34 y.","Not Working","95","0.0848874083414126","0.0693493138391954","0.10042550284363","4"
"Rarely","1986","35-65 y.","Full Time","237","0.099722555679747","0.0887278884349745","0.11071722292452","4"
"Rarely","1986","35-65 y.","Not Working","77","0.0480225884484599","0.0377245613774387","0.058320615519481","4"
"Rarely","1986","66 and older","Part Time","3","","","","4"
"Rarely","1986","16-34 y.","Full Time","171","0.0949688036971881","0.0819465133660432","0.107991094028333","4"
"Rarely","1986","16-34 y.","Part Time","88","0.112759348347024","0.091896925961984","0.133621770732064","4"
"Rarely","1986","66 and older","Not Working","34","0.0334465767056697","0.0222181542423485","0.044674999168991","4"
"Rarely","1986","35-65 y.","Part Time","62","0.0738649751175881","0.0568339643109417","0.0908959859242346","4"
"Rarely","1986","66 and older","Full Time","","","","","4"
"Daily","1987","16-34 y.","Full Time","","","","","1"
"Daily","1987","16-34 y.","Part Time","","","","","1"
"Daily","1987","16-34 y.","Not Working","","","","","1"
"Daily","1987","35-65 y.","Full Time","","","","","1"
"Daily","1987","35-65 y.","Part Time","","","","","1"
"Daily","1987","35-65 y.","Not Working","","","","","1"
"Daily","1987","66 and older","Full Time","","","","","1"
"Daily","1987","66 and older","Part Time","","","","","1"
"Daily","1987","66 and older","Not Working","","","","","1"
"Min 1x per month","1987","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1987","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1987","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1987","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1987","66 and older","Full Time","","","","","3"
"Min 1x per month","1987","66 and older","Part Time","","","","","3"
"Min 1x per month","1987","66 and older","Not Working","","","","","3"
"Min 1x per month","1987","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1987","35-65 y.","Full Time","","","","","3"
"Min 1x per week","1987","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1987","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1987","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1987","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1987","66 and older","Full Time","","","","","2"
"Min 1x per week","1987","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1987","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1987","66 and older","Not Working","","","","","2"
"Min 1x per week","1987","66 and older","Part Time","","","","","2"
"Never","1987","16-34 y.","Full Time","","","","","5"
"Never","1987","35-65 y.","Full Time","","","","","5"
"Never","1987","35-65 y.","Part Time","","","","","5"
"Never","1987","16-34 y.","Part Time","","","","","5"
"Never","1987","16-34 y.","Not Working","","","","","5"
"Never","1987","35-65 y.","Not Working","","","","","5"
"Never","1987","66 and older","Full Time","","","","","5"
"Never","1987","66 and older","Part Time","","","","","5"
"Never","1987","66 and older","Not Working","","","","","5"
"Rarely","1987","16-34 y.","Full Time","","","","","4"
"Rarely","1987","16-34 y.","Part Time","","","","","4"
"Rarely","1987","16-34 y.","Not Working","","","","","4"
"Rarely","1987","35-65 y.","Full Time","","","","","4"
"Rarely","1987","35-65 y.","Not Working","","","","","4"
"Rarely","1987","66 and older","Part Time","","","","","4"
"Rarely","1987","66 and older","Not Working","","","","","4"
"Rarely","1987","35-65 y.","Part Time","","","","","4"
"Rarely","1987","66 and older","Full Time","","","","","4"
"Daily","1988","16-34 y.","Full Time","","","","","1"
"Daily","1988","16-34 y.","Part Time","","","","","1"
"Daily","1988","16-34 y.","Not Working","","","","","1"
"Daily","1988","35-65 y.","Full Time","","","","","1"
"Daily","1988","35-65 y.","Part Time","","","","","1"
"Daily","1988","35-65 y.","Not Working","","","","","1"
"Daily","1988","66 and older","Full Time","","","","","1"
"Daily","1988","66 and older","Part Time","","","","","1"
"Daily","1988","66 and older","Not Working","","","","","1"
"Min 1x per month","1988","66 and older","Not Working","36","0.0314259134963144","0.0205139545017693","0.0423378724908596","3"
"Min 1x per month","1988","35-65 y.","Not Working","88","0.0701794021848504","0.0572001091115443","0.0831586952581566","3"
"Min 1x per month","1988","16-34 y.","Part Time","33","0.0375114108139069","0.0247973600536503","0.0502254615741635","3"
"Min 1x per month","1988","16-34 y.","Not Working","34","0.0378176496536298","0.0262796797525444","0.0493556195547152","3"
"Min 1x per month","1988","35-65 y.","Full Time","220","0.104375833493567","0.0926773637612839","0.116074303225851","3"
"Min 1x per month","1988","66 and older","Full Time","1","","","","3"
"Min 1x per month","1988","66 and older","Part Time","4","","","","3"
"Min 1x per month","1988","16-34 y.","Full Time","102","0.0537761450113118","0.0436756625669706","0.063876627455653","3"
"Min 1x per month","1988","35-65 y.","Part Time","82","0.0917726146440392","0.0732772024045773","0.110268026883501","3"
"Min 1x per week","1988","16-34 y.","Not Working","80","0.0890470147884453","0.0718199571990107","0.10627407237788","2"
"Min 1x per week","1988","66 and older","Full Time","2","","","","2"
"Min 1x per week","1988","16-34 y.","Part Time","71","0.0860479609540912","0.0672834849245058","0.104812436983677","2"
"Min 1x per week","1988","35-65 y.","Not Working","99","0.0811198082739478","0.0672477939696226","0.094991822578273","2"
"Min 1x per week","1988","16-34 y.","Full Time","180","0.108401703252974","0.0944812618423635","0.122322144663585","2"
"Min 1x per week","1988","66 and older","Not Working","51","0.0493174683175133","0.0357746051266762","0.0628603315083503","2"
"Min 1x per week","1988","35-65 y.","Part Time","71","0.0891929478383137","0.0709334589084797","0.107452436768148","2"
"Min 1x per week","1988","66 and older","Part Time","2","","","","2"
"Min 1x per week","1988","35-65 y.","Full Time","253","0.112948890515927","0.100837849302879","0.125059931728975","2"
"Never","1988","35-65 y.","Part Time","690","0.706567818858163","0.677397514250529","0.735738123465798","5"
"Never","1988","35-65 y.","Full Time","1916","0.675930977037653","0.65802342958813","0.693838524487176","5"
"Never","1988","16-34 y.","Full Time","1466","0.737477406557997","0.717775509683588","0.757179303432406","5"
"Never","1988","16-34 y.","Part Time","664","0.75800564443585","0.729347815559843","0.786663473311857","5"
"Never","1988","16-34 y.","Not Working","840","0.768969995020508","0.743475739618512","0.794464250422505","5"
"Never","1988","35-65 y.","Not Working","1191","0.764444128213883","0.742883248969045","0.78600500745872","5"
"Never","1988","66 and older","Full Time","10","","","","5"
"Never","1988","66 and older","Part Time","25","","","","5"
"Never","1988","66 and older","Not Working","848","0.873748342334961","0.852975110209211","0.894521574460712","5"
"Rarely","1988","16-34 y.","Full Time","168","0.100344745177717","0.0868912317556301","0.113798258599804","4"
"Rarely","1988","35-65 y.","Not Working","110","0.0842566613273193","0.0701431319162962","0.0983701907383423","4"
"Rarely","1988","66 and older","Part Time","","","","","4"
"Rarely","1988","16-34 y.","Part Time","90","0.118434983796152","0.0968141905732819","0.140055777019022","4"
"Rarely","1988","35-65 y.","Part Time","93","0.112466618659484","0.0922264403608071","0.13270679695816","4"
"Rarely","1988","66 and older","Not Working","47","0.045508275851211","0.0324728980811019","0.0585436536213201","4"
"Rarely","1988","16-34 y.","Not Working","96","0.104165340537417","0.085688445528386","0.122642235546447","4"
"Rarely","1988","35-65 y.","Full Time","235","0.106744298952853","0.094929497746397","0.118559100159308","4"
"Rarely","1988","66 and older","Full Time","3","","","","4"
"Daily","1989","16-34 y.","Full Time","","","","","1"
"Daily","1989","16-34 y.","Part Time","","","","","1"
"Daily","1989","16-34 y.","Not Working","","","","","1"
"Daily","1989","35-65 y.","Full Time","","","","","1"
"Daily","1989","35-65 y.","Part Time","","","","","1"
"Daily","1989","35-65 y.","Not Working","","","","","1"
"Daily","1989","66 and older","Full Time","","","","","1"
"Daily","1989","66 and older","Part Time","","","","","1"
"Daily","1989","66 and older","Not Working","","","","","1"
"Min 1x per month","1989","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1989","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1989","66 and older","Not Working","","","","","3"
"Min 1x per month","1989","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1989","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1989","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1989","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1989","66 and older","Full Time","","","","","3"
"Min 1x per month","1989","66 and older","Part Time","","","","","3"
"Min 1x per week","1989","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1989","66 and older","Full Time","","","","","2"
"Min 1x per week","1989","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1989","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1989","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1989","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1989","66 and older","Not Working","","","","","2"
"Min 1x per week","1989","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1989","66 and older","Part Time","","","","","2"
"Never","1989","16-34 y.","Full Time","","","","","5"
"Never","1989","35-65 y.","Part Time","","","","","5"
"Never","1989","35-65 y.","Full Time","","","","","5"
"Never","1989","16-34 y.","Part Time","","","","","5"
"Never","1989","16-34 y.","Not Working","","","","","5"
"Never","1989","35-65 y.","Not Working","","","","","5"
"Never","1989","66 and older","Full Time","","","","","5"
"Never","1989","66 and older","Part Time","","","","","5"
"Never","1989","66 and older","Not Working","","","","","5"
"Rarely","1989","16-34 y.","Full Time","","","","","4"
"Rarely","1989","16-34 y.","Part Time","","","","","4"
"Rarely","1989","35-65 y.","Not Working","","","","","4"
"Rarely","1989","16-34 y.","Not Working","","","","","4"
"Rarely","1989","35-65 y.","Full Time","","","","","4"
"Rarely","1989","66 and older","Part Time","","","","","4"
"Rarely","1989","35-65 y.","Part Time","","","","","4"
"Rarely","1989","66 and older","Not Working","","","","","4"
"Rarely","1989","66 and older","Full Time","","","","","4"
"Daily","1990","16-34 y.","Full Time","25","","","","1"
"Daily","1990","16-34 y.","Part Time","10","","","","1"
"Daily","1990","16-34 y.","Not Working","8","","","","1"
"Daily","1990","35-65 y.","Full Time","27","","","","1"
"Daily","1990","35-65 y.","Part Time","1","","","","1"
"Daily","1990","35-65 y.","Not Working","16","","","","1"
"Daily","1990","66 and older","Full Time","","","","","1"
"Daily","1990","66 and older","Part Time","","","","","1"
"Daily","1990","66 and older","Not Working","9","","","","1"
"Min 1x per month","1990","16-34 y.","Full Time","99","0.0605201540064091","0.0498068743171946","0.0712334336956235","3"
"Min 1x per month","1990","35-65 y.","Not Working","79","0.0641654976175191","0.0513155843108135","0.0770154109242247","3"
"Min 1x per month","1990","66 and older","Not Working","49","0.042497643982578","0.030044753245327","0.0549505347198291","3"
"Min 1x per month","1990","16-34 y.","Part Time","41","0.0578685589432109","0.0419740209696139","0.0737630969168079","3"
"Min 1x per month","1990","16-34 y.","Not Working","32","0.044761412687192","0.0313485795003486","0.0581742458740354","3"
"Min 1x per month","1990","35-65 y.","Full Time","210","0.101961137119702","0.0901231972117118","0.113799077027692","3"
"Min 1x per month","1990","35-65 y.","Part Time","72","0.0902470340089099","0.0711520962908719","0.109341971726948","3"
"Min 1x per month","1990","66 and older","Full Time","3","","","","3"
"Min 1x per month","1990","66 and older","Part Time","6","","","","3"
"Min 1x per week","1990","16-34 y.","Full Time","138","0.0797908556331939","0.0676164286220097","0.0919652826443781","2"
"Min 1x per week","1990","16-34 y.","Part Time","50","0.0814983640181034","0.0628738376043172","0.10012289043189","2"
"Min 1x per week","1990","35-65 y.","Part Time","62","0.0773685955495665","0.0595638197049856","0.0951733713941474","2"
"Min 1x per week","1990","35-65 y.","Not Working","85","0.0718140224977413","0.058275476768988","0.0853525682264945","2"
"Min 1x per week","1990","66 and older","Full Time","2","","","","2"
"Min 1x per week","1990","66 and older","Not Working","38","0.0364691700144586","0.0248970328588476","0.0480413071700695","2"
"Min 1x per week","1990","16-34 y.","Not Working","37","0.0479485224087245","0.034089565891664","0.0618074789257851","2"
"Min 1x per week","1990","35-65 y.","Full Time","203","0.0943207253131379","0.082886624659724","0.105754825966552","2"
"Min 1x per week","1990","66 and older","Part Time","","","","","2"
"Never","1990","16-34 y.","Full Time","1416","0.704739446575083","0.684244551364594","0.725234341785573","5"
"Never","1990","35-65 y.","Full Time","1734","0.635463813516273","0.616634826081354","0.654292800951191","5"
"Never","1990","35-65 y.","Part Time","617","0.696625572115495","0.665989771891937","0.727261372339054","5"
"Never","1990","16-34 y.","Part Time","640","0.734180015082969","0.704107765334386","0.764252264831552","5"
"Never","1990","16-34 y.","Not Working","740","0.761219876260563","0.733565310175884","0.788874442345242","5"
"Never","1990","35-65 y.","Not Working","1072","0.735047735767561","0.711906237272095","0.758189234263026","5"
"Never","1990","66 and older","Full Time","9","","","","5"
"Never","1990","66 and older","Part Time","23","","","","5"
"Never","1990","66 and older","Not Working","860","0.863419921751097","0.842220572193154","0.884619271309041","5"
"Rarely","1990","16-34 y.","Full Time","225","0.138543368051229","0.123021704088089","0.154065032014369","4"
"Rarely","1990","16-34 y.","Part Time","88","0.116220985687045","0.0944044923686765","0.138037479005413","4"
"Rarely","1990","35-65 y.","Not Working","145","0.113165979185259","0.0965537083341322","0.129778250036385","4"
"Rarely","1990","16-34 y.","Not Working","96","0.136754743917388","0.114467775237452","0.159041712597325","4"
"Rarely","1990","35-65 y.","Full Time","336","0.153815793703427","0.139701987389104","0.16792960001775","4"
"Rarely","1990","35-65 y.","Part Time","113","0.13458777524794","0.111844429308998","0.157331121186883","4"
"Rarely","1990","66 and older","Part Time","1","","","","4"
"Rarely","1990","66 and older","Not Working","52","0.0479660844932468","0.0347740685023485","0.061158100484145","4"
"Rarely","1990","66 and older","Full Time","","","","","4"
"Daily","1991","16-34 y.","Full Time","","","","","1"
"Daily","1991","16-34 y.","Part Time","","","","","1"
"Daily","1991","16-34 y.","Not Working","","","","","1"
"Daily","1991","35-65 y.","Full Time","","","","","1"
"Daily","1991","35-65 y.","Part Time","","","","","1"
"Daily","1991","35-65 y.","Not Working","","","","","1"
"Daily","1991","66 and older","Full Time","","","","","1"
"Daily","1991","66 and older","Part Time","","","","","1"
"Daily","1991","66 and older","Not Working","","","","","1"
"Min 1x per month","1991","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1991","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1991","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1991","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1991","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1991","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1991","66 and older","Not Working","","","","","3"
"Min 1x per month","1991","66 and older","Full Time","","","","","3"
"Min 1x per month","1991","66 and older","Part Time","","","","","3"
"Min 1x per week","1991","16-34 y.","Not Working","","","","","2"
"Min 1x per week","1991","35-65 y.","Not Working","","","","","2"
"Min 1x per week","1991","16-34 y.","Full Time","","","","","2"
"Min 1x per week","1991","66 and older","Part Time","","","","","2"
"Min 1x per week","1991","16-34 y.","Part Time","","","","","2"
"Min 1x per week","1991","35-65 y.","Part Time","","","","","2"
"Min 1x per week","1991","66 and older","Not Working","","","","","2"
"Min 1x per week","1991","35-65 y.","Full Time","","","","","2"
"Min 1x per week","1991","66 and older","Full Time","","","","","2"
"Never","1991","16-34 y.","Full Time","","","","","5"
"Never","1991","16-34 y.","Part Time","","","","","5"
"Never","1991","16-34 y.","Not Working","","","","","5"
"Never","1991","35-65 y.","Full Time","","","","","5"
"Never","1991","35-65 y.","Part Time","","","","","5"
"Never","1991","35-65 y.","Not Working","","","","","5"
"Never","1991","66 and older","Full Time","","","","","5"
"Never","1991","66 and older","Part Time","","","","","5"
"Never","1991","66 and older","Not Working","","","","","5"
"Rarely","1991","16-34 y.","Part Time","","","","","4"
"Rarely","1991","16-34 y.","Full Time","","","","","4"
"Rarely","1991","16-34 y.","Not Working","","","","","4"
"Rarely","1991","35-65 y.","Part Time","","","","","4"
"Rarely","1991","35-65 y.","Not Working","","","","","4"
"Rarely","1991","35-65 y.","Full Time","","","","","4"
"Rarely","1991","66 and older","Part Time","","","","","4"
"Rarely","1991","66 and older","Not Working","","","","","4"
"Rarely","1991","66 and older","Full Time","","","","","4"
"Daily","1992","16-34 y.","Full Time","","","","","1"
"Daily","1992","16-34 y.","Part Time","","","","","1"
"Daily","1992","16-34 y.","Not Working","","","","","1"
"Daily","1992","35-65 y.","Full Time","","","","","1"
"Daily","1992","35-65 y.","Part Time","","","","","1"
"Daily","1992","35-65 y.","Not Working","","","","","1"
"Daily","1992","66 and older","Full Time","","","","","1"
"Daily","1992","66 and older","Part Time","","","","","1"
"Daily","1992","66 and older","Not Working","","","","","1"
"Min 1x per month","1992","16-34 y.","Full Time","125","0.0476654403604258","0.0395839950624902","0.0557468856583614","3"
"Min 1x per month","1992","16-34 y.","Part Time","47","0.0437914253307508","0.0319901768076728","0.0555926738538288","3"
"Min 1x per month","1992","16-34 y.","Not Working","42","0.0376088691637411","0.02656995866051","0.0486477796669721","3"
"Min 1x per month","1992","35-65 y.","Full Time","309","0.0883646639439129","0.0794074455768917","0.0973218823109341","3"
"Min 1x per month","1992","35-65 y.","Part Time","87","0.0697903291211897","0.0559291941272636","0.0836514641151158","3"
"Min 1x per month","1992","35-65 y.","Not Working","99","0.0702134347607269","0.0578924672545089","0.0825344022669449","3"
"Min 1x per month","1992","66 and older","Not Working","75","0.0537136730533037","0.0419250349106086","0.0655023111959989","3"
"Min 1x per month","1992","66 and older","Full Time","1","","","","3"
"Min 1x per month","1992","66 and older","Part Time","1","","","","3"
"Min 1x per week","1992","16-34 y.","Full Time","154","0.0622873429253339","0.0531203424922183","0.0714543433584496","2"
"Min 1x per week","1992","35-65 y.","Part Time","71","0.0650830868047926","0.0516637416181992","0.0785024319913859","2"
"Min 1x per week","1992","35-65 y.","Not Working","93","0.0672110194351478","0.0551369125987167","0.0792851262715789","2"
"Min 1x per week","1992","16-34 y.","Not Working","65","0.0615271816532519","0.0475843934918386","0.0754699698146653","2"
"Min 1x per week","1992","35-65 y.","Full Time","282","0.0821413785566564","0.0734759077997532","0.0908068493135595","2"
"Min 1x per week","1992","66 and older","Not Working","55","0.0408855488271526","0.0305310266607024","0.0512400709936028","2"
"Min 1x per week","1992","66 and older","Part Time","1","","","","2"
"Min 1x per week","1992","16-34 y.","Part Time","56","0.0605123325563586","0.0467616395065031","0.0742630256062141","2"
"Min 1x per week","1992","66 and older","Full Time","3","","","","2"
"Never","1992","16-34 y.","Full Time","2084","0.761446843796146","0.745280759493326","0.777612928098966","5"
"Never","1992","16-34 y.","Part Time","913","0.774595780112815","0.750498075116803","0.798693485108827","5"
"Never","1992","16-34 y.","Not Working","914","0.777997982913502","0.753883777030298","0.802112188796706","5"
"Never","1992","35-65 y.","Full Time","2811","0.698493590508474","0.684010782993309","0.712976398023639","5"
"Never","1992","35-65 y.","Part Time","985","0.735171375700805","0.7111671610508","0.75917559035081","5"
"Never","1992","35-65 y.","Not Working","1337","0.779678598252021","0.759692444726489","0.799664751777553","5"
"Never","1992","66 and older","Full Time","7","","","","5"
"Never","1992","66 and older","Part Time","22","","","","5"
"Never","1992","66 and older","Not Working","1211","0.858914446600777","0.840712151305638","0.877116741895916","5"
"Rarely","1992","16-34 y.","Part Time","139","0.121100462000075","0.102285661530909","0.139915262469242","4"
"Rarely","1992","16-34 y.","Full Time","307","0.128600372918095","0.11590275486726","0.141297990968929","4"
"Rarely","1992","16-34 y.","Not Working","120","0.122865966269505","0.103817761537613","0.141914171001396","4"
"Rarely","1992","35-65 y.","Part Time","155","0.129955208373212","0.11166248379552","0.148247932950905","4"
"Rarely","1992","35-65 y.","Not Working","123","0.082896947552104","0.0696009352405337","0.0961929598636744","4"
"Rarely","1992","35-65 y.","Full Time","455","0.131000366990957","0.120352335563924","0.141648398417991","4"
"Rarely","1992","66 and older","Part Time","1","","","","4"
"Rarely","1992","66 and older","Not Working","64","0.0464863315187666","0.0354776317450608","0.0574950312924725","4"
"Rarely","1992","66 and older","Full Time","1","","","","4"
"Daily","1993","16-34 y.","Full Time","","","","","1"
"Daily","1993","16-34 y.","Part Time","","","","","1"
"Daily","1993","16-34 y.","Not Working","","","","","1"
"Daily","1993","35-65 y.","Full Time","","","","","1"
"Daily","1993","35-65 y.","Part Time","","","","","1"
"Daily","1993","35-65 y.","Not Working","","","","","1"
"Daily","1993","66 and older","Full Time","","","","","1"
"Daily","1993","66 and older","Part Time","","","","","1"
"Daily","1993","66 and older","Not Working","","","","","1"
"Min 1x per month","1993","16-34 y.","Full Time","","","","","3"
"Min 1x per month","1993","16-34 y.","Part Time","","","","","3"
"Min 1x per month","1993","16-34 y.","Not Working","","","","","3"
"Min 1x per month","1993","35-65 y.","Full Time","","","","","3"
"Min 1x per month","1993","35-65 y.","Part Time","","","","","3"
"Min 1x per month","1993","35-65 y.","Not Working","","","","","3"
"Min 1x per month","1993","66 and older","Not Working","","","","","3"
"Min 1x per month","1993","66 and older","Part Time","","","","","3"
"Min 1x per month","1993","66 and older","Full Time","","","","","3"
