"pli0096_h","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","no migration background","higher education","87","0.129822405974179","0.103659725502462","0.155985086445896"
"Rarely","1985","direct migration background","in school","","","",""
"Rarely","1985","direct migration background","inadequately","","","",""
"Rarely","1985","direct migration background","general elemantary","37","0.0412006070652675","0.0283083669661221","0.0540928471644129"
"Rarely","1985","direct migration background","middle vocational","48","0.0676157639798773","0.05120269911006","0.0840288288496947"
"Rarely","1985","direct migration background","vocational + Abi","","","",""
"Rarely","1985","direct migration background","higher vocational","","","",""
"Rarely","1985","direct migration background","higher education","","","",""
"Rarely","1985","indirect migration background","in school","","","",""
"Rarely","1985","indirect migration background","inadequately","","","",""
"Rarely","1985","indirect migration background","general elemantary","","","",""
"Rarely","1985","indirect migration background","middle vocational","","","",""
"Rarely","1985","indirect migration background","vocational + Abi","","","",""
"Rarely","1985","indirect migration background","higher vocational","","","",""
"Rarely","1985","indirect migration background","higher education","","","",""
"Never","1985","no migration background","in school","105","0.703428731112124","0.630577951043432","0.776279511180817"
"Never","1985","no migration background","inadequately","74","0.899464250866456","0.834770660017316","0.964157841715596"
"Never","1985","no migration background","general elemantary","1698","0.836841660620628","0.820865645517231","0.852817675724025"
"Never","1985","no migration background","middle vocational","3093","0.750659248025939","0.737542385779027","0.763776110272851"
"Never","1985","no migration background","vocational + Abi","122","0.736033195099851","0.669773872907704","0.802292517291999"
"Never","1985","no migration background","higher vocational","375","0.678683192000628","0.639971473064504","0.717394910936753"
"Never","1985","no migration background","higher education","394","0.631570490228142","0.594022077666555","0.669118902789728"
"Never","1985","direct migration background","in school","","","",""
"Never","1985","direct migration background","inadequately","724","0.939721237518227","0.922744419236762","0.956698055799692"
"Never","1985","direct migration background","general elemantary","828","0.884697057537831","0.863979899030436","0.905414216045227"
"Never","1985","direct migration background","middle vocational","791","0.857015534044617","0.834132847004176","0.879898221085059"
"Never","1985","direct migration background","vocational + Abi","83","0.83327384382237","0.76093963279073","0.905608054854009"
"Never","1985","direct migration background","higher vocational","34","0.717628657706291","0.588934344091145","0.846322971321437"
"Never","1985","direct migration background","higher education","82","0.768913830552756","0.68941476453565","0.848412896569861"
"Never","1985","indirect migration background","in school","","","",""
"Never","1985","indirect migration background","inadequately","","","",""
"Never","1985","indirect migration background","general elemantary","50","0.837221548727094","0.742215173403596","0.932227924050593"
"Never","1985","indirect migration background","middle vocational","48","0.890699157302457","0.808978593658181","0.972419720946733"
"Never","1985","indirect migration background","vocational + Abi","","","",""
"Never","1985","indirect migration background","higher vocational","","","",""
"Never","1985","indirect migration background","higher education","","","",""
"Daily","1986","no migration background","in school","","","",""
"Daily","1986","no migration background","inadequately","","","",""
"Daily","1986","no migration background","general elemantary","","","",""
"Daily","1986","no migration background","middle vocational","","","",""
"Daily","1986","no migration background","vocational + Abi","","","",""
"Daily","1986","no migration background","higher vocational","","","",""
"Daily","1986","no migration background","higher education","","","",""
"Daily","1986","direct migration background","in school","","","",""
"Daily","1986","direct migration background","inadequately","","","",""
"Daily","1986","direct migration background","general elemantary","","","",""
"Daily","1986","direct migration background","middle vocational","","","",""
"Daily","1986","direct migration background","vocational + Abi","","","",""
"Daily","1986","direct migration background","higher vocational","","","",""
"Daily","1986","direct migration background","higher education","","","",""
"Daily","1986","indirect migration background","in school","","","",""
"Daily","1986","indirect migration background","inadequately","","","",""
"Daily","1986","indirect migration background","general elemantary","","","",""
"Daily","1986","indirect migration background","middle vocational","","","",""
"Daily","1986","indirect migration background","vocational + Abi","","","",""
"Daily","1986","indirect migration background","higher vocational","","","",""
"Daily","1986","indirect migration background","higher education","","","",""
"Min 1x per week","1986","no migration background","in school","","","",""
"Min 1x per week","1986","no migration background","inadequately","","","",""
"Min 1x per week","1986","no migration background","general elemantary","101","0.0542447260180275","0.0440682633728252","0.0644211886632299"
"Min 1x per week","1986","no migration background","middle vocational","376","0.0908440942326176","0.0819668383702385","0.0997213500949968"
"Min 1x per week","1986","no migration background","vocational + Abi","","","",""
"Min 1x per week","1986","no migration background","higher vocational","56","0.103024526590213","0.0768713160572336","0.129177737123193"
"Min 1x per week","1986","no migration background","higher education","84","0.131917519126462","0.105471853546151","0.158363184706772"
"Min 1x per week","1986","direct migration background","in school","","","",""
"Min 1x per week","1986","direct migration background","inadequately","","","",""
"Min 1x per week","1986","direct migration background","general elemantary","","","",""
"Min 1x per week","1986","direct migration background","middle vocational","42","0.05980211197821","0.0440457350603529","0.0755584888960671"
"Min 1x per week","1986","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1986","direct migration background","higher vocational","","","",""
"Min 1x per week","1986","direct migration background","higher education","","","",""
"Min 1x per week","1986","indirect migration background","in school","","","",""
"Min 1x per week","1986","indirect migration background","inadequately","","","",""
"Min 1x per week","1986","indirect migration background","general elemantary","","","",""
"Min 1x per week","1986","indirect migration background","middle vocational","","","",""
"Min 1x per week","1986","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1986","indirect migration background","higher vocational","","","",""
"Min 1x per week","1986","indirect migration background","higher education","","","",""
"Min 1x per month","1986","no migration background","in school","","","",""
"Min 1x per month","1986","no migration background","inadequately","","","",""
"Min 1x per month","1986","no migration background","general elemantary","87","0.0461972652692927","0.0367660835635601","0.0556284469750254"
"Min 1x per month","1986","no migration background","middle vocational","314","0.0750228093394258","0.0668856395333643","0.0831599791454873"
"Min 1x per month","1986","no migration background","vocational + Abi","","","",""
"Min 1x per month","1986","no migration background","higher vocational","51","0.0895099322025794","0.0649494079637633","0.114070456441396"
"Min 1x per month","1986","no migration background","higher education","66","0.0991361145164302","0.0757817366070085","0.122490492425852"
"Min 1x per month","1986","direct migration background","in school","","","",""
"Min 1x per month","1986","direct migration background","inadequately","","","",""
"Min 1x per month","1986","direct migration background","general elemantary","","","",""
"Min 1x per month","1986","direct migration background","middle vocational","33","0.0396347803730672","0.0266706047891947","0.0525989559569397"
"Min 1x per month","1986","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1986","direct migration background","higher vocational","","","",""
"Min 1x per month","1986","direct migration background","higher education","","","",""
"Min 1x per month","1986","indirect migration background","in school","","","",""
"Min 1x per month","1986","indirect migration background","inadequately","","","",""
"Min 1x per month","1986","indirect migration background","general elemantary","","","",""
"Min 1x per month","1986","indirect migration background","middle vocational","","","",""
"Min 1x per month","1986","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1986","indirect migration background","higher vocational","","","",""
"Min 1x per month","1986","indirect migration background","higher education","","","",""
"Rarely","1986","no migration background","in school","","","",""
"Rarely","1986","no migration background","inadequately","","","",""
"Rarely","1986","no migration background","general elemantary","139","0.0659935897878242","0.0548389769327668","0.0771482026428816"
"Rarely","1986","no migration background","middle vocational","345","0.0803070587825121","0.0719122754318644","0.0887018421331598"
"Rarely","1986","no migration background","vocational + Abi","","","",""
"Rarely","1986","no migration background","higher vocational","52","0.0934491639132762","0.0684083636826132","0.118489964143939"
"Rarely","1986","no migration background","higher education","69","0.112821050930208","0.0880967823379242","0.137545319522491"
"Rarely","1986","direct migration background","in school","","","",""
"Rarely","1986","direct migration background","inadequately","","","",""
"Rarely","1986","direct migration background","general elemantary","41","0.044380458198551","0.0310440537981597","0.0577168625989423"
"Rarely","1986","direct migration background","middle vocational","","","",""
"Rarely","1986","direct migration background","vocational + Abi","","","",""
"Rarely","1986","direct migration background","higher vocational","","","",""
"Rarely","1986","direct migration background","higher education","","","",""
"Rarely","1986","indirect migration background","in school","","","",""
"Rarely","1986","indirect migration background","inadequately","","","",""
"Rarely","1986","indirect migration background","general elemantary","","","",""
"Rarely","1986","indirect migration background","middle vocational","","","",""
"Rarely","1986","indirect migration background","vocational + Abi","","","",""
"Rarely","1986","indirect migration background","higher vocational","","","",""
"Rarely","1986","indirect migration background","higher education","","","",""
"Never","1986","no migration background","in school","119","0.838789948523204","0.77872936987271","0.898850527173697"
"Never","1986","no migration background","inadequately","78","0.932604608691527","0.878991335040281","0.986217882342773"
"Never","1986","no migration background","general elemantary","1576","0.833564418924856","0.816829586444568","0.850299251405143"
"Never","1986","no migration background","middle vocational","2991","0.753826037645445","0.740519415316082","0.767132659974807"
"Never","1986","no migration background","vocational + Abi","124","0.720129461350024","0.652842035064754","0.787416887635295"
"Never","1986","no migration background","higher vocational","360","0.714016377293931","0.675139705304659","0.752893049283203"
"Never","1986","no migration background","higher education","410","0.6561253154269","0.619004605956173","0.693246024897628"
"Never","1986","direct migration background","in school","","","",""
"Never","1986","direct migration background","inadequately","649","0.939102145035251","0.921284411579379","0.956919878491122"
"Never","1986","direct migration background","general elemantary","828","0.874806727247403","0.853375506602051","0.896237947892756"
"Never","1986","direct migration background","middle vocational","766","0.857197964999292","0.833949395875824","0.880446534122761"
"Never","1986","direct migration background","vocational + Abi","83","0.845165873332088","0.775641714664306","0.91469003199987"
"Never","1986","direct migration background","higher vocational","38","0.785073392633278","0.670059508028073","0.900087277238482"
"Never","1986","direct migration background","higher education","82","0.774947688134533","0.696548281659843","0.853347094609224"
"Never","1986","indirect migration background","in school","","","",""
"Never","1986","indirect migration background","inadequately","","","",""
"Never","1986","indirect migration background","general elemantary","52","0.851950235996544","0.761328357855992","0.942572114137096"
"Never","1986","indirect migration background","middle vocational","49","0.876579679554284","0.794706570896802","0.958452788211765"
"Never","1986","indirect migration background","vocational + Abi","","","",""
"Never","1986","indirect migration background","higher vocational","","","",""
"Never","1986","indirect migration background","higher education","","","",""
"Daily","1987","no migration background","in school","","","",""
"Daily","1987","no migration background","inadequately","","","",""
"Daily","1987","no migration background","general elemantary","","","",""
"Daily","1987","no migration background","middle vocational","","","",""
"Daily","1987","no migration background","vocational + Abi","","","",""
"Daily","1987","no migration background","higher vocational","","","",""
"Daily","1987","no migration background","higher education","","","",""
"Daily","1987","direct migration background","in school","","","",""
"Daily","1987","direct migration background","inadequately","","","",""
"Daily","1987","direct migration background","general elemantary","","","",""
"Daily","1987","direct migration background","middle vocational","","","",""
"Daily","1987","direct migration background","vocational + Abi","","","",""
"Daily","1987","direct migration background","higher vocational","","","",""
"Daily","1987","direct migration background","higher education","","","",""
"Daily","1987","indirect migration background","in school","","","",""
"Daily","1987","indirect migration background","inadequately","","","",""
"Daily","1987","indirect migration background","general elemantary","","","",""
"Daily","1987","indirect migration background","middle vocational","","","",""
"Daily","1987","indirect migration background","vocational + Abi","","","",""
"Daily","1987","indirect migration background","higher vocational","","","",""
"Daily","1987","indirect migration background","higher education","","","",""
"Min 1x per week","1987","no migration background","in school","","","",""
"Min 1x per week","1987","no migration background","inadequately","","","",""
"Min 1x per week","1987","no migration background","general elemantary","","","",""
"Min 1x per week","1987","no migration background","middle vocational","","","",""
"Min 1x per week","1987","no migration background","vocational + Abi","","","",""
"Min 1x per week","1987","no migration background","higher vocational","","","",""
"Min 1x per week","1987","no migration background","higher education","","","",""
"Min 1x per week","1987","direct migration background","in school","","","",""
"Min 1x per week","1987","direct migration background","inadequately","","","",""
"Min 1x per week","1987","direct migration background","general elemantary","","","",""
"Min 1x per week","1987","direct migration background","middle vocational","","","",""
"Min 1x per week","1987","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1987","direct migration background","higher vocational","","","",""
"Min 1x per week","1987","direct migration background","higher education","","","",""
"Min 1x per week","1987","indirect migration background","in school","","","",""
"Min 1x per week","1987","indirect migration background","inadequately","","","",""
"Min 1x per week","1987","indirect migration background","general elemantary","","","",""
"Min 1x per week","1987","indirect migration background","middle vocational","","","",""
"Min 1x per week","1987","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1987","indirect migration background","higher vocational","","","",""
"Min 1x per week","1987","indirect migration background","higher education","","","",""
"Min 1x per month","1987","no migration background","in school","","","",""
"Min 1x per month","1987","no migration background","inadequately","","","",""
"Min 1x per month","1987","no migration background","general elemantary","","","",""
"Min 1x per month","1987","no migration background","middle vocational","","","",""
"Min 1x per month","1987","no migration background","vocational + Abi","","","",""
"Min 1x per month","1987","no migration background","higher vocational","","","",""
"Min 1x per month","1987","no migration background","higher education","","","",""
"Min 1x per month","1987","direct migration background","in school","","","",""
"Min 1x per month","1987","direct migration background","inadequately","","","",""
"Min 1x per month","1987","direct migration background","general elemantary","","","",""
"Min 1x per month","1987","direct migration background","middle vocational","","","",""
"Min 1x per month","1987","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1987","direct migration background","higher vocational","","","",""
"Min 1x per month","1987","direct migration background","higher education","","","",""
"Min 1x per month","1987","indirect migration background","in school","","","",""
"Min 1x per month","1987","indirect migration background","inadequately","","","",""
"Min 1x per month","1987","indirect migration background","general elemantary","","","",""
"Min 1x per month","1987","indirect migration background","middle vocational","","","",""
"Min 1x per month","1987","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1987","indirect migration background","higher vocational","","","",""
"Min 1x per month","1987","indirect migration background","higher education","","","",""
"Rarely","1987","no migration background","in school","","","",""
"Rarely","1987","no migration background","inadequately","","","",""
"Rarely","1987","no migration background","general elemantary","","","",""
"Rarely","1987","no migration background","middle vocational","","","",""
"Rarely","1987","no migration background","vocational + Abi","","","",""
"Rarely","1987","no migration background","higher vocational","","","",""
"Rarely","1987","no migration background","higher education","","","",""
"Rarely","1987","direct migration background","in school","","","",""
"Rarely","1987","direct migration background","inadequately","","","",""
"Rarely","1987","direct migration background","general elemantary","","","",""
"Rarely","1987","direct migration background","middle vocational","","","",""
"Rarely","1987","direct migration background","vocational + Abi","","","",""
"Rarely","1987","direct migration background","higher vocational","","","",""
"Rarely","1987","direct migration background","higher education","","","",""
"Rarely","1987","indirect migration background","in school","","","",""
"Rarely","1987","indirect migration background","inadequately","","","",""
"Rarely","1987","indirect migration background","general elemantary","","","",""
"Rarely","1987","indirect migration background","middle vocational","","","",""
"Rarely","1987","indirect migration background","vocational + Abi","","","",""
"Rarely","1987","indirect migration background","higher vocational","","","",""
"Rarely","1987","indirect migration background","higher education","","","",""
"Never","1987","no migration background","in school","","","",""
"Never","1987","no migration background","inadequately","","","",""
"Never","1987","no migration background","general elemantary","","","",""
"Never","1987","no migration background","middle vocational","","","",""
"Never","1987","no migration background","vocational + Abi","","","",""
"Never","1987","no migration background","higher vocational","","","",""
"Never","1987","no migration background","higher education","","","",""
"Never","1987","direct migration background","in school","","","",""
"Never","1987","direct migration background","inadequately","","","",""
"Never","1987","direct migration background","general elemantary","","","",""
"Never","1987","direct migration background","middle vocational","","","",""
"Never","1987","direct migration background","vocational + Abi","","","",""
"Never","1987","direct migration background","higher vocational","","","",""
"Never","1987","direct migration background","higher education","","","",""
"Never","1987","indirect migration background","in school","","","",""
"Never","1987","indirect migration background","inadequately","","","",""
"Never","1987","indirect migration background","general elemantary","","","",""
"Never","1987","indirect migration background","middle vocational","","","",""
"Never","1987","indirect migration background","vocational + Abi","","","",""
"Never","1987","indirect migration background","higher vocational","","","",""
"Never","1987","indirect migration background","higher education","","","",""
"Daily","1988","no migration background","in school","","","",""
"Daily","1988","no migration background","inadequately","","","",""
"Daily","1988","no migration background","general elemantary","","","",""
"Daily","1988","no migration background","middle vocational","","","",""
"Daily","1988","no migration background","vocational + Abi","","","",""
"Daily","1988","no migration background","higher vocational","","","",""
"Daily","1988","no migration background","higher education","","","",""
"Daily","1988","direct migration background","in school","","","",""
"Daily","1988","direct migration background","inadequately","","","",""
"Daily","1988","direct migration background","general elemantary","","","",""
"Daily","1988","direct migration background","middle vocational","","","",""
"Daily","1988","direct migration background","vocational + Abi","","","",""
"Daily","1988","direct migration background","higher vocational","","","",""
"Daily","1988","direct migration background","higher education","","","",""
"Daily","1988","indirect migration background","in school","","","",""
"Daily","1988","indirect migration background","inadequately","","","",""
"Daily","1988","indirect migration background","general elemantary","","","",""
"Daily","1988","indirect migration background","middle vocational","","","",""
"Daily","1988","indirect migration background","vocational + Abi","","","",""
"Daily","1988","indirect migration background","higher vocational","","","",""
"Daily","1988","indirect migration background","higher education","","","",""
"Min 1x per week","1988","no migration background","in school","","","",""
"Min 1x per week","1988","no migration background","inadequately","","","",""
"Min 1x per week","1988","no migration background","general elemantary","116","0.0625984094165134","0.0511437810524116","0.0740530377806151"
"Min 1x per week","1988","no migration background","middle vocational","368","0.0930416456025847","0.0837933681485675","0.102289923056602"
"Min 1x per week","1988","no migration background","vocational + Abi","","","",""
"Min 1x per week","1988","no migration background","higher vocational","56","0.12036745720259","0.0910744399590807","0.149660474446099"
"Min 1x per week","1988","no migration background","higher education","92","0.150606746344187","0.122177004365791","0.179036488322584"
"Min 1x per week","1988","direct migration background","in school","","","",""
"Min 1x per week","1988","direct migration background","inadequately","","","",""
"Min 1x per week","1988","direct migration background","general elemantary","37","0.0515346987473694","0.0371386076346063","0.0659307898601325"
"Min 1x per week","1988","direct migration background","middle vocational","41","0.0659851276950669","0.0489307524257103","0.0830395029644234"
"Min 1x per week","1988","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1988","direct migration background","higher vocational","","","",""
"Min 1x per week","1988","direct migration background","higher education","","","",""
"Min 1x per week","1988","indirect migration background","in school","","","",""
"Min 1x per week","1988","indirect migration background","inadequately","","","",""
"Min 1x per week","1988","indirect migration background","general elemantary","","","",""
"Min 1x per week","1988","indirect migration background","middle vocational","","","",""
"Min 1x per week","1988","indirect migration background","vocational + Abi","","","",""
"Min 1x per week","1988","indirect migration background","higher vocational","","","",""
"Min 1x per week","1988","indirect migration background","higher education","","","",""
"Min 1x per month","1988","no migration background","in school","","","",""
"Min 1x per month","1988","no migration background","inadequately","","","",""
"Min 1x per month","1988","no migration background","general elemantary","94","0.0507157965629827","0.0403403627607099","0.0610912303652555"
"Min 1x per month","1988","no migration background","middle vocational","310","0.0766619471675658","0.0681916474859529","0.0851322468491788"
"Min 1x per month","1988","no migration background","vocational + Abi","","","",""
"Min 1x per month","1988","no migration background","higher vocational","49","0.0892794686432958","0.0636093850852037","0.114949552201388"
"Min 1x per month","1988","no migration background","higher education","67","0.105077700531952","0.0807027217410182","0.129452679322885"
"Min 1x per month","1988","direct migration background","in school","","","",""
"Min 1x per month","1988","direct migration background","inadequately","","","",""
"Min 1x per month","1988","direct migration background","general elemantary","","","",""
"Min 1x per month","1988","direct migration background","middle vocational","","","",""
"Min 1x per month","1988","direct migration background","vocational + Abi","","","",""
"Min 1x per month","1988","direct migration background","higher vocational","","","",""
"Min 1x per month","1988","direct migration background","higher education","","","",""
"Min 1x per month","1988","indirect migration background","in school","","","",""
"Min 1x per month","1988","indirect migration background","inadequately","","","",""
"Min 1x per month","1988","indirect migration background","general elemantary","","","",""
"Min 1x per month","1988","indirect migration background","middle vocational","","","",""
"Min 1x per month","1988","indirect migration background","vocational + Abi","","","",""
"Min 1x per month","1988","indirect migration background","higher vocational","","","",""
"Min 1x per month","1988","indirect migration background","higher education","","","",""
"Rarely","1988","no migration background","in school","","","",""
"Rarely","1988","no migration background","inadequately","","","",""
"Rarely","1988","no migration background","general elemantary","133","0.0711581790849032","0.0590013641639386","0.0833149940058678"
"Rarely","1988","no migration background","middle vocational","383","0.0979126516250716","0.0884508859562635","0.10737441729388"
"Rarely","1988","no migration background","vocational + Abi","","","",""
"Rarely","1988","no migration background","higher vocational","67","0.137634069932332","0.106619362299135","0.168648777565529"
"Rarely","1988","no migration background","higher education","76","0.12575248901907","0.0993969563240621","0.152108021714078"
"Rarely","1988","direct migration background","in school","","","",""
"Rarely","1988","direct migration background","inadequately","","","",""
"Rarely","1988","direct migration background","general elemantary","33","0.0513540569378376","0.0369818504484086","0.0657262634272665"
"Rarely","1988","direct migration background","middle vocational","53","0.0751800588697781","0.0570659984478668","0.0932941192916893"
"Rarely","1988","direct migration background","vocational + Abi","","","",""
"Rarely","1988","direct migration background","higher vocational","","","",""
"Rarely","1988","direct migration background","higher education","","","",""
"Rarely","1988","indirect migration background","in school","","","",""
"Rarely","1988","indirect migration background","inadequately","","","",""
"Rarely","1988","indirect migration background","general elemantary","","","",""
"Rarely","1988","indirect migration background","middle vocational","","","",""
"Rarely","1988","indirect migration background","vocational + Abi","","","",""
"Rarely","1988","indirect migration background","higher vocational","","","",""
"Rarely","1988","indirect migration background","higher education","","","",""
"Never","1988","no migration background","in school","88","0.733376025030035","0.65522971269206","0.81152233736801"
"Never","1988","no migration background","inadequately","60","0.897754389396592","0.825208669503814","0.97030010928937"
"Never","1988","no migration background","general elemantary","1375","0.815527614935601","0.797186677541616","0.833868552329586"
"Never","1988","no migration background","middle vocational","2729","0.732383755604778","0.718289112825506","0.74647839838405"
"Never","1988","no migration background","vocational + Abi","123","0.742668480761491","0.676758873009874","0.808578088513108"
"Never","1988","no migration background","higher vocational","302","0.652719004221782","0.609857978703005","0.69558002974056"
"Never","1988","no migration background","higher education","373","0.618563064104791","0.579953076186079","0.657173052023504"
"Never","1988","direct migration background","in school","","","",""
"Never","1988","direct migration background","inadequately","587","0.941881063942587","0.923479312872891","0.960282815012283"
"Never","1988","direct migration background","general elemantary","822","0.886408610874964","0.865746547911355","0.907070673838573"
"Never","1988","direct migration background","middle vocational","696","0.83487441399939","0.809367750639951","0.860381077358828"
"Never","1988","direct migration background","vocational + Abi","78","0.830535975112333","0.755489472536324","0.905582477688342"
"Never","1988","direct migration background","higher vocational","41","0.699132888129729","0.57680698358423","0.821458792675229"
"Never","1988","direct migration background","higher education","60","0.706879536924489","0.609536650047025","0.804222423801953"
"Never","1988","indirect migration background","in school","","","",""
"Never","1988","indirect migration background","inadequately","","","",""
"Never","1988","indirect migration background","general elemantary","70","0.704665726857553","0.60592651327162","0.803404940443487"
"Never","1988","indirect migration background","middle vocational","72","0.841454958503761","0.765141959005005","0.917767958002517"
"Never","1988","indirect migration background","vocational + Abi","","","",""
"Never","1988","indirect migration background","higher vocational","","","",""
"Never","1988","indirect migration background","higher education","","","",""
"Daily","1989","no migration background","in school","","","",""
"Daily","1989","no migration background","inadequately","","","",""
"Daily","1989","no migration background","general elemantary","","","",""
"Daily","1989","no migration background","middle vocational","","","",""
"Daily","1989","no migration background","vocational + Abi","","","",""
"Daily","1989","no migration background","higher vocational","","","",""
"Daily","1989","no migration background","higher education","","","",""
"Daily","1989","direct migration background","in school","","","",""
"Daily","1989","direct migration background","inadequately","","","",""
"Daily","1989","direct migration background","general elemantary","","","",""
"Daily","1989","direct migration background","middle vocational","","","",""
"Daily","1989","direct migration background","vocational + Abi","","","",""
"Daily","1989","direct migration background","higher vocational","","","",""
"Daily","1989","direct migration background","higher education","","","",""
"Daily","1989","indirect migration background","in school","","","",""
"Daily","1989","indirect migration background","inadequately","","","",""
"Daily","1989","indirect migration background","general elemantary","","","",""
"Daily","1989","indirect migration background","middle vocational","","","",""
"Daily","1989","indirect migration background","vocational + Abi","","","",""
"Daily","1989","indirect migration background","higher vocational","","","",""
"Daily","1989","indirect migration background","higher education","","","",""
"Min 1x per week","1989","no migration background","in school","","","",""
"Min 1x per week","1989","no migration background","inadequately","","","",""
"Min 1x per week","1989","no migration background","general elemantary","","","",""
"Min 1x per week","1989","no migration background","middle vocational","","","",""
"Min 1x per week","1989","no migration background","vocational + Abi","","","",""
"Min 1x per week","1989","no migration background","higher vocational","","","",""
"Min 1x per week","1989","no migration background","higher education","","","",""
"Min 1x per week","1989","direct migration background","in school","","","",""
"Min 1x per week","1989","direct migration background","inadequately","","","",""
"Min 1x per week","1989","direct migration background","general elemantary","","","",""
"Min 1x per week","1989","direct migration background","middle vocational","","","",""
"Min 1x per week","1989","direct migration background","vocational + Abi","","","",""
"Min 1x per week","1989","direct migration background","higher vocational","","","",""
