"pli0096_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Min 1x per month","1987","no migration background","East Germany","","","","","3"
"Min 1x per month","1987","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1987","direct migration background","East Germany","","","","","3"
"Min 1x per month","1987","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1987","no migration background","West Germany","","","","","2"
"Min 1x per week","1987","no migration background","East Germany","","","","","2"
"Min 1x per week","1987","direct migration background","West Germany","","","","","2"
"Min 1x per week","1987","indirect migration background","West Germany","","","","","2"
"Min 1x per week","1987","direct migration background","East Germany","","","","","2"
"Min 1x per week","1987","indirect migration background","East Germany","","","","","2"
"Never","1987","no migration background","West Germany","","","","","5"
"Never","1987","no migration background","East Germany","","","","","5"
"Never","1987","direct migration background","West Germany","","","","","5"
"Never","1987","direct migration background","East Germany","","","","","5"
"Never","1987","indirect migration background","West Germany","","","","","5"
"Never","1987","indirect migration background","East Germany","","","","","5"
"Rarely","1987","no migration background","West Germany","","","","","4"
"Rarely","1987","direct migration background","West Germany","","","","","4"
"Rarely","1987","no migration background","East Germany","","","","","4"
"Rarely","1987","indirect migration background","West Germany","","","","","4"
"Rarely","1987","direct migration background","East Germany","","","","","4"
"Rarely","1987","indirect migration background","East Germany","","","","","4"
"Daily","1988","no migration background","West Germany","","","","","1"
"Daily","1988","no migration background","East Germany","","","","","1"
"Daily","1988","direct migration background","West Germany","","","","","1"
"Daily","1988","direct migration background","East Germany","","","","","1"
"Daily","1988","indirect migration background","West Germany","","","","","1"
"Daily","1988","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1988","direct migration background","West Germany","61","0.0249967698945669","0.0190618402342694","0.0309316995548645","3"
"Min 1x per month","1988","no migration background","West Germany","531","0.0702769303962595","0.064297885698173","0.076255975094346","3"
"Min 1x per month","1988","no migration background","East Germany","","","","","3"
"Min 1x per month","1988","indirect migration background","West Germany","8","","","","3"
"Min 1x per month","1988","direct migration background","East Germany","","","","","3"
"Min 1x per month","1988","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1988","no migration background","West Germany","680","0.0933284550271976","0.0865241991707077","0.100132710883687","2"
"Min 1x per week","1988","direct migration background","West Germany","115","0.0592495080183053","0.0502741825942118","0.0682248334423989","2"
"Min 1x per week","1988","no migration background","East Germany","","","","","2"
"Min 1x per week","1988","indirect migration background","West Germany","14","","","","2"
"Min 1x per week","1988","direct migration background","East Germany","","","","","2"
"Min 1x per week","1988","indirect migration background","East Germany","","","","","2"
"Never","1988","no migration background","West Germany","5109","0.740569059947021","0.730316265014676","0.750821854879366","5"
"Never","1988","no migration background","East Germany","","","","","5"
"Never","1988","direct migration background","West Germany","2357","0.853374895045059","0.839927297539551","0.866822492550566","5"
"Never","1988","direct migration background","East Germany","","","","","5"
"Never","1988","indirect migration background","West Germany","184","0.770740558217675","0.715445117262186","0.826035999173164","5"
"Never","1988","indirect migration background","East Germany","","","","","5"
"Rarely","1988","no migration background","West Germany","701","0.0958255546295217","0.0889403731873823","0.102710736071661","4"
"Rarely","1988","direct migration background","West Germany","125","0.0623788270420689","0.0531848607386724","0.0715727933454655","4"
"Rarely","1988","no migration background","East Germany","","","","","4"
"Rarely","1988","direct migration background","East Germany","","","","","4"
"Rarely","1988","indirect migration background","West Germany","16","","","","4"
"Rarely","1988","indirect migration background","East Germany","","","","","4"
"Daily","1989","no migration background","West Germany","","","","","1"
"Daily","1989","no migration background","East Germany","","","","","1"
"Daily","1989","direct migration background","West Germany","","","","","1"
"Daily","1989","direct migration background","East Germany","","","","","1"
"Daily","1989","indirect migration background","West Germany","","","","","1"
"Daily","1989","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1989","no migration background","West Germany","","","","","3"
"Min 1x per month","1989","direct migration background","West Germany","","","","","3"
"Min 1x per month","1989","no migration background","East Germany","","","","","3"
"Min 1x per month","1989","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1989","direct migration background","East Germany","","","","","3"
"Min 1x per month","1989","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1989","no migration background","East Germany","","","","","2"
"Min 1x per week","1989","no migration background","West Germany","","","","","2"
"Min 1x per week","1989","direct migration background","West Germany","","","","","2"
"Min 1x per week","1989","direct migration background","East Germany","","","","","2"
"Min 1x per week","1989","indirect migration background","West Germany","","","","","2"
"Min 1x per week","1989","indirect migration background","East Germany","","","","","2"
"Never","1989","no migration background","West Germany","","","","","5"
"Never","1989","no migration background","East Germany","","","","","5"
"Never","1989","direct migration background","West Germany","","","","","5"
"Never","1989","direct migration background","East Germany","","","","","5"
"Never","1989","indirect migration background","West Germany","","","","","5"
"Never","1989","indirect migration background","East Germany","","","","","5"
"Rarely","1989","no migration background","West Germany","","","","","4"
"Rarely","1989","direct migration background","West Germany","","","","","4"
"Rarely","1989","no migration background","East Germany","","","","","4"
"Rarely","1989","indirect migration background","West Germany","","","","","4"
"Rarely","1989","direct migration background","East Germany","","","","","4"
"Rarely","1989","indirect migration background","East Germany","","","","","4"
"Daily","1990","no migration background","West Germany","80","0.0127786699531741","0.0100773163109761","0.015480023595372","1"
"Daily","1990","no migration background","East Germany","","","","","1"
"Daily","1990","direct migration background","West Germany","11","","","","1"
"Daily","1990","direct migration background","East Germany","","","","","1"
"Daily","1990","indirect migration background","West Germany","5","","","","1"
"Daily","1990","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1990","no migration background","West Germany","519","0.0753545518626791","0.0690060139917192","0.0817030897336391","3"
"Min 1x per month","1990","no migration background","East Germany","478","0.104850558979454","0.0955820099022569","0.114119108056651","3"
"Min 1x per month","1990","direct migration background","West Germany","69","0.0401006899499955","0.0324602343142529","0.0477411455857381","3"
"Min 1x per month","1990","direct migration background","East Germany","19","","","","3"
"Min 1x per month","1990","indirect migration background","West Germany","3","","","","3"
"Min 1x per month","1990","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1990","no migration background","West Germany","530","0.0754694980952934","0.0691165149415051","0.0818224812490817","2"
"Min 1x per week","1990","no migration background","East Germany","275","0.0625784300669344","0.0552508864980266","0.0699059736358422","2"
"Min 1x per week","1990","direct migration background","West Germany","79","0.0494230333711625","0.0409821317617959","0.057863934980529","2"
"Min 1x per week","1990","direct migration background","East Germany","10","","","","2"
"Min 1x per week","1990","indirect migration background","West Germany","6","","","","2"
"Min 1x per week","1990","indirect migration background","East Germany","","","","","2"
"Never","1990","no migration background","West Germany","4651","0.711566694859249","0.700670826176815","0.722462563541682","5"
"Never","1990","no migration background","East Germany","2987","0.735143469810348","0.721793816080126","0.748493123540569","5"
"Never","1990","direct migration background","West Germany","2202","0.817905986772759","0.802876988883766","0.832934984661753","5"
"Never","1990","direct migration background","East Germany","95","0.717617738134381","0.642238265232466","0.792997211036297","5"
"Never","1990","indirect migration background","West Germany","258","0.844225241865666","0.802842925892361","0.88560755783897","5"
"Never","1990","indirect migration background","East Germany","1","","","","5"
"Rarely","1990","no migration background","West Germany","861","0.124830585229605","0.11688111989219","0.13278005056702","4"
"Rarely","1990","no migration background","East Germany","457","0.0974275411432643","0.0884561350395436","0.106398947246985","4"
"Rarely","1990","direct migration background","West Germany","172","0.0864028836818439","0.0754615068761249","0.0973442604875628","4"
"Rarely","1990","indirect migration background","West Germany","23","","","","4"
"Rarely","1990","direct migration background","East Germany","13","","","","4"
"Rarely","1990","indirect migration background","East Germany","1","","","","4"
"Daily","1991","no migration background","West Germany","","","","","1"
"Daily","1991","no migration background","East Germany","","","","","1"
"Daily","1991","direct migration background","West Germany","","","","","1"
"Daily","1991","direct migration background","East Germany","","","","","1"
"Daily","1991","indirect migration background","West Germany","","","","","1"
"Daily","1991","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1991","no migration background","West Germany","","","","","3"
"Min 1x per month","1991","direct migration background","West Germany","","","","","3"
"Min 1x per month","1991","no migration background","East Germany","","","","","3"
"Min 1x per month","1991","direct migration background","East Germany","","","","","3"
"Min 1x per month","1991","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1991","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1991","no migration background","East Germany","","","","","2"
"Min 1x per week","1991","no migration background","West Germany","","","","","2"
"Min 1x per week","1991","direct migration background","West Germany","","","","","2"
"Min 1x per week","1991","direct migration background","East Germany","","","","","2"
"Min 1x per week","1991","indirect migration background","West Germany","","","","","2"
"Min 1x per week","1991","indirect migration background","East Germany","","","","","2"
"Never","1991","no migration background","West Germany","","","","","5"
"Never","1991","no migration background","East Germany","","","","","5"
"Never","1991","direct migration background","West Germany","","","","","5"
"Never","1991","direct migration background","East Germany","","","","","5"
"Never","1991","indirect migration background","West Germany","","","","","5"
"Never","1991","indirect migration background","East Germany","","","","","5"
"Rarely","1991","no migration background","West Germany","","","","","4"
"Rarely","1991","no migration background","East Germany","","","","","4"
"Rarely","1991","direct migration background","West Germany","","","","","4"
"Rarely","1991","indirect migration background","West Germany","","","","","4"
"Rarely","1991","direct migration background","East Germany","","","","","4"
"Rarely","1991","indirect migration background","East Germany","","","","","4"
"Daily","1992","no migration background","West Germany","","","","","1"
"Daily","1992","no migration background","East Germany","","","","","1"
"Daily","1992","direct migration background","West Germany","","","","","1"
"Daily","1992","direct migration background","East Germany","","","","","1"
"Daily","1992","indirect migration background","West Germany","","","","","1"
"Daily","1992","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1992","no migration background","West Germany","460","0.0698374318170529","0.0636323053151052","0.0760425583190005","3"
"Min 1x per month","1992","direct migration background","West Germany","82","0.0477856290976613","0.0392283065644314","0.0563429516308913","3"
"Min 1x per month","1992","no migration background","East Germany","229","0.055319894681528","0.0480505292532792","0.0625892601097769","3"
"Min 1x per month","1992","indirect migration background","West Germany","6","","","","3"
"Min 1x per month","1992","direct migration background","East Germany","9","","","","3"
"Min 1x per month","1992","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1992","no migration background","East Germany","152","0.0391877842092853","0.0330174589724743","0.0453581094460962","2"
"Min 1x per week","1992","no migration background","West Germany","522","0.0765953085089047","0.0701205406300615","0.0830700763877479","2"
"Min 1x per week","1992","direct migration background","West Germany","83","0.039397291866571","0.0315931173990018","0.0472014663341402","2"
"Min 1x per week","1992","direct migration background","East Germany","5","","","","2"
"Min 1x per week","1992","indirect migration background","West Germany","17","","","","2"
"Min 1x per week","1992","indirect migration background","East Germany","1","","","","2"
"Never","1992","no migration background","West Germany","4707","0.73487466429112","0.724128355061669","0.745620973520571","5"
"Never","1992","no migration background","East Germany","3051","0.819643381975388","0.80741716907586","0.831869594874915","5"
"Never","1992","direct migration background","West Germany","2070","0.833559845931973","0.81861748133985","0.848502210524095","5"
"Never","1992","direct migration background","East Germany","114","0.805673034209536","0.740820638917522","0.870525429501549","5"
"Never","1992","indirect migration background","West Germany","335","0.858905886720946","0.824619025075928","0.893192748365964","5"
"Never","1992","indirect migration background","East Germany","7","","","","5"
"Rarely","1992","no migration background","West Germany","792","0.118692595382923","0.11081846497684","0.126566725789006","4"
"Rarely","1992","direct migration background","West Germany","152","0.0792572331037952","0.068420197682312","0.0900942685252783","4"
"Rarely","1992","no migration background","East Germany","367","0.085848939133799","0.0769407404563308","0.0947571378112671","4"
"Rarely","1992","indirect migration background","West Germany","38","0.0759390516189997","0.0498484922014933","0.102029611036506","4"
"Rarely","1992","direct migration background","East Germany","15","","","","4"
"Rarely","1992","indirect migration background","East Germany","1","","","","4"
"Daily","1993","no migration background","West Germany","","","","","1"
"Daily","1993","no migration background","East Germany","","","","","1"
"Daily","1993","direct migration background","West Germany","","","","","1"
"Daily","1993","direct migration background","East Germany","","","","","1"
"Daily","1993","indirect migration background","West Germany","","","","","1"
"Daily","1993","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1993","no migration background","West Germany","","","","","3"
"Min 1x per month","1993","no migration background","East Germany","","","","","3"
"Min 1x per month","1993","direct migration background","West Germany","","","","","3"
"Min 1x per month","1993","direct migration background","East Germany","","","","","3"
"Min 1x per month","1993","indirect migration background","West Germany","","","","","3"
"Min 1x per month","1993","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1993","no migration background","West Germany","","","","","2"
"Min 1x per week","1993","no migration background","East Germany","","","","","2"
"Min 1x per week","1993","direct migration background","West Germany","","","","","2"
"Min 1x per week","1993","direct migration background","East Germany","","","","","2"
"Min 1x per week","1993","indirect migration background","West Germany","","","","","2"
"Min 1x per week","1993","indirect migration background","East Germany","","","","","2"
"Never","1993","no migration background","West Germany","","","","","5"
"Never","1993","no migration background","East Germany","","","","","5"
"Never","1993","direct migration background","West Germany","","","","","5"
"Never","1993","direct migration background","East Germany","","","","","5"
"Never","1993","indirect migration background","West Germany","","","","","5"
"Never","1993","indirect migration background","East Germany","","","","","5"
"Rarely","1993","no migration background","West Germany","","","","","4"
"Rarely","1993","no migration background","East Germany","","","","","4"
"Rarely","1993","direct migration background","West Germany","","","","","4"
"Rarely","1993","indirect migration background","West Germany","","","","","4"
"Rarely","1993","direct migration background","East Germany","","","","","4"
"Rarely","1993","indirect migration background","East Germany","","","","","4"
"Daily","1994","no migration background","West Germany","","","","","1"
"Daily","1994","no migration background","East Germany","","","","","1"
"Daily","1994","direct migration background","West Germany","","","","","1"
"Daily","1994","direct migration background","East Germany","","","","","1"
"Daily","1994","indirect migration background","West Germany","","","","","1"
"Daily","1994","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1994","no migration background","West Germany","465","0.0723040153777166","0.065950915273772","0.0786571154816612","3"
"Min 1x per month","1994","no migration background","East Germany","232","0.0633556214816383","0.0554003284765776","0.0713109144866991","3"
"Min 1x per month","1994","direct migration background","West Germany","71","0.0417907870554364","0.0334421155983573","0.0501394585125155","3"
"Min 1x per month","1994","indirect migration background","West Germany","18","","","","3"
"Min 1x per month","1994","direct migration background","East Germany","9","","","","3"
"Min 1x per month","1994","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1994","no migration background","West Germany","533","0.0816075822415788","0.0748920405089788","0.0883231239741789","2"
"Min 1x per week","1994","direct migration background","West Germany","83","0.0471965704072874","0.0383494120488572","0.0560437287657176","2"
"Min 1x per week","1994","no migration background","East Germany","132","0.0334531793125077","0.0275809043287996","0.0393254542962158","2"
"Min 1x per week","1994","indirect migration background","West Germany","22","","","","2"
"Min 1x per week","1994","direct migration background","East Germany","3","","","","2"
"Min 1x per week","1994","indirect migration background","East Germany","","","","","2"
"Never","1994","no migration background","West Germany","4550","0.717968172272518","0.706929843914071","0.729006500630966","5"
"Never","1994","no migration background","East Germany","2906","0.82202722395021","0.809536255123351","0.83451819277707","5"
"Never","1994","direct migration background","West Germany","1864","0.828797192932578","0.81308175452895","0.844512631336205","5"
"Never","1994","direct migration background","East Germany","119","0.847225721701387","0.788052038071295","0.906399405331479","5"
"Never","1994","indirect migration background","West Germany","380","0.801250802882215","0.765363715139519","0.837137890624911","5"
"Never","1994","indirect migration background","East Germany","15","","","","5"
"Rarely","1994","no migration background","West Germany","836","0.128120230108186","0.119921646926821","0.136318813289552","4"
"Rarely","1994","no migration background","East Germany","332","0.0811639752556436","0.0722457815978925","0.0900821689133948","4"
"Rarely","1994","direct migration background","West Germany","189","0.0822154496046984","0.0707552016582597","0.0936756975511372","4"
"Rarely","1994","direct migration background","East Germany","11","","","","4"
"Rarely","1994","indirect migration background","West Germany","55","0.111150389490924","0.0828839619288342","0.139416817053014","4"
"Rarely","1994","indirect migration background","East Germany","1","","","","4"
"Daily","1995","no migration background","West Germany","95","0.0149552301612567","0.0119927182037841","0.0179177421187293","1"
"Daily","1995","no migration background","East Germany","22","","","","1"
"Daily","1995","direct migration background","West Germany","17","","","","1"
"Daily","1995","direct migration background","East Germany","1","","","","1"
"Daily","1995","indirect migration background","West Germany","3","","","","1"
"Daily","1995","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1995","no migration background","West Germany","412","0.0631003638133873","0.0571656737452283","0.0690350538815463","3"
"Min 1x per month","1995","no migration background","East Germany","210","0.054952993217001","0.0474214445152287","0.0624845419187733","3"
"Min 1x per month","1995","direct migration background","West Germany","73","0.034980476024469","0.0279759231649081","0.0419850288840299","3"
"Min 1x per month","1995","direct migration background","East Germany","12","","","","3"
"Min 1x per month","1995","indirect migration background","West Germany","13","","","","3"
"Min 1x per month","1995","indirect migration background","East Germany","","","","","3"
"Min 1x per week","1995","no migration background","West Germany","522","0.0760414664426107","0.0695717230034982","0.0825112098817233","2"
"Min 1x per week","1995","direct migration background","West Germany","85","0.0438393522535649","0.0360339191384254","0.0516447853687044","2"
"Min 1x per week","1995","no migration background","East Germany","146","0.0354859188844241","0.0293716544037202","0.041600183365128","2"
"Min 1x per week","1995","direct migration background","East Germany","3","","","","2"
"Min 1x per week","1995","indirect migration background","West Germany","15","","","","2"
"Min 1x per week","1995","indirect migration background","East Germany","","","","","2"
"Never","1995","no migration background","West Germany","4780","0.747724944945728","0.737124022284092","0.758325867607364","5"
"Never","1995","no migration background","East Germany","2888","0.838623829992205","0.826465744067271","0.850781915917138","5"
"Never","1995","direct migration background","West Germany","2315","0.847973901630184","0.834285591780034","0.861662211480334","5"
"Never","1995","direct migration background","East Germany","117","0.833804541942924","0.772791626764389","0.894817457121458","5"
"Never","1995","indirect migration background","West Germany","435","0.807141502514876","0.772384707665813","0.841898297363939","5"
"Never","1995","indirect migration background","East Germany","16","","","","5"
"Rarely","1995","no migration background","West Germany","639","0.0981779946370171","0.0909152116210487","0.105440777652985","4"
"Rarely","1995","no migration background","East Germany","251","0.063856636367516","0.0557761759435444","0.0719370967914875","4"
"Rarely","1995","direct migration background","West Germany","153","0.0674278894534816","0.0578678319582181","0.0769879469487451","4"
"Rarely","1995","direct migration background","East Germany","10","","","","4"
"Rarely","1995","indirect migration background","West Germany","29","","","","4"
"Rarely","1995","indirect migration background","East Germany","","","","","4"
"Daily","1996","no migration background","West Germany","","","","","1"
"Daily","1996","no migration background","East Germany","","","","","1"
"Daily","1996","direct migration background","West Germany","","","","","1"
"Daily","1996","direct migration background","East Germany","","","","","1"
"Daily","1996","indirect migration background","West Germany","","","","","1"
"Daily","1996","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1996","no migration background","West Germany","492","0.0789086577955379","0.072297472713831","0.0855198428772448","3"
"Min 1x per month","1996","no migration background","East Germany","242","0.0658806726457092","0.0576831926644789","0.0740781526269394","3"
"Min 1x per month","1996","direct migration background","West Germany","101","0.0586434310537984","0.0493775572940066","0.0679093048135902","3"
"Min 1x per month","1996","direct migration background","East Germany","12","","","","3"
"Min 1x per month","1996","indirect migration background","West Germany","15","","","","3"
"Min 1x per month","1996","indirect migration background","East Germany","2","","","","3"
"Min 1x per week","1996","no migration background","West Germany","596","0.0892979971038187","0.0823048181452525","0.0962911760623849","2"
"Min 1x per week","1996","no migration background","East Germany","163","0.043585678116822","0.0368389204303721","0.0503324358032718","2"
"Min 1x per week","1996","direct migration background","West Germany","89","0.0464406703147673","0.0381417286079556","0.054739612021579","2"
"Min 1x per week","1996","direct migration background","East Germany","4","","","","2"
"Min 1x per week","1996","indirect migration background","West Germany","22","","","","2"
"Min 1x per week","1996","indirect migration background","East Germany","1","","","","2"
"Never","1996","no migration background","West Germany","4296","0.670009585479523","0.658478855354436","0.681540315604611","5"
"Never","1996","no migration background","East Germany","2671","0.776162333406176","0.762388873795052","0.789935793017299","5"
"Never","1996","direct migration background","West Germany","2035","0.796435020570263","0.780555904566309","0.812314136574217","5"
"Never","1996","direct migration background","East Germany","107","0.795227325276105","0.728382818664383","0.862071831887826","5"
"Never","1996","indirect migration background","West Germany","409","0.728239457630672","0.690221785374493","0.76625712988685","5"
"Never","1996","indirect migration background","East Germany","15","","","","5"
"Rarely","1996","no migration background","East Germany","442","0.114371315831293","0.103854492718009","0.124888138944578","4"
"Rarely","1996","no migration background","West Germany","1004","0.16178375962112","0.152753273394416","0.170814245847825","4"
"Rarely","1996","direct migration background","West Germany","245","0.0984808780611716","0.0867301969144096","0.110231559207934","4"
"Rarely","1996","direct migration background","East Germany","17","","","","4"
"Rarely","1996","indirect migration background","West Germany","80","0.167352031821765","0.135451242642556","0.199252821000974","4"
"Rarely","1996","indirect migration background","East Germany","2","","","","4"
"Daily","1997","no migration background","West Germany","","","","","1"
"Daily","1997","no migration background","East Germany","","","","","1"
"Daily","1997","direct migration background","West Germany","","","","","1"
"Daily","1997","indirect migration background","West Germany","","","","","1"
"Daily","1997","direct migration background","East Germany","","","","","1"
"Daily","1997","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1997","no migration background","West Germany","509","0.0845882260234445","0.0777174378925714","0.0914590141543176","3"
"Min 1x per month","1997","no migration background","East Germany","231","0.0635300653674154","0.055409797002444","0.0716503337323869","3"
"Min 1x per month","1997","direct migration background","West Germany","72","0.0493207751681859","0.0405491647898657","0.058092385546506","3"
"Min 1x per month","1997","indirect migration background","West Germany","19","","","","3"
"Min 1x per month","1997","direct migration background","East Germany","14","","","","3"
"Min 1x per month","1997","indirect migration background","East Germany","1","","","","3"
"Min 1x per week","1997","no migration background","West Germany","596","0.0899317791496786","0.0828680031552846","0.0969955551440726","2"
"Min 1x per week","1997","direct migration background","West Germany","95","0.0487492160884962","0.0400259581123168","0.0574724740646757","2"
"Min 1x per week","1997","no migration background","East Germany","170","0.0504021164381742","0.0431188186430625","0.0576854142332859","2"
"Min 1x per week","1997","indirect migration background","West Germany","30","0.0605125146379645","0.0406039297330018","0.0804210995429271","2"
"Min 1x per week","1997","direct migration background","East Germany","5","","","","2"
"Min 1x per week","1997","indirect migration background","East Germany","1","","","","2"
"Never","1997","no migration background","West Germany","4280","0.682463278319882","0.670969045926114","0.693957510713651","5"
"Never","1997","no migration background","East Germany","2700","0.792496340064","0.778995980825574","0.805996699302427","5"
"Never","1997","direct migration background","West Germany","1954","0.812087727170775","0.796263357112909","0.82791209722864","5"
"Never","1997","direct migration background","East Germany","104","0.800597611508069","0.732437004640188","0.868758218375949","5"
"Never","1997","indirect migration background","West Germany","434","0.783578850917265","0.749194289139619","0.817963412694912","5"
"Never","1997","indirect migration background","East Germany","18","","","","5"
"Rarely","1997","no migration background","West Germany","916","0.143016716506995","0.134372553898472","0.151660879115518","4"
"Rarely","1997","no migration background","East Germany","365","0.0935714781304099","0.0838759306351553","0.103267025625665","4"
"Rarely","1997","direct migration background","West Germany","220","0.0898422815725431","0.078258613655527","0.101425949489559","4"
"Rarely","1997","direct migration background","East Germany","9","","","","4"
"Rarely","1997","indirect migration background","West Germany","68","0.124188246555281","0.0966511641776517","0.151725328932911","4"
"Rarely","1997","indirect migration background","East Germany","2","","","","4"
"Daily","1998","no migration background","West Germany","76","0.00913293303394399","0.00697971401747203","0.0112861520504159","1"
"Daily","1998","no migration background","East Germany","24","","","","1"
"Daily","1998","direct migration background","West Germany","14","","","","1"
"Daily","1998","direct migration background","East Germany","","","","","1"
"Daily","1998","indirect migration background","West Germany","4","","","","1"
"Daily","1998","indirect migration background","East Germany","","","","","1"
"Min 1x per month","1998","no migration background","West Germany","616","0.080323739374642","0.0741717607150173","0.0864757180342667","3"
"Min 1x per month","1998","direct migration background","West Germany","73","0.0319550530480683","0.0247277723391478","0.0391823337569889","3"
