"pli0096_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","no migration background","(1b) general elementary school","68","0.0375286846830839","0.0284352556467386","0.0466221137194291"
"Min 1x per month","1985","no migration background","(1c) basic vocational qualification","232","0.0708925264414292","0.0618639259056323","0.0799211269772261"
"Min 1x per month","1985","no migration background","(2b) intermediate general qualification","24","","",""
"Min 1x per month","1985","no migration background","(2a) intermediate vocational","100","0.0788434469084544","0.0638071796796059","0.0938797141373029"
"Min 1x per month","1985","no migration background","(2c_gen) general maturity certificate","14","","",""
"Min 1x per month","1985","no migration background","(2c_voc) vocational maturity certificate","25","","",""
"Min 1x per month","1985","no migration background","(3a) lower tertiary education","25","","",""
"Min 1x per month","1985","no migration background","(3b) higher tertiary education","49","0.110528542340199","0.080215438332914","0.140841646347485"
"Min 1x per month","1985","direct migration background","(0) in school","","","",""
"Min 1x per month","1985","direct migration background","(1a) inadequately completed","9","","",""
"Min 1x per month","1985","direct migration background","(1b) general elementary school","18","","",""
"Min 1x per month","1985","direct migration background","(1c) basic vocational qualification","16","","",""
"Min 1x per month","1985","direct migration background","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1985","direct migration background","(2a) intermediate vocational","4","","",""
"Min 1x per month","1985","direct migration background","(2c_gen) general maturity certificate","3","","",""
"Min 1x per month","1985","direct migration background","(2c_voc) vocational maturity certificate","8","","",""
"Min 1x per month","1985","direct migration background","(3a) lower tertiary education","2","","",""
"Min 1x per month","1985","direct migration background","(3b) higher tertiary education","7","","",""
"Min 1x per month","1985","indirect migration background","(0) in school","1","","",""
"Min 1x per month","1985","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1985","indirect migration background","(1b) general elementary school","1","","",""
"Min 1x per month","1985","indirect migration background","(1c) basic vocational qualification","1","","",""
"Min 1x per month","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","indirect migration background","(3b) higher tertiary education","1","","",""
"Rarely","1985","no migration background","(0) in school","18","","",""
"Rarely","1985","no migration background","(1a) inadequately completed","3","","",""
"Rarely","1985","no migration background","(1b) general elementary school","113","0.0602460648855215","0.0488613140059795","0.0716308157650636"
"Rarely","1985","no migration background","(1c) basic vocational qualification","283","0.0859518857219114","0.07609137367882","0.0958123977650027"
"Rarely","1985","no migration background","(2b) intermediate general qualification","40","0.0994587622384694","0.0701301561305456","0.128787368346393"
"Rarely","1985","no migration background","(2a) intermediate vocational","119","0.0936000119674874","0.0773487006897924","0.109851323245182"
"Rarely","1985","no migration background","(2c_gen) general maturity certificate","33","0.136578187774865","0.094756612243574","0.178399763306156"
"Rarely","1985","no migration background","(2c_voc) vocational maturity certificate","20","","",""
"Rarely","1985","no migration background","(3a) lower tertiary education","31","0.134004245604053","0.0892934065506011","0.178715084657505"
"Rarely","1985","no migration background","(3b) higher tertiary education","56","0.127495991305142","0.0952512304303396","0.159740752179944"
"Rarely","1985","direct migration background","(0) in school","1","","",""
"Rarely","1985","direct migration background","(1a) inadequately completed","19","","",""
"Rarely","1985","direct migration background","(1b) general elementary school","32","0.0353119602514217","0.0230335373094963","0.047590383193347"
"Rarely","1985","direct migration background","(1c) basic vocational qualification","34","0.0622357048179831","0.0434604350426961","0.08101097459327"
"Rarely","1985","direct migration background","(2b) intermediate general qualification","5","","",""
"Rarely","1985","direct migration background","(2a) intermediate vocational","7","","",""
"Rarely","1985","direct migration background","(2c_gen) general maturity certificate","9","","",""
"Rarely","1985","direct migration background","(2c_voc) vocational maturity certificate","4","","",""
"Rarely","1985","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1985","direct migration background","(3b) higher tertiary education","6","","",""
"Rarely","1985","indirect migration background","(0) in school","1","","",""
"Rarely","1985","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1985","indirect migration background","(1b) general elementary school","1","","",""
"Rarely","1985","indirect migration background","(1c) basic vocational qualification","3","","",""
"Rarely","1985","indirect migration background","(2b) intermediate general qualification","2","","",""
"Rarely","1985","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1985","no migration background","(0) in school","105","0.703428731112124","0.630577951043432","0.776279511180817"
"Never","1985","no migration background","(1a) inadequately completed","63","0.889676451703739","0.816284366063398","0.96306853734408"
"Never","1985","no migration background","(1b) general elementary school","1432","0.863325514393829","0.846890006668881","0.879761022118777"
"Never","1985","no migration background","(1c) basic vocational qualification","2307","0.755316060582553","0.740192490387028","0.770439630778077"
"Never","1985","no migration background","(2b) intermediate general qualification","285","0.719178328951418","0.675137883689832","0.763218774213005"
"Never","1985","no migration background","(2a) intermediate vocational","878","0.722955149871435","0.697984995351688","0.747925304391182"
"Never","1985","no migration background","(2c_gen) general maturity certificate","184","0.691187315474372","0.634921624829083","0.74745300611966"
"Never","1985","no migration background","(2c_voc) vocational maturity certificate","204","0.720390813867622","0.668557181045668","0.772224446689577"
"Never","1985","no migration background","(3a) lower tertiary education","142","0.639441484228003","0.576420679837683","0.702462288618322"
"Never","1985","no migration background","(3b) higher tertiary education","252","0.627191748448957","0.580442987329858","0.673940509568056"
"Never","1985","direct migration background","(0) in school","19","","",""
"Never","1985","direct migration background","(1a) inadequately completed","794","0.933533680433292","0.916607762176301","0.950459598690283"
"Never","1985","direct migration background","(1b) general elementary school","796","0.914636203745546","0.896047492436877","0.933224915054215"
"Never","1985","direct migration background","(1c) basic vocational qualification","560","0.86390653744818","0.837258112494345","0.890554962402016"
"Never","1985","direct migration background","(2b) intermediate general qualification","37","0.627851590226155","0.495188659885556","0.760514520566754"
"Never","1985","direct migration background","(2a) intermediate vocational","65","0.781016653897289","0.69204641925977","0.869986888534809"
"Never","1985","direct migration background","(2c_gen) general maturity certificate","99","0.827646110895846","0.758008838441009","0.897283383350683"
"Never","1985","direct migration background","(2c_voc) vocational maturity certificate","95","0.795375670972479","0.72258564525037","0.868165696694587"
"Never","1985","direct migration background","(3a) lower tertiary education","17","","",""
"Never","1985","direct migration background","(3b) higher tertiary education","65","0.756525580521562","0.665819303153656","0.847231857889469"
"Never","1985","indirect migration background","(0) in school","7","","",""
"Never","1985","indirect migration background","(1a) inadequately completed","7","","",""
"Never","1985","indirect migration background","(1b) general elementary school","36","0.842156065422941","0.729169102548774","0.955143028297107"
"Never","1985","indirect migration background","(1c) basic vocational qualification","34","0.855517720988974","0.747901445029182","0.963133996948767"
"Never","1985","indirect migration background","(2b) intermediate general qualification","14","","",""
"Never","1985","indirect migration background","(2a) intermediate vocational","11","","",""
"Never","1985","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Never","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1985","indirect migration background","(3a) lower tertiary education","1","","",""
"Never","1985","indirect migration background","(3b) higher tertiary education","2","","",""
"Daily","1986","no migration background","(0) in school","","","",""
"Daily","1986","no migration background","(1a) inadequately completed","","","",""
"Daily","1986","no migration background","(1b) general elementary school","","","",""
"Daily","1986","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1986","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1986","no migration background","(2a) intermediate vocational","","","",""
"Daily","1986","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1986","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","no migration background","(3a) lower tertiary education","","","",""
"Daily","1986","no migration background","(3b) higher tertiary education","","","",""
"Daily","1986","direct migration background","(0) in school","","","",""
"Daily","1986","direct migration background","(1a) inadequately completed","","","",""
"Daily","1986","direct migration background","(1b) general elementary school","","","",""
"Daily","1986","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1986","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1986","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1986","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1986","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1986","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1986","indirect migration background","(0) in school","","","",""
"Daily","1986","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1986","indirect migration background","(1b) general elementary school","","","",""
"Daily","1986","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1986","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1986","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","no migration background","(0) in school","13","","",""
"Min 1x per week","1986","no migration background","(1a) inadequately completed","1","","",""
"Min 1x per week","1986","no migration background","(1b) general elementary school","63","0.041780220917953","0.0318064066211548","0.0517540352147512"
"Min 1x per week","1986","no migration background","(1c) basic vocational qualification","270","0.0894161045400062","0.0790576093939009","0.0997745996861115"
"Min 1x per week","1986","no migration background","(2b) intermediate general qualification","38","0.104832137000429","0.0740722267574337","0.135592047243424"
"Min 1x per week","1986","no migration background","(2a) intermediate vocational","115","0.09261866304278","0.0762641118333731","0.108973214252187"
"Min 1x per week","1986","no migration background","(2c_gen) general maturity certificate","34","0.121050531134333","0.0831809096119242","0.158920152656742"
"Min 1x per week","1986","no migration background","(2c_voc) vocational maturity certificate","29","","",""
"Min 1x per week","1986","no migration background","(3a) lower tertiary education","26","","",""
"Min 1x per week","1986","no migration background","(3b) higher tertiary education","58","0.142183005479213","0.108253927767027","0.176112083191399"
"Min 1x per week","1986","direct migration background","(0) in school","4","","",""
"Min 1x per week","1986","direct migration background","(1a) inadequately completed","19","","",""
"Min 1x per week","1986","direct migration background","(1b) general elementary school","16","","",""
"Min 1x per week","1986","direct migration background","(1c) basic vocational qualification","27","","",""
"Min 1x per week","1986","direct migration background","(2b) intermediate general qualification","8","","",""
"Min 1x per week","1986","direct migration background","(2a) intermediate vocational","7","","",""
"Min 1x per week","1986","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Min 1x per week","1986","direct migration background","(2c_voc) vocational maturity certificate","14","","",""
"Min 1x per week","1986","direct migration background","(3a) lower tertiary education","2","","",""
"Min 1x per week","1986","direct migration background","(3b) higher tertiary education","9","","",""
"Min 1x per week","1986","indirect migration background","(0) in school","2","","",""
"Min 1x per week","1986","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1986","indirect migration background","(1b) general elementary school","2","","",""
"Min 1x per week","1986","indirect migration background","(1c) basic vocational qualification","3","","",""
"Min 1x per week","1986","indirect migration background","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1986","indirect migration background","(2a) intermediate vocational","1","","",""
"Min 1x per week","1986","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1986","no migration background","(0) in school","6","","",""
"Min 1x per month","1986","no migration background","(1a) inadequately completed","3","","",""
"Min 1x per month","1986","no migration background","(1b) general elementary school","74","0.0482689031909387","0.0375848955164557","0.0589529108654217"
"Min 1x per month","1986","no migration background","(1c) basic vocational qualification","232","0.0757416001085057","0.0661367022132218","0.0853464980037896"
"Min 1x per month","1986","no migration background","(2b) intermediate general qualification","13","","",""
"Min 1x per month","1986","no migration background","(2a) intermediate vocational","95","0.0735007366492955","0.0587788713067498","0.0882226019918412"
"Min 1x per month","1986","no migration background","(2c_gen) general maturity certificate","23","","",""
"Min 1x per month","1986","no migration background","(2c_voc) vocational maturity certificate","21","","",""
"Min 1x per month","1986","no migration background","(3a) lower tertiary education","24","","",""
"Min 1x per month","1986","no migration background","(3b) higher tertiary education","42","0.100662029212204","0.0714309269743165","0.129893131450092"
"Min 1x per month","1986","direct migration background","(0) in school","1","","",""
"Min 1x per month","1986","direct migration background","(1a) inadequately completed","9","","",""
"Min 1x per month","1986","direct migration background","(1b) general elementary school","19","","",""
"Min 1x per month","1986","direct migration background","(1c) basic vocational qualification","23","","",""
"Min 1x per month","1986","direct migration background","(2b) intermediate general qualification","4","","",""
"Min 1x per month","1986","direct migration background","(2a) intermediate vocational","5","","",""
"Min 1x per month","1986","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1986","direct migration background","(2c_voc) vocational maturity certificate","2","","",""
"Min 1x per month","1986","direct migration background","(3a) lower tertiary education","2","","",""
"Min 1x per month","1986","direct migration background","(3b) higher tertiary education","6","","",""
"Min 1x per month","1986","indirect migration background","(0) in school","1","","",""
"Min 1x per month","1986","indirect migration background","(1a) inadequately completed","1","","",""
"Min 1x per month","1986","indirect migration background","(1b) general elementary school","1","","",""
"Min 1x per month","1986","indirect migration background","(1c) basic vocational qualification","3","","",""
"Min 1x per month","1986","indirect migration background","(2b) intermediate general qualification","1","","",""
"Min 1x per month","1986","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1986","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1986","no migration background","(0) in school","6","","",""
"Rarely","1986","no migration background","(1a) inadequately completed","2","","",""
"Rarely","1986","no migration background","(1b) general elementary school","94","0.0564336955752554","0.0449310217877269","0.0679363693627839"
"Rarely","1986","no migration background","(1c) basic vocational qualification","246","0.0793325131644975","0.0695216815720012","0.0891433447569938"
"Rarely","1986","no migration background","(2b) intermediate general qualification","46","0.106905805563409","0.0758791559282246","0.137932455198594"
"Rarely","1986","no migration background","(2a) intermediate vocational","112","0.0842177029954223","0.0685504710151016","0.0998849349757431"
"Rarely","1986","no migration background","(2c_gen) general maturity certificate","30","0.10930067250568","0.0730761524401218","0.145525192571238"
"Rarely","1986","no migration background","(2c_voc) vocational maturity certificate","31","0.105550263950423","0.0700640653225872","0.141036462578258"
"Rarely","1986","no migration background","(3a) lower tertiary education","23","","",""
"Rarely","1986","no migration background","(3b) higher tertiary education","46","0.118223115255763","0.0868555044438052","0.149590726067721"
"Rarely","1986","direct migration background","(0) in school","2","","",""
"Rarely","1986","direct migration background","(1a) inadequately completed","22","","",""
"Rarely","1986","direct migration background","(1b) general elementary school","37","0.0456680426418623","0.0316992014624855","0.059636883821239"
"Rarely","1986","direct migration background","(1c) basic vocational qualification","20","","",""
"Rarely","1986","direct migration background","(2b) intermediate general qualification","4","","",""
"Rarely","1986","direct migration background","(2a) intermediate vocational","6","","",""
"Rarely","1986","direct migration background","(2c_gen) general maturity certificate","5","","",""
"Rarely","1986","direct migration background","(2c_voc) vocational maturity certificate","9","","",""
"Rarely","1986","direct migration background","(3a) lower tertiary education","1","","",""
"Rarely","1986","direct migration background","(3b) higher tertiary education","7","","",""
"Rarely","1986","indirect migration background","(0) in school","1","","",""
"Rarely","1986","indirect migration background","(1a) inadequately completed","1","","",""
"Rarely","1986","indirect migration background","(1b) general elementary school","1","","",""
"Rarely","1986","indirect migration background","(1c) basic vocational qualification","4","","",""
"Rarely","1986","indirect migration background","(2b) intermediate general qualification","1","","",""
"Rarely","1986","indirect migration background","(2a) intermediate vocational","1","","",""
"Rarely","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Rarely","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1986","no migration background","(0) in school","120","0.839821777562094","0.780123831273252","0.899519723850936"
"Never","1986","no migration background","(1a) inadequately completed","64","0.924310255850502","0.862348106308772","0.986272405392232"
"Never","1986","no migration background","(1b) general elementary school","1315","0.853517180315853","0.83589162432455","0.871142736307156"
"Never","1986","no migration background","(1c) basic vocational qualification","2167","0.755509782186991","0.739907806344141","0.77111175802984"
"Never","1986","no migration background","(2b) intermediate general qualification","284","0.753890308420417","0.710638522830019","0.797142094010816"
"Never","1986","no migration background","(2a) intermediate vocational","885","0.749662897312502","0.725223523438527","0.774102271186477"
"Never","1986","no migration background","(2c_gen) general maturity certificate","198","0.685543537508328","0.631639233391278","0.739447841625377"
"Never","1986","no migration background","(2c_voc) vocational maturity certificate","207","0.717545490160086","0.665551778258734","0.769539202061437"
"Never","1986","no migration background","(3a) lower tertiary education","149","0.685708593783023","0.624641443632777","0.746775743933269"
"Never","1986","no migration background","(3b) higher tertiary education","261","0.638931850052819","0.592268840471218","0.685594859634421"
"Never","1986","direct migration background","(0) in school","23","","",""
"Never","1986","direct migration background","(1a) inadequately completed","714","0.938497616944413","0.921461760539158","0.955533473349668"
"Never","1986","direct migration background","(1b) general elementary school","786","0.904009804874662","0.884298995640003","0.923720614109321"
"Never","1986","direct migration background","(1c) basic vocational qualification","553","0.863767990123665","0.836831425765623","0.890704554481707"
"Never","1986","direct migration background","(2b) intermediate general qualification","46","0.646887023086724","0.527920901089023","0.765853145084425"
"Never","1986","direct migration background","(2a) intermediate vocational","64","0.789622952471069","0.701406370909664","0.877839534032474"
"Never","1986","direct migration background","(2c_gen) general maturity certificate","94","0.853129579558967","0.786677356971747","0.919581802146186"
"Never","1986","direct migration background","(2c_voc) vocational maturity certificate","95","0.813185156180595","0.743449020201754","0.882921292159436"
"Never","1986","direct migration background","(3a) lower tertiary education","17","","",""
"Never","1986","direct migration background","(3b) higher tertiary education","65","0.772152064855378","0.684014218999383","0.860289910711373"
"Never","1986","indirect migration background","(0) in school","7","","",""
"Never","1986","indirect migration background","(1a) inadequately completed","7","","",""
"Never","1986","indirect migration background","(1b) general elementary school","39","0.857947269362625","0.75360291537418","0.96229162335107"
"Never","1986","indirect migration background","(1c) basic vocational qualification","33","0.783739603697171","0.660687722654707","0.906791484739635"
"Never","1986","indirect migration background","(2b) intermediate general qualification","13","","",""
"Never","1986","indirect migration background","(2a) intermediate vocational","13","","",""
"Never","1986","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Never","1986","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Never","1986","indirect migration background","(3a) lower tertiary education","1","","",""
"Never","1986","indirect migration background","(3b) higher tertiary education","3","","",""
"Daily","1987","no migration background","(0) in school","","","",""
"Daily","1987","no migration background","(1a) inadequately completed","","","",""
"Daily","1987","no migration background","(1b) general elementary school","","","",""
"Daily","1987","no migration background","(1c) basic vocational qualification","","","",""
"Daily","1987","no migration background","(2b) intermediate general qualification","","","",""
"Daily","1987","no migration background","(2a) intermediate vocational","","","",""
"Daily","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","no migration background","(3a) lower tertiary education","","","",""
"Daily","1987","no migration background","(3b) higher tertiary education","","","",""
"Daily","1987","direct migration background","(0) in school","","","",""
"Daily","1987","direct migration background","(1a) inadequately completed","","","",""
"Daily","1987","direct migration background","(1b) general elementary school","","","",""
"Daily","1987","direct migration background","(1c) basic vocational qualification","","","",""
"Daily","1987","direct migration background","(2b) intermediate general qualification","","","",""
"Daily","1987","direct migration background","(2a) intermediate vocational","","","",""
"Daily","1987","direct migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1987","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","direct migration background","(3a) lower tertiary education","","","",""
"Daily","1987","direct migration background","(3b) higher tertiary education","","","",""
"Daily","1987","indirect migration background","(0) in school","","","",""
"Daily","1987","indirect migration background","(1a) inadequately completed","","","",""
"Daily","1987","indirect migration background","(1b) general elementary school","","","",""
"Daily","1987","indirect migration background","(1c) basic vocational qualification","","","",""
"Daily","1987","indirect migration background","(2b) intermediate general qualification","","","",""
"Daily","1987","indirect migration background","(2a) intermediate vocational","","","",""
"Daily","1987","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Daily","1987","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Daily","1987","indirect migration background","(3a) lower tertiary education","","","",""
"Daily","1987","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","no migration background","(0) in school","","","",""
"Min 1x per week","1987","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1987","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1987","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","direct migration background","(0) in school","","","",""
"Min 1x per week","1987","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1987","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1987","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","indirect migration background","(0) in school","","","",""
"Min 1x per week","1987","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1987","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1987","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","no migration background","(0) in school","","","",""
"Min 1x per month","1987","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1987","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1987","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","no migration background","(2a) intermediate vocational","","","",""
