"plh0206i03","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2006","16-34 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2006","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2006","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","direct migration background","","","","","3"
"4 on scale 1-7","2006","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2006","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2006","16-34 y.","direct migration background","","","","","4"
"4 on scale 1-7","2006","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2006","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2006","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2006","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2006","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2006","35-65 y.","direct migration background","","","","","4"
"5 on scale 1-7","2006","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2006","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2006","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2006","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2006","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2006","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2006","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2006","16-34 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2006","35-65 y.","no migration background","","","","","5"
"6 on scale 1-7","2006","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2006","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2006","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2006","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2006","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2006","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2006","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2006","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2006","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2006","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2006","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2006","66 and older","no migration background","","","","","7"
"7 Strongly agree","2006","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2006","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2006","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2006","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2006","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2006","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2007","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2007","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2007","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2007","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2007","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2007","16-34 y.","no migration background","","","","","1"
"1 Strongly disagree","2007","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2007","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2007","35-65 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2007","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2007","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","no migration background","","","","","2"
"3 on scale 1-7 ","2007","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","indirect migration background","","","","","3"
"4 on scale 1-7","2007","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2007","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2007","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2007","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2007","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2007","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2007","16-34 y.","direct migration background","","","","","4"
"4 on scale 1-7","2007","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2007","35-65 y.","no migration background","","","","","4"
"5 on scale 1-7","2007","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2007","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2007","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2007","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2007","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2007","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2007","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2007","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2007","16-34 y.","indirect migration background","","","","","5"
"6 on scale 1-7","2007","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2007","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2007","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2007","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2007","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2007","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2007","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2007","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2007","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2007","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2007","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2007","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2007","66 and older","no migration background","","","","","7"
"7 Strongly agree","2007","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2007","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2007","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2007","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2007","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2008","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2008","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2008","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2008","35-65 y.","no migration background","","","","","1"
"1 Strongly disagree","2008","16-34 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","","","3"
"4 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2008","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2008","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2008","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","direct migration background","","","","","4"
"4 on scale 1-7","2008","16-34 y.","no migration background","","","","","4"
"5 on scale 1-7","2008","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2008","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2008","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2008","35-65 y.","direct migration background","","","","","5"
"6 on scale 1-7","2008","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2008","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2008","16-34 y.","no migration background","","","","","6"
"6 on scale 1-7","2008","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2008","35-65 y.","no migration background","","","","","6"
"7 Strongly agree","2008","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2008","66 and older","no migration background","","","","","7"
"7 Strongly agree","2008","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2008","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2008","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2009","35-65 y.","direct migration background","","","","","1"
"1 Strongly disagree","2009","35-65 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","no migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","direct migration background","","","","","1"
"1 Strongly disagree","2009","66 and older","indirect migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","no migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","direct migration background","","","","","1"
"1 Strongly disagree","2009","16-34 y.","indirect migration background","","","","","1"
"1 Strongly disagree","2009","35-65 y.","no migration background","","","","","1"
"2 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","no migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","direct migration background","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","no migration background","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","no migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","66 and older","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","no migration background","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","","","3"
"4 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2009","35-65 y.","direct migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","4"
"4 on scale 1-7","2009","35-65 y.","no migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","no migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","direct migration background","","","","","4"
"4 on scale 1-7","2009","66 and older","indirect migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","no migration background","","","","","4"
"4 on scale 1-7","2009","16-34 y.","direct migration background","","","","","4"
"5 on scale 1-7","2009","66 and older","no migration background","","","","","5"
"5 on scale 1-7","2009","66 and older","direct migration background","","","","","5"
"5 on scale 1-7","2009","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","no migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","direct migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","direct migration background","","","","","5"
"5 on scale 1-7","2009","35-65 y.","no migration background","","","","","5"
"5 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","5"
"6 on scale 1-7","2009","66 and older","direct migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2009","66 and older","no migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","direct migration background","","","","","6"
"6 on scale 1-7","2009","66 and older","indirect migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","direct migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","indirect migration background","","","","","6"
"6 on scale 1-7","2009","35-65 y.","no migration background","","","","","6"
"6 on scale 1-7","2009","16-34 y.","no migration background","","","","","6"
"7 Strongly agree","2009","35-65 y.","indirect migration background","","","","","7"
"7 Strongly agree","2009","66 and older","no migration background","","","","","7"
"7 Strongly agree","2009","66 and older","direct migration background","","","","","7"
"7 Strongly agree","2009","66 and older","indirect migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","no migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","direct migration background","","","","","7"
"7 Strongly agree","2009","16-34 y.","indirect migration background","","","","","7"
"7 Strongly agree","2009","35-65 y.","no migration background","","","","","7"
"7 Strongly agree","2009","35-65 y.","direct migration background","","","","","7"
"1 Strongly disagree","2010","35-65 y.","direct migration background","221","0.236258105911055","0.208628681813014","0.263887530009095","1"
"1 Strongly disagree","2010","35-65 y.","indirect migration background","41","0.19551884858494","0.141095500037954","0.249942197131926","1"
"1 Strongly disagree","2010","66 and older","no migration background","1098","0.307017247410862","0.292156825217","0.321877669604724","1"
"1 Strongly disagree","2010","66 and older","direct migration background","93","0.307143230227945","0.255790983395137","0.358495477060752","1"
"1 Strongly disagree","2010","66 and older","indirect migration background","2","","","","1"
"1 Strongly disagree","2010","16-34 y.","direct migration background","65","0.296106910849363","0.238347854056545","0.353865967642182","1"
"1 Strongly disagree","2010","16-34 y.","no migration background","530","0.181705763837192","0.167630230240684","0.1957812974337","1"
"1 Strongly disagree","2010","16-34 y.","indirect migration background","92","0.175623367512047","0.140230920332563","0.211015814691531","1"
"1 Strongly disagree","2010","35-65 y.","no migration background","1772","0.222435161116399","0.213285241310297","0.2315850809225","1"
"2 on scale 1-7 ","2010","35-65 y.","indirect migration background","56","0.240270104975604","0.181641105293998","0.298899104657209","2"
"2 on scale 1-7 ","2010","66 and older","no migration background","888","0.238563189575228","0.224832030485922","0.252294348664534","2"
"2 on scale 1-7 ","2010","66 and older","direct migration background","79","0.235250880101888","0.188034535103119","0.282467225100658","2"
"2 on scale 1-7 ","2010","16-34 y.","no migration background","757","0.250663326475632","0.234843210489224","0.266483442462041","2"
"2 on scale 1-7 ","2010","35-65 y.","direct migration background","214","0.187521423373347","0.16213295092759","0.212909895819105","2"
"2 on scale 1-7 ","2010","66 and older","indirect migration background","","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","indirect migration background","90","0.171703415427688","0.136625077444458","0.206781753410917","2"
"2 on scale 1-7 ","2010","35-65 y.","no migration background","1998","0.233684791983817","0.224374437673737","0.242995146293896","2"
"2 on scale 1-7 ","2010","16-34 y.","direct migration background","50","0.137908336063884","0.0942854442344658","0.181531227893303","2"
"3 on scale 1-7 ","2010","66 and older","indirect migration background","2","","","","3"
"3 on scale 1-7 ","2010","35-65 y.","indirect migration background","42","0.281185932799945","0.219492620772839","0.342879244827052","3"
"3 on scale 1-7 ","2010","66 and older","no migration background","640","0.164327669812594","0.152388835963835","0.176266503661354","3"
"3 on scale 1-7 ","2010","66 and older","direct migration background","48","0.153497113832003","0.113370586829023","0.193623640834982","3"
"3 on scale 1-7 ","2010","16-34 y.","no migration background","648","0.239893016019653","0.224305678712014","0.255480353327292","3"
"3 on scale 1-7 ","2010","16-34 y.","direct migration background","48","0.170514792385442","0.12293442147451","0.218095163296374","3"
"3 on scale 1-7 ","2010","35-65 y.","direct migration background","178","0.185189165375163","0.159922882646873","0.210455448103452","3"
"3 on scale 1-7 ","2010","16-34 y.","indirect migration background","84","0.260076742596636","0.219272933813724","0.300880551379548","3"
"3 on scale 1-7 ","2010","35-65 y.","no migration background","1546","0.194910230731772","0.186194842592171","0.203625618871374","3"
"4 on scale 1-7","2010","35-65 y.","indirect migration background","37","0.156796064284342","0.106899930160456","0.206692198408227","4"
"4 on scale 1-7","2010","66 and older","no migration background","528","0.140048616371042","0.128868021540395","0.151229211201689","4"
"4 on scale 1-7","2010","35-65 y.","direct migration background","142","0.17235024970213","0.147784251291317","0.196916248112943","4"
"4 on scale 1-7","2010","35-65 y.","no migration background","1369","0.182942117010926","0.174436016231523","0.191448217790329","4"
"4 on scale 1-7","2010","66 and older","direct migration background","41","0.149684203680814","0.109970046233155","0.189398361128474","4"
"4 on scale 1-7","2010","66 and older","indirect migration background","2","","","","4"
"4 on scale 1-7","2010","16-34 y.","no migration background","496","0.175116193564562","0.161242716738603","0.188989670390521","4"
"4 on scale 1-7","2010","16-34 y.","indirect migration background","77","0.164605077861713","0.130112620525388","0.199097535198038","4"
"4 on scale 1-7","2010","16-34 y.","direct migration background","36","0.196970072036528","0.146653799865809","0.247286344207248","4"
"5 on scale 1-7","2010","35-65 y.","indirect migration background","17","","","","5"
"5 on scale 1-7","2010","66 and older","no migration background","298","0.079591046887739","0.0708711555242318","0.0883109382512463","5"
"5 on scale 1-7","2010","66 and older","direct migration background","25","","","","5"
"5 on scale 1-7","2010","66 and older","indirect migration background","","","","","5"
"5 on scale 1-7","2010","16-34 y.","no migration background","261","0.0879600290175041","0.0776211039472907","0.0982989540877175","5"
"5 on scale 1-7","2010","16-34 y.","direct migration background","24","","","","5"
