"plh0206i03","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Thuringia","direct migration background","4","","",""
"1 Strongly disagree","2005","Thuringia","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","no migration background","131","0.205143693032639","0.171639096798504","0.238648289266774"
"2 on scale 1-7 ","2005","Schleswig-Holstein","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Hamburg","no migration background","86","0.310210756731016","0.254091168897679","0.366330344564352"
"2 on scale 1-7 ","2005","Hamburg","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Hamburg","indirect migration background","4","","",""
"2 on scale 1-7 ","2005","Lower Saxony","no migration background","371","0.229115565373636","0.208084690139833","0.250146440607438"
"2 on scale 1-7 ","2005","Lower Saxony","direct migration background","53","0.233302657723942","0.17424356106168","0.292361754386204"
"2 on scale 1-7 ","2005","Lower Saxony","indirect migration background","12","","",""
"2 on scale 1-7 ","2005","Bremen","no migration background","22","","",""
"2 on scale 1-7 ","2005","Bremen","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Bremen","indirect migration background","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","no migration background","860","0.237553845614403","0.223340309365139","0.251767381863667"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","direct migration background","111","0.136141381520796","0.109572423908688","0.162710339132904"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","indirect migration background","44","0.191418349540855","0.141436383296266","0.241400315785443"
"2 on scale 1-7 ","2005","Hesse","no migration background","270","0.235976166558164","0.210640934138698","0.26131139897763"
"2 on scale 1-7 ","2005","Hesse","direct migration background","38","0.190268208527254","0.137923242126714","0.242613174927793"
"2 on scale 1-7 ","2005","Hesse","indirect migration background","14","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no migration background","237","0.252370351223663","0.225515207304334","0.279225495142991"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","direct migration background","30","0.147487212667014","0.0956860540604252","0.199288371273602"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","no migration background","500","0.25948626248847","0.239064877019414","0.279907647957526"
"2 on scale 1-7 ","2005","Baden-Württemberg","direct migration background","122","0.230017804671298","0.194522387916574","0.265513221426022"
"2 on scale 1-7 ","2005","Baden-Württemberg","indirect migration background","58","0.316753117820468","0.253982537778062","0.379523697862874"
"2 on scale 1-7 ","2005","Bavaria","no migration background","531","0.202373345480761","0.186412191442997","0.218334499518525"
"2 on scale 1-7 ","2005","Bavaria","direct migration background","52","0.166870151989941","0.127061376561127","0.206678927418755"
"2 on scale 1-7 ","2005","Bavaria","indirect migration background","26","","",""
"2 on scale 1-7 ","2005","Berlin","no migration background","194","0.261751863943232","0.228366428313998","0.295137299572467"
"2 on scale 1-7 ","2005","Berlin","direct migration background","14","","",""
"2 on scale 1-7 ","2005","Berlin","indirect migration background","12","","",""
"2 on scale 1-7 ","2005","Brandenburg","no migration background","203","0.230319781142247","0.202342259080843","0.25829730320365"
"2 on scale 1-7 ","2005","Brandenburg","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Brandenburg","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","no migration background","119","0.221986330179965","0.185038691658697","0.258933968701232"
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"2 on scale 1-7 ","2005","Saxony","no migration background","359","0.222178479635396","0.201049254070149","0.243307705200642"
"2 on scale 1-7 ","2005","Saxony","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Saxony","indirect migration background","1","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","no migration background","216","0.238403176506469","0.210007081657969","0.26679927135497"
"2 on scale 1-7 ","2005","Saxony-Anhalt","direct migration background","2","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","indirect migration background","2","","",""
"2 on scale 1-7 ","2005","Thuringia","no migration background","203","0.198324424119797","0.171813453405915","0.224835394833678"
"2 on scale 1-7 ","2005","Thuringia","direct migration background","6","","",""
"2 on scale 1-7 ","2005","Thuringia","indirect migration background","2","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","no migration background","96","0.172384642435885","0.141044963118433","0.203724321753337"
"3 on scale 1-7 ","2005","Schleswig-Holstein","direct migration background","11","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","Hamburg","no migration background","48","0.196091728571623","0.14792349464062","0.244259962502626"
"3 on scale 1-7 ","2005","Hamburg","direct migration background","5","","",""
"3 on scale 1-7 ","2005","Hamburg","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","Lower Saxony","no migration background","295","0.180686215149895","0.161432122710681","0.199940307589109"
"3 on scale 1-7 ","2005","Lower Saxony","direct migration background","26","","",""
"3 on scale 1-7 ","2005","Lower Saxony","indirect migration background","12","","",""
"3 on scale 1-7 ","2005","Bremen","no migration background","17","","",""
"3 on scale 1-7 ","2005","Bremen","direct migration background","1","","",""
"3 on scale 1-7 ","2005","Bremen","indirect migration background","3","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","no migration background","610","0.174342206563013","0.161671004074488","0.187013409051539"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","direct migration background","101","0.164206638748349","0.135505249521987","0.19290802797471"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","indirect migration background","46","0.16745961504022","0.120022604573904","0.214896625506537"
"3 on scale 1-7 ","2005","Hesse","no migration background","214","0.197542135328812","0.173785859476347","0.221298411181276"
"3 on scale 1-7 ","2005","Hesse","direct migration background","31","0.13472781963915","0.0891948236992909","0.180260815579008"
"3 on scale 1-7 ","2005","Hesse","indirect migration background","11","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no migration background","176","0.169751109988373","0.146541089525126","0.19296113045162"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","direct migration background","33","0.244017759815021","0.181272871171","0.306762648459041"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","indirect migration background","11","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","no migration background","349","0.202237413348329","0.183525032787888","0.220949793908771"
"3 on scale 1-7 ","2005","Baden-Württemberg","direct migration background","94","0.212047201236633","0.177571144664937","0.246523257808329"
"3 on scale 1-7 ","2005","Baden-Württemberg","indirect migration background","31","0.120821061180421","0.0768449497720363","0.164797172588806"
"3 on scale 1-7 ","2005","Bavaria","no migration background","457","0.178934795095602","0.163707455679697","0.194162134511506"
"3 on scale 1-7 ","2005","Bavaria","direct migration background","45","0.151620886871089","0.113328922974189","0.189912850767989"
"3 on scale 1-7 ","2005","Bavaria","indirect migration background","20","","",""
"3 on scale 1-7 ","2005","Berlin","no migration background","110","0.16075387973468","0.132858236558288","0.188649522911071"
"3 on scale 1-7 ","2005","Berlin","direct migration background","9","","",""
"3 on scale 1-7 ","2005","Berlin","indirect migration background","5","","",""
"3 on scale 1-7 ","2005","Brandenburg","no migration background","157","0.19475170263184","0.168437270403689","0.22106613485999"
"3 on scale 1-7 ","2005","Brandenburg","direct migration background","1","","",""
"3 on scale 1-7 ","2005","Brandenburg","indirect migration background","2","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","no migration background","85","0.162239181054663","0.129462282901934","0.195016079207392"
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"3 on scale 1-7 ","2005","Saxony","no migration background","283","0.189044223056311","0.169143314785117","0.208945131327504"
"3 on scale 1-7 ","2005","Saxony","direct migration background","8","","",""
"3 on scale 1-7 ","2005","Saxony","indirect migration background","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","no migration background","154","0.178455145363306","0.152938697604202","0.20397159312241"
"3 on scale 1-7 ","2005","Saxony-Anhalt","direct migration background","4","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","indirect migration background","1","","",""
"3 on scale 1-7 ","2005","Thuringia","no migration background","182","0.187597804097358","0.161641812651871","0.213553795542845"
"3 on scale 1-7 ","2005","Thuringia","direct migration background","2","","",""
"3 on scale 1-7 ","2005","Thuringia","indirect migration background","1","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","no migration background","93","0.194654752154064","0.161803301863171","0.227506202444956"
"4 on scale 1-7","2005","Schleswig-Holstein","direct migration background","12","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","","","",""
"4 on scale 1-7","2005","Hamburg","no migration background","35","0.129531386884407","0.088794118599343","0.17026865516947"
"4 on scale 1-7","2005","Hamburg","direct migration background","4","","",""
"4 on scale 1-7","2005","Hamburg","indirect migration background","1","","",""
"4 on scale 1-7","2005","Lower Saxony","no migration background","244","0.157004354791194","0.138798799665442","0.175209909916947"
"4 on scale 1-7","2005","Lower Saxony","direct migration background","33","0.158821558835049","0.107781193789951","0.209861923880147"
"4 on scale 1-7","2005","Lower Saxony","indirect migration background","8","","",""
"4 on scale 1-7","2005","Bremen","no migration background","23","","",""
"4 on scale 1-7","2005","Bremen","direct migration background","","","",""
"4 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","no migration background","587","0.169791990120326","0.157252826236113","0.18233115400454"
"4 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","99","0.140278893142592","0.113373888963714","0.167183897321471"
"4 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","45","0.181422777232504","0.132463460757686","0.230382093707322"
"4 on scale 1-7","2005","Hesse","no migration background","181","0.16831465420313","0.14599035379788","0.190638954608379"
"4 on scale 1-7","2005","Hesse","direct migration background","37","0.158004255369677","0.109362352574378","0.206646158164977"
"4 on scale 1-7","2005","Hesse","indirect migration background","8","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","143","0.14882982849519","0.12682498679437","0.17083467019601"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","24","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","6","","",""
"4 on scale 1-7","2005","Baden-Württemberg","no migration background","299","0.171616694628734","0.154051341169063","0.189182048088406"
"4 on scale 1-7","2005","Baden-Württemberg","direct migration background","86","0.160776344718756","0.129794937161803","0.191757752275709"
"4 on scale 1-7","2005","Baden-Württemberg","indirect migration background","32","0.122252724365764","0.0780528656159346","0.166452583115594"
"4 on scale 1-7","2005","Bavaria","no migration background","438","0.180610713260019","0.165327851011584","0.195893575508454"
"4 on scale 1-7","2005","Bavaria","direct migration background","84","0.215891066863083","0.171963345326357","0.259818788399809"
"4 on scale 1-7","2005","Bavaria","indirect migration background","31","0.319129215206791","0.237084071441305","0.401174358972276"
"4 on scale 1-7","2005","Berlin","no migration background","114","0.173392859037308","0.144640322986788","0.202145395087827"
"4 on scale 1-7","2005","Berlin","direct migration background","6","","",""
"4 on scale 1-7","2005","Berlin","indirect migration background","7","","",""
"4 on scale 1-7","2005","Brandenburg","no migration background","151","0.179840665990729","0.154320615356896","0.205360716624562"
"4 on scale 1-7","2005","Brandenburg","direct migration background","2","","",""
"4 on scale 1-7","2005","Brandenburg","indirect migration background","1","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","77","0.165102576702646","0.132094255074445","0.198110898330847"
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"4 on scale 1-7","2005","Saxony","no migration background","231","0.171679827594126","0.152512950410236","0.190846704778015"
"4 on scale 1-7","2005","Saxony","direct migration background","2","","",""
"4 on scale 1-7","2005","Saxony","indirect migration background","3","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","no migration background","139","0.147538430527807","0.123904822867257","0.171172038188356"
"4 on scale 1-7","2005","Saxony-Anhalt","direct migration background","2","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","","","",""
"4 on scale 1-7","2005","Thuringia","no migration background","177","0.206068571655517","0.179175799011116","0.232961344299917"
"4 on scale 1-7","2005","Thuringia","direct migration background","3","","",""
"4 on scale 1-7","2005","Thuringia","indirect migration background","3","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","no migration background","31","0.0722030557269025","0.0507279530284863","0.0936781584253187"
"5 on scale 1-7","2005","Schleswig-Holstein","direct migration background","3","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","1","","",""
"5 on scale 1-7","2005","Hamburg","no migration background","17","","",""
"5 on scale 1-7","2005","Hamburg","direct migration background","","","",""
"5 on scale 1-7","2005","Hamburg","indirect migration background","","","",""
"5 on scale 1-7","2005","Lower Saxony","no migration background","116","0.071472959439892","0.058581455916898","0.0843644629628859"
"5 on scale 1-7","2005","Lower Saxony","direct migration background","7","","",""
"5 on scale 1-7","2005","Lower Saxony","indirect migration background","5","","",""
"5 on scale 1-7","2005","Bremen","no migration background","7","","",""
"5 on scale 1-7","2005","Bremen","direct migration background","4","","",""
"5 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","no migration background","303","0.0824780361033705","0.0732906089214072","0.0916654632853338"
"5 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","52","0.0898627873172783","0.0677062707230859","0.112019303911471"
"5 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","29","","",""
"5 on scale 1-7","2005","Hesse","no migration background","99","0.0872943098887201","0.070452230285009","0.104136389492431"
"5 on scale 1-7","2005","Hesse","direct migration background","19","","",""
"5 on scale 1-7","2005","Hesse","indirect migration background","9","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","92","0.0818499884602111","0.0649014913594387","0.0987984855609836"
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","20","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"5 on scale 1-7","2005","Baden-Württemberg","no migration background","136","0.0637589825923239","0.0523767887106464","0.0751411764740014"
"5 on scale 1-7","2005","Baden-Württemberg","direct migration background","48","0.0871161407607944","0.0633308596122969","0.110901421909292"
"5 on scale 1-7","2005","Baden-Württemberg","indirect migration background","24","","",""
"5 on scale 1-7","2005","Bavaria","no migration background","270","0.103041657488033","0.0909640653640528","0.115119249612014"
"5 on scale 1-7","2005","Bavaria","direct migration background","41","0.106095701641773","0.0732160242251181","0.138975379058428"
"5 on scale 1-7","2005","Bavaria","indirect migration background","21","","",""
"5 on scale 1-7","2005","Berlin","no migration background","53","0.0775766672115989","0.0572605048318161","0.0978928295913817"
"5 on scale 1-7","2005","Berlin","direct migration background","5","","",""
"5 on scale 1-7","2005","Berlin","indirect migration background","5","","",""
"5 on scale 1-7","2005","Brandenburg","no migration background","85","0.0967065383392008","0.0770670207027244","0.116346055975677"
"5 on scale 1-7","2005","Brandenburg","direct migration background","1","","",""
"5 on scale 1-7","2005","Brandenburg","indirect migration background","1","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","46","0.0883435427567939","0.063112629628995","0.113574455884593"
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","2","","",""
"5 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"5 on scale 1-7","2005","Saxony","no migration background","133","0.09010908327276","0.0755554456429354","0.104662720902585"
"5 on scale 1-7","2005","Saxony","direct migration background","3","","",""
"5 on scale 1-7","2005","Saxony","indirect migration background","","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","no migration background","77","0.0844738457055081","0.0659412373470838","0.103006454063932"
"5 on scale 1-7","2005","Saxony-Anhalt","direct migration background","3","","",""
"5 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","1","","",""
"5 on scale 1-7","2005","Thuringia","no migration background","78","0.101294903805991","0.0812344569376929","0.12135535067429"
"5 on scale 1-7","2005","Thuringia","direct migration background","1","","",""
"5 on scale 1-7","2005","Thuringia","indirect migration background","","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","no migration background","16","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","direct migration background","4","","",""
"6 on scale 1-7","2005","Schleswig-Holstein","indirect migration background","","","",""
"6 on scale 1-7","2005","Hamburg","no migration background","3","","",""
"6 on scale 1-7","2005","Hamburg","direct migration background","","","",""
"6 on scale 1-7","2005","Hamburg","indirect migration background","","","",""
"6 on scale 1-7","2005","Lower Saxony","no migration background","53","0.0400347354386075","0.0302244498118604","0.0498450210653547"
"6 on scale 1-7","2005","Lower Saxony","direct migration background","7","","",""
"6 on scale 1-7","2005","Lower Saxony","indirect migration background","3","","",""
"6 on scale 1-7","2005","Bremen","no migration background","9","","",""
"6 on scale 1-7","2005","Bremen","direct migration background","1","","",""
"6 on scale 1-7","2005","Bremen","indirect migration background","","","",""
"6 on scale 1-7","2005","North Rhine-Westphalia","no migration background","170","0.0490780552914414","0.0418631168942676","0.0562929936886153"
"6 on scale 1-7","2005","North Rhine-Westphalia","direct migration background","24","","",""
"6 on scale 1-7","2005","North Rhine-Westphalia","indirect migration background","14","","",""
"6 on scale 1-7","2005","Hesse","no migration background","41","0.0379664400518517","0.026563090990923","0.0493697891127804"
"6 on scale 1-7","2005","Hesse","direct migration background","12","","",""
"6 on scale 1-7","2005","Hesse","indirect migration background","6","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no migration background","35","0.0357603158017352","0.0242798837232591","0.0472407478802114"
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","direct migration background","10","","",""
"6 on scale 1-7","2005","Rhineland-Palatinate,Saarland","indirect migration background","2","","",""
"6 on scale 1-7","2005","Baden-Württemberg","no migration background","48","0.0311048559363701","0.0230173624368545","0.0391923494358857"
"6 on scale 1-7","2005","Baden-Württemberg","direct migration background","25","","",""
"6 on scale 1-7","2005","Baden-Württemberg","indirect migration background","14","","",""
"6 on scale 1-7","2005","Bavaria","no migration background","110","0.0525357609473658","0.0436724347871633","0.0613990871075683"
"6 on scale 1-7","2005","Bavaria","direct migration background","12","","",""
"6 on scale 1-7","2005","Bavaria","indirect migration background","4","","",""
"6 on scale 1-7","2005","Berlin","no migration background","36","0.066042801480699","0.0471808246508016","0.0849047783105965"
"6 on scale 1-7","2005","Berlin","direct migration background","4","","",""
"6 on scale 1-7","2005","Berlin","indirect migration background","2","","",""
"6 on scale 1-7","2005","Brandenburg","no migration background","37","0.044810189388255","0.0310627537553385","0.0585576250211714"
"6 on scale 1-7","2005","Brandenburg","direct migration background","","","",""
"6 on scale 1-7","2005","Brandenburg","indirect migration background","","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","no migration background","24","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","direct migration background","","","",""
"6 on scale 1-7","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"6 on scale 1-7","2005","Saxony","no migration background","60","0.0425287169177097","0.0322722773471975","0.0527851564882219"
"6 on scale 1-7","2005","Saxony","direct migration background","1","","",""
"6 on scale 1-7","2005","Saxony","indirect migration background","","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","no migration background","31","0.034684094959483","0.0224902701394442","0.0468779197795218"
"6 on scale 1-7","2005","Saxony-Anhalt","direct migration background","1","","",""
"6 on scale 1-7","2005","Saxony-Anhalt","indirect migration background","1","","",""
"6 on scale 1-7","2005","Thuringia","no migration background","34","0.0399739942296853","0.0269492718741822","0.0529987165851884"
"6 on scale 1-7","2005","Thuringia","direct migration background","","","",""
"6 on scale 1-7","2005","Thuringia","indirect migration background","1","","",""
"7 Strongly agree","2005","Schleswig-Holstein","no migration background","13","","",""
"7 Strongly agree","2005","Schleswig-Holstein","direct migration background","2","","",""
"7 Strongly agree","2005","Schleswig-Holstein","indirect migration background","","","",""
"7 Strongly agree","2005","Hamburg","no migration background","8","","",""
"7 Strongly agree","2005","Hamburg","direct migration background","1","","",""
"7 Strongly agree","2005","Hamburg","indirect migration background","","","",""
"7 Strongly agree","2005","Lower Saxony","no migration background","53","0.0312849573020663","0.0225732913041912","0.0399966232999415"
"7 Strongly agree","2005","Lower Saxony","direct migration background","3","","",""
"7 Strongly agree","2005","Lower Saxony","indirect migration background","3","","",""
"7 Strongly agree","2005","Bremen","no migration background","4","","",""
"7 Strongly agree","2005","Bremen","direct migration background","2","","",""
"7 Strongly agree","2005","Bremen","indirect migration background","1","","",""
"7 Strongly agree","2005","North Rhine-Westphalia","no migration background","148","0.0470634499056569","0.0399906659626654","0.0541362338486484"
"7 Strongly agree","2005","North Rhine-Westphalia","direct migration background","48","0.0901027363944924","0.0679195834356594","0.112285889353325"
"7 Strongly agree","2005","North Rhine-Westphalia","indirect migration background","13","","",""
"7 Strongly agree","2005","Hesse","no migration background","35","0.0396394467199495","0.0279976954209773","0.0512811980189217"
"7 Strongly agree","2005","Hesse","direct migration background","7","","",""
"7 Strongly agree","2005","Hesse","indirect migration background","4","","",""
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","no migration background","26","","",""
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","direct migration background","4","","",""
"7 Strongly agree","2005","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"7 Strongly agree","2005","Baden-Württemberg","no migration background","43","0.0276786227119484","0.0200360670077708","0.035321178416126"
"7 Strongly agree","2005","Baden-Württemberg","direct migration background","19","","",""
"7 Strongly agree","2005","Baden-Württemberg","indirect migration background","14","","",""
"7 Strongly agree","2005","Bavaria","no migration background","67","0.0389209748419639","0.0312374728471781","0.0466044768367496"
"7 Strongly agree","2005","Bavaria","direct migration background","10","","",""
"7 Strongly agree","2005","Bavaria","indirect migration background","6","","",""
"7 Strongly agree","2005","Berlin","no migration background","14","","",""
"7 Strongly agree","2005","Berlin","direct migration background","3","","",""
"7 Strongly agree","2005","Berlin","indirect migration background","1","","",""
"7 Strongly agree","2005","Brandenburg","no migration background","27","","",""
"7 Strongly agree","2005","Brandenburg","direct migration background","","","",""
"7 Strongly agree","2005","Brandenburg","indirect migration background","","","",""
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","no migration background","17","","",""
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"7 Strongly agree","2005","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"7 Strongly agree","2005","Saxony","no migration background","34","0.0182942989539074","0.011482824233009","0.0251057736748058"
"7 Strongly agree","2005","Saxony","direct migration background","2","","",""
"7 Strongly agree","2005","Saxony","indirect migration background","1","","",""
"7 Strongly agree","2005","Saxony-Anhalt","no migration background","34","0.0495720921975722","0.0351070984000896","0.0640370859950547"
"7 Strongly agree","2005","Saxony-Anhalt","direct migration background","2","","",""
"7 Strongly agree","2005","Saxony-Anhalt","indirect migration background","","","",""
"7 Strongly agree","2005","Thuringia","no migration background","21","","",""
"7 Strongly agree","2005","Thuringia","direct migration background","","","",""
"7 Strongly agree","2005","Thuringia","indirect migration background","","","",""
"1 Strongly disagree","2006","Schleswig-Holstein","no migration background","","","",""
"1 Strongly disagree","2006","Schleswig-Holstein","direct migration background","","","",""
"1 Strongly disagree","2006","Schleswig-Holstein","indirect migration background","","","",""
"1 Strongly disagree","2006","Hamburg","no migration background","","","",""
"1 Strongly disagree","2006","Hamburg","direct migration background","","","",""
"1 Strongly disagree","2006","Hamburg","indirect migration background","","","",""
"1 Strongly disagree","2006","Lower Saxony","no migration background","","","",""
