"plh0206i03","year","e11102","migback","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2005","Not Employed","direct migration background","160","0.15290613363259","0.130510132697105","0.175302134568076"
"4 on scale 1-7","2005","Not Employed","indirect migration background","52","0.153415527063795","0.111127658392838","0.195703395734752"
"4 on scale 1-7","2005","Employed","no migration background","1876","0.17966660625853","0.172459122997545","0.186874089519515"
"4 on scale 1-7","2005","Employed","direct migration background","238","0.167589748975309","0.147739266270111","0.187440231680507"
"4 on scale 1-7","2005","Employed","indirect migration background","93","0.171380410285749","0.139771468475453","0.202989352096045"
"5 on scale 1-7","2005","Not Employed","no migration background","541","0.0799205772013798","0.0733565468055324","0.0864846075972273"
"5 on scale 1-7","2005","Not Employed","direct migration background","90","0.0929525427030156","0.0748833854618857","0.111021699944146"
"5 on scale 1-7","2005","Not Employed","indirect migration background","37","0.142719482437366","0.101675537388177","0.183763427486555"
"5 on scale 1-7","2005","Employed","no migration background","1002","0.0856464752596039","0.0803927593657124","0.0909001911534954"
"5 on scale 1-7","2005","Employed","direct migration background","119","0.0824418537703317","0.0678244814577528","0.0970592260829106"
"5 on scale 1-7","2005","Employed","indirect migration background","66","0.116747306757396","0.0898122627055999","0.143682350809193"
"6 on scale 1-7","2005","Not Employed","no migration background","247","0.0374331911873415","0.0328383290456953","0.0420280533289877"
"6 on scale 1-7","2005","Not Employed","direct migration background","47","0.0545855521264268","0.0404490414290928","0.0687220628237609"
"6 on scale 1-7","2005","Not Employed","indirect migration background","23","","",""
"6 on scale 1-7","2005","Employed","no migration background","460","0.0463665031048237","0.0424187708948999","0.0503142353147475"
"6 on scale 1-7","2005","Employed","direct migration background","54","0.0291275302302505","0.0201901227128731","0.0380649377476279"
"6 on scale 1-7","2005","Employed","indirect migration background","24","","",""
"7 Strongly agree","2005","Not Employed","no migration background","200","0.0316757496080057","0.0274363683708017","0.0359151308452097"
"7 Strongly agree","2005","Not Employed","direct migration background","44","0.0400691510264481","0.0278647266774792","0.052273575375417"
"7 Strongly agree","2005","Not Employed","indirect migration background","18","","",""
"7 Strongly agree","2005","Employed","no migration background","344","0.0371329791333155","0.0335830652519834","0.0406828930146477"
"7 Strongly agree","2005","Employed","direct migration background","60","0.0477512732016654","0.0364182359826788","0.059084310420652"
"7 Strongly agree","2005","Employed","indirect migration background","25","","",""
"1 Strongly disagree","2006","Not Employed","no migration background","","","",""
"1 Strongly disagree","2006","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2006","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2006","Employed","no migration background","","","",""
"1 Strongly disagree","2006","Employed","direct migration background","","","",""
"1 Strongly disagree","2006","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2006","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2006","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2006","Employed","no migration background","","","",""
"2 on scale 1-7 ","2006","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2006","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2006","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2006","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2006","Employed","no migration background","","","",""
"3 on scale 1-7 ","2006","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2006","Employed","indirect migration background","","","",""
"4 on scale 1-7","2006","Not Employed","no migration background","","","",""
"4 on scale 1-7","2006","Not Employed","direct migration background","","","",""
"4 on scale 1-7","2006","Not Employed","indirect migration background","","","",""
"4 on scale 1-7","2006","Employed","no migration background","","","",""
"4 on scale 1-7","2006","Employed","direct migration background","","","",""
"4 on scale 1-7","2006","Employed","indirect migration background","","","",""
"5 on scale 1-7","2006","Not Employed","no migration background","","","",""
"5 on scale 1-7","2006","Not Employed","direct migration background","","","",""
"5 on scale 1-7","2006","Not Employed","indirect migration background","","","",""
"5 on scale 1-7","2006","Employed","no migration background","","","",""
"5 on scale 1-7","2006","Employed","direct migration background","","","",""
"5 on scale 1-7","2006","Employed","indirect migration background","","","",""
"6 on scale 1-7","2006","Not Employed","no migration background","","","",""
"6 on scale 1-7","2006","Not Employed","direct migration background","","","",""
"6 on scale 1-7","2006","Not Employed","indirect migration background","","","",""
"6 on scale 1-7","2006","Employed","no migration background","","","",""
"6 on scale 1-7","2006","Employed","direct migration background","","","",""
"6 on scale 1-7","2006","Employed","indirect migration background","","","",""
"7 Strongly agree","2006","Not Employed","no migration background","","","",""
"7 Strongly agree","2006","Not Employed","direct migration background","","","",""
"7 Strongly agree","2006","Not Employed","indirect migration background","","","",""
"7 Strongly agree","2006","Employed","no migration background","","","",""
"7 Strongly agree","2006","Employed","direct migration background","","","",""
"7 Strongly agree","2006","Employed","indirect migration background","","","",""
"1 Strongly disagree","2007","Not Employed","no migration background","","","",""
"1 Strongly disagree","2007","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2007","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2007","Employed","no migration background","","","",""
"1 Strongly disagree","2007","Employed","direct migration background","","","",""
"1 Strongly disagree","2007","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2007","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2007","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2007","Employed","no migration background","","","",""
"2 on scale 1-7 ","2007","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2007","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2007","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2007","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2007","Employed","no migration background","","","",""
"3 on scale 1-7 ","2007","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2007","Employed","indirect migration background","","","",""
"4 on scale 1-7","2007","Not Employed","no migration background","","","",""
"4 on scale 1-7","2007","Not Employed","direct migration background","","","",""
"4 on scale 1-7","2007","Not Employed","indirect migration background","","","",""
"4 on scale 1-7","2007","Employed","no migration background","","","",""
"4 on scale 1-7","2007","Employed","direct migration background","","","",""
"4 on scale 1-7","2007","Employed","indirect migration background","","","",""
"5 on scale 1-7","2007","Not Employed","no migration background","","","",""
"5 on scale 1-7","2007","Not Employed","direct migration background","","","",""
"5 on scale 1-7","2007","Not Employed","indirect migration background","","","",""
"5 on scale 1-7","2007","Employed","no migration background","","","",""
"5 on scale 1-7","2007","Employed","direct migration background","","","",""
"5 on scale 1-7","2007","Employed","indirect migration background","","","",""
"6 on scale 1-7","2007","Not Employed","no migration background","","","",""
"6 on scale 1-7","2007","Not Employed","direct migration background","","","",""
"6 on scale 1-7","2007","Not Employed","indirect migration background","","","",""
"6 on scale 1-7","2007","Employed","no migration background","","","",""
"6 on scale 1-7","2007","Employed","direct migration background","","","",""
"6 on scale 1-7","2007","Employed","indirect migration background","","","",""
"7 Strongly agree","2007","Not Employed","no migration background","","","",""
"7 Strongly agree","2007","Not Employed","direct migration background","","","",""
"7 Strongly agree","2007","Not Employed","indirect migration background","","","",""
"7 Strongly agree","2007","Employed","no migration background","","","",""
"7 Strongly agree","2007","Employed","direct migration background","","","",""
"7 Strongly agree","2007","Employed","indirect migration background","","","",""
"1 Strongly disagree","2008","Not Employed","no migration background","","","",""
"1 Strongly disagree","2008","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2008","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2008","Employed","no migration background","","","",""
"1 Strongly disagree","2008","Employed","direct migration background","","","",""
"1 Strongly disagree","2008","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2008","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2008","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2008","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2008","Employed","no migration background","","","",""
"2 on scale 1-7 ","2008","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2008","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2008","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2008","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2008","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2008","Employed","no migration background","","","",""
"3 on scale 1-7 ","2008","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2008","Employed","indirect migration background","","","",""
"4 on scale 1-7","2008","Not Employed","no migration background","","","",""
"4 on scale 1-7","2008","Not Employed","direct migration background","","","",""
"4 on scale 1-7","2008","Not Employed","indirect migration background","","","",""
"4 on scale 1-7","2008","Employed","no migration background","","","",""
"4 on scale 1-7","2008","Employed","direct migration background","","","",""
"4 on scale 1-7","2008","Employed","indirect migration background","","","",""
"5 on scale 1-7","2008","Not Employed","no migration background","","","",""
"5 on scale 1-7","2008","Not Employed","direct migration background","","","",""
"5 on scale 1-7","2008","Not Employed","indirect migration background","","","",""
"5 on scale 1-7","2008","Employed","no migration background","","","",""
"5 on scale 1-7","2008","Employed","direct migration background","","","",""
"5 on scale 1-7","2008","Employed","indirect migration background","","","",""
"6 on scale 1-7","2008","Not Employed","no migration background","","","",""
"6 on scale 1-7","2008","Not Employed","direct migration background","","","",""
"6 on scale 1-7","2008","Not Employed","indirect migration background","","","",""
"6 on scale 1-7","2008","Employed","no migration background","","","",""
"6 on scale 1-7","2008","Employed","direct migration background","","","",""
"6 on scale 1-7","2008","Employed","indirect migration background","","","",""
"7 Strongly agree","2008","Not Employed","no migration background","","","",""
"7 Strongly agree","2008","Not Employed","direct migration background","","","",""
"7 Strongly agree","2008","Not Employed","indirect migration background","","","",""
"7 Strongly agree","2008","Employed","no migration background","","","",""
"7 Strongly agree","2008","Employed","direct migration background","","","",""
"7 Strongly agree","2008","Employed","indirect migration background","","","",""
"1 Strongly disagree","2009","Not Employed","no migration background","","","",""
"1 Strongly disagree","2009","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2009","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2009","Employed","no migration background","","","",""
"1 Strongly disagree","2009","Employed","direct migration background","","","",""
"1 Strongly disagree","2009","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2009","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2009","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2009","Employed","no migration background","","","",""
"2 on scale 1-7 ","2009","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2009","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2009","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2009","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2009","Employed","no migration background","","","",""
"3 on scale 1-7 ","2009","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2009","Employed","indirect migration background","","","",""
"4 on scale 1-7","2009","Not Employed","no migration background","","","",""
"4 on scale 1-7","2009","Not Employed","direct migration background","","","",""
"4 on scale 1-7","2009","Not Employed","indirect migration background","","","",""
"4 on scale 1-7","2009","Employed","no migration background","","","",""
"4 on scale 1-7","2009","Employed","direct migration background","","","",""
"4 on scale 1-7","2009","Employed","indirect migration background","","","",""
"5 on scale 1-7","2009","Not Employed","no migration background","","","",""
"5 on scale 1-7","2009","Not Employed","direct migration background","","","",""
"5 on scale 1-7","2009","Not Employed","indirect migration background","","","",""
"5 on scale 1-7","2009","Employed","no migration background","","","",""
"5 on scale 1-7","2009","Employed","direct migration background","","","",""
"5 on scale 1-7","2009","Employed","indirect migration background","","","",""
"6 on scale 1-7","2009","Not Employed","no migration background","","","",""
"6 on scale 1-7","2009","Not Employed","direct migration background","","","",""
"6 on scale 1-7","2009","Not Employed","indirect migration background","","","",""
"6 on scale 1-7","2009","Employed","no migration background","","","",""
"6 on scale 1-7","2009","Employed","direct migration background","","","",""
"6 on scale 1-7","2009","Employed","indirect migration background","","","",""
"7 Strongly agree","2009","Not Employed","no migration background","","","",""
"7 Strongly agree","2009","Not Employed","direct migration background","","","",""
"7 Strongly agree","2009","Not Employed","indirect migration background","","","",""
"7 Strongly agree","2009","Employed","no migration background","","","",""
"7 Strongly agree","2009","Employed","direct migration background","","","",""
"7 Strongly agree","2009","Employed","indirect migration background","","","",""
"1 Strongly disagree","2010","Not Employed","no migration background","1546","0.288019518508324","0.276074571665385","0.299964465351263"
"1 Strongly disagree","2010","Not Employed","direct migration background","180","0.283941323097084","0.248333424734573","0.319549221459595"
"1 Strongly disagree","2010","Not Employed","indirect migration background","40","0.186329464221897","0.128804438753414","0.243854489690381"
"1 Strongly disagree","2010","Employed","no migration background","1854","0.205972552118036","0.197617033757396","0.214328070478676"
"1 Strongly disagree","2010","Employed","direct migration background","199","0.246077254686554","0.216984073965442","0.275170435407666"
"1 Strongly disagree","2010","Employed","indirect migration background","95","0.181469378497581","0.146918962226975","0.216019794768186"
"2 on scale 1-7 ","2010","Not Employed","no migration background","1338","0.232924825563958","0.221775051407221","0.244074599720695"
"2 on scale 1-7 ","2010","Not Employed","direct migration background","140","0.199051411092098","0.167520052356953","0.230582769827242"
"2 on scale 1-7 ","2010","Not Employed","indirect migration background","37","0.125989659834179","0.0769646720490096","0.175014647619348"
"2 on scale 1-7 ","2010","Employed","no migration background","2305","0.242108056369381","0.233257731126216","0.250958381612547"
"2 on scale 1-7 ","2010","Employed","direct migration background","203","0.181286173568619","0.155264186970988","0.207308160166249"
"2 on scale 1-7 ","2010","Employed","indirect migration background","109","0.201909229265703","0.165922831790364","0.237895626741042"
"3 on scale 1-7 ","2010","Not Employed","no migration background","974","0.170680886652352","0.160756755388607","0.180605017916096"
"3 on scale 1-7 ","2010","Not Employed","direct migration background","114","0.192571032104527","0.161431980790164","0.223710083418889"
"3 on scale 1-7 ","2010","Not Employed","indirect migration background","35","0.259755724250895","0.194972605844154","0.324538842657636"
"3 on scale 1-7 ","2010","Employed","no migration background","1860","0.211200273158488","0.202767283288006","0.21963326302897"
"3 on scale 1-7 ","2010","Employed","direct migration background","160","0.164962867068876","0.139893807777412","0.19003192636034"
"3 on scale 1-7 ","2010","Employed","indirect migration background","93","0.26528868802975","0.22571086776125","0.304866508298251"
"4 on scale 1-7","2010","Not Employed","no migration background","812","0.152996924059631","0.143501309864777","0.162492538254485"
"4 on scale 1-7","2010","Not Employed","direct migration background","87","0.155200557325098","0.126606144525915","0.18379497012428"
"4 on scale 1-7","2010","Not Employed","indirect migration background","29","","",""
"4 on scale 1-7","2010","Employed","no migration background","1581","0.17970059612122","0.171768062490965","0.187633129751474"
"4 on scale 1-7","2010","Employed","direct migration background","132","0.183532363230811","0.157385604403129","0.209679122058493"
"4 on scale 1-7","2010","Employed","indirect migration background","87","0.157548221002342","0.124888428562839","0.190208013441845"
"5 on scale 1-7","2010","Not Employed","no migration background","474","0.0855884533623618","0.0782091110403196","0.092967795684404"
"5 on scale 1-7","2010","Not Employed","direct migration background","53","0.104965440881413","0.08076067956636","0.129170202196466"
"5 on scale 1-7","2010","Not Employed","indirect migration background","20","","",""
"5 on scale 1-7","2010","Employed","no migration background","799","0.0876801466271545","0.0818366181915504","0.0935236750627586"
"5 on scale 1-7","2010","Employed","direct migration background","85","0.133245074121659","0.110290682548357","0.156199465694961"
"5 on scale 1-7","2010","Employed","indirect migration background","52","0.111809145345206","0.0835586572850928","0.140059633405318"
"6 on scale 1-7","2010","Not Employed","no migration background","198","0.0366154297029412","0.0316612571580736","0.0415696022478088"
"6 on scale 1-7","2010","Not Employed","direct migration background","24","","",""
"6 on scale 1-7","2010","Not Employed","indirect migration background","11","","",""
"6 on scale 1-7","2010","Employed","no migration background","340","0.0384821736927582","0.034507884799398","0.0424564625861184"
"6 on scale 1-7","2010","Employed","direct migration background","31","0.0460315319250305","0.0318772849427483","0.0601857789073126"
"6 on scale 1-7","2010","Employed","indirect migration background","19","","",""
"7 Strongly agree","2010","Not Employed","no migration background","179","0.0331739621504322","0.028449938547322","0.0378979857535425"
"7 Strongly agree","2010","Not Employed","direct migration background","18","","",""
"7 Strongly agree","2010","Not Employed","indirect migration background","4","","",""
"7 Strongly agree","2010","Employed","no migration background","260","0.0348562019129618","0.0310666574363311","0.0386457463895925"
"7 Strongly agree","2010","Employed","direct migration background","32","0.0448647353984506","0.0308824861178746","0.0588469846790266"
"7 Strongly agree","2010","Employed","indirect migration background","23","","",""
"1 Strongly disagree","2011","Not Employed","no migration background","","","",""
"1 Strongly disagree","2011","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2011","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2011","Employed","no migration background","","","",""
"1 Strongly disagree","2011","Employed","direct migration background","","","",""
"1 Strongly disagree","2011","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2011","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2011","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2011","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2011","Employed","no migration background","","","",""
"2 on scale 1-7 ","2011","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2011","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2011","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2011","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2011","Employed","no migration background","","","",""
"3 on scale 1-7 ","2011","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2011","Employed","indirect migration background","","","",""
"4 on scale 1-7","2011","Not Employed","no migration background","","","",""
"4 on scale 1-7","2011","Not Employed","direct migration background","","","",""
"4 on scale 1-7","2011","Not Employed","indirect migration background","","","",""
"4 on scale 1-7","2011","Employed","no migration background","","","",""
"4 on scale 1-7","2011","Employed","direct migration background","","","",""
"4 on scale 1-7","2011","Employed","indirect migration background","","","",""
"5 on scale 1-7","2011","Not Employed","no migration background","","","",""
"5 on scale 1-7","2011","Not Employed","direct migration background","","","",""
"5 on scale 1-7","2011","Not Employed","indirect migration background","","","",""
"5 on scale 1-7","2011","Employed","no migration background","","","",""
"5 on scale 1-7","2011","Employed","direct migration background","","","",""
"5 on scale 1-7","2011","Employed","indirect migration background","","","",""
"6 on scale 1-7","2011","Not Employed","no migration background","","","",""
"6 on scale 1-7","2011","Not Employed","direct migration background","","","",""
"6 on scale 1-7","2011","Not Employed","indirect migration background","","","",""
"6 on scale 1-7","2011","Employed","no migration background","","","",""
"6 on scale 1-7","2011","Employed","direct migration background","","","",""
"6 on scale 1-7","2011","Employed","indirect migration background","","","",""
"7 Strongly agree","2011","Not Employed","no migration background","","","",""
"7 Strongly agree","2011","Not Employed","direct migration background","","","",""
"7 Strongly agree","2011","Not Employed","indirect migration background","","","",""
"7 Strongly agree","2011","Employed","no migration background","","","",""
"7 Strongly agree","2011","Employed","direct migration background","","","",""
"7 Strongly agree","2011","Employed","indirect migration background","","","",""
"1 Strongly disagree","2012","Not Employed","no migration background","","","",""
"1 Strongly disagree","2012","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2012","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2012","Employed","no migration background","","","",""
"1 Strongly disagree","2012","Employed","direct migration background","","","",""
"1 Strongly disagree","2012","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2012","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2012","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2012","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2012","Employed","no migration background","","","",""
"2 on scale 1-7 ","2012","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2012","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2012","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2012","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2012","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2012","Employed","no migration background","","","",""
"3 on scale 1-7 ","2012","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2012","Employed","indirect migration background","","","",""
"4 on scale 1-7","2012","Not Employed","no migration background","","","",""
"4 on scale 1-7","2012","Not Employed","direct migration background","","","",""
"4 on scale 1-7","2012","Not Employed","indirect migration background","","","",""
"4 on scale 1-7","2012","Employed","no migration background","","","",""
"4 on scale 1-7","2012","Employed","direct migration background","","","",""
"4 on scale 1-7","2012","Employed","indirect migration background","","","",""
"5 on scale 1-7","2012","Not Employed","no migration background","","","",""
"5 on scale 1-7","2012","Not Employed","direct migration background","","","",""
"5 on scale 1-7","2012","Not Employed","indirect migration background","","","",""
"5 on scale 1-7","2012","Employed","no migration background","","","",""
"5 on scale 1-7","2012","Employed","direct migration background","","","",""
"5 on scale 1-7","2012","Employed","indirect migration background","","","",""
"6 on scale 1-7","2012","Not Employed","no migration background","","","",""
"6 on scale 1-7","2012","Not Employed","direct migration background","","","",""
"6 on scale 1-7","2012","Not Employed","indirect migration background","","","",""
"6 on scale 1-7","2012","Employed","no migration background","","","",""
"6 on scale 1-7","2012","Employed","direct migration background","","","",""
"6 on scale 1-7","2012","Employed","indirect migration background","","","",""
"7 Strongly agree","2012","Not Employed","no migration background","","","",""
"7 Strongly agree","2012","Not Employed","direct migration background","","","",""
"7 Strongly agree","2012","Not Employed","indirect migration background","","","",""
"7 Strongly agree","2012","Employed","no migration background","","","",""
"7 Strongly agree","2012","Employed","direct migration background","","","",""
"7 Strongly agree","2012","Employed","indirect migration background","","","",""
"1 Strongly disagree","2013","Not Employed","no migration background","","","",""
"1 Strongly disagree","2013","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2013","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2013","Employed","no migration background","","","",""
"1 Strongly disagree","2013","Employed","direct migration background","","","",""
"1 Strongly disagree","2013","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2013","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2013","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2013","Employed","no migration background","","","",""
"2 on scale 1-7 ","2013","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2013","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2013","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2013","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2013","Employed","no migration background","","","",""
"3 on scale 1-7 ","2013","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2013","Employed","indirect migration background","","","",""
"4 on scale 1-7","2013","Not Employed","no migration background","","","",""
"4 on scale 1-7","2013","Not Employed","direct migration background","","","",""
"4 on scale 1-7","2013","Not Employed","indirect migration background","","","",""
"4 on scale 1-7","2013","Employed","no migration background","","","",""
"4 on scale 1-7","2013","Employed","direct migration background","","","",""
"4 on scale 1-7","2013","Employed","indirect migration background","","","",""
"5 on scale 1-7","2013","Not Employed","no migration background","","","",""
"5 on scale 1-7","2013","Not Employed","direct migration background","","","",""
"5 on scale 1-7","2013","Not Employed","indirect migration background","","","",""
"5 on scale 1-7","2013","Employed","no migration background","","","",""
"5 on scale 1-7","2013","Employed","direct migration background","","","",""
"5 on scale 1-7","2013","Employed","indirect migration background","","","",""
"6 on scale 1-7","2013","Not Employed","no migration background","","","",""
"6 on scale 1-7","2013","Not Employed","direct migration background","","","",""
"6 on scale 1-7","2013","Not Employed","indirect migration background","","","",""
"6 on scale 1-7","2013","Employed","no migration background","","","",""
"6 on scale 1-7","2013","Employed","direct migration background","","","",""
"6 on scale 1-7","2013","Employed","indirect migration background","","","",""
"7 Strongly agree","2013","Not Employed","no migration background","","","",""
"7 Strongly agree","2013","Not Employed","direct migration background","","","",""
"7 Strongly agree","2013","Not Employed","indirect migration background","","","",""
"7 Strongly agree","2013","Employed","no migration background","","","",""
"7 Strongly agree","2013","Employed","direct migration background","","","",""
"7 Strongly agree","2013","Employed","indirect migration background","","","",""
"1 Strongly disagree","2014","Not Employed","no migration background","","","",""
"1 Strongly disagree","2014","Not Employed","direct migration background","","","",""
"1 Strongly disagree","2014","Not Employed","indirect migration background","","","",""
"1 Strongly disagree","2014","Employed","no migration background","","","",""
"1 Strongly disagree","2014","Employed","direct migration background","","","",""
"1 Strongly disagree","2014","Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Not Employed","no migration background","","","",""
"2 on scale 1-7 ","2014","Not Employed","direct migration background","","","",""
"2 on scale 1-7 ","2014","Not Employed","indirect migration background","","","",""
"2 on scale 1-7 ","2014","Employed","no migration background","","","",""
"2 on scale 1-7 ","2014","Employed","direct migration background","","","",""
"2 on scale 1-7 ","2014","Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Not Employed","no migration background","","","",""
"3 on scale 1-7 ","2014","Not Employed","direct migration background","","","",""
"3 on scale 1-7 ","2014","Not Employed","indirect migration background","","","",""
"3 on scale 1-7 ","2014","Employed","no migration background","","","",""
"3 on scale 1-7 ","2014","Employed","direct migration background","","","",""
"3 on scale 1-7 ","2014","Employed","indirect migration background","","","",""
"4 on scale 1-7","2014","Not Employed","no migration background","","","",""
"4 on scale 1-7","2014","Not Employed","direct migration background","","","",""
"4 on scale 1-7","2014","Not Employed","indirect migration background","","","",""
"4 on scale 1-7","2014","Employed","no migration background","","","",""
"4 on scale 1-7","2014","Employed","direct migration background","","","",""
"4 on scale 1-7","2014","Employed","indirect migration background","","","",""
