"plh0206i03","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2005","1-pers.-HH","middle vocational","123","0.0699660495418105","0.0572049828312565","0.0827271162523644"
"5 on scale 1-7","2005","1-pers.-HH","vocational + Abi","12","","",""
"5 on scale 1-7","2005","1-pers.-HH","higher vocational","16","","",""
"5 on scale 1-7","2005","1-pers.-HH","higher education","34","0.0406387224406476","0.0242410725561578","0.0570363723251374"
"5 on scale 1-7","2005","(Married) couple without C. ","in school","","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","inadequately","2","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","general elemantary","56","0.084764651444562","0.0639821734875154","0.105547129401609"
"5 on scale 1-7","2005","(Married) couple without C. ","middle vocational","319","0.0942692067458712","0.0847753744431947","0.103763039048548"
"5 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","29","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","higher vocational","43","0.0777852456019865","0.0556221047184863","0.0999483864854866"
"5 on scale 1-7","2005","(Married) couple without C. ","higher education","141","0.0894541623308077","0.0757125396280741","0.103195785033541"
"5 on scale 1-7","2005","Single parent ","in school","17","","",""
"5 on scale 1-7","2005","Single parent ","inadequately","","","",""
"5 on scale 1-7","2005","Single parent ","general elemantary","24","","",""
"5 on scale 1-7","2005","Single parent ","middle vocational","65","0.108400844001902","0.0819334420832897","0.134868245920514"
"5 on scale 1-7","2005","Single parent ","vocational + Abi","5","","",""
"5 on scale 1-7","2005","Single parent ","higher vocational","4","","",""
"5 on scale 1-7","2005","Single parent ","higher education","7","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","in school","1","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","28","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","185","0.0816423208207094","0.0690934444683211","0.0941911971730976"
"5 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","26","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","46","0.109888707493217","0.0795787641163268","0.140198650870107"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher education","60","0.0719081569073255","0.0543226301260943","0.0894936836885567"
"5 on scale 1-7","2005","Couple + C. GT 16 ","in school","23","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","4","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","43","0.0820958427820752","0.0561496814349634","0.108042004129187"
"5 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","169","0.0897409648442015","0.0764147232406941","0.103067206447709"
"5 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","17","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","15","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher education","58","0.0923049933710214","0.0697022899155935","0.114907696826449"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","in school","23","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","4","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","30","0.108401697418897","0.069313322782942","0.147490072054852"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","52","0.0647544093952776","0.0459368665203367","0.0835719522702186"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","6","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","23","","",""
"6 on scale 1-7","2005","1-pers.-HH","in school","","","",""
"6 on scale 1-7","2005","1-pers.-HH","inadequately","","","",""
"6 on scale 1-7","2005","1-pers.-HH","general elemantary","19","","",""
"6 on scale 1-7","2005","1-pers.-HH","middle vocational","56","0.0387464869055562","0.0290920035761063","0.0484009702350061"
"6 on scale 1-7","2005","1-pers.-HH","vocational + Abi","8","","",""
"6 on scale 1-7","2005","1-pers.-HH","higher vocational","5","","",""
"6 on scale 1-7","2005","1-pers.-HH","higher education","16","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","in school","","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","inadequately","4","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","general elemantary","34","0.0416659898240008","0.0267561544619565","0.056575825186045"
"6 on scale 1-7","2005","(Married) couple without C. ","middle vocational","166","0.0438831310457377","0.0372279272818014","0.0505383348096739"
"6 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","7","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","higher vocational","16","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","higher education","44","0.0276137905271699","0.019723931466378","0.0355036495879619"
"6 on scale 1-7","2005","Single parent ","in school","4","","",""
"6 on scale 1-7","2005","Single parent ","inadequately","1","","",""
"6 on scale 1-7","2005","Single parent ","general elemantary","13","","",""
"6 on scale 1-7","2005","Single parent ","middle vocational","26","","",""
"6 on scale 1-7","2005","Single parent ","vocational + Abi","1","","",""
"6 on scale 1-7","2005","Single parent ","higher vocational","1","","",""
"6 on scale 1-7","2005","Single parent ","higher education","3","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","2","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","17","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","78","0.0540367166517226","0.0436752113229436","0.0643982219805016"
"6 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","11","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","11","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher education","22","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","in school","17","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","3","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","32","0.0660323211474611","0.0425598902768385","0.0895047520180837"
"6 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","80","0.0564072763164947","0.0456503133655894","0.0671642392674"
"6 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","8","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","11","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher education","18","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","in school","12","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","1","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","13","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","47","0.0745193754019913","0.0544384522192478","0.0946002985847347"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","5","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","11","","",""
"7 Strongly agree","2005","1-pers.-HH","in school","","","",""
"7 Strongly agree","2005","1-pers.-HH","inadequately","1","","",""
"7 Strongly agree","2005","1-pers.-HH","general elemantary","18","","",""
"7 Strongly agree","2005","1-pers.-HH","middle vocational","52","0.0300023732610281","0.0214682867335412","0.038536459788515"
"7 Strongly agree","2005","1-pers.-HH","vocational + Abi","3","","",""
"7 Strongly agree","2005","1-pers.-HH","higher vocational","7","","",""
"7 Strongly agree","2005","1-pers.-HH","higher education","8","","",""
"7 Strongly agree","2005","(Married) couple without C. ","in school","","","",""
"7 Strongly agree","2005","(Married) couple without C. ","inadequately","4","","",""
"7 Strongly agree","2005","(Married) couple without C. ","general elemantary","32","0.0481327828802217","0.0321617789537106","0.0641037868067327"
"7 Strongly agree","2005","(Married) couple without C. ","middle vocational","126","0.0369237184288758","0.0307968278803946","0.043050608977357"
"7 Strongly agree","2005","(Married) couple without C. ","vocational + Abi","5","","",""
"7 Strongly agree","2005","(Married) couple without C. ","higher vocational","11","","",""
"7 Strongly agree","2005","(Married) couple without C. ","higher education","22","","",""
"7 Strongly agree","2005","Single parent ","in school","4","","",""
"7 Strongly agree","2005","Single parent ","inadequately","3","","",""
"7 Strongly agree","2005","Single parent ","general elemantary","9","","",""
"7 Strongly agree","2005","Single parent ","middle vocational","18","","",""
"7 Strongly agree","2005","Single parent ","vocational + Abi","","","",""
"7 Strongly agree","2005","Single parent ","higher vocational","","","",""
"7 Strongly agree","2005","Single parent ","higher education","4","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","in school","","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","inadequately","5","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","general elemantary","15","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","middle vocational","80","0.0470907174037473","0.0373826078087497","0.0567988269987448"
"7 Strongly agree","2005","Couple + C. LE 16 ","vocational + Abi","6","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","higher vocational","17","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","higher education","18","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","in school","3","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","inadequately","1","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","general elemantary","17","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","middle vocational","56","0.032861736136866","0.0245494716911913","0.0411740005825406"
"7 Strongly agree","2005","Couple + C. GT 16 ","vocational + Abi","5","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","higher vocational","5","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","higher education","11","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","in school","17","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","inadequately","1","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","general elemantary","14","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","middle vocational","27","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher vocational","1","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher education","7","","",""
"1 Strongly disagree","2006","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2006","1-pers.-HH","inadequately","","","",""
"1 Strongly disagree","2006","1-pers.-HH","general elemantary","","","",""
"1 Strongly disagree","2006","1-pers.-HH","middle vocational","","","",""
