"plh0206i03","year","e11102","sex","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2006","Not Employed","Male","","","",""
"4 on scale 1-7","2006","Not Employed","Female","","","",""
"4 on scale 1-7","2006","Employed","Male","","","",""
"4 on scale 1-7","2006","Employed","Female","","","",""
"5 on scale 1-7","2006","Not Employed","Male","","","",""
"5 on scale 1-7","2006","Not Employed","Female","","","",""
"5 on scale 1-7","2006","Employed","Male","","","",""
"5 on scale 1-7","2006","Employed","Female","","","",""
"6 on scale 1-7","2006","Not Employed","Male","","","",""
"6 on scale 1-7","2006","Not Employed","Female","","","",""
"6 on scale 1-7","2006","Employed","Male","","","",""
"6 on scale 1-7","2006","Employed","Female","","","",""
"7 Strongly agree","2006","Not Employed","Male","","","",""
"7 Strongly agree","2006","Not Employed","Female","","","",""
"7 Strongly agree","2006","Employed","Male","","","",""
"7 Strongly agree","2006","Employed","Female","","","",""
"1 Strongly disagree","2007","Not Employed","Male","","","",""
"1 Strongly disagree","2007","Not Employed","Female","","","",""
"1 Strongly disagree","2007","Employed","Male","","","",""
"1 Strongly disagree","2007","Employed","Female","","","",""
"2 on scale 1-7 ","2007","Not Employed","Male","","","",""
"2 on scale 1-7 ","2007","Not Employed","Female","","","",""
"2 on scale 1-7 ","2007","Employed","Male","","","",""
"2 on scale 1-7 ","2007","Employed","Female","","","",""
"3 on scale 1-7 ","2007","Not Employed","Male","","","",""
"3 on scale 1-7 ","2007","Not Employed","Female","","","",""
"3 on scale 1-7 ","2007","Employed","Male","","","",""
"3 on scale 1-7 ","2007","Employed","Female","","","",""
"4 on scale 1-7","2007","Not Employed","Male","","","",""
"4 on scale 1-7","2007","Not Employed","Female","","","",""
"4 on scale 1-7","2007","Employed","Male","","","",""
"4 on scale 1-7","2007","Employed","Female","","","",""
"5 on scale 1-7","2007","Not Employed","Male","","","",""
"5 on scale 1-7","2007","Not Employed","Female","","","",""
"5 on scale 1-7","2007","Employed","Male","","","",""
"5 on scale 1-7","2007","Employed","Female","","","",""
"6 on scale 1-7","2007","Not Employed","Male","","","",""
"6 on scale 1-7","2007","Not Employed","Female","","","",""
"6 on scale 1-7","2007","Employed","Male","","","",""
"6 on scale 1-7","2007","Employed","Female","","","",""
"7 Strongly agree","2007","Not Employed","Male","","","",""
"7 Strongly agree","2007","Not Employed","Female","","","",""
"7 Strongly agree","2007","Employed","Male","","","",""
"7 Strongly agree","2007","Employed","Female","","","",""
"1 Strongly disagree","2008","Not Employed","Male","","","",""
"1 Strongly disagree","2008","Not Employed","Female","","","",""
"1 Strongly disagree","2008","Employed","Male","","","",""
"1 Strongly disagree","2008","Employed","Female","","","",""
"2 on scale 1-7 ","2008","Not Employed","Male","","","",""
"2 on scale 1-7 ","2008","Not Employed","Female","","","",""
"2 on scale 1-7 ","2008","Employed","Male","","","",""
"2 on scale 1-7 ","2008","Employed","Female","","","",""
"3 on scale 1-7 ","2008","Not Employed","Male","","","",""
"3 on scale 1-7 ","2008","Not Employed","Female","","","",""
"3 on scale 1-7 ","2008","Employed","Male","","","",""
"3 on scale 1-7 ","2008","Employed","Female","","","",""
"4 on scale 1-7","2008","Not Employed","Male","","","",""
"4 on scale 1-7","2008","Not Employed","Female","","","",""
"4 on scale 1-7","2008","Employed","Male","","","",""
"4 on scale 1-7","2008","Employed","Female","","","",""
"5 on scale 1-7","2008","Not Employed","Male","","","",""
"5 on scale 1-7","2008","Not Employed","Female","","","",""
"5 on scale 1-7","2008","Employed","Male","","","",""
"5 on scale 1-7","2008","Employed","Female","","","",""
"6 on scale 1-7","2008","Not Employed","Male","","","",""
"6 on scale 1-7","2008","Not Employed","Female","","","",""
"6 on scale 1-7","2008","Employed","Male","","","",""
"6 on scale 1-7","2008","Employed","Female","","","",""
"7 Strongly agree","2008","Not Employed","Male","","","",""
"7 Strongly agree","2008","Not Employed","Female","","","",""
"7 Strongly agree","2008","Employed","Male","","","",""
"7 Strongly agree","2008","Employed","Female","","","",""
"1 Strongly disagree","2009","Not Employed","Male","","","",""
"1 Strongly disagree","2009","Not Employed","Female","","","",""
"1 Strongly disagree","2009","Employed","Male","","","",""
"1 Strongly disagree","2009","Employed","Female","","","",""
"2 on scale 1-7 ","2009","Not Employed","Male","","","",""
"2 on scale 1-7 ","2009","Not Employed","Female","","","",""
"2 on scale 1-7 ","2009","Employed","Male","","","",""
"2 on scale 1-7 ","2009","Employed","Female","","","",""
"3 on scale 1-7 ","2009","Not Employed","Male","","","",""
"3 on scale 1-7 ","2009","Not Employed","Female","","","",""
"3 on scale 1-7 ","2009","Employed","Male","","","",""
"3 on scale 1-7 ","2009","Employed","Female","","","",""
"4 on scale 1-7","2009","Not Employed","Male","","","",""
"4 on scale 1-7","2009","Not Employed","Female","","","",""
"4 on scale 1-7","2009","Employed","Male","","","",""
"4 on scale 1-7","2009","Employed","Female","","","",""
"5 on scale 1-7","2009","Not Employed","Male","","","",""
"5 on scale 1-7","2009","Not Employed","Female","","","",""
"5 on scale 1-7","2009","Employed","Male","","","",""
"5 on scale 1-7","2009","Employed","Female","","","",""
"6 on scale 1-7","2009","Not Employed","Male","","","",""
"6 on scale 1-7","2009","Not Employed","Female","","","",""
"6 on scale 1-7","2009","Employed","Male","","","",""
"6 on scale 1-7","2009","Employed","Female","","","",""
"7 Strongly agree","2009","Not Employed","Male","","","",""
"7 Strongly agree","2009","Not Employed","Female","","","",""
"7 Strongly agree","2009","Employed","Male","","","",""
"7 Strongly agree","2009","Employed","Female","","","",""
"1 Strongly disagree","2010","Not Employed","Male","612","0.222703563231024","0.206924977701661","0.238482148760387"
"1 Strongly disagree","2010","Not Employed","Female","1154","0.332657419942497","0.317355316067539","0.347959523817455"
"1 Strongly disagree","2010","Employed","Male","830","0.169705821054402","0.159550955665646","0.179860686443159"
"1 Strongly disagree","2010","Employed","Female","1318","0.255305765160793","0.243303494446896","0.26730803587469"
"2 on scale 1-7 ","2010","Not Employed","Male","634","0.229875045378246","0.213918544549669","0.245831546206824"
"2 on scale 1-7 ","2010","Not Employed","Female","881","0.223547486377641","0.210016780121206","0.237078192634076"
"2 on scale 1-7 ","2010","Employed","Male","1227","0.21274650803527","0.201675215590141","0.223817800480399"
"2 on scale 1-7 ","2010","Employed","Female","1390","0.25581702548978","0.243806868099293","0.267827182880266"
"3 on scale 1-7 ","2010","Not Employed","Male","493","0.181195221018453","0.166587761180233","0.195802680856673"
"3 on scale 1-7 ","2010","Not Employed","Female","630","0.171041375858611","0.15881225778937","0.183270493927851"
"3 on scale 1-7 ","2010","Employed","Male","1126","0.212875325736379","0.201801588077656","0.223949063395101"
"3 on scale 1-7 ","2010","Employed","Female","987","0.20317265036306","0.192097264895237","0.214248035830884"
"4 on scale 1-7","2010","Not Employed","Male","431","0.170177293393189","0.155925989198216","0.184428597588162"
"4 on scale 1-7","2010","Not Employed","Female","497","0.141758108952608","0.130430012706529","0.153086205198688"
"4 on scale 1-7","2010","Employed","Male","1042","0.203951739404582","0.193051319947283","0.214852158861881"
"4 on scale 1-7","2010","Employed","Female","758","0.150470386613909","0.140628941132806","0.160311832095012"
"5 on scale 1-7","2010","Not Employed","Male","270","0.107048425953544","0.0953233613720553","0.118773490535033"
"5 on scale 1-7","2010","Not Employed","Female","277","0.0761506892699893","0.0675364762103131","0.0847649023296655"
"5 on scale 1-7","2010","Employed","Male","566","0.107651646175403","0.0992669495097567","0.116036342841049"
"5 on scale 1-7","2010","Employed","Female","370","0.0790910715513204","0.0716623140309265","0.0865198290717143"
"6 on scale 1-7","2010","Not Employed","Male","125","0.0507184239433446","0.0423971168866238","0.0590397310000655"
"6 on scale 1-7","2010","Not Employed","Female","108","0.0274250969362054","0.0221209721208952","0.0327292217515157"
"6 on scale 1-7","2010","Employed","Male","243","0.0466068565060842","0.0409042852220699","0.0523094277900985"
"6 on scale 1-7","2010","Employed","Female","147","0.0317803261390754","0.026951848352451","0.0366088039256998"
"7 Strongly agree","2010","Not Employed","Male","106","0.0382820270821993","0.0310053604945492","0.0455586936698494"
"7 Strongly agree","2010","Not Employed","Female","95","0.0274198226624483","0.0221161935238825","0.0327234518010142"
"7 Strongly agree","2010","Employed","Male","215","0.0464621030878797","0.0407679621056127","0.0521562440701467"
"7 Strongly agree","2010","Employed","Female","100","0.0243627746820628","0.020119006357619","0.0286065430065065"
"1 Strongly disagree","2011","Not Employed","Male","","","",""
"1 Strongly disagree","2011","Not Employed","Female","","","",""
"1 Strongly disagree","2011","Employed","Male","","","",""
"1 Strongly disagree","2011","Employed","Female","","","",""
"2 on scale 1-7 ","2011","Not Employed","Male","","","",""
"2 on scale 1-7 ","2011","Not Employed","Female","","","",""
"2 on scale 1-7 ","2011","Employed","Male","","","",""
"2 on scale 1-7 ","2011","Employed","Female","","","",""
"3 on scale 1-7 ","2011","Not Employed","Male","","","",""
"3 on scale 1-7 ","2011","Not Employed","Female","","","",""
"3 on scale 1-7 ","2011","Employed","Male","","","",""
"3 on scale 1-7 ","2011","Employed","Female","","","",""
"4 on scale 1-7","2011","Not Employed","Male","","","",""
"4 on scale 1-7","2011","Not Employed","Female","","","",""
"4 on scale 1-7","2011","Employed","Male","","","",""
"4 on scale 1-7","2011","Employed","Female","","","",""
"5 on scale 1-7","2011","Not Employed","Male","","","",""
"5 on scale 1-7","2011","Not Employed","Female","","","",""
"5 on scale 1-7","2011","Employed","Male","","","",""
"5 on scale 1-7","2011","Employed","Female","","","",""
"6 on scale 1-7","2011","Not Employed","Male","","","",""
"6 on scale 1-7","2011","Not Employed","Female","","","",""
"6 on scale 1-7","2011","Employed","Male","","","",""
"6 on scale 1-7","2011","Employed","Female","","","",""
"7 Strongly agree","2011","Not Employed","Male","","","",""
"7 Strongly agree","2011","Not Employed","Female","","","",""
"7 Strongly agree","2011","Employed","Male","","","",""
"7 Strongly agree","2011","Employed","Female","","","",""
"1 Strongly disagree","2012","Not Employed","Male","","","",""
"1 Strongly disagree","2012","Not Employed","Female","","","",""
"1 Strongly disagree","2012","Employed","Male","","","",""
"1 Strongly disagree","2012","Employed","Female","","","",""
"2 on scale 1-7 ","2012","Not Employed","Male","","","",""
"2 on scale 1-7 ","2012","Not Employed","Female","","","",""
"2 on scale 1-7 ","2012","Employed","Male","","","",""
"2 on scale 1-7 ","2012","Employed","Female","","","",""
"3 on scale 1-7 ","2012","Not Employed","Male","","","",""
"3 on scale 1-7 ","2012","Not Employed","Female","","","",""
"3 on scale 1-7 ","2012","Employed","Male","","","",""
"3 on scale 1-7 ","2012","Employed","Female","","","",""
"4 on scale 1-7","2012","Not Employed","Male","","","",""
"4 on scale 1-7","2012","Not Employed","Female","","","",""
"4 on scale 1-7","2012","Employed","Male","","","",""
"4 on scale 1-7","2012","Employed","Female","","","",""
"5 on scale 1-7","2012","Not Employed","Male","","","",""
"5 on scale 1-7","2012","Not Employed","Female","","","",""
"5 on scale 1-7","2012","Employed","Male","","","",""
"5 on scale 1-7","2012","Employed","Female","","","",""
"6 on scale 1-7","2012","Not Employed","Male","","","",""
"6 on scale 1-7","2012","Not Employed","Female","","","",""
"6 on scale 1-7","2012","Employed","Male","","","",""
"6 on scale 1-7","2012","Employed","Female","","","",""
"7 Strongly agree","2012","Not Employed","Male","","","",""
"7 Strongly agree","2012","Not Employed","Female","","","",""
"7 Strongly agree","2012","Employed","Male","","","",""
"7 Strongly agree","2012","Employed","Female","","","",""
"1 Strongly disagree","2013","Not Employed","Male","","","",""
"1 Strongly disagree","2013","Not Employed","Female","","","",""
"1 Strongly disagree","2013","Employed","Male","","","",""
"1 Strongly disagree","2013","Employed","Female","","","",""
"2 on scale 1-7 ","2013","Not Employed","Male","","","",""
"2 on scale 1-7 ","2013","Not Employed","Female","","","",""
"2 on scale 1-7 ","2013","Employed","Male","","","",""
"2 on scale 1-7 ","2013","Employed","Female","","","",""
"3 on scale 1-7 ","2013","Not Employed","Male","","","",""
"3 on scale 1-7 ","2013","Not Employed","Female","","","",""
"3 on scale 1-7 ","2013","Employed","Male","","","",""
"3 on scale 1-7 ","2013","Employed","Female","","","",""
"4 on scale 1-7","2013","Not Employed","Male","","","",""
"4 on scale 1-7","2013","Not Employed","Female","","","",""
"4 on scale 1-7","2013","Employed","Male","","","",""
"4 on scale 1-7","2013","Employed","Female","","","",""
"5 on scale 1-7","2013","Not Employed","Male","","","",""
"5 on scale 1-7","2013","Not Employed","Female","","","",""
"5 on scale 1-7","2013","Employed","Male","","","",""
"5 on scale 1-7","2013","Employed","Female","","","",""
"6 on scale 1-7","2013","Not Employed","Male","","","",""
"6 on scale 1-7","2013","Not Employed","Female","","","",""
"6 on scale 1-7","2013","Employed","Male","","","",""
"6 on scale 1-7","2013","Employed","Female","","","",""
"7 Strongly agree","2013","Not Employed","Male","","","",""
"7 Strongly agree","2013","Not Employed","Female","","","",""
"7 Strongly agree","2013","Employed","Male","","","",""
"7 Strongly agree","2013","Employed","Female","","","",""
"1 Strongly disagree","2014","Not Employed","Male","","","",""
"1 Strongly disagree","2014","Not Employed","Female","","","",""
"1 Strongly disagree","2014","Employed","Male","","","",""
"1 Strongly disagree","2014","Employed","Female","","","",""
"2 on scale 1-7 ","2014","Not Employed","Male","","","",""
"2 on scale 1-7 ","2014","Not Employed","Female","","","",""
"2 on scale 1-7 ","2014","Employed","Male","","","",""
"2 on scale 1-7 ","2014","Employed","Female","","","",""
"3 on scale 1-7 ","2014","Not Employed","Male","","","",""
"3 on scale 1-7 ","2014","Not Employed","Female","","","",""
"3 on scale 1-7 ","2014","Employed","Male","","","",""
"3 on scale 1-7 ","2014","Employed","Female","","","",""
"4 on scale 1-7","2014","Not Employed","Male","","","",""
"4 on scale 1-7","2014","Not Employed","Female","","","",""
"4 on scale 1-7","2014","Employed","Male","","","",""
"4 on scale 1-7","2014","Employed","Female","","","",""
"5 on scale 1-7","2014","Not Employed","Male","","","",""
"5 on scale 1-7","2014","Not Employed","Female","","","",""
"5 on scale 1-7","2014","Employed","Male","","","",""
"5 on scale 1-7","2014","Employed","Female","","","",""
"6 on scale 1-7","2014","Not Employed","Male","","","",""
"6 on scale 1-7","2014","Not Employed","Female","","","",""
"6 on scale 1-7","2014","Employed","Male","","","",""
"6 on scale 1-7","2014","Employed","Female","","","",""
"7 Strongly agree","2014","Not Employed","Male","","","",""
"7 Strongly agree","2014","Not Employed","Female","","","",""
"7 Strongly agree","2014","Employed","Male","","","",""
"7 Strongly agree","2014","Employed","Female","","","",""
"1 Strongly disagree","2015","Not Employed","Male","1300","0.283691096930293","0.270123998288872","0.297258195571713"
"1 Strongly disagree","2015","Not Employed","Female","2426","0.40384479761452","0.391292710179009","0.416396885050032"
"1 Strongly disagree","2015","Employed","Male","2004","0.220856545268696","0.211791939571807","0.229921150965585"
"1 Strongly disagree","2015","Employed","Female","3219","0.359694058326716","0.349527555012672","0.369860561640761"
"2 on scale 1-7 ","2015","Not Employed","Male","1124","0.263512344288644","0.25025375941325","0.276770929164039"
"2 on scale 1-7 ","2015","Not Employed","Female","1545","0.266231319351399","0.254924558721359","0.27753807998144"
"2 on scale 1-7 ","2015","Employed","Male","2301","0.297287326369003","0.287299702984063","0.307274949753942"
"2 on scale 1-7 ","2015","Employed","Female","2574","0.302737059589887","0.293004158847346","0.312469960332428"
"3 on scale 1-7 ","2015","Not Employed","Male","656","0.168993463551546","0.157714969152745","0.180271957950346"
"3 on scale 1-7 ","2015","Not Employed","Female","741","0.124435058688117","0.115991129148921","0.132878988227312"
"3 on scale 1-7 ","2015","Employed","Male","1473","0.199148529961874","0.190421838773797","0.207875221149951"
"3 on scale 1-7 ","2015","Employed","Female","1228","0.15455838950753","0.146900672550413","0.162216106464646"
"4 on scale 1-7","2015","Not Employed","Male","543","0.13066150434481","0.120518135047652","0.140804873641968"
"4 on scale 1-7","2015","Not Employed","Female","591","0.103854965742158","0.0960507040249067","0.11165922745941"
"4 on scale 1-7","2015","Employed","Male","1159","0.147961418312048","0.140202718662549","0.155720117961547"
"4 on scale 1-7","2015","Employed","Female","850","0.0988163524656581","0.09249467594154","0.105138028989776"
"5 on scale 1-7","2015","Not Employed","Male","307","0.0736642376023031","0.0658023556332605","0.0815261195713456"
"5 on scale 1-7","2015","Not Employed","Female","267","0.0482981968519644","0.0428135970316258","0.0537827966723031"
"5 on scale 1-7","2015","Employed","Male","587","0.0742658010342237","0.0685362227762971","0.0799953792921502"
"5 on scale 1-7","2015","Employed","Female","380","0.0474803950350674","0.0429752857343581","0.0519855043357767"
"6 on scale 1-7","2015","Not Employed","Male","164","0.0453032161104803","0.0390441260353473","0.0515623061856133"
"6 on scale 1-7","2015","Not Employed","Female","148","0.0283698265027626","0.0241225759954311","0.032617077010094"
"6 on scale 1-7","2015","Employed","Male","280","0.0346565906821051","0.0306597309858741","0.0386534503783361"
"6 on scale 1-7","2015","Employed","Female","170","0.0213380457840142","0.018276752895177","0.0243993386728513"
"7 Strongly agree","2015","Not Employed","Male","147","0.0341741371719246","0.0287063431061496","0.0396419312376996"
"7 Strongly agree","2015","Not Employed","Female","152","0.0249658352490782","0.0209745569827227","0.0289571135154336"
"7 Strongly agree","2015","Employed","Male","241","0.0258237883720507","0.0223579061214797","0.0292896706226217"
"7 Strongly agree","2015","Employed","Female","139","0.0153756992911274","0.012769162123592","0.0179822364586627"
"1 Strongly disagree","2016","Not Employed","Male","2022","0.639094547924217","0.620853835959813","0.657335259888622"
"1 Strongly disagree","2016","Not Employed","Female","1306","0.6275936183768","0.604188737722441","0.650998499031159"
"1 Strongly disagree","2016","Employed","Male","","","",""
"1 Strongly disagree","2016","Employed","Female","","","",""
"2 on scale 1-7 ","2016","Not Employed","Male","261","0.120233247230738","0.107880641813013","0.132585852648463"
"2 on scale 1-7 ","2016","Not Employed","Female","134","0.132570807201449","0.116153588580332","0.148988025822567"
"2 on scale 1-7 ","2016","Employed","Male","","","",""
"2 on scale 1-7 ","2016","Employed","Female","","","",""
"3 on scale 1-7 ","2016","Not Employed","Male","104","0.0665390280136763","0.057073413443956","0.0760046425833965"
"3 on scale 1-7 ","2016","Not Employed","Female","43","0.0837443313994011","0.070333840947174","0.0971548218516282"
"3 on scale 1-7 ","2016","Employed","Male","","","",""
"3 on scale 1-7 ","2016","Employed","Female","","","",""
"4 on scale 1-7","2016","Not Employed","Male","117","0.0959614385551001","0.08477467753407","0.10714819957613"
"4 on scale 1-7","2016","Not Employed","Female","58","0.0507353855036689","0.0401109040535914","0.0613598669537463"
"4 on scale 1-7","2016","Employed","Male","","","",""
"4 on scale 1-7","2016","Employed","Female","","","",""
"5 on scale 1-7","2016","Not Employed","Male","60","0.0343401154648256","0.0274237890983511","0.0412564418313002"
"5 on scale 1-7","2016","Not Employed","Female","37","0.0327681765223241","0.0241493122813436","0.0413870407633046"
"5 on scale 1-7","2016","Employed","Male","","","",""
"5 on scale 1-7","2016","Employed","Female","","","",""
"6 on scale 1-7","2016","Not Employed","Male","33","0.0101777999079354","0.0063656667941646","0.0139899330217062"
"6 on scale 1-7","2016","Not Employed","Female","19","","",""
"6 on scale 1-7","2016","Employed","Male","","","",""
"6 on scale 1-7","2016","Employed","Female","","","",""
"7 Strongly agree","2016","Not Employed","Male","66","0.0336538229035069","0.0268045246699761","0.0405031211370377"
"7 Strongly agree","2016","Not Employed","Female","42","0.0396055999675103","0.0301636494069701","0.0490475505280505"
"7 Strongly agree","2016","Employed","Male","","","",""
"7 Strongly agree","2016","Employed","Female","","","",""
"1 Strongly disagree","2017","Not Employed","Male","1228","0.73554108883105","0.714116945623976","0.756965232038123"
"1 Strongly disagree","2017","Not Employed","Female","941","0.760434756911128","0.736375742920905","0.784493770901352"
"1 Strongly disagree","2017","Employed","Male","","","",""
"1 Strongly disagree","2017","Employed","Female","","","",""
"2 on scale 1-7 ","2017","Not Employed","Male","160","0.103426918876378","0.0886347951080853","0.118219042644671"
"2 on scale 1-7 ","2017","Not Employed","Female","111","0.108550033764963","0.0910153309994402","0.126084736530486"
"2 on scale 1-7 ","2017","Employed","Male","","","",""
"2 on scale 1-7 ","2017","Employed","Female","","","",""
"3 on scale 1-7 ","2017","Not Employed","Male","70","0.0357172130950708","0.026702293026579","0.0447321331635625"
"3 on scale 1-7 ","2017","Not Employed","Female","41","0.0328592981917825","0.0228106205882912","0.0429079757952738"
"3 on scale 1-7 ","2017","Employed","Male","","","",""
"3 on scale 1-7 ","2017","Employed","Female","","","",""
"4 on scale 1-7","2017","Not Employed","Male","62","0.0454450709700018","0.0353277682200449","0.0555623737199587"
"4 on scale 1-7","2017","Not Employed","Female","39","0.0282314704547141","0.018894991869063","0.0375679490403651"
"4 on scale 1-7","2017","Employed","Male","","","",""
"4 on scale 1-7","2017","Employed","Female","","","",""
"5 on scale 1-7","2017","Not Employed","Male","33","0.0215997763206638","0.0145381653336188","0.0286613873077088"
"5 on scale 1-7","2017","Not Employed","Female","20","","",""
"5 on scale 1-7","2017","Employed","Male","","","",""
"5 on scale 1-7","2017","Employed","Female","","","",""
"6 on scale 1-7","2017","Not Employed","Male","18","","",""
"6 on scale 1-7","2017","Not Employed","Female","13","","",""
"6 on scale 1-7","2017","Employed","Male","","","",""
"6 on scale 1-7","2017","Employed","Female","","","",""
"7 Strongly agree","2017","Not Employed","Male","57","0.0451592282454556","0.0350722839144513","0.0552461725764598"
"7 Strongly agree","2017","Not Employed","Female","44","0.0473625916904237","0.035389219413212","0.0593359639676354"
"7 Strongly agree","2017","Employed","Male","","","",""
"7 Strongly agree","2017","Employed","Female","","","",""
"1 Strongly disagree","2018","Not Employed","Male","142","0.752116579280051","0.691357169359044","0.812875989201058"
"1 Strongly disagree","2018","Not Employed","Female","164","0.817820574632132","0.766463898938878","0.869177250325385"
"1 Strongly disagree","2018","Employed","Male","","","",""
"1 Strongly disagree","2018","Employed","Female","","","",""
"2 on scale 1-7 ","2018","Not Employed","Male","20","","",""
"2 on scale 1-7 ","2018","Not Employed","Female","14","","",""
"2 on scale 1-7 ","2018","Employed","Male","","","",""
"2 on scale 1-7 ","2018","Employed","Female","","","",""
"3 on scale 1-7 ","2018","Not Employed","Male","5","","",""
"3 on scale 1-7 ","2018","Not Employed","Female","12","","",""
"3 on scale 1-7 ","2018","Employed","Male","","","",""
"3 on scale 1-7 ","2018","Employed","Female","","","",""
"4 on scale 1-7","2018","Not Employed","Male","10","","",""
"4 on scale 1-7","2018","Not Employed","Female","9","","",""
"4 on scale 1-7","2018","Employed","Male","","","",""
"4 on scale 1-7","2018","Employed","Female","","","",""
"5 on scale 1-7","2018","Not Employed","Male","4","","",""
"5 on scale 1-7","2018","Not Employed","Female","3","","",""
"5 on scale 1-7","2018","Employed","Male","","","",""
"5 on scale 1-7","2018","Employed","Female","","","",""
"6 on scale 1-7","2018","Not Employed","Male","5","","",""
"6 on scale 1-7","2018","Not Employed","Female","2","","",""
"6 on scale 1-7","2018","Employed","Male","","","",""
"6 on scale 1-7","2018","Employed","Female","","","",""
"7 Strongly agree","2018","Not Employed","Male","8","","",""
"7 Strongly agree","2018","Not Employed","Female","13","","",""
"7 Strongly agree","2018","Employed","Male","","","",""
"7 Strongly agree","2018","Employed","Female","","","",""
"1 Strongly disagree","2019","Not Employed","Male","80","0.668092787335588","0.588362665360002","0.747822909311174"
"1 Strongly disagree","2019","Not Employed","Female","86","0.608473133285572","0.527909318449194","0.689036948121949"
"1 Strongly disagree","2019","Employed","Male","","","",""
"1 Strongly disagree","2019","Employed","Female","","","",""
"2 on scale 1-7 ","2019","Not Employed","Male","18","","",""
"2 on scale 1-7 ","2019","Not Employed","Female","18","","",""
"2 on scale 1-7 ","2019","Employed","Male","","","",""
"2 on scale 1-7 ","2019","Employed","Female","","","",""
"3 on scale 1-7 ","2019","Not Employed","Male","9","","",""
"3 on scale 1-7 ","2019","Not Employed","Female","20","","",""
"3 on scale 1-7 ","2019","Employed","Male","","","",""
"3 on scale 1-7 ","2019","Employed","Female","","","",""
"4 on scale 1-7","2019","Not Employed","Male","12","","",""
"4 on scale 1-7","2019","Not Employed","Female","6","","",""
"4 on scale 1-7","2019","Employed","Male","","","",""
"4 on scale 1-7","2019","Employed","Female","","","",""
"5 on scale 1-7","2019","Not Employed","Male","3","","",""
"5 on scale 1-7","2019","Not Employed","Female","8","","",""
