"plh0206i03","year","sex","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2008","Male","","","",""
"3 on scale 1-7 ","2008","Female","","","",""
"4 on scale 1-7","2008","Male","","","",""
"4 on scale 1-7","2008","Female","","","",""
"5 on scale 1-7","2008","Male","","","",""
"5 on scale 1-7","2008","Female","","","",""
"6 on scale 1-7","2008","Male","","","",""
"6 on scale 1-7","2008","Female","","","",""
"7 Strongly agree","2008","Male","","","",""
"7 Strongly agree","2008","Female","","","",""
"1 Strongly disagree","2009","Male","","","",""
"1 Strongly disagree","2009","Female","","","",""
"2 on scale 1-7 ","2009","Male","","","",""
"2 on scale 1-7 ","2009","Female","","","",""
"3 on scale 1-7 ","2009","Male","","","",""
"3 on scale 1-7 ","2009","Female","","","",""
"4 on scale 1-7","2009","Male","","","",""
"4 on scale 1-7","2009","Female","","","",""
"5 on scale 1-7","2009","Male","","","",""
"5 on scale 1-7","2009","Female","","","",""
"6 on scale 1-7","2009","Male","","","",""
"6 on scale 1-7","2009","Female","","","",""
"7 Strongly agree","2009","Male","","","",""
"7 Strongly agree","2009","Female","","","",""
"1 Strongly disagree","2010","Male","1442","0.187765424553831","0.179164719622384","0.196366129485278"
"1 Strongly disagree","2010","Female","2472","0.289279243247797","0.279757920351188","0.298800566144406"
"2 on scale 1-7 ","2010","Male","1861","0.218583258436984","0.209481290445961","0.227685226428007"
"2 on scale 1-7 ","2010","Female","2271","0.241643980543322","0.232654932172999","0.250633028913645"
"3 on scale 1-7 ","2010","Male","1619","0.20207995773524","0.193236404217293","0.210923511253186"
"3 on scale 1-7 ","2010","Female","1617","0.189060332360749","0.180838215624504","0.197282449096993"
"4 on scale 1-7","2010","Male","1473","0.192442699994075","0.183760637759094","0.201124762229057"
"4 on scale 1-7","2010","Female","1255","0.14664388315966","0.13921563700637","0.154072129312949"
"5 on scale 1-7","2010","Male","836","0.107446091795496","0.100625877199262","0.11426630639173"
"5 on scale 1-7","2010","Female","647","0.0777996316553785","0.0721750454974408","0.0834242178133161"
"6 on scale 1-7","2010","Male","368","0.0480079214312772","0.0432996811450466","0.0527161617175078"
"6 on scale 1-7","2010","Female","255","0.0298674739278958","0.0262930674617207","0.0334418803940709"
"7 Strongly agree","2010","Male","321","0.0436746460530979","0.0391737080366699","0.0481755840695258"
"7 Strongly agree","2010","Female","195","0.0257054551051985","0.0223823280843924","0.0290285821260047"
"1 Strongly disagree","2011","Male","","","",""
"1 Strongly disagree","2011","Female","","","",""
"2 on scale 1-7 ","2011","Male","","","",""
"2 on scale 1-7 ","2011","Female","","","",""
"3 on scale 1-7 ","2011","Male","","","",""
"3 on scale 1-7 ","2011","Female","","","",""
"4 on scale 1-7","2011","Male","","","",""
"4 on scale 1-7","2011","Female","","","",""
"5 on scale 1-7","2011","Male","","","",""
"5 on scale 1-7","2011","Female","","","",""
"6 on scale 1-7","2011","Male","","","",""
"6 on scale 1-7","2011","Female","","","",""
"7 Strongly agree","2011","Male","","","",""
"7 Strongly agree","2011","Female","","","",""
"1 Strongly disagree","2012","Male","","","",""
"1 Strongly disagree","2012","Female","","","",""
"2 on scale 1-7 ","2012","Male","","","",""
"2 on scale 1-7 ","2012","Female","","","",""
"3 on scale 1-7 ","2012","Male","","","",""
"3 on scale 1-7 ","2012","Female","","","",""
"4 on scale 1-7","2012","Male","","","",""
"4 on scale 1-7","2012","Female","","","",""
"5 on scale 1-7","2012","Male","","","",""
"5 on scale 1-7","2012","Female","","","",""
"6 on scale 1-7","2012","Male","","","",""
"6 on scale 1-7","2012","Female","","","",""
"7 Strongly agree","2012","Male","","","",""
"7 Strongly agree","2012","Female","","","",""
"1 Strongly disagree","2013","Male","","","",""
"1 Strongly disagree","2013","Female","","","",""
"2 on scale 1-7 ","2013","Male","","","",""
"2 on scale 1-7 ","2013","Female","","","",""
"3 on scale 1-7 ","2013","Male","","","",""
"3 on scale 1-7 ","2013","Female","","","",""
"4 on scale 1-7","2013","Male","","","",""
"4 on scale 1-7","2013","Female","","","",""
"5 on scale 1-7","2013","Male","","","",""
"5 on scale 1-7","2013","Female","","","",""
"6 on scale 1-7","2013","Male","","","",""
"6 on scale 1-7","2013","Female","","","",""
"7 Strongly agree","2013","Male","","","",""
"7 Strongly agree","2013","Female","","","",""
"1 Strongly disagree","2014","Male","","","",""
"1 Strongly disagree","2014","Female","","","",""
"2 on scale 1-7 ","2014","Male","","","",""
"2 on scale 1-7 ","2014","Female","","","",""
"3 on scale 1-7 ","2014","Male","","","",""
"3 on scale 1-7 ","2014","Female","","","",""
"4 on scale 1-7","2014","Male","","","",""
"4 on scale 1-7","2014","Female","","","",""
"5 on scale 1-7","2014","Male","","","",""
"5 on scale 1-7","2014","Female","","","",""
"6 on scale 1-7","2014","Male","","","",""
"6 on scale 1-7","2014","Female","","","",""
"7 Strongly agree","2014","Male","","","",""
"7 Strongly agree","2014","Female","","","",""
"1 Strongly disagree","2015","Male","3304","0.242178295907678","0.234603098329812","0.249753493485545"
"1 Strongly disagree","2015","Female","5645","0.378426997707394","0.370513799334701","0.386340196080088"
"2 on scale 1-7 ","2015","Male","3425","0.285826406752166","0.277837342677403","0.293815470826929"
"2 on scale 1-7 ","2015","Female","4119","0.287247855332705","0.279865200069988","0.294630510595423"
"3 on scale 1-7 ","2015","Male","2129","0.188915962218482","0.181994304964861","0.195837619472103"
"3 on scale 1-7 ","2015","Female","1969","0.141777209865085","0.136085822313234","0.147468597416936"
"4 on scale 1-7","2015","Male","1702","0.142091010360832","0.135917292958999","0.148264727762666"
"4 on scale 1-7","2015","Female","1441","0.100954211051809","0.0960387070880516","0.105869715015567"
"5 on scale 1-7","2015","Male","894","0.0740616715362045","0.0694311423999588","0.0786922006724502"
"5 on scale 1-7","2015","Female","647","0.0478273842839104","0.044345526055828","0.0513092425119928"
"6 on scale 1-7","2015","Male","444","0.0382693274093921","0.0348770216952711","0.0416616331235131"
"6 on scale 1-7","2015","Female","318","0.0243215954157396","0.0218081798426025","0.0268350109888768"
"7 Strongly agree","2015","Male","388","0.0286573258152446","0.0257071567773944","0.0316074948530948"
"7 Strongly agree","2015","Female","291","0.019444746343356","0.0171917934978304","0.0216976991888815"
"1 Strongly disagree","2016","Male","2030","0.639543586894803","0.621345369780011","0.657741804009595"
"1 Strongly disagree","2016","Female","1315","0.627555605053545","0.604228387120882","0.650882822986208"
"2 on scale 1-7 ","2016","Male","262","0.120059458974608","0.107739982739035","0.132378935210181"
"2 on scale 1-7 ","2016","Female","134","0.131982407365134","0.115650819738817","0.14831399499145"
"3 on scale 1-7 ","2016","Male","104","0.0663984387044252","0.0569615874871558","0.0758352899216946"
"3 on scale 1-7 ","2016","Female","43","0.0833726420966958","0.0700339174082286","0.096711366785163"
"4 on scale 1-7","2016","Male","118","0.0959402767400953","0.0847776492080522","0.107102904272138"
"4 on scale 1-7","2016","Female","58","0.0505102025002916","0.0399434672821363","0.0610769377184469"
"5 on scale 1-7","2016","Male","60","0.0342675587525183","0.027372509339025","0.0411626081660115"
"5 on scale 1-7","2016","Female","39","0.0343136338184009","0.0255303376931148","0.0430969299436869"
"6 on scale 1-7","2016","Male","33","0.0101562953879346","0.00635599116756862","0.0139565996083006"
"6 on scale 1-7","2016","Female","19","","",""
"7 Strongly agree","2016","Male","67","0.0336343845456154","0.0268010943207348","0.040467674770496"
"7 Strongly agree","2016","Female","42","0.039429815199883","0.0300394379298999","0.0488201924698661"
"1 Strongly disagree","2017","Male","1228","0.73554108883105","0.714116945623976","0.756965232038123"
"1 Strongly disagree","2017","Female","941","0.760434756911128","0.736375742920905","0.784493770901352"
"2 on scale 1-7 ","2017","Male","160","0.103426918876378","0.0886347951080853","0.118219042644671"
"2 on scale 1-7 ","2017","Female","111","0.108550033764963","0.0910153309994402","0.126084736530486"
"3 on scale 1-7 ","2017","Male","70","0.0357172130950708","0.026702293026579","0.0447321331635625"
"3 on scale 1-7 ","2017","Female","41","0.0328592981917825","0.0228106205882912","0.0429079757952738"
"4 on scale 1-7","2017","Male","62","0.0454450709700018","0.0353277682200449","0.0555623737199587"
"4 on scale 1-7","2017","Female","39","0.0282314704547141","0.018894991869063","0.0375679490403651"
"5 on scale 1-7","2017","Male","33","0.0215997763206638","0.0145381653336188","0.0286613873077088"
"5 on scale 1-7","2017","Female","20","","",""
"6 on scale 1-7","2017","Male","18","","",""
"6 on scale 1-7","2017","Female","13","","",""
"7 Strongly agree","2017","Male","57","0.0451592282454556","0.0350722839144513","0.0552461725764598"
"7 Strongly agree","2017","Female","44","0.0473625916904237","0.035389219413212","0.0593359639676354"
"1 Strongly disagree","2018","Male","142","0.752116579280051","0.691357169359044","0.812875989201058"
"1 Strongly disagree","2018","Female","164","0.817820574632132","0.766463898938878","0.869177250325385"
"2 on scale 1-7 ","2018","Male","20","","",""
"2 on scale 1-7 ","2018","Female","14","","",""
"3 on scale 1-7 ","2018","Male","5","","",""
"3 on scale 1-7 ","2018","Female","12","","",""
"4 on scale 1-7","2018","Male","10","","",""
"4 on scale 1-7","2018","Female","9","","",""
"5 on scale 1-7","2018","Male","4","","",""
"5 on scale 1-7","2018","Female","3","","",""
"6 on scale 1-7","2018","Male","5","","",""
"6 on scale 1-7","2018","Female","2","","",""
"7 Strongly agree","2018","Male","8","","",""
"7 Strongly agree","2018","Female","13","","",""
"1 Strongly disagree","2019","Male","80","0.668092787335588","0.588362665360002","0.747822909311174"
"1 Strongly disagree","2019","Female","86","0.608473133285572","0.527909318449194","0.689036948121949"
"2 on scale 1-7 ","2019","Male","18","","",""
"2 on scale 1-7 ","2019","Female","18","","",""
"3 on scale 1-7 ","2019","Male","9","","",""
"3 on scale 1-7 ","2019","Female","20","","",""
"4 on scale 1-7","2019","Male","12","","",""
"4 on scale 1-7","2019","Female","6","","",""
"5 on scale 1-7","2019","Male","3","","",""
"5 on scale 1-7","2019","Female","8","","",""
"6 on scale 1-7","2019","Male","6","","",""
"6 on scale 1-7","2019","Female","","","",""
"7 Strongly agree","2019","Male","6","","",""
"7 Strongly agree","2019","Female","3","","",""
