"plh0206i03","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2005","higher vocational","Urban Area","270","0.247676187983323","0.220895153310231","0.274457222656415","2"
"2 on scale 1-7 ","2005","higher vocational","Rural Area","128","0.244775371890371","0.209069271231503","0.280481472549239","2"
"2 on scale 1-7 ","2005","higher education","Urban Area","827","0.259094781464316","0.243316262953116","0.274873299975516","2"
"2 on scale 1-7 ","2005","higher education","Rural Area","320","0.278740065681162","0.253339311075603","0.304140820286721","2"
"2 on scale 1-7 ","2005","in school","Urban Area","94","0.204090300145837","0.166727672617365","0.241452927674309","2"
"2 on scale 1-7 ","2005","in school","Rural Area","52","0.216588825158093","0.159357413707214","0.273820236608972","2"
"2 on scale 1-7 ","2005","inadequately","Urban Area","32","0.161688174573583","0.107450210004172","0.215926139142994","2"
"2 on scale 1-7 ","2005","inadequately","Rural Area","4","","","","2"
"2 on scale 1-7 ","2005","general elemantary","Urban Area","321","0.196824942077619","0.177552604895805","0.216097279259434","2"
"2 on scale 1-7 ","2005","vocational + Abi","Rural Area","81","0.290712121105695","0.235936291154958","0.345487951056432","2"
"3 on scale 1-7 ","2005","general elemantary","Urban Area","228","0.141652824663211","0.124751010463928","0.158554638862494","3"
"3 on scale 1-7 ","2005","general elemantary","Rural Area","130","0.166865541964276","0.140357223767283","0.193373860161268","3"
"3 on scale 1-7 ","2005","middle vocational","Urban Area","1153","0.179670019801792","0.170344142516939","0.188995897086646","3"
"3 on scale 1-7 ","2005","in school","Urban Area","80","0.202986327141388","0.165699055373343","0.240273598909434","3"
"3 on scale 1-7 ","2005","in school","Rural Area","38","0.156528579514645","0.106044602446215","0.207012556583074","3"
"3 on scale 1-7 ","2005","inadequately","Urban Area","34","0.222938885223163","0.161621735501465","0.284256034944861","3"
"3 on scale 1-7 ","2005","inadequately","Rural Area","9","","","","3"
"3 on scale 1-7 ","2005","middle vocational","Rural Area","679","0.178765900423036","0.166424993910561","0.191106806935511","3"
"3 on scale 1-7 ","2005","vocational + Abi","Urban Area","166","0.201441976184652","0.174760094504727","0.228123857864578","3"
"3 on scale 1-7 ","2005","vocational + Abi","Rural Area","67","0.208537280851104","0.159530834396219","0.257543727305989","3"
"3 on scale 1-7 ","2005","higher vocational","Urban Area","189","0.196689180265804","0.17202794287366","0.221350417657949","3"
"3 on scale 1-7 ","2005","higher vocational","Rural Area","109","0.17347597013564","0.142029789982962","0.204922150288318","3"
"3 on scale 1-7 ","2005","higher education","Urban Area","584","0.198798916970264","0.184426383297313","0.213171450643215","3"
"3 on scale 1-7 ","2005","higher education","Rural Area","242","0.198865729307699","0.176254006933417","0.221477451681982","3"
"4 on scale 1-7","2005","middle vocational","Urban Area","1067","0.167140174066792","0.158076923670036","0.176203424463549","4"
"4 on scale 1-7","2005","general elemantary","Rural Area","149","0.206864708485844","0.178066986478686","0.235662430493001","4"
"4 on scale 1-7","2005","higher education","Rural Area","195","0.169008381237975","0.147778211879368","0.190238550596581","4"
"4 on scale 1-7","2005","middle vocational","Rural Area","679","0.183507606644974","0.171040251180885","0.195974962109064","4"
"4 on scale 1-7","2005","vocational + Abi","Urban Area","142","0.15183414551201","0.127960796587386","0.175707494436634","4"
"4 on scale 1-7","2005","in school","Urban Area","95","0.147657274595539","0.114769924392759","0.180544624798319","4"
"4 on scale 1-7","2005","in school","Rural Area","33","0.150936177885953","0.101198169051982","0.200674186719924","4"
"4 on scale 1-7","2005","vocational + Abi","Rural Area","31","0.10169939247423","0.0652394353529239","0.138159349595536","4"
"4 on scale 1-7","2005","higher vocational","Urban Area","147","0.168631517695171","0.145401530372834","0.191861505017507","4"
"4 on scale 1-7","2005","higher vocational","Rural Area","115","0.199562250727629","0.166371011219401","0.232753490235857","4"
"4 on scale 1-7","2005","higher education","Urban Area","452","0.154879756069227","0.141850724260758","0.167908787877697","4"
"4 on scale 1-7","2005","inadequately","Urban Area","28","","","","4"
"4 on scale 1-7","2005","inadequately","Rural Area","11","","","","4"
"4 on scale 1-7","2005","general elemantary","Urban Area","270","0.164007541371154","0.146059283464424","0.181955799277884","4"
"5 on scale 1-7","2005","higher vocational","Urban Area","86","0.083095133881548","0.0659700481191765","0.100220219643919","5"
"5 on scale 1-7","2005","higher vocational","Rural Area","46","0.0825435229586399","0.0596899173023073","0.105397128614973","5"
"5 on scale 1-7","2005","higher education","Urban Area","234","0.0756673176350432","0.0661432189269684","0.085191416343118","5"
"5 on scale 1-7","2005","higher education","Rural Area","91","0.0634432250840132","0.0496342738260349","0.0772521763419914","5"
"5 on scale 1-7","2005","in school","Urban Area","51","0.139573773173892","0.107448039187557","0.171699507160227","5"
"5 on scale 1-7","2005","in school","Rural Area","17","","","","5"
"5 on scale 1-7","2005","inadequately","Urban Area","9","","","","5"
"5 on scale 1-7","2005","inadequately","Rural Area","4","","","","5"
"5 on scale 1-7","2005","general elemantary","Urban Area","162","0.0889709036868151","0.0751708957169243","0.102770911656706","5"
"5 on scale 1-7","2005","general elemantary","Rural Area","80","0.0978264793310104","0.0767054760044267","0.118947482657594","5"
"5 on scale 1-7","2005","middle vocational","Urban Area","588","0.0846093278717215","0.0778489657367395","0.0913696900067036","5"
"5 on scale 1-7","2005","middle vocational","Rural Area","359","0.0877733719968648","0.078659477452858","0.0968872665408717","5"
"5 on scale 1-7","2005","vocational + Abi","Urban Area","78","0.0844166177148976","0.0659217532512684","0.102911482178527","5"
"5 on scale 1-7","2005","vocational + Abi","Rural Area","21","","","","5"
"6 on scale 1-7","2005","higher education","Urban Area","88","0.0283158625386258","0.0223423054560597","0.034289419621192","6"
"6 on scale 1-7","2005","higher education","Rural Area","28","","","","6"
"6 on scale 1-7","2005","in school","Urban Area","22","","","","6"
"6 on scale 1-7","2005","in school","Rural Area","11","","","","6"
"6 on scale 1-7","2005","inadequately","Urban Area","9","","","","6"
"6 on scale 1-7","2005","inadequately","Rural Area","2","","","","6"
"6 on scale 1-7","2005","general elemantary","Urban Area","106","0.0676211078335258","0.0554500992185161","0.0797921164485355","6"
"6 on scale 1-7","2005","general elemantary","Rural Area","28","","","","6"
"6 on scale 1-7","2005","middle vocational","Urban Area","266","0.0439000913701394","0.0389233858090819","0.0488767969311969","6"
"6 on scale 1-7","2005","middle vocational","Rural Area","195","0.0544250177664085","0.0471183642854398","0.0617316712473772","6"
"6 on scale 1-7","2005","vocational + Abi","Urban Area","27","","","","6"
"6 on scale 1-7","2005","vocational + Abi","Rural Area","10","","","","6"
"6 on scale 1-7","2005","higher vocational","Urban Area","32","0.0246998812765732","0.0150704776321606","0.0343292849209858","6"
"6 on scale 1-7","2005","higher vocational","Rural Area","18","","","","6"
"7 Strongly agree","2005","higher vocational","Urban Area","26","","","","7"
"7 Strongly agree","2005","higher education","Rural Area","13","","","","7"
"7 Strongly agree","2005","higher education","Urban Area","59","0.0182785360792869","0.0134543904209389","0.023102681737635","7"
"7 Strongly agree","2005","higher vocational","Rural Area","15","","","","7"
"7 Strongly agree","2005","general elemantary","Rural Area","29","","","","7"
"7 Strongly agree","2005","middle vocational","Urban Area","234","0.0361434192055272","0.0316094514978526","0.0406773869132018","7"
"7 Strongly agree","2005","middle vocational","Rural Area","139","0.0372005607991506","0.031104996836992","0.0432961247613091","7"
"7 Strongly agree","2005","vocational + Abi","Urban Area","19","","","","7"
"7 Strongly agree","2005","vocational + Abi","Rural Area","2","","","","7"
"7 Strongly agree","2005","in school","Urban Area","16","","","","7"
"7 Strongly agree","2005","in school","Rural Area","10","","","","7"
"7 Strongly agree","2005","inadequately","Urban Area","13","","","","7"
"7 Strongly agree","2005","inadequately","Rural Area","3","","","","7"
"7 Strongly agree","2005","general elemantary","Urban Area","83","0.0580603051930038","0.0467248120315855","0.069395798354422","7"
"1 Strongly disagree","2006","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2006","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2006","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2006","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2006","in school","Urban Area","","","","","1"
"1 Strongly disagree","2006","in school","Rural Area","","","","","1"
"1 Strongly disagree","2006","inadequately","Urban Area","","","","","1"
"1 Strongly disagree","2006","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2006","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2006","general elemantary","Rural Area","","","","","1"
"1 Strongly disagree","2006","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2006","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2006","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2006","higher education","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","higher education","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","inadequately","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","general elemantary","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","inadequately","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","higher education","Rural Area","","","","","3"
"4 on scale 1-7","2006","middle vocational","Urban Area","","","","","4"
"4 on scale 1-7","2006","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2006","higher education","Rural Area","","","","","4"
"4 on scale 1-7","2006","in school","Urban Area","","","","","4"
"4 on scale 1-7","2006","in school","Rural Area","","","","","4"
"4 on scale 1-7","2006","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2006","middle vocational","Rural Area","","","","","4"
"4 on scale 1-7","2006","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2006","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2006","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2006","inadequately","Rural Area","","","","","4"
"4 on scale 1-7","2006","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2006","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2006","higher vocational","Rural Area","","","","","4"
"5 on scale 1-7","2006","in school","Urban Area","","","","","5"
"5 on scale 1-7","2006","in school","Rural Area","","","","","5"
"5 on scale 1-7","2006","inadequately","Urban Area","","","","","5"
"5 on scale 1-7","2006","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2006","general elemantary","Urban Area","","","","","5"
"5 on scale 1-7","2006","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2006","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2006","middle vocational","Rural Area","","","","","5"
"5 on scale 1-7","2006","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2006","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2006","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2006","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2006","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2006","higher education","Rural Area","","","","","5"
"6 on scale 1-7","2006","in school","Urban Area","","","","","6"
"6 on scale 1-7","2006","general elemantary","Urban Area","","","","","6"
"6 on scale 1-7","2006","general elemantary","Rural Area","","","","","6"
"6 on scale 1-7","2006","middle vocational","Urban Area","","","","","6"
"6 on scale 1-7","2006","middle vocational","Rural Area","","","","","6"
"6 on scale 1-7","2006","vocational + Abi","Urban Area","","","","","6"
"6 on scale 1-7","2006","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2006","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2006","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2006","higher education","Urban Area","","","","","6"
"6 on scale 1-7","2006","higher education","Rural Area","","","","","6"
"6 on scale 1-7","2006","in school","Rural Area","","","","","6"
"6 on scale 1-7","2006","inadequately","Urban Area","","","","","6"
"6 on scale 1-7","2006","inadequately","Rural Area","","","","","6"
"7 Strongly agree","2006","general elemantary","Rural Area","","","","","7"
"7 Strongly agree","2006","middle vocational","Urban Area","","","","","7"
"7 Strongly agree","2006","middle vocational","Rural Area","","","","","7"
"7 Strongly agree","2006","higher education","Urban Area","","","","","7"
"7 Strongly agree","2006","higher education","Rural Area","","","","","7"
"7 Strongly agree","2006","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2006","vocational + Abi","Rural Area","","","","","7"
"7 Strongly agree","2006","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2006","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2006","in school","Urban Area","","","","","7"
"7 Strongly agree","2006","in school","Rural Area","","","","","7"
"7 Strongly agree","2006","inadequately","Urban Area","","","","","7"
"7 Strongly agree","2006","inadequately","Rural Area","","","","","7"
"7 Strongly agree","2006","general elemantary","Urban Area","","","","","7"
"1 Strongly disagree","2007","in school","Urban Area","","","","","1"
"1 Strongly disagree","2007","in school","Rural Area","","","","","1"
"1 Strongly disagree","2007","inadequately","Urban Area","","","","","1"
"1 Strongly disagree","2007","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2007","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2007","general elemantary","Rural Area","","","","","1"
"1 Strongly disagree","2007","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2007","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2007","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2007","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2007","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2007","higher education","Rural Area","","","","","1"
"1 Strongly disagree","2007","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2007","higher vocational","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","general elemantary","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","higher education","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","inadequately","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","general elemantary","Urban Area","","","","","2"
"3 on scale 1-7 ","2007","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","inadequately","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","higher education","Rural Area","","","","","3"
"4 on scale 1-7","2007","middle vocational","Urban Area","","","","","4"
"4 on scale 1-7","2007","middle vocational","Rural Area","","","","","4"
"4 on scale 1-7","2007","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2007","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2007","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2007","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2007","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2007","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2007","higher education","Rural Area","","","","","4"
"4 on scale 1-7","2007","in school","Urban Area","","","","","4"
"4 on scale 1-7","2007","in school","Rural Area","","","","","4"
"4 on scale 1-7","2007","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2007","inadequately","Rural Area","","","","","4"
"4 on scale 1-7","2007","general elemantary","Urban Area","","","","","4"
"5 on scale 1-7","2007","in school","Urban Area","","","","","5"
"5 on scale 1-7","2007","in school","Rural Area","","","","","5"
"5 on scale 1-7","2007","inadequately","Urban Area","","","","","5"
"5 on scale 1-7","2007","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2007","general elemantary","Urban Area","","","","","5"
"5 on scale 1-7","2007","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2007","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2007","middle vocational","Rural Area","","","","","5"
"5 on scale 1-7","2007","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2007","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2007","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2007","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2007","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2007","higher education","Rural Area","","","","","5"
"6 on scale 1-7","2007","middle vocational","Urban Area","","","","","6"
"6 on scale 1-7","2007","higher vocational","Urban Area","","","","","6"
"6 on scale 1-7","2007","middle vocational","Rural Area","","","","","6"
"6 on scale 1-7","2007","vocational + Abi","Urban Area","","","","","6"
"6 on scale 1-7","2007","vocational + Abi","Rural Area","","","","","6"
"6 on scale 1-7","2007","higher vocational","Rural Area","","","","","6"
"6 on scale 1-7","2007","higher education","Urban Area","","","","","6"
"6 on scale 1-7","2007","higher education","Rural Area","","","","","6"
"6 on scale 1-7","2007","in school","Urban Area","","","","","6"
"6 on scale 1-7","2007","in school","Rural Area","","","","","6"
"6 on scale 1-7","2007","inadequately","Urban Area","","","","","6"
"6 on scale 1-7","2007","inadequately","Rural Area","","","","","6"
"6 on scale 1-7","2007","general elemantary","Urban Area","","","","","6"
"6 on scale 1-7","2007","general elemantary","Rural Area","","","","","6"
"7 Strongly agree","2007","in school","Urban Area","","","","","7"
"7 Strongly agree","2007","in school","Rural Area","","","","","7"
"7 Strongly agree","2007","inadequately","Urban Area","","","","","7"
"7 Strongly agree","2007","inadequately","Rural Area","","","","","7"
"7 Strongly agree","2007","general elemantary","Urban Area","","","","","7"
"7 Strongly agree","2007","general elemantary","Rural Area","","","","","7"
"7 Strongly agree","2007","middle vocational","Urban Area","","","","","7"
"7 Strongly agree","2007","middle vocational","Rural Area","","","","","7"
"7 Strongly agree","2007","vocational + Abi","Urban Area","","","","","7"
"7 Strongly agree","2007","vocational + Abi","Rural Area","","","","","7"
"7 Strongly agree","2007","higher vocational","Urban Area","","","","","7"
"7 Strongly agree","2007","higher vocational","Rural Area","","","","","7"
"7 Strongly agree","2007","higher education","Urban Area","","","","","7"
"7 Strongly agree","2007","higher education","Rural Area","","","","","7"
"1 Strongly disagree","2008","in school","Urban Area","","","","","1"
"1 Strongly disagree","2008","in school","Rural Area","","","","","1"
"1 Strongly disagree","2008","inadequately","Urban Area","","","","","1"
"1 Strongly disagree","2008","inadequately","Rural Area","","","","","1"
"1 Strongly disagree","2008","middle vocational","Rural Area","","","","","1"
"1 Strongly disagree","2008","vocational + Abi","Urban Area","","","","","1"
"1 Strongly disagree","2008","general elemantary","Urban Area","","","","","1"
"1 Strongly disagree","2008","general elemantary","Rural Area","","","","","1"
"1 Strongly disagree","2008","middle vocational","Urban Area","","","","","1"
"1 Strongly disagree","2008","vocational + Abi","Rural Area","","","","","1"
"1 Strongly disagree","2008","higher vocational","Urban Area","","","","","1"
"1 Strongly disagree","2008","higher vocational","Rural Area","","","","","1"
"1 Strongly disagree","2008","higher education","Urban Area","","","","","1"
"1 Strongly disagree","2008","higher education","Rural Area","","","","","1"
"2 on scale 1-7 ","2008","in school","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","in school","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","middle vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","middle vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","vocational + Abi","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","vocational + Abi","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","higher vocational","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","higher vocational","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","higher education","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","higher education","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","inadequately","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","inadequately","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","general elemantary","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","general elemantary","Rural Area","","","","","2"
"3 on scale 1-7 ","2008","in school","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","in school","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","inadequately","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","inadequately","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","middle vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","middle vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","vocational + Abi","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","vocational + Abi","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","general elemantary","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","general elemantary","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","higher vocational","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","higher vocational","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","higher education","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","higher education","Rural Area","","","","","3"
"4 on scale 1-7","2008","in school","Urban Area","","","","","4"
"4 on scale 1-7","2008","in school","Rural Area","","","","","4"
"4 on scale 1-7","2008","inadequately","Urban Area","","","","","4"
"4 on scale 1-7","2008","inadequately","Rural Area","","","","","4"
"4 on scale 1-7","2008","general elemantary","Urban Area","","","","","4"
"4 on scale 1-7","2008","general elemantary","Rural Area","","","","","4"
"4 on scale 1-7","2008","middle vocational","Urban Area","","","","","4"
"4 on scale 1-7","2008","middle vocational","Rural Area","","","","","4"
"4 on scale 1-7","2008","vocational + Abi","Urban Area","","","","","4"
"4 on scale 1-7","2008","vocational + Abi","Rural Area","","","","","4"
"4 on scale 1-7","2008","higher vocational","Urban Area","","","","","4"
"4 on scale 1-7","2008","higher vocational","Rural Area","","","","","4"
"4 on scale 1-7","2008","higher education","Urban Area","","","","","4"
"4 on scale 1-7","2008","higher education","Rural Area","","","","","4"
"5 on scale 1-7","2008","inadequately","Urban Area","","","","","5"
"5 on scale 1-7","2008","inadequately","Rural Area","","","","","5"
"5 on scale 1-7","2008","general elemantary","Urban Area","","","","","5"
"5 on scale 1-7","2008","general elemantary","Rural Area","","","","","5"
"5 on scale 1-7","2008","middle vocational","Urban Area","","","","","5"
"5 on scale 1-7","2008","middle vocational","Rural Area","","","","","5"
"5 on scale 1-7","2008","vocational + Abi","Urban Area","","","","","5"
"5 on scale 1-7","2008","vocational + Abi","Rural Area","","","","","5"
"5 on scale 1-7","2008","in school","Urban Area","","","","","5"
"5 on scale 1-7","2008","in school","Rural Area","","","","","5"
"5 on scale 1-7","2008","higher vocational","Urban Area","","","","","5"
"5 on scale 1-7","2008","higher vocational","Rural Area","","","","","5"
"5 on scale 1-7","2008","higher education","Urban Area","","","","","5"
"5 on scale 1-7","2008","higher education","Rural Area","","","","","5"
"6 on scale 1-7","2008","in school","Urban Area","","","","","6"
"6 on scale 1-7","2008","in school","Rural Area","","","","","6"
"6 on scale 1-7","2008","inadequately","Urban Area","","","","","6"
"6 on scale 1-7","2008","inadequately","Rural Area","","","","","6"
"6 on scale 1-7","2008","general elemantary","Urban Area","","","","","6"
"6 on scale 1-7","2008","general elemantary","Rural Area","","","","","6"
"6 on scale 1-7","2008","middle vocational","Urban Area","","","","","6"
"6 on scale 1-7","2008","middle vocational","Rural Area","","","","","6"
"6 on scale 1-7","2008","vocational + Abi","Urban Area","","","","","6"
