"plh0206i03","year","migback","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2009","indirect migration background","","","",""
"1 Strongly disagree","2010","no migration background","3400","0.238511730860076","0.231579847226631","0.245443614493521"
"1 Strongly disagree","2010","direct migration background","379","0.261365280290408","0.238812082133077","0.283918478447739"
"1 Strongly disagree","2010","indirect migration background","135","0.182538915399904","0.152933545389639","0.212144285410169"
"2 on scale 1-7 ","2010","no migration background","3643","0.238466059574696","0.231534631795443","0.245397487353949"
"2 on scale 1-7 ","2010","direct migration background","343","0.188459079638109","0.16838511875459","0.208533040521629"
"2 on scale 1-7 ","2010","indirect migration background","146","0.185201955830329","0.155430025764831","0.214973885895826"
"3 on scale 1-7 ","2010","no migration background","2834","0.195130604552227","0.188684606278487","0.201576602825967"
"3 on scale 1-7 ","2010","direct migration background","274","0.176109961178369","0.156557748358865","0.195662173997872"
"3 on scale 1-7 ","2010","indirect migration background","128","0.264071073922432","0.23028501233434","0.297857135510524"
"4 on scale 1-7","2010","no migration background","2393","0.16911013072671","0.163013058673892","0.175207202779528"
"4 on scale 1-7","2010","direct migration background","219","0.172093091322843","0.152718087345305","0.19146809530038"
"4 on scale 1-7","2010","indirect migration background","116","0.163856978198066","0.135488765637274","0.192225190758857"
"5 on scale 1-7","2010","no migration background","1273","0.0868505976016263","0.0822700003518561","0.0914311948513964"
"5 on scale 1-7","2010","direct migration background","138","0.121826867489531","0.105037631226882","0.138616103752179"
"5 on scale 1-7","2010","indirect migration background","72","0.120264103699449","0.0953351883511395","0.145193019047758"
"6 on scale 1-7","2010","no migration background","538","0.0377418377727031","0.0346421203352731","0.0408415552101331"
"6 on scale 1-7","2010","direct migration background","55","0.0423314646339763","0.0319965097318527","0.0526664195360999"
"6 on scale 1-7","2010","indirect migration background","30","0.0511719026822453","0.0342842702443858","0.0680595351201047"
"7 Strongly agree","2010","no migration background","439","0.0341890389119615","0.0312333801376625","0.0371446976862604"
"7 Strongly agree","2010","direct migration background","50","0.0378142554467643","0.0280232663940692","0.0476052444994595"
"7 Strongly agree","2010","indirect migration background","27","","",""
"1 Strongly disagree","2011","no migration background","","","",""
"1 Strongly disagree","2011","direct migration background","","","",""
"1 Strongly disagree","2011","indirect migration background","","","",""
"2 on scale 1-7 ","2011","no migration background","","","",""
"2 on scale 1-7 ","2011","direct migration background","","","",""
"2 on scale 1-7 ","2011","indirect migration background","","","",""
"3 on scale 1-7 ","2011","no migration background","","","",""
"3 on scale 1-7 ","2011","direct migration background","","","",""
"3 on scale 1-7 ","2011","indirect migration background","","","",""
"4 on scale 1-7","2011","no migration background","","","",""
"4 on scale 1-7","2011","direct migration background","","","",""
"4 on scale 1-7","2011","indirect migration background","","","",""
"5 on scale 1-7","2011","no migration background","","","",""
"5 on scale 1-7","2011","direct migration background","","","",""
"5 on scale 1-7","2011","indirect migration background","","","",""
"6 on scale 1-7","2011","no migration background","","","",""
"6 on scale 1-7","2011","direct migration background","","","",""
"6 on scale 1-7","2011","indirect migration background","","","",""
"7 Strongly agree","2011","no migration background","","","",""
"7 Strongly agree","2011","direct migration background","","","",""
"7 Strongly agree","2011","indirect migration background","","","",""
"1 Strongly disagree","2012","no migration background","","","",""
"1 Strongly disagree","2012","direct migration background","","","",""
"1 Strongly disagree","2012","indirect migration background","","","",""
"2 on scale 1-7 ","2012","no migration background","","","",""
"2 on scale 1-7 ","2012","direct migration background","","","",""
"2 on scale 1-7 ","2012","indirect migration background","","","",""
"3 on scale 1-7 ","2012","no migration background","","","",""
"3 on scale 1-7 ","2012","direct migration background","","","",""
"3 on scale 1-7 ","2012","indirect migration background","","","",""
"4 on scale 1-7","2012","no migration background","","","",""
"4 on scale 1-7","2012","direct migration background","","","",""
"4 on scale 1-7","2012","indirect migration background","","","",""
"5 on scale 1-7","2012","no migration background","","","",""
"5 on scale 1-7","2012","direct migration background","","","",""
"5 on scale 1-7","2012","indirect migration background","","","",""
"6 on scale 1-7","2012","no migration background","","","",""
"6 on scale 1-7","2012","direct migration background","","","",""
"6 on scale 1-7","2012","indirect migration background","","","",""
"7 Strongly agree","2012","no migration background","","","",""
"7 Strongly agree","2012","direct migration background","","","",""
"7 Strongly agree","2012","indirect migration background","","","",""
"1 Strongly disagree","2013","no migration background","","","",""
"1 Strongly disagree","2013","direct migration background","","","",""
"1 Strongly disagree","2013","indirect migration background","","","",""
"2 on scale 1-7 ","2013","no migration background","","","",""
"2 on scale 1-7 ","2013","direct migration background","","","",""
"2 on scale 1-7 ","2013","indirect migration background","","","",""
"3 on scale 1-7 ","2013","no migration background","","","",""
"3 on scale 1-7 ","2013","direct migration background","","","",""
"3 on scale 1-7 ","2013","indirect migration background","","","",""
"4 on scale 1-7","2013","no migration background","","","",""
"4 on scale 1-7","2013","direct migration background","","","",""
"4 on scale 1-7","2013","indirect migration background","","","",""
"5 on scale 1-7","2013","no migration background","","","",""
"5 on scale 1-7","2013","direct migration background","","","",""
"5 on scale 1-7","2013","indirect migration background","","","",""
"6 on scale 1-7","2013","no migration background","","","",""
"6 on scale 1-7","2013","direct migration background","","","",""
"6 on scale 1-7","2013","indirect migration background","","","",""
"7 Strongly agree","2013","no migration background","","","",""
"7 Strongly agree","2013","direct migration background","","","",""
"7 Strongly agree","2013","indirect migration background","","","",""
"1 Strongly disagree","2014","no migration background","","","",""
"1 Strongly disagree","2014","direct migration background","","","",""
"1 Strongly disagree","2014","indirect migration background","","","",""
"2 on scale 1-7 ","2014","no migration background","","","",""
"2 on scale 1-7 ","2014","direct migration background","","","",""
"2 on scale 1-7 ","2014","indirect migration background","","","",""
"3 on scale 1-7 ","2014","no migration background","","","",""
"3 on scale 1-7 ","2014","direct migration background","","","",""
"3 on scale 1-7 ","2014","indirect migration background","","","",""
"4 on scale 1-7","2014","no migration background","","","",""
"4 on scale 1-7","2014","direct migration background","","","",""
"4 on scale 1-7","2014","indirect migration background","","","",""
"5 on scale 1-7","2014","no migration background","","","",""
"5 on scale 1-7","2014","direct migration background","","","",""
"5 on scale 1-7","2014","indirect migration background","","","",""
"6 on scale 1-7","2014","no migration background","","","",""
"6 on scale 1-7","2014","direct migration background","","","",""
"6 on scale 1-7","2014","indirect migration background","","","",""
"7 Strongly agree","2014","no migration background","","","",""
"7 Strongly agree","2014","direct migration background","","","",""
"7 Strongly agree","2014","indirect migration background","","","",""
"1 Strongly disagree","2015","no migration background","5992","0.298194630500591","0.291732776543042","0.30465648445814"
"1 Strongly disagree","2015","direct migration background","2373","0.386977775813536","0.374423543261572","0.3995320083655"
"1 Strongly disagree","2015","indirect migration background","584","0.305713977563031","0.283690236461826","0.327737718664237"
"2 on scale 1-7 ","2015","no migration background","5660","0.292533673694253","0.286107688732987","0.298959658655519"
"2 on scale 1-7 ","2015","direct migration background","1424","0.252435264629331","0.241238089704497","0.263632439554164"
"2 on scale 1-7 ","2015","indirect migration background","460","0.291894783855468","0.270161452664626","0.313628115046309"
"3 on scale 1-7 ","2015","no migration background","3200","0.174858410655707","0.169492957746595","0.180223863564819"
"3 on scale 1-7 ","2015","direct migration background","675","0.121393843185062","0.112975928906485","0.129811757463638"
"3 on scale 1-7 ","2015","indirect migration background","223","0.132747775383797","0.116527785781432","0.148967764986161"
"4 on scale 1-7","2015","no migration background","2324","0.121816207865021","0.117196184922363","0.126436230807679"
"4 on scale 1-7","2015","direct migration background","637","0.11390713286115","0.105718260009928","0.122096005712372"
"4 on scale 1-7","2015","indirect migration background","182","0.130869198904472","0.114746953523159","0.146991444285785"
"5 on scale 1-7","2015","no migration background","1130","0.061255785053062","0.0578685442090859","0.0646430258970381"
"5 on scale 1-7","2015","direct migration background","306","0.056404755724933","0.0504582782187591","0.0623512332311069"
"5 on scale 1-7","2015","indirect migration background","105","0.0639322793061433","0.0522378788085027","0.0756266798037838"
"6 on scale 1-7","2015","no migration background","538","0.0306463243890388","0.0282117154434411","0.0330809333346366"
"6 on scale 1-7","2015","direct migration background","171","0.0324223774457958","0.0278570242311612","0.0369877306604305"
"6 on scale 1-7","2015","indirect migration background","53","0.0354855087744239","0.0266416025083132","0.0443294150405347"
"7 Strongly agree","2015","no migration background","409","0.0206949678423279","0.0186840688493854","0.0227058668352703"
"7 Strongly agree","2015","direct migration background","196","0.0364588503401928","0.0316277543615474","0.0412899463188381"
"7 Strongly agree","2015","indirect migration background","74","0.039356476212665","0.0300613890337721","0.048651563391558"
"1 Strongly disagree","2016","no migration background","6","","",""
"1 Strongly disagree","2016","direct migration background","3333","0.669267212823863","0.655191946062341","0.683342479585385"
"1 Strongly disagree","2016","indirect migration background","6","","",""
"2 on scale 1-7 ","2016","no migration background","3","","",""
"2 on scale 1-7 ","2016","direct migration background","391","0.116967170847213","0.107352406328937","0.12658193536549"
"2 on scale 1-7 ","2016","indirect migration background","2","","",""
"3 on scale 1-7 ","2016","no migration background","2","","",""
"3 on scale 1-7 ","2016","direct migration background","143","0.0700588235255214","0.0624226217855094","0.0776950252655334"
"3 on scale 1-7 ","2016","indirect migration background","2","","",""
"4 on scale 1-7","2016","no migration background","1","","",""
"4 on scale 1-7","2016","direct migration background","170","0.0640059453803563","0.0566833516786442","0.0713285390820684"
"4 on scale 1-7","2016","indirect migration background","5","","",""
"5 on scale 1-7","2016","no migration background","","","",""
"5 on scale 1-7","2016","direct migration background","97","0.0308088239719408","0.0256391813592466","0.035978466584635"
"5 on scale 1-7","2016","indirect migration background","2","","",""
"6 on scale 1-7","2016","no migration background","1","","",""
"6 on scale 1-7","2016","direct migration background","51","0.0191035488621894","0.0150082382876359","0.0231988594367429"
"6 on scale 1-7","2016","indirect migration background","","","",""
"7 Strongly agree","2016","no migration background","1","","",""
"7 Strongly agree","2016","direct migration background","107","0.0297884745889155","0.0247024836597239","0.0348744655181072"
"7 Strongly agree","2016","indirect migration background","1","","",""
"1 Strongly disagree","2017","no migration background","","","",""
"1 Strongly disagree","2017","direct migration background","2169","0.743940361636591","0.727879899133518","0.760000824139664"
"1 Strongly disagree","2017","indirect migration background","","","",""
"2 on scale 1-7 ","2017","no migration background","","","",""
"2 on scale 1-7 ","2017","direct migration background","271","0.105155488544172","0.0938677176724363","0.116443259415908"
"2 on scale 1-7 ","2017","indirect migration background","","","",""
"3 on scale 1-7 ","2017","no migration background","","","",""
"3 on scale 1-7 ","2017","direct migration background","111","0.0347529354783482","0.0280133464452655","0.0414925245114309"
"3 on scale 1-7 ","2017","indirect migration background","","","",""
"4 on scale 1-7","2017","no migration background","","","",""
"4 on scale 1-7","2017","direct migration background","101","0.0396370989898013","0.0324577173315642","0.0468164806480384"
"4 on scale 1-7","2017","indirect migration background","","","",""
"5 on scale 1-7","2017","no migration background","","","",""
"5 on scale 1-7","2017","direct migration background","53","0.0181807448913544","0.0132644261473124","0.0230970636353963"
"5 on scale 1-7","2017","indirect migration background","","","",""
"6 on scale 1-7","2017","no migration background","","","",""
"6 on scale 1-7","2017","direct migration background","31","0.012430714182518","0.00835362462902473","0.0165078037360114"
"6 on scale 1-7","2017","indirect migration background","","","",""
"7 Strongly agree","2017","no migration background","","","",""
"7 Strongly agree","2017","direct migration background","101","0.045902656277215","0.038201894735765","0.0536034178186649"
"7 Strongly agree","2017","indirect migration background","","","",""
"1 Strongly disagree","2018","no migration background","","","",""
"1 Strongly disagree","2018","direct migration background","306","0.789341351202358","0.749918388913801","0.828764313490915"
"1 Strongly disagree","2018","indirect migration background","","","",""
"2 on scale 1-7 ","2018","no migration background","","","",""
"2 on scale 1-7 ","2018","direct migration background","34","0.0548128841780534","0.032807578595061","0.0768181897610457"
"2 on scale 1-7 ","2018","indirect migration background","","","",""
"3 on scale 1-7 ","2018","no migration background","","","",""
"3 on scale 1-7 ","2018","direct migration background","17","","",""
"3 on scale 1-7 ","2018","indirect migration background","","","",""
"4 on scale 1-7","2018","no migration background","","","",""
"4 on scale 1-7","2018","direct migration background","19","","",""
"4 on scale 1-7","2018","indirect migration background","","","",""
"5 on scale 1-7","2018","no migration background","","","",""
"5 on scale 1-7","2018","direct migration background","7","","",""
"5 on scale 1-7","2018","indirect migration background","","","",""
"6 on scale 1-7","2018","no migration background","","","",""
"6 on scale 1-7","2018","direct migration background","7","","",""
"6 on scale 1-7","2018","indirect migration background","","","",""
"7 Strongly agree","2018","no migration background","","","",""
"7 Strongly agree","2018","direct migration background","21","","",""
"7 Strongly agree","2018","indirect migration background","","","",""
"1 Strongly disagree","2019","no migration background","","","",""
"1 Strongly disagree","2019","direct migration background","166","0.637135441503655","0.580306456139177","0.693964426868134"
"1 Strongly disagree","2019","indirect migration background","","","",""
"2 on scale 1-7 ","2019","no migration background","","","",""
"2 on scale 1-7 ","2019","direct migration background","36","0.119169835621534","0.0808775752163749","0.157462096026694"
"2 on scale 1-7 ","2019","indirect migration background","","","",""
"3 on scale 1-7 ","2019","no migration background","","","",""
"3 on scale 1-7 ","2019","direct migration background","29","","",""
"3 on scale 1-7 ","2019","indirect migration background","","","",""
"4 on scale 1-7","2019","no migration background","","","",""
"4 on scale 1-7","2019","direct migration background","18","","",""
"4 on scale 1-7","2019","indirect migration background","","","",""
"5 on scale 1-7","2019","no migration background","","","",""
"5 on scale 1-7","2019","direct migration background","11","","",""
"5 on scale 1-7","2019","indirect migration background","","","",""
"6 on scale 1-7","2019","no migration background","","","",""
"6 on scale 1-7","2019","direct migration background","6","","",""
"6 on scale 1-7","2019","indirect migration background","","","",""
"7 Strongly agree","2019","no migration background","","","",""
"7 Strongly agree","2019","direct migration background","9","","",""
"7 Strongly agree","2019","indirect migration background","","","",""
