"plh0206i03","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","566","0.227028739700698","0.210106144954744","0.243951334446651"
"2 on scale 1-7 ","2005","Full Time","Single parent ","93","0.271083818381641","0.224513987398304","0.317653649364979"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","440","0.244358768812572","0.224665716892328","0.264051820732815"
"2 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","377","0.220374052216486","0.19993583931532","0.240812265117652"
"2 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","164","0.221611016673348","0.189657419492039","0.253564613854657"
"2 on scale 1-7 ","2005","Part Time","1-pers.-HH","118","0.235262013315147","0.19683316220074","0.273690864429555"
"2 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","280","0.227099423234725","0.203113628293993","0.251085218175457"
"2 on scale 1-7 ","2005","Part Time","Single parent ","84","0.226112215562841","0.182719683658805","0.269504747466877"
"2 on scale 1-7 ","2005","Part Time","Couple + C. LE 16 ","333","0.273382215858192","0.248175589226772","0.298588842489612"
"2 on scale 1-7 ","2005","Part Time","Couple + C. GT 16 ","273","0.246445738212219","0.219478808159786","0.273412668264651"
"2 on scale 1-7 ","2005","Part Time","Couple + C. LE and GT 16","122","0.225669414126885","0.18931846183338","0.26202036642039"
"2 on scale 1-7 ","2005","Not Working","1-pers.-HH","310","0.20799483755868","0.186906811715964","0.229082863401395"
"2 on scale 1-7 ","2005","Not Working","(Married) couple without C. ","769","0.20579954014696","0.192353854097424","0.219245226196495"
"2 on scale 1-7 ","2005","Not Working","Single parent ","77","0.202551482311394","0.162664165012289","0.242438799610499"
"2 on scale 1-7 ","2005","Not Working","Couple + C. LE 16 ","166","0.221434314841707","0.189900169347639","0.252968460335774"
"2 on scale 1-7 ","2005","Not Working","Couple + C. GT 16 ","259","0.214863112787281","0.190333320999203","0.239392904575358"
"2 on scale 1-7 ","2005","Not Working","Couple + C. LE and GT 16","113","0.200002759638924","0.166296411901016","0.233709107376832"
"3 on scale 1-7 ","2005","Full Time","1-pers.-HH","202","0.19868407978931","0.174663771414547","0.222704388164074"
"3 on scale 1-7 ","2005","Full Time","(Married) couple without C. ","463","0.194810316090688","0.17881105453464","0.210809577646736"
"3 on scale 1-7 ","2005","Full Time","Single parent ","45","0.142764478578248","0.106114457400475","0.179414499756021"
"3 on scale 1-7 ","2005","Full Time","Couple + C. LE 16 ","387","0.204470236732375","0.185986724277213","0.222953749187538"
"3 on scale 1-7 ","2005","Full Time","Couple + C. GT 16 ","306","0.211656576337754","0.191515013966335","0.231798138709173"
"3 on scale 1-7 ","2005","Full Time","Couple + C. LE and GT 16","125","0.212893137355983","0.181399456431962","0.244386818280004"
"3 on scale 1-7 ","2005","Part Time","1-pers.-HH","92","0.172944789974152","0.138680151256427","0.207209428691878"
"3 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","215","0.17444725994335","0.152720809817934","0.196173710068767"
"3 on scale 1-7 ","2005","Part Time","Single parent ","61","0.154559940873263","0.117062306904415","0.19205757484211"
"3 on scale 1-7 ","2005","Part Time","Couple + C. LE 16 ","237","0.188664750691029","0.166537770720964","0.210791730661093"
"3 on scale 1-7 ","2005","Part Time","Couple + C. GT 16 ","161","0.170907166118153","0.147351504631097","0.19446282760521"
"3 on scale 1-7 ","2005","Part Time","Couple + C. LE and GT 16","99","0.188398346921542","0.154394641885326","0.222402051957759"
"3 on scale 1-7 ","2005","Not Working","1-pers.-HH","212","0.161021505633366","0.141924600226422","0.18011841104031"
"3 on scale 1-7 ","2005","Not Working","(Married) couple without C. ","602","0.161998857438301","0.149744967352486","0.174252747524117"
"3 on scale 1-7 ","2005","Not Working","Single parent ","65","0.16730519410865","0.130261573517378","0.204348814699922"
"3 on scale 1-7 ","2005","Not Working","Couple + C. LE 16 ","107","0.184037170923433","0.154606582978768","0.213467758868099"
"3 on scale 1-7 ","2005","Not Working","Couple + C. GT 16 ","188","0.189203777619258","0.16581211996427","0.212595435274246"
"3 on scale 1-7 ","2005","Not Working","Couple + C. LE and GT 16","93","0.172440161084823","0.140607835248642","0.204272486921004"
"4 on scale 1-7","2005","Full Time","1-pers.-HH","181","0.173510596408458","0.150713643368628","0.196307549448289"
"4 on scale 1-7","2005","Full Time","(Married) couple without C. ","421","0.179780118100617","0.164267652244916","0.195292583956318"
"4 on scale 1-7","2005","Full Time","Single parent ","56","0.16489737308181","0.126020541578123","0.203774204585496"
"4 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","334","0.19638500469367","0.17817880021904","0.2145912091683"
"4 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","307","0.209298925176274","0.189239928280481","0.229357922072068"
"4 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","99","0.132711168941569","0.106609915919069","0.158812421964069"
"4 on scale 1-7","2005","Part Time","1-pers.-HH","70","0.164450456042468","0.130866735389282","0.198034176695654"
"4 on scale 1-7","2005","Part Time","(Married) couple without C. ","196","0.187293156730664","0.164956807137239","0.209629506324089"
"4 on scale 1-7","2005","Part Time","Single parent ","61","0.18993573488512","0.149246730729416","0.230624739040823"
"4 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","171","0.144739750344033","0.124841282357216","0.16463821833085"
"4 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","179","0.183454858521739","0.15923518437625","0.207674532667229"
"4 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","78","0.152759501044372","0.121475398258343","0.184043603830402"
"4 on scale 1-7","2005","Not Working","1-pers.-HH","175","0.122507997912485","0.105472711269236","0.139543284555734"
"4 on scale 1-7","2005","Not Working","(Married) couple without C. ","536","0.157688347881417","0.145567530578454","0.16980916518438"
"4 on scale 1-7","2005","Not Working","Single parent ","71","0.175252619418897","0.137520732961381","0.212984505876414"
"4 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","118","0.162487776665135","0.134471081704392","0.190504471625879"
"4 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","224","0.210905495295617","0.186541489355417","0.235269501235817"
"4 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","102","0.173032649605767","0.141157100916221","0.204908198295313"
"5 on scale 1-7","2005","Full Time","1-pers.-HH","91","0.0767718988697388","0.0607449516326651","0.0927988461068124"
"5 on scale 1-7","2005","Full Time","(Married) couple without C. ","220","0.0986588398986285","0.0866124347380132","0.110705245059244"
"5 on scale 1-7","2005","Full Time","Single parent ","44","0.113048101812535","0.0798742622585006","0.14622194136657"
"5 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","180","0.087440185844074","0.0744944290365143","0.100385942651634"
"5 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","153","0.0909685453597604","0.0767892506839958","0.105147840035525"
"5 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","71","0.109319723763614","0.0853128326318606","0.133326614895367"
"5 on scale 1-7","2005","Part Time","1-pers.-HH","37","0.068555330887844","0.0456611921191755","0.0914494696565125"
"5 on scale 1-7","2005","Part Time","(Married) couple without C. ","103","0.0804894476373293","0.0649143019562716","0.0960645933183869"
"5 on scale 1-7","2005","Part Time","Single parent ","30","0.0876928938105509","0.0583524477099027","0.117033339911199"
"5 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","102","0.0685978565925641","0.0543023194971157","0.0828933936880125"
"5 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","87","0.0909639125998549","0.0729694568541999","0.10895836834551"
"5 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","36","0.0802973513516994","0.0566658908366057","0.103928811866793"
"5 on scale 1-7","2005","Not Working","1-pers.-HH","101","0.0648984862154051","0.0520990068538749","0.0776979655769352"
"5 on scale 1-7","2005","Not Working","(Married) couple without C. ","268","0.0865280342019131","0.077177816348356","0.0958782520554703"
"5 on scale 1-7","2005","Not Working","Single parent ","51","0.119134929750789","0.086984258959805","0.151285600541773"
"5 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","65","0.0984731184660898","0.0758444415053384","0.121101795426841"
"5 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","103","0.0768215945110204","0.0609169225337576","0.0927262664882831"
"5 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","49","0.093332159769858","0.0688195685916852","0.117844750948031"
"6 on scale 1-7","2005","Full Time","1-pers.-HH","36","0.0325394721229308","0.0218583461418093","0.0432205981040522"
"6 on scale 1-7","2005","Full Time","(Married) couple without C. ","98","0.045615315598683","0.0371865896309434","0.0540440415664226"
"6 on scale 1-7","2005","Full Time","Single parent ","19","","",""
"6 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","73","0.0456267665239206","0.036063413016146","0.0551901200316952"
"6 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","79","0.0517032061533594","0.0407850217247459","0.0626213905819729"
"6 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","34","0.049084241808096","0.0324628338772889","0.065705649738903"
"6 on scale 1-7","2005","Part Time","1-pers.-HH","20","","",""
"6 on scale 1-7","2005","Part Time","(Married) couple without C. ","44","0.0338869115361256","0.0235279967022567","0.0442458263699945"
"6 on scale 1-7","2005","Part Time","Single parent ","12","","",""
"6 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","45","0.0473706254553807","0.0353564732053238","0.0593847777054377"
"6 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","39","0.0493753975668265","0.0358180910538912","0.0629327040797618"
"6 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","28","","",""
"6 on scale 1-7","2005","Not Working","1-pers.-HH","50","0.0331241213868412","0.0238258292350178","0.0424224135386647"
"6 on scale 1-7","2005","Not Working","(Married) couple without C. ","131","0.0364630186284568","0.030229170710042","0.0426968665468716"
"6 on scale 1-7","2005","Not Working","Single parent ","19","","",""
"6 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","23","","",""
"6 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","56","0.0632623092877806","0.048723737093673","0.0778008814818882"
"6 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","31","0.0531644835794039","0.0342585760925227","0.072070391066285"
"7 Strongly agree","2005","Full Time","1-pers.-HH","34","0.0291033547965482","0.0189839915546765","0.0392227180384199"
"7 Strongly agree","2005","Full Time","(Married) couple without C. ","78","0.0395127928197671","0.0316430685225635","0.0473825171169708"
"7 Strongly agree","2005","Full Time","Single parent ","14","","",""
"7 Strongly agree","2005","Full Time","Couple + C. LE 16 ","81","0.046962549929901","0.037267008721007","0.0566580911387949"
"7 Strongly agree","2005","Full Time","Couple + C. GT 16 ","48","0.0328844291743098","0.024091088701205","0.0416777696474147"
"7 Strongly agree","2005","Full Time","Couple + C. LE and GT 16","30","0.0517260458068708","0.0346869206187053","0.0687651709950364"
"7 Strongly agree","2005","Part Time","1-pers.-HH","18","","",""
"7 Strongly agree","2005","Part Time","(Married) couple without C. ","30","0.0301899768400599","0.0203937460247554","0.0399862076553645"
"7 Strongly agree","2005","Part Time","Single parent ","14","","",""
"7 Strongly agree","2005","Part Time","Couple + C. LE 16 ","36","0.0370797024603082","0.0263930944815019","0.0477663104391145"
"7 Strongly agree","2005","Part Time","Couple + C. GT 16 ","25","","",""
"7 Strongly agree","2005","Part Time","Couple + C. LE and GT 16","11","","",""
"7 Strongly agree","2005","Not Working","1-pers.-HH","39","0.0255127416509436","0.0173203201422588","0.0337051631596285"
"7 Strongly agree","2005","Not Working","(Married) couple without C. ","97","0.0307852814665672","0.02504045037648","0.0365301125566544"
"7 Strongly agree","2005","Not Working","Single parent ","14","","",""
"7 Strongly agree","2005","Not Working","Couple + C. LE 16 ","25","","",""
"7 Strongly agree","2005","Not Working","Couple + C. GT 16 ","38","0.0422448378311123","0.0302317593659804","0.0542579162962441"
"7 Strongly agree","2005","Not Working","Couple + C. LE and GT 16","33","0.0880424282903359","0.0641652621471351","0.111919594433537"
"1 Strongly disagree","2006","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Full Time","Single parent ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Part Time","Single parent ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Not Working","Single parent ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Full Time","Single parent ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Part Time","Single parent ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Not Working","Single parent ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Full Time","Single parent ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Part Time","Single parent ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Not Working","Single parent ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Full Time","Single parent ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Part Time","Single parent ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Not Working","Single parent ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2006","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Full Time","Single parent ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2006","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Part Time","Single parent ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2006","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Not Working","Single parent ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Full Time","Single parent ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Part Time","Single parent ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Not Working","Single parent ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Full Time","Single parent ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Part Time","Single parent ","","","",""
"4 on scale 1-7","2007","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Part Time","Couple + C. LE and GT 16","","","",""
