"plh0206i03","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Baden-Württemberg","Couple + C. LE and GT 16","73","0.225292995024643","0.177619206161005","0.272966783888281"
"1 Strongly disagree","2005","Bavaria","1-pers.-HH","108","0.3032079717622","0.257764269036582","0.348651674487818"
"1 Strongly disagree","2005","Bavaria","(Married) couple without C. ","252","0.286018870667114","0.256881335151485","0.315156406182742"
"1 Strongly disagree","2005","Bavaria","Single parent ","32","0.265341760584983","0.195152320639087","0.335531200530879"
"1 Strongly disagree","2005","Bavaria","Couple + C. LE 16 ","116","0.185143204797683","0.153801932729275","0.216484476866092"
"1 Strongly disagree","2005","Bavaria","Couple + C. GT 16 ","106","0.149578664330586","0.119607712181791","0.179549616479381"
"1 Strongly disagree","2005","Bavaria","Couple + C. LE and GT 16","40","0.175366660229875","0.126113476332333","0.224619844127416"
"1 Strongly disagree","2005","Berlin","1-pers.-HH","42","0.254514526883504","0.191576219406386","0.317452834360621"
"1 Strongly disagree","2005","Berlin","(Married) couple without C. ","50","0.189058887088149","0.137552058304388","0.240565715871909"
"1 Strongly disagree","2005","Berlin","Single parent ","13","","",""
"1 Strongly disagree","2005","Berlin","Couple + C. LE 16 ","19","","",""
"1 Strongly disagree","2005","Berlin","Couple + C. GT 16 ","18","","",""
"1 Strongly disagree","2005","Berlin","Couple + C. LE and GT 16","17","","",""
"1 Strongly disagree","2005","Brandenburg","1-pers.-HH","29","","",""
"1 Strongly disagree","2005","Brandenburg","(Married) couple without C. ","78","0.197960771119935","0.154097013435164","0.241824528804706"
"1 Strongly disagree","2005","Brandenburg","Single parent ","23","","",""
"1 Strongly disagree","2005","Brandenburg","Couple + C. LE 16 ","27","","",""
"1 Strongly disagree","2005","Brandenburg","Couple + C. GT 16 ","30","0.130918353694074","0.0816415652615156","0.180195142126633"
"1 Strongly disagree","2005","Brandenburg","Couple + C. LE and GT 16","23","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","1-pers.-HH","23","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","(Married) couple without C. ","53","0.301415411513882","0.232638564361393","0.37019225866637"
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","Single parent ","10","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","7","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","20","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","",""
"1 Strongly disagree","2005","Saxony","1-pers.-HH","74","0.331217870735474","0.268597240469918","0.39383850100103"
"1 Strongly disagree","2005","Saxony","(Married) couple without C. ","155","0.2852553626543","0.247890875819238","0.322619849489362"
"1 Strongly disagree","2005","Saxony","Single parent ","17","","",""
"1 Strongly disagree","2005","Saxony","Couple + C. LE 16 ","48","0.260903069542901","0.20093711178917","0.320869027296632"
"1 Strongly disagree","2005","Saxony","Couple + C. GT 16 ","74","0.253215218404558","0.203338336359769","0.303092100449347"
"1 Strongly disagree","2005","Saxony","Couple + C. LE and GT 16","18","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","1-pers.-HH","36","0.305555010564895","0.22313719545008","0.38797282567971"
"1 Strongly disagree","2005","Saxony-Anhalt","(Married) couple without C. ","83","0.273922665019532","0.224983317627078","0.322862012411986"
"1 Strongly disagree","2005","Saxony-Anhalt","Single parent ","7","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","Couple + C. LE 16 ","17","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","Couple + C. GT 16 ","54","0.295818118492908","0.235231787557977","0.356404449427839"
"1 Strongly disagree","2005","Saxony-Anhalt","Couple + C. LE and GT 16","21","","",""
"1 Strongly disagree","2005","Thuringia","1-pers.-HH","35","0.321700805059345","0.237771942965847","0.405629667152842"
"1 Strongly disagree","2005","Thuringia","(Married) couple without C. ","65","0.258061683886672","0.207526074090916","0.308597293682428"
"1 Strongly disagree","2005","Thuringia","Single parent ","16","","",""
"1 Strongly disagree","2005","Thuringia","Couple + C. LE 16 ","24","","",""
"1 Strongly disagree","2005","Thuringia","Couple + C. GT 16 ","23","","",""
"1 Strongly disagree","2005","Thuringia","Couple + C. LE and GT 16","8","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","1-pers.-HH","19","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","(Married) couple without C. ","51","0.170975654969177","0.123736300099238","0.218215009839116"
"2 on scale 1-7 ","2005","Schleswig-Holstein","Single parent ","3","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","Couple + C. LE 16 ","23","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","Couple + C. GT 16 ","25","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","Couple + C. LE and GT 16","18","","",""
"2 on scale 1-7 ","2005","Hamburg","1-pers.-HH","31","0.388023619243423","0.276996609647247","0.499050628839599"
"2 on scale 1-7 ","2005","Hamburg","(Married) couple without C. ","32","0.249761667614478","0.164919724057412","0.334603611171545"
"2 on scale 1-7 ","2005","Hamburg","Single parent ","4","","",""
"2 on scale 1-7 ","2005","Hamburg","Couple + C. LE 16 ","7","","",""
"2 on scale 1-7 ","2005","Hamburg","Couple + C. GT 16 ","14","","",""
"2 on scale 1-7 ","2005","Hamburg","Couple + C. LE and GT 16","8","","",""
"2 on scale 1-7 ","2005","Lower Saxony","1-pers.-HH","50","0.203294640725252","0.150825288119991","0.255763993330514"
"2 on scale 1-7 ","2005","Lower Saxony","(Married) couple without C. ","133","0.218676602672867","0.185574829850475","0.251778375495259"
"2 on scale 1-7 ","2005","Lower Saxony","Single parent ","26","","",""
"2 on scale 1-7 ","2005","Lower Saxony","Couple + C. LE 16 ","97","0.26801603911903","0.220935675617205","0.315096402620854"
"2 on scale 1-7 ","2005","Lower Saxony","Couple + C. GT 16 ","74","0.200799616080047","0.155693435136085","0.245905797024008"
"2 on scale 1-7 ","2005","Lower Saxony","Couple + C. LE and GT 16","35","0.233780268183924","0.166274604790494","0.301285931577354"
"2 on scale 1-7 ","2005","Bremen","1-pers.-HH","6","","",""
"2 on scale 1-7 ","2005","Bremen","(Married) couple without C. ","9","","",""
"2 on scale 1-7 ","2005","Bremen","Single parent ","2","","",""
"2 on scale 1-7 ","2005","Bremen","Couple + C. LE 16 ","6","","",""
"2 on scale 1-7 ","2005","Bremen","Couple + C. GT 16 ","5","","",""
"2 on scale 1-7 ","2005","Bremen","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","1-pers.-HH","144","0.214261734004269","0.180869509320129","0.247653958688409"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","(Married) couple without C. ","358","0.213093615477127","0.192773201783422","0.233414029170832"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","Single parent ","36","0.174210123559583","0.120699389565422","0.227720857553743"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","Couple + C. LE 16 ","220","0.276371421563624","0.245536217140055","0.307206625987193"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","Couple + C. GT 16 ","172","0.2233132935523","0.193205103701185","0.253421483403416"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","Couple + C. LE and GT 16","65","0.151372965559175","0.112644282165902","0.190101648952448"
"2 on scale 1-7 ","2005","Hesse","1-pers.-HH","43","0.225323844436377","0.167565633447173","0.283082055425582"
"2 on scale 1-7 ","2005","Hesse","(Married) couple without C. ","132","0.251799520261006","0.214457238423054","0.289141802098958"
"2 on scale 1-7 ","2005","Hesse","Single parent ","15","","",""
"2 on scale 1-7 ","2005","Hesse","Couple + C. LE 16 ","70","0.230079372200822","0.180781191211992","0.279377553189651"
"2 on scale 1-7 ","2005","Hesse","Couple + C. GT 16 ","36","0.149958542965054","0.0978009551399806","0.202116130790127"
"2 on scale 1-7 ","2005","Hesse","Couple + C. LE and GT 16","24","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","1-pers.-HH","36","0.260560170160918","0.197137486591172","0.323982853730663"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","(Married) couple without C. ","86","0.251476302456743","0.207564246888455","0.295388358025032"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Single parent ","18","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","58","0.23071044661208","0.177849890801507","0.283571002422652"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","50","0.230357854557139","0.170486756428151","0.290228952686128"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","19","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","1-pers.-HH","101","0.26811307318831","0.220319212725626","0.315906933650995"
"2 on scale 1-7 ","2005","Baden-Württemberg","(Married) couple without C. ","189","0.23791173686385","0.207538912025545","0.268284561702154"
"2 on scale 1-7 ","2005","Baden-Württemberg","Single parent ","34","0.273625313915988","0.199776664013384","0.347473963818593"
"2 on scale 1-7 ","2005","Baden-Württemberg","Couple + C. LE 16 ","135","0.24820776643267","0.210790702049734","0.285624830815606"
"2 on scale 1-7 ","2005","Baden-Württemberg","Couple + C. GT 16 ","130","0.272291905769903","0.229921645547051","0.314662165992755"
"2 on scale 1-7 ","2005","Baden-Württemberg","Couple + C. LE and GT 16","70","0.274121779606792","0.22321908918455","0.325024470029034"
"2 on scale 1-7 ","2005","Bavaria","1-pers.-HH","82","0.194421253712832","0.155294151459751","0.233548355965913"
"2 on scale 1-7 ","2005","Bavaria","(Married) couple without C. ","162","0.152878423248685","0.129674678752525","0.176082167744845"
"2 on scale 1-7 ","2005","Bavaria","Single parent ","40","0.255517867680814","0.186181023064543","0.324854712297084"
"2 on scale 1-7 ","2005","Bavaria","Couple + C. LE 16 ","132","0.227218800623759","0.193406673693855","0.261030927553663"
"2 on scale 1-7 ","2005","Bavaria","Couple + C. GT 16 ","127","0.232990735611028","0.197467029188911","0.268514442033146"
"2 on scale 1-7 ","2005","Bavaria","Couple + C. LE and GT 16","56","0.231593556205879","0.176956274456036","0.286230837955721"
"2 on scale 1-7 ","2005","Berlin","1-pers.-HH","55","0.313646818466366","0.246606904486699","0.380686732446033"
"2 on scale 1-7 ","2005","Berlin","(Married) couple without C. ","70","0.273697014801999","0.215047348064515","0.332346681539482"
"2 on scale 1-7 ","2005","Berlin","Single parent ","16","","",""
"2 on scale 1-7 ","2005","Berlin","Couple + C. LE 16 ","31","0.240660184505218","0.158501849340809","0.322818519669627"
"2 on scale 1-7 ","2005","Berlin","Couple + C. GT 16 ","31","0.289356962646613","0.207189877397066","0.371524047896159"
"2 on scale 1-7 ","2005","Berlin","Couple + C. LE and GT 16","10","","",""
"2 on scale 1-7 ","2005","Brandenburg","1-pers.-HH","37","0.275010937549757","0.194102116905961","0.355919758193553"
"2 on scale 1-7 ","2005","Brandenburg","(Married) couple without C. ","73","0.26368926372927","0.215183287430311","0.312195240028229"
"2 on scale 1-7 ","2005","Brandenburg","Single parent ","8","","",""
"2 on scale 1-7 ","2005","Brandenburg","Couple + C. LE 16 ","28","","",""
"2 on scale 1-7 ","2005","Brandenburg","Couple + C. GT 16 ","49","0.2405390588326","0.178099853990951","0.30297826367425"
"2 on scale 1-7 ","2005","Brandenburg","Couple + C. LE and GT 16","13","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","1-pers.-HH","24","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","(Married) couple without C. ","37","0.206416981461988","0.145754673392045","0.267079289531931"
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Single parent ","10","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","15","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","27","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","6","","",""
"2 on scale 1-7 ","2005","Saxony","1-pers.-HH","51","0.197908013751009","0.144897501268299","0.250918526233719"
"2 on scale 1-7 ","2005","Saxony","(Married) couple without C. ","137","0.218666397749212","0.184462473438409","0.252870322060015"
"2 on scale 1-7 ","2005","Saxony","Single parent ","22","","",""
"2 on scale 1-7 ","2005","Saxony","Couple + C. LE 16 ","44","0.224010792271492","0.167076124276694","0.280945460266289"
"2 on scale 1-7 ","2005","Saxony","Couple + C. GT 16 ","69","0.205450335195401","0.159108778677298","0.251791891713505"
"2 on scale 1-7 ","2005","Saxony","Couple + C. LE and GT 16","37","0.341436086458602","0.254005670617892","0.428866502299311"
"2 on scale 1-7 ","2005","Saxony-Anhalt","1-pers.-HH","19","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","(Married) couple without C. ","74","0.217549195566978","0.172274033764589","0.262824357369366"
"2 on scale 1-7 ","2005","Saxony-Anhalt","Single parent ","11","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","Couple + C. LE 16 ","41","0.383164006022174","0.293527261359692","0.472800750684656"
"2 on scale 1-7 ","2005","Saxony-Anhalt","Couple + C. GT 16 ","53","0.24550147873506","0.188369916884866","0.302633040585255"
"2 on scale 1-7 ","2005","Saxony-Anhalt","Couple + C. LE and GT 16","18","","",""
"2 on scale 1-7 ","2005","Thuringia","1-pers.-HH","22","","",""
"2 on scale 1-7 ","2005","Thuringia","(Married) couple without C. ","72","0.233451722506677","0.184595470794143","0.282307974219211"
"2 on scale 1-7 ","2005","Thuringia","Single parent ","9","","",""
"2 on scale 1-7 ","2005","Thuringia","Couple + C. LE 16 ","32","0.197012511671322","0.131127691290622","0.262897332052022"
"2 on scale 1-7 ","2005","Thuringia","Couple + C. GT 16 ","47","0.198250927182124","0.142858754568547","0.253643099795702"
"2 on scale 1-7 ","2005","Thuringia","Couple + C. LE and GT 16","20","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","1-pers.-HH","16","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","(Married) couple without C. ","36","0.149104569886","0.1044118535946","0.1937972861774"
"3 on scale 1-7 ","2005","Schleswig-Holstein","Single parent ","2","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","Couple + C. LE 16 ","21","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","Couple + C. GT 16 ","25","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","Couple + C. LE and GT 16","9","","",""
"3 on scale 1-7 ","2005","Hamburg","1-pers.-HH","13","","",""
"3 on scale 1-7 ","2005","Hamburg","(Married) couple without C. ","15","","",""
"3 on scale 1-7 ","2005","Hamburg","Single parent ","1","","",""
"3 on scale 1-7 ","2005","Hamburg","Couple + C. LE 16 ","11","","",""
"3 on scale 1-7 ","2005","Hamburg","Couple + C. GT 16 ","10","","",""
"3 on scale 1-7 ","2005","Hamburg","Couple + C. LE and GT 16","3","","",""
"3 on scale 1-7 ","2005","Lower Saxony","1-pers.-HH","42","0.18425597240993","0.133710575667544","0.234801369152315"
"3 on scale 1-7 ","2005","Lower Saxony","(Married) couple without C. ","113","0.163521153280033","0.133903603167743","0.193138703392323"
"3 on scale 1-7 ","2005","Lower Saxony","Single parent ","13","","",""
"3 on scale 1-7 ","2005","Lower Saxony","Couple + C. LE 16 ","63","0.18457784062864","0.143340593290425","0.225815087966855"
"3 on scale 1-7 ","2005","Lower Saxony","Couple + C. GT 16 ","63","0.248039887112721","0.199412051321528","0.296667722903915"
"3 on scale 1-7 ","2005","Lower Saxony","Couple + C. LE and GT 16","26","","",""
"3 on scale 1-7 ","2005","Bremen","1-pers.-HH","4","","",""
"3 on scale 1-7 ","2005","Bremen","(Married) couple without C. ","8","","",""
"3 on scale 1-7 ","2005","Bremen","Single parent ","","","",""
"3 on scale 1-7 ","2005","Bremen","Couple + C. LE 16 ","1","","",""
"3 on scale 1-7 ","2005","Bremen","Couple + C. GT 16 ","5","","",""
"3 on scale 1-7 ","2005","Bremen","Couple + C. LE and GT 16","3","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","1-pers.-HH","92","0.164975796469147","0.134769759955819","0.195181832982476"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","(Married) couple without C. ","286","0.182535378297231","0.163366627997981","0.201704128596481"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","Single parent ","31","0.147454192400869","0.097432675161358","0.19747570964038"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","Couple + C. LE 16 ","138","0.154797540225853","0.129857059830778","0.179738020620927"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","Couple + C. GT 16 ","129","0.161801988513737","0.13517821182411","0.188425765203364"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","Couple + C. LE and GT 16","66","0.234010172218629","0.188261445494421","0.279758898942837"
"3 on scale 1-7 ","2005","Hesse","1-pers.-HH","40","0.225472103005894","0.167700422274079","0.28324378373771"
"3 on scale 1-7 ","2005","Hesse","(Married) couple without C. ","95","0.166291499461858","0.134257840209661","0.198325158714054"
"3 on scale 1-7 ","2005","Hesse","Single parent ","6","","",""
"3 on scale 1-7 ","2005","Hesse","Couple + C. LE 16 ","68","0.254571637242609","0.203547339074035","0.305595935411182"
"3 on scale 1-7 ","2005","Hesse","Couple + C. GT 16 ","28","","",""
"3 on scale 1-7 ","2005","Hesse","Couple + C. LE and GT 16","10","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","1-pers.-HH","39","0.212125295158011","0.15305570086042","0.271194889455602"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","(Married) couple without C. ","57","0.106032870460429","0.0748717194032305","0.137194021517627"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Single parent ","13","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","48","0.274523663723485","0.218527961349702","0.330519366097268"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","22","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","34","0.27141553487101","0.192828149560676","0.350002920181344"
"3 on scale 1-7 ","2005","Baden-Württemberg","1-pers.-HH","51","0.201648193050228","0.158358406471453","0.244937979629003"
"3 on scale 1-7 ","2005","Baden-Württemberg","(Married) couple without C. ","157","0.193891340700183","0.165691242850901","0.222091438549466"
"3 on scale 1-7 ","2005","Baden-Württemberg","Single parent ","20","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","Couple + C. LE 16 ","107","0.228860396597767","0.192471830911466","0.265248962284067"
"3 on scale 1-7 ","2005","Baden-Württemberg","Couple + C. GT 16 ","83","0.222761087071782","0.183154985687213","0.262367188456352"
"3 on scale 1-7 ","2005","Baden-Württemberg","Couple + C. LE and GT 16","48","0.180188145234543","0.136329290444088","0.224047000024997"
"3 on scale 1-7 ","2005","Bavaria","1-pers.-HH","79","0.1708691046814","0.133656065786238","0.208082143576563"
"3 on scale 1-7 ","2005","Bavaria","(Married) couple without C. ","174","0.18190639702921","0.157032857524401","0.206779936534019"
"3 on scale 1-7 ","2005","Bavaria","Single parent ","21","","",""
"3 on scale 1-7 ","2005","Bavaria","Couple + C. LE 16 ","115","0.191634049874178","0.159875370845799","0.223392728902557"
"3 on scale 1-7 ","2005","Bavaria","Couple + C. GT 16 ","73","0.138440932526764","0.109419193802957","0.167462671250571"
"3 on scale 1-7 ","2005","Bavaria","Couple + C. LE and GT 16","44","0.182593016965443","0.132555977740034","0.232630056190853"
"3 on scale 1-7 ","2005","Berlin","1-pers.-HH","26","","",""
"3 on scale 1-7 ","2005","Berlin","(Married) couple without C. ","35","0.183407882245297","0.132500215355525","0.23431554913507"
"3 on scale 1-7 ","2005","Berlin","Single parent ","7","","",""
"3 on scale 1-7 ","2005","Berlin","Couple + C. LE 16 ","20","","",""
"3 on scale 1-7 ","2005","Berlin","Couple + C. GT 16 ","23","","",""
"3 on scale 1-7 ","2005","Berlin","Couple + C. LE and GT 16","12","","",""
"3 on scale 1-7 ","2005","Brandenburg","1-pers.-HH","19","","",""
"3 on scale 1-7 ","2005","Brandenburg","(Married) couple without C. ","64","0.204517520880847","0.160115879072589","0.248919162689106"
"3 on scale 1-7 ","2005","Brandenburg","Single parent ","8","","",""
"3 on scale 1-7 ","2005","Brandenburg","Couple + C. LE 16 ","25","","",""
"3 on scale 1-7 ","2005","Brandenburg","Couple + C. GT 16 ","29","","",""
"3 on scale 1-7 ","2005","Brandenburg","Couple + C. LE and GT 16","8","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","1-pers.-HH","6","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","(Married) couple without C. ","28","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Single parent ","6","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","14","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","21","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","7","","",""
"3 on scale 1-7 ","2005","Saxony","1-pers.-HH","39","0.194017178558966","0.141403192043042","0.24663116507489"
"3 on scale 1-7 ","2005","Saxony","(Married) couple without C. ","97","0.164794245403687","0.13409452498188","0.195493965825495"
"3 on scale 1-7 ","2005","Saxony","Single parent ","31","0.274570673742613","0.18753204645212","0.361609301033105"
"3 on scale 1-7 ","2005","Saxony","Couple + C. LE 16 ","46","0.191332229458821","0.137617472604668","0.245046986312975"
"3 on scale 1-7 ","2005","Saxony","Couple + C. GT 16 ","57","0.248343585141487","0.198787975576375","0.297899194706599"
"3 on scale 1-7 ","2005","Saxony","Couple + C. LE and GT 16","18","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","1-pers.-HH","18","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","(Married) couple without C. ","58","0.194099876343817","0.150698251362072","0.237501501325562"
"3 on scale 1-7 ","2005","Saxony-Anhalt","Single parent ","8","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","Couple + C. LE 16 ","19","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","Couple + C. GT 16 ","41","0.18202636850728","0.13080435473852","0.233248382276039"
"3 on scale 1-7 ","2005","Saxony-Anhalt","Couple + C. LE and GT 16","12","","",""
"3 on scale 1-7 ","2005","Thuringia","1-pers.-HH","22","","",""
"3 on scale 1-7 ","2005","Thuringia","(Married) couple without C. ","57","0.182152836208977","0.137576343814686","0.226729328603269"
"3 on scale 1-7 ","2005","Thuringia","Single parent ","4","","",""
"3 on scale 1-7 ","2005","Thuringia","Couple + C. LE 16 ","35","0.183208653576302","0.119130110525569","0.247287196627035"
