"plh0206i03","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2006","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2006","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2006","no migration background","West Germany","","","",""
"6 on scale 1-7","2006","no migration background","East Germany","","","",""
"6 on scale 1-7","2006","direct migration background","West Germany","","","",""
"6 on scale 1-7","2006","direct migration background","East Germany","","","",""
"6 on scale 1-7","2006","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2006","indirect migration background","East Germany","","","",""
"7 Strongly agree","2006","no migration background","West Germany","","","",""
"7 Strongly agree","2006","no migration background","East Germany","","","",""
"7 Strongly agree","2006","direct migration background","West Germany","","","",""
"7 Strongly agree","2006","direct migration background","East Germany","","","",""
"7 Strongly agree","2006","indirect migration background","West Germany","","","",""
"7 Strongly agree","2006","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2007","no migration background","West Germany","","","",""
"1 Strongly disagree","2007","no migration background","East Germany","","","",""
"1 Strongly disagree","2007","direct migration background","West Germany","","","",""
"1 Strongly disagree","2007","direct migration background","East Germany","","","",""
"1 Strongly disagree","2007","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2007","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2007","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2007","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2007","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2007","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2007","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2007","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2007","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2007","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2007","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2007","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2007","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2007","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2007","no migration background","West Germany","","","",""
"4 on scale 1-7","2007","no migration background","East Germany","","","",""
"4 on scale 1-7","2007","direct migration background","West Germany","","","",""
"4 on scale 1-7","2007","direct migration background","East Germany","","","",""
"4 on scale 1-7","2007","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2007","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2007","no migration background","West Germany","","","",""
"5 on scale 1-7","2007","no migration background","East Germany","","","",""
"5 on scale 1-7","2007","direct migration background","West Germany","","","",""
"5 on scale 1-7","2007","direct migration background","East Germany","","","",""
"5 on scale 1-7","2007","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2007","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2007","no migration background","West Germany","","","",""
"6 on scale 1-7","2007","no migration background","East Germany","","","",""
"6 on scale 1-7","2007","direct migration background","West Germany","","","",""
"6 on scale 1-7","2007","direct migration background","East Germany","","","",""
"6 on scale 1-7","2007","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2007","indirect migration background","East Germany","","","",""
"7 Strongly agree","2007","no migration background","West Germany","","","",""
"7 Strongly agree","2007","no migration background","East Germany","","","",""
"7 Strongly agree","2007","direct migration background","West Germany","","","",""
"7 Strongly agree","2007","direct migration background","East Germany","","","",""
"7 Strongly agree","2007","indirect migration background","West Germany","","","",""
"7 Strongly agree","2007","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2008","no migration background","West Germany","","","",""
"1 Strongly disagree","2008","no migration background","East Germany","","","",""
"1 Strongly disagree","2008","direct migration background","West Germany","","","",""
"1 Strongly disagree","2008","direct migration background","East Germany","","","",""
"1 Strongly disagree","2008","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2008","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2008","no migration background","West Germany","","","",""
"4 on scale 1-7","2008","no migration background","East Germany","","","",""
"4 on scale 1-7","2008","direct migration background","West Germany","","","",""
"4 on scale 1-7","2008","direct migration background","East Germany","","","",""
"4 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2008","no migration background","West Germany","","","",""
"5 on scale 1-7","2008","no migration background","East Germany","","","",""
"5 on scale 1-7","2008","direct migration background","West Germany","","","",""
"5 on scale 1-7","2008","direct migration background","East Germany","","","",""
"5 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2008","no migration background","West Germany","","","",""
"6 on scale 1-7","2008","no migration background","East Germany","","","",""
"6 on scale 1-7","2008","direct migration background","West Germany","","","",""
"6 on scale 1-7","2008","direct migration background","East Germany","","","",""
"6 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"7 Strongly agree","2008","no migration background","West Germany","","","",""
"7 Strongly agree","2008","no migration background","East Germany","","","",""
"7 Strongly agree","2008","direct migration background","West Germany","","","",""
"7 Strongly agree","2008","direct migration background","East Germany","","","",""
"7 Strongly agree","2008","indirect migration background","West Germany","","","",""
"7 Strongly agree","2008","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2009","no migration background","West Germany","","","",""
"1 Strongly disagree","2009","no migration background","East Germany","","","",""
"1 Strongly disagree","2009","direct migration background","West Germany","","","",""
"1 Strongly disagree","2009","direct migration background","East Germany","","","",""
"1 Strongly disagree","2009","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2009","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2009","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2009","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2009","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2009","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2009","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2009","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2009","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2009","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2009","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2009","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2009","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2009","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2009","no migration background","West Germany","","","",""
"4 on scale 1-7","2009","no migration background","East Germany","","","",""
"4 on scale 1-7","2009","direct migration background","West Germany","","","",""
"4 on scale 1-7","2009","direct migration background","East Germany","","","",""
"4 on scale 1-7","2009","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2009","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2009","no migration background","West Germany","","","",""
"5 on scale 1-7","2009","no migration background","East Germany","","","",""
"5 on scale 1-7","2009","direct migration background","West Germany","","","",""
"5 on scale 1-7","2009","direct migration background","East Germany","","","",""
"5 on scale 1-7","2009","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2009","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2009","no migration background","West Germany","","","",""
"6 on scale 1-7","2009","no migration background","East Germany","","","",""
"6 on scale 1-7","2009","direct migration background","West Germany","","","",""
"6 on scale 1-7","2009","direct migration background","East Germany","","","",""
"6 on scale 1-7","2009","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2009","indirect migration background","East Germany","","","",""
"7 Strongly agree","2009","no migration background","West Germany","","","",""
"7 Strongly agree","2009","no migration background","East Germany","","","",""
"7 Strongly agree","2009","direct migration background","West Germany","","","",""
"7 Strongly agree","2009","direct migration background","East Germany","","","",""
"7 Strongly agree","2009","indirect migration background","West Germany","","","",""
"7 Strongly agree","2009","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2010","no migration background","West Germany","2498","0.237480524080579","0.229338399853294","0.245622648307864"
"1 Strongly disagree","2010","no migration background","East Germany","902","0.242259420468722","0.229026433461242","0.255492407476201"
"1 Strongly disagree","2010","direct migration background","West Germany","361","0.260205128515739","0.237181457480419","0.283228799551058"
"1 Strongly disagree","2010","direct migration background","East Germany","18","","",""
"1 Strongly disagree","2010","indirect migration background","West Germany","129","0.178807160474928","0.148546892818886","0.20906742813097"
"1 Strongly disagree","2010","indirect migration background","East Germany","6","","",""
"2 on scale 1-7 ","2010","no migration background","West Germany","2647","0.240198426950327","0.232024449632972","0.248372404267682"
"2 on scale 1-7 ","2010","no migration background","East Germany","996","0.23217015913931","0.219129697407929","0.245210620870691"
"2 on scale 1-7 ","2010","direct migration background","West Germany","333","0.189527393186334","0.168960620304866","0.210094166067801"
"2 on scale 1-7 ","2010","direct migration background","East Germany","10","","",""
"2 on scale 1-7 ","2010","indirect migration background","West Germany","137","0.189263383516772","0.15832975050134","0.220197016532204"
"2 on scale 1-7 ","2010","indirect migration background","East Germany","9","","",""
"3 on scale 1-7 ","2010","no migration background","West Germany","2058","0.197565946692076","0.189947630830376","0.205184262553777"
"3 on scale 1-7 ","2010","no migration background","East Germany","776","0.186279900103344","0.17425510191762","0.198304698289069"
"3 on scale 1-7 ","2010","direct migration background","West Germany","263","0.177566578320807","0.157512995519744","0.19762016112187"
"3 on scale 1-7 ","2010","direct migration background","East Germany","11","","",""
"3 on scale 1-7 ","2010","indirect migration background","West Germany","121","0.26512353788638","0.230266614906378","0.299980460866382"
"3 on scale 1-7 ","2010","indirect migration background","East Germany","7","","",""
"4 on scale 1-7","2010","no migration background","West Germany","1711","0.170130806217127","0.162941374617776","0.177320237816478"
"4 on scale 1-7","2010","no migration background","East Germany","682","0.165400714724712","0.15392539033053","0.176876039118894"
"4 on scale 1-7","2010","direct migration background","West Germany","210","0.173089441467638","0.153236468824515","0.192942414110761"
"4 on scale 1-7","2010","direct migration background","East Germany","9","","",""
"4 on scale 1-7","2010","indirect migration background","West Germany","107","0.158558377783479","0.129713790638019","0.18740296492894"
"4 on scale 1-7","2010","indirect migration background","East Germany","9","","",""
"5 on scale 1-7","2010","no migration background","West Germany","894","0.0864916902530173","0.0811134314356743","0.0918699490703602"
"5 on scale 1-7","2010","no migration background","East Germany","379","0.0881549658113707","0.0793982514090941","0.0969116802136473"
"5 on scale 1-7","2010","direct migration background","West Germany","131","0.119754115615236","0.102716523663694","0.136791707566778"
"5 on scale 1-7","2010","direct migration background","East Germany","7","","",""
"5 on scale 1-7","2010","indirect migration background","West Germany","68","0.122256097740127","0.0963872603876464","0.148124935092608"
"5 on scale 1-7","2010","indirect migration background","East Germany","4","","",""
"6 on scale 1-7","2010","no migration background","West Germany","370","0.0343209855742022","0.0308376563229324","0.0378043148254721"
"6 on scale 1-7","2010","no migration background","East Germany","168","0.050174157353932","0.0434316828829415","0.0569166318249225"
"6 on scale 1-7","2010","direct migration background","West Germany","49","0.0417906140978163","0.0312896161406484","0.0522916120549842"
"6 on scale 1-7","2010","direct migration background","East Germany","6","","",""
"6 on scale 1-7","2010","indirect migration background","West Germany","28","","",""
"6 on scale 1-7","2010","indirect migration background","East Germany","2","","",""
"7 Strongly agree","2010","no migration background","West Germany","315","0.0338116202326715","0.0303533243248633","0.0372699161404797"
"7 Strongly agree","2010","no migration background","East Germany","124","0.0355606823986092","0.0298408964970061","0.0412804683002123"
"7 Strongly agree","2010","direct migration background","West Germany","48","0.0380667287964304","0.028025051990555","0.0481084056023059"
"7 Strongly agree","2010","direct migration background","East Germany","2","","",""
"7 Strongly agree","2010","indirect migration background","West Germany","26","","",""
"7 Strongly agree","2010","indirect migration background","East Germany","1","","",""
"1 Strongly disagree","2011","no migration background","West Germany","","","",""
"1 Strongly disagree","2011","no migration background","East Germany","","","",""
"1 Strongly disagree","2011","direct migration background","West Germany","","","",""
"1 Strongly disagree","2011","direct migration background","East Germany","","","",""
"1 Strongly disagree","2011","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2011","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2011","no migration background","West Germany","","","",""
"4 on scale 1-7","2011","no migration background","East Germany","","","",""
"4 on scale 1-7","2011","direct migration background","West Germany","","","",""
"4 on scale 1-7","2011","direct migration background","East Germany","","","",""
"4 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2011","no migration background","West Germany","","","",""
"5 on scale 1-7","2011","no migration background","East Germany","","","",""
"5 on scale 1-7","2011","direct migration background","West Germany","","","",""
"5 on scale 1-7","2011","direct migration background","East Germany","","","",""
"5 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2011","no migration background","West Germany","","","",""
"6 on scale 1-7","2011","no migration background","East Germany","","","",""
"6 on scale 1-7","2011","direct migration background","West Germany","","","",""
"6 on scale 1-7","2011","direct migration background","East Germany","","","",""
"6 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"7 Strongly agree","2011","no migration background","West Germany","","","",""
"7 Strongly agree","2011","no migration background","East Germany","","","",""
"7 Strongly agree","2011","direct migration background","West Germany","","","",""
"7 Strongly agree","2011","direct migration background","East Germany","","","",""
"7 Strongly agree","2011","indirect migration background","West Germany","","","",""
"7 Strongly agree","2011","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2012","no migration background","West Germany","","","",""
"1 Strongly disagree","2012","no migration background","East Germany","","","",""
"1 Strongly disagree","2012","direct migration background","West Germany","","","",""
"1 Strongly disagree","2012","direct migration background","East Germany","","","",""
"1 Strongly disagree","2012","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2012","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2012","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2012","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2012","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2012","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2012","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2012","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2012","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2012","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2012","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2012","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2012","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2012","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2012","no migration background","West Germany","","","",""
"4 on scale 1-7","2012","no migration background","East Germany","","","",""
"4 on scale 1-7","2012","direct migration background","West Germany","","","",""
"4 on scale 1-7","2012","direct migration background","East Germany","","","",""
"4 on scale 1-7","2012","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2012","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2012","no migration background","West Germany","","","",""
"5 on scale 1-7","2012","no migration background","East Germany","","","",""
"5 on scale 1-7","2012","direct migration background","West Germany","","","",""
"5 on scale 1-7","2012","direct migration background","East Germany","","","",""
"5 on scale 1-7","2012","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2012","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2012","no migration background","West Germany","","","",""
"6 on scale 1-7","2012","no migration background","East Germany","","","",""
"6 on scale 1-7","2012","direct migration background","West Germany","","","",""
"6 on scale 1-7","2012","direct migration background","East Germany","","","",""
"6 on scale 1-7","2012","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2012","indirect migration background","East Germany","","","",""
"7 Strongly agree","2012","no migration background","West Germany","","","",""
"7 Strongly agree","2012","no migration background","East Germany","","","",""
"7 Strongly agree","2012","direct migration background","West Germany","","","",""
"7 Strongly agree","2012","direct migration background","East Germany","","","",""
"7 Strongly agree","2012","indirect migration background","West Germany","","","",""
"7 Strongly agree","2012","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2013","no migration background","West Germany","","","",""
"1 Strongly disagree","2013","no migration background","East Germany","","","",""
"1 Strongly disagree","2013","direct migration background","West Germany","","","",""
"1 Strongly disagree","2013","direct migration background","East Germany","","","",""
"1 Strongly disagree","2013","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2013","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2013","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2013","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2013","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2013","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2013","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2013","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2013","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2013","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2013","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2013","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2013","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2013","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2013","no migration background","West Germany","","","",""
"4 on scale 1-7","2013","no migration background","East Germany","","","",""
"4 on scale 1-7","2013","direct migration background","West Germany","","","",""
"4 on scale 1-7","2013","direct migration background","East Germany","","","",""
"4 on scale 1-7","2013","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2013","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2013","no migration background","West Germany","","","",""
"5 on scale 1-7","2013","no migration background","East Germany","","","",""
"5 on scale 1-7","2013","direct migration background","West Germany","","","",""
"5 on scale 1-7","2013","direct migration background","East Germany","","","",""
"5 on scale 1-7","2013","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2013","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2013","no migration background","West Germany","","","",""
"6 on scale 1-7","2013","no migration background","East Germany","","","",""
"6 on scale 1-7","2013","direct migration background","West Germany","","","",""
"6 on scale 1-7","2013","direct migration background","East Germany","","","",""
"6 on scale 1-7","2013","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2013","indirect migration background","East Germany","","","",""
"7 Strongly agree","2013","no migration background","West Germany","","","",""
"7 Strongly agree","2013","no migration background","East Germany","","","",""
"7 Strongly agree","2013","direct migration background","West Germany","","","",""
"7 Strongly agree","2013","direct migration background","East Germany","","","",""
"7 Strongly agree","2013","indirect migration background","West Germany","","","",""
"7 Strongly agree","2013","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2014","no migration background","West Germany","","","",""
"1 Strongly disagree","2014","no migration background","East Germany","","","",""
"1 Strongly disagree","2014","direct migration background","West Germany","","","",""
"1 Strongly disagree","2014","direct migration background","East Germany","","","",""
"1 Strongly disagree","2014","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2014","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2014","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2014","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2014","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2014","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2014","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2014","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2014","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2014","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2014","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2014","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2014","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2014","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2014","no migration background","West Germany","","","",""
"4 on scale 1-7","2014","no migration background","East Germany","","","",""
"4 on scale 1-7","2014","direct migration background","West Germany","","","",""
"4 on scale 1-7","2014","direct migration background","East Germany","","","",""
"4 on scale 1-7","2014","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2014","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2014","no migration background","West Germany","","","",""
"5 on scale 1-7","2014","no migration background","East Germany","","","",""
"5 on scale 1-7","2014","direct migration background","West Germany","","","",""
"5 on scale 1-7","2014","direct migration background","East Germany","","","",""
"5 on scale 1-7","2014","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2014","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2014","no migration background","West Germany","","","",""
"6 on scale 1-7","2014","no migration background","East Germany","","","",""
"6 on scale 1-7","2014","direct migration background","West Germany","","","",""
"6 on scale 1-7","2014","direct migration background","East Germany","","","",""
"6 on scale 1-7","2014","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2014","indirect migration background","East Germany","","","",""
"7 Strongly agree","2014","no migration background","West Germany","","","",""
