"plh0206i03","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2007","no migration background","Female","","","",""
"1 Strongly disagree","2007","direct migration background","Male","","","",""
"1 Strongly disagree","2007","direct migration background","Female","","","",""
"1 Strongly disagree","2007","indirect migration background","Male","","","",""
"1 Strongly disagree","2007","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2007","no migration background","Male","","","",""
"2 on scale 1-7 ","2007","no migration background","Female","","","",""
"2 on scale 1-7 ","2007","direct migration background","Male","","","",""
"2 on scale 1-7 ","2007","direct migration background","Female","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2007","no migration background","Male","","","",""
"3 on scale 1-7 ","2007","no migration background","Female","","","",""
"3 on scale 1-7 ","2007","direct migration background","Male","","","",""
"3 on scale 1-7 ","2007","direct migration background","Female","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Female","","","",""
"4 on scale 1-7","2007","no migration background","Male","","","",""
"4 on scale 1-7","2007","no migration background","Female","","","",""
"4 on scale 1-7","2007","direct migration background","Male","","","",""
"4 on scale 1-7","2007","direct migration background","Female","","","",""
"4 on scale 1-7","2007","indirect migration background","Male","","","",""
"4 on scale 1-7","2007","indirect migration background","Female","","","",""
"5 on scale 1-7","2007","no migration background","Male","","","",""
"5 on scale 1-7","2007","no migration background","Female","","","",""
"5 on scale 1-7","2007","direct migration background","Male","","","",""
"5 on scale 1-7","2007","direct migration background","Female","","","",""
"5 on scale 1-7","2007","indirect migration background","Male","","","",""
"5 on scale 1-7","2007","indirect migration background","Female","","","",""
"6 on scale 1-7","2007","no migration background","Male","","","",""
"6 on scale 1-7","2007","no migration background","Female","","","",""
"6 on scale 1-7","2007","direct migration background","Male","","","",""
"6 on scale 1-7","2007","direct migration background","Female","","","",""
"6 on scale 1-7","2007","indirect migration background","Male","","","",""
"6 on scale 1-7","2007","indirect migration background","Female","","","",""
"7 Strongly agree","2007","no migration background","Male","","","",""
"7 Strongly agree","2007","no migration background","Female","","","",""
"7 Strongly agree","2007","direct migration background","Male","","","",""
"7 Strongly agree","2007","direct migration background","Female","","","",""
"7 Strongly agree","2007","indirect migration background","Male","","","",""
"7 Strongly agree","2007","indirect migration background","Female","","","",""
"1 Strongly disagree","2008","no migration background","Male","","","",""
"1 Strongly disagree","2008","no migration background","Female","","","",""
"1 Strongly disagree","2008","direct migration background","Male","","","",""
"1 Strongly disagree","2008","direct migration background","Female","","","",""
"1 Strongly disagree","2008","indirect migration background","Male","","","",""
"1 Strongly disagree","2008","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2008","no migration background","Male","","","",""
"2 on scale 1-7 ","2008","no migration background","Female","","","",""
"2 on scale 1-7 ","2008","direct migration background","Male","","","",""
"2 on scale 1-7 ","2008","direct migration background","Female","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2008","no migration background","Male","","","",""
"3 on scale 1-7 ","2008","no migration background","Female","","","",""
"3 on scale 1-7 ","2008","direct migration background","Male","","","",""
"3 on scale 1-7 ","2008","direct migration background","Female","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Female","","","",""
"4 on scale 1-7","2008","no migration background","Male","","","",""
"4 on scale 1-7","2008","no migration background","Female","","","",""
"4 on scale 1-7","2008","direct migration background","Male","","","",""
"4 on scale 1-7","2008","direct migration background","Female","","","",""
"4 on scale 1-7","2008","indirect migration background","Male","","","",""
"4 on scale 1-7","2008","indirect migration background","Female","","","",""
"5 on scale 1-7","2008","no migration background","Male","","","",""
"5 on scale 1-7","2008","no migration background","Female","","","",""
"5 on scale 1-7","2008","direct migration background","Male","","","",""
"5 on scale 1-7","2008","direct migration background","Female","","","",""
"5 on scale 1-7","2008","indirect migration background","Male","","","",""
"5 on scale 1-7","2008","indirect migration background","Female","","","",""
"6 on scale 1-7","2008","no migration background","Male","","","",""
"6 on scale 1-7","2008","no migration background","Female","","","",""
"6 on scale 1-7","2008","direct migration background","Male","","","",""
"6 on scale 1-7","2008","direct migration background","Female","","","",""
"6 on scale 1-7","2008","indirect migration background","Male","","","",""
"6 on scale 1-7","2008","indirect migration background","Female","","","",""
"7 Strongly agree","2008","no migration background","Male","","","",""
"7 Strongly agree","2008","no migration background","Female","","","",""
"7 Strongly agree","2008","direct migration background","Male","","","",""
"7 Strongly agree","2008","direct migration background","Female","","","",""
"7 Strongly agree","2008","indirect migration background","Male","","","",""
"7 Strongly agree","2008","indirect migration background","Female","","","",""
"1 Strongly disagree","2009","no migration background","Male","","","",""
"1 Strongly disagree","2009","no migration background","Female","","","",""
"1 Strongly disagree","2009","direct migration background","Male","","","",""
"1 Strongly disagree","2009","direct migration background","Female","","","",""
"1 Strongly disagree","2009","indirect migration background","Male","","","",""
"1 Strongly disagree","2009","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2009","no migration background","Male","","","",""
"2 on scale 1-7 ","2009","no migration background","Female","","","",""
"2 on scale 1-7 ","2009","direct migration background","Male","","","",""
"2 on scale 1-7 ","2009","direct migration background","Female","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2009","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2009","no migration background","Male","","","",""
"3 on scale 1-7 ","2009","no migration background","Female","","","",""
"3 on scale 1-7 ","2009","direct migration background","Male","","","",""
"3 on scale 1-7 ","2009","direct migration background","Female","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2009","indirect migration background","Female","","","",""
"4 on scale 1-7","2009","no migration background","Male","","","",""
"4 on scale 1-7","2009","no migration background","Female","","","",""
"4 on scale 1-7","2009","direct migration background","Male","","","",""
"4 on scale 1-7","2009","direct migration background","Female","","","",""
"4 on scale 1-7","2009","indirect migration background","Male","","","",""
"4 on scale 1-7","2009","indirect migration background","Female","","","",""
"5 on scale 1-7","2009","no migration background","Male","","","",""
"5 on scale 1-7","2009","no migration background","Female","","","",""
"5 on scale 1-7","2009","direct migration background","Male","","","",""
"5 on scale 1-7","2009","direct migration background","Female","","","",""
"5 on scale 1-7","2009","indirect migration background","Male","","","",""
"5 on scale 1-7","2009","indirect migration background","Female","","","",""
"6 on scale 1-7","2009","no migration background","Male","","","",""
"6 on scale 1-7","2009","no migration background","Female","","","",""
"6 on scale 1-7","2009","direct migration background","Male","","","",""
"6 on scale 1-7","2009","direct migration background","Female","","","",""
"6 on scale 1-7","2009","indirect migration background","Male","","","",""
"6 on scale 1-7","2009","indirect migration background","Female","","","",""
"7 Strongly agree","2009","no migration background","Male","","","",""
"7 Strongly agree","2009","no migration background","Female","","","",""
"7 Strongly agree","2009","direct migration background","Male","","","",""
"7 Strongly agree","2009","direct migration background","Female","","","",""
"7 Strongly agree","2009","indirect migration background","Male","","","",""
"7 Strongly agree","2009","indirect migration background","Female","","","",""
"1 Strongly disagree","2010","no migration background","Male","1260","0.187517457146673","0.178340159720777","0.196694754572568"
"1 Strongly disagree","2010","no migration background","Female","2140","0.288718391571983","0.278510654328025","0.29892612881594"
"1 Strongly disagree","2010","direct migration background","Male","132","0.197480293064928","0.167062697674926","0.227897888454929"
"1 Strongly disagree","2010","direct migration background","Female","247","0.316863318249496","0.284623477834571","0.349103158664421"
"1 Strongly disagree","2010","indirect migration background","Male","50","0.1664639195235","0.125197367629171","0.207730471417829"
"1 Strongly disagree","2010","indirect migration background","Female","85","0.201513103244509","0.158937928031538","0.24408827845748"
"2 on scale 1-7 ","2010","no migration background","Male","1654","0.228711384366026","0.218836334733956","0.238586433998095"
"2 on scale 1-7 ","2010","no migration background","Female","1989","0.2480700725921","0.238341539959177","0.257798605225023"
"2 on scale 1-7 ","2010","direct migration background","Male","143","0.163551740456048","0.135291082407021","0.191812398505076"
"2 on scale 1-7 ","2010","direct migration background","Female","200","0.210096533372068","0.181867269669297","0.238325797074839"
"2 on scale 1-7 ","2010","indirect migration background","Male","64","0.167811054122313","0.126411355812136","0.209210752432489"
"2 on scale 1-7 ","2010","indirect migration background","Female","82","0.205729378563875","0.162824832819484","0.248633924308266"
"3 on scale 1-7 ","2010","no migration background","Male","1428","0.198871308550307","0.189486527524388","0.208256089576225"
"3 on scale 1-7 ","2010","no migration background","Female","1406","0.191447676200099","0.182585291820111","0.200310060580088"
"3 on scale 1-7 ","2010","direct migration background","Male","124","0.191456687790255","0.161394397822785","0.221518977757725"
"3 on scale 1-7 ","2010","direct migration background","Female","150","0.162777983619258","0.137196763779226","0.188359203459289"
"3 on scale 1-7 ","2010","indirect migration background","Male","67","0.293760175255165","0.243300031503181","0.344220319007149"
"3 on scale 1-7 ","2010","indirect migration background","Female","61","0.229027420415082","0.184427497467707","0.273627343362457"
"4 on scale 1-7","2010","no migration background","Male","1289","0.191324953702005","0.182076699367981","0.20057320803603"
"4 on scale 1-7","2010","no migration background","Female","1104","0.147238418499488","0.139256710178926","0.155220126820051"
"4 on scale 1-7","2010","direct migration background","Male","122","0.211026423289908","0.179849389578428","0.242203457001388"
"4 on scale 1-7","2010","direct migration background","Female","97","0.138271005270673","0.114351399881258","0.162190610660088"
"4 on scale 1-7","2010","indirect migration background","Male","62","0.164339257846407","0.123284680726231","0.205393834966582"
"4 on scale 1-7","2010","indirect migration background","Female","54","0.163287717421167","0.124056143417871","0.202519291424462"
"5 on scale 1-7","2010","no migration background","Male","716","0.10271776825849","0.0955798058482753","0.109855730668705"
"5 on scale 1-7","2010","no migration background","Female","557","0.0712284974006441","0.0654348401358227","0.0770221546654655"
"5 on scale 1-7","2010","direct migration background","Male","79","0.13554216031197","0.109387790844608","0.161696529779333"
"5 on scale 1-7","2010","direct migration background","Female","59","0.109912145819583","0.0882379806658941","0.131586310973271"
"5 on scale 1-7","2010","indirect migration background","Male","41","0.124670546281938","0.08807370314245","0.161267389421427"
"5 on scale 1-7","2010","indirect migration background","Female","31","0.11506294097882","0.0811945294620934","0.148931352495546"
"6 on scale 1-7","2010","no migration background","Male","324","0.0470926264668143","0.0421119453734315","0.0520733075601972"
"6 on scale 1-7","2010","no migration background","Female","214","0.0285354731916033","0.0247850741354497","0.032285872247757"
"6 on scale 1-7","2010","direct migration background","Male","30","0.0523095080091185","0.0352973768008372","0.0693216392173998"
"6 on scale 1-7","2010","direct migration background","Female","","","",""
"6 on scale 1-7","2010","indirect migration background","Male","","","",""
"6 on scale 1-7","2010","indirect migration background","Female","","","",""
"7 Strongly agree","2010","no migration background","Male","278","0.0437645015096849","0.0389546645054689","0.0485743385139009"
"7 Strongly agree","2010","no migration background","Female","161","0.0247614705440822","0.0212610912193668","0.0282618498687976"
"7 Strongly agree","2010","direct migration background","Male","","","",""
"7 Strongly agree","2010","direct migration background","Female","","","",""
"7 Strongly agree","2010","indirect migration background","Male","","","",""
"7 Strongly agree","2010","indirect migration background","Female","","","",""
"1 Strongly disagree","2011","no migration background","Male","","","",""
"1 Strongly disagree","2011","no migration background","Female","","","",""
"1 Strongly disagree","2011","direct migration background","Male","","","",""
"1 Strongly disagree","2011","direct migration background","Female","","","",""
"1 Strongly disagree","2011","indirect migration background","Male","","","",""
"1 Strongly disagree","2011","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2011","no migration background","Male","","","",""
"2 on scale 1-7 ","2011","no migration background","Female","","","",""
"2 on scale 1-7 ","2011","direct migration background","Male","","","",""
"2 on scale 1-7 ","2011","direct migration background","Female","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2011","no migration background","Male","","","",""
"3 on scale 1-7 ","2011","no migration background","Female","","","",""
"3 on scale 1-7 ","2011","direct migration background","Male","","","",""
"3 on scale 1-7 ","2011","direct migration background","Female","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Female","","","",""
"4 on scale 1-7","2011","no migration background","Male","","","",""
"4 on scale 1-7","2011","no migration background","Female","","","",""
"4 on scale 1-7","2011","direct migration background","Male","","","",""
"4 on scale 1-7","2011","direct migration background","Female","","","",""
"4 on scale 1-7","2011","indirect migration background","Male","","","",""
"4 on scale 1-7","2011","indirect migration background","Female","","","",""
"5 on scale 1-7","2011","no migration background","Male","","","",""
"5 on scale 1-7","2011","no migration background","Female","","","",""
"5 on scale 1-7","2011","direct migration background","Male","","","",""
"5 on scale 1-7","2011","direct migration background","Female","","","",""
"5 on scale 1-7","2011","indirect migration background","Male","","","",""
"5 on scale 1-7","2011","indirect migration background","Female","","","",""
"6 on scale 1-7","2011","no migration background","Male","","","",""
"6 on scale 1-7","2011","no migration background","Female","","","",""
"6 on scale 1-7","2011","direct migration background","Male","","","",""
"6 on scale 1-7","2011","direct migration background","Female","","","",""
"6 on scale 1-7","2011","indirect migration background","Male","","","",""
"6 on scale 1-7","2011","indirect migration background","Female","","","",""
"7 Strongly agree","2011","no migration background","Male","","","",""
"7 Strongly agree","2011","no migration background","Female","","","",""
"7 Strongly agree","2011","direct migration background","Male","","","",""
"7 Strongly agree","2011","direct migration background","Female","","","",""
"7 Strongly agree","2011","indirect migration background","Male","","","",""
"7 Strongly agree","2011","indirect migration background","Female","","","",""
"1 Strongly disagree","2012","no migration background","Male","","","",""
"1 Strongly disagree","2012","no migration background","Female","","","",""
"1 Strongly disagree","2012","direct migration background","Male","","","",""
"1 Strongly disagree","2012","direct migration background","Female","","","",""
"1 Strongly disagree","2012","indirect migration background","Male","","","",""
"1 Strongly disagree","2012","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2012","no migration background","Male","","","",""
"2 on scale 1-7 ","2012","no migration background","Female","","","",""
"2 on scale 1-7 ","2012","direct migration background","Male","","","",""
"2 on scale 1-7 ","2012","direct migration background","Female","","","",""
"2 on scale 1-7 ","2012","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2012","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2012","no migration background","Male","","","",""
"3 on scale 1-7 ","2012","no migration background","Female","","","",""
"3 on scale 1-7 ","2012","direct migration background","Male","","","",""
"3 on scale 1-7 ","2012","direct migration background","Female","","","",""
"3 on scale 1-7 ","2012","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2012","indirect migration background","Female","","","",""
"4 on scale 1-7","2012","no migration background","Male","","","",""
"4 on scale 1-7","2012","no migration background","Female","","","",""
"4 on scale 1-7","2012","direct migration background","Male","","","",""
"4 on scale 1-7","2012","direct migration background","Female","","","",""
"4 on scale 1-7","2012","indirect migration background","Male","","","",""
"4 on scale 1-7","2012","indirect migration background","Female","","","",""
"5 on scale 1-7","2012","no migration background","Male","","","",""
"5 on scale 1-7","2012","no migration background","Female","","","",""
"5 on scale 1-7","2012","direct migration background","Male","","","",""
"5 on scale 1-7","2012","direct migration background","Female","","","",""
"5 on scale 1-7","2012","indirect migration background","Male","","","",""
"5 on scale 1-7","2012","indirect migration background","Female","","","",""
"6 on scale 1-7","2012","no migration background","Male","","","",""
"6 on scale 1-7","2012","no migration background","Female","","","",""
"6 on scale 1-7","2012","direct migration background","Male","","","",""
"6 on scale 1-7","2012","direct migration background","Female","","","",""
"6 on scale 1-7","2012","indirect migration background","Male","","","",""
"6 on scale 1-7","2012","indirect migration background","Female","","","",""
"7 Strongly agree","2012","no migration background","Male","","","",""
"7 Strongly agree","2012","no migration background","Female","","","",""
"7 Strongly agree","2012","direct migration background","Male","","","",""
"7 Strongly agree","2012","direct migration background","Female","","","",""
"7 Strongly agree","2012","indirect migration background","Male","","","",""
"7 Strongly agree","2012","indirect migration background","Female","","","",""
"1 Strongly disagree","2013","no migration background","Male","","","",""
"1 Strongly disagree","2013","no migration background","Female","","","",""
"1 Strongly disagree","2013","direct migration background","Male","","","",""
"1 Strongly disagree","2013","direct migration background","Female","","","",""
"1 Strongly disagree","2013","indirect migration background","Male","","","",""
"1 Strongly disagree","2013","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2013","no migration background","Male","","","",""
"2 on scale 1-7 ","2013","no migration background","Female","","","",""
"2 on scale 1-7 ","2013","direct migration background","Male","","","",""
"2 on scale 1-7 ","2013","direct migration background","Female","","","",""
"2 on scale 1-7 ","2013","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2013","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2013","no migration background","Male","","","",""
"3 on scale 1-7 ","2013","no migration background","Female","","","",""
"3 on scale 1-7 ","2013","direct migration background","Male","","","",""
"3 on scale 1-7 ","2013","direct migration background","Female","","","",""
"3 on scale 1-7 ","2013","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2013","indirect migration background","Female","","","",""
"4 on scale 1-7","2013","no migration background","Male","","","",""
"4 on scale 1-7","2013","no migration background","Female","","","",""
"4 on scale 1-7","2013","direct migration background","Male","","","",""
"4 on scale 1-7","2013","direct migration background","Female","","","",""
"4 on scale 1-7","2013","indirect migration background","Male","","","",""
"4 on scale 1-7","2013","indirect migration background","Female","","","",""
"5 on scale 1-7","2013","no migration background","Male","","","",""
"5 on scale 1-7","2013","no migration background","Female","","","",""
"5 on scale 1-7","2013","direct migration background","Male","","","",""
"5 on scale 1-7","2013","direct migration background","Female","","","",""
"5 on scale 1-7","2013","indirect migration background","Male","","","",""
"5 on scale 1-7","2013","indirect migration background","Female","","","",""
"6 on scale 1-7","2013","no migration background","Male","","","",""
"6 on scale 1-7","2013","no migration background","Female","","","",""
"6 on scale 1-7","2013","direct migration background","Male","","","",""
"6 on scale 1-7","2013","direct migration background","Female","","","",""
"6 on scale 1-7","2013","indirect migration background","Male","","","",""
"6 on scale 1-7","2013","indirect migration background","Female","","","",""
"7 Strongly agree","2013","no migration background","Male","","","",""
"7 Strongly agree","2013","no migration background","Female","","","",""
"7 Strongly agree","2013","direct migration background","Male","","","",""
"7 Strongly agree","2013","direct migration background","Female","","","",""
"7 Strongly agree","2013","indirect migration background","Male","","","",""
"7 Strongly agree","2013","indirect migration background","Female","","","",""
"1 Strongly disagree","2014","no migration background","Male","","","",""
"1 Strongly disagree","2014","no migration background","Female","","","",""
"1 Strongly disagree","2014","direct migration background","Male","","","",""
"1 Strongly disagree","2014","direct migration background","Female","","","",""
"1 Strongly disagree","2014","indirect migration background","Male","","","",""
"1 Strongly disagree","2014","indirect migration background","Female","","","",""
"2 on scale 1-7 ","2014","no migration background","Male","","","",""
"2 on scale 1-7 ","2014","no migration background","Female","","","",""
"2 on scale 1-7 ","2014","direct migration background","Male","","","",""
"2 on scale 1-7 ","2014","direct migration background","Female","","","",""
"2 on scale 1-7 ","2014","indirect migration background","Male","","","",""
"2 on scale 1-7 ","2014","indirect migration background","Female","","","",""
"3 on scale 1-7 ","2014","no migration background","Male","","","",""
"3 on scale 1-7 ","2014","no migration background","Female","","","",""
"3 on scale 1-7 ","2014","direct migration background","Male","","","",""
"3 on scale 1-7 ","2014","direct migration background","Female","","","",""
"3 on scale 1-7 ","2014","indirect migration background","Male","","","",""
"3 on scale 1-7 ","2014","indirect migration background","Female","","","",""
"4 on scale 1-7","2014","no migration background","Male","","","",""
"4 on scale 1-7","2014","no migration background","Female","","","",""
"4 on scale 1-7","2014","direct migration background","Male","","","",""
"4 on scale 1-7","2014","direct migration background","Female","","","",""
"4 on scale 1-7","2014","indirect migration background","Male","","","",""
"4 on scale 1-7","2014","indirect migration background","Female","","","",""
"5 on scale 1-7","2014","no migration background","Male","","","",""
"5 on scale 1-7","2014","no migration background","Female","","","",""
"5 on scale 1-7","2014","direct migration background","Male","","","",""
"5 on scale 1-7","2014","direct migration background","Female","","","",""
"5 on scale 1-7","2014","indirect migration background","Male","","","",""
"5 on scale 1-7","2014","indirect migration background","Female","","","",""
"6 on scale 1-7","2014","no migration background","Male","","","",""
"6 on scale 1-7","2014","no migration background","Female","","","",""
"6 on scale 1-7","2014","direct migration background","Male","","","",""
"6 on scale 1-7","2014","direct migration background","Female","","","",""
"6 on scale 1-7","2014","indirect migration background","Male","","","",""
"6 on scale 1-7","2014","indirect migration background","Female","","","",""
"7 Strongly agree","2014","no migration background","Male","","","",""
"7 Strongly agree","2014","no migration background","Female","","","",""
"7 Strongly agree","2014","direct migration background","Male","","","",""
"7 Strongly agree","2014","direct migration background","Female","","","",""
"7 Strongly agree","2014","indirect migration background","Male","","","",""
"7 Strongly agree","2014","indirect migration background","Female","","","",""
"1 Strongly disagree","2015","no migration background","Male","2158","0.226014113583021","0.217301234459228","0.234726992706814"
"1 Strongly disagree","2015","no migration background","Female","3834","0.366841051603024","0.357579028024336","0.376103075181712"
"1 Strongly disagree","2015","direct migration background","Male","919","0.318720197382226","0.301025280353021","0.336415114411432"
"1 Strongly disagree","2015","direct migration background","Female","1454","0.452189777077752","0.434720076085525","0.469659478069978"
"1 Strongly disagree","2015","indirect migration background","Male","227","0.272050228495278","0.240617796620061","0.303482660370496"
