"plh0206i03","year","e11102","regtyp","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2008","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2008","Employed","Urban Area","","","",""
"6 on scale 1-7","2008","Employed","Rural Area","","","",""
"7 Strongly agree","2008","Not Employed","Urban Area","","","",""
"7 Strongly agree","2008","Not Employed","Rural Area","","","",""
"7 Strongly agree","2008","Employed","Urban Area","","","",""
"7 Strongly agree","2008","Employed","Rural Area","","","",""
"1 Strongly disagree","2009","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2009","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2009","Employed","Urban Area","","","",""
"1 Strongly disagree","2009","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2009","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2009","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2009","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2009","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2009","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2009","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2009","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2009","Employed","Rural Area","","","",""
"4 on scale 1-7","2009","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2009","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2009","Employed","Urban Area","","","",""
"4 on scale 1-7","2009","Employed","Rural Area","","","",""
"5 on scale 1-7","2009","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2009","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2009","Employed","Urban Area","","","",""
"5 on scale 1-7","2009","Employed","Rural Area","","","",""
"6 on scale 1-7","2009","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2009","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2009","Employed","Urban Area","","","",""
"6 on scale 1-7","2009","Employed","Rural Area","","","",""
"7 Strongly agree","2009","Not Employed","Urban Area","","","",""
"7 Strongly agree","2009","Not Employed","Rural Area","","","",""
"7 Strongly agree","2009","Employed","Urban Area","","","",""
"7 Strongly agree","2009","Employed","Rural Area","","","",""
"1 Strongly disagree","2010","Not Employed","Urban Area","1208","0.294386171326201","0.280548003757957","0.308224338894446"
"1 Strongly disagree","2010","Not Employed","Rural Area","558","0.264491974118753","0.245831048177106","0.283152900060399"
"1 Strongly disagree","2010","Employed","Urban Area","1465","0.219328468831937","0.20951363368906","0.229143303974814"
"1 Strongly disagree","2010","Employed","Rural Area","683","0.188345170317017","0.175375286094181","0.201315054539854"
"2 on scale 1-7 ","2010","Not Employed","Urban Area","1034","0.237437712925472","0.224518119328209","0.250357306522735"
"2 on scale 1-7 ","2010","Not Employed","Rural Area","481","0.200861118811834","0.183910236776042","0.217812000847626"
"2 on scale 1-7 ","2010","Employed","Urban Area","1758","0.234230586342067","0.224185072753336","0.244276099930799"
"2 on scale 1-7 ","2010","Employed","Rural Area","859","0.229690530519762","0.21573721771307","0.243643843326454"
"3 on scale 1-7 ","2010","Not Employed","Urban Area","741","0.170241475196828","0.158829918581203","0.181653031812452"
"3 on scale 1-7 ","2010","Not Employed","Rural Area","382","0.187203487671153","0.170699795456147","0.20370717988616"
"3 on scale 1-7 ","2010","Employed","Urban Area","1413","0.209775480296675","0.2001182197745","0.219432740818851"
"3 on scale 1-7 ","2010","Employed","Rural Area","700","0.205280069593917","0.191881648836009","0.218678490351825"
"4 on scale 1-7","2010","Not Employed","Urban Area","597","0.15204753702043","0.141145396171718","0.162949677869142"
"4 on scale 1-7","2010","Not Employed","Rural Area","331","0.158471124640835","0.143020614853551","0.173921634428119"
"4 on scale 1-7","2010","Employed","Urban Area","1159","0.171630220487336","0.162686662270409","0.180573778704264"
"4 on scale 1-7","2010","Employed","Rural Area","641","0.195168476136205","0.182021360236564","0.208315592035846"
"5 on scale 1-7","2010","Not Employed","Urban Area","332","0.0855337364987057","0.0770421486473983","0.0940253243500131"
"5 on scale 1-7","2010","Not Employed","Rural Area","215","0.0984278603046771","0.0858243217088363","0.111031398900518"
"5 on scale 1-7","2010","Employed","Urban Area","599","0.0961314868232463","0.0891397222972545","0.103123251349238"
"5 on scale 1-7","2010","Employed","Rural Area","337","0.0904961350743043","0.0809793457151593","0.100012924433449"
"6 on scale 1-7","2010","Not Employed","Urban Area","134","0.0316972048517651","0.0263779301768961","0.0370164795266341"
"6 on scale 1-7","2010","Not Employed","Rural Area","99","0.0505978469719646","0.0413247594892806","0.0598709344546486"
"6 on scale 1-7","2010","Employed","Urban Area","238","0.0351388454005695","0.0307713999491097","0.0395062908520294"
"6 on scale 1-7","2010","Employed","Rural Area","152","0.0496169216171527","0.042413523432731","0.0568203198015744"
"7 Strongly agree","2010","Not Employed","Urban Area","121","0.0286561621805985","0.0235905510356391","0.033721773325558"
"7 Strongly agree","2010","Not Employed","Rural Area","80","0.0399465874807826","0.0316610483562466","0.0482321266053187"
"7 Strongly agree","2010","Employed","Urban Area","196","0.0337649118181678","0.0294806545024904","0.0380491691338452"
"7 Strongly agree","2010","Employed","Rural Area","119","0.0414026967416419","0.0347941558314264","0.0480112376518573"
"1 Strongly disagree","2011","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2011","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2011","Employed","Urban Area","","","",""
"1 Strongly disagree","2011","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2011","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2011","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2011","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2011","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2011","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2011","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2011","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2011","Employed","Rural Area","","","",""
"4 on scale 1-7","2011","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2011","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2011","Employed","Urban Area","","","",""
"4 on scale 1-7","2011","Employed","Rural Area","","","",""
"5 on scale 1-7","2011","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2011","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2011","Employed","Urban Area","","","",""
"5 on scale 1-7","2011","Employed","Rural Area","","","",""
"6 on scale 1-7","2011","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2011","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2011","Employed","Urban Area","","","",""
"6 on scale 1-7","2011","Employed","Rural Area","","","",""
"7 Strongly agree","2011","Not Employed","Urban Area","","","",""
"7 Strongly agree","2011","Not Employed","Rural Area","","","",""
"7 Strongly agree","2011","Employed","Urban Area","","","",""
"7 Strongly agree","2011","Employed","Rural Area","","","",""
"1 Strongly disagree","2012","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2012","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2012","Employed","Urban Area","","","",""
"1 Strongly disagree","2012","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2012","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2012","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2012","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2012","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2012","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2012","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2012","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2012","Employed","Rural Area","","","",""
"4 on scale 1-7","2012","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2012","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2012","Employed","Urban Area","","","",""
"4 on scale 1-7","2012","Employed","Rural Area","","","",""
"5 on scale 1-7","2012","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2012","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2012","Employed","Urban Area","","","",""
"5 on scale 1-7","2012","Employed","Rural Area","","","",""
"6 on scale 1-7","2012","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2012","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2012","Employed","Urban Area","","","",""
"6 on scale 1-7","2012","Employed","Rural Area","","","",""
"7 Strongly agree","2012","Not Employed","Urban Area","","","",""
"7 Strongly agree","2012","Not Employed","Rural Area","","","",""
"7 Strongly agree","2012","Employed","Urban Area","","","",""
"7 Strongly agree","2012","Employed","Rural Area","","","",""
"1 Strongly disagree","2013","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2013","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2013","Employed","Urban Area","","","",""
"1 Strongly disagree","2013","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2013","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2013","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2013","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2013","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2013","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2013","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2013","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2013","Employed","Rural Area","","","",""
"4 on scale 1-7","2013","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2013","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2013","Employed","Urban Area","","","",""
"4 on scale 1-7","2013","Employed","Rural Area","","","",""
"5 on scale 1-7","2013","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2013","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2013","Employed","Urban Area","","","",""
"5 on scale 1-7","2013","Employed","Rural Area","","","",""
"6 on scale 1-7","2013","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2013","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2013","Employed","Urban Area","","","",""
"6 on scale 1-7","2013","Employed","Rural Area","","","",""
"7 Strongly agree","2013","Not Employed","Urban Area","","","",""
"7 Strongly agree","2013","Not Employed","Rural Area","","","",""
"7 Strongly agree","2013","Employed","Urban Area","","","",""
"7 Strongly agree","2013","Employed","Rural Area","","","",""
"1 Strongly disagree","2014","Not Employed","Urban Area","","","",""
"1 Strongly disagree","2014","Not Employed","Rural Area","","","",""
"1 Strongly disagree","2014","Employed","Urban Area","","","",""
"1 Strongly disagree","2014","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2014","Not Employed","Urban Area","","","",""
"2 on scale 1-7 ","2014","Not Employed","Rural Area","","","",""
"2 on scale 1-7 ","2014","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2014","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2014","Not Employed","Urban Area","","","",""
"3 on scale 1-7 ","2014","Not Employed","Rural Area","","","",""
"3 on scale 1-7 ","2014","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2014","Employed","Rural Area","","","",""
"4 on scale 1-7","2014","Not Employed","Urban Area","","","",""
"4 on scale 1-7","2014","Not Employed","Rural Area","","","",""
"4 on scale 1-7","2014","Employed","Urban Area","","","",""
"4 on scale 1-7","2014","Employed","Rural Area","","","",""
"5 on scale 1-7","2014","Not Employed","Urban Area","","","",""
"5 on scale 1-7","2014","Not Employed","Rural Area","","","",""
"5 on scale 1-7","2014","Employed","Urban Area","","","",""
"5 on scale 1-7","2014","Employed","Rural Area","","","",""
"6 on scale 1-7","2014","Not Employed","Urban Area","","","",""
"6 on scale 1-7","2014","Not Employed","Rural Area","","","",""
"6 on scale 1-7","2014","Employed","Urban Area","","","",""
"6 on scale 1-7","2014","Employed","Rural Area","","","",""
"7 Strongly agree","2014","Not Employed","Urban Area","","","",""
"7 Strongly agree","2014","Not Employed","Rural Area","","","",""
"7 Strongly agree","2014","Employed","Urban Area","","","",""
"7 Strongly agree","2014","Employed","Rural Area","","","",""
"1 Strongly disagree","2015","Not Employed","Urban Area","2573","0.364407780585193","0.352887469810724","0.375928091359661"
"1 Strongly disagree","2015","Not Employed","Rural Area","1153","0.323161740999131","0.307457590679425","0.338865891318836"
"1 Strongly disagree","2015","Employed","Urban Area","3547","0.297100425453994","0.288516375097836","0.305684475810153"
"1 Strongly disagree","2015","Employed","Rural Area","1676","0.265196108935168","0.253754283619704","0.276637934250632"
"2 on scale 1-7 ","2015","Not Employed","Urban Area","1813","0.273246714508649","0.262579474553459","0.283913954463839"
"2 on scale 1-7 ","2015","Not Employed","Rural Area","856","0.246645184683789","0.23217086604353","0.261119503324047"
"2 on scale 1-7 ","2015","Employed","Urban Area","3203","0.297402050812781","0.288815487076423","0.30598861454914"
"2 on scale 1-7 ","2015","Employed","Rural Area","1672","0.30520850000621","0.293272698822194","0.317144301190225"
"3 on scale 1-7 ","2015","Not Employed","Urban Area","885","0.136831483335155","0.128604854538673","0.145058112131638"
"3 on scale 1-7 ","2015","Not Employed","Rural Area","512","0.159361226758252","0.147071051809592","0.171651401706912"
"3 on scale 1-7 ","2015","Employed","Urban Area","1744","0.175589064238364","0.168442215609935","0.182735912866794"
"3 on scale 1-7 ","2015","Employed","Rural Area","957","0.182915996187521","0.172895592618256","0.192936399756786"
"4 on scale 1-7","2015","Not Employed","Urban Area","705","0.106660479700445","0.099271386779272","0.114049572621618"
"4 on scale 1-7","2015","Not Employed","Rural Area","429","0.135315254150185","0.123829373431929","0.146801134868442"
"4 on scale 1-7","2015","Employed","Urban Area","1268","0.124102081004289","0.117908950113716","0.130295211894863"
"4 on scale 1-7","2015","Employed","Rural Area","741","0.125546376654141","0.116958288416179","0.134134464892102"
"5 on scale 1-7","2015","Not Employed","Urban Area","349","0.0551104826364385","0.0496480170882135","0.0605729481846635"
"5 on scale 1-7","2015","Not Employed","Rural Area","225","0.0687304204062851","0.0602352081806791","0.0772256326318912"
"5 on scale 1-7","2015","Employed","Urban Area","610","0.0608419812328018","0.0563517884349365","0.0653321740306672"
"5 on scale 1-7","2015","Employed","Rural Area","357","0.0629505887960387","0.0566554231853195","0.0692457544067578"
"6 on scale 1-7","2015","Not Employed","Urban Area","194","0.036256252439188","0.0317816615813411","0.040730843297035"
"6 on scale 1-7","2015","Not Employed","Rural Area","118","0.03451089145195","0.028381550183846","0.0406402327200539"
"6 on scale 1-7","2015","Employed","Urban Area","280","0.0265968773561986","0.0235744513847412","0.0296193033276561"
"6 on scale 1-7","2015","Employed","Rural Area","170","0.032004592976646","0.0274424507756436","0.0365667351776484"
"7 Strongly agree","2015","Not Employed","Urban Area","185","0.0274868067949315","0.0235730756894534","0.0314005379004097"
"7 Strongly agree","2015","Not Employed","Rural Area","114","0.0322752815504079","0.0263409342246401","0.0382096288761758"
"7 Strongly agree","2015","Employed","Urban Area","235","0.0183675199015704","0.0158452375623338","0.020889802240807"
"7 Strongly agree","2015","Employed","Rural Area","145","0.0261778364442759","0.0220394340393394","0.0303162388492123"
"1 Strongly disagree","2016","Not Employed","Urban Area","2306","0.61106015657302","0.593544967548421","0.628575345597619"
"1 Strongly disagree","2016","Not Employed","Rural Area","1022","0.698584671132386","0.673886288048752","0.72328305421602"
"1 Strongly disagree","2016","Employed","Urban Area","","","",""
"1 Strongly disagree","2016","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2016","Not Employed","Urban Area","274","0.120089094868512","0.108410172721374","0.13176801701565"
"2 on scale 1-7 ","2016","Not Employed","Rural Area","121","0.136251906174662","0.117787252203106","0.154716560146219"
"2 on scale 1-7 ","2016","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2016","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2016","Not Employed","Urban Area","102","0.0840216055744186","0.0740544845729659","0.0939887265758713"
"3 on scale 1-7 ","2016","Not Employed","Rural Area","45","0.0421573077706484","0.0313414776279596","0.0529731379133372"
"3 on scale 1-7 ","2016","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2016","Employed","Rural Area","","","",""
"4 on scale 1-7","2016","Not Employed","Urban Area","115","0.0867139115756572","0.0766032531788117","0.0968245699725026"
"4 on scale 1-7","2016","Not Employed","Rural Area","60","0.0630697851685623","0.0499857824062551","0.0761537879308695"
"4 on scale 1-7","2016","Employed","Urban Area","","","",""
"4 on scale 1-7","2016","Employed","Rural Area","","","",""
"5 on scale 1-7","2016","Not Employed","Urban Area","76","0.0369067204376051","0.0301331362749526","0.0436803046002576"
"5 on scale 1-7","2016","Not Employed","Rural Area","21","","",""
"5 on scale 1-7","2016","Employed","Urban Area","","","",""
"5 on scale 1-7","2016","Employed","Rural Area","","","",""
"6 on scale 1-7","2016","Not Employed","Urban Area","31","0.0185565418998177","0.0137079816894101","0.0234051021102252"
"6 on scale 1-7","2016","Not Employed","Rural Area","21","","",""
"6 on scale 1-7","2016","Employed","Urban Area","","","",""
"6 on scale 1-7","2016","Employed","Rural Area","","","",""
"7 Strongly agree","2016","Not Employed","Urban Area","72","0.0426519690709702","0.0353919778661549","0.0499119602757855"
"7 Strongly agree","2016","Not Employed","Rural Area","36","0.0174243673078531","0.0103816893044663","0.02446704531124"
"7 Strongly agree","2016","Employed","Urban Area","","","",""
"7 Strongly agree","2016","Employed","Rural Area","","","",""
"1 Strongly disagree","2017","Not Employed","Urban Area","1544","0.712525339698688","0.693019135535922","0.732031543861455"
"1 Strongly disagree","2017","Not Employed","Rural Area","625","0.829345639228552","0.802756064027553","0.85593521442955"
"1 Strongly disagree","2017","Employed","Urban Area","","","",""
"1 Strongly disagree","2017","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2017","Not Employed","Urban Area","208","0.110224161705129","0.0967267178299402","0.123721605580318"
"2 on scale 1-7 ","2017","Not Employed","Rural Area","63","0.0913757293197434","0.0710103494197271","0.11174110921976"
"2 on scale 1-7 ","2017","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2017","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2017","Not Employed","Urban Area","84","0.0371296094710169","0.0289803728080285","0.0452788461340052"
"3 on scale 1-7 ","2017","Not Employed","Rural Area","27","","",""
"3 on scale 1-7 ","2017","Employed","Urban Area","","","",""
"3 on scale 1-7 ","2017","Employed","Rural Area","","","",""
"4 on scale 1-7","2017","Not Employed","Urban Area","86","0.0483949704447867","0.0391458315210813","0.0576441093684922"
"4 on scale 1-7","2017","Not Employed","Rural Area","15","","",""
"4 on scale 1-7","2017","Employed","Urban Area","","","",""
"4 on scale 1-7","2017","Employed","Rural Area","","","",""
"5 on scale 1-7","2017","Not Employed","Urban Area","43","0.0221866323626592","0.0158384922683762","0.0285347724569423"
"5 on scale 1-7","2017","Not Employed","Rural Area","10","","",""
"5 on scale 1-7","2017","Employed","Urban Area","","","",""
"5 on scale 1-7","2017","Employed","Rural Area","","","",""
"6 on scale 1-7","2017","Not Employed","Urban Area","22","","",""
"6 on scale 1-7","2017","Not Employed","Rural Area","9","","",""
"6 on scale 1-7","2017","Employed","Urban Area","","","",""
"6 on scale 1-7","2017","Employed","Rural Area","","","",""
"7 Strongly agree","2017","Not Employed","Urban Area","81","0.0549613285528846","0.0451387338405401","0.064783923265229"
"7 Strongly agree","2017","Not Employed","Rural Area","20","","",""
"7 Strongly agree","2017","Employed","Urban Area","","","",""
"7 Strongly agree","2017","Employed","Rural Area","","","",""
"1 Strongly disagree","2018","Not Employed","Urban Area","196","0.794227518562962","0.745182607647896","0.843272429478027"
"1 Strongly disagree","2018","Not Employed","Rural Area","110","0.779893452501804","0.713589933399399","0.846196971604208"
"1 Strongly disagree","2018","Employed","Urban Area","","","",""
"1 Strongly disagree","2018","Employed","Rural Area","","","",""
"2 on scale 1-7 ","2018","Not Employed","Urban Area","23","","",""
"2 on scale 1-7 ","2018","Not Employed","Rural Area","11","","",""
"2 on scale 1-7 ","2018","Employed","Urban Area","","","",""
"2 on scale 1-7 ","2018","Employed","Rural Area","","","",""
"3 on scale 1-7 ","2018","Not Employed","Urban Area","13","","",""
"3 on scale 1-7 ","2018","Not Employed","Rural Area","4","","",""
"3 on scale 1-7 ","2018","Employed","Urban Area","","","",""
