"plh0206i03","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Not Employed","Other degree","","","",""
"4 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Employed","Other degree","","","",""
"4 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Not Employed","Other degree","","","",""
"5 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Employed","Other degree","","","",""
"5 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2006","Not Employed","Other degree","","","",""
"6 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2006","Employed","secondary school degree","","","",""
"6 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2006","Employed","Other degree","","","",""
"6 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2006","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2006","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2006","Not Employed","Other degree","","","",""
"7 Strongly agree","2006","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Employed","lower secondary degree","","","",""
"7 Strongly agree","2006","Employed","secondary school degree","","","",""
"7 Strongly agree","2006","Employed","college entrance qualification","","","",""
"7 Strongly agree","2006","Employed","Other degree","","","",""
"7 Strongly agree","2006","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2007","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2007","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2007","Not Employed","Other degree","","","",""
"1 Strongly disagree","2007","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2007","Employed","secondary school degree","","","",""
"1 Strongly disagree","2007","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2007","Employed","Other degree","","","",""
"1 Strongly disagree","2007","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2007","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Employed","Other degree","","","",""
"2 on scale 1-7 ","2007","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2007","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Employed","Other degree","","","",""
"3 on scale 1-7 ","2007","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2007","Not Employed","Other degree","","","",""
"4 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2007","Employed","secondary school degree","","","",""
"4 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2007","Employed","Other degree","","","",""
"4 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2007","Not Employed","Other degree","","","",""
"5 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2007","Employed","secondary school degree","","","",""
"5 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2007","Employed","Other degree","","","",""
"5 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2007","Not Employed","Other degree","","","",""
"6 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2007","Employed","secondary school degree","","","",""
"6 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2007","Employed","Other degree","","","",""
"6 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2007","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2007","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2007","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2007","Not Employed","Other degree","","","",""
"7 Strongly agree","2007","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2007","Employed","lower secondary degree","","","",""
"7 Strongly agree","2007","Employed","secondary school degree","","","",""
"7 Strongly agree","2007","Employed","college entrance qualification","","","",""
"7 Strongly agree","2007","Employed","Other degree","","","",""
"7 Strongly agree","2007","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2008","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2008","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2008","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2008","Not Employed","Other degree","","","",""
"1 Strongly disagree","2008","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2008","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2008","Employed","secondary school degree","","","",""
"1 Strongly disagree","2008","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2008","Employed","Other degree","","","",""
"1 Strongly disagree","2008","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2008","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2008","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2008","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2008","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2008","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2008","Employed","Other degree","","","",""
"2 on scale 1-7 ","2008","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2008","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2008","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2008","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Employed","Other degree","","","",""
"3 on scale 1-7 ","2008","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2008","Not Employed","Other degree","","","",""
"4 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2008","Employed","secondary school degree","","","",""
"4 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2008","Employed","Other degree","","","",""
"4 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2008","Not Employed","Other degree","","","",""
"5 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2008","Employed","secondary school degree","","","",""
"5 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2008","Employed","Other degree","","","",""
"5 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2008","Not Employed","Other degree","","","",""
"6 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2008","Employed","secondary school degree","","","",""
"6 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2008","Employed","Other degree","","","",""
"6 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2008","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2008","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2008","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2008","Not Employed","Other degree","","","",""
"7 Strongly agree","2008","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2008","Employed","lower secondary degree","","","",""
"7 Strongly agree","2008","Employed","secondary school degree","","","",""
"7 Strongly agree","2008","Employed","college entrance qualification","","","",""
"7 Strongly agree","2008","Employed","Other degree","","","",""
"7 Strongly agree","2008","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2009","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2009","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2009","Not Employed","Other degree","","","",""
"1 Strongly disagree","2009","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2009","Employed","secondary school degree","","","",""
"1 Strongly disagree","2009","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2009","Employed","Other degree","","","",""
"1 Strongly disagree","2009","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2009","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Employed","Other degree","","","",""
"2 on scale 1-7 ","2009","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2009","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Employed","Other degree","","","",""
"3 on scale 1-7 ","2009","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2009","Not Employed","Other degree","","","",""
"4 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2009","Employed","secondary school degree","","","",""
"4 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2009","Employed","Other degree","","","",""
"4 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2009","Not Employed","Other degree","","","",""
"5 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2009","Employed","secondary school degree","","","",""
"5 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2009","Employed","Other degree","","","",""
"5 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2009","Not Employed","Other degree","","","",""
"6 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2009","Employed","secondary school degree","","","",""
"6 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2009","Employed","Other degree","","","",""
"6 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2009","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2009","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2009","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2009","Not Employed","Other degree","","","",""
"7 Strongly agree","2009","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2009","Employed","lower secondary degree","","","",""
"7 Strongly agree","2009","Employed","secondary school degree","","","",""
"7 Strongly agree","2009","Employed","college entrance qualification","","","",""
"7 Strongly agree","2009","Employed","Other degree","","","",""
"7 Strongly agree","2009","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2010","Not Employed","lower secondary degree","817","0.281594849230375","0.26543532017995","0.297754378280799"
"1 Strongly disagree","2010","Not Employed","secondary school degree","410","0.310043682807365","0.285471639641355","0.334615725973374"
"1 Strongly disagree","2010","Not Employed","college entrance qualification","345","0.29728743074845","0.271512841165676","0.323062020331224"
"1 Strongly disagree","2010","Not Employed","Other degree","85","0.251455954187409","0.203921036765658","0.298990871609159"
"1 Strongly disagree","2010","Not Employed","no degree/no degree yet","78","0.264916079591172","0.215310112551264","0.31452204663108"
"1 Strongly disagree","2010","Employed","lower secondary degree","498","0.207006799335098","0.190674347280332","0.223339251389863"
"1 Strongly disagree","2010","Employed","secondary school degree","739","0.19749915013339","0.18463303022317","0.21036527004361"
"1 Strongly disagree","2010","Employed","college entrance qualification","730","0.222095453435676","0.208223600280999","0.235967306590354"
"1 Strongly disagree","2010","Employed","Other degree","90","0.210570351146507","0.170363054832086","0.250777647460928"
"1 Strongly disagree","2010","Employed","no degree/no degree yet","18","","",""
"2 on scale 1-7 ","2010","Not Employed","lower secondary degree","673","0.221619822157917","0.206697658030249","0.236541986285586"
"2 on scale 1-7 ","2010","Not Employed","secondary school degree","318","0.211878796593688","0.190168823604104","0.233588769583272"
"2 on scale 1-7 ","2010","Not Employed","college entrance qualification","341","0.250139487891049","0.225716657460924","0.274562318321173"
"2 on scale 1-7 ","2010","Not Employed","Other degree","86","0.254008711693329","0.206314652577912","0.301702770808746"
"2 on scale 1-7 ","2010","Not Employed","no degree/no degree yet","69","0.227472834723296","0.180349832786891","0.274595836659701"
"2 on scale 1-7 ","2010","Employed","lower secondary degree","459","0.186054415159464","0.170367338060574","0.201741492258354"
"2 on scale 1-7 ","2010","Employed","secondary school degree","909","0.226262472329361","0.212740335586791","0.239784609071931"
"2 on scale 1-7 ","2010","Employed","college entrance qualification","1043","0.286382291350238","0.271295135280351","0.301469447420125"
"2 on scale 1-7 ","2010","Employed","Other degree","99","0.226998140425724","0.185688543037354","0.268307737814094"
"2 on scale 1-7 ","2010","Employed","no degree/no degree yet","31","0.202378427428691","0.126953413988801","0.27780344086858"
"3 on scale 1-7 ","2010","Not Employed","lower secondary degree","513","0.164212466748842","0.150902326412966","0.177522607084718"
"3 on scale 1-7 ","2010","Not Employed","secondary school degree","238","0.174468281465597","0.154305792059149","0.194630770872044"
"3 on scale 1-7 ","2010","Not Employed","college entrance qualification","230","0.202316236453704","0.17966221180058","0.224970261106827"
