"plh0206i03","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2010","Urban Area","Male","1070","0.198781356150657","0.18793539581234","0.209627316488975"
"3 on scale 1-7 ","2010","Urban Area","Female","1084","0.189723287089074","0.179627600853658","0.19981897332449"
"3 on scale 1-7 ","2010","Rural Area","Male","549","0.209364422582949","0.194071760027014","0.224657085138884"
"3 on scale 1-7 ","2010","Rural Area","Female","533","0.187591885678925","0.1734274395189","0.201756331838951"
"4 on scale 1-7","2010","Urban Area","Male","935","0.185670864276481","0.175103260280036","0.196238468272925"
"4 on scale 1-7","2010","Urban Area","Female","821","0.142687558355803","0.133681775690357","0.15169334102125"
"4 on scale 1-7","2010","Rural Area","Male","538","0.20739727937397","0.192157706531856","0.222636852216085"
"4 on scale 1-7","2010","Rural Area","Female","434","0.155407154288465","0.142262031402922","0.168552277174009"
"5 on scale 1-7","2010","Urban Area","Male","529","0.10875205828517","0.100291039159653","0.117213077410688"
"5 on scale 1-7","2010","Urban Area","Female","402","0.0755690222867664","0.0687633976433547","0.082374646930178"
"5 on scale 1-7","2010","Rural Area","Male","307","0.104562061474651","0.0930607252090015","0.1160633977403"
"5 on scale 1-7","2010","Rural Area","Female","245","0.0827404379967967","0.0727448009292505","0.092736075064343"
"6 on scale 1-7","2010","Urban Area","Male","215","0.0428229720924575","0.0373207362631094","0.0483252079218056"
"6 on scale 1-7","2010","Urban Area","Female","157","0.0249632310473536","0.0209460653973931","0.0289803966973142"
"6 on scale 1-7","2010","Rural Area","Male","153","0.0594581012202892","0.0505694046985624","0.0683467977420161"
"6 on scale 1-7","2010","Rural Area","Female","98","0.0407303863970183","0.0335584726783677","0.047902300115669"
"7 Strongly agree","2010","Urban Area","Male","204","0.0410242471784332","0.0356337504419621","0.0464147439149043"
"7 Strongly agree","2010","Urban Area","Female","113","0.0227058459759682","0.0188701838893154","0.0265415080626209"
"7 Strongly agree","2010","Rural Area","Male","117","0.0495276528318322","0.0413724061225032","0.0576828995411612"
"7 Strongly agree","2010","Rural Area","Female","82","0.0323495981882605","0.0259301287851508","0.0387690675913702"
"1 Strongly disagree","2011","Urban Area","Male","","","",""
"1 Strongly disagree","2011","Urban Area","Female","","","",""
"1 Strongly disagree","2011","Rural Area","Male","","","",""
"1 Strongly disagree","2011","Rural Area","Female","","","",""
"2 on scale 1-7 ","2011","Urban Area","Male","","","",""
"2 on scale 1-7 ","2011","Urban Area","Female","","","",""
"2 on scale 1-7 ","2011","Rural Area","Male","","","",""
"2 on scale 1-7 ","2011","Rural Area","Female","","","",""
"3 on scale 1-7 ","2011","Urban Area","Male","","","",""
"3 on scale 1-7 ","2011","Urban Area","Female","","","",""
"3 on scale 1-7 ","2011","Rural Area","Male","","","",""
"3 on scale 1-7 ","2011","Rural Area","Female","","","",""
"4 on scale 1-7","2011","Urban Area","Male","","","",""
"4 on scale 1-7","2011","Urban Area","Female","","","",""
"4 on scale 1-7","2011","Rural Area","Male","","","",""
"4 on scale 1-7","2011","Rural Area","Female","","","",""
"5 on scale 1-7","2011","Urban Area","Male","","","",""
"5 on scale 1-7","2011","Urban Area","Female","","","",""
"5 on scale 1-7","2011","Rural Area","Male","","","",""
"5 on scale 1-7","2011","Rural Area","Female","","","",""
"6 on scale 1-7","2011","Urban Area","Male","","","",""
"6 on scale 1-7","2011","Urban Area","Female","","","",""
"6 on scale 1-7","2011","Rural Area","Male","","","",""
"6 on scale 1-7","2011","Rural Area","Female","","","",""
"7 Strongly agree","2011","Urban Area","Male","","","",""
"7 Strongly agree","2011","Urban Area","Female","","","",""
"7 Strongly agree","2011","Rural Area","Male","","","",""
"7 Strongly agree","2011","Rural Area","Female","","","",""
"1 Strongly disagree","2012","Urban Area","Male","","","",""
"1 Strongly disagree","2012","Urban Area","Female","","","",""
"1 Strongly disagree","2012","Rural Area","Male","","","",""
"1 Strongly disagree","2012","Rural Area","Female","","","",""
"2 on scale 1-7 ","2012","Urban Area","Male","","","",""
"2 on scale 1-7 ","2012","Urban Area","Female","","","",""
"2 on scale 1-7 ","2012","Rural Area","Male","","","",""
"2 on scale 1-7 ","2012","Rural Area","Female","","","",""
"3 on scale 1-7 ","2012","Urban Area","Male","","","",""
"3 on scale 1-7 ","2012","Urban Area","Female","","","",""
"3 on scale 1-7 ","2012","Rural Area","Male","","","",""
"3 on scale 1-7 ","2012","Rural Area","Female","","","",""
"4 on scale 1-7","2012","Urban Area","Male","","","",""
"4 on scale 1-7","2012","Urban Area","Female","","","",""
"4 on scale 1-7","2012","Rural Area","Male","","","",""
"4 on scale 1-7","2012","Rural Area","Female","","","",""
"5 on scale 1-7","2012","Urban Area","Male","","","",""
"5 on scale 1-7","2012","Urban Area","Female","","","",""
"5 on scale 1-7","2012","Rural Area","Male","","","",""
"5 on scale 1-7","2012","Rural Area","Female","","","",""
"6 on scale 1-7","2012","Urban Area","Male","","","",""
"6 on scale 1-7","2012","Urban Area","Female","","","",""
"6 on scale 1-7","2012","Rural Area","Male","","","",""
"6 on scale 1-7","2012","Rural Area","Female","","","",""
"7 Strongly agree","2012","Urban Area","Male","","","",""
"7 Strongly agree","2012","Urban Area","Female","","","",""
"7 Strongly agree","2012","Rural Area","Male","","","",""
"7 Strongly agree","2012","Rural Area","Female","","","",""
"1 Strongly disagree","2013","Urban Area","Male","","","",""
"1 Strongly disagree","2013","Urban Area","Female","","","",""
"1 Strongly disagree","2013","Rural Area","Male","","","",""
"1 Strongly disagree","2013","Rural Area","Female","","","",""
"2 on scale 1-7 ","2013","Urban Area","Male","","","",""
"2 on scale 1-7 ","2013","Urban Area","Female","","","",""
"2 on scale 1-7 ","2013","Rural Area","Male","","","",""
"2 on scale 1-7 ","2013","Rural Area","Female","","","",""
"3 on scale 1-7 ","2013","Urban Area","Male","","","",""
"3 on scale 1-7 ","2013","Urban Area","Female","","","",""
"3 on scale 1-7 ","2013","Rural Area","Male","","","",""
"3 on scale 1-7 ","2013","Rural Area","Female","","","",""
"4 on scale 1-7","2013","Urban Area","Male","","","",""
"4 on scale 1-7","2013","Urban Area","Female","","","",""
"4 on scale 1-7","2013","Rural Area","Male","","","",""
"4 on scale 1-7","2013","Rural Area","Female","","","",""
"5 on scale 1-7","2013","Urban Area","Male","","","",""
"5 on scale 1-7","2013","Urban Area","Female","","","",""
"5 on scale 1-7","2013","Rural Area","Male","","","",""
"5 on scale 1-7","2013","Rural Area","Female","","","",""
"6 on scale 1-7","2013","Urban Area","Male","","","",""
"6 on scale 1-7","2013","Urban Area","Female","","","",""
"6 on scale 1-7","2013","Rural Area","Male","","","",""
"6 on scale 1-7","2013","Rural Area","Female","","","",""
"7 Strongly agree","2013","Urban Area","Male","","","",""
"7 Strongly agree","2013","Urban Area","Female","","","",""
"7 Strongly agree","2013","Rural Area","Male","","","",""
"7 Strongly agree","2013","Rural Area","Female","","","",""
"1 Strongly disagree","2014","Urban Area","Male","","","",""
"1 Strongly disagree","2014","Urban Area","Female","","","",""
"1 Strongly disagree","2014","Rural Area","Male","","","",""
"1 Strongly disagree","2014","Rural Area","Female","","","",""
"2 on scale 1-7 ","2014","Urban Area","Male","","","",""
"2 on scale 1-7 ","2014","Urban Area","Female","","","",""
"2 on scale 1-7 ","2014","Rural Area","Male","","","",""
"2 on scale 1-7 ","2014","Rural Area","Female","","","",""
"3 on scale 1-7 ","2014","Urban Area","Male","","","",""
"3 on scale 1-7 ","2014","Urban Area","Female","","","",""
"3 on scale 1-7 ","2014","Rural Area","Male","","","",""
"3 on scale 1-7 ","2014","Rural Area","Female","","","",""
"4 on scale 1-7","2014","Urban Area","Male","","","",""
"4 on scale 1-7","2014","Urban Area","Female","","","",""
"4 on scale 1-7","2014","Rural Area","Male","","","",""
"4 on scale 1-7","2014","Rural Area","Female","","","",""
"5 on scale 1-7","2014","Urban Area","Male","","","",""
"5 on scale 1-7","2014","Urban Area","Female","","","",""
"5 on scale 1-7","2014","Rural Area","Male","","","",""
"5 on scale 1-7","2014","Rural Area","Female","","","",""
"6 on scale 1-7","2014","Urban Area","Male","","","",""
"6 on scale 1-7","2014","Urban Area","Female","","","",""
"6 on scale 1-7","2014","Rural Area","Male","","","",""
"6 on scale 1-7","2014","Rural Area","Female","","","",""
"7 Strongly agree","2014","Urban Area","Male","","","",""
"7 Strongly agree","2014","Urban Area","Female","","","",""
"7 Strongly agree","2014","Rural Area","Male","","","",""
"7 Strongly agree","2014","Rural Area","Female","","","",""
"1 Strongly disagree","2015","Urban Area","Male","2258","0.252320688561847","0.242831300228392","0.261810076895303"
"1 Strongly disagree","2015","Urban Area","Female","3862","0.390559391858774","0.380770920681296","0.400347863036251"
"1 Strongly disagree","2015","Rural Area","Male","1046","0.220214132585633","0.207738060129151","0.232690205042115"
"1 Strongly disagree","2015","Rural Area","Female","1783","0.351701577113521","0.338314013053679","0.365089141173363"
"2 on scale 1-7 ","2015","Urban Area","Male","2286","0.288674264898704","0.278774100597506","0.298574429199903"
"2 on scale 1-7 ","2015","Urban Area","Female","2730","0.287508395331327","0.278427665178491","0.296589125484163"
"2 on scale 1-7 ","2015","Rural Area","Male","1139","0.279659141928036","0.266146161440448","0.293172122415623"
"2 on scale 1-7 ","2015","Rural Area","Female","1389","0.286673933899079","0.273995515737895","0.299352352060262"
"3 on scale 1-7 ","2015","Urban Area","Male","1360","0.183826525556091","0.175364010884353","0.192289040227829"
"3 on scale 1-7 ","2015","Urban Area","Female","1269","0.138505897638398","0.131575376115589","0.145436419161208"
"3 on scale 1-7 ","2015","Rural Area","Male","769","0.199937544785984","0.18789615160252","0.211978937969448"
"3 on scale 1-7 ","2015","Rural Area","Female","700","0.148983305715683","0.139000220815761","0.158966390615604"
"4 on scale 1-7","2015","Urban Area","Male","1071","0.137633377715816","0.130106550255095","0.145160205176538"
"4 on scale 1-7","2015","Urban Area","Female","902","0.0980458445049031","0.0920794432575988","0.104012245752207"
"4 on scale 1-7","2015","Rural Area","Male","631","0.151744370744644","0.140942790793142","0.162545950696146"
"4 on scale 1-7","2015","Rural Area","Female","539","0.107360804691729","0.0986814432031244","0.116040166180333"
"5 on scale 1-7","2015","Urban Area","Male","561","0.0739116449862801","0.0681957169438615","0.0796275730286988"
"5 on scale 1-7","2015","Urban Area","Female","398","0.0440568583111285","0.0399394074753723","0.0481743091468848"
"5 on scale 1-7","2015","Rural Area","Male","333","0.0743865660416275","0.0664865186847756","0.0822866133984794"
"5 on scale 1-7","2015","Rural Area","Female","249","0.0561331556943506","0.0496797047091357","0.0625866066795654"
"6 on scale 1-7","2015","Urban Area","Male","270","0.0377396184819464","0.0335762086589981","0.0419030283048948"
"6 on scale 1-7","2015","Urban Area","Female","204","0.023255896188988","0.0202320300049623","0.0262797623730138"
"6 on scale 1-7","2015","Rural Area","Male","174","0.0394164545018124","0.0335581227076159","0.0452747862960089"
"6 on scale 1-7","2015","Rural Area","Female","114","0.0266691337256669","0.0221520137673627","0.0311862536839712"
"7 Strongly agree","2015","Urban Area","Male","242","0.0258938797993145","0.0224240688992658","0.0293636906993632"
"7 Strongly agree","2015","Urban Area","Female","178","0.0180677161664815","0.0153953373021619","0.0207400950308011"
"7 Strongly agree","2015","Rural Area","Male","146","0.0346417894122635","0.0291360960375216","0.0401474827870054"
"7 Strongly agree","2015","Rural Area","Female","113","0.0224780891599708","0.0183221434403933","0.0266340348795483"
"1 Strongly disagree","2016","Urban Area","Male","1369","0.616816075672273","0.594412863600286","0.63921928774426"
"1 Strongly disagree","2016","Urban Area","Female","945","0.601114071616455","0.573163287639761","0.629064855593149"
"1 Strongly disagree","2016","Rural Area","Male","661","0.697679225677559","0.66707355304097","0.728284898314148"
"1 Strongly disagree","2016","Rural Area","Female","370","0.701117070100288","0.659775833424832","0.742458306775744"
"2 on scale 1-7 ","2016","Urban Area","Male","179","0.118206541458485","0.103328937304221","0.133084145612749"
"2 on scale 1-7 ","2016","Urban Area","Female","96","0.123058943724518","0.104307574665359","0.141810312783677"
"2 on scale 1-7 ","2016","Rural Area","Male","83","0.124799113147775","0.102774937530246","0.146823288765305"
"2 on scale 1-7 ","2016","Rural Area","Female","38","0.156807860860742","0.123969246231515","0.189646475489969"
"3 on scale 1-7 ","2016","Urban Area","Male","71","0.0732034065543547","0.0612004932898144","0.0852063198188951"
"3 on scale 1-7 ","2016","Urban Area","Female","31","0.103312578234036","0.0859390378839426","0.12068611858413"
"3 on scale 1-7 ","2016","Rural Area","Male","33","0.0489917306413092","0.0346072702547727","0.0633761910278457"
"3 on scale 1-7 ","2016","Rural Area","Female","12","","",""
"4 on scale 1-7","2016","Urban Area","Male","79","0.106355717488743","0.0921490711571361","0.120562363820349"
"4 on scale 1-7","2016","Urban Area","Female","37","0.0508093257812041","0.0382738842427558","0.0633447673196525"
"4 on scale 1-7","2016","Rural Area","Male","39","0.0692981910670136","0.0523740644684834","0.0862223176655439"
"4 on scale 1-7","2016","Rural Area","Female","21","","",""
"5 on scale 1-7","2016","Urban Area","Male","46","0.0390831525027192","0.0301528431151618","0.0480134618902766"
"5 on scale 1-7","2016","Urban Area","Female","31","0.0335387538986825","0.0232619783379068","0.0438155294594583"
"5 on scale 1-7","2016","Rural Area","Male","14","","",""
"5 on scale 1-7","2016","Rural Area","Female","8","","",""
"6 on scale 1-7","2016","Urban Area","Male","22","","",""
"6 on scale 1-7","2016","Urban Area","Female","9","","",""
"6 on scale 1-7","2016","Rural Area","Male","11","","",""
"6 on scale 1-7","2016","Rural Area","Female","10","","",""
"7 Strongly agree","2016","Urban Area","Male","43","0.0390465838045711","0.0301202834341595","0.0479728841749826"
"7 Strongly agree","2016","Urban Area","Female","30","0.049130264760076","0.0367927906854174","0.0614677388347345"
"7 Strongly agree","2016","Rural Area","Male","24","","",""
"7 Strongly agree","2016","Rural Area","Female","12","","",""
"1 Strongly disagree","2017","Urban Area","Male","869","0.700746969530426","0.674652071063202","0.726841867997651"
"1 Strongly disagree","2017","Urban Area","Female","675","0.735423313322394","0.706361618431167","0.764485008213622"
"1 Strongly disagree","2017","Rural Area","Male","359","0.828944153362774","0.793957719028509","0.863930587697038"
"1 Strongly disagree","2017","Rural Area","Female","266","0.830156141203732","0.789269597213678","0.871042685193786"
"2 on scale 1-7 ","2017","Urban Area","Male","119","0.107017677141796","0.0894017741622019","0.124633580121391"
"2 on scale 1-7 ","2017","Urban Area","Female","89","0.116457791477935","0.0953241477739207","0.137591435181949"
"2 on scale 1-7 ","2017","Rural Area","Male","41","0.0937877087821399","0.0667010134533003","0.120874404110979"
"2 on scale 1-7 ","2017","Rural Area","Female","22","","",""
"3 on scale 1-7 ","2017","Urban Area","Male","54","0.038517482380729","0.0275513026123331","0.0494836621491248"
"3 on scale 1-7 ","2017","Urban Area","Female","30","0.0344314876743971","0.0224186420279156","0.0464443333208787"
"3 on scale 1-7 ","2017","Rural Area","Male","16","","",""
"3 on scale 1-7 ","2017","Rural Area","Female","11","","",""
"4 on scale 1-7","2017","Urban Area","Male","54","0.0563909508037005","0.0432460753402332","0.0695358262671677"
"4 on scale 1-7","2017","Urban Area","Female","32","0.0328502265847719","0.0211068629898182","0.0445935901797255"
"4 on scale 1-7","2017","Rural Area","Male","8","","",""
"4 on scale 1-7","2017","Rural Area","Female","7","","",""
"5 on scale 1-7","2017","Urban Area","Male","30","0.028544100733687","0.0190549914933871","0.0380332099739869"
"5 on scale 1-7","2017","Urban Area","Female","13","","",""
"5 on scale 1-7","2017","Rural Area","Male","3","","",""
"5 on scale 1-7","2017","Rural Area","Female","7","","",""
"6 on scale 1-7","2017","Urban Area","Male","11","","",""
"6 on scale 1-7","2017","Urban Area","Female","11","","",""
"6 on scale 1-7","2017","Rural Area","Male","7","","",""
"6 on scale 1-7","2017","Rural Area","Female","2","","",""
"7 Strongly agree","2017","Urban Area","Male","46","0.0542133402459642","0.0413099035990665","0.0671167768928619"
"7 Strongly agree","2017","Urban Area","Female","35","0.0564154700239053","0.0412146867494149","0.0716162532983956"
"7 Strongly agree","2017","Rural Area","Male","11","","",""
"7 Strongly agree","2017","Rural Area","Female","9","","",""
"1 Strongly disagree","2018","Urban Area","Male","89","0.762069248592507","0.686197880977217","0.837940616207797"
"1 Strongly disagree","2018","Urban Area","Female","107","0.819374872481351","0.755649192650343","0.883100552312359"
"1 Strongly disagree","2018","Rural Area","Male","53","0.732153934520391","0.630568721217315","0.833739147823466"
"1 Strongly disagree","2018","Rural Area","Female","57","0.814897416363592","0.72814922293367","0.901645609793514"
"2 on scale 1-7 ","2018","Urban Area","Male","16","","",""
"2 on scale 1-7 ","2018","Urban Area","Female","7","","",""
"2 on scale 1-7 ","2018","Rural Area","Male","4","","",""
"2 on scale 1-7 ","2018","Rural Area","Female","7","","",""
"3 on scale 1-7 ","2018","Urban Area","Male","4","","",""
"3 on scale 1-7 ","2018","Urban Area","Female","9","","",""
"3 on scale 1-7 ","2018","Rural Area","Male","1","","",""
"3 on scale 1-7 ","2018","Rural Area","Female","3","","",""
"4 on scale 1-7","2018","Urban Area","Male","6","","",""
"4 on scale 1-7","2018","Urban Area","Female","7","","",""
"4 on scale 1-7","2018","Rural Area","Male","4","","",""
"4 on scale 1-7","2018","Rural Area","Female","2","","",""
"5 on scale 1-7","2018","Urban Area","Male","3","","",""
"5 on scale 1-7","2018","Urban Area","Female","1","","",""
"5 on scale 1-7","2018","Rural Area","Male","1","","",""
"5 on scale 1-7","2018","Rural Area","Female","2","","",""
"6 on scale 1-7","2018","Urban Area","Male","","","",""
"6 on scale 1-7","2018","Urban Area","Female","2","","",""
"6 on scale 1-7","2018","Rural Area","Male","5","","",""
"6 on scale 1-7","2018","Rural Area","Female","","","",""
"7 Strongly agree","2018","Urban Area","Male","3","","",""
