"plh0206i03","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2009","Employed","Not Working","","","",""
"7 Strongly agree","2009","Not Employed","Full Time","","","",""
"7 Strongly agree","2009","Not Employed","Part Time","","","",""
"7 Strongly agree","2009","Not Employed","Not Working","","","",""
"7 Strongly agree","2009","Employed","Full Time","","","",""
"7 Strongly agree","2009","Employed","Part Time","","","",""
"7 Strongly agree","2009","Employed","Not Working","","","",""
"1 Strongly disagree","2010","Not Employed","Full Time","","","",""
"1 Strongly disagree","2010","Not Employed","Part Time","","","",""
"1 Strongly disagree","2010","Not Employed","Not Working","1766","0.285262779837897","0.274124299290539","0.296401260385254"
"1 Strongly disagree","2010","Employed","Full Time","1253","0.199268356380498","0.189505621373498","0.209031091387498"
"1 Strongly disagree","2010","Employed","Part Time","895","0.227867615690532","0.21468285805852","0.241052373322544"
"1 Strongly disagree","2010","Employed","Not Working","","","",""
"2 on scale 1-7 ","2010","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2010","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2010","Not Employed","Not Working","1515","0.226274924873603","0.215953450301883","0.236596399445322"
"2 on scale 1-7 ","2010","Employed","Full Time","1593","0.226597464289439","0.216365967910958","0.236828960667921"
"2 on scale 1-7 ","2010","Employed","Part Time","1024","0.243832640510835","0.230335559730243","0.257329721291427"
"2 on scale 1-7 ","2010","Employed","Not Working","","","",""
"3 on scale 1-7 ","2010","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2010","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2010","Not Employed","Not Working","1123","0.17541810125435","0.166036341709868","0.184799860798831"
"3 on scale 1-7 ","2010","Employed","Full Time","1319","0.207812013897762","0.197895516832192","0.217728510963333"
"3 on scale 1-7 ","2010","Employed","Part Time","794","0.209329421826156","0.196541561353207","0.222117282299104"
"3 on scale 1-7 ","2010","Employed","Not Working","","","",""
"4 on scale 1-7","2010","Not Employed","Full Time","","","",""
"4 on scale 1-7","2010","Not Employed","Part Time","","","",""
"4 on scale 1-7","2010","Not Employed","Not Working","928","0.154007947738728","0.14510395279526","0.162911942682195"
"4 on scale 1-7","2010","Employed","Full Time","1182","0.19160680802658","0.181987903194124","0.201225712859036"
"4 on scale 1-7","2010","Employed","Part Time","618","0.156715496137366","0.145288607529878","0.168142384744854"
"4 on scale 1-7","2010","Employed","Not Working","","","",""
"5 on scale 1-7","2010","Not Employed","Full Time","","","",""
"5 on scale 1-7","2010","Not Employed","Part Time","","","",""
"5 on scale 1-7","2010","Not Employed","Not Working","547","0.0894688861387581","0.082428222334847","0.0965095499426692"
"5 on scale 1-7","2010","Employed","Full Time","626","0.0960090479773694","0.08880880819247","0.103209287762269"
"5 on scale 1-7","2010","Employed","Part Time","310","0.0914109979135145","0.0823522551843886","0.10046974064264"
"5 on scale 1-7","2010","Employed","Not Working","","","",""
"6 on scale 1-7","2010","Not Employed","Full Time","","","",""
"6 on scale 1-7","2010","Not Employed","Part Time","","","",""
"6 on scale 1-7","2010","Not Employed","Not Working","233","0.0374654800874673","0.0327810797423952","0.0421498804325393"
"6 on scale 1-7","2010","Employed","Full Time","266","0.0423703556476899","0.0374472553721962","0.0472934559231836"
"6 on scale 1-7","2010","Employed","Part Time","124","0.0349601321238511","0.0291865662775989","0.0407336979701033"
"6 on scale 1-7","2010","Employed","Not Working","","","",""
"7 Strongly agree","2010","Not Employed","Full Time","","","",""
"7 Strongly agree","2010","Not Employed","Part Time","","","",""
"7 Strongly agree","2010","Not Employed","Not Working","201","0.0321018800691985","0.0277536726427384","0.0364500874956585"
"7 Strongly agree","2010","Employed","Full Time","192","0.0363359537806608","0.0317625457876334","0.0409093617736883"
"7 Strongly agree","2010","Employed","Part Time","123","0.0358836957977456","0.0300371647585085","0.0417302268369826"
"7 Strongly agree","2010","Employed","Not Working","","","",""
"1 Strongly disagree","2011","Not Employed","Full Time","","","",""
"1 Strongly disagree","2011","Not Employed","Part Time","","","",""
"1 Strongly disagree","2011","Not Employed","Not Working","","","",""
"1 Strongly disagree","2011","Employed","Full Time","","","",""
"1 Strongly disagree","2011","Employed","Part Time","","","",""
"1 Strongly disagree","2011","Employed","Not Working","","","",""
"2 on scale 1-7 ","2011","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2011","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2011","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2011","Employed","Full Time","","","",""
"2 on scale 1-7 ","2011","Employed","Part Time","","","",""
"2 on scale 1-7 ","2011","Employed","Not Working","","","",""
"3 on scale 1-7 ","2011","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2011","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2011","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2011","Employed","Full Time","","","",""
"3 on scale 1-7 ","2011","Employed","Part Time","","","",""
"3 on scale 1-7 ","2011","Employed","Not Working","","","",""
"4 on scale 1-7","2011","Not Employed","Full Time","","","",""
"4 on scale 1-7","2011","Not Employed","Part Time","","","",""
"4 on scale 1-7","2011","Not Employed","Not Working","","","",""
"4 on scale 1-7","2011","Employed","Full Time","","","",""
"4 on scale 1-7","2011","Employed","Part Time","","","",""
"4 on scale 1-7","2011","Employed","Not Working","","","",""
"5 on scale 1-7","2011","Not Employed","Full Time","","","",""
"5 on scale 1-7","2011","Not Employed","Part Time","","","",""
"5 on scale 1-7","2011","Not Employed","Not Working","","","",""
"5 on scale 1-7","2011","Employed","Full Time","","","",""
"5 on scale 1-7","2011","Employed","Part Time","","","",""
"5 on scale 1-7","2011","Employed","Not Working","","","",""
"6 on scale 1-7","2011","Not Employed","Full Time","","","",""
"6 on scale 1-7","2011","Not Employed","Part Time","","","",""
"6 on scale 1-7","2011","Not Employed","Not Working","","","",""
"6 on scale 1-7","2011","Employed","Full Time","","","",""
"6 on scale 1-7","2011","Employed","Part Time","","","",""
"6 on scale 1-7","2011","Employed","Not Working","","","",""
"7 Strongly agree","2011","Not Employed","Full Time","","","",""
"7 Strongly agree","2011","Not Employed","Part Time","","","",""
"7 Strongly agree","2011","Not Employed","Not Working","","","",""
"7 Strongly agree","2011","Employed","Full Time","","","",""
"7 Strongly agree","2011","Employed","Part Time","","","",""
"7 Strongly agree","2011","Employed","Not Working","","","",""
"1 Strongly disagree","2012","Not Employed","Full Time","","","",""
"1 Strongly disagree","2012","Not Employed","Part Time","","","",""
"1 Strongly disagree","2012","Not Employed","Not Working","","","",""
"1 Strongly disagree","2012","Employed","Full Time","","","",""
"1 Strongly disagree","2012","Employed","Part Time","","","",""
"1 Strongly disagree","2012","Employed","Not Working","","","",""
"2 on scale 1-7 ","2012","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2012","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2012","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2012","Employed","Full Time","","","",""
"2 on scale 1-7 ","2012","Employed","Part Time","","","",""
"2 on scale 1-7 ","2012","Employed","Not Working","","","",""
"3 on scale 1-7 ","2012","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2012","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2012","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2012","Employed","Full Time","","","",""
"3 on scale 1-7 ","2012","Employed","Part Time","","","",""
"3 on scale 1-7 ","2012","Employed","Not Working","","","",""
"4 on scale 1-7","2012","Not Employed","Full Time","","","",""
"4 on scale 1-7","2012","Not Employed","Part Time","","","",""
"4 on scale 1-7","2012","Not Employed","Not Working","","","",""
"4 on scale 1-7","2012","Employed","Full Time","","","",""
"4 on scale 1-7","2012","Employed","Part Time","","","",""
"4 on scale 1-7","2012","Employed","Not Working","","","",""
"5 on scale 1-7","2012","Not Employed","Full Time","","","",""
"5 on scale 1-7","2012","Not Employed","Part Time","","","",""
"5 on scale 1-7","2012","Not Employed","Not Working","","","",""
"5 on scale 1-7","2012","Employed","Full Time","","","",""
"5 on scale 1-7","2012","Employed","Part Time","","","",""
"5 on scale 1-7","2012","Employed","Not Working","","","",""
"6 on scale 1-7","2012","Not Employed","Full Time","","","",""
"6 on scale 1-7","2012","Not Employed","Part Time","","","",""
"6 on scale 1-7","2012","Not Employed","Not Working","","","",""
"6 on scale 1-7","2012","Employed","Full Time","","","",""
"6 on scale 1-7","2012","Employed","Part Time","","","",""
"6 on scale 1-7","2012","Employed","Not Working","","","",""
"7 Strongly agree","2012","Not Employed","Full Time","","","",""
"7 Strongly agree","2012","Not Employed","Part Time","","","",""
"7 Strongly agree","2012","Not Employed","Not Working","","","",""
"7 Strongly agree","2012","Employed","Full Time","","","",""
"7 Strongly agree","2012","Employed","Part Time","","","",""
"7 Strongly agree","2012","Employed","Not Working","","","",""
"1 Strongly disagree","2013","Not Employed","Full Time","","","",""
"1 Strongly disagree","2013","Not Employed","Part Time","","","",""
"1 Strongly disagree","2013","Not Employed","Not Working","","","",""
"1 Strongly disagree","2013","Employed","Full Time","","","",""
"1 Strongly disagree","2013","Employed","Part Time","","","",""
"1 Strongly disagree","2013","Employed","Not Working","","","",""
"2 on scale 1-7 ","2013","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2013","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2013","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2013","Employed","Full Time","","","",""
"2 on scale 1-7 ","2013","Employed","Part Time","","","",""
"2 on scale 1-7 ","2013","Employed","Not Working","","","",""
"3 on scale 1-7 ","2013","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2013","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2013","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2013","Employed","Full Time","","","",""
"3 on scale 1-7 ","2013","Employed","Part Time","","","",""
"3 on scale 1-7 ","2013","Employed","Not Working","","","",""
"4 on scale 1-7","2013","Not Employed","Full Time","","","",""
"4 on scale 1-7","2013","Not Employed","Part Time","","","",""
"4 on scale 1-7","2013","Not Employed","Not Working","","","",""
"4 on scale 1-7","2013","Employed","Full Time","","","",""
"4 on scale 1-7","2013","Employed","Part Time","","","",""
"4 on scale 1-7","2013","Employed","Not Working","","","",""
"5 on scale 1-7","2013","Not Employed","Full Time","","","",""
"5 on scale 1-7","2013","Not Employed","Part Time","","","",""
"5 on scale 1-7","2013","Not Employed","Not Working","","","",""
"5 on scale 1-7","2013","Employed","Full Time","","","",""
"5 on scale 1-7","2013","Employed","Part Time","","","",""
"5 on scale 1-7","2013","Employed","Not Working","","","",""
"6 on scale 1-7","2013","Not Employed","Full Time","","","",""
"6 on scale 1-7","2013","Not Employed","Part Time","","","",""
"6 on scale 1-7","2013","Not Employed","Not Working","","","",""
"6 on scale 1-7","2013","Employed","Full Time","","","",""
"6 on scale 1-7","2013","Employed","Part Time","","","",""
"6 on scale 1-7","2013","Employed","Not Working","","","",""
"7 Strongly agree","2013","Not Employed","Full Time","","","",""
"7 Strongly agree","2013","Not Employed","Part Time","","","",""
"7 Strongly agree","2013","Not Employed","Not Working","","","",""
"7 Strongly agree","2013","Employed","Full Time","","","",""
"7 Strongly agree","2013","Employed","Part Time","","","",""
"7 Strongly agree","2013","Employed","Not Working","","","",""
"1 Strongly disagree","2014","Not Employed","Full Time","","","",""
"1 Strongly disagree","2014","Not Employed","Part Time","","","",""
"1 Strongly disagree","2014","Not Employed","Not Working","","","",""
"1 Strongly disagree","2014","Employed","Full Time","","","",""
"1 Strongly disagree","2014","Employed","Part Time","","","",""
"1 Strongly disagree","2014","Employed","Not Working","","","",""
"2 on scale 1-7 ","2014","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2014","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2014","Not Employed","Not Working","","","",""
"2 on scale 1-7 ","2014","Employed","Full Time","","","",""
"2 on scale 1-7 ","2014","Employed","Part Time","","","",""
"2 on scale 1-7 ","2014","Employed","Not Working","","","",""
"3 on scale 1-7 ","2014","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2014","Not Employed","Part Time","","","",""
"3 on scale 1-7 ","2014","Not Employed","Not Working","","","",""
"3 on scale 1-7 ","2014","Employed","Full Time","","","",""
"3 on scale 1-7 ","2014","Employed","Part Time","","","",""
"3 on scale 1-7 ","2014","Employed","Not Working","","","",""
"4 on scale 1-7","2014","Not Employed","Full Time","","","",""
"4 on scale 1-7","2014","Not Employed","Part Time","","","",""
"4 on scale 1-7","2014","Not Employed","Not Working","","","",""
"4 on scale 1-7","2014","Employed","Full Time","","","",""
"4 on scale 1-7","2014","Employed","Part Time","","","",""
"4 on scale 1-7","2014","Employed","Not Working","","","",""
"5 on scale 1-7","2014","Not Employed","Full Time","","","",""
"5 on scale 1-7","2014","Not Employed","Part Time","","","",""
"5 on scale 1-7","2014","Not Employed","Not Working","","","",""
"5 on scale 1-7","2014","Employed","Full Time","","","",""
"5 on scale 1-7","2014","Employed","Part Time","","","",""
"5 on scale 1-7","2014","Employed","Not Working","","","",""
"6 on scale 1-7","2014","Not Employed","Full Time","","","",""
"6 on scale 1-7","2014","Not Employed","Part Time","","","",""
"6 on scale 1-7","2014","Not Employed","Not Working","","","",""
"6 on scale 1-7","2014","Employed","Full Time","","","",""
"6 on scale 1-7","2014","Employed","Part Time","","","",""
"6 on scale 1-7","2014","Employed","Not Working","","","",""
"7 Strongly agree","2014","Not Employed","Full Time","","","",""
"7 Strongly agree","2014","Not Employed","Part Time","","","",""
"7 Strongly agree","2014","Not Employed","Not Working","","","",""
"7 Strongly agree","2014","Employed","Full Time","","","",""
"7 Strongly agree","2014","Employed","Part Time","","","",""
"7 Strongly agree","2014","Employed","Not Working","","","",""
"1 Strongly disagree","2015","Not Employed","Full Time","","","",""
"1 Strongly disagree","2015","Not Employed","Part Time","","","",""
"1 Strongly disagree","2015","Not Employed","Not Working","3726","0.351700745731059","0.34239340868167","0.361008082780449"
"1 Strongly disagree","2015","Employed","Full Time","2752","0.258068134676734","0.249265383426823","0.266870885926645"
"1 Strongly disagree","2015","Employed","Part Time","2471","0.332398535124388","0.321451163080267","0.343345907168509"
"1 Strongly disagree","2015","Employed","Not Working","","","",""
"2 on scale 1-7 ","2015","Not Employed","Full Time","","","",""
"2 on scale 1-7 ","2015","Not Employed","Part Time","","","",""
"2 on scale 1-7 ","2015","Not Employed","Not Working","2669","0.265051344236736","0.256448450840012","0.273654237633459"
"2 on scale 1-7 ","2015","Employed","Full Time","2793","0.308468218286562","0.29917683211071","0.317759604462414"
"2 on scale 1-7 ","2015","Employed","Part Time","2082","0.286382124102338","0.275876363508066","0.29688788469661"
"2 on scale 1-7 ","2015","Employed","Not Working","","","",""
"3 on scale 1-7 ","2015","Not Employed","Full Time","","","",""
"3 on scale 1-7 ","2015","Not Employed","Part Time","","","",""
