"plh0206i03","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2014","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2014","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2015","Urban Area","West Germany","5462","0.32657738947245","0.319212183283985","0.333942595660914","1"
"1 Strongly disagree","2015","Urban Area","East Germany","658","0.291065057916239","0.271240962968259","0.310889152864219","1"
"1 Strongly disagree","2015","Rural Area","West Germany","1854","0.292461591920478","0.280663780750028","0.304259403090928","1"
"1 Strongly disagree","2015","Rural Area","East Germany","975","0.276857510170363","0.261848348791197","0.291866671549529","1"
"2 on scale 1-7 ","2015","Urban Area","West Germany","4410","0.286359974360522","0.279260212803369","0.293459735917674","2"
"2 on scale 1-7 ","2015","Urban Area","East Germany","606","0.303813272308274","0.283742624837317","0.323883919779231","2"
"2 on scale 1-7 ","2015","Rural Area","East Germany","915","0.274872803725844","0.259897028407471","0.289848579044217","2"
"2 on scale 1-7 ","2015","Rural Area","West Germany","1613","0.287765476715107","0.276023996070014","0.2995069573602","2"
"3 on scale 1-7 ","2015","Urban Area","West Germany","2316","0.158348014003851","0.152614503763382","0.16408152424432","3"
"3 on scale 1-7 ","2015","Rural Area","West Germany","880","0.171404316434753","0.161630273972091","0.181178358897416","3"
"3 on scale 1-7 ","2015","Urban Area","East Germany","313","0.18151374807428","0.164692601361664","0.198334894786897","3"
"3 on scale 1-7 ","2015","Rural Area","East Germany","589","0.178970883673433","0.166112487475435","0.191829279871431","3"
"4 on scale 1-7","2015","Urban Area","West Germany","1758","0.119303070052176","0.114212258079091","0.124393882025261","4"
"4 on scale 1-7","2015","Rural Area","East Germany","442","0.121338123031674","0.110385305292422","0.132290940770926","4"
"4 on scale 1-7","2015","Urban Area","East Germany","215","0.0996508093522075","0.0865788392364154","0.112722779468","4"
"4 on scale 1-7","2015","Rural Area","West Germany","728","0.133503188588467","0.124682117650259","0.142324259526676","4"
"5 on scale 1-7","2015","Urban Area","West Germany","842","0.0573721708074286","0.0537198511912004","0.0610244904236568","5"
"5 on scale 1-7","2015","Urban Area","East Germany","117","0.0701489503064018","0.0590031200920838","0.0812947805207198","5"
"5 on scale 1-7","2015","Rural Area","West Germany","317","0.0558198551013443","0.0498657870362834","0.0617739231664052","5"
"5 on scale 1-7","2015","Rural Area","East Germany","265","0.0822006421173373","0.0729870748182332","0.0914142094164413","5"
"6 on scale 1-7","2015","Rural Area","East Germany","115","0.0340508196530866","0.0279672671988723","0.0401343721073008","6"
"6 on scale 1-7","2015","Urban Area","West Germany","419","0.0305579922919761","0.0278548349105814","0.0332611496733708","6"
"6 on scale 1-7","2015","Urban Area","East Germany","55","0.0281968439142748","0.0209727306812397","0.03542095714731","6"
"6 on scale 1-7","2015","Rural Area","West Germany","173","0.032343785876564","0.0277555262707703","0.0369320454823577","6"
"7 Strongly agree","2015","Rural Area","East Germany","113","0.0317092176282623","0.0258314556558689","0.0375869796006556","7"
"7 Strongly agree","2015","Urban Area","West Germany","367","0.0214813890115968","0.019204385340109","0.0237583926830845","7"
"7 Strongly agree","2015","Urban Area","East Germany","53","0.0256113181283223","0.0187172237794706","0.0325054124771741","7"
"7 Strongly agree","2015","Rural Area","West Germany","146","0.0267017853632855","0.0225207376409449","0.030882833085626","7"
"1 Strongly disagree","2016","Urban Area","West Germany","2082","0.593875794420699","0.575317023947951","0.612434564893447","1"
"1 Strongly disagree","2016","Urban Area","East Germany","232","0.789632779111901","0.743358295826182","0.835907262397619","1"
"1 Strongly disagree","2016","Rural Area","West Germany","717","0.675334257277613","0.644827122216112","0.705841392339115","1"
"1 Strongly disagree","2016","Rural Area","East Germany","314","0.756452850020812","0.715930752857743","0.796974947183881","1"
"2 on scale 1-7 ","2016","Urban Area","East Germany","31","0.0856515574913431","0.0538781746240465","0.11742494035864","2"
"2 on scale 1-7 ","2016","Rural Area","East Germany","48","0.110067874095395","0.0805205478446861","0.139615200346104","2"
"2 on scale 1-7 ","2016","Urban Area","West Germany","244","0.123263528996316","0.110840606203138","0.135686451789495","2"
"2 on scale 1-7 ","2016","Rural Area","West Germany","73","0.145892643468733","0.122894290799078","0.168890996138388","2"
"3 on scale 1-7 ","2016","Urban Area","West Germany","93","0.0865233649319293","0.0758993817815092","0.0971473480823493","3"
"3 on scale 1-7 ","2016","Rural Area","West Germany","28","","","","3"
"3 on scale 1-7 ","2016","Rural Area","East Germany","17","","","","3"
"3 on scale 1-7 ","2016","Urban Area","East Germany","9","","","","3"
"4 on scale 1-7","2016","Urban Area","West Germany","108","0.0912653232518094","0.0803824542993651","0.102148192204254","4"
"4 on scale 1-7","2016","Rural Area","East Germany","23","","","","4"
"4 on scale 1-7","2016","Urban Area","East Germany","8","","","","4"
"4 on scale 1-7","2016","Rural Area","West Germany","37","0.0742889690054459","0.0572036266158599","0.0913743113950319","4"
"5 on scale 1-7","2016","Urban Area","West Germany","73","0.040166115679116","0.0327461839884976","0.0475860473697345","5"
"5 on scale 1-7","2016","Urban Area","East Germany","4","","","","5"
"5 on scale 1-7","2016","Rural Area","West Germany","16","","","","5"
"5 on scale 1-7","2016","Rural Area","East Germany","6","","","","5"
"6 on scale 1-7","2016","Urban Area","West Germany","29","","","","6"
"6 on scale 1-7","2016","Urban Area","East Germany","2","","","","6"
"6 on scale 1-7","2016","Rural Area","East Germany","5","","","","6"
"6 on scale 1-7","2016","Rural Area","West Germany","16","","","","6"
"7 Strongly agree","2016","Urban Area","West Germany","61","0.0449344319974485","0.0371059388953158","0.0527629250995811","7"
"7 Strongly agree","2016","Rural Area","East Germany","18","","","","7"
"7 Strongly agree","2016","Urban Area","East Germany","12","","","","7"
"7 Strongly agree","2016","Rural Area","West Germany","18","","","","7"
"1 Strongly disagree","2017","Urban Area","West Germany","1449","0.72367968608255","0.703755196521893","0.743604175643206","1"
"1 Strongly disagree","2017","Urban Area","East Germany","95","0.574036846764119","0.489998369953983","0.658075323574256","1"
"1 Strongly disagree","2017","Rural Area","West Germany","528","0.83035075924637","0.801249993588846","0.859451524903894","1"
"1 Strongly disagree","2017","Rural Area","East Germany","97","0.826349338830549","0.761232024943305","0.891466652717793","1"
"2 on scale 1-7 ","2017","Urban Area","West Germany","194","0.111397988018794","0.0973795403101636","0.125416435727425","2"
"2 on scale 1-7 ","2017","Rural Area","West Germany","48","0.0936299160387627","0.0710429572117221","0.116216874865803","2"
"2 on scale 1-7 ","2017","Rural Area","East Germany","15","","","","2"
"2 on scale 1-7 ","2017","Urban Area","East Germany","14","","","","2"
"3 on scale 1-7 ","2017","Urban Area","West Germany","81","0.0395709574307427","0.0308847833748757","0.0482571314866097","3"
"3 on scale 1-7 ","2017","Urban Area","East Germany","3","","","","3"
"3 on scale 1-7 ","2017","Rural Area","West Germany","23","","","","3"
"3 on scale 1-7 ","2017","Rural Area","East Germany","4","","","","3"
"4 on scale 1-7","2017","Urban Area","West Germany","79","0.0387642851563169","0.0301634931439407","0.0473650771686931","4"
"4 on scale 1-7","2017","Urban Area","East Germany","7","","","","4"
"4 on scale 1-7","2017","Rural Area","West Germany","9","","","","4"
"4 on scale 1-7","2017","Rural Area","East Germany","6","","","","4"
