"plh0206i03","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2006","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Not Employed","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Employed","","","","","5"
"6 on scale 1-7","2006","66 and older","Employed","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2006","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2006","66 and older","Employed","","","","","7"
"7 Strongly agree","2006","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2006","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2006","66 and older","Not Employed","","","","","7"
"7 Strongly agree","2006","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2006","16-34 y.","Employed","","","","","7"
"1 Strongly disagree","2007","16-34 y.","Not Employed","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2007","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2007","66 and older","Employed","","","","","1"
"2 on scale 1-7 ","2007","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Employed","","","","","2"
"3 on scale 1-7 ","2007","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Not Employed","","","","","3"
"4 on scale 1-7","2007","16-34 y.","Not Employed","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2007","66 and older","Employed","","","","","4"
"4 on scale 1-7","2007","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Employed","","","","","4"
"5 on scale 1-7","2007","66 and older","Employed","","","","","5"
"5 on scale 1-7","2007","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Not Employed","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Employed","","","","","5"
"6 on scale 1-7","2007","66 and older","Employed","","","","","6"
"6 on scale 1-7","2007","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Employed","","","","","6"
"7 Strongly agree","2007","66 and older","Employed","","","","","7"
"7 Strongly agree","2007","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2007","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2007","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2007","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2007","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2008","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2008","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2008","66 and older","Employed","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Not Employed","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Not Employed","","","","","3"
"4 on scale 1-7","2008","66 and older","Employed","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2008","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2008","66 and older","Employed","","","","","5"
"5 on scale 1-7","2008","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2008","66 and older","Employed","","","","","6"
"6 on scale 1-7","2008","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2008","66 and older","Employed","","","","","7"
"7 Strongly agree","2008","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2008","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2008","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2008","66 and older","Not Employed","","","","","7"
"7 Strongly agree","2008","16-34 y.","Employed","","","","","7"
"1 Strongly disagree","2009","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2009","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2009","66 and older","Employed","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2009","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Employed","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Employed","","","","","3"
"4 on scale 1-7","2009","66 and older","Employed","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2009","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2009","66 and older","Employed","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2009","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2009","66 and older","Employed","","","","","6"
"6 on scale 1-7","2009","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2009","66 and older","Employed","","","","","7"
"7 Strongly agree","2009","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2009","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2009","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2009","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2009","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2010","16-34 y.","Employed","502","0.196579866203951","0.181474550886616","0.211685181521285","1"
"1 Strongly disagree","2010","35-65 y.","Not Employed","453","0.260879905179462","0.23995063395428","0.281809176404644","1"
"1 Strongly disagree","2010","35-65 y.","Employed","1581","0.215535357750826","0.206139343600173","0.224931371901478","1"
"1 Strongly disagree","2010","66 and older","Not Employed","1128","0.31600811113117","0.301056026995834","0.330960195266506","1"
"1 Strongly disagree","2010","66 and older","Employed","65","0.194897520806442","0.150295399337478","0.239499642275407","1"
"1 Strongly disagree","2010","16-34 y.","Not Employed","185","0.176681966031792","0.151874346504889","0.201489585558694","1"
"2 on scale 1-7 ","2010","35-65 y.","Not Employed","392","0.193751085715757","0.17491316646114","0.212589004970374","2"
"2 on scale 1-7 ","2010","35-65 y.","Employed","1876","0.234666730591595","0.224982864603976","0.244350596579215","2"
"2 on scale 1-7 ","2010","16-34 y.","Employed","663","0.224786297990051","0.208919672899324","0.240652923080778","2"
"2 on scale 1-7 ","2010","66 and older","Employed","78","0.263649464227812","0.214037944943939","0.313260983511684","2"
"2 on scale 1-7 ","2010","66 and older","Not Employed","889","0.235990667112594","0.222334655192235","0.249646679032954","2"
"2 on scale 1-7 ","2010","16-34 y.","Not Employed","234","0.241902132257956","0.214048127043105","0.269756137472806","2"
"3 on scale 1-7 ","2010","16-34 y.","Employed","593","0.242974637277242","0.226673248372567","0.259276026181918","3"
"3 on scale 1-7 ","2010","35-65 y.","Not Employed","314","0.199780690377572","0.180723557793739","0.218837822961406","3"
"3 on scale 1-7 ","2010","16-34 y.","Not Employed","187","0.210170760950605","0.183670025992556","0.236671495908655","3"
"3 on scale 1-7 ","2010","66 and older","Employed","68","0.217970423561407","0.171482820942994","0.264458026179821","3"
"3 on scale 1-7 ","2010","66 and older","Not Employed","622","0.159079499467774","0.147316672208858","0.17084232672669","3"
"3 on scale 1-7 ","2010","35-65 y.","Employed","1452","0.193764866654396","0.184733237649097","0.202796495659694","3"
"4 on scale 1-7","2010","66 and older","Employed","41","0.131864849159949","0.0937683587655552","0.169961339554344","4"
"4 on scale 1-7","2010","66 and older","Not Employed","530","0.14184403564516","0.130623443064071","0.153064628226249","4"
"4 on scale 1-7","2010","35-65 y.","Not Employed","257","0.174547539655349","0.156455847629027","0.19263923168167","4"
"4 on scale 1-7","2010","16-34 y.","Employed","468","0.17605081165921","0.161574492370241","0.190527130948179","4"
"4 on scale 1-7","2010","35-65 y.","Employed","1291","0.182433944406254","0.173609000309769","0.191258888502739","4"
"4 on scale 1-7","2010","16-34 y.","Not Employed","141","0.175047868078027","0.150330743056567","0.199764993099487","4"
"5 on scale 1-7","2010","66 and older","Employed","25","","","","5"
"5 on scale 1-7","2010","35-65 y.","Not Employed","158","0.100020019846919","0.0857200151603056","0.114320024533533","5"
"5 on scale 1-7","2010","66 and older","Not Employed","298","0.0818685374582896","0.0730511872121472","0.0906858877044321","5"
"5 on scale 1-7","2010","35-65 y.","Employed","662","0.0951672445403813","0.0884618302224759","0.101872658858287","5"
"5 on scale 1-7","2010","16-34 y.","Employed","249","0.0936106628572468","0.0825390988154466","0.104682226899047","5"
"5 on scale 1-7","2010","16-34 y.","Not Employed","91","0.107208142263828","0.0870850757624317","0.127331208765225","5"
"6 on scale 1-7","2010","66 and older","Employed","12","","","","6"
"6 on scale 1-7","2010","35-65 y.","Not Employed","65","0.0430805185403006","0.0334032131516776","0.0527578239289235","6"
"6 on scale 1-7","2010","66 and older","Not Employed","125","0.0320141065248663","0.026352595617691","0.0376756174320417","6"
"6 on scale 1-7","2010","16-34 y.","Employed","99","0.0356982731239335","0.0286461644114971","0.0427503818363699","6"
"6 on scale 1-7","2010","35-65 y.","Employed","279","0.0409953879741791","0.0364645809897776","0.0455261949585807","6"
"6 on scale 1-7","2010","16-34 y.","Not Employed","43","0.0541183803018706","0.0394021710313238","0.0688345895724175","6"
"7 Strongly agree","2010","66 and older","Employed","14","","","","7"
"7 Strongly agree","2010","16-34 y.","Not Employed","27","","","","7"
"7 Strongly agree","2010","16-34 y.","Employed","85","0.030299450888366","0.0237842903414252","0.0368146114353069","7"
"7 Strongly agree","2010","35-65 y.","Not Employed","52","0.0279402406846404","0.0200853916765439","0.0357950896927368","7"
"7 Strongly agree","2010","35-65 y.","Employed","216","0.0374364680823689","0.0330987647179847","0.041774171446753","7"
"7 Strongly agree","2010","66 and older","Not Employed","122","0.0331950426601455","0.0274335741682024","0.0389565111520887","7"
"1 Strongly disagree","2011","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2011","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2011","66 and older","Employed","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2011","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2011","66 and older","Employed","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2011","66 and older","Employed","","","","","5"
"5 on scale 1-7","2011","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2011","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2011","66 and older","Employed","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2011","66 and older","Not Employed","","","","","6"
"7 Strongly agree","2011","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2011","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2011","66 and older","Employed","","","","","7"
"7 Strongly agree","2011","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2011","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2011","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2012","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2012","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2012","66 and older","Employed","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2012","66 and older","Employed","","","","","4"
"4 on scale 1-7","2012","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2012","66 and older","Employed","","","","","5"
"5 on scale 1-7","2012","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2012","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2012","66 and older","Employed","","","","","6"
"6 on scale 1-7","2012","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Employed","","","","","6"
"7 Strongly agree","2012","66 and older","Employed","","","","","7"
"7 Strongly agree","2012","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2012","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2012","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2012","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2012","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2013","66 and older","Employed","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Not Employed","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2013","66 and older","Not Employed","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2013","66 and older","Employed","","","","","4"
"4 on scale 1-7","2013","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Not Employed","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Employed","","","","","4"
"5 on scale 1-7","2013","66 and older","Employed","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2013","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2013","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2013","66 and older","Employed","","","","","6"
"6 on scale 1-7","2013","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Not Employed","","","","","6"
