"plh0206i03","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(0) in school","117","0.206967832103637","0.171668242201466","0.242267422005807"
"2 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","no migration background","(1b) general elementary school","242","0.181349163519143","0.159772356366531","0.202925970671755"
"2 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","1087","0.208676413594855","0.197272841031624","0.220079986158085"
"2 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","101","0.195893059683196","0.159624057697434","0.232162061668959"
"2 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","1091","0.239987518790654","0.227523315889637","0.252451721691671"
"2 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","176","0.271159754778686","0.23564746838813","0.306672041169242"
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","352","0.294167779775835","0.268234703492388","0.320100856059283"
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","435","0.281310944984486","0.258940940927156","0.303680949041815"
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","632","0.278989935618588","0.260248550616405","0.297731320620771"
"2 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","94","0.21961865780486","0.183864007751953","0.255373307857768"
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","145","0.209876947329657","0.178972932045842","0.240780962613471"
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","56","0.192385296320501","0.14528105666338","0.239489535977622"
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","51","0.153106043271445","0.109669344498723","0.196542742044167"
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","36","0.226561031118262","0.153757597612486","0.299364464624037"
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","94","0.176543485736705","0.143322002689923","0.209764968783486"
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","187","0.14842580732653","0.128516965218425","0.168334649434634"
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","857","0.176714814923699","0.166010994279703","0.187418635567694"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","78","0.149086710055652","0.116538186430395","0.181635233680908"
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","842","0.178902226708213","0.167716476151359","0.190087977265066"
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","131","0.224855755206245","0.191505964499476","0.258205545913015"
"3 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","247","0.206885359727298","0.183831767383597","0.229938952070999"
"3 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","295","0.178144946216579","0.159108468237165","0.197181424195992"
"3 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","445","0.207348914633991","0.190408319507151","0.224289509760832"
"3 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","31","0.204140327464279","0.141290773408973","0.266989881519585"
"3 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","59","0.134769867365378","0.105277699655397","0.164262035075359"
"3 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","96","0.14368201174654","0.117062265718431","0.170301757774649"
"3 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","50","0.234857468539949","0.184199786882982","0.285515150196916"
"3 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","50","0.218883750291609","0.169005555784648","0.26876194479857"
"3 on scale 1-7 ","2005","indirect migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","no migration background","(0) in school","98","0.15810826595175","0.126319165174211","0.18989736672929"
"4 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","no migration background","(1b) general elementary school","204","0.169999463295472","0.148964439462843","0.191034487128102"
"4 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","831","0.174683111131745","0.164027876479284","0.185338345784207"
"4 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","80","0.182923912782114","0.147594561201412","0.218253264362816"
"4 on scale 1-7","2005","no migration background","(2a) intermediate vocational","796","0.178033526635198","0.166869065419419","0.189197987850976"
"4 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","95","0.153767600996721","0.124952039329995","0.182583162663448"
"4 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","185","0.153064664687444","0.132573419729294","0.173555909645594"
"4 on scale 1-7","2005","no migration background","(3a) lower tertiary education","244","0.16055125380657","0.142286821599354","0.178815686013786"
"4 on scale 1-7","2005","no migration background","(3b) higher tertiary education","340","0.162297968298879","0.146890258976004","0.177705677621753"
"4 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"4 on scale 1-7","2005","direct migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","direct migration background","(1b) general elementary school","98","0.172857043803308","0.140199891995399","0.205514195611218"
"4 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","109","0.172957855930204","0.144255394575542","0.201660317284865"
"4 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","41","0.145103944074647","0.102618281761491","0.187589606387804"
"4 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"4 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","indirect migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","no migration background","(0) in school","46","0.130923986893191","0.101533192456589","0.160314781329793"
"5 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","no migration background","(1b) general elementary school","123","0.0931872626194055","0.0769086596945771","0.109465865544234"
"5 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","430","0.0814962326314368","0.0738184390753315","0.0891740261875422"
"5 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","51","0.104662995002709","0.0766887082983635","0.132637281707054"
"5 on scale 1-7","2005","no migration background","(2a) intermediate vocational","412","0.086992975469221","0.0787679174087187","0.0952180335297232"
"5 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","62","0.0907341807599472","0.0677895676350171","0.113678793884877"
"5 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","111","0.0863813626540778","0.070393211442602","0.102369513865554"
"5 on scale 1-7","2005","no migration background","(3a) lower tertiary education","116","0.0700418527483205","0.0573445128023928","0.0827391926942482"
"5 on scale 1-7","2005","no migration background","(3b) higher tertiary education","166","0.0632658421760518","0.0530932982019875","0.0734383861501161"
"5 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"5 on scale 1-7","2005","direct migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","direct migration background","(1b) general elementary school","44","0.0766326973002187","0.0536585829502295","0.099606811650208"
"5 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","66","0.101701787980537","0.078763566816601","0.124640009144473"
"5 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","30","0.127851733956747","0.0875712574369311","0.168132210476563"
"5 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"5 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","indirect migration background","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","no migration background","(0) in school","","","",""
"6 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","no migration background","(1b) general elementary school","62","0.0523398298040835","0.0398682200326436","0.0648114395755233"
"6 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","227","0.0448261241006581","0.0390193623751262","0.0506328858261899"
"6 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","no migration background","(2a) intermediate vocational","189","0.0474294780208533","0.0412260383711887","0.0536329176705179"
"6 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","31","0.0240944715182956","0.0153674039557928","0.0328215390807984"
"6 on scale 1-7","2005","no migration background","(3a) lower tertiary education","44","0.0222252275933726","0.0148911625887035","0.0295592925980416"
"6 on scale 1-7","2005","no migration background","(3b) higher tertiary education","60","0.0280438060568959","0.0211449263249506","0.0349426857888413"
"6 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"6 on scale 1-7","2005","direct migration background","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","direct migration background","(1b) general elementary school","30","0.0499249352976087","0.0311152213142119","0.0687346492810055"
"6 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","33","0.0404215273520673","0.0254752931906019","0.0553677615135327"
"6 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"6 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","indirect migration background","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","no migration background","(0) in school","","","",""
"7 Strongly agree","2005","no migration background","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","no migration background","(1b) general elementary school","62","0.055456958619146","0.0426404732167597","0.0682734440215323"
"7 Strongly agree","2005","no migration background","(1c) basic vocational qualification","209","0.0436734123130352","0.037938340360055","0.0494084842660154"
"7 Strongly agree","2005","no migration background","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2005","no migration background","(2a) intermediate vocational","128","0.0291976298412581","0.0242840385058173","0.0341112211766989"
"7 Strongly agree","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2005","no migration background","(3a) lower tertiary education","","","",""
"7 Strongly agree","2005","no migration background","(3b) higher tertiary education","42","0.0223985561061637","0.0162151512986727","0.0285819609136546"
"7 Strongly agree","2005","direct migration background","(0) in school","","","",""
"7 Strongly agree","2005","direct migration background","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","direct migration background","(1b) general elementary school","","","",""
"7 Strongly agree","2005","direct migration background","(1c) basic vocational qualification","33","0.0440618626431023","0.0284867393109984","0.0596369859752061"
"7 Strongly agree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2005","direct migration background","(2a) intermediate vocational","","","",""
"7 Strongly agree","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2005","direct migration background","(3a) lower tertiary education","","","",""
"7 Strongly agree","2005","direct migration background","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","indirect migration background","(0) in school","","","",""
"7 Strongly agree","2005","indirect migration background","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","indirect migration background","(1b) general elementary school","","","",""
"7 Strongly agree","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2005","indirect migration background","(2a) intermediate vocational","","","",""
"7 Strongly agree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"7 Strongly agree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","no migration background","(0) in school","","","",""
"1 Strongly disagree","2006","no migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","no migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","no migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","no migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","no migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","no migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","no migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2006","direct migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","direct migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","direct migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","direct migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","direct migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2006","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","indirect migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","no migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","no migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","no migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","no migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","no migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","no migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","no migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","direct migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","no migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","no migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","no migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","no migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","no migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","no migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","no migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","no migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","direct migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","direct migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","no migration background","(0) in school","","","",""
"4 on scale 1-7","2006","no migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","no migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","no migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","no migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","no migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","no migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","no migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","direct migration background","(0) in school","","","",""
"4 on scale 1-7","2006","direct migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","direct migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","direct migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","direct migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","direct migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","direct migration background","(3a) lower tertiary education","","","",""
