"plh0206i03","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2005","66 and older","vocational + Abi","20","","","","2"
"2 on scale 1-7 ","2005","66 and older","higher vocational","65","0.258335696511863","0.204505355455641","0.312166037568085","2"
"2 on scale 1-7 ","2005","35-65 y.","in school","","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","inadequately","20","","","","2"
"2 on scale 1-7 ","2005","35-65 y.","general elemantary","149","0.189051635539533","0.162284678441929","0.215818592637137","2"
"2 on scale 1-7 ","2005","35-65 y.","middle vocational","1385","0.222144633254854","0.211572593990199","0.23271667251951","2"
"2 on scale 1-7 ","2005","35-65 y.","vocational + Abi","163","0.247165147938169","0.212446386912988","0.28188390896335","2"
"2 on scale 1-7 ","2005","16-34 y.","in school","146","0.20752756929781","0.176255126057323","0.238800012538298","2"
"2 on scale 1-7 ","2005","16-34 y.","inadequately","7","","","","2"
"2 on scale 1-7 ","2005","16-34 y.","general elemantary","170","0.189049420083432","0.162459902410431","0.215638937756433","2"
"2 on scale 1-7 ","2005","35-65 y.","higher vocational","283","0.246998823893033","0.221454977062751","0.272542670723316","2"
"2 on scale 1-7 ","2005","35-65 y.","higher education","829","0.267397418307238","0.251495685387489","0.283299151226987","2"
"2 on scale 1-7 ","2005","16-34 y.","vocational + Abi","134","0.309617532713788","0.266319448045896","0.35291561738168","2"
"2 on scale 1-7 ","2005","16-34 y.","higher vocational","50","0.225219823258854","0.168176208565148","0.282263437952559","2"
"2 on scale 1-7 ","2005","16-34 y.","higher education","167","0.320871334630744","0.28071020652295","0.361032462738538","2"
"2 on scale 1-7 ","2005","16-34 y.","middle vocational","558","0.230815538572051","0.213695778586687","0.247935298557416","2"
"3 on scale 1-7 ","2005","66 and older","in school","","","","","3"
"3 on scale 1-7 ","2005","66 and older","general elemantary","102","0.146434303838388","0.120961771569926","0.171906836106851","3"
"3 on scale 1-7 ","2005","66 and older","inadequately","6","","","","3"
"3 on scale 1-7 ","2005","66 and older","middle vocational","315","0.153082455860498","0.137088776302428","0.169076135418567","3"
"3 on scale 1-7 ","2005","35-65 y.","in school","","","","","3"
"3 on scale 1-7 ","2005","35-65 y.","inadequately","23","","","","3"
"3 on scale 1-7 ","2005","35-65 y.","general elemantary","124","0.146214261539017","0.12206068222318","0.170367840854855","3"
"3 on scale 1-7 ","2005","35-65 y.","higher education","602","0.211852907094897","0.197172013853487","0.226533800336308","3"
"3 on scale 1-7 ","2005","66 and older","vocational + Abi","19","","","","3"
"3 on scale 1-7 ","2005","66 and older","higher vocational","41","0.154022740443703","0.109630915378224","0.198414565509182","3"
"3 on scale 1-7 ","2005","66 and older","higher education","111","0.167598935908486","0.139189278724737","0.196008593092235","3"
"3 on scale 1-7 ","2005","35-65 y.","middle vocational","1047","0.175022367705004","0.165358314938997","0.18468642047101","3"
"3 on scale 1-7 ","2005","35-65 y.","vocational + Abi","110","0.193965170133914","0.162140821423452","0.225789518844376","3"
"3 on scale 1-7 ","2005","35-65 y.","higher vocational","216","0.198785899537312","0.175148041992592","0.222423757082032","3"
"3 on scale 1-7 ","2005","16-34 y.","in school","118","0.190209796900342","0.159945225207504","0.22047436859318","3"
"3 on scale 1-7 ","2005","16-34 y.","inadequately","14","","","","3"
"3 on scale 1-7 ","2005","16-34 y.","general elemantary","132","0.156228674887095","0.131572917611765","0.180884432162425","3"
"3 on scale 1-7 ","2005","16-34 y.","middle vocational","470","0.217861123370339","0.201089244957156","0.234633001783522","3"
"3 on scale 1-7 ","2005","16-34 y.","vocational + Abi","104","0.241501057328852","0.201419180983445","0.281582933674258","3"
"3 on scale 1-7 ","2005","16-34 y.","higher vocational","41","0.195155593583125","0.141035199824197","0.249275987342053","3"
"3 on scale 1-7 ","2005","16-34 y.","higher education","113","0.184217731690235","0.150866086802124","0.217569376578345","3"
"4 on scale 1-7","2005","16-34 y.","inadequately","9","","","","4"
"4 on scale 1-7","2005","66 and older","in school","","","","","4"
"4 on scale 1-7","2005","16-34 y.","in school","128","0.148559018851072","0.121133262208566","0.175984775493579","4"
"4 on scale 1-7","2005","35-65 y.","higher education","475","0.155218174418355","0.142208237398172","0.168228111438538","4"
"4 on scale 1-7","2005","16-34 y.","general elemantary","164","0.22269971266593","0.194445719694705","0.250953705637154","4"
"4 on scale 1-7","2005","35-65 y.","in school","","","","","4"
"4 on scale 1-7","2005","35-65 y.","vocational + Abi","91","0.169325738004308","0.139140291102499","0.199511184906116","4"
"4 on scale 1-7","2005","35-65 y.","higher vocational","184","0.178975001509703","0.156270320264494","0.201679682754911","4"
"4 on scale 1-7","2005","66 and older","inadequately","12","","","","4"
"4 on scale 1-7","2005","66 and older","general elemantary","93","0.127768375876083","0.103715897513471","0.151820854238696","4"
"4 on scale 1-7","2005","66 and older","middle vocational","286","0.148977481424398","0.133161506957354","0.164793455891443","4"
"4 on scale 1-7","2005","66 and older","vocational + Abi","13","","","","4"
"4 on scale 1-7","2005","66 and older","higher vocational","38","0.163898204715821","0.118373419139112","0.209422990292529","4"
"4 on scale 1-7","2005","66 and older","higher education","83","0.133780288803955","0.107887779143619","0.159672798464291","4"
"4 on scale 1-7","2005","35-65 y.","inadequately","18","","","","4"
"4 on scale 1-7","2005","35-65 y.","general elemantary","162","0.184936320904676","0.158395212287684","0.211477429521668","4"
"4 on scale 1-7","2005","35-65 y.","middle vocational","1042","0.179563881129059","0.169802229468915","0.189325532789202","4"
"4 on scale 1-7","2005","16-34 y.","middle vocational","418","0.179154078838203","0.163573123892084","0.194735033784323","4"
"4 on scale 1-7","2005","16-34 y.","vocational + Abi","69","0.112205694834803","0.0826477208243572","0.141763668845248","4"
"4 on scale 1-7","2005","16-34 y.","higher vocational","40","0.201375249011855","0.146612037483977","0.256138460539734","4"
"4 on scale 1-7","2005","16-34 y.","higher education","89","0.201976421677062","0.167436399621949","0.236516443732176","4"
"5 on scale 1-7","2005","66 and older","general elemantary","61","0.0780917943294753","0.0587597059315209","0.0974238827274296","5"
"5 on scale 1-7","2005","66 and older","inadequately","3","","","","5"
"5 on scale 1-7","2005","66 and older","in school","","","","","5"
"5 on scale 1-7","2005","66 and older","middle vocational","145","0.0687617463919751","0.0575216776255772","0.0800018151583729","5"
"5 on scale 1-7","2005","66 and older","vocational + Abi","8","","","","5"
"5 on scale 1-7","2005","66 and older","higher vocational","13","","","","5"
"5 on scale 1-7","2005","66 and older","higher education","51","0.0657819625349659","0.046926309049573","0.0846376160203588","5"
"5 on scale 1-7","2005","16-34 y.","in school","68","0.129525587758012","0.103632274670601","0.155418900845423","5"
"5 on scale 1-7","2005","16-34 y.","inadequately","3","","","","5"
"5 on scale 1-7","2005","16-34 y.","general elemantary","109","0.113780887941416","0.0922168143381702","0.135344961544663","5"
"5 on scale 1-7","2005","16-34 y.","middle vocational","264","0.099842437022153","0.0876618911060439","0.112022982938262","5"
"5 on scale 1-7","2005","16-34 y.","vocational + Abi","39","0.0923981170311323","0.0652780792432123","0.119518154819052","5"
"5 on scale 1-7","2005","16-34 y.","higher vocational","20","","","","5"
"5 on scale 1-7","2005","16-34 y.","higher education","42","0.0773901942989213","0.0544013883881809","0.100379000209662","5"
"5 on scale 1-7","2005","35-65 y.","in school","","","","","5"
"5 on scale 1-7","2005","35-65 y.","inadequately","7","","","","5"
"5 on scale 1-7","2005","35-65 y.","general elemantary","72","0.0839302616678745","0.0649747400779227","0.102885783257826","5"
"5 on scale 1-7","2005","35-65 y.","middle vocational","538","0.0869342248725832","0.0797688675353585","0.094099582209808","5"
"5 on scale 1-7","2005","35-65 y.","vocational + Abi","52","0.0826072724274419","0.0604504471916729","0.104764097663211","5"
"5 on scale 1-7","2005","35-65 y.","higher vocational","99","0.0893101380073275","0.0724183095392452","0.10620196647541","5"
"5 on scale 1-7","2005","35-65 y.","higher education","232","0.0732503962491163","0.0638894916052308","0.0826113008930018","5"
"6 on scale 1-7","2005","66 and older","inadequately","1","","","","6"
"6 on scale 1-7","2005","66 and older","in school","","","","","6"
"6 on scale 1-7","2005","66 and older","general elemantary","26","","","","6"
"6 on scale 1-7","2005","66 and older","middle vocational","74","0.0361800342435983","0.0278853938691718","0.0444746746180249","6"
"6 on scale 1-7","2005","66 and older","higher vocational","6","","","","6"
"6 on scale 1-7","2005","66 and older","higher education","14","","","","6"
"6 on scale 1-7","2005","66 and older","vocational + Abi","1","","","","6"
"6 on scale 1-7","2005","35-65 y.","in school","","","","","6"
"6 on scale 1-7","2005","35-65 y.","inadequately","5","","","","6"
"6 on scale 1-7","2005","35-65 y.","general elemantary","53","0.0687569764600134","0.0514587298735495","0.0860552230464772","6"
"6 on scale 1-7","2005","35-65 y.","middle vocational","274","0.0508701348045725","0.0452817578611835","0.0564585117479615","6"
"6 on scale 1-7","2005","35-65 y.","vocational + Abi","24","","","","6"
"6 on scale 1-7","2005","35-65 y.","higher vocational","41","0.0264009462645005","0.0169049431240574","0.0358969494049436","6"
"6 on scale 1-7","2005","16-34 y.","in school","33","0.0611163922129557","0.0426442797076547","0.0795885047182566","6"
"6 on scale 1-7","2005","16-34 y.","inadequately","5","","","","6"
"6 on scale 1-7","2005","16-34 y.","general elemantary","55","0.0676186178619122","0.0505673949696744","0.0846698407541501","6"
"6 on scale 1-7","2005","16-34 y.","middle vocational","113","0.0502300273083315","0.0413555900349516","0.0591044645817113","6"
"6 on scale 1-7","2005","35-65 y.","higher education","90","0.0286599100284219","0.0226653861324298","0.034654433924414","6"
"6 on scale 1-7","2005","16-34 y.","higher education","12","","","","6"
"6 on scale 1-7","2005","16-34 y.","vocational + Abi","12","","","","6"
"6 on scale 1-7","2005","16-34 y.","higher vocational","3","","","","6"
"7 Strongly agree","2005","66 and older","inadequately","3","","","","7"
"7 Strongly agree","2005","66 and older","in school","","","","","7"
"7 Strongly agree","2005","66 and older","general elemantary","28","","","","7"
"7 Strongly agree","2005","66 and older","higher vocational","8","","","","7"
"7 Strongly agree","2005","66 and older","higher education","13","","","","7"
"7 Strongly agree","2005","66 and older","middle vocational","54","0.0227135716478732","0.0160956935256264","0.02933144977012","7"
"7 Strongly agree","2005","35-65 y.","in school","","","","","7"
"7 Strongly agree","2005","35-65 y.","inadequately","9","","","","7"
"7 Strongly agree","2005","66 and older","vocational + Abi","","","","","7"
"7 Strongly agree","2005","35-65 y.","general elemantary","45","0.067836831539693","0.0506462357227298","0.0850274273566562","7"
"7 Strongly agree","2005","35-65 y.","middle vocational","236","0.0414465559521352","0.0363773046843611","0.0465158072199092","7"
"7 Strongly agree","2005","35-65 y.","vocational + Abi","13","","","","7"
"7 Strongly agree","2005","35-65 y.","higher vocational","30","0.0369556496616896","0.0257817544044452","0.048129544918934","7"
"7 Strongly agree","2005","35-65 y.","higher education","54","0.0188407254236358","0.0139558870964514","0.0237255637508201","7"
"7 Strongly agree","2005","16-34 y.","in school","26","","","","7"
"7 Strongly agree","2005","16-34 y.","inadequately","4","","","","7"
"7 Strongly agree","2005","16-34 y.","general elemantary","39","0.0567787565672824","0.0410633610442159","0.0724941520903489","7"
"7 Strongly agree","2005","16-34 y.","middle vocational","83","0.0376935398270707","0.0299553378323781","0.0454317418217634","7"
"7 Strongly agree","2005","16-34 y.","vocational + Abi","8","","","","7"
"7 Strongly agree","2005","16-34 y.","higher vocational","3","","","","7"
"7 Strongly agree","2005","16-34 y.","higher education","5","","","","7"
"1 Strongly disagree","2006","35-65 y.","general elemantary","","","","","1"
"1 Strongly disagree","2006","35-65 y.","middle vocational","","","","","1"
"1 Strongly disagree","2006","35-65 y.","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","35-65 y.","higher vocational","","","","","1"
"1 Strongly disagree","2006","35-65 y.","higher education","","","","","1"
"1 Strongly disagree","2006","66 and older","in school","","","","","1"
"1 Strongly disagree","2006","66 and older","inadequately","","","","","1"
"1 Strongly disagree","2006","66 and older","general elemantary","","","","","1"
"1 Strongly disagree","2006","66 and older","middle vocational","","","","","1"
"1 Strongly disagree","2006","66 and older","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","66 and older","higher vocational","","","","","1"
"1 Strongly disagree","2006","66 and older","higher education","","","","","1"
"1 Strongly disagree","2006","16-34 y.","in school","","","","","1"
"1 Strongly disagree","2006","16-34 y.","inadequately","","","","","1"
"1 Strongly disagree","2006","16-34 y.","general elemantary","","","","","1"
"1 Strongly disagree","2006","16-34 y.","middle vocational","","","","","1"
"1 Strongly disagree","2006","16-34 y.","vocational + Abi","","","","","1"
"1 Strongly disagree","2006","16-34 y.","higher vocational","","","","","1"
"1 Strongly disagree","2006","16-34 y.","higher education","","","","","1"
"1 Strongly disagree","2006","35-65 y.","in school","","","","","1"
"1 Strongly disagree","2006","35-65 y.","inadequately","","","","","1"
"2 on scale 1-7 ","2006","66 and older","inadequately","","","","","2"
"2 on scale 1-7 ","2006","66 and older","in school","","","","","2"
"2 on scale 1-7 ","2006","66 and older","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","inadequately","","","","","2"
"2 on scale 1-7 ","2006","66 and older","higher education","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","66 and older","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","66 and older","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","66 and older","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","inadequately","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","general elemantary","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","in school","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","higher education","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","in school","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","middle vocational","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","higher vocational","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","higher education","","","","","2"
"3 on scale 1-7 ","2006","66 and older","in school","","","","","3"
"3 on scale 1-7 ","2006","66 and older","inadequately","","","","","3"
"3 on scale 1-7 ","2006","66 and older","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","in school","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","inadequately","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","higher education","","","","","3"
"3 on scale 1-7 ","2006","66 and older","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","66 and older","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","66 and older","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","66 and older","higher education","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","inadequately","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","general elemantary","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","middle vocational","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","higher vocational","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","higher education","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","in school","","","","","3"
"4 on scale 1-7","2006","35-65 y.","higher education","","","","","4"
"4 on scale 1-7","2006","35-65 y.","higher vocational","","","","","4"
"4 on scale 1-7","2006","66 and older","middle vocational","","","","","4"
"4 on scale 1-7","2006","66 and older","in school","","","","","4"
"4 on scale 1-7","2006","66 and older","inadequately","","","","","4"
"4 on scale 1-7","2006","66 and older","general elemantary","","","","","4"
"4 on scale 1-7","2006","66 and older","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","66 and older","higher vocational","","","","","4"
"4 on scale 1-7","2006","66 and older","higher education","","","","","4"
"4 on scale 1-7","2006","35-65 y.","in school","","","","","4"
"4 on scale 1-7","2006","35-65 y.","inadequately","","","","","4"
"4 on scale 1-7","2006","35-65 y.","general elemantary","","","","","4"
"4 on scale 1-7","2006","35-65 y.","middle vocational","","","","","4"
"4 on scale 1-7","2006","35-65 y.","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","16-34 y.","in school","","","","","4"
"4 on scale 1-7","2006","16-34 y.","inadequately","","","","","4"
"4 on scale 1-7","2006","16-34 y.","general elemantary","","","","","4"
"4 on scale 1-7","2006","16-34 y.","middle vocational","","","","","4"
"4 on scale 1-7","2006","16-34 y.","vocational + Abi","","","","","4"
"4 on scale 1-7","2006","16-34 y.","higher vocational","","","","","4"
"4 on scale 1-7","2006","16-34 y.","higher education","","","","","4"
"5 on scale 1-7","2006","66 and older","inadequately","","","","","5"
"5 on scale 1-7","2006","66 and older","in school","","","","","5"
"5 on scale 1-7","2006","66 and older","general elemantary","","","","","5"
"5 on scale 1-7","2006","66 and older","middle vocational","","","","","5"
"5 on scale 1-7","2006","66 and older","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","35-65 y.","inadequately","","","","","5"
"5 on scale 1-7","2006","35-65 y.","general elemantary","","","","","5"
"5 on scale 1-7","2006","35-65 y.","middle vocational","","","","","5"
"5 on scale 1-7","2006","35-65 y.","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","35-65 y.","higher vocational","","","","","5"
"5 on scale 1-7","2006","35-65 y.","higher education","","","","","5"
"5 on scale 1-7","2006","66 and older","higher vocational","","","","","5"
"5 on scale 1-7","2006","66 and older","higher education","","","","","5"
"5 on scale 1-7","2006","16-34 y.","general elemantary","","","","","5"
"5 on scale 1-7","2006","16-34 y.","middle vocational","","","","","5"
"5 on scale 1-7","2006","16-34 y.","vocational + Abi","","","","","5"
"5 on scale 1-7","2006","16-34 y.","higher vocational","","","","","5"
"5 on scale 1-7","2006","16-34 y.","higher education","","","","","5"
"5 on scale 1-7","2006","35-65 y.","in school","","","","","5"
"5 on scale 1-7","2006","16-34 y.","in school","","","","","5"
"5 on scale 1-7","2006","16-34 y.","inadequately","","","","","5"
"6 on scale 1-7","2006","66 and older","inadequately","","","","","6"
"6 on scale 1-7","2006","66 and older","in school","","","","","6"
"6 on scale 1-7","2006","35-65 y.","inadequately","","","","","6"
"6 on scale 1-7","2006","35-65 y.","higher vocational","","","","","6"
"6 on scale 1-7","2006","35-65 y.","higher education","","","","","6"
"6 on scale 1-7","2006","66 and older","general elemantary","","","","","6"
"6 on scale 1-7","2006","66 and older","middle vocational","","","","","6"
"6 on scale 1-7","2006","66 and older","higher vocational","","","","","6"
"6 on scale 1-7","2006","66 and older","higher education","","","","","6"
"6 on scale 1-7","2006","35-65 y.","general elemantary","","","","","6"
"6 on scale 1-7","2006","35-65 y.","middle vocational","","","","","6"
"6 on scale 1-7","2006","35-65 y.","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","66 and older","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","16-34 y.","inadequately","","","","","6"
"6 on scale 1-7","2006","16-34 y.","general elemantary","","","","","6"
"6 on scale 1-7","2006","16-34 y.","middle vocational","","","","","6"
"6 on scale 1-7","2006","35-65 y.","in school","","","","","6"
"6 on scale 1-7","2006","16-34 y.","in school","","","","","6"
"6 on scale 1-7","2006","16-34 y.","vocational + Abi","","","","","6"
"6 on scale 1-7","2006","16-34 y.","higher vocational","","","","","6"
"6 on scale 1-7","2006","16-34 y.","higher education","","","","","6"
"7 Strongly agree","2006","66 and older","higher education","","","","","7"
"7 Strongly agree","2006","66 and older","higher vocational","","","","","7"
"7 Strongly agree","2006","66 and older","in school","","","","","7"
"7 Strongly agree","2006","66 and older","inadequately","","","","","7"
"7 Strongly agree","2006","66 and older","middle vocational","","","","","7"
"7 Strongly agree","2006","66 and older","vocational + Abi","","","","","7"
"7 Strongly agree","2006","66 and older","general elemantary","","","","","7"
"7 Strongly agree","2006","35-65 y.","in school","","","","","7"
"7 Strongly agree","2006","35-65 y.","inadequately","","","","","7"
"7 Strongly agree","2006","35-65 y.","general elemantary","","","","","7"
"7 Strongly agree","2006","35-65 y.","middle vocational","","","","","7"
"7 Strongly agree","2006","35-65 y.","vocational + Abi","","","","","7"
"7 Strongly agree","2006","35-65 y.","higher vocational","","","","","7"
"7 Strongly agree","2006","35-65 y.","higher education","","","","","7"
"7 Strongly agree","2006","16-34 y.","in school","","","","","7"
"7 Strongly agree","2006","16-34 y.","inadequately","","","","","7"
"7 Strongly agree","2006","16-34 y.","general elemantary","","","","","7"
"7 Strongly agree","2006","16-34 y.","middle vocational","","","","","7"
"7 Strongly agree","2006","16-34 y.","vocational + Abi","","","","","7"
"7 Strongly agree","2006","16-34 y.","higher vocational","","","","","7"
"7 Strongly agree","2006","16-34 y.","higher education","","","","","7"
"1 Strongly disagree","2007","35-65 y.","general elemantary","","","","","1"
"1 Strongly disagree","2007","35-65 y.","middle vocational","","","","","1"
"1 Strongly disagree","2007","35-65 y.","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","35-65 y.","higher vocational","","","","","1"
"1 Strongly disagree","2007","35-65 y.","higher education","","","","","1"
"1 Strongly disagree","2007","66 and older","in school","","","","","1"
"1 Strongly disagree","2007","66 and older","inadequately","","","","","1"
"1 Strongly disagree","2007","66 and older","general elemantary","","","","","1"
"1 Strongly disagree","2007","66 and older","middle vocational","","","","","1"
"1 Strongly disagree","2007","66 and older","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","66 and older","higher vocational","","","","","1"
"1 Strongly disagree","2007","66 and older","higher education","","","","","1"
"1 Strongly disagree","2007","16-34 y.","in school","","","","","1"
"1 Strongly disagree","2007","16-34 y.","inadequately","","","","","1"
"1 Strongly disagree","2007","16-34 y.","general elemantary","","","","","1"
"1 Strongly disagree","2007","16-34 y.","middle vocational","","","","","1"
"1 Strongly disagree","2007","16-34 y.","vocational + Abi","","","","","1"
"1 Strongly disagree","2007","16-34 y.","higher vocational","","","","","1"
"1 Strongly disagree","2007","16-34 y.","higher education","","","","","1"
"1 Strongly disagree","2007","35-65 y.","in school","","","","","1"
"1 Strongly disagree","2007","35-65 y.","inadequately","","","","","1"
"2 on scale 1-7 ","2007","66 and older","in school","","","","","2"
"2 on scale 1-7 ","2007","66 and older","inadequately","","","","","2"
"2 on scale 1-7 ","2007","66 and older","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","inadequately","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","66 and older","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","66 and older","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","66 and older","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","inadequately","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","in school","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","higher education","","","","","2"
"2 on scale 1-7 ","2007","66 and older","higher education","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","in school","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","general elemantary","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","middle vocational","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","vocational + Abi","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","higher vocational","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","higher education","","","","","2"
"3 on scale 1-7 ","2007","66 and older","in school","","","","","3"
"3 on scale 1-7 ","2007","66 and older","inadequately","","","","","3"
"3 on scale 1-7 ","2007","66 and older","general elemantary","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","in school","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","inadequately","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","general elemantary","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","higher vocational","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","higher education","","","","","3"
"3 on scale 1-7 ","2007","66 and older","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","66 and older","vocational + Abi","","","","","3"
"3 on scale 1-7 ","2007","66 and older","higher vocational","","","","","3"
"3 on scale 1-7 ","2007","66 and older","higher education","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","inadequately","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","general elemantary","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","middle vocational","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","vocational + Abi","","","","","3"
