"plh0206i03","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2006","Couple + C. GT 16 ","Female","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","Male","","","",""
"1 Strongly disagree","2006","Couple + C. LE and GT 16","Female","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","Male","","","",""
"2 on scale 1-7 ","2006","1-pers.-HH","Female","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","Male","","","",""
"2 on scale 1-7 ","2006","(Married) couple without C. ","Female","","","",""
"2 on scale 1-7 ","2006","Single parent ","Male","","","",""
"2 on scale 1-7 ","2006","Single parent ","Female","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","Male","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","Female","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","Male","","","",""
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","Female","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","Male","","","",""
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","Female","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","Male","","","",""
"3 on scale 1-7 ","2006","1-pers.-HH","Female","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","Male","","","",""
"3 on scale 1-7 ","2006","(Married) couple without C. ","Female","","","",""
"3 on scale 1-7 ","2006","Single parent ","Male","","","",""
"3 on scale 1-7 ","2006","Single parent ","Female","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","Male","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","Female","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","Male","","","",""
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","Female","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","Male","","","",""
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","Female","","","",""
"4 on scale 1-7","2006","1-pers.-HH","Male","","","",""
"4 on scale 1-7","2006","1-pers.-HH","Female","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","Male","","","",""
"4 on scale 1-7","2006","(Married) couple without C. ","Female","","","",""
"4 on scale 1-7","2006","Single parent ","Male","","","",""
"4 on scale 1-7","2006","Single parent ","Female","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","",""
"4 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","",""
"4 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","",""
"4 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","",""
"5 on scale 1-7","2006","1-pers.-HH","Male","","","",""
"5 on scale 1-7","2006","1-pers.-HH","Female","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","Male","","","",""
"5 on scale 1-7","2006","(Married) couple without C. ","Female","","","",""
"5 on scale 1-7","2006","Single parent ","Male","","","",""
"5 on scale 1-7","2006","Single parent ","Female","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","",""
"5 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","",""
"5 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","",""
"5 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","",""
"6 on scale 1-7","2006","1-pers.-HH","Male","","","",""
"6 on scale 1-7","2006","1-pers.-HH","Female","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","Male","","","",""
"6 on scale 1-7","2006","(Married) couple without C. ","Female","","","",""
"6 on scale 1-7","2006","Single parent ","Male","","","",""
"6 on scale 1-7","2006","Single parent ","Female","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","Male","","","",""
"6 on scale 1-7","2006","Couple + C. LE 16 ","Female","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","Male","","","",""
"6 on scale 1-7","2006","Couple + C. GT 16 ","Female","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","Male","","","",""
"6 on scale 1-7","2006","Couple + C. LE and GT 16","Female","","","",""
"7 Strongly agree","2006","1-pers.-HH","Male","","","",""
"7 Strongly agree","2006","1-pers.-HH","Female","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","Male","","","",""
"7 Strongly agree","2006","(Married) couple without C. ","Female","","","",""
"7 Strongly agree","2006","Single parent ","Male","","","",""
"7 Strongly agree","2006","Single parent ","Female","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","Male","","","",""
"7 Strongly agree","2006","Couple + C. LE 16 ","Female","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","Male","","","",""
"7 Strongly agree","2006","Couple + C. GT 16 ","Female","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","Male","","","",""
"7 Strongly agree","2006","Couple + C. LE and GT 16","Female","","","",""
"1 Strongly disagree","2007","1-pers.-HH","Male","","","",""
"1 Strongly disagree","2007","1-pers.-HH","Female","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","Male","","","",""
"1 Strongly disagree","2007","(Married) couple without C. ","Female","","","",""
"1 Strongly disagree","2007","Single parent ","Male","","","",""
"1 Strongly disagree","2007","Single parent ","Female","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","Male","","","",""
"1 Strongly disagree","2007","Couple + C. LE 16 ","Female","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","Male","","","",""
"1 Strongly disagree","2007","Couple + C. GT 16 ","Female","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","Male","","","",""
"1 Strongly disagree","2007","Couple + C. LE and GT 16","Female","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","Male","","","",""
"2 on scale 1-7 ","2007","1-pers.-HH","Female","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","Male","","","",""
"2 on scale 1-7 ","2007","(Married) couple without C. ","Female","","","",""
"2 on scale 1-7 ","2007","Single parent ","Male","","","",""
"2 on scale 1-7 ","2007","Single parent ","Female","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","Male","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","Female","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","Male","","","",""
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","Female","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","Male","","","",""
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","Female","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","Male","","","",""
"3 on scale 1-7 ","2007","1-pers.-HH","Female","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","Male","","","",""
"3 on scale 1-7 ","2007","(Married) couple without C. ","Female","","","",""
"3 on scale 1-7 ","2007","Single parent ","Male","","","",""
"3 on scale 1-7 ","2007","Single parent ","Female","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","Male","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","Female","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","Male","","","",""
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","Female","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","Male","","","",""
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","Female","","","",""
"4 on scale 1-7","2007","1-pers.-HH","Male","","","",""
"4 on scale 1-7","2007","1-pers.-HH","Female","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","Male","","","",""
"4 on scale 1-7","2007","(Married) couple without C. ","Female","","","",""
"4 on scale 1-7","2007","Single parent ","Male","","","",""
"4 on scale 1-7","2007","Single parent ","Female","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","Male","","","",""
"4 on scale 1-7","2007","Couple + C. LE 16 ","Female","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","Male","","","",""
"4 on scale 1-7","2007","Couple + C. GT 16 ","Female","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","Male","","","",""
"4 on scale 1-7","2007","Couple + C. LE and GT 16","Female","","","",""
"5 on scale 1-7","2007","1-pers.-HH","Male","","","",""
"5 on scale 1-7","2007","1-pers.-HH","Female","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","Male","","","",""
"5 on scale 1-7","2007","(Married) couple without C. ","Female","","","",""
"5 on scale 1-7","2007","Single parent ","Male","","","",""
"5 on scale 1-7","2007","Single parent ","Female","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","Male","","","",""
"5 on scale 1-7","2007","Couple + C. LE 16 ","Female","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","Male","","","",""
"5 on scale 1-7","2007","Couple + C. GT 16 ","Female","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","Male","","","",""
"5 on scale 1-7","2007","Couple + C. LE and GT 16","Female","","","",""
"6 on scale 1-7","2007","1-pers.-HH","Male","","","",""
"6 on scale 1-7","2007","1-pers.-HH","Female","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","Male","","","",""
"6 on scale 1-7","2007","(Married) couple without C. ","Female","","","",""
"6 on scale 1-7","2007","Single parent ","Male","","","",""
"6 on scale 1-7","2007","Single parent ","Female","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","Male","","","",""
"6 on scale 1-7","2007","Couple + C. LE 16 ","Female","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","Male","","","",""
"6 on scale 1-7","2007","Couple + C. GT 16 ","Female","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","Male","","","",""
"6 on scale 1-7","2007","Couple + C. LE and GT 16","Female","","","",""
"7 Strongly agree","2007","1-pers.-HH","Male","","","",""
"7 Strongly agree","2007","1-pers.-HH","Female","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","Male","","","",""
"7 Strongly agree","2007","(Married) couple without C. ","Female","","","",""
"7 Strongly agree","2007","Single parent ","Male","","","",""
"7 Strongly agree","2007","Single parent ","Female","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","Male","","","",""
"7 Strongly agree","2007","Couple + C. LE 16 ","Female","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","Male","","","",""
"7 Strongly agree","2007","Couple + C. GT 16 ","Female","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","Male","","","",""
"7 Strongly agree","2007","Couple + C. LE and GT 16","Female","","","",""
"1 Strongly disagree","2008","1-pers.-HH","Male","","","",""
"1 Strongly disagree","2008","1-pers.-HH","Female","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","Male","","","",""
"1 Strongly disagree","2008","(Married) couple without C. ","Female","","","",""
"1 Strongly disagree","2008","Single parent ","Male","","","",""
"1 Strongly disagree","2008","Single parent ","Female","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","Male","","","",""
"1 Strongly disagree","2008","Couple + C. LE 16 ","Female","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","Male","","","",""
"1 Strongly disagree","2008","Couple + C. GT 16 ","Female","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","Male","","","",""
"1 Strongly disagree","2008","Couple + C. LE and GT 16","Female","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","Male","","","",""
"2 on scale 1-7 ","2008","1-pers.-HH","Female","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","Male","","","",""
"2 on scale 1-7 ","2008","(Married) couple without C. ","Female","","","",""
"2 on scale 1-7 ","2008","Single parent ","Male","","","",""
"2 on scale 1-7 ","2008","Single parent ","Female","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","Male","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","Female","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","Male","","","",""
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","Female","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","Male","","","",""
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","Female","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","Male","","","",""
"3 on scale 1-7 ","2008","1-pers.-HH","Female","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","Male","","","",""
"3 on scale 1-7 ","2008","(Married) couple without C. ","Female","","","",""
"3 on scale 1-7 ","2008","Single parent ","Male","","","",""
"3 on scale 1-7 ","2008","Single parent ","Female","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","Male","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","Female","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","Male","","","",""
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","Female","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","Male","","","",""
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","Female","","","",""
"4 on scale 1-7","2008","1-pers.-HH","Male","","","",""
"4 on scale 1-7","2008","1-pers.-HH","Female","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","Male","","","",""
"4 on scale 1-7","2008","(Married) couple without C. ","Female","","","",""
"4 on scale 1-7","2008","Single parent ","Male","","","",""
"4 on scale 1-7","2008","Single parent ","Female","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","Male","","","",""
"4 on scale 1-7","2008","Couple + C. LE 16 ","Female","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","Male","","","",""
"4 on scale 1-7","2008","Couple + C. GT 16 ","Female","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","Male","","","",""
"4 on scale 1-7","2008","Couple + C. LE and GT 16","Female","","","",""
"5 on scale 1-7","2008","1-pers.-HH","Male","","","",""
"5 on scale 1-7","2008","1-pers.-HH","Female","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","Male","","","",""
"5 on scale 1-7","2008","(Married) couple without C. ","Female","","","",""
"5 on scale 1-7","2008","Single parent ","Male","","","",""
"5 on scale 1-7","2008","Single parent ","Female","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","Male","","","",""
"5 on scale 1-7","2008","Couple + C. LE 16 ","Female","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","Male","","","",""
"5 on scale 1-7","2008","Couple + C. GT 16 ","Female","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","Male","","","",""
"5 on scale 1-7","2008","Couple + C. LE and GT 16","Female","","","",""
"6 on scale 1-7","2008","1-pers.-HH","Male","","","",""
"6 on scale 1-7","2008","1-pers.-HH","Female","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","Male","","","",""
"6 on scale 1-7","2008","(Married) couple without C. ","Female","","","",""
"6 on scale 1-7","2008","Single parent ","Male","","","",""
"6 on scale 1-7","2008","Single parent ","Female","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","Male","","","",""
"6 on scale 1-7","2008","Couple + C. LE 16 ","Female","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","Male","","","",""
"6 on scale 1-7","2008","Couple + C. GT 16 ","Female","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","Male","","","",""
"6 on scale 1-7","2008","Couple + C. LE and GT 16","Female","","","",""
"7 Strongly agree","2008","1-pers.-HH","Male","","","",""
"7 Strongly agree","2008","1-pers.-HH","Female","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","Male","","","",""
"7 Strongly agree","2008","(Married) couple without C. ","Female","","","",""
"7 Strongly agree","2008","Single parent ","Male","","","",""
"7 Strongly agree","2008","Single parent ","Female","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","Male","","","",""
"7 Strongly agree","2008","Couple + C. LE 16 ","Female","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","Male","","","",""
"7 Strongly agree","2008","Couple + C. GT 16 ","Female","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","Male","","","",""
"7 Strongly agree","2008","Couple + C. LE and GT 16","Female","","","",""
"1 Strongly disagree","2009","1-pers.-HH","Male","","","",""
"1 Strongly disagree","2009","1-pers.-HH","Female","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","Male","","","",""
"1 Strongly disagree","2009","(Married) couple without C. ","Female","","","",""
"1 Strongly disagree","2009","Single parent ","Male","","","",""
"1 Strongly disagree","2009","Single parent ","Female","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","Male","","","",""
"1 Strongly disagree","2009","Couple + C. LE 16 ","Female","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","Male","","","",""
"1 Strongly disagree","2009","Couple + C. GT 16 ","Female","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","Male","","","",""
"1 Strongly disagree","2009","Couple + C. LE and GT 16","Female","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","Male","","","",""
"2 on scale 1-7 ","2009","1-pers.-HH","Female","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","Male","","","",""
"2 on scale 1-7 ","2009","(Married) couple without C. ","Female","","","",""
"2 on scale 1-7 ","2009","Single parent ","Male","","","",""
"2 on scale 1-7 ","2009","Single parent ","Female","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","Male","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","Female","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","Male","","","",""
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","Female","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","Male","","","",""
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","Female","","","",""
"3 on scale 1-7 ","2009","1-pers.-HH","Male","","","",""
