"plh0206i03","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"4 on scale 1-7","2006","Employed","West Germany","","","",""
"4 on scale 1-7","2006","Employed","East Germany","","","",""
"5 on scale 1-7","2006","Not Employed","West Germany","","","",""
"5 on scale 1-7","2006","Not Employed","East Germany","","","",""
"5 on scale 1-7","2006","Employed","West Germany","","","",""
"5 on scale 1-7","2006","Employed","East Germany","","","",""
"6 on scale 1-7","2006","Not Employed","West Germany","","","",""
"6 on scale 1-7","2006","Not Employed","East Germany","","","",""
"6 on scale 1-7","2006","Employed","West Germany","","","",""
"6 on scale 1-7","2006","Employed","East Germany","","","",""
"7 Strongly agree","2006","Not Employed","West Germany","","","",""
"7 Strongly agree","2006","Not Employed","East Germany","","","",""
"7 Strongly agree","2006","Employed","West Germany","","","",""
"7 Strongly agree","2006","Employed","East Germany","","","",""
"1 Strongly disagree","2007","Not Employed","West Germany","","","",""
"1 Strongly disagree","2007","Not Employed","East Germany","","","",""
"1 Strongly disagree","2007","Employed","West Germany","","","",""
"1 Strongly disagree","2007","Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2007","Employed","West Germany","","","",""
"2 on scale 1-7 ","2007","Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2007","Employed","West Germany","","","",""
"3 on scale 1-7 ","2007","Employed","East Germany","","","",""
"4 on scale 1-7","2007","Not Employed","West Germany","","","",""
"4 on scale 1-7","2007","Not Employed","East Germany","","","",""
"4 on scale 1-7","2007","Employed","West Germany","","","",""
"4 on scale 1-7","2007","Employed","East Germany","","","",""
"5 on scale 1-7","2007","Not Employed","West Germany","","","",""
"5 on scale 1-7","2007","Not Employed","East Germany","","","",""
"5 on scale 1-7","2007","Employed","West Germany","","","",""
"5 on scale 1-7","2007","Employed","East Germany","","","",""
"6 on scale 1-7","2007","Not Employed","West Germany","","","",""
"6 on scale 1-7","2007","Not Employed","East Germany","","","",""
"6 on scale 1-7","2007","Employed","West Germany","","","",""
"6 on scale 1-7","2007","Employed","East Germany","","","",""
"7 Strongly agree","2007","Not Employed","West Germany","","","",""
"7 Strongly agree","2007","Not Employed","East Germany","","","",""
"7 Strongly agree","2007","Employed","West Germany","","","",""
"7 Strongly agree","2007","Employed","East Germany","","","",""
"1 Strongly disagree","2008","Not Employed","West Germany","","","",""
"1 Strongly disagree","2008","Not Employed","East Germany","","","",""
"1 Strongly disagree","2008","Employed","West Germany","","","",""
"1 Strongly disagree","2008","Employed","East Germany","","","",""
"2 on scale 1-7 ","2008","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2008","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2008","Employed","West Germany","","","",""
"2 on scale 1-7 ","2008","Employed","East Germany","","","",""
"3 on scale 1-7 ","2008","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2008","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2008","Employed","West Germany","","","",""
"3 on scale 1-7 ","2008","Employed","East Germany","","","",""
"4 on scale 1-7","2008","Not Employed","West Germany","","","",""
"4 on scale 1-7","2008","Not Employed","East Germany","","","",""
"4 on scale 1-7","2008","Employed","West Germany","","","",""
"4 on scale 1-7","2008","Employed","East Germany","","","",""
"5 on scale 1-7","2008","Not Employed","West Germany","","","",""
"5 on scale 1-7","2008","Not Employed","East Germany","","","",""
"5 on scale 1-7","2008","Employed","West Germany","","","",""
"5 on scale 1-7","2008","Employed","East Germany","","","",""
"6 on scale 1-7","2008","Not Employed","West Germany","","","",""
"6 on scale 1-7","2008","Not Employed","East Germany","","","",""
"6 on scale 1-7","2008","Employed","West Germany","","","",""
"6 on scale 1-7","2008","Employed","East Germany","","","",""
"7 Strongly agree","2008","Not Employed","West Germany","","","",""
"7 Strongly agree","2008","Not Employed","East Germany","","","",""
"7 Strongly agree","2008","Employed","West Germany","","","",""
"7 Strongly agree","2008","Employed","East Germany","","","",""
"1 Strongly disagree","2009","Not Employed","West Germany","","","",""
"1 Strongly disagree","2009","Not Employed","East Germany","","","",""
"1 Strongly disagree","2009","Employed","West Germany","","","",""
"1 Strongly disagree","2009","Employed","East Germany","","","",""
"2 on scale 1-7 ","2009","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2009","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2009","Employed","West Germany","","","",""
"2 on scale 1-7 ","2009","Employed","East Germany","","","",""
"3 on scale 1-7 ","2009","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2009","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2009","Employed","West Germany","","","",""
"3 on scale 1-7 ","2009","Employed","East Germany","","","",""
"4 on scale 1-7","2009","Not Employed","West Germany","","","",""
"4 on scale 1-7","2009","Not Employed","East Germany","","","",""
"4 on scale 1-7","2009","Employed","West Germany","","","",""
"4 on scale 1-7","2009","Employed","East Germany","","","",""
"5 on scale 1-7","2009","Not Employed","West Germany","","","",""
"5 on scale 1-7","2009","Not Employed","East Germany","","","",""
"5 on scale 1-7","2009","Employed","West Germany","","","",""
"5 on scale 1-7","2009","Employed","East Germany","","","",""
"6 on scale 1-7","2009","Not Employed","West Germany","","","",""
"6 on scale 1-7","2009","Not Employed","East Germany","","","",""
"6 on scale 1-7","2009","Employed","West Germany","","","",""
"6 on scale 1-7","2009","Employed","East Germany","","","",""
"7 Strongly agree","2009","Not Employed","West Germany","","","",""
"7 Strongly agree","2009","Not Employed","East Germany","","","",""
"7 Strongly agree","2009","Employed","West Germany","","","",""
"7 Strongly agree","2009","Employed","East Germany","","","",""
"1 Strongly disagree","2010","Not Employed","West Germany","1315","0.287254815225466","0.27424105531581","0.300268575135122"
"1 Strongly disagree","2010","Not Employed","East Germany","451","0.277169719811035","0.255695817021551","0.298643622600519"
"1 Strongly disagree","2010","Employed","West Germany","1673","0.207362026641045","0.198399326441063","0.216324726841027"
"1 Strongly disagree","2010","Employed","East Germany","475","0.21966383592915","0.203299854592431","0.236027817265868"
"2 on scale 1-7 ","2010","Not Employed","West Germany","1122","0.22442838218887","0.212429194992576","0.236427569385164"
"2 on scale 1-7 ","2010","Not Employed","East Germany","393","0.233776890392366","0.2134721082279","0.254081672556832"
"2 on scale 1-7 ","2010","Employed","West Germany","1995","0.234197503300028","0.22483512172359","0.243559884876466"
"2 on scale 1-7 ","2010","Employed","East Germany","622","0.226366748734976","0.209826474449986","0.242907023019965"
"3 on scale 1-7 ","2010","Not Employed","West Germany","826","0.178522580320088","0.167508547194356","0.189536613445821"
"3 on scale 1-7 ","2010","Not Employed","East Germany","297","0.162805506323587","0.145093504471036","0.180517508176137"
"3 on scale 1-7 ","2010","Employed","West Germany","1616","0.209755270833942","0.200754616910772","0.218755924757113"
"3 on scale 1-7 ","2010","Employed","East Germany","497","0.201931256472811","0.186064405181936","0.217798107763686"
"4 on scale 1-7","2010","Not Employed","West Germany","676","0.154685855861138","0.144285783627814","0.165085928094462"
"4 on scale 1-7","2010","Not Employed","East Germany","252","0.15125380433264","0.134064353724689","0.168443254940592"
"4 on scale 1-7","2010","Employed","West Germany","1352","0.179644012450665","0.171157204638629","0.188130820262701"
"4 on scale 1-7","2010","Employed","East Germany","448","0.17633009375273","0.161267191936338","0.191392995569123"
"5 on scale 1-7","2010","Not Employed","West Germany","393","0.0867590044254023","0.0786633499371401","0.0948546589136645"
"5 on scale 1-7","2010","Not Employed","East Germany","154","0.100478346868591","0.086055135291983","0.1149015584452"
"5 on scale 1-7","2010","Employed","West Germany","700","0.0969185638307632","0.0903781721043092","0.103458955557217"
"5 on scale 1-7","2010","Employed","East Germany","236","0.0825614225351406","0.0716835013159998","0.0934393437542814"
"6 on scale 1-7","2010","Not Employed","West Germany","162","0.0356912918181254","0.0303555947661283","0.0410269888701226"
"6 on scale 1-7","2010","Not Employed","East Germany","71","0.0446734906741955","0.0347624152427809","0.0545845661056101"
"6 on scale 1-7","2010","Employed","West Germany","285","0.0365479485521307","0.0323995223053572","0.0406963747989043"
"6 on scale 1-7","2010","Employed","East Germany","105","0.0542203816212999","0.0452699271659607","0.0631708360766391"
"7 Strongly agree","2010","Not Employed","West Germany","150","0.0326580701609099","0.0275461124694743","0.0377700278523456"
"7 Strongly agree","2010","Not Employed","East Germany","51","0.0298422415975853","0.0216791095030306","0.0380053736921401"
"7 Strongly agree","2010","Employed","West Germany","239","0.0355746743914257","0.0314797905377239","0.0396695582451275"
"7 Strongly agree","2010","Employed","East Germany","76","0.0389262609538922","0.0312814187299756","0.0465711031778089"
"1 Strongly disagree","2011","Not Employed","West Germany","","","",""
"1 Strongly disagree","2011","Not Employed","East Germany","","","",""
"1 Strongly disagree","2011","Employed","West Germany","","","",""
"1 Strongly disagree","2011","Employed","East Germany","","","",""
"2 on scale 1-7 ","2011","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2011","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2011","Employed","West Germany","","","",""
"2 on scale 1-7 ","2011","Employed","East Germany","","","",""
"3 on scale 1-7 ","2011","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2011","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2011","Employed","West Germany","","","",""
"3 on scale 1-7 ","2011","Employed","East Germany","","","",""
"4 on scale 1-7","2011","Not Employed","West Germany","","","",""
"4 on scale 1-7","2011","Not Employed","East Germany","","","",""
"4 on scale 1-7","2011","Employed","West Germany","","","",""
"4 on scale 1-7","2011","Employed","East Germany","","","",""
"5 on scale 1-7","2011","Not Employed","West Germany","","","",""
"5 on scale 1-7","2011","Not Employed","East Germany","","","",""
"5 on scale 1-7","2011","Employed","West Germany","","","",""
"5 on scale 1-7","2011","Employed","East Germany","","","",""
"6 on scale 1-7","2011","Not Employed","West Germany","","","",""
"6 on scale 1-7","2011","Not Employed","East Germany","","","",""
"6 on scale 1-7","2011","Employed","West Germany","","","",""
"6 on scale 1-7","2011","Employed","East Germany","","","",""
"7 Strongly agree","2011","Not Employed","West Germany","","","",""
"7 Strongly agree","2011","Not Employed","East Germany","","","",""
"7 Strongly agree","2011","Employed","West Germany","","","",""
"7 Strongly agree","2011","Employed","East Germany","","","",""
"1 Strongly disagree","2012","Not Employed","West Germany","","","",""
"1 Strongly disagree","2012","Not Employed","East Germany","","","",""
"1 Strongly disagree","2012","Employed","West Germany","","","",""
"1 Strongly disagree","2012","Employed","East Germany","","","",""
"2 on scale 1-7 ","2012","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2012","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2012","Employed","West Germany","","","",""
"2 on scale 1-7 ","2012","Employed","East Germany","","","",""
"3 on scale 1-7 ","2012","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2012","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2012","Employed","West Germany","","","",""
"3 on scale 1-7 ","2012","Employed","East Germany","","","",""
"4 on scale 1-7","2012","Not Employed","West Germany","","","",""
"4 on scale 1-7","2012","Not Employed","East Germany","","","",""
"4 on scale 1-7","2012","Employed","West Germany","","","",""
"4 on scale 1-7","2012","Employed","East Germany","","","",""
"5 on scale 1-7","2012","Not Employed","West Germany","","","",""
"5 on scale 1-7","2012","Not Employed","East Germany","","","",""
"5 on scale 1-7","2012","Employed","West Germany","","","",""
"5 on scale 1-7","2012","Employed","East Germany","","","",""
"6 on scale 1-7","2012","Not Employed","West Germany","","","",""
"6 on scale 1-7","2012","Not Employed","East Germany","","","",""
"6 on scale 1-7","2012","Employed","West Germany","","","",""
"6 on scale 1-7","2012","Employed","East Germany","","","",""
"7 Strongly agree","2012","Not Employed","West Germany","","","",""
"7 Strongly agree","2012","Not Employed","East Germany","","","",""
"7 Strongly agree","2012","Employed","West Germany","","","",""
"7 Strongly agree","2012","Employed","East Germany","","","",""
"1 Strongly disagree","2013","Not Employed","West Germany","","","",""
"1 Strongly disagree","2013","Not Employed","East Germany","","","",""
"1 Strongly disagree","2013","Employed","West Germany","","","",""
"1 Strongly disagree","2013","Employed","East Germany","","","",""
"2 on scale 1-7 ","2013","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2013","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2013","Employed","West Germany","","","",""
"2 on scale 1-7 ","2013","Employed","East Germany","","","",""
"3 on scale 1-7 ","2013","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2013","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2013","Employed","West Germany","","","",""
"3 on scale 1-7 ","2013","Employed","East Germany","","","",""
"4 on scale 1-7","2013","Not Employed","West Germany","","","",""
"4 on scale 1-7","2013","Not Employed","East Germany","","","",""
"4 on scale 1-7","2013","Employed","West Germany","","","",""
"4 on scale 1-7","2013","Employed","East Germany","","","",""
"5 on scale 1-7","2013","Not Employed","West Germany","","","",""
"5 on scale 1-7","2013","Not Employed","East Germany","","","",""
"5 on scale 1-7","2013","Employed","West Germany","","","",""
"5 on scale 1-7","2013","Employed","East Germany","","","",""
"6 on scale 1-7","2013","Not Employed","West Germany","","","",""
"6 on scale 1-7","2013","Not Employed","East Germany","","","",""
"6 on scale 1-7","2013","Employed","West Germany","","","",""
"6 on scale 1-7","2013","Employed","East Germany","","","",""
"7 Strongly agree","2013","Not Employed","West Germany","","","",""
"7 Strongly agree","2013","Not Employed","East Germany","","","",""
"7 Strongly agree","2013","Employed","West Germany","","","",""
"7 Strongly agree","2013","Employed","East Germany","","","",""
"1 Strongly disagree","2014","Not Employed","West Germany","","","",""
"1 Strongly disagree","2014","Not Employed","East Germany","","","",""
"1 Strongly disagree","2014","Employed","West Germany","","","",""
"1 Strongly disagree","2014","Employed","East Germany","","","",""
"2 on scale 1-7 ","2014","Not Employed","West Germany","","","",""
"2 on scale 1-7 ","2014","Not Employed","East Germany","","","",""
"2 on scale 1-7 ","2014","Employed","West Germany","","","",""
"2 on scale 1-7 ","2014","Employed","East Germany","","","",""
"3 on scale 1-7 ","2014","Not Employed","West Germany","","","",""
"3 on scale 1-7 ","2014","Not Employed","East Germany","","","",""
"3 on scale 1-7 ","2014","Employed","West Germany","","","",""
"3 on scale 1-7 ","2014","Employed","East Germany","","","",""
"4 on scale 1-7","2014","Not Employed","West Germany","","","",""
"4 on scale 1-7","2014","Not Employed","East Germany","","","",""
"4 on scale 1-7","2014","Employed","West Germany","","","",""
"4 on scale 1-7","2014","Employed","East Germany","","","",""
"5 on scale 1-7","2014","Not Employed","West Germany","","","",""
"5 on scale 1-7","2014","Not Employed","East Germany","","","",""
"5 on scale 1-7","2014","Employed","West Germany","","","",""
"5 on scale 1-7","2014","Employed","East Germany","","","",""
"6 on scale 1-7","2014","Not Employed","West Germany","","","",""
"6 on scale 1-7","2014","Not Employed","East Germany","","","",""
"6 on scale 1-7","2014","Employed","West Germany","","","",""
"6 on scale 1-7","2014","Employed","East Germany","","","",""
"7 Strongly agree","2014","Not Employed","West Germany","","","",""
"7 Strongly agree","2014","Not Employed","East Germany","","","",""
"7 Strongly agree","2014","Employed","West Germany","","","",""
"7 Strongly agree","2014","Employed","East Germany","","","",""
"1 Strongly disagree","2015","Not Employed","West Germany","2981","0.357593653920302","0.347035996121572","0.368151311719032"
"1 Strongly disagree","2015","Not Employed","East Germany","745","0.326257786536805","0.306639679414048","0.345875893659563"
"1 Strongly disagree","2015","Employed","West Germany","4335","0.294145733841473","0.286421530973953","0.301869936708993"
"1 Strongly disagree","2015","Employed","East Germany","888","0.252420557398745","0.237455865588261","0.267385249209229"
"2 on scale 1-7 ","2015","Not Employed","West Germany","2098","0.268329831184361","0.25856960411434","0.278090058254382"
"2 on scale 1-7 ","2015","Not Employed","East Germany","571","0.250896294310862","0.232755851853246","0.269036736768478"
"2 on scale 1-7 ","2015","Employed","West Germany","3925","0.297882265708496","0.290129758688711","0.305634772728281"
"2 on scale 1-7 ","2015","Employed","East Germany","950","0.309502091671045","0.293576714779199","0.325427468562892"
"3 on scale 1-7 ","2015","Not Employed","West Germany","1072","0.140654681692494","0.132996446104064","0.148312917280925"
"3 on scale 1-7 ","2015","Not Employed","East Germany","325","0.157233439872953","0.142001476566924","0.172465403178981"
"3 on scale 1-7 ","2015","Employed","West Germany","2124","0.174300576433063","0.167869624330786","0.18073152853534"
"3 on scale 1-7 ","2015","Employed","East Germany","577","0.195311494883279","0.181654519012122","0.208968470754437"
"4 on scale 1-7","2015","Not Employed","West Germany","890","0.115208709667394","0.108175867932472","0.122241551402317"
"4 on scale 1-7","2015","Not Employed","East Germany","244","0.116696038858322","0.103261804331237","0.130130273385408"
"4 on scale 1-7","2015","Employed","West Germany","1596","0.127441894060255","0.121789034968566","0.133094753151945"
"4 on scale 1-7","2015","Employed","East Germany","413","0.110703469921921","0.0998945908743756","0.121512348969467"
"5 on scale 1-7","2015","Not Employed","West Germany","422","0.0544802875530356","0.0494808314679808","0.0594797436380905"
"5 on scale 1-7","2015","Not Employed","East Germany","152","0.080143931356101","0.0687827095278384","0.0915051531843637"
"5 on scale 1-7","2015","Employed","West Germany","737","0.0585130040255116","0.0545342395374318","0.0624917685135913"
"5 on scale 1-7","2015","Employed","East Germany","230","0.0759367223457887","0.0668112885001725","0.0850621561914048"
"6 on scale 1-7","2015","Not Employed","West Germany","229","0.0358350746496451","0.0317406056284974","0.0399295436707928"
"6 on scale 1-7","2015","Not Employed","East Germany","83","0.0352154139403258","0.0275026266107754","0.0429282012698763"
"6 on scale 1-7","2015","Employed","West Germany","363","0.0280597359921194","0.0252602619188441","0.0308592100653946"
"6 on scale 1-7","2015","Employed","East Germany","87","0.029542550974047","0.02370959112405","0.0353755108240441"
"7 Strongly agree","2015","Not Employed","West Germany","225","0.0278977613327676","0.0242702530106634","0.0315252696548718"
"7 Strongly agree","2015","Not Employed","East Germany","74","0.0335570951246305","0.0260216300739443","0.0410925601753167"
"7 Strongly agree","2015","Employed","West Germany","288","0.0196567899390818","0.0173035823327148","0.0220099975454488"
"7 Strongly agree","2015","Employed","East Germany","92","0.0265831128051735","0.0210415903608476","0.0321246352494994"
"1 Strongly disagree","2016","Not Employed","West Germany","2783","0.611864759633337","0.595890184134081","0.627839335132594"
"1 Strongly disagree","2016","Not Employed","East Germany","545","0.773139958385487","0.742696853139557","0.803583063631417"
"1 Strongly disagree","2016","Employed","West Germany","","","",""
"1 Strongly disagree","2016","Employed","East Germany","","","",""
"2 on scale 1-7 ","2016","Not Employed","West Germany","316","0.128737677654426","0.117759320133627","0.139716035175224"
"2 on scale 1-7 ","2016","Not Employed","East Germany","79","0.0995011363859209","0.0777422587171315","0.12126001405471"
"2 on scale 1-7 ","2016","Employed","West Germany","","","",""
"2 on scale 1-7 ","2016","Employed","East Germany","","","",""
"3 on scale 1-7 ","2016","Not Employed","West Germany","121","0.0770446969967621","0.06830348247767","0.0857859115158543"
"3 on scale 1-7 ","2016","Not Employed","East Germany","26","","",""
"3 on scale 1-7 ","2016","Employed","West Germany","","","",""
"3 on scale 1-7 ","2016","Employed","East Germany","","","",""
"4 on scale 1-7","2016","Not Employed","West Germany","144","0.0874974713037059","0.0782350430438436","0.0967598995635682"
"4 on scale 1-7","2016","Not Employed","East Germany","31","0.0369803849173424","0.0232625944238367","0.0506981754108481"
"4 on scale 1-7","2016","Employed","West Germany","","","",""
"4 on scale 1-7","2016","Employed","East Germany","","","",""
"5 on scale 1-7","2016","Not Employed","West Germany","88","0.0374927154204622","0.031265619891482","0.0437198109494423"
"5 on scale 1-7","2016","Not Employed","East Germany","9","","",""
"5 on scale 1-7","2016","Employed","West Germany","","","",""
"5 on scale 1-7","2016","Employed","East Germany","","","",""
"6 on scale 1-7","2016","Not Employed","West Germany","45","0.0198568649809298","0.0152837706422807","0.0244299593195789"
"6 on scale 1-7","2016","Not Employed","East Germany","7","","",""
"6 on scale 1-7","2016","Employed","West Germany","","","",""
"6 on scale 1-7","2016","Employed","East Germany","","","",""
"7 Strongly agree","2016","Not Employed","West Germany","78","0.0375058140103769","0.0312776731954013","0.0437339548253525"
"7 Strongly agree","2016","Not Employed","East Germany","30","0.0251420735983165","0.0137618159157207","0.0365223312809122"
"7 Strongly agree","2016","Employed","West Germany","","","",""
"7 Strongly agree","2016","Employed","East Germany","","","",""
"1 Strongly disagree","2017","Not Employed","West Germany","1977","0.748145761039621","0.731376591252451","0.764914930826791"
"1 Strongly disagree","2017","Not Employed","East Germany","192","0.713687797848494","0.659056152399831","0.768319443297157"
"1 Strongly disagree","2017","Employed","West Germany","","","",""
"1 Strongly disagree","2017","Employed","East Germany","","","",""
"2 on scale 1-7 ","2017","Not Employed","West Germany","242","0.107322703426518","0.0953653004283645","0.119280106424672"
"2 on scale 1-7 ","2017","Not Employed","East Germany","29","","",""
"2 on scale 1-7 ","2017","Employed","West Germany","","","",""
"2 on scale 1-7 ","2017","Employed","East Germany","","","",""
"3 on scale 1-7 ","2017","Not Employed","West Germany","104","0.0376942906427444","0.0303366573538153","0.0450519239316736"
"3 on scale 1-7 ","2017","Not Employed","East Germany","7","","",""
"3 on scale 1-7 ","2017","Employed","West Germany","","","",""
"3 on scale 1-7 ","2017","Employed","East Germany","","","",""
"4 on scale 1-7","2017","Not Employed","West Germany","88","0.0322550225566653","0.0254297035002535","0.0390803416130771"
"4 on scale 1-7","2017","Not Employed","East Germany","13","","",""
"4 on scale 1-7","2017","Employed","West Germany","","","",""
"4 on scale 1-7","2017","Employed","East Germany","","","",""
"5 on scale 1-7","2017","Not Employed","West Germany","48","0.0182657700625285","0.0130925639777299","0.023438976147327"
"5 on scale 1-7","2017","Not Employed","East Germany","5","","",""
"5 on scale 1-7","2017","Employed","West Germany","","","",""
"5 on scale 1-7","2017","Employed","East Germany","","","",""
"6 on scale 1-7","2017","Not Employed","West Germany","28","","",""
"6 on scale 1-7","2017","Not Employed","East Germany","3","","",""
"6 on scale 1-7","2017","Employed","West Germany","","","",""
"6 on scale 1-7","2017","Employed","East Germany","","","",""
"7 Strongly agree","2017","Not Employed","West Germany","87","0.0431510173545989","0.0353011731187571","0.0510008615904407"
"7 Strongly agree","2017","Not Employed","East Germany","14","","",""
"7 Strongly agree","2017","Employed","West Germany","","","",""
"7 Strongly agree","2017","Employed","East Germany","","","",""
"1 Strongly disagree","2018","Not Employed","West Germany","267","0.769511309877333","0.726247006755981","0.812775612998684"
"1 Strongly disagree","2018","Not Employed","East Germany","39","0.902348893985352","0.817484602349868","0.987213185620836"
"1 Strongly disagree","2018","Employed","West Germany","","","",""
"1 Strongly disagree","2018","Employed","East Germany","","","",""
"2 on scale 1-7 ","2018","Not Employed","West Germany","33","0.0639419971894341","0.0388091391577019","0.0890748552211663"
"2 on scale 1-7 ","2018","Not Employed","East Germany","1","","",""
"2 on scale 1-7 ","2018","Employed","West Germany","","","",""
"2 on scale 1-7 ","2018","Employed","East Germany","","","",""
"3 on scale 1-7 ","2018","Not Employed","West Germany","16","","",""
"3 on scale 1-7 ","2018","Not Employed","East Germany","1","","",""
"3 on scale 1-7 ","2018","Employed","West Germany","","","",""
"3 on scale 1-7 ","2018","Employed","East Germany","","","",""
"4 on scale 1-7","2018","Not Employed","West Germany","17","","",""
"4 on scale 1-7","2018","Not Employed","East Germany","2","","",""
"4 on scale 1-7","2018","Employed","West Germany","","","",""
"4 on scale 1-7","2018","Employed","East Germany","","","",""
"5 on scale 1-7","2018","Not Employed","West Germany","7","","",""
"5 on scale 1-7","2018","Not Employed","East Germany","","","",""
"5 on scale 1-7","2018","Employed","West Germany","","","",""
"5 on scale 1-7","2018","Employed","East Germany","","","",""
"6 on scale 1-7","2018","Not Employed","West Germany","5","","",""
"6 on scale 1-7","2018","Not Employed","East Germany","2","","",""
"6 on scale 1-7","2018","Employed","West Germany","","","",""
"6 on scale 1-7","2018","Employed","East Germany","","","",""
