"plh0206i03","year","sampreg","sex","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2005","West Germany","Male","351","0.0522142871958633","0.0471644890005069","0.0572640853912197","7"
"1 Strongly disagree","2006","West Germany","Male","","","","","1"
"1 Strongly disagree","2006","West Germany","Female","","","","","1"
"1 Strongly disagree","2006","East Germany","Male","","","","","1"
"1 Strongly disagree","2006","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2006","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","East Germany","Female","","","","","2"
"2 on scale 1-7 ","2006","West Germany","Male","","","","","2"
"3 on scale 1-7 ","2006","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Female","","","","","3"
"3 on scale 1-7 ","2006","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2006","East Germany","Male","","","","","3"
"4 on scale 1-7","2006","West Germany","Female","","","","","4"
"4 on scale 1-7","2006","East Germany","Male","","","","","4"
"4 on scale 1-7","2006","East Germany","Female","","","","","4"
"4 on scale 1-7","2006","West Germany","Male","","","","","4"
"5 on scale 1-7","2006","East Germany","Male","","","","","5"
"5 on scale 1-7","2006","West Germany","Female","","","","","5"
"5 on scale 1-7","2006","East Germany","Female","","","","","5"
"5 on scale 1-7","2006","West Germany","Male","","","","","5"
"6 on scale 1-7","2006","East Germany","Male","","","","","6"
"6 on scale 1-7","2006","West Germany","Female","","","","","6"
"6 on scale 1-7","2006","East Germany","Female","","","","","6"
"6 on scale 1-7","2006","West Germany","Male","","","","","6"
"7 Strongly agree","2006","West Germany","Female","","","","","7"
"7 Strongly agree","2006","East Germany","Male","","","","","7"
"7 Strongly agree","2006","East Germany","Female","","","","","7"
"7 Strongly agree","2006","West Germany","Male","","","","","7"
"1 Strongly disagree","2007","West Germany","Male","","","","","1"
"1 Strongly disagree","2007","West Germany","Female","","","","","1"
"1 Strongly disagree","2007","East Germany","Male","","","","","1"
"1 Strongly disagree","2007","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2007","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2007","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2007","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2007","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2007","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2007","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2007","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2007","East Germany","Female","","","","","3"
"4 on scale 1-7","2007","West Germany","Male","","","","","4"
"4 on scale 1-7","2007","West Germany","Female","","","","","4"
"4 on scale 1-7","2007","East Germany","Male","","","","","4"
"4 on scale 1-7","2007","East Germany","Female","","","","","4"
"5 on scale 1-7","2007","West Germany","Male","","","","","5"
"5 on scale 1-7","2007","West Germany","Female","","","","","5"
"5 on scale 1-7","2007","East Germany","Male","","","","","5"
"5 on scale 1-7","2007","East Germany","Female","","","","","5"
"6 on scale 1-7","2007","East Germany","Male","","","","","6"
"6 on scale 1-7","2007","West Germany","Male","","","","","6"
"6 on scale 1-7","2007","West Germany","Female","","","","","6"
"6 on scale 1-7","2007","East Germany","Female","","","","","6"
"7 Strongly agree","2007","West Germany","Male","","","","","7"
"7 Strongly agree","2007","West Germany","Female","","","","","7"
"7 Strongly agree","2007","East Germany","Male","","","","","7"
"7 Strongly agree","2007","East Germany","Female","","","","","7"
"1 Strongly disagree","2008","West Germany","Female","","","","","1"
"1 Strongly disagree","2008","East Germany","Male","","","","","1"
"1 Strongly disagree","2008","West Germany","Male","","","","","1"
"1 Strongly disagree","2008","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2008","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2008","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2008","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2008","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2008","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2008","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2008","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2008","East Germany","Female","","","","","3"
"4 on scale 1-7","2008","West Germany","Female","","","","","4"
"4 on scale 1-7","2008","East Germany","Male","","","","","4"
"4 on scale 1-7","2008","West Germany","Male","","","","","4"
"4 on scale 1-7","2008","East Germany","Female","","","","","4"
"5 on scale 1-7","2008","East Germany","Male","","","","","5"
"5 on scale 1-7","2008","West Germany","Male","","","","","5"
"5 on scale 1-7","2008","West Germany","Female","","","","","5"
"5 on scale 1-7","2008","East Germany","Female","","","","","5"
"6 on scale 1-7","2008","West Germany","Female","","","","","6"
"6 on scale 1-7","2008","East Germany","Female","","","","","6"
"6 on scale 1-7","2008","West Germany","Male","","","","","6"
"6 on scale 1-7","2008","East Germany","Male","","","","","6"
"7 Strongly agree","2008","West Germany","Male","","","","","7"
"7 Strongly agree","2008","West Germany","Female","","","","","7"
"7 Strongly agree","2008","East Germany","Male","","","","","7"
"7 Strongly agree","2008","East Germany","Female","","","","","7"
"1 Strongly disagree","2009","West Germany","Female","","","","","1"
"1 Strongly disagree","2009","East Germany","Male","","","","","1"
"1 Strongly disagree","2009","East Germany","Female","","","","","1"
"1 Strongly disagree","2009","West Germany","Male","","","","","1"
"2 on scale 1-7 ","2009","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2009","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2009","East Germany","Female","","","","","2"
"2 on scale 1-7 ","2009","West Germany","Male","","","","","2"
"3 on scale 1-7 ","2009","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2009","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2009","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2009","East Germany","Female","","","","","3"
"4 on scale 1-7","2009","West Germany","Female","","","","","4"
"4 on scale 1-7","2009","East Germany","Male","","","","","4"
"4 on scale 1-7","2009","West Germany","Male","","","","","4"
"4 on scale 1-7","2009","East Germany","Female","","","","","4"
"5 on scale 1-7","2009","West Germany","Male","","","","","5"
"5 on scale 1-7","2009","East Germany","Male","","","","","5"
"5 on scale 1-7","2009","West Germany","Female","","","","","5"
"5 on scale 1-7","2009","East Germany","Female","","","","","5"
"6 on scale 1-7","2009","West Germany","Female","","","","","6"
"6 on scale 1-7","2009","West Germany","Male","","","","","6"
"6 on scale 1-7","2009","East Germany","Male","","","","","6"
"6 on scale 1-7","2009","East Germany","Female","","","","","6"
"7 Strongly agree","2009","West Germany","Male","","","","","7"
"7 Strongly agree","2009","West Germany","Female","","","","","7"
"7 Strongly agree","2009","East Germany","Male","","","","","7"
"7 Strongly agree","2009","East Germany","Female","","","","","7"
"1 Strongly disagree","2010","West Germany","Male","1101","0.185292400263732","0.175410108274254","0.19517469225321","1"
"1 Strongly disagree","2010","West Germany","Female","1887","0.289067259566449","0.27810219074026","0.300032328392639","1"
"1 Strongly disagree","2010","East Germany","Male","341","0.198229641342095","0.18067849199542","0.215780790688771","1"
"1 Strongly disagree","2010","East Germany","Female","585","0.290238886994591","0.271035973179011","0.309441800810171","1"
"2 on scale 1-7 ","2010","West Germany","Male","1397","0.218684731217453","0.208171157097843","0.229198305337063","2"
"2 on scale 1-7 ","2010","West Germany","Female","1720","0.241767603041029","0.231411464002883","0.252123742079175","2"
"2 on scale 1-7 ","2010","East Germany","Male","464","0.218153892184014","0.199972028887753","0.236335755480275","2"
"2 on scale 1-7 ","2010","East Germany","Female","551","0.241084345216048","0.2229870157391","0.259181674692995","2"
"3 on scale 1-7 ","2010","West Germany","Male","1208","0.202216952144898","0.192000992318741","0.212432911971055","3"
"3 on scale 1-7 ","2010","West Germany","Female","1234","0.193402598834088","0.183849215292288","0.202955982375888","3"
"3 on scale 1-7 ","2010","East Germany","Female","383","0.16940302269636","0.153532582130862","0.185273463261859","3"
"3 on scale 1-7 ","2010","East Germany","Male","411","0.201500287245472","0.183841068636549","0.219159505854396","3"
"4 on scale 1-7","2010","West Germany","Female","923","0.145931411934071","0.137392187687267","0.154470636180875","4"
"4 on scale 1-7","2010","East Germany","Male","368","0.18149472441039","0.164526397983968","0.198463050836812","4"
"4 on scale 1-7","2010","West Germany","Male","1105","0.195030051737039","0.184952185353449","0.205107918120629","4"
"4 on scale 1-7","2010","East Germany","Female","332","0.149869218959374","0.134767293414989","0.16497114450376","4"
"5 on scale 1-7","2010","West Germany","Male","626","0.109495637576108","0.101553371572325","0.117437903579891","5"
"5 on scale 1-7","2010","East Germany","Male","210","0.0987737583082473","0.0856386405750054","0.111908876041489","5"
"5 on scale 1-7","2010","West Germany","Female","467","0.0771069633347342","0.0706545803636461","0.0835593463058224","5"
"5 on scale 1-7","2010","East Germany","Female","180","0.0809353203002863","0.0693961305436695","0.0924745100569031","5"
"6 on scale 1-7","2010","West Germany","Male","260","0.0443473071924326","0.0391111621820767","0.0495834522027885","6"
"6 on scale 1-7","2010","West Germany","Female","187","0.0283793014554369","0.0243628096846838","0.0323957932261899","6"
"6 on scale 1-7","2010","East Germany","Male","108","0.0634972399660106","0.0527615930176407","0.0742328869143804","6"
"6 on scale 1-7","2010","East Germany","Female","68","0.0366043859310515","0.0286592354451666","0.0445495364169364","6"
"7 Strongly agree","2010","West Germany","Male","241","0.0449329198683368","0.0396639313417986","0.0502019083948749","7"
"7 Strongly agree","2010","West Germany","Female","148","0.0243448618341912","0.0206170886757313","0.0280726349926511","7"
"7 Strongly agree","2010","East Germany","Male","80","0.0383504565437707","0.0298959171898838","0.0468049958976576","7"
"7 Strongly agree","2010","East Germany","Female","47","0.0318648199022886","0.0244336538273276","0.0392959859772497","7"
"1 Strongly disagree","2011","West Germany","Male","","","","","1"
"1 Strongly disagree","2011","West Germany","Female","","","","","1"
"1 Strongly disagree","2011","East Germany","Male","","","","","1"
"1 Strongly disagree","2011","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2011","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2011","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2011","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2011","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2011","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2011","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2011","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2011","East Germany","Female","","","","","3"
"4 on scale 1-7","2011","West Germany","Male","","","","","4"
"4 on scale 1-7","2011","West Germany","Female","","","","","4"
"4 on scale 1-7","2011","East Germany","Male","","","","","4"
"4 on scale 1-7","2011","East Germany","Female","","","","","4"
"5 on scale 1-7","2011","East Germany","Male","","","","","5"
"5 on scale 1-7","2011","West Germany","Female","","","","","5"
"5 on scale 1-7","2011","West Germany","Male","","","","","5"
"5 on scale 1-7","2011","East Germany","Female","","","","","5"
"6 on scale 1-7","2011","West Germany","Male","","","","","6"
"6 on scale 1-7","2011","West Germany","Female","","","","","6"
"6 on scale 1-7","2011","East Germany","Male","","","","","6"
"6 on scale 1-7","2011","East Germany","Female","","","","","6"
"7 Strongly agree","2011","West Germany","Male","","","","","7"
"7 Strongly agree","2011","West Germany","Female","","","","","7"
"7 Strongly agree","2011","East Germany","Male","","","","","7"
"7 Strongly agree","2011","East Germany","Female","","","","","7"
"1 Strongly disagree","2012","West Germany","Male","","","","","1"
"1 Strongly disagree","2012","West Germany","Female","","","","","1"
"1 Strongly disagree","2012","East Germany","Male","","","","","1"
"1 Strongly disagree","2012","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2012","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2012","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2012","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2012","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2012","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2012","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2012","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2012","East Germany","Female","","","","","3"
"4 on scale 1-7","2012","West Germany","Male","","","","","4"
"4 on scale 1-7","2012","West Germany","Female","","","","","4"
"4 on scale 1-7","2012","East Germany","Male","","","","","4"
"4 on scale 1-7","2012","East Germany","Female","","","","","4"
"5 on scale 1-7","2012","West Germany","Male","","","","","5"
"5 on scale 1-7","2012","West Germany","Female","","","","","5"
"5 on scale 1-7","2012","East Germany","Male","","","","","5"
"5 on scale 1-7","2012","East Germany","Female","","","","","5"
"6 on scale 1-7","2012","West Germany","Male","","","","","6"
"6 on scale 1-7","2012","West Germany","Female","","","","","6"
"6 on scale 1-7","2012","East Germany","Male","","","","","6"
"6 on scale 1-7","2012","East Germany","Female","","","","","6"
"7 Strongly agree","2012","West Germany","Male","","","","","7"
"7 Strongly agree","2012","West Germany","Female","","","","","7"
"7 Strongly agree","2012","East Germany","Male","","","","","7"
"7 Strongly agree","2012","East Germany","Female","","","","","7"
"1 Strongly disagree","2013","West Germany","Male","","","","","1"
"1 Strongly disagree","2013","West Germany","Female","","","","","1"
"1 Strongly disagree","2013","East Germany","Male","","","","","1"
"1 Strongly disagree","2013","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2013","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2013","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2013","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2013","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2013","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2013","East Germany","Female","","","","","3"
"3 on scale 1-7 ","2013","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2013","West Germany","Female","","","","","3"
"4 on scale 1-7","2013","West Germany","Male","","","","","4"
"4 on scale 1-7","2013","West Germany","Female","","","","","4"
"4 on scale 1-7","2013","East Germany","Male","","","","","4"
"4 on scale 1-7","2013","East Germany","Female","","","","","4"
"5 on scale 1-7","2013","West Germany","Male","","","","","5"
"5 on scale 1-7","2013","East Germany","Male","","","","","5"
"5 on scale 1-7","2013","West Germany","Female","","","","","5"
"5 on scale 1-7","2013","East Germany","Female","","","","","5"
"6 on scale 1-7","2013","West Germany","Male","","","","","6"
"6 on scale 1-7","2013","West Germany","Female","","","","","6"
"6 on scale 1-7","2013","East Germany","Male","","","","","6"
"6 on scale 1-7","2013","East Germany","Female","","","","","6"
"7 Strongly agree","2013","West Germany","Male","","","","","7"
"7 Strongly agree","2013","West Germany","Female","","","","","7"
"7 Strongly agree","2013","East Germany","Male","","","","","7"
"7 Strongly agree","2013","East Germany","Female","","","","","7"
"1 Strongly disagree","2014","West Germany","Male","","","","","1"
"1 Strongly disagree","2014","West Germany","Female","","","","","1"
"1 Strongly disagree","2014","East Germany","Male","","","","","1"
"1 Strongly disagree","2014","East Germany","Female","","","","","1"
"2 on scale 1-7 ","2014","West Germany","Male","","","","","2"
"2 on scale 1-7 ","2014","West Germany","Female","","","","","2"
"2 on scale 1-7 ","2014","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2014","East Germany","Female","","","","","2"
"3 on scale 1-7 ","2014","West Germany","Male","","","","","3"
"3 on scale 1-7 ","2014","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2014","West Germany","Female","","","","","3"
"3 on scale 1-7 ","2014","East Germany","Female","","","","","3"
"4 on scale 1-7","2014","West Germany","Male","","","","","4"
"4 on scale 1-7","2014","East Germany","Female","","","","","4"
"4 on scale 1-7","2014","West Germany","Female","","","","","4"
"4 on scale 1-7","2014","East Germany","Male","","","","","4"
"5 on scale 1-7","2014","West Germany","Female","","","","","5"
"5 on scale 1-7","2014","West Germany","Male","","","","","5"
"5 on scale 1-7","2014","East Germany","Male","","","","","5"
"5 on scale 1-7","2014","East Germany","Female","","","","","5"
"6 on scale 1-7","2014","West Germany","Male","","","","","6"
"6 on scale 1-7","2014","West Germany","Female","","","","","6"
"6 on scale 1-7","2014","East Germany","Male","","","","","6"
"6 on scale 1-7","2014","East Germany","Female","","","","","6"
"7 Strongly agree","2014","West Germany","Male","","","","","7"
"7 Strongly agree","2014","West Germany","Female","","","","","7"
"7 Strongly agree","2014","East Germany","Male","","","","","7"
"7 Strongly agree","2014","East Germany","Female","","","","","7"
"1 Strongly disagree","2015","West Germany","Male","2701","0.246872787019517","0.238336211698803","0.255409362340232","1"
"1 Strongly disagree","2015","West Germany","Female","4615","0.386378528141043","0.377473029022079","0.395284027260008","1"
"1 Strongly disagree","2015","East Germany","Male","603","0.220602725669028","0.204299641419444","0.236905809918613","1"
"1 Strongly disagree","2015","East Germany","Female","1030","0.341644614099327","0.324518879654344","0.358770348544309","1"
"2 on scale 1-7 ","2015","West Germany","Male","2745","0.287267957213381","0.278309780371511","0.296226134055252","2"
"2 on scale 1-7 ","2015","West Germany","Female","3278","0.286171202909298","0.277904896569154","0.294437509249442","2"
"2 on scale 1-7 ","2015","East Germany","Female","841","0.292228260398217","0.27580575417666","0.308650766619774","2"
"2 on scale 1-7 ","2015","East Germany","Male","680","0.27920113630484","0.26156308782851","0.296839184781169","2"
"3 on scale 1-7 ","2015","West Germany","Male","1669","0.18546903352693","0.177774143795141","0.19316392325872","3"
"3 on scale 1-7 ","2015","East Germany","Male","460","0.204757818198277","0.188892278678675","0.220623357717879","3"
"3 on scale 1-7 ","2015","West Germany","Female","1527","0.138700686478237","0.132379219772386","0.145022153184089","3"
"3 on scale 1-7 ","2015","East Germany","Female","442","0.156008666857986","0.142905536065462","0.169111797650511","3"
"4 on scale 1-7","2015","West Germany","Male","1365","0.144589444569477","0.137626891897987","0.151551997240967","4"
"4 on scale 1-7","2015","East Germany","Female","320","0.096271420390507","0.085620198851836","0.106922641929178","4"
"4 on scale 1-7","2015","West Germany","Female","1121","0.10196652588313","0.0964320490602871","0.107501002705972","4"
"4 on scale 1-7","2015","East Germany","Male","337","0.130608372206652","0.117359523837139","0.143857220576165","4"
"5 on scale 1-7","2015","West Germany","Male","684","0.072375715661333","0.0672459752688829","0.0775054560537831","5"
"5 on scale 1-7","2015","West Germany","Female","475","0.042253243162825","0.038574013748605","0.045932472577045","5"
"5 on scale 1-7","2015","East Germany","Male","210","0.0818102130779748","0.0710342800084764","0.0925861461474732","5"
"5 on scale 1-7","2015","East Germany","Female","172","0.0736123823685088","0.0641825596684466","0.0830422050685711","5"
"6 on scale 1-7","2015","East Germany","Female","71","0.0196796567274941","0.0146640383305126","0.0246952751244757","6"
"6 on scale 1-7","2015","West Germany","Male","345","0.0369258928636377","0.0331924608046944","0.0406593249225811","6"
"6 on scale 1-7","2015","West Germany","Female","247","0.0253250789622116","0.0224516080912029","0.0281985498332203","6"
"6 on scale 1-7","2015","East Germany","Male","99","0.0444436636073784","0.0363411835884284","0.0525461436263284","6"
"7 Strongly agree","2015","East Germany","Female","70","0.0205549991579605","0.0154313370860402","0.0256786612298809","7"
"7 Strongly agree","2015","West Germany","Male","292","0.0264991691457228","0.0233193883043798","0.0296789499870657","7"
"7 Strongly agree","2015","West Germany","Female","221","0.0192047344632548","0.0166946124473827","0.021714856479127","7"
"7 Strongly agree","2015","East Germany","Male","96","0.0385760709358502","0.0310042322339714","0.0461479096377291","7"
"1 Strongly disagree","2016","West Germany","Male","1677","0.615081451123266","0.594799746438445","0.635363155808088","1"
"1 Strongly disagree","2016","West Germany","Female","1122","0.607698464017492","0.581974723531559","0.633422204503425","1"
"1 Strongly disagree","2016","East Germany","Male","353","0.780069797368963","0.74234153841035","0.817798056327577","1"
"1 Strongly disagree","2016","East Germany","Female","193","0.753390642949711","0.701591549492666","0.805189736406756","1"
"2 on scale 1-7 ","2016","West Germany","Female","103","0.141362339710254","0.123007445965436","0.159717233455073","2"
"2 on scale 1-7 ","2016","East Germany","Female","31","0.0725416177787226","0.0413708064538506","0.103712429103595","2"
"2 on scale 1-7 ","2016","West Germany","Male","214","0.121418218087986","0.107804186811664","0.135032249364308","2"
"2 on scale 1-7 ","2016","East Germany","Male","48","0.112253874420031","0.0834995837859506","0.141008165054111","2"
"3 on scale 1-7 ","2016","West Germany","Male","83","0.0716389634098774","0.060889499184561","0.0823884276351938","3"
"3 on scale 1-7 ","2016","East Germany","Male","21","","","","3"
"3 on scale 1-7 ","2016","East Germany","Female","5","","","","3"
"3 on scale 1-7 ","2016","West Germany","Female","38","0.0863859371010157","0.0715852131626849","0.101186661039347","3"
"4 on scale 1-7","2016","West Germany","Male","104","0.107452265112097","0.0945437218893388","0.120360808334856","4"
"4 on scale 1-7","2016","East Germany","Female","17","","","","4"
"4 on scale 1-7","2016","West Germany","Female","41","0.0504044976103834","0.0388783542846524","0.0619306409361144","4"
"4 on scale 1-7","2016","East Germany","Male","14","","","","4"
"5 on scale 1-7","2016","West Germany","Male","55","0.0383366022813201","0.0303332474363215","0.0463399571263187","5"
"5 on scale 1-7","2016","West Germany","Female","34","0.0363282767217584","0.0264707718046514","0.0461857816388654","5"
"5 on scale 1-7","2016","East Germany","Male","5","","","","5"
"5 on scale 1-7","2016","East Germany","Female","5","","","","5"
"6 on scale 1-7","2016","West Germany","Male","29","","","","6"
"6 on scale 1-7","2016","West Germany","Female","16","","","","6"
"6 on scale 1-7","2016","East Germany","Female","3","","","","6"
"6 on scale 1-7","2016","East Germany","Male","4","","","","6"
"7 Strongly agree","2016","West Germany","Male","49","0.0354590617587688","0.0277504233890982","0.0431677001284395","7"
"7 Strongly agree","2016","East Germany","Female","12","","","","7"
"7 Strongly agree","2016","West Germany","Female","30","0.041087148035509","0.0306297746726752","0.0515445213983428","7"
"7 Strongly agree","2016","East Germany","Male","18","","","","7"
"1 Strongly disagree","2017","West Germany","Male","1122","0.742643884977543","0.720431040492026","0.764856729463059","1"
"1 Strongly disagree","2017","West Germany","Female","855","0.758880598531625","0.733439492864206","0.784321704199045","1"
"1 Strongly disagree","2017","East Germany","Male","106","0.685346196960461","0.608423311032804","0.762269082888118","1"
"1 Strongly disagree","2017","East Germany","Female","86","0.772020653084008","0.69787977124365","0.846161534924365","1"
"2 on scale 1-7 ","2017","West Germany","Male","150","0.108119823527068","0.0923418019711559","0.123897845082981","2"
"2 on scale 1-7 ","2017","East Germany","Male","10","","","","2"
"2 on scale 1-7 ","2017","East Germany","Female","19","","","","2"
"2 on scale 1-7 ","2017","West Germany","Female","92","0.10576742398284","0.0874765530470653","0.124058294918614","2"
"3 on scale 1-7 ","2017","West Germany","Male","66","0.0389640548424247","0.0291319044197304","0.048796205265119","3"
"3 on scale 1-7 ","2017","West Germany","Female","38","0.0352168243779766","0.0242539828847315","0.0461796658712217","3"
"3 on scale 1-7 ","2017","East Germany","Male","4","","","","3"
"3 on scale 1-7 ","2017","East Germany","Female","3","","","","3"
"4 on scale 1-7","2017","West Germany","Male","55","0.0344507168527556","0.0251838487881625","0.0437175849173488","4"
"4 on scale 1-7","2017","West Germany","Female","33","0.0279709526894595","0.0181641727649293","0.0377777326139896","4"
"4 on scale 1-7","2017","East Germany","Male","7","","","","4"
"4 on scale 1-7","2017","East Germany","Female","6","","","","4"
"5 on scale 1-7","2017","West Germany","Male","30","0.0215836146688464","0.0141999736559453","0.0289672556817475","5"
"5 on scale 1-7","2017","West Germany","Female","18","","","","5"
"5 on scale 1-7","2017","East Germany","Male","3","","","","5"
"5 on scale 1-7","2017","East Germany","Female","2","","","","5"
"6 on scale 1-7","2017","West Germany","Male","16","","","","6"
"6 on scale 1-7","2017","West Germany","Female","12","","","","6"
"6 on scale 1-7","2017","East Germany","Female","1","","","","6"
"6 on scale 1-7","2017","East Germany","Male","2","","","","6"
"7 Strongly agree","2017","West Germany","Male","49","0.0406358950124212","0.030603762205589","0.0506680278192533","7"
"7 Strongly agree","2017","West Germany","Female","38","0.0480583306621236","0.0353372886236218","0.0607793727006255","7"
"7 Strongly agree","2017","East Germany","Male","8","","","","7"
"7 Strongly agree","2017","East Germany","Female","6","","","","7"
"1 Strongly disagree","2018","East Germany","Female","26","","","","1"
"1 Strongly disagree","2018","West Germany","Male","129","0.745668474580248","0.681693359014971","0.809643590145525","1"
"1 Strongly disagree","2018","West Germany","Female","138","0.79147969759025","0.733096795164526","0.849862600015974","1"
"1 Strongly disagree","2018","East Germany","Male","13","","","","1"
"2 on scale 1-7 ","2018","East Germany","Female","1","","","","2"
"2 on scale 1-7 ","2018","West Germany","Male","20","","","","2"
"2 on scale 1-7 ","2018","East Germany","Male","","","","","2"
"2 on scale 1-7 ","2018","West Germany","Female","13","","","","2"
"3 on scale 1-7 ","2018","East Germany","Female","1","","","","3"
"3 on scale 1-7 ","2018","West Germany","Male","5","","","","3"
"3 on scale 1-7 ","2018","East Germany","Male","","","","","3"
"3 on scale 1-7 ","2018","West Germany","Female","11","","","","3"
"4 on scale 1-7","2018","East Germany","Female","1","","","","4"
"4 on scale 1-7","2018","West Germany","Male","9","","","","4"
"4 on scale 1-7","2018","West Germany","Female","8","","","","4"
