"year","bula_h","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2008","Thuringia","Male","","","","","","","","","","",""
"2009","Baden-Württemberg","Female","","","","","","","","","","",""
"2009","Baden-Württemberg","Male","","","","","","","","","","",""
"2009","Bavaria","Female","","","","","","","","","","",""
"2009","Bavaria","Male","","","","","","","","","","",""
"2009","Berlin","Female","","","","","","","","","","",""
"2009","Berlin","Male","","","","","","","","","","",""
"2009","Brandenburg","Female","","","","","","","","","","",""
"2009","Brandenburg","Male","","","","","","","","","","",""
"2009","Bremen","Female","","","","","","","","","","",""
"2009","Bremen","Male","","","","","","","","","","",""
"2009","Hamburg","Female","","","","","","","","","","",""
"2009","Hamburg","Male","","","","","","","","","","",""
"2009","Hesse","Female","","","","","","","","","","",""
"2009","Hesse","Male","","","","","","","","","","",""
"2009","Lower Saxony","Female","","","","","","","","","","",""
"2009","Lower Saxony","Male","","","","","","","","","","",""
"2009","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2009","Mecklenburg-Western Pomerania","Male","","","","","","","","","","",""
"2009","North Rhine-Westphalia","Female","","","","","","","","","","",""
"2009","North Rhine-Westphalia","Male","","","","","","","","","","",""
"2009","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","",""
"2009","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","",""
"2009","Saxony","Female","","","","","","","","","","",""
"2009","Saxony","Male","","","","","","","","","","",""
"2009","Saxony-Anhalt","Female","","","","","","","","","","",""
"2009","Saxony-Anhalt","Male","","","","","","","","","","",""
"2009","Schleswig-Holstein","Female","","","","","","","","","","",""
"2009","Schleswig-Holstein","Male","","","","","","","","","","",""
"2009","Thuringia","Female","","","","","","","","","","",""
"2009","Thuringia","Male","","","","","","","","","","",""
"2010","Baden-Württemberg","Female","2.94","3","1031","1","2","4","5","2.85","3.03","2","3"
"2010","Baden-Württemberg","Male","3.39","3","931","1","2","4","6","3.29","3.49","3","3"
"2010","Bavaria","Female","3.21","3","1265","1","2","4","5","3.12","3.3","3","3"
"2010","Bavaria","Male","3.49","3","1150","2","2","5","6","3.4","3.58","3","3"
"2010","Berlin","Female","3","3","353","1","2","4","5","2.83","3.17","2","3"
"2010","Berlin","Male","3.3","3","299","1","2","4","6","3.1","3.5","3","3"
"2010","Brandenburg","Female","3.18","3","369","1","2","5","6","3","3.36","3","3"
"2010","Brandenburg","Male","3.38","3","344","1","2","4","6","3.19","3.57","3","4"
"2010","Bremen","Female","2.67","2","59","1","1","3","4","2.27","3.07","2","3"
"2010","Bremen","Male","3.92","4","49","1","2","5","7","3.4","4.44","2","4"
"2010","Hamburg","Female","2.99","2","144","1","2","4","5","2.7","3.28","2","3"
"2010","Hamburg","Male","2.85","2","127","1","2","4","5","2.56","3.14","2","3"
"2010","Hesse","Female","2.95","3","582","1","1","4","6","2.81","3.09","3","3"
"2010","Hesse","Male","3.31","3","541","1","2","5","6","3.16","3.46","3","3"
"2010","Lower Saxony","Female","2.96","3","792","1","2","4","5","2.84","3.08","2","3"
"2010","Lower Saxony","Male","3.48","3","715","1","2","5","6","3.36","3.6","3","3"
"2010","Mecklenburg-Western Pomerania","Female","2.78","2","226","1","1","4","5","2.56","3","2","3"
"2010","Mecklenburg-Western Pomerania","Male","3.51","3","203","2","2","5","6","3.28","3.74","3","4"
"2010","North Rhine-Westphalia","Female","3.06","3","1762","1","2","4","6","2.98","3.14","3","3"
"2010","North Rhine-Westphalia","Male","3.5","3","1617","1","2","5","6","3.42","3.58","3","3"
"2010","Rhineland-Palatinate,Saarland","Female","2.83","3","520","1","1","4","5","2.69","2.97","2","3"
"2010","Rhineland-Palatinate,Saarland","Male","3.29","3","436","1","2","4","6","3.12","3.46","3","3"
"2010","Saxony","Female","3.08","3","621","1","2","4","5","2.96","3.2","3","3"
"2010","Saxony","Male","3.41","3","618","1","2","4","6","3.28","3.54","3","3"
"2010","Saxony-Anhalt","Female","3.23","3","381","1","2","4","6","3.06","3.4","3","3"
"2010","Saxony-Anhalt","Male","3.63","3","332","2","2","5","6","3.45","3.81","3","4"
"2010","Schleswig-Holstein","Female","3.12","3","225","1","2","4","6","2.9","3.34","2","3"
"2010","Schleswig-Holstein","Male","3.72","4","218","2","3","5","7","3.49","3.95","3","4"
"2010","Thuringia","Female","3.2","3","400","1","2","4","5","3.04","3.36","3","4"
"2010","Thuringia","Male","3.6","4","358","1","2","5","6","3.42","3.78","4","4"
"2011","Baden-Württemberg","Female","","","","","","","","","","",""
"2011","Baden-Württemberg","Male","","","","","","","","","","",""
"2011","Bavaria","Female","","","","","","","","","","",""
"2011","Bavaria","Male","","","","","","","","","","",""
"2011","Berlin","Female","","","","","","","","","","",""
"2011","Berlin","Male","","","","","","","","","","",""
"2011","Brandenburg","Female","","","","","","","","","","",""
"2011","Brandenburg","Male","","","","","","","","","","",""
"2011","Bremen","Female","","","","","","","","","","",""
"2011","Bremen","Male","","","","","","","","","","",""
"2011","Hamburg","Female","","","","","","","","","","",""
"2011","Hamburg","Male","","","","","","","","","","",""
"2011","Hesse","Female","","","","","","","","","","",""
"2011","Hesse","Male","","","","","","","","","","",""
"2011","Lower Saxony","Female","","","","","","","","","","",""
"2011","Lower Saxony","Male","","","","","","","","","","",""
"2011","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2011","Mecklenburg-Western Pomerania","Male","","","","","","","","","","",""
"2011","North Rhine-Westphalia","Female","","","","","","","","","","",""
"2011","North Rhine-Westphalia","Male","","","","","","","","","","",""
"2011","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","",""
"2011","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","",""
"2011","Saxony","Female","","","","","","","","","","",""
"2011","Saxony","Male","","","","","","","","","","",""
"2011","Saxony-Anhalt","Female","","","","","","","","","","",""
"2011","Saxony-Anhalt","Male","","","","","","","","","","",""
"2011","Schleswig-Holstein","Female","","","","","","","","","","",""
"2011","Schleswig-Holstein","Male","","","","","","","","","","",""
"2011","Thuringia","Female","","","","","","","","","","",""
"2011","Thuringia","Male","","","","","","","","","","",""
"2012","Baden-Württemberg","Female","","","","","","","","","","",""
"2012","Baden-Württemberg","Male","","","","","","","","","","",""
"2012","Bavaria","Female","","","","","","","","","","",""
"2012","Bavaria","Male","","","","","","","","","","",""
"2012","Berlin","Female","","","","","","","","","","",""
"2012","Berlin","Male","","","","","","","","","","",""
"2012","Brandenburg","Female","","","","","","","","","","",""
"2012","Brandenburg","Male","","","","","","","","","","",""
"2012","Bremen","Female","","","","","","","","","","",""
"2012","Bremen","Male","","","","","","","","","","",""
"2012","Hamburg","Female","","","","","","","","","","",""
"2012","Hamburg","Male","","","","","","","","","","",""
"2012","Hesse","Female","","","","","","","","","","",""
"2012","Hesse","Male","","","","","","","","","","",""
"2012","Lower Saxony","Female","","","","","","","","","","",""
"2012","Lower Saxony","Male","","","","","","","","","","",""
"2012","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2012","Mecklenburg-Western Pomerania","Male","","","","","","","","","","",""
"2012","North Rhine-Westphalia","Female","","","","","","","","","","",""
"2012","North Rhine-Westphalia","Male","","","","","","","","","","",""
"2012","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","",""
"2012","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","",""
"2012","Saxony","Female","","","","","","","","","","",""
"2012","Saxony","Male","","","","","","","","","","",""
"2012","Saxony-Anhalt","Female","","","","","","","","","","",""
"2012","Saxony-Anhalt","Male","","","","","","","","","","",""
"2012","Schleswig-Holstein","Female","","","","","","","","","","",""
"2012","Schleswig-Holstein","Male","","","","","","","","","","",""
"2012","Thuringia","Female","","","","","","","","","","",""
"2012","Thuringia","Male","","","","","","","","","","",""
"2013","Baden-Württemberg","Female","","","","","","","","","","",""
"2013","Baden-Württemberg","Male","","","","","","","","","","",""
"2013","Bavaria","Female","","","","","","","","","","",""
"2013","Bavaria","Male","","","","","","","","","","",""
"2013","Berlin","Female","","","","","","","","","","",""
"2013","Berlin","Male","","","","","","","","","","",""
"2013","Brandenburg","Female","","","","","","","","","","",""
"2013","Brandenburg","Male","","","","","","","","","","",""
"2013","Bremen","Female","","","","","","","","","","",""
"2013","Bremen","Male","","","","","","","","","","",""
"2013","Hamburg","Female","","","","","","","","","","",""
"2013","Hamburg","Male","","","","","","","","","","",""
"2013","Hesse","Female","","","","","","","","","","",""
"2013","Hesse","Male","","","","","","","","","","",""
"2013","Lower Saxony","Female","","","","","","","","","","",""
"2013","Lower Saxony","Male","","","","","","","","","","",""
"2013","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2013","Mecklenburg-Western Pomerania","Male","","","","","","","","","","",""
"2013","North Rhine-Westphalia","Female","","","","","","","","","","",""
"2013","North Rhine-Westphalia","Male","","","","","","","","","","",""
"2013","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","",""
"2013","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","",""
"2013","Saxony","Female","","","","","","","","","","",""
"2013","Saxony","Male","","","","","","","","","","",""
"2013","Saxony-Anhalt","Female","","","","","","","","","","",""
"2013","Saxony-Anhalt","Male","","","","","","","","","","",""
"2013","Schleswig-Holstein","Female","","","","","","","","","","",""
"2013","Schleswig-Holstein","Male","","","","","","","","","","",""
"2013","Thuringia","Female","","","","","","","","","","",""
"2013","Thuringia","Male","","","","","","","","","","",""
"2014","Baden-Württemberg","Female","","","","","","","","","","",""
"2014","Baden-Württemberg","Male","","","","","","","","","","",""
"2014","Bavaria","Female","","","","","","","","","","",""
"2014","Bavaria","Male","","","","","","","","","","",""
"2014","Berlin","Female","","","","","","","","","","",""
"2014","Berlin","Male","","","","","","","","","","",""
"2014","Brandenburg","Female","","","","","","","","","","",""
"2014","Brandenburg","Male","","","","","","","","","","",""
"2014","Bremen","Female","","","","","","","","","","",""
"2014","Bremen","Male","","","","","","","","","","",""
"2014","Hamburg","Female","","","","","","","","","","",""
"2014","Hamburg","Male","","","","","","","","","","",""
"2014","Hesse","Female","","","","","","","","","","",""
"2014","Hesse","Male","","","","","","","","","","",""
"2014","Lower Saxony","Female","","","","","","","","","","",""
"2014","Lower Saxony","Male","","","","","","","","","","",""
"2014","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2014","Mecklenburg-Western Pomerania","Male","","","","","","","","","","",""
"2014","North Rhine-Westphalia","Female","","","","","","","","","","",""
"2014","North Rhine-Westphalia","Male","","","","","","","","","","",""
"2014","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","",""
"2014","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","",""
"2014","Saxony","Female","","","","","","","","","","",""
"2014","Saxony","Male","","","","","","","","","","",""
"2014","Saxony-Anhalt","Female","","","","","","","","","","",""
"2014","Saxony-Anhalt","Male","","","","","","","","","","",""
"2014","Schleswig-Holstein","Female","","","","","","","","","","",""
"2014","Schleswig-Holstein","Male","","","","","","","","","","",""
"2014","Thuringia","Female","","","","","","","","","","",""
"2014","Thuringia","Male","","","","","","","","","","",""
"2015","Baden-Württemberg","Female","2.49","2","1721","1","1","3","5","2.41","2.57","2","2"
"2015","Baden-Württemberg","Male","2.91","3","1487","1","2","4","5","2.83","2.99","2","3"
"2015","Bavaria","Female","2.69","2","2350","1","1","4","5","2.62","2.76","2","2"
"2015","Bavaria","Male","2.96","3","2001","1","2","4","5","2.89","3.03","2","3"
"2015","Berlin","Female","2.5","2","542","1","1","3","5","2.37","2.63","2","2"
"2015","Berlin","Male","2.92","3","452","1","2","4","5","2.78","3.06","2","3"
"2015","Brandenburg","Female","2.7","2","557","1","1","4","5","2.56","2.84","2","2"
"2015","Brandenburg","Male","3.21","3","455","1","2","4","6","3.05","3.37","3","3"
"2015","Bremen","Female","2.49","2","105","1","1","4","4","2.22","2.76","1","2"
"2015","Bremen","Male","3.08","3","82","1","2","4","6","2.67","3.49","2","3"
"2015","Hamburg","Female","2.82","2","250","1","1","4","5","2.61","3.03","2","2"
"2015","Hamburg","Male","2.66","2","210","1","1","3","5","2.44","2.88","2","3"
"2015","Hesse","Female","2.69","2","1009","1","1","4","5","2.59","2.79","2","2"
"2015","Hesse","Male","3.04","3","875","1","2","4","6","2.93","3.15","2","3"
"2015","Lower Saxony","Female","2.65","2","1391","1","1","4","5","2.56","2.74","2","2"
"2015","Lower Saxony","Male","3.16","3","1201","1","2","4","6","3.06","3.26","3","3"
"2015","Mecklenburg-Western Pomerania","Female","2.84","2","311","1","1","4","5","2.64","3.04","2","3"
"2015","Mecklenburg-Western Pomerania","Male","3","3","250","1","2","4","6","2.78","3.22","2","3"
"2015","North Rhine-Westphalia","Female","2.55","2","2997","1","1","3","5","2.49","2.61","2","2"
"2015","North Rhine-Westphalia","Male","3.06","3","2546","1","2","4","5","2.99","3.13","2","3"
"2015","Rhineland-Palatinate,Saarland","Female","2.59","2","862","1","1","4","5","2.48","2.7","2","2"
"2015","Rhineland-Palatinate,Saarland","Male","3.11","3","728","1","2","4","6","2.99","3.23","2","3"
"2015","Saxony","Female","2.77","2","809","1","1","4","5","2.66","2.88","2","3"
"2015","Saxony","Male","3.14","3","733","1","2","4","6","3.02","3.26","3","3"
"2015","Saxony-Anhalt","Female","3","3","495","1","2","4","5","2.85","3.15","2","3"
"2015","Saxony-Anhalt","Male","3.26","3","403","1","2","4","6","3.09","3.43","3","3"
"2015","Schleswig-Holstein","Female","2.77","2","493","1","2","4","5","2.63","2.91","2","2"
"2015","Schleswig-Holstein","Male","3.02","3","406","1","2","4","5","2.85","3.19","2","3"
"2015","Thuringia","Female","2.78","2","526","1","1","4","5","2.63","2.93","2","3"
"2015","Thuringia","Male","3.06","3","452","1","2","4","5","2.9","3.22","2","3"
"2016","Baden-Württemberg","Female","2.26","1","245","1","1","3","4","2.06","2.46","1","1"
"2016","Baden-Württemberg","Male","2","1","378","1","1","3","5","1.83","2.17","1","1"
"2016","Bavaria","Female","2.56","1","219","1","1","4","7","2.35","2.77","1","1"
"2016","Bavaria","Male","2.28","1","412","1","1","3","5","2.11","2.45","1","1"
"2016","Berlin","Female","1.71","1","118","1","1","1","5","1.48","1.94","1","1"
"2016","Berlin","Male","2.03","1","170","1","1","2","5","1.76","2.3","1","1"
"2016","Brandenburg","Female","2.17","1","62","1","1","2","6","1.65","2.69","1","1"
"2016","Brandenburg","Male","1.93","1","134","1","1","2","4","1.62","2.24","1","1"
"2016","Bremen","Female","","","","","","","","","","",""
"2016","Bremen","Male","3.5","4","33","1","2","5","5","2.83","4.17","2","4"
"2016","Hamburg","Female","2.02","1","37","1","1","1","6","1.67","2.37","1","1"
"2016","Hamburg","Male","2.05","1","53","1","1","4","4","1.68","2.42","1","2"
"2016","Hesse","Female","2.47","2","137","1","1","3","5","2.18","2.76","1","1"
"2016","Hesse","Male","2.63","2","192","1","1","4","6","2.4","2.86","1","1"
"2016","Lower Saxony","Female","1.66","1","150","1","1","1","3","1.39","1.93","1","1"
"2016","Lower Saxony","Male","2.61","1","215","1","1","5","6","2.34","2.88","1","1"
"2016","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2016","Mecklenburg-Western Pomerania","Male","1.74","1","40","1","1","2","4","1.29","2.19","1","2"
"2016","North Rhine-Westphalia","Female","2.57","1","311","1","1","4","6","2.41","2.73","1","1"
"2016","North Rhine-Westphalia","Male","2.24","1.43","493","1","1","3","5","2.1","2.38","1","1"
"2016","Rhineland-Palatinate,Saarland","Female","1.73","1","94","1","1","2","3","1.39","2.07","1","1"
"2016","Rhineland-Palatinate,Saarland","Male","1.98","1.17","180","1","1","2","4","1.76","2.2","1","1"
"2016","Saxony","Female","1.74","1","74","1","1","2","3","1.41","2.07","1","1"
"2016","Saxony","Male","1.37","1","98","1","1","1","2","1.08","1.66","1","1"
"2016","Saxony-Anhalt","Female","2.67","1","43","1","1","5","5","2.14","3.2","1","2"
"2016","Saxony-Anhalt","Male","2.39","1","58","1","1","4","6","1.9","2.88","1","1"
"2016","Schleswig-Holstein","Female","1.96","1","70","1","1","2","5","1.52","2.4","1","1"
"2016","Schleswig-Holstein","Male","2.17","1","146","1","1","2","5","1.87","2.47","1","1"
"2016","Thuringia","Female","","","","","","","","","","",""
"2016","Thuringia","Male","2.36","1","60","1","1","3","7","1.88","2.84","1","2"
"2017","Baden-Württemberg","Female","1.84","1","114","1","1","2","4","1.54","2.14","1","1"
"2017","Baden-Württemberg","Male","1.53","1","146","1","1","2","3","1.33","1.73","1","1"
"2017","Bavaria","Female","1.46","1","142","1","1","1","3","1.26","1.66","1","1"
"2017","Bavaria","Male","1.66","1","191","1","1","2","4","1.47","1.85","1","1"
"2017","Berlin","Female","","","","","","","","","","",""
"2017","Berlin","Male","","","","","","","","","","",""
"2017","Brandenburg","Female","","","","","","","","","","",""
"2017","Brandenburg","Male","1.18","1","30","1","1","1","1","0.5","1.86","1","1"
"2017","Bremen","Female","","","","","","","","","","",""
"2017","Bremen","Male","","","","","","","","","","",""
"2017","Hamburg","Female","1.49","1","39","1","1","2","2","1.31","1.67","1","2"
"2017","Hamburg","Male","1.4","1","56","1","1","2","2","1.21","1.59","1","2"
"2017","Hesse","Female","1.59","1","147","1","1","1","4","1.36","1.82","1","1"
"2017","Hesse","Male","1.7","1","202","1","1","1","4","1.46","1.94","1","1"
"2017","Lower Saxony","Female","1.46","1","155","1","1","1","2","1.23","1.69","1","1"
"2017","Lower Saxony","Male","1.46","1","211","1","1","1","2","1.27","1.65","1","1"
"2017","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2017","Mecklenburg-Western Pomerania","Male","","","","","","","","","","",""
"2017","North Rhine-Westphalia","Female","1.85","1","327","1","1","2","4","1.7","2","1","1"
"2017","North Rhine-Westphalia","Male","1.87","1","477","1","1","2","5","1.75","1.99","1","1"
"2017","Rhineland-Palatinate,Saarland","Female","1.63","1","66","1","1","2","3","1.34","1.92","1","1"
"2017","Rhineland-Palatinate,Saarland","Male","2.08","1","87","1","1","3","5","1.75","2.41","1","1"
"2017","Saxony","Female","1.37","1","38","1","1","1","2","0.86","1.88","1","1"
"2017","Saxony","Male","1.71","1","38","1","1","1","5","1.12","2.3","1","1"
"2017","Saxony-Anhalt","Female","","","","","","","","","","",""
"2017","Saxony-Anhalt","Male","","","","","","","","","","",""
"2017","Schleswig-Holstein","Female","1.43","1","57","1","1","1","2","1.01","1.85","1","1"
"2017","Schleswig-Holstein","Male","1.93","1","62","1","1","2","4","1.49","2.37","1","1"
"2017","Thuringia","Female","","","","","","","","","","",""
"2017","Thuringia","Male","1.92","1","33","1","1","2","4","1.29","2.55","1","1"
"2018","Baden-Württemberg","Female","","","","","","","","","","",""
"2018","Baden-Württemberg","Male","","","","","","","","","","",""
"2018","Bavaria","Female","","","","","","","","","","",""
"2018","Bavaria","Male","","","","","","","","","","",""
"2018","Berlin","Female","","","","","","","","","","",""
"2018","Berlin","Male","","","","","","","","","","",""
"2018","Brandenburg","Female","","","","","","","","","","",""
"2018","Brandenburg","Male","","","","","","","","","","",""
"2018","Bremen","Female","","","","","","","","","","",""
"2018","Bremen","Male","","","","","","","","","","",""
"2018","Hamburg","Female","","","","","","","","","","",""
"2018","Hamburg","Male","","","","","","","","","","",""
"2018","Hesse","Female","","","","","","","","","","",""
"2018","Hesse","Male","","","","","","","","","","",""
"2018","Lower Saxony","Female","1.63","1","54","1","1","1","4","1.24","2.02","1","1"
"2018","Lower Saxony","Male","1.51","1","48","1","1","1","3","1.06","1.96","1","1"
"2018","Mecklenburg-Western Pomerania","Female","","","","","","","","","","",""
"2018","Mecklenburg-Western Pomerania","Male","","","","","","","","","","",""
"2018","North Rhine-Westphalia","Female","1.54","1","41","1","1","1","2","0.93","2.15","1","1"
"2018","North Rhine-Westphalia","Male","2.12","1","46","1","1","3","4","1.6","2.64","1","2"
"2018","Rhineland-Palatinate,Saarland","Female","","","","","","","","","","",""
"2018","Rhineland-Palatinate,Saarland","Male","","","","","","","","","","",""
"2018","Saxony","Female","","","","","","","","","","",""
"2018","Saxony","Male","","","","","","","","","","",""
