"year","age_gr","sex","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2014","66 and older","Female","","","","","","","","","","",""
"2014","66 and older","Male","","","","","","","","","","",""
"2015","16-34 y.","Female","2.58","2","3601","1","1","3","5","2.53","2.63","2","2"
"2015","16-34 y.","Male","3.03","3","3030","1","2","4","5","2.97","3.09","2","3"
"2015","35-65 y.","Female","2.66","2","8287","1","1","4","5","2.63","2.69","2","2"
"2015","35-65 y.","Male","3.07","3","6842","1","2","4","5","3.03","3.11","3","3"
"2015","66 and older","Female","2.63","2","2530","1","1","4","5","2.57","2.69","2","2"
"2015","66 and older","Male","2.95","3","2409","1","2","4","5","2.88","3.02","2","3"
"2016","16-34 y.","Female","2.43","1","921","1","1","3","6","2.32","2.54","1","1"
"2016","16-34 y.","Male","2.27","1","1535","1","1","3","5","2.18","2.36","1","1"
"2016","35-65 y.","Female","1.79","1","699","1","1","2","4","1.68","1.9","1","1"
"2016","35-65 y.","Male","2.04","1","1116","1","1","2","5","1.95","2.13","1","1"
"2016","66 and older","Female","","","","","","","","","","",""
"2016","66 and older","Male","","","","","","","","","","",""
"2017","16-34 y.","Female","1.78","1","744","1","1","2","4","1.67","1.89","1","1"
"2017","16-34 y.","Male","1.86","1","1075","1","1","2","4","1.76","1.96","1","1"
"2017","35-65 y.","Female","1.54","1","432","1","1","1","3","1.43","1.65","1","1"
"2017","35-65 y.","Male","1.53","1","523","1","1","1","3","1.42","1.64","1","1"
"2017","66 and older","Female","","","","","","","","","","",""
"2017","66 and older","Male","","","","","","","","","","",""
"2018","16-34 y.","Female","1.69","1","143","1","1","2","3","1.43","1.95","1","1"
"2018","16-34 y.","Male","2.12","1","104","1","1","3","5","1.76","2.48","1","2"
"2018","35-65 y.","Female","2.37","1","77","1","1","4","6","1.95","2.79","1","1"
"2018","35-65 y.","Male","1.45","1","82","1","1","1","2","1.15","1.75","1","1"
"2018","66 and older","Female","","","","","","","","","","",""
"2018","66 and older","Male","","","","","","","","","","",""
"2019","16-34 y.","Female","1.75","1","71","1","1","2","3","1.32","2.18","1","2"
"2019","16-34 y.","Male","2.09","1","70","1","1","3","4","1.66","2.52","1","2"
"2019","35-65 y.","Female","1.56","1","66","1","1","2","3","1.28","1.84","1","1"
"2019","35-65 y.","Male","1.85","1","57","1","1","3","4","1.35","2.35","1","2"
"2019","66 and older","Female","","","","","","","","","","",""
"2019","66 and older","Male","","","","","","","","","","",""
