"year","age_gr","pgisced97","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2010","66 and older","vocational + Abi","2.72","2","94","2.35","3.09","1","1","4","5"
"2011","16-34 y.","general elemantary","","","","","","","","",""
"2011","16-34 y.","higher education","","","","","","","","",""
"2011","16-34 y.","higher vocational","","","","","","","","",""
"2011","16-34 y.","in school","","","","","","","","",""
"2011","16-34 y.","inadequately","","","","","","","","",""
"2011","16-34 y.","middle vocational","","","","","","","","",""
"2011","16-34 y.","vocational + Abi","","","","","","","","",""
"2011","35-65 y.","general elemantary","","","","","","","","",""
"2011","35-65 y.","higher education","","","","","","","","",""
"2011","35-65 y.","higher vocational","","","","","","","","",""
"2011","35-65 y.","in school","","","","","","","","",""
"2011","35-65 y.","inadequately","","","","","","","","",""
"2011","35-65 y.","middle vocational","","","","","","","","",""
"2011","35-65 y.","vocational + Abi","","","","","","","","",""
"2011","66 and older","general elemantary","","","","","","","","",""
"2011","66 and older","higher education","","","","","","","","",""
"2011","66 and older","higher vocational","","","","","","","","",""
"2011","66 and older","in school","","","","","","","","",""
"2011","66 and older","inadequately","","","","","","","","",""
"2011","66 and older","middle vocational","","","","","","","","",""
"2011","66 and older","vocational + Abi","","","","","","","","",""
"2012","16-34 y.","general elemantary","","","","","","","","",""
"2012","16-34 y.","higher education","","","","","","","","",""
"2012","16-34 y.","higher vocational","","","","","","","","",""
"2012","16-34 y.","in school","","","","","","","","",""
"2012","16-34 y.","inadequately","","","","","","","","",""
"2012","16-34 y.","middle vocational","","","","","","","","",""
"2012","16-34 y.","vocational + Abi","","","","","","","","",""
"2012","35-65 y.","general elemantary","","","","","","","","",""
"2012","35-65 y.","higher education","","","","","","","","",""
"2012","35-65 y.","higher vocational","","","","","","","","",""
"2012","35-65 y.","in school","","","","","","","","",""
"2012","35-65 y.","inadequately","","","","","","","","",""
"2012","35-65 y.","middle vocational","","","","","","","","",""
"2012","35-65 y.","vocational + Abi","","","","","","","","",""
"2012","66 and older","general elemantary","","","","","","","","",""
"2012","66 and older","higher education","","","","","","","","",""
"2012","66 and older","higher vocational","","","","","","","","",""
"2012","66 and older","in school","","","","","","","","",""
"2012","66 and older","inadequately","","","","","","","","",""
"2012","66 and older","middle vocational","","","","","","","","",""
"2012","66 and older","vocational + Abi","","","","","","","","",""
"2013","16-34 y.","general elemantary","","","","","","","","",""
"2013","16-34 y.","higher education","","","","","","","","",""
"2013","16-34 y.","higher vocational","","","","","","","","",""
"2013","16-34 y.","in school","","","","","","","","",""
"2013","16-34 y.","inadequately","","","","","","","","",""
"2013","16-34 y.","middle vocational","","","","","","","","",""
"2013","16-34 y.","vocational + Abi","","","","","","","","",""
"2013","35-65 y.","general elemantary","","","","","","","","",""
"2013","35-65 y.","higher education","","","","","","","","",""
"2013","35-65 y.","higher vocational","","","","","","","","",""
"2013","35-65 y.","in school","","","","","","","","",""
"2013","35-65 y.","inadequately","","","","","","","","",""
"2013","35-65 y.","middle vocational","","","","","","","","",""
"2013","35-65 y.","vocational + Abi","","","","","","","","",""
"2013","66 and older","general elemantary","","","","","","","","",""
"2013","66 and older","higher education","","","","","","","","",""
"2013","66 and older","higher vocational","","","","","","","","",""
"2013","66 and older","in school","","","","","","","","",""
"2013","66 and older","inadequately","","","","","","","","",""
"2013","66 and older","middle vocational","","","","","","","","",""
"2013","66 and older","vocational + Abi","","","","","","","","",""
"2014","16-34 y.","general elemantary","","","","","","","","",""
"2014","16-34 y.","higher education","","","","","","","","",""
"2014","16-34 y.","higher vocational","","","","","","","","",""
"2014","16-34 y.","in school","","","","","","","","",""
"2014","16-34 y.","inadequately","","","","","","","","",""
"2014","16-34 y.","middle vocational","","","","","","","","",""
"2014","16-34 y.","vocational + Abi","","","","","","","","",""
"2014","35-65 y.","general elemantary","","","","","","","","",""
"2014","35-65 y.","higher education","","","","","","","","",""
"2014","35-65 y.","higher vocational","","","","","","","","",""
"2014","35-65 y.","in school","","","","","","","","",""
"2014","35-65 y.","inadequately","","","","","","","","",""
"2014","35-65 y.","middle vocational","","","","","","","","",""
"2014","35-65 y.","vocational + Abi","","","","","","","","",""
"2014","66 and older","general elemantary","","","","","","","","",""
"2014","66 and older","higher education","","","","","","","","",""
"2014","66 and older","higher vocational","","","","","","","","",""
"2014","66 and older","in school","","","","","","","","",""
"2014","66 and older","inadequately","","","","","","","","",""
"2014","66 and older","middle vocational","","","","","","","","",""
"2014","66 and older","vocational + Abi","","","","","","","","",""
"2015","16-34 y.","general elemantary","2.97","3","1120","2.86","3.08","1","1","4","6"
"2015","16-34 y.","higher education","2.62","2","1169","2.54","2.7","1","2","4","5"
"2015","16-34 y.","higher vocational","2.62","2","127","2.33","2.91","1","2","3","5"
"2015","16-34 y.","in school","2.85","3","376","2.69","3.01","1","2","4","5"
"2015","16-34 y.","inadequately","3.18","2","175","2.85","3.51","1","1","5","7"
"2015","16-34 y.","middle vocational","2.85","2","2604","2.79","2.91","1","2","4","5"
"2015","16-34 y.","vocational + Abi","2.71","2","536","2.58","2.84","1","2","3","5"
"2015","35-65 y.","general elemantary","3.01","2","1153","2.9","3.12","1","1","4","6"
"2015","35-65 y.","higher education","2.6","2","4046","2.56","2.64","1","1","3","5"
"2015","35-65 y.","higher vocational","2.94","2","1065","2.84","3.04","1","2","4","5"
"2015","35-65 y.","in school","","","","","","","","",""
"2015","35-65 y.","inadequately","3.34","3","295","3.11","3.57","1","1","5","7"
"2015","35-65 y.","middle vocational","2.97","3","7013","2.93","3.01","1","2","4","6"
"2015","35-65 y.","vocational + Abi","2.74","2","1471","2.66","2.82","1","1","4","5"
"2015","66 and older","general elemantary","2.71","2","655","2.58","2.84","1","1","4","5"
"2015","66 and older","higher education","2.66","2","1191","2.57","2.75","1","1","4","5"
"2015","66 and older","higher vocational","2.96","3","346","2.79","3.13","1","2","4","5"
"2015","66 and older","in school","","","","","","","","",""
"2015","66 and older","inadequately","2.91","3","40","2.36","3.46","1","1","4","5"
"2015","66 and older","middle vocational","2.83","2","2545","2.76","2.9","1","1","4","5"
"2015","66 and older","vocational + Abi","2.4","2","139","2.12","2.68","1","1","3","5"
"2016","16-34 y.","general elemantary","2.47","1","499","2.31","2.63","1","1","4","6"
"2016","16-34 y.","higher education","2.42","1","419","2.28","2.56","1","1","4","5"
"2016","16-34 y.","higher vocational","","","","","","","","",""
"2016","16-34 y.","in school","","","","","","","","",""
"2016","16-34 y.","inadequately","2.28","1","872","2.15","2.41","1","1","3","6"
"2016","16-34 y.","middle vocational","1.88","1","440","1.73","2.03","1","1","2","4"
"2016","16-34 y.","vocational + Abi","2.68","2.36","54","2.17","3.19","1","1","3","4"
"2016","35-65 y.","general elemantary","1.77","1","319","1.62","1.92","1","1","2","4"
"2016","35-65 y.","higher education","1.69","1","340","1.56","1.82","1","1","2","3"
"2016","35-65 y.","higher vocational","","","","","","","","",""
"2016","35-65 y.","in school","","","","","","","","",""
"2016","35-65 y.","inadequately","2.01","1","624","1.87","2.15","1","1","3","5"
"2016","35-65 y.","middle vocational","2.41","1","335","2.26","2.56","1","1","4","6"
"2016","35-65 y.","vocational + Abi","1.68","1","55","1.36","2","1","1","2","2"
"2016","66 and older","general elemantary","","","","","","","","",""
"2016","66 and older","higher education","","","","","","","","",""
"2016","66 and older","higher vocational","","","","","","","","",""
"2016","66 and older","in school","","","","","","","","",""
"2016","66 and older","inadequately","","","","","","","","",""
"2016","66 and older","middle vocational","","","","","","","","",""
"2016","66 and older","vocational + Abi","","","","","","","","",""
"2017","16-34 y.","general elemantary","1.83","1","366","1.68","1.98","1","1","2","4"
"2017","16-34 y.","higher education","1.79","1","293","1.62","1.96","1","1","2","4"
"2017","16-34 y.","higher vocational","","","","","","","","",""
"2017","16-34 y.","in school","","","","","","","","",""
"2017","16-34 y.","inadequately","1.86","1","748","1.74","1.98","1","1","2","4"
"2017","16-34 y.","middle vocational","1.83","1","294","1.67","1.99","1","1","2","5"
"2017","16-34 y.","vocational + Abi","1.64","1","34","1.23","2.05","1","1","2","3"
"2017","35-65 y.","general elemantary","1.34","1","168","1.2","1.48","1","1","1","2"
"2017","35-65 y.","higher education","1.42","1","147","1.25","1.59","1","1","2","2"
"2017","35-65 y.","higher vocational","","","","","","","","",""
"2017","35-65 y.","in school","","","","","","","","",""
"2017","35-65 y.","inadequately","1.64","1","411","1.5","1.78","1","1","1","3"
"2017","35-65 y.","middle vocational","1.73","1","139","1.51","1.95","1","1","2","4"
"2017","35-65 y.","vocational + Abi","1.1","1","35","0.95","1.25","1","1","1","1"
"2017","66 and older","general elemantary","","","","","","","","",""
"2017","66 and older","higher education","","","","","","","","",""
"2017","66 and older","higher vocational","","","","","","","","",""
"2017","66 and older","in school","","","","","","","","",""
"2017","66 and older","inadequately","","","","","","","","",""
"2017","66 and older","middle vocational","","","","","","","","",""
"2017","66 and older","vocational + Abi","","","","","","","","",""
"2018","16-34 y.","general elemantary","1.81","1","71","1.48","2.14","1","1","3","4"
"2018","16-34 y.","higher education","","","","","","","","",""
"2018","16-34 y.","higher vocational","","","","","","","","",""
"2018","16-34 y.","in school","","","","","","","","",""
"2018","16-34 y.","inadequately","1.85","1","88","1.48","2.22","1","1","2","4"
"2018","16-34 y.","middle vocational","1.87","1","34","1.25","2.49","1","1","2","4"
"2018","16-34 y.","vocational + Abi","","","","","","","","",""
"2018","35-65 y.","general elemantary","","","","","","","","",""
"2018","35-65 y.","higher education","","","","","","","","",""
"2018","35-65 y.","higher vocational","","","","","","","","",""
"2018","35-65 y.","in school","","","","","","","","",""
"2018","35-65 y.","inadequately","2.17","1","68","1.79","2.55","1","1","2","6"
"2018","35-65 y.","middle vocational","","","","","","","","",""
"2018","35-65 y.","vocational + Abi","","","","","","","","",""
"2018","66 and older","general elemantary","","","","","","","","",""
"2018","66 and older","higher education","","","","","","","","",""
"2018","66 and older","higher vocational","","","","","","","","",""
"2018","66 and older","in school","","","","","","","","",""
"2018","66 and older","inadequately","","","","","","","","",""
"2018","66 and older","middle vocational","","","","","","","","",""
"2018","66 and older","vocational + Abi","","","","","","","","",""
"2019","16-34 y.","general elemantary","2.21","1.44","37","1.59","2.83","1","1","3","4"
"2019","16-34 y.","higher education","","","","","","","","",""
"2019","16-34 y.","higher vocational","","","","","","","","",""
"2019","16-34 y.","in school","","","","","","","","",""
"2019","16-34 y.","inadequately","2.03","1","56","1.53","2.53","1","1","3","5"
"2019","16-34 y.","middle vocational","","","","","","","","",""
"2019","16-34 y.","vocational + Abi","","","","","","","","",""
"2019","35-65 y.","general elemantary","","","","","","","","",""
"2019","35-65 y.","higher education","","","","","","","","",""
"2019","35-65 y.","higher vocational","","","","","","","","",""
"2019","35-65 y.","in school","","","","","","","","",""
"2019","35-65 y.","inadequately","1.97","1","71","1.59","2.35","1","1","3","4"
"2019","35-65 y.","middle vocational","","","","","","","","",""
"2019","35-65 y.","vocational + Abi","","","","","","","","",""
"2019","66 and older","general elemantary","","","","","","","","",""
"2019","66 and older","higher education","","","","","","","","",""
"2019","66 and older","higher vocational","","","","","","","","",""
"2019","66 and older","in school","","","","","","","","",""
"2019","66 and older","inadequately","","","","","","","","",""
"2019","66 and older","middle vocational","","","","","","","","",""
"2019","66 and older","vocational + Abi","","","","","","","","",""
