"plh0215","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","1-pers.-HH","general elemantary","68","0.150315387082168","0.116298406719327","0.184332367445008"
"3 on scale 1-7 ","2005","1-pers.-HH","middle vocational","220","0.140573244849818","0.123173904504596","0.15797258519504"
"3 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","19","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","higher vocational","29","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","higher education","46","0.0934075772664155","0.0692625284425531","0.117552626090278"
"3 on scale 1-7 ","2005","(Married) couple without C. ","in school","","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","11","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","115","0.164884614105808","0.137055393225589","0.192713834986028"
"3 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","511","0.140087346100426","0.128793520537283","0.151381171663568"
"3 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","37","0.158842372555513","0.120602502384656","0.197082242726371"
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","55","0.104863491503112","0.0793970955466981","0.130329887459525"
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher education","161","0.10642607632987","0.0915643381074925","0.121287814552248"
"3 on scale 1-7 ","2005","Single parent ","in school","9","","",""
"3 on scale 1-7 ","2005","Single parent ","inadequately","7","","",""
"3 on scale 1-7 ","2005","Single parent ","general elemantary","35","0.152134909328385","0.10320879391466","0.20106102474211"
"3 on scale 1-7 ","2005","Single parent ","middle vocational","77","0.140654495860507","0.111055916277327","0.170253075443686"
"3 on scale 1-7 ","2005","Single parent ","vocational + Abi","3","","",""
"3 on scale 1-7 ","2005","Single parent ","higher vocational","7","","",""
"3 on scale 1-7 ","2005","Single parent ","higher education","15","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","4","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","42","0.142100329472766","0.100606890370936","0.183593768574596"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","227","0.124107092309569","0.109009448969103","0.139204735650035"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","32","0.133794065622821","0.0961399657815132","0.171448165464129"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","25","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","81","0.0934748863611258","0.0737068749445395","0.113242897777712"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","23","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","5","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","55","0.135264289460946","0.102825291653246","0.167703287268646"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","248","0.154851341242592","0.137998020084792","0.171704662400392"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","19","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","21","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","54","0.0834975494408325","0.0618790050765126","0.105116093805152"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","23","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","8","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","29","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","76","0.142840221115866","0.116104537503008","0.169575904728724"
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","9","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","26","","",""
"4 on scale 1-7","2005","1-pers.-HH","in school","","","",""
"4 on scale 1-7","2005","1-pers.-HH","inadequately","5","","",""
"4 on scale 1-7","2005","1-pers.-HH","general elemantary","119","0.283151810112013","0.240268487194387","0.32603513302964"
"4 on scale 1-7","2005","1-pers.-HH","middle vocational","430","0.28936019369528","0.266660438572889","0.31205994881767"
"4 on scale 1-7","2005","1-pers.-HH","vocational + Abi","53","0.292233319349363","0.225233847351704","0.359232791347022"
"4 on scale 1-7","2005","1-pers.-HH","higher vocational","45","0.234293631874086","0.174996808637103","0.293590455111069"
"4 on scale 1-7","2005","1-pers.-HH","higher education","140","0.256665637279509","0.220424070823657","0.292907203735361"
"4 on scale 1-7","2005","(Married) couple without C. ","in school","1","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","inadequately","17","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","general elemantary","200","0.310792161505882","0.276082700338576","0.345501622673188"
"4 on scale 1-7","2005","(Married) couple without C. ","middle vocational","966","0.27771764496998","0.263143949462721","0.29229134047724"
"4 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","79","0.223279500209217","0.179713133549542","0.266845866868891"
"4 on scale 1-7","2005","(Married) couple without C. ","higher vocational","149","0.242611080693842","0.206980287955697","0.278241873431988"
"4 on scale 1-7","2005","(Married) couple without C. ","higher education","418","0.259896526353259","0.238760331833026","0.281032720873491"
"4 on scale 1-7","2005","Single parent ","in school","23","","",""
"4 on scale 1-7","2005","Single parent ","inadequately","2","","",""
"4 on scale 1-7","2005","Single parent ","general elemantary","57","0.254708701232897","0.195354996152258","0.314062406313537"
"4 on scale 1-7","2005","Single parent ","middle vocational","148","0.262765035000729","0.225293895006044","0.300236174995414"
"4 on scale 1-7","2005","Single parent ","vocational + Abi","12","","",""
"4 on scale 1-7","2005","Single parent ","higher vocational","14","","",""
"4 on scale 1-7","2005","Single parent ","higher education","23","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","7","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","78","0.263000210507588","0.210679290864793","0.315321130150383"
"4 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","515","0.3007060630896","0.279707657008018","0.321704469171182"
"4 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","83","0.259426581614181","0.210945247373587","0.307907915854775"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","110","0.273961315761207","0.23079145331371","0.317131178208703"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher education","223","0.286415219312704","0.255714650258619","0.31711578836679"
"4 on scale 1-7","2005","Couple + C. GT 16 ","in school","71","0.221470327216794","0.171756631179733","0.271184023253855"
"4 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","11","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","114","0.262339240304518","0.220614453860842","0.304064026748195"
"4 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","488","0.274017273985987","0.25323880366927","0.294795744302703"
"4 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","48","0.326137279419489","0.2560773323123","0.396197226526678"
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","60","0.23441955841153","0.176985793699877","0.291853323123182"
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher education","145","0.224295929565585","0.191698639307869","0.256893219823302"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","in school","48","0.168158157805138","0.122163161942553","0.214153153667723"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","6","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","64","0.274365734056068","0.218380047980879","0.330351420131257"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","188","0.260084091142871","0.226565695666928","0.293602486618814"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","12","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","31","0.261588480060326","0.176296824558379","0.346880135562273"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","81","0.301815642761587","0.248799542759632","0.354831742763543"
"5 on scale 1-7","2005","1-pers.-HH","in school","","","",""
"5 on scale 1-7","2005","1-pers.-HH","inadequately","7","","",""
"5 on scale 1-7","2005","1-pers.-HH","general elemantary","82","0.201397197303634","0.163224109699356","0.239570284907913"
"5 on scale 1-7","2005","1-pers.-HH","middle vocational","356","0.223295014304029","0.202447965975013","0.244142062633045"
"5 on scale 1-7","2005","1-pers.-HH","vocational + Abi","52","0.27053307085824","0.205088376648452","0.335977765068028"
"5 on scale 1-7","2005","1-pers.-HH","higher vocational","51","0.242736237000508","0.182714169560504","0.302758304440512"
"5 on scale 1-7","2005","1-pers.-HH","higher education","150","0.282845109927611","0.245476081126812","0.320214138728411"
"5 on scale 1-7","2005","(Married) couple without C. ","in school","2","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","inadequately","8","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","general elemantary","127","0.185004598483406","0.155883578656932","0.21412561830988"
"5 on scale 1-7","2005","(Married) couple without C. ","middle vocational","840","0.221867059346143","0.208346714592582","0.235387404099705"
"5 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","116","0.332232657237861","0.282957470287482","0.381507844188239"
"5 on scale 1-7","2005","(Married) couple without C. ","higher vocational","148","0.275643517427907","0.238501904265544","0.312785130590271"
"5 on scale 1-7","2005","(Married) couple without C. ","higher education","462","0.278890046241894","0.257277915270771","0.300502177213016"
"5 on scale 1-7","2005","Single parent ","in school","22","","",""
"5 on scale 1-7","2005","Single parent ","inadequately","4","","",""
"5 on scale 1-7","2005","Single parent ","general elemantary","43","0.206416196956527","0.151280711588931","0.261551682324123"
"5 on scale 1-7","2005","Single parent ","middle vocational","125","0.246107474730084","0.20943609273909","0.282778856721078"
"5 on scale 1-7","2005","Single parent ","vocational + Abi","11","","",""
"5 on scale 1-7","2005","Single parent ","higher vocational","18","","",""
"5 on scale 1-7","2005","Single parent ","higher education","29","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","5","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","62","0.237268738697835","0.186713091650489","0.287824385745181"
"5 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","489","0.249637247522493","0.229818523825699","0.269455971219287"
"5 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","83","0.265774922858644","0.216914764057282","0.314635081660006"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","116","0.284627462138444","0.240949668208939","0.328305256067949"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher education","236","0.274326207893848","0.244027091759559","0.304625324028138"
"5 on scale 1-7","2005","Couple + C. GT 16 ","in school","73","0.321753753614487","0.265824863047364","0.37768264418161"
"5 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","9","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","102","0.220683028291722","0.181348342252579","0.260017714330866"
"5 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","497","0.285532918243245","0.264491226120135","0.306574610366354"
"5 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","42","0.23211931945092","0.169025563378756","0.295213075523083"
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","55","0.260155978302369","0.20067721396556","0.319634742639178"
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher education","190","0.276801605980126","0.241836423623873","0.31176678833638"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","in school","81","0.298939233366944","0.242640253875861","0.355238212858027"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","3","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","75","0.30096885688376","0.24341661846181","0.35852109530571"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","165","0.242354488448685","0.209613355354939","0.275095621542432"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","19","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","29","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","75","0.293588983358899","0.240993257090149","0.34618470962765"
"6 on scale 1-7","2005","1-pers.-HH","in school","2","","",""
"6 on scale 1-7","2005","1-pers.-HH","inadequately","","","",""
"6 on scale 1-7","2005","1-pers.-HH","general elemantary","46","0.104596501415894","0.0754669943584187","0.133726008473369"
"6 on scale 1-7","2005","1-pers.-HH","middle vocational","217","0.142945519006037","0.125424211914331","0.160466826097742"
"6 on scale 1-7","2005","1-pers.-HH","vocational + Abi","29","","",""
"6 on scale 1-7","2005","1-pers.-HH","higher vocational","39","0.186515335389702","0.131983261658282","0.241047409121122"
"6 on scale 1-7","2005","1-pers.-HH","higher education","129","0.200266947818891","0.167061590826855","0.233472304810927"
"6 on scale 1-7","2005","(Married) couple without C. ","in school","","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","inadequately","2","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","general elemantary","79","0.102337220960416","0.079606607449692","0.12506783447114"
"6 on scale 1-7","2005","(Married) couple without C. ","middle vocational","563","0.149167845922989","0.137575428577865","0.160760263268113"
"6 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","69","0.150998317054674","0.113541155700064","0.188455478409284"
"6 on scale 1-7","2005","(Married) couple without C. ","higher vocational","109","0.19699454627388","0.163934988172046","0.230054104375713"
"6 on scale 1-7","2005","(Married) couple without C. ","higher education","385","0.216454687887704","0.196607641044175","0.236301734731234"
"6 on scale 1-7","2005","Single parent ","in school","32","0.282736441731297","0.195768387034246","0.369704496428349"
"6 on scale 1-7","2005","Single parent ","inadequately","1","","",""
"6 on scale 1-7","2005","Single parent ","general elemantary","21","","",""
"6 on scale 1-7","2005","Single parent ","middle vocational","96","0.204678305046302","0.170329037805544","0.23902757228706"
"6 on scale 1-7","2005","Single parent ","vocational + Abi","6","","",""
"6 on scale 1-7","2005","Single parent ","higher vocational","7","","",""
"6 on scale 1-7","2005","Single parent ","higher education","27","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","in school","1","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","6","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","35","0.137790717603755","0.0968288294872831","0.178752605720227"
"6 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","342","0.182389863292742","0.164706745542676","0.200072981042807"
"6 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","76","0.235729316520592","0.18878168730685","0.282676945734335"
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","103","0.233086562822332","0.192161631896848","0.274011493747817"
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher education","190","0.218870391076065","0.190791455051406","0.246949327100725"
"6 on scale 1-7","2005","Couple + C. GT 16 ","in school","67","0.23860885168857","0.187578579933402","0.289639123443738"
"6 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","3","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","71","0.189832203815532","0.15263531758489","0.227029090046173"
"6 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","299","0.15378933633106","0.136983357345653","0.170595315316466"
"6 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","36","0.195148625349788","0.13592098086738","0.254376269832196"
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","53","0.221862476775847","0.165531788772149","0.278193164779545"
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher education","160","0.245285941581993","0.211661868802546","0.27891001436144"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","in school","58","0.284182367283185","0.22871583786224","0.339648896704131"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","3","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","30","0.0995824191666571","0.0620102302699018","0.137154608063412"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","116","0.165785724477678","0.137370733748978","0.194200715206379"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","21","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","70","0.210162333702047","0.163108153786154","0.257216513617941"
"7 Strongly agree","2005","1-pers.-HH","in school","1","","",""
"7 Strongly agree","2005","1-pers.-HH","inadequately","3","","",""
"7 Strongly agree","2005","1-pers.-HH","general elemantary","17","","",""
"7 Strongly agree","2005","1-pers.-HH","middle vocational","135","0.0838093744741304","0.0699381041589939","0.097680644789267"
"7 Strongly agree","2005","1-pers.-HH","vocational + Abi","10","","",""
"7 Strongly agree","2005","1-pers.-HH","higher vocational","18","","",""
"7 Strongly agree","2005","1-pers.-HH","higher education","66","0.117649225924519","0.0909163203673481","0.14438213148169"
"7 Strongly agree","2005","(Married) couple without C. ","in school","1","","",""
"7 Strongly agree","2005","(Married) couple without C. ","inadequately","4","","",""
"7 Strongly agree","2005","(Married) couple without C. ","general elemantary","45","0.0669201416314262","0.0481798833425692","0.0856603999202832"
"7 Strongly agree","2005","(Married) couple without C. ","middle vocational","338","0.0957381647275053","0.086163929318206","0.105312400136805"
"7 Strongly agree","2005","(Married) couple without C. ","vocational + Abi","30","0.0823926594234969","0.0536274703591322","0.111157848487861"
"7 Strongly agree","2005","(Married) couple without C. ","higher vocational","51","0.0964355491426762","0.0718992621848538","0.120971836100499"
"7 Strongly agree","2005","(Married) couple without C. ","higher education","154","0.0877279633091768","0.0740943320624296","0.101361594555924"
"7 Strongly agree","2005","Single parent ","in school","14","","",""
"7 Strongly agree","2005","Single parent ","inadequately","1","","",""
"7 Strongly agree","2005","Single parent ","general elemantary","25","","",""
"7 Strongly agree","2005","Single parent ","middle vocational","51","0.0790651183666677","0.0560921518114174","0.102038084921918"
"7 Strongly agree","2005","Single parent ","vocational + Abi","8","","",""
"7 Strongly agree","2005","Single parent ","higher vocational","5","","",""
"7 Strongly agree","2005","Single parent ","higher education","19","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","in school","1","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","inadequately","5","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","general elemantary","23","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","middle vocational","160","0.0951079584229558","0.0816743659163597","0.108541550929552"
"7 Strongly agree","2005","Couple + C. LE 16 ","vocational + Abi","25","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","higher vocational","37","0.0821487984994123","0.0555695369386002","0.108728060060224"
"7 Strongly agree","2005","Couple + C. LE 16 ","higher education","80","0.0855525951599542","0.0665583713859901","0.104546818933918"
"7 Strongly agree","2005","Couple + C. GT 16 ","in school","20","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","inadequately","2","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","general elemantary","42","0.096704145206036","0.0686710076958515","0.124737282716221"
"7 Strongly agree","2005","Couple + C. GT 16 ","middle vocational","129","0.0710419250292976","0.0590740546876474","0.0830097953709477"
"7 Strongly agree","2005","Couple + C. GT 16 ","vocational + Abi","18","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","higher vocational","15","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","higher education","64","0.148713484713174","0.120907657450802","0.176519311975546"
"7 Strongly agree","2005","Couple + C. LE and GT 16","in school","32","0.120534651178882","0.0804944217953766","0.160574880562387"
"7 Strongly agree","2005","Couple + C. LE and GT 16","inadequately","2","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","general elemantary","25","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","middle vocational","72","0.133450030047848","0.107466910713489","0.159433149382208"
"7 Strongly agree","2005","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher vocational","9","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher education","27","","",""
"1 Strongly disagree","2006","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2006","1-pers.-HH","inadequately","","","",""
"1 Strongly disagree","2006","1-pers.-HH","general elemantary","","","",""
"1 Strongly disagree","2006","1-pers.-HH","middle vocational","","","",""
"1 Strongly disagree","2006","1-pers.-HH","vocational + Abi","","","",""
"1 Strongly disagree","2006","1-pers.-HH","higher vocational","","","",""
"1 Strongly disagree","2006","1-pers.-HH","higher education","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","in school","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","inadequately","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","general elemantary","","","",""
