"plh0215","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Baden-Württemberg","general elemantary","17","","",""
"1 Strongly disagree","2005","Baden-Württemberg","middle vocational","24","","",""
"1 Strongly disagree","2005","Baden-Württemberg","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Baden-Württemberg","higher vocational","2","","",""
"1 Strongly disagree","2005","Baden-Württemberg","higher education","2","","",""
"1 Strongly disagree","2005","Bavaria","in school","2","","",""
"1 Strongly disagree","2005","Bavaria","inadequately","3","","",""
"1 Strongly disagree","2005","Bavaria","general elemantary","27","","",""
"1 Strongly disagree","2005","Bavaria","middle vocational","42","0.0279109579648921","0.0195529250991838","0.0362689908306003"
"1 Strongly disagree","2005","Bavaria","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Bavaria","higher vocational","2","","",""
"1 Strongly disagree","2005","Bavaria","higher education","5","","",""
"1 Strongly disagree","2005","Berlin","in school","","","",""
"1 Strongly disagree","2005","Berlin","inadequately","2","","",""
"1 Strongly disagree","2005","Berlin","general elemantary","7","","",""
"1 Strongly disagree","2005","Berlin","middle vocational","8","","",""
"1 Strongly disagree","2005","Berlin","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Berlin","higher vocational","2","","",""
"1 Strongly disagree","2005","Berlin","higher education","4","","",""
"1 Strongly disagree","2005","Brandenburg","in school","","","",""
"1 Strongly disagree","2005","Brandenburg","inadequately","","","",""
"1 Strongly disagree","2005","Brandenburg","general elemantary","3","","",""
"1 Strongly disagree","2005","Brandenburg","middle vocational","15","","",""
"1 Strongly disagree","2005","Brandenburg","vocational + Abi","2","","",""
"1 Strongly disagree","2005","Brandenburg","higher vocational","2","","",""
"1 Strongly disagree","2005","Brandenburg","higher education","1","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","in school","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","inadequately","1","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","general elemantary","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","middle vocational","8","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","higher vocational","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","higher education","1","","",""
"1 Strongly disagree","2005","Saxony","in school","","","",""
"1 Strongly disagree","2005","Saxony","inadequately","","","",""
"1 Strongly disagree","2005","Saxony","general elemantary","8","","",""
"1 Strongly disagree","2005","Saxony","middle vocational","35","0.0488616789833712","0.0340430218018834","0.0636803361648589"
"1 Strongly disagree","2005","Saxony","vocational + Abi","1","","",""
"1 Strongly disagree","2005","Saxony","higher vocational","3","","",""
"1 Strongly disagree","2005","Saxony","higher education","2","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","in school","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","inadequately","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","general elemantary","4","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","middle vocational","18","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","vocational + Abi","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","higher vocational","7","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","higher education","2","","",""
"1 Strongly disagree","2005","Thuringia","in school","","","",""
"1 Strongly disagree","2005","Thuringia","inadequately","","","",""
"1 Strongly disagree","2005","Thuringia","general elemantary","1","","",""
"1 Strongly disagree","2005","Thuringia","middle vocational","13","","",""
"1 Strongly disagree","2005","Thuringia","vocational + Abi","","","",""
"1 Strongly disagree","2005","Thuringia","higher vocational","","","",""
"1 Strongly disagree","2005","Thuringia","higher education","1","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","in school","1","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","inadequately","2","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","general elemantary","10","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","middle vocational","23","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","higher vocational","1","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","higher education","2","","",""
"2 on scale 1-7 ","2005","Hamburg","in school","","","",""
"2 on scale 1-7 ","2005","Hamburg","inadequately","","","",""
"2 on scale 1-7 ","2005","Hamburg","general elemantary","1","","",""
"2 on scale 1-7 ","2005","Hamburg","middle vocational","3","","",""
"2 on scale 1-7 ","2005","Hamburg","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Hamburg","higher vocational","1","","",""
"2 on scale 1-7 ","2005","Hamburg","higher education","2","","",""
"2 on scale 1-7 ","2005","Lower Saxony","in school","2","","",""
"2 on scale 1-7 ","2005","Lower Saxony","inadequately","6","","",""
"2 on scale 1-7 ","2005","Lower Saxony","general elemantary","17","","",""
"2 on scale 1-7 ","2005","Lower Saxony","middle vocational","41","0.0463188325442613","0.0326932399699032","0.0599444251186194"
"2 on scale 1-7 ","2005","Lower Saxony","vocational + Abi","5","","",""
"2 on scale 1-7 ","2005","Lower Saxony","higher vocational","3","","",""
"2 on scale 1-7 ","2005","Lower Saxony","higher education","6","","",""
"2 on scale 1-7 ","2005","Bremen","in school","","","",""
"2 on scale 1-7 ","2005","Bremen","inadequately","","","",""
"2 on scale 1-7 ","2005","Bremen","general elemantary","1","","",""
"2 on scale 1-7 ","2005","Bremen","middle vocational","6","","",""
"2 on scale 1-7 ","2005","Bremen","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Bremen","higher vocational","1","","",""
"2 on scale 1-7 ","2005","Bremen","higher education","2","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","in school","2","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","inadequately","6","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","general elemantary","50","0.0807677028568385","0.0578495464375537","0.103685859276123"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","middle vocational","121","0.0616888824100051","0.0513045007188923","0.0720732641011179"
"2 on scale 1-7 ","2005","North Rhine-Westphalia","vocational + Abi","14","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","higher vocational","8","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","higher education","34","0.0403149209414569","0.0268355781885437","0.0537942636943702"
"2 on scale 1-7 ","2005","Hesse","in school","4","","",""
"2 on scale 1-7 ","2005","Hesse","inadequately","1","","",""
"2 on scale 1-7 ","2005","Hesse","general elemantary","15","","",""
"2 on scale 1-7 ","2005","Hesse","middle vocational","45","0.0553508828224649","0.0374810575593849","0.0732207080855448"
"2 on scale 1-7 ","2005","Hesse","vocational + Abi","2","","",""
"2 on scale 1-7 ","2005","Hesse","higher vocational","3","","",""
"2 on scale 1-7 ","2005","Hesse","higher education","10","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","in school","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","inadequately","1","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","general elemantary","19","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","middle vocational","35","0.0564102438315782","0.0385777040410808","0.0742427836220756"
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","vocational + Abi","3","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher vocational","6","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher education","5","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","in school","7","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","inadequately","12","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","general elemantary","42","0.123190220565384","0.0906970100121729","0.155683431118594"
"2 on scale 1-7 ","2005","Baden-Württemberg","middle vocational","66","0.0527958219991976","0.0398598601083183","0.065731783890077"
"2 on scale 1-7 ","2005","Baden-Württemberg","vocational + Abi","5","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","higher vocational","5","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","higher education","12","","",""
"2 on scale 1-7 ","2005","Bavaria","in school","3","","",""
"2 on scale 1-7 ","2005","Bavaria","inadequately","5","","",""
"2 on scale 1-7 ","2005","Bavaria","general elemantary","23","","",""
"2 on scale 1-7 ","2005","Bavaria","middle vocational","78","0.0519162368736366","0.0406588229084439","0.0631736508388293"
"2 on scale 1-7 ","2005","Bavaria","vocational + Abi","9","","",""
"2 on scale 1-7 ","2005","Bavaria","higher vocational","11","","",""
"2 on scale 1-7 ","2005","Bavaria","higher education","14","","",""
"2 on scale 1-7 ","2005","Berlin","in school","1","","",""
"2 on scale 1-7 ","2005","Berlin","inadequately","","","",""
"2 on scale 1-7 ","2005","Berlin","general elemantary","5","","",""
"2 on scale 1-7 ","2005","Berlin","middle vocational","13","","",""
"2 on scale 1-7 ","2005","Berlin","vocational + Abi","1","","",""
"2 on scale 1-7 ","2005","Berlin","higher vocational","2","","",""
"2 on scale 1-7 ","2005","Berlin","higher education","7","","",""
"2 on scale 1-7 ","2005","Brandenburg","in school","2","","",""
"2 on scale 1-7 ","2005","Brandenburg","inadequately","","","",""
"2 on scale 1-7 ","2005","Brandenburg","general elemantary","10","","",""
"2 on scale 1-7 ","2005","Brandenburg","middle vocational","25","","",""
"2 on scale 1-7 ","2005","Brandenburg","vocational + Abi","2","","",""
"2 on scale 1-7 ","2005","Brandenburg","higher vocational","4","","",""
"2 on scale 1-7 ","2005","Brandenburg","higher education","9","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","in school","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","general elemantary","4","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","middle vocational","11","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher vocational","2","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher education","3","","",""
"2 on scale 1-7 ","2005","Saxony","in school","1","","",""
"2 on scale 1-7 ","2005","Saxony","inadequately","1","","",""
"2 on scale 1-7 ","2005","Saxony","general elemantary","3","","",""
"2 on scale 1-7 ","2005","Saxony","middle vocational","47","0.0491730592556071","0.0343096932711532","0.064036425240061"
"2 on scale 1-7 ","2005","Saxony","vocational + Abi","2","","",""
"2 on scale 1-7 ","2005","Saxony","higher vocational","4","","",""
"2 on scale 1-7 ","2005","Saxony","higher education","12","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","in school","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","inadequately","1","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","general elemantary","8","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","middle vocational","23","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","vocational + Abi","1","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","higher vocational","4","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","higher education","4","","",""
"2 on scale 1-7 ","2005","Thuringia","in school","","","",""
"2 on scale 1-7 ","2005","Thuringia","inadequately","","","",""
"2 on scale 1-7 ","2005","Thuringia","general elemantary","3","","",""
"2 on scale 1-7 ","2005","Thuringia","middle vocational","30","0.0612120331158015","0.0408609913338684","0.0815630748977346"
"2 on scale 1-7 ","2005","Thuringia","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Thuringia","higher vocational","4","","",""
"2 on scale 1-7 ","2005","Thuringia","higher education","2","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","in school","2","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","inadequately","1","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","general elemantary","11","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","middle vocational","48","0.13930115890296","0.102387022323853","0.176215295482066"
"3 on scale 1-7 ","2005","Schleswig-Holstein","vocational + Abi","2","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","higher vocational","8","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","higher education","10","","",""
"3 on scale 1-7 ","2005","Hamburg","in school","2","","",""
"3 on scale 1-7 ","2005","Hamburg","inadequately","1","","",""
"3 on scale 1-7 ","2005","Hamburg","general elemantary","5","","",""
"3 on scale 1-7 ","2005","Hamburg","middle vocational","16","","",""
"3 on scale 1-7 ","2005","Hamburg","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Hamburg","higher vocational","5","","",""
"3 on scale 1-7 ","2005","Hamburg","higher education","6","","",""
"3 on scale 1-7 ","2005","Lower Saxony","in school","6","","",""
"3 on scale 1-7 ","2005","Lower Saxony","inadequately","1","","",""
"3 on scale 1-7 ","2005","Lower Saxony","general elemantary","29","","",""
"3 on scale 1-7 ","2005","Lower Saxony","middle vocational","99","0.122370103227891","0.101124534517619","0.143615671938164"
"3 on scale 1-7 ","2005","Lower Saxony","vocational + Abi","13","","",""
"3 on scale 1-7 ","2005","Lower Saxony","higher vocational","11","","",""
"3 on scale 1-7 ","2005","Lower Saxony","higher education","19","","",""
"3 on scale 1-7 ","2005","Bremen","in school","1","","",""
"3 on scale 1-7 ","2005","Bremen","inadequately","","","",""
"3 on scale 1-7 ","2005","Bremen","general elemantary","1","","",""
"3 on scale 1-7 ","2005","Bremen","middle vocational","6","","",""
"3 on scale 1-7 ","2005","Bremen","vocational + Abi","2","","",""
"3 on scale 1-7 ","2005","Bremen","higher vocational","","","",""
"3 on scale 1-7 ","2005","Bremen","higher education","2","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","in school","12","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","inadequately","14","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","general elemantary","83","0.142746022860168","0.113323159221905","0.17216888649843"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","middle vocational","283","0.132879399987303","0.118228228837883","0.147530571136724"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","vocational + Abi","34","0.126388966598358","0.0900385651532464","0.16273936804347"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","higher vocational","28","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","higher education","90","0.127442386902676","0.10459032227146","0.150294451533891"
"3 on scale 1-7 ","2005","Hesse","in school","1","","",""
"3 on scale 1-7 ","2005","Hesse","inadequately","2","","",""
"3 on scale 1-7 ","2005","Hesse","general elemantary","27","","",""
"3 on scale 1-7 ","2005","Hesse","middle vocational","84","0.114842764172419","0.0899263926003832","0.139759135744456"
"3 on scale 1-7 ","2005","Hesse","vocational + Abi","12","","",""
"3 on scale 1-7 ","2005","Hesse","higher vocational","6","","",""
"3 on scale 1-7 ","2005","Hesse","higher education","30","0.120620949815318","0.0840100225445066","0.157231877086129"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","in school","2","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","general elemantary","38","0.169597003247904","0.118597028099909","0.220596978395899"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","middle vocational","103","0.16806817828013","0.13916609026938","0.19697026629088"
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","vocational + Abi","8","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher vocational","10","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher education","21","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","in school","8","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","inadequately","9","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","general elemantary","79","0.226275236590717","0.18490732676375","0.267643146417685"
"3 on scale 1-7 ","2005","Baden-Württemberg","middle vocational","180","0.179296009984584","0.157106090219862","0.201485929749306"
"3 on scale 1-7 ","2005","Baden-Württemberg","vocational + Abi","17","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","higher vocational","18","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","higher education","42","0.132909748081424","0.101368515937467","0.164450980225381"
"3 on scale 1-7 ","2005","Bavaria","in school","7","","",""
"3 on scale 1-7 ","2005","Bavaria","inadequately","6","","",""
"3 on scale 1-7 ","2005","Bavaria","general elemantary","48","0.130476306137754","0.0945678876647423","0.166384724610766"
"3 on scale 1-7 ","2005","Bavaria","middle vocational","177","0.121998842153383","0.105391922738877","0.138605761567889"
"3 on scale 1-7 ","2005","Bavaria","vocational + Abi","12","","",""
"3 on scale 1-7 ","2005","Bavaria","higher vocational","20","","",""
"3 on scale 1-7 ","2005","Bavaria","higher education","51","0.0876657027260133","0.0642425183207647","0.111088887131262"
"3 on scale 1-7 ","2005","Berlin","in school","3","","",""
"3 on scale 1-7 ","2005","Berlin","inadequately","2","","",""
"3 on scale 1-7 ","2005","Berlin","general elemantary","5","","",""
"3 on scale 1-7 ","2005","Berlin","middle vocational","41","0.158524418709124","0.117997868386106","0.199050969032142"
"3 on scale 1-7 ","2005","Berlin","vocational + Abi","2","","",""
"3 on scale 1-7 ","2005","Berlin","higher vocational","6","","",""
"3 on scale 1-7 ","2005","Berlin","higher education","22","","",""
"3 on scale 1-7 ","2005","Brandenburg","in school","1","","",""
"3 on scale 1-7 ","2005","Brandenburg","inadequately","","","",""
"3 on scale 1-7 ","2005","Brandenburg","general elemantary","12","","",""
"3 on scale 1-7 ","2005","Brandenburg","middle vocational","80","0.172165418977262","0.136688311266338","0.207642526688186"
"3 on scale 1-7 ","2005","Brandenburg","vocational + Abi","2","","",""
"3 on scale 1-7 ","2005","Brandenburg","higher vocational","5","","",""
"3 on scale 1-7 ","2005","Brandenburg","higher education","18","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","in school","1","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","general elemantary","6","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","middle vocational","35","0.138966464790106","0.0968392015012788","0.181093728078933"
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","vocational + Abi","1","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher education","7","","",""
"3 on scale 1-7 ","2005","Saxony","in school","7","","",""
"3 on scale 1-7 ","2005","Saxony","inadequately","","","",""
"3 on scale 1-7 ","2005","Saxony","general elemantary","19","","",""
"3 on scale 1-7 ","2005","Saxony","middle vocational","113","0.137283108368468","0.113626879082664","0.160939337654272"
"3 on scale 1-7 ","2005","Saxony","vocational + Abi","4","","",""
"3 on scale 1-7 ","2005","Saxony","higher vocational","19","","",""
"3 on scale 1-7 ","2005","Saxony","higher education","32","0.0770458160464515","0.0493841340598279","0.104707498033075"
"3 on scale 1-7 ","2005","Saxony-Anhalt","in school","3","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","inadequately","1","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","general elemantary","7","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","middle vocational","57","0.13472367221199","0.102415022171312","0.167032322252668"
"3 on scale 1-7 ","2005","Saxony-Anhalt","vocational + Abi","5","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","higher vocational","6","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","higher education","21","","",""
"3 on scale 1-7 ","2005","Thuringia","in school","","","",""
"3 on scale 1-7 ","2005","Thuringia","inadequately","2","","",""
"3 on scale 1-7 ","2005","Thuringia","general elemantary","7","","",""
"3 on scale 1-7 ","2005","Thuringia","middle vocational","65","0.129702958689385","0.101180091380558","0.158225825998212"
"3 on scale 1-7 ","2005","Thuringia","vocational + Abi","3","","",""
"3 on scale 1-7 ","2005","Thuringia","higher vocational","5","","",""
"3 on scale 1-7 ","2005","Thuringia","higher education","17","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","in school","4","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","inadequately","1","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","general elemantary","21","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","middle vocational","119","0.313450518736704","0.263995524111137","0.362905513362272"
"4 on scale 1-7","2005","Schleswig-Holstein","vocational + Abi","10","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","higher vocational","15","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","higher education","29","","",""
"4 on scale 1-7","2005","Hamburg","in school","3","","",""
"4 on scale 1-7","2005","Hamburg","inadequately","","","",""
"4 on scale 1-7","2005","Hamburg","general elemantary","9","","",""
"4 on scale 1-7","2005","Hamburg","middle vocational","39","0.318760671001857","0.238962182434289","0.398559159569425"
"4 on scale 1-7","2005","Hamburg","vocational + Abi","9","","",""
"4 on scale 1-7","2005","Hamburg","higher vocational","3","","",""
"4 on scale 1-7","2005","Hamburg","higher education","18","","",""
"4 on scale 1-7","2005","Lower Saxony","in school","11","","",""
"4 on scale 1-7","2005","Lower Saxony","inadequately","4","","",""
"4 on scale 1-7","2005","Lower Saxony","general elemantary","71","0.29800637542941","0.240734103631412","0.355278647227407"
"4 on scale 1-7","2005","Lower Saxony","middle vocational","262","0.294887805491155","0.265325893976406","0.324449717005905"
"4 on scale 1-7","2005","Lower Saxony","vocational + Abi","29","","",""
"4 on scale 1-7","2005","Lower Saxony","higher vocational","32","0.265702247908446","0.183530918112096","0.347873577704796"
"4 on scale 1-7","2005","Lower Saxony","higher education","75","0.246562449569935","0.19687047340522","0.296254425734651"
"4 on scale 1-7","2005","Bremen","in school","","","",""
"4 on scale 1-7","2005","Bremen","inadequately","","","",""
"4 on scale 1-7","2005","Bremen","general elemantary","4","","",""
"4 on scale 1-7","2005","Bremen","middle vocational","16","","",""
"4 on scale 1-7","2005","Bremen","vocational + Abi","1","","",""
"4 on scale 1-7","2005","Bremen","higher vocational","1","","",""
"4 on scale 1-7","2005","Bremen","higher education","2","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","in school","32","0.18789368962414","0.12272018313307","0.253067196115209"
"4 on scale 1-7","2005","North Rhine-Westphalia","inadequately","18","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","general elemantary","137","0.250009188821334","0.213587998699892","0.286430378942776"
"4 on scale 1-7","2005","North Rhine-Westphalia","middle vocational","523","0.262621728167546","0.243627823405082","0.28161563293001"
"4 on scale 1-7","2005","North Rhine-Westphalia","vocational + Abi","74","0.283393070959526","0.234094913219853","0.332691228699198"
"4 on scale 1-7","2005","North Rhine-Westphalia","higher vocational","85","0.278426953607646","0.228450591435729","0.328403315779562"
"4 on scale 1-7","2005","North Rhine-Westphalia","higher education","200","0.27350367729689","0.242956595044952","0.304050759548827"
"4 on scale 1-7","2005","Hesse","in school","8","","",""
"4 on scale 1-7","2005","Hesse","inadequately","1","","",""
"4 on scale 1-7","2005","Hesse","general elemantary","47","0.290602620394039","0.219123895765551","0.362081345022526"
"4 on scale 1-7","2005","Hesse","middle vocational","161","0.292145810046086","0.25660768567832","0.327683934413853"
"4 on scale 1-7","2005","Hesse","vocational + Abi","28","","",""
"4 on scale 1-7","2005","Hesse","higher vocational","15","","",""
"4 on scale 1-7","2005","Hesse","higher education","79","0.258091771331817","0.208902150790718","0.307281391872916"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","in school","7","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","inadequately","5","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","general elemantary","54","0.319098124422185","0.255751888407735","0.382444360436636"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","middle vocational","165","0.276350980427968","0.241785937672066","0.310916023183871"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","vocational + Abi","13","","",""
