"plh0215","year","regtyp","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2009","Rural Area","165","0.0293828859833831","0.0251829901059525","0.0335827818608137"
"2 on scale 1-7 ","2009","Urban Area","674","0.0576180404652943","0.0534029512956456","0.061833129634943"
"2 on scale 1-7 ","2009","Rural Area","411","0.0633435093232553","0.0572857981873311","0.0694012204591796"
"3 on scale 1-7 ","2009","Urban Area","1691","0.148615344657305","0.142180933950775","0.155049755363836"
"3 on scale 1-7 ","2009","Rural Area","881","0.134654477869603","0.126165165737521","0.143143790001686"
"4 on scale 1-7","2009","Urban Area","3093","0.259888060588858","0.251954723429193","0.267821397748524"
"4 on scale 1-7","2009","Rural Area","1768","0.289036764410976","0.277763039286065","0.300310489535888"
"5 on scale 1-7","2009","Urban Area","2931","0.244719118883615","0.236942295457499","0.252495942309732"
"5 on scale 1-7","2009","Rural Area","1494","0.235346548935503","0.224796521961668","0.245896575909339"
"6 on scale 1-7","2009","Urban Area","2037","0.17040754662102","0.163606263546692","0.177208829695347"
"6 on scale 1-7","2009","Rural Area","1036","0.166973068364312","0.157697937164784","0.176248199563839"
"7 Strongly agree","2009","Urban Area","1008","0.0860706913973429","0.080997304408312","0.0911440783863737"
"7 Strongly agree","2009","Rural Area","456","0.0812627451129669","0.074467443551146","0.0880580466747879"
"1 Strongly disagree","2010","Urban Area","","","",""
"1 Strongly disagree","2010","Rural Area","","","",""
"2 on scale 1-7 ","2010","Urban Area","","","",""
"2 on scale 1-7 ","2010","Rural Area","","","",""
"3 on scale 1-7 ","2010","Urban Area","","","",""
"3 on scale 1-7 ","2010","Rural Area","","","",""
"4 on scale 1-7","2010","Urban Area","","","",""
"4 on scale 1-7","2010","Rural Area","","","",""
"5 on scale 1-7","2010","Urban Area","","","",""
"5 on scale 1-7","2010","Rural Area","","","",""
"6 on scale 1-7","2010","Urban Area","","","",""
"6 on scale 1-7","2010","Rural Area","","","",""
"7 Strongly agree","2010","Urban Area","","","",""
"7 Strongly agree","2010","Rural Area","","","",""
"1 Strongly disagree","2011","Urban Area","","","",""
"1 Strongly disagree","2011","Rural Area","","","",""
"2 on scale 1-7 ","2011","Urban Area","","","",""
"2 on scale 1-7 ","2011","Rural Area","","","",""
"3 on scale 1-7 ","2011","Urban Area","","","",""
"3 on scale 1-7 ","2011","Rural Area","","","",""
"4 on scale 1-7","2011","Urban Area","","","",""
"4 on scale 1-7","2011","Rural Area","","","",""
"5 on scale 1-7","2011","Urban Area","","","",""
"5 on scale 1-7","2011","Rural Area","","","",""
"6 on scale 1-7","2011","Urban Area","","","",""
"6 on scale 1-7","2011","Rural Area","","","",""
"7 Strongly agree","2011","Urban Area","","","",""
"7 Strongly agree","2011","Rural Area","","","",""
"1 Strongly disagree","2012","Urban Area","54","0.0117705822162719","0.00859820759061684","0.014942956841927"
"1 Strongly disagree","2012","Rural Area","31","0.0102683436291588","0.00645020465236322","0.0140864826059544"
"2 on scale 1-7 ","2012","Urban Area","172","0.0390686540116594","0.0333694131595008","0.044767894863818"
"2 on scale 1-7 ","2012","Rural Area","101","0.0382865578657598","0.0310189947958062","0.0455541209357134"
"3 on scale 1-7 ","2012","Urban Area","408","0.089245783640348","0.0808598570779143","0.0976317102027818"
"3 on scale 1-7 ","2012","Rural Area","247","0.082956186604583","0.072509892776617","0.093402480432549"
"4 on scale 1-7","2012","Urban Area","993","0.222923939979557","0.210681535452691","0.235166344506422"
"4 on scale 1-7","2012","Rural Area","591","0.219906297941971","0.204219473932115","0.235593121951826"
"5 on scale 1-7","2012","Urban Area","1271","0.281313895279271","0.268088099202394","0.294539691356148"
"5 on scale 1-7","2012","Rural Area","777","0.284848613969923","0.26775441115674","0.301942816783106"
"6 on scale 1-7","2012","Urban Area","1066","0.239490094744066","0.226936941767318","0.252043247720814"
"6 on scale 1-7","2012","Rural Area","632","0.24317092652647","0.226923015470971","0.259418837581969"
"7 Strongly agree","2012","Urban Area","476","0.116187050128827","0.106761305938223","0.125612794319431"
"7 Strongly agree","2012","Rural Area","299","0.120563073462135","0.108230539826092","0.132895607098178"
"1 Strongly disagree","2013","Urban Area","284","0.0272413847932057","0.0243505468074945","0.0301322227789168"
"1 Strongly disagree","2013","Rural Area","114","0.0183547997095892","0.015124725828215","0.0215848735909633"
"2 on scale 1-7 ","2013","Urban Area","583","0.0493254851747395","0.0454799372492219","0.0531710331002571"
"2 on scale 1-7 ","2013","Rural Area","299","0.0457562550320864","0.040728023648792","0.0507844864153808"
"3 on scale 1-7 ","2013","Urban Area","1370","0.116431345273433","0.110735453517748","0.122127237029117"
"3 on scale 1-7 ","2013","Rural Area","791","0.116313316976646","0.108598524770656","0.124028109182636"
"4 on scale 1-7","2013","Urban Area","3029","0.243304481761363","0.235684704879954","0.250924258642772"
"4 on scale 1-7","2013","Rural Area","1811","0.274597257065606","0.263857411126737","0.285337103004474"
"5 on scale 1-7","2013","Urban Area","3288","0.262954117472696","0.255136149815808","0.270772085129583"
"5 on scale 1-7","2013","Rural Area","1814","0.265775206824834","0.255145235019321","0.276405178630347"
"6 on scale 1-7","2013","Urban Area","2486","0.208608572433701","0.201393040288941","0.21582410457846"
"6 on scale 1-7","2013","Rural Area","1239","0.180772454233425","0.17151207531006","0.190032833156791"
"7 Strongly agree","2013","Urban Area","1141","0.0921346130908627","0.0869985688391099","0.0972706573426155"
"7 Strongly agree","2013","Rural Area","566","0.0984307101578141","0.0912622607975997","0.105599159518029"
"1 Strongly disagree","2014","Urban Area","","","",""
"1 Strongly disagree","2014","Rural Area","","","",""
"2 on scale 1-7 ","2014","Urban Area","","","",""
"2 on scale 1-7 ","2014","Rural Area","","","",""
"3 on scale 1-7 ","2014","Urban Area","","","",""
"3 on scale 1-7 ","2014","Rural Area","","","",""
"4 on scale 1-7","2014","Urban Area","","","",""
"4 on scale 1-7","2014","Rural Area","","","",""
"5 on scale 1-7","2014","Urban Area","","","",""
"5 on scale 1-7","2014","Rural Area","","","",""
"6 on scale 1-7","2014","Urban Area","","","",""
"6 on scale 1-7","2014","Rural Area","","","",""
"7 Strongly agree","2014","Urban Area","","","",""
"7 Strongly agree","2014","Rural Area","","","",""
"1 Strongly disagree","2015","Urban Area","","","",""
"1 Strongly disagree","2015","Rural Area","","","",""
"2 on scale 1-7 ","2015","Urban Area","","","",""
"2 on scale 1-7 ","2015","Rural Area","","","",""
"3 on scale 1-7 ","2015","Urban Area","","","",""
"3 on scale 1-7 ","2015","Rural Area","","","",""
"4 on scale 1-7","2015","Urban Area","","","",""
"4 on scale 1-7","2015","Rural Area","","","",""
"5 on scale 1-7","2015","Urban Area","","","",""
"5 on scale 1-7","2015","Rural Area","","","",""
"6 on scale 1-7","2015","Urban Area","","","",""
"6 on scale 1-7","2015","Rural Area","","","",""
"7 Strongly agree","2015","Urban Area","","","",""
"7 Strongly agree","2015","Rural Area","","","",""
"1 Strongly disagree","2016","Urban Area","","","",""
"1 Strongly disagree","2016","Rural Area","","","",""
"2 on scale 1-7 ","2016","Urban Area","","","",""
"2 on scale 1-7 ","2016","Rural Area","","","",""
"3 on scale 1-7 ","2016","Urban Area","","","",""
"3 on scale 1-7 ","2016","Rural Area","","","",""
"4 on scale 1-7","2016","Urban Area","","","",""
"4 on scale 1-7","2016","Rural Area","","","",""
"5 on scale 1-7","2016","Urban Area","","","",""
"5 on scale 1-7","2016","Rural Area","","","",""
"6 on scale 1-7","2016","Urban Area","","","",""
"6 on scale 1-7","2016","Rural Area","","","",""
"7 Strongly agree","2016","Urban Area","","","",""
"7 Strongly agree","2016","Rural Area","","","",""
"1 Strongly disagree","2017","Urban Area","420","0.0214537803070292","0.0193950753705008","0.0235124852435576"
"1 Strongly disagree","2017","Rural Area","188","0.0183567820106608","0.0157474653348862","0.0209660986864355"
"2 on scale 1-7 ","2017","Urban Area","833","0.0475791643664533","0.0445545196491926","0.0506038090837141"
"2 on scale 1-7 ","2017","Rural Area","479","0.0536854405260672","0.0493041939007419","0.0580666871513926"
"3 on scale 1-7 ","2017","Urban Area","1903","0.110203820312657","0.105754485240085","0.114653155385229"
"3 on scale 1-7 ","2017","Rural Area","992","0.106741678931396","0.100739523616608","0.112743834246183"
"4 on scale 1-7","2017","Urban Area","4285","0.239202016743759","0.233140677179332","0.245263356308187"
"4 on scale 1-7","2017","Rural Area","2443","0.245802344610955","0.237433080392592","0.254171608829318"
"5 on scale 1-7","2017","Urban Area","5013","0.265190654313135","0.258918482265065","0.271462826361205"
"5 on scale 1-7","2017","Rural Area","2659","0.261936744071055","0.253390079019836","0.270483409122273"
"6 on scale 1-7","2017","Urban Area","4225","0.21893039940175","0.213054837285497","0.224805961518003"
"6 on scale 1-7","2017","Rural Area","2247","0.220197152001781","0.212142441487563","0.228251862516"
"7 Strongly agree","2017","Urban Area","2349","0.0974401645552161","0.0932265139070859","0.101653815203346"
"7 Strongly agree","2017","Rural Area","1159","0.0932798578480848","0.0876268153716008","0.0989329003245688"
"1 Strongly disagree","2018","Urban Area","","","",""
"1 Strongly disagree","2018","Rural Area","","","",""
"2 on scale 1-7 ","2018","Urban Area","","","",""
"2 on scale 1-7 ","2018","Rural Area","","","",""
"3 on scale 1-7 ","2018","Urban Area","","","",""
"3 on scale 1-7 ","2018","Rural Area","","","",""
"4 on scale 1-7","2018","Urban Area","","","",""
"4 on scale 1-7","2018","Rural Area","","","",""
"5 on scale 1-7","2018","Urban Area","","","",""
"5 on scale 1-7","2018","Rural Area","","","",""
"6 on scale 1-7","2018","Urban Area","","","",""
"6 on scale 1-7","2018","Rural Area","","","",""
"7 Strongly agree","2018","Urban Area","","","",""
"7 Strongly agree","2018","Rural Area","","","",""
"1 Strongly disagree","2019","Urban Area","317","0.0258437987264591","0.0233350327490039","0.0283525647039144"
"1 Strongly disagree","2019","Rural Area","183","0.0223749223666738","0.0192905918484471","0.0254592528849006"
"2 on scale 1-7 ","2019","Urban Area","721","0.0462799402471318","0.0429581322215443","0.0496017482727192"
"2 on scale 1-7 ","2019","Rural Area","424","0.0509936920954153","0.0464060793141798","0.0555813048766509"
"3 on scale 1-7 ","2019","Urban Area","1722","0.120757639338728","0.115605598633214","0.125909680044241"
"3 on scale 1-7 ","2019","Rural Area","1006","0.121390668813989","0.114580081994378","0.1282012556336"
"4 on scale 1-7","2019","Urban Area","3690","0.243206913441687","0.236423563648316","0.249990263235058"
"4 on scale 1-7","2019","Rural Area","2402","0.284806057851647","0.275394088578325","0.294218027124969"
"5 on scale 1-7","2019","Urban Area","4217","0.281616086385453","0.274504365468359","0.288727807302547"
"5 on scale 1-7","2019","Rural Area","2332","0.265339726247453","0.256132296957005","0.2745471555379"
"6 on scale 1-7","2019","Urban Area","3190","0.198698824379697","0.192389785331982","0.205007863427412"
"6 on scale 1-7","2019","Rural Area","1689","0.173491861457659","0.16559495313193","0.181388769783388"
"7 Strongly agree","2019","Urban Area","1509","0.083596797480845","0.0792205104781044","0.0879730844835856"
"7 Strongly agree","2019","Rural Area","797","0.0816030711671628","0.0758940396688056","0.0873121026655199"
