"plh0215","year","sampreg","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2017","East Germany","1587","0.261169094066351","0.250133902964097","0.272204285168605"
"6 on scale 1-7","2017","West Germany","5126","0.219678258355146","0.214340028083212","0.22501648862708"
"6 on scale 1-7","2017","East Germany","1346","0.217659298612424","0.207292778004837","0.228025819220011"
"7 Strongly agree","2017","West Germany","2855","0.0975563785914926","0.0937307325403919","0.101382024642593"
"7 Strongly agree","2017","East Germany","653","0.0893699224807432","0.0822033231265164","0.0965365218349699"
"1 Strongly disagree","2018","West Germany","","","",""
"1 Strongly disagree","2018","East Germany","","","",""
"2 on scale 1-7 ","2018","West Germany","","","",""
"2 on scale 1-7 ","2018","East Germany","","","",""
"3 on scale 1-7 ","2018","West Germany","","","",""
"3 on scale 1-7 ","2018","East Germany","","","",""
"4 on scale 1-7","2018","West Germany","","","",""
"4 on scale 1-7","2018","East Germany","","","",""
"5 on scale 1-7","2018","West Germany","","","",""
"5 on scale 1-7","2018","East Germany","","","",""
"6 on scale 1-7","2018","West Germany","","","",""
"6 on scale 1-7","2018","East Germany","","","",""
"7 Strongly agree","2018","West Germany","","","",""
"7 Strongly agree","2018","East Germany","","","",""
"1 Strongly disagree","2019","West Germany","411","0.024297213247012","0.0221677467962499","0.0264266796977742"
"1 Strongly disagree","2019","East Germany","117","0.0260888091369953","0.0218974605836981","0.0302801576902926"
"2 on scale 1-7 ","2019","West Germany","931","0.0464256601781459","0.0435156794089153","0.0493356409473766"
"2 on scale 1-7 ","2019","East Germany","276","0.0537971081086078","0.0478645968197709","0.0597296193974448"
"3 on scale 1-7 ","2019","West Germany","2186","0.118014156890526","0.113552135395859","0.122476178385192"
"3 on scale 1-7 ","2019","East Germany","687","0.129143744309695","0.120325606181334","0.137961882438056"
"4 on scale 1-7","2019","West Germany","4975","0.251369925269246","0.245370300493069","0.257369550045424"
"4 on scale 1-7","2019","East Germany","1425","0.269272493981391","0.25760867699748","0.280936310965302"
"5 on scale 1-7","2019","West Germany","5475","0.278751093092871","0.272549765552518","0.284952420633224"
"5 on scale 1-7","2019","East Germany","1456","0.263749661005537","0.25216253629007","0.275336785721004"
"6 on scale 1-7","2019","West Germany","4114","0.194806531823451","0.189328990334202","0.200284073312701"
"6 on scale 1-7","2019","East Germany","1098","0.181062225822662","0.170936961909888","0.191187489735436"
"7 Strongly agree","2019","West Germany","1991","0.0863354194987481","0.0824510396425623","0.0902197993549338"
"7 Strongly agree","2019","East Germany","497","0.0768859576351116","0.069880795924222","0.0838911193460011"
