"ple0018","year","migback","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes","2015","indirect migration background","Male","59","0.0658469453956177","0.0481325049515845","0.0835613858396509","1"
"Yes","2015","indirect migration background","Female","57","0.0623702004248246","0.0463926195123536","0.0783477813372956","1"
"No","2016","no migration background","Male","","","","","2"
"No","2016","no migration background","Female","","","","","2"
"No","2016","direct migration background","Male","","","","","2"
"No","2016","direct migration background","Female","","","","","2"
"No","2016","indirect migration background","Male","","","","","2"
"No","2016","indirect migration background","Female","","","","","2"
"Yes","2016","direct migration background","Male","","","","","1"
"Yes","2016","direct migration background","Female","","","","","1"
"Yes","2016","no migration background","Male","","","","","1"
"Yes","2016","no migration background","Female","","","","","1"
"Yes","2016","indirect migration background","Male","","","","","1"
"Yes","2016","indirect migration background","Female","","","","","1"
"No","2017","no migration background","Male","6682","0.698776409768272","0.6895346322306","0.708018187305945","2"
"No","2017","no migration background","Female","8106","0.70100002946154","0.692394690377964","0.709605368545116","2"
"No","2017","direct migration background","Male","1709","0.776874666953963","0.758995248995102","0.794754084912824","2"
"No","2017","direct migration background","Female","2179","0.804448939525835","0.789159303508287","0.819738575543383","2"
"No","2017","indirect migration background","Male","715","0.917838111989079","0.898676685461893","0.936999538516264","2"
"No","2017","indirect migration background","Female","862","0.934760121560982","0.9188545508238","0.950665692298163","2"
"Yes","2017","direct migration background","Male","374","0.223125333046037","0.205245915087176","0.241004751004898","1"
"Yes","2017","direct migration background","Female","406","0.195551060474165","0.180261424456617","0.210840696491713","1"
"Yes","2017","indirect migration background","Male","74","0.0821618880109213","0.0630004614837355","0.101323314538107","1"
"Yes","2017","no migration background","Male","2785","0.301223590231728","0.291981812694055","0.3104653677694","1"
"Yes","2017","no migration background","Female","2767","0.29899997053846","0.290394631454884","0.307605309622036","1"
"Yes","2017","indirect migration background","Female","64","0.0652398784390184","0.0493343077018369","0.0811454491762","1"
"No","2018","no migration background","Male","","","","","2"
"No","2018","no migration background","Female","","","","","2"
"No","2018","direct migration background","Male","","","","","2"
"No","2018","direct migration background","Female","","","","","2"
"No","2018","indirect migration background","Male","","","","","2"
"No","2018","indirect migration background","Female","","","","","2"
"Yes","2018","direct migration background","Male","","","","","1"
"Yes","2018","direct migration background","Female","","","","","1"
"Yes","2018","indirect migration background","Male","","","","","1"
"Yes","2018","no migration background","Male","","","","","1"
"Yes","2018","indirect migration background","Female","","","","","1"
"Yes","2018","no migration background","Female","","","","","1"
"No","2019","no migration background","Male","6818","0.686918391392578","0.677738706150834","0.696098076634322","2"
"No","2019","no migration background","Female","7737","0.706443879457124","0.697732654880539","0.71515510403371","2"
"No","2019","direct migration background","Male","1396","0.772506442950205","0.752842908783998","0.792169977116413","2"
"No","2019","direct migration background","Female","1727","0.779966983418166","0.762303336357494","0.797630630478839","2"
"No","2019","indirect migration background","Male","692","0.895826459447973","0.874697360658437","0.916955558237509","2"
"No","2019","indirect migration background","Female","824","0.905627171842592","0.886601383775461","0.924652959909723","2"
"Yes","2019","direct migration background","Male","350","0.227493557049795","0.207830022883587","0.247157091216002","1"
"Yes","2019","direct migration background","Female","386","0.220033016581834","0.202369369521161","0.237696663642506","1"
"Yes","2019","no migration background","Male","2986","0.313081608607422","0.303901923365678","0.322261293849166","1"
"Yes","2019","indirect migration background","Male","111","0.104173540552027","0.0830444417624914","0.125302639341563","1"
"Yes","2019","indirect migration background","Female","83","0.0943728281574079","0.0753470400902767","0.113398616224539","1"
"Yes","2019","no migration background","Female","2761","0.293556120542876","0.28484489596629","0.302267345119461","1"
