"ple0018","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2011","66 and older","middle vocational","1415","0.529128607123907","0.510202484990925","0.548054729256889"
"No","2011","66 and older","vocational + Abi","65","0.524829000418507","0.438316874937289","0.611341125899725"
"No","2011","66 and older","higher vocational","197","0.513626391319966","0.463504774078112","0.56374800856182"
"No","2011","66 and older","higher education","591","0.509860595247392","0.480251402626482","0.539469787868303"
"Yes","2012","16-34 y.","in school","","","",""
"Yes","2012","16-34 y.","inadequately","","","",""
"Yes","2012","16-34 y.","general elemantary","","","",""
"Yes","2012","16-34 y.","middle vocational","","","",""
"Yes","2012","16-34 y.","vocational + Abi","","","",""
"Yes","2012","16-34 y.","higher vocational","","","",""
"Yes","2012","16-34 y.","higher education","","","",""
"Yes","2012","35-65 y.","in school","","","",""
"Yes","2012","35-65 y.","inadequately","","","",""
"Yes","2012","35-65 y.","general elemantary","","","",""
"Yes","2012","35-65 y.","middle vocational","","","",""
"Yes","2012","35-65 y.","vocational + Abi","","","",""
"Yes","2012","35-65 y.","higher vocational","","","",""
"Yes","2012","35-65 y.","higher education","","","",""
"Yes","2012","66 and older","in school","","","",""
"Yes","2012","66 and older","inadequately","","","",""
"Yes","2012","66 and older","general elemantary","","","",""
"Yes","2012","66 and older","middle vocational","","","",""
"Yes","2012","66 and older","vocational + Abi","","","",""
"Yes","2012","66 and older","higher vocational","","","",""
"Yes","2012","66 and older","higher education","","","",""
"No","2012","16-34 y.","in school","","","",""
"No","2012","16-34 y.","inadequately","","","",""
"No","2012","16-34 y.","general elemantary","","","",""
"No","2012","16-34 y.","middle vocational","","","",""
"No","2012","16-34 y.","vocational + Abi","","","",""
"No","2012","16-34 y.","higher vocational","","","",""
"No","2012","16-34 y.","higher education","","","",""
"No","2012","35-65 y.","in school","","","",""
"No","2012","35-65 y.","inadequately","","","",""
"No","2012","35-65 y.","general elemantary","","","",""
"No","2012","35-65 y.","middle vocational","","","",""
"No","2012","35-65 y.","vocational + Abi","","","",""
"No","2012","35-65 y.","higher vocational","","","",""
"No","2012","35-65 y.","higher education","","","",""
"No","2012","66 and older","in school","","","",""
"No","2012","66 and older","inadequately","","","",""
"No","2012","66 and older","general elemantary","","","",""
"No","2012","66 and older","middle vocational","","","",""
"No","2012","66 and older","vocational + Abi","","","",""
"No","2012","66 and older","higher vocational","","","",""
"No","2012","66 and older","higher education","","","",""
"Yes","2013","16-34 y.","in school","6","","",""
"Yes","2013","16-34 y.","inadequately","4","","",""
"Yes","2013","16-34 y.","general elemantary","23","","",""
"Yes","2013","16-34 y.","middle vocational","66","0.0448906838701517","0.0348013269991609","0.0549800407411424"
"Yes","2013","16-34 y.","vocational + Abi","21","","",""
"Yes","2013","16-34 y.","higher vocational","8","","",""
"Yes","2013","16-34 y.","higher education","22","","",""
"Yes","2013","35-65 y.","in school","","","",""
"Yes","2013","35-65 y.","inadequately","18","","",""
"Yes","2013","35-65 y.","general elemantary","176","0.30090060612146","0.265883006100411","0.335918206142509"
"Yes","2013","35-65 y.","middle vocational","1529","0.302509735596054","0.290115080374532","0.314904390817577"
"Yes","2013","35-65 y.","vocational + Abi","149","0.226448796672609","0.195265316265506","0.257632277079711"
"Yes","2013","35-65 y.","higher vocational","245","0.295032897549503","0.264849512636507","0.3252162824625"
"Yes","2013","35-65 y.","higher education","610","0.228383235738445","0.212382118627137","0.244384352849753"
"Yes","2013","66 and older","in school","","","",""
"Yes","2013","66 and older","inadequately","22","","",""
"Yes","2013","66 and older","general elemantary","374","0.516138964946691","0.480132881845168","0.552145048048214"
"Yes","2013","66 and older","middle vocational","1339","0.517280589852689","0.497942441900005","0.536618737805373"
"Yes","2013","66 and older","vocational + Abi","57","0.41546793426312","0.327295994868496","0.503639873657745"
"Yes","2013","66 and older","higher vocational","175","0.495498892418504","0.443341827452398","0.54765595738461"
"Yes","2013","66 and older","higher education","587","0.525541789099396","0.496768863509505","0.554314714689286"
"No","2013","16-34 y.","in school","254","0.971014819460067","0.950622700734863","0.991406938185271"
"No","2013","16-34 y.","inadequately","43","0.916024475609226","0.836732532032953","0.9953164191855"
"No","2013","16-34 y.","general elemantary","444","0.945659332235429","0.92509950350286","0.966219160967998"
"No","2013","16-34 y.","middle vocational","1552","0.955109316129848","0.945019959258858","0.965198673000839"
"No","2013","16-34 y.","vocational + Abi","270","0.923549579914329","0.893019942800213","0.954079217028444"
"No","2013","16-34 y.","higher vocational","95","0.951528843093159","0.910054248448224","0.993003437738094"
"No","2013","16-34 y.","higher education","655","0.969494965179066","0.956540714459836","0.982449215898295"
"No","2013","35-65 y.","in school","","","",""
"No","2013","35-65 y.","inadequately","81","0.765489791871226","0.682029274693592","0.84895030904886"
"No","2013","35-65 y.","general elemantary","483","0.69909939387854","0.664081793857491","0.734116993899589"
"No","2013","35-65 y.","middle vocational","3747","0.697490264403945","0.685095609182423","0.709884919625468"
"No","2013","35-65 y.","vocational + Abi","543","0.773551203327391","0.742367722920289","0.804734683734494"
"No","2013","35-65 y.","higher vocational","632","0.704967102450497","0.6747837175375","0.735150487363493"
"No","2013","35-65 y.","higher education","2034","0.771616764261555","0.755615647150247","0.787617881372863"
"No","2013","66 and older","in school","","","",""
"No","2013","66 and older","inadequately","27","","",""
"No","2013","66 and older","general elemantary","366","0.483861035053309","0.447854951951786","0.519867118154832"
"No","2013","66 and older","middle vocational","1226","0.482719410147311","0.463381262194627","0.502057558099995"
"No","2013","66 and older","vocational + Abi","63","0.58453206573688","0.496360126342255","0.672704005131504"
"No","2013","66 and older","higher vocational","178","0.504501107581496","0.45234404261539","0.556658172547602"
"No","2013","66 and older","higher education","570","0.474458210900604","0.445685285310714","0.503231136490495"
"Yes","2014","16-34 y.","in school","","","",""
"Yes","2014","16-34 y.","inadequately","","","",""
"Yes","2014","16-34 y.","general elemantary","","","",""
"Yes","2014","16-34 y.","middle vocational","","","",""
"Yes","2014","16-34 y.","vocational + Abi","","","",""
"Yes","2014","16-34 y.","higher vocational","","","",""
"Yes","2014","16-34 y.","higher education","","","",""
"Yes","2014","35-65 y.","in school","","","",""
"Yes","2014","35-65 y.","inadequately","","","",""
"Yes","2014","35-65 y.","general elemantary","","","",""
"Yes","2014","35-65 y.","middle vocational","","","",""
"Yes","2014","35-65 y.","vocational + Abi","","","",""
"Yes","2014","35-65 y.","higher vocational","","","",""
"Yes","2014","35-65 y.","higher education","","","",""
"Yes","2014","66 and older","in school","","","",""
"Yes","2014","66 and older","inadequately","","","",""
"Yes","2014","66 and older","general elemantary","","","",""
"Yes","2014","66 and older","middle vocational","","","",""
"Yes","2014","66 and older","vocational + Abi","","","",""
"Yes","2014","66 and older","higher vocational","","","",""
"Yes","2014","66 and older","higher education","","","",""
"No","2014","16-34 y.","in school","","","",""
"No","2014","16-34 y.","inadequately","","","",""
"No","2014","16-34 y.","general elemantary","","","",""
"No","2014","16-34 y.","middle vocational","","","",""
"No","2014","16-34 y.","vocational + Abi","","","",""
"No","2014","16-34 y.","higher vocational","","","",""
"No","2014","16-34 y.","higher education","","","",""
"No","2014","35-65 y.","in school","","","",""
"No","2014","35-65 y.","inadequately","","","",""
"No","2014","35-65 y.","general elemantary","","","",""
"No","2014","35-65 y.","middle vocational","","","",""
"No","2014","35-65 y.","vocational + Abi","","","",""
"No","2014","35-65 y.","higher vocational","","","",""
"No","2014","35-65 y.","higher education","","","",""
"No","2014","66 and older","in school","","","",""
"No","2014","66 and older","inadequately","","","",""
"No","2014","66 and older","general elemantary","","","",""
"No","2014","66 and older","middle vocational","","","",""
"No","2014","66 and older","vocational + Abi","","","",""
"No","2014","66 and older","higher vocational","","","",""
"No","2014","66 and older","higher education","","","",""
"Yes","2015","16-34 y.","in school","4","","",""
"Yes","2015","16-34 y.","inadequately","10","","",""
"Yes","2015","16-34 y.","general elemantary","43","0.0497925600375359","0.0362018551267075","0.0633832649483642"
"Yes","2015","16-34 y.","middle vocational","104","0.0379330517160782","0.030202764574823","0.0456633388573334"
"Yes","2015","16-34 y.","vocational + Abi","18","","",""
"Yes","2015","16-34 y.","higher vocational","5","","",""
"Yes","2015","16-34 y.","higher education","31","0.0374956326505738","0.0248503005515028","0.0501409647496448"
"Yes","2015","35-65 y.","in school","","","",""
"Yes","2015","35-65 y.","inadequately","54","0.263698202337555","0.208066662029248","0.319329742645861"
"Yes","2015","35-65 y.","general elemantary","243","0.266262720172728","0.239412478367465","0.29311296197799"
"Yes","2015","35-65 y.","middle vocational","1666","0.286154068446302","0.275422845115136","0.296885291777467"
"Yes","2015","35-65 y.","vocational + Abi","225","0.195722514676122","0.174759090438051","0.216685938914194"
"Yes","2015","35-65 y.","higher vocational","275","0.284644645324159","0.257505369306273","0.311783921342045"
"Yes","2015","35-65 y.","higher education","695","0.214929142176914","0.201933501742116","0.227924782611712"
"Yes","2015","66 and older","in school","","","",""
"Yes","2015","66 and older","inadequately","21","","",""
"Yes","2015","66 and older","general elemantary","345","0.514104041424239","0.476059839401996","0.552148243446482"
"Yes","2015","66 and older","middle vocational","1338","0.509006564303134","0.48960698123582","0.528406147370448"
"Yes","2015","66 and older","vocational + Abi","75","0.541673691674869","0.458841918985855","0.624505464363884"
"Yes","2015","66 and older","higher vocational","190","0.572652299629243","0.520602442254586","0.6247021570039"
"Yes","2015","66 and older","higher education","596","0.517359007943143","0.488943986980436","0.545774028905851"
"No","2015","16-34 y.","in school","348","0.99398748535103","0.98591150429967","1.00206346640239"
"No","2015","16-34 y.","inadequately","118","0.939240592056663","0.897856036104143","0.980625148009182"
"No","2015","16-34 y.","general elemantary","941","0.950207439962464","0.936616735051636","0.963798144873293"
"No","2015","16-34 y.","middle vocational","2242","0.962066948283922","0.954336661142667","0.969797235425177"
"No","2015","16-34 y.","vocational + Abi","428","0.964055538684132","0.946779360350541","0.981331717017723"
"No","2015","16-34 y.","higher vocational","118","0.949147348278307","0.910321660589509","0.987973035967105"
"No","2015","16-34 y.","higher education","836","0.962504367349426","0.949859035250355","0.975149699448497"
"No","2015","35-65 y.","in school","","","",""
"No","2015","35-65 y.","inadequately","187","0.736301797662445","0.680670257354139","0.791933337970752"
"No","2015","35-65 y.","general elemantary","798","0.733737279827272","0.70688703802201","0.760587521632535"
"No","2015","35-65 y.","middle vocational","5148","0.713845931553698","0.703114708222532","0.724577154884864"
"No","2015","35-65 y.","vocational + Abi","1151","0.804277485323877","0.783314061085806","0.825240909561949"
"No","2015","35-65 y.","higher vocational","787","0.715355354675841","0.688216078657955","0.742494630693727"
"No","2015","35-65 y.","higher education","3143","0.785070857823086","0.772075217388288","0.798066498257884"
"No","2015","66 and older","in school","","","",""
"No","2015","66 and older","inadequately","22","","",""
"No","2015","66 and older","general elemantary","318","0.485895958575761","0.447851756553518","0.523940160598004"
"No","2015","66 and older","middle vocational","1213","0.490993435696866","0.471593852629552","0.510393018764181"
"No","2015","66 and older","vocational + Abi","64","0.458326308325131","0.375494535636116","0.541158081014145"
"No","2015","66 and older","higher vocational","157","0.427347700370757","0.3752978429961","0.479397557745414"
"No","2015","66 and older","higher education","592","0.482640992056857","0.454225971094149","0.511056013019564"
"Yes","2016","16-34 y.","in school","","","",""
"Yes","2016","16-34 y.","inadequately","","","",""
"Yes","2016","16-34 y.","general elemantary","","","",""
"Yes","2016","16-34 y.","middle vocational","","","",""
"Yes","2016","16-34 y.","vocational + Abi","","","",""
"Yes","2016","16-34 y.","higher vocational","","","",""
"Yes","2016","16-34 y.","higher education","","","",""
"Yes","2016","35-65 y.","in school","","","",""
"Yes","2016","35-65 y.","inadequately","","","",""
"Yes","2016","35-65 y.","general elemantary","","","",""
"Yes","2016","35-65 y.","middle vocational","","","",""
"Yes","2016","35-65 y.","vocational + Abi","","","",""
"Yes","2016","35-65 y.","higher vocational","","","",""
"Yes","2016","35-65 y.","higher education","","","",""
"Yes","2016","66 and older","in school","","","",""
"Yes","2016","66 and older","inadequately","","","",""
"Yes","2016","66 and older","general elemantary","","","",""
"Yes","2016","66 and older","middle vocational","","","",""
"Yes","2016","66 and older","vocational + Abi","","","",""
"Yes","2016","66 and older","higher vocational","","","",""
"Yes","2016","66 and older","higher education","","","",""
"No","2016","16-34 y.","in school","","","",""
"No","2016","16-34 y.","inadequately","","","",""
"No","2016","16-34 y.","general elemantary","","","",""
"No","2016","16-34 y.","middle vocational","","","",""
"No","2016","16-34 y.","vocational + Abi","","","",""
"No","2016","16-34 y.","higher vocational","","","",""
"No","2016","16-34 y.","higher education","","","",""
"No","2016","35-65 y.","in school","","","",""
"No","2016","35-65 y.","inadequately","","","",""
"No","2016","35-65 y.","general elemantary","","","",""
"No","2016","35-65 y.","middle vocational","","","",""
"No","2016","35-65 y.","vocational + Abi","","","",""
"No","2016","35-65 y.","higher vocational","","","",""
"No","2016","35-65 y.","higher education","","","",""
"No","2016","66 and older","in school","","","",""
"No","2016","66 and older","inadequately","","","",""
"No","2016","66 and older","general elemantary","","","",""
"No","2016","66 and older","middle vocational","","","",""
"No","2016","66 and older","vocational + Abi","","","",""
"No","2016","66 and older","higher vocational","","","",""
"No","2016","66 and older","higher education","","","",""
"Yes","2017","16-34 y.","in school","3","","",""
"Yes","2017","16-34 y.","inadequately","5","","",""
"Yes","2017","16-34 y.","general elemantary","49","0.0431428179026165","0.0304992376526041","0.0557863981526289"
"Yes","2017","16-34 y.","middle vocational","93","0.0367585037008044","0.0293646746176709","0.044152332783938"
"Yes","2017","16-34 y.","vocational + Abi","25","","",""
"Yes","2017","16-34 y.","higher vocational","2","","",""
"Yes","2017","16-34 y.","higher education","37","0.0413459665649453","0.0293381606855784","0.0533537724443123"
"Yes","2017","35-65 y.","in school","","","",""
"Yes","2017","35-65 y.","inadequately","67","0.262151715334749","0.210820278047476","0.313483152622022"
"Yes","2017","35-65 y.","general elemantary","292","0.295207557336085","0.268844636485224","0.321570478186945"
"Yes","2017","35-65 y.","middle vocational","1871","0.297766978823581","0.287108712612007","0.308425245035155"
"Yes","2017","35-65 y.","vocational + Abi","287","0.209542140490629","0.18928130776969","0.229802973211569"
"Yes","2017","35-65 y.","higher vocational","304","0.290568492108501","0.263351587280864","0.317785396936138"
"Yes","2017","35-65 y.","higher education","778","0.194372111863313","0.182444188937888","0.206300034788739"
"Yes","2017","66 and older","in school","","","",""
"Yes","2017","66 and older","inadequately","22","","",""
"Yes","2017","66 and older","general elemantary","325","0.528473709692531","0.489306697264982","0.567640722120081"
"Yes","2017","66 and older","middle vocational","1366","0.529945483444743","0.510679270901187","0.549211695988299"
"Yes","2017","66 and older","vocational + Abi","79","0.566484806809041","0.484396675796813","0.648572937821269"
"Yes","2017","66 and older","higher vocational","174","0.498483679089514","0.446026686942075","0.550940671236953"
"Yes","2017","66 and older","higher education","650","0.511649893132379","0.484158400642411","0.539141385622347"
"No","2017","16-34 y.","in school","408","0.998733593422015","0.995295334426166","1.00217185241787"
"No","2017","16-34 y.","inadequately","127","0.969330039264426","0.939916074270968","0.998744004257884"
"No","2017","16-34 y.","general elemantary","943","0.956857182097384","0.944213601847371","0.969500762347396"
"No","2017","16-34 y.","middle vocational","2395","0.963241496299196","0.955847667216062","0.970635325382329"
"No","2017","16-34 y.","vocational + Abi","511","0.943451210217068","0.923897144222883","0.963005276211252"
"No","2017","16-34 y.","higher vocational","126","0.987301085404282","0.967903341798496","1.00669882901007"
"No","2017","16-34 y.","higher education","1019","0.958654033435055","0.946646227555688","0.970661839314422"
"No","2017","35-65 y.","in school","1","","",""
"No","2017","35-65 y.","inadequately","215","0.737848284665251","0.686516847377978","0.789179721952524"
"No","2017","35-65 y.","general elemantary","858","0.704792442663915","0.678429521813055","0.731155363514776"
"No","2017","35-65 y.","middle vocational","5200","0.702233021176419","0.691574754964845","0.712891287387992"
"No","2017","35-65 y.","vocational + Abi","1263","0.79045785950937","0.770197026788431","0.81071869223031"
"No","2017","35-65 y.","higher vocational","765","0.709431507891499","0.682214603063862","0.736648412719136"
"No","2017","35-65 y.","higher education","3450","0.805627888136687","0.793699965211261","0.817555811062112"
"No","2017","66 and older","in school","","","",""
"No","2017","66 and older","inadequately","21","","",""
"No","2017","66 and older","general elemantary","299","0.471526290307469","0.432359277879919","0.510693302735018"
"No","2017","66 and older","middle vocational","1212","0.470054516555257","0.450788304011701","0.489320729098813"
"No","2017","66 and older","vocational + Abi","61","0.433515193190959","0.351427062178731","0.515603324203187"
"No","2017","66 and older","higher vocational","175","0.501516320910486","0.449059328763047","0.553973313057926"
"No","2017","66 and older","higher education","620","0.488350106867621","0.460858614377653","0.515841599357589"
"Yes","2018","16-34 y.","in school","","","",""
"Yes","2018","16-34 y.","inadequately","","","",""
"Yes","2018","16-34 y.","general elemantary","","","",""
"Yes","2018","16-34 y.","middle vocational","","","",""
"Yes","2018","16-34 y.","vocational + Abi","","","",""
"Yes","2018","16-34 y.","higher vocational","","","",""
"Yes","2018","16-34 y.","higher education","","","",""
"Yes","2018","35-65 y.","in school","","","",""
"Yes","2018","35-65 y.","inadequately","","","",""
"Yes","2018","35-65 y.","general elemantary","","","",""
"Yes","2018","35-65 y.","middle vocational","","","",""
"Yes","2018","35-65 y.","vocational + Abi","","","",""
"Yes","2018","35-65 y.","higher vocational","","","",""
"Yes","2018","35-65 y.","higher education","","","",""
"Yes","2018","66 and older","in school","","","",""
"Yes","2018","66 and older","inadequately","","","",""
"Yes","2018","66 and older","general elemantary","","","",""
"Yes","2018","66 and older","middle vocational","","","",""
"Yes","2018","66 and older","vocational + Abi","","","",""
"Yes","2018","66 and older","higher vocational","","","",""
"Yes","2018","66 and older","higher education","","","",""
"No","2018","16-34 y.","in school","","","",""
"No","2018","16-34 y.","inadequately","","","",""
"No","2018","16-34 y.","general elemantary","","","",""
"No","2018","16-34 y.","middle vocational","","","",""
"No","2018","16-34 y.","vocational + Abi","","","",""
"No","2018","16-34 y.","higher vocational","","","",""
"No","2018","16-34 y.","higher education","","","",""
"No","2018","35-65 y.","in school","","","",""
"No","2018","35-65 y.","inadequately","","","",""
"No","2018","35-65 y.","general elemantary","","","",""
"No","2018","35-65 y.","middle vocational","","","",""
"No","2018","35-65 y.","vocational + Abi","","","",""
"No","2018","35-65 y.","higher vocational","","","",""
"No","2018","35-65 y.","higher education","","","",""
"No","2018","66 and older","in school","","","",""
"No","2018","66 and older","inadequately","","","",""
"No","2018","66 and older","general elemantary","","","",""
"No","2018","66 and older","middle vocational","","","",""
"No","2018","66 and older","vocational + Abi","","","",""
"No","2018","66 and older","higher vocational","","","",""
"No","2018","66 and older","higher education","","","",""
"Yes","2019","16-34 y.","in school","6","","",""
"Yes","2019","16-34 y.","inadequately","4","","",""
"Yes","2019","16-34 y.","general elemantary","49","0.0663918843892693","0.0495954663723957","0.0831883024061428"
"Yes","2019","16-34 y.","middle vocational","85","0.0449141563244605","0.0360112116723604","0.0538171009765607"
"Yes","2019","16-34 y.","vocational + Abi","25","","",""
"Yes","2019","16-34 y.","higher vocational","4","","",""
"Yes","2019","16-34 y.","higher education","35","0.0388371837302161","0.0269099379030017","0.0507644295574305"
"Yes","2019","35-65 y.","in school","","","",""
"Yes","2019","35-65 y.","inadequately","67","0.265242812657031","0.210409794503267","0.320075830810795"
"Yes","2019","35-65 y.","general elemantary","257","0.286831694903099","0.259089245253615","0.314574144552582"
"Yes","2019","35-65 y.","middle vocational","1778","0.307614616259164","0.296366647802931","0.318862584715397"
"Yes","2019","35-65 y.","vocational + Abi","297","0.204172470175548","0.18405963943617","0.224285300914926"
