"ple0018","year","education","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2017","no degree/no degree yet","Female","75","1","1","1"
"Yes","2018","lower secondary degree","Male","","","",""
"Yes","2018","lower secondary degree","Female","","","",""
"Yes","2018","secondary school degree","Male","","","",""
"Yes","2018","secondary school degree","Female","","","",""
"Yes","2018","college entrance qualification","Male","","","",""
"Yes","2018","college entrance qualification","Female","","","",""
"Yes","2018","Other degree","Male","","","",""
"Yes","2018","Other degree","Female","","","",""
"Yes","2018","no degree/no degree yet","Male","","","",""
"Yes","2018","no degree/no degree yet","Female","","","",""
"Yes","2019","lower secondary degree","Male","1029","1","1","1"
"Yes","2019","lower secondary degree","Female","986","1","1","1"
"Yes","2019","secondary school degree","Male","1007","1","1","1"
"Yes","2019","secondary school degree","Female","1191","1","1","1"
"Yes","2019","college entrance qualification","Male","1039","1","1","1"
"Yes","2019","college entrance qualification","Female","647","1","1","1"
"Yes","2019","Other degree","Male","264","1","1","1"
"Yes","2019","Other degree","Female","281","1","1","1"
"Yes","2019","no degree/no degree yet","Male","51","1","1","1"
"Yes","2019","no degree/no degree yet","Female","66","1","1","1"
